"pli0082","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2005","no migration background","Rural Area","","","",""
"Min 1x per week","2005","direct migration background","Urban Area","","","",""
"Min 1x per week","2005","direct migration background","Rural Area","","","",""
"Min 1x per week","2005","indirect migration background","Urban Area","","","",""
"Min 1x per week","2005","indirect migration background","Rural Area","","","",""
"Min 1x per month","2005","no migration background","Urban Area","","","",""
"Min 1x per month","2005","no migration background","Rural Area","","","",""
"Min 1x per month","2005","direct migration background","Urban Area","","","",""
"Min 1x per month","2005","direct migration background","Rural Area","","","",""
"Min 1x per month","2005","indirect migration background","Urban Area","","","",""
"Min 1x per month","2005","indirect migration background","Rural Area","","","",""
"Rarely","2005","no migration background","Urban Area","","","",""
"Rarely","2005","no migration background","Rural Area","","","",""
"Rarely","2005","direct migration background","Urban Area","","","",""
"Rarely","2005","direct migration background","Rural Area","","","",""
"Rarely","2005","indirect migration background","Urban Area","","","",""
"Rarely","2005","indirect migration background","Rural Area","","","",""
"Never","2005","no migration background","Urban Area","","","",""
"Never","2005","no migration background","Rural Area","","","",""
"Never","2005","direct migration background","Urban Area","","","",""
"Never","2005","direct migration background","Rural Area","","","",""
"Never","2005","indirect migration background","Urban Area","","","",""
"Never","2005","indirect migration background","Rural Area","","","",""
"Daily","2006","no migration background","Urban Area","","","",""
"Daily","2006","no migration background","Rural Area","","","",""
"Daily","2006","direct migration background","Urban Area","","","",""
"Daily","2006","direct migration background","Rural Area","","","",""
"Daily","2006","indirect migration background","Urban Area","","","",""
"Daily","2006","indirect migration background","Rural Area","","","",""
"Min 1x per week","2006","no migration background","Urban Area","","","",""
"Min 1x per week","2006","no migration background","Rural Area","","","",""
"Min 1x per week","2006","direct migration background","Urban Area","","","",""
"Min 1x per week","2006","direct migration background","Rural Area","","","",""
"Min 1x per week","2006","indirect migration background","Urban Area","","","",""
"Min 1x per week","2006","indirect migration background","Rural Area","","","",""
"Min 1x per month","2006","no migration background","Urban Area","","","",""
"Min 1x per month","2006","no migration background","Rural Area","","","",""
"Min 1x per month","2006","direct migration background","Urban Area","","","",""
"Min 1x per month","2006","direct migration background","Rural Area","","","",""
"Min 1x per month","2006","indirect migration background","Urban Area","","","",""
"Min 1x per month","2006","indirect migration background","Rural Area","","","",""
"Rarely","2006","no migration background","Urban Area","","","",""
"Rarely","2006","no migration background","Rural Area","","","",""
"Rarely","2006","direct migration background","Urban Area","","","",""
"Rarely","2006","direct migration background","Rural Area","","","",""
"Rarely","2006","indirect migration background","Urban Area","","","",""
"Rarely","2006","indirect migration background","Rural Area","","","",""
"Never","2006","no migration background","Urban Area","","","",""
"Never","2006","no migration background","Rural Area","","","",""
"Never","2006","direct migration background","Urban Area","","","",""
"Never","2006","direct migration background","Rural Area","","","",""
"Never","2006","indirect migration background","Urban Area","","","",""
"Never","2006","indirect migration background","Rural Area","","","",""
"Daily","2007","no migration background","Urban Area","","","",""
"Daily","2007","no migration background","Rural Area","","","",""
"Daily","2007","direct migration background","Urban Area","","","",""
"Daily","2007","direct migration background","Rural Area","","","",""
"Daily","2007","indirect migration background","Urban Area","","","",""
"Daily","2007","indirect migration background","Rural Area","","","",""
"Min 1x per week","2007","no migration background","Urban Area","","","",""
"Min 1x per week","2007","no migration background","Rural Area","","","",""
"Min 1x per week","2007","direct migration background","Urban Area","","","",""
"Min 1x per week","2007","direct migration background","Rural Area","","","",""
"Min 1x per week","2007","indirect migration background","Urban Area","","","",""
"Min 1x per week","2007","indirect migration background","Rural Area","","","",""
"Min 1x per month","2007","no migration background","Urban Area","","","",""
"Min 1x per month","2007","no migration background","Rural Area","","","",""
"Min 1x per month","2007","direct migration background","Urban Area","","","",""
"Min 1x per month","2007","direct migration background","Rural Area","","","",""
"Min 1x per month","2007","indirect migration background","Urban Area","","","",""
"Min 1x per month","2007","indirect migration background","Rural Area","","","",""
"Rarely","2007","no migration background","Urban Area","","","",""
"Rarely","2007","no migration background","Rural Area","","","",""
"Rarely","2007","direct migration background","Urban Area","","","",""
"Rarely","2007","direct migration background","Rural Area","","","",""
"Rarely","2007","indirect migration background","Urban Area","","","",""
"Rarely","2007","indirect migration background","Rural Area","","","",""
"Never","2007","no migration background","Urban Area","","","",""
"Never","2007","no migration background","Rural Area","","","",""
"Never","2007","direct migration background","Urban Area","","","",""
"Never","2007","direct migration background","Rural Area","","","",""
"Never","2007","indirect migration background","Urban Area","","","",""
"Never","2007","indirect migration background","Rural Area","","","",""
"Daily","2008","no migration background","Urban Area","7","","",""
"Daily","2008","no migration background","Rural Area","4","","",""
"Daily","2008","direct migration background","Urban Area","2","","",""
"Daily","2008","direct migration background","Rural Area","","","",""
"Daily","2008","indirect migration background","Urban Area","1","","",""
"Daily","2008","indirect migration background","Rural Area","","","",""
"Min 1x per week","2008","no migration background","Urban Area","331","0.0294542311478926","0.0262331250419142","0.0326753372538711"
"Min 1x per week","2008","no migration background","Rural Area","173","0.0284216440995569","0.0242481196812496","0.0325951685178641"
"Min 1x per week","2008","direct migration background","Urban Area","26","","",""
"Min 1x per week","2008","direct migration background","Rural Area","13","","",""
"Min 1x per week","2008","indirect migration background","Urban Area","10","","",""
"Min 1x per week","2008","indirect migration background","Rural Area","2","","",""
"Min 1x per month","2008","no migration background","Urban Area","2505","0.21884983261734","0.210972783565595","0.226726881669085"
"Min 1x per month","2008","no migration background","Rural Area","1280","0.198359193502347","0.188344088204748","0.208374298799947"
"Min 1x per month","2008","direct migration background","Urban Area","222","0.127826478359853","0.111246795258242","0.144406161461464"
"Min 1x per month","2008","direct migration background","Rural Area","55","0.168211110128932","0.128911126888726","0.207511093369138"
"Min 1x per month","2008","indirect migration background","Urban Area","115","0.13723007985426","0.110899020804292","0.163561138904228"
"Min 1x per month","2008","indirect migration background","Rural Area","24","","",""
"Rarely","2008","no migration background","Urban Area","6331","0.596595979715892","0.587249814635125","0.605942144796659"
"Rarely","2008","no migration background","Rural Area","3651","0.587622873124597","0.575259525657731","0.599986220591463"
"Rarely","2008","direct migration background","Urban Area","947","0.596400779716426","0.572039021708737","0.620762537724116"
"Rarely","2008","direct migration background","Rural Area","197","0.558422207129609","0.506249494022867","0.61059492023635"
"Rarely","2008","indirect migration background","Urban Area","399","0.626734849440838","0.589722486203146","0.66374721267853"
"Rarely","2008","indirect migration background","Rural Area","73","0.640649533901737","0.551789097209041","0.729509970594433"
"Never","2008","no migration background","Urban Area","1410","0.154146673256815","0.147267475656015","0.161025870857615"
"Never","2008","no migration background","Rural Area","982","0.185120510991024","0.17536582243077","0.194875199551278"
"Never","2008","direct migration background","Urban Area","361","0.255628827061112","0.233968547829822","0.277289106292402"
"Never","2008","direct migration background","Rural Area","83","0.245375468274236","0.200164948562747","0.290585987985726"
"Never","2008","indirect migration background","Urban Area","131","0.213786000675406","0.182412990590166","0.245159010760647"
"Never","2008","indirect migration background","Rural Area","13","","",""
"Daily","2009","no migration background","Urban Area","","","",""
"Daily","2009","no migration background","Rural Area","","","",""
"Daily","2009","direct migration background","Urban Area","","","",""
"Daily","2009","direct migration background","Rural Area","","","",""
"Daily","2009","indirect migration background","Urban Area","","","",""
"Daily","2009","indirect migration background","Rural Area","","","",""
"Min 1x per week","2009","no migration background","Urban Area","","","",""
"Min 1x per week","2009","no migration background","Rural Area","","","",""
"Min 1x per week","2009","direct migration background","Urban Area","","","",""
"Min 1x per week","2009","direct migration background","Rural Area","","","",""
"Min 1x per week","2009","indirect migration background","Urban Area","","","",""
"Min 1x per week","2009","indirect migration background","Rural Area","","","",""
"Min 1x per month","2009","no migration background","Urban Area","","","",""
"Min 1x per month","2009","no migration background","Rural Area","","","",""
"Min 1x per month","2009","direct migration background","Urban Area","","","",""
"Min 1x per month","2009","direct migration background","Rural Area","","","",""
"Min 1x per month","2009","indirect migration background","Urban Area","","","",""
"Min 1x per month","2009","indirect migration background","Rural Area","","","",""
"Rarely","2009","no migration background","Urban Area","","","",""
"Rarely","2009","no migration background","Rural Area","","","",""
"Rarely","2009","direct migration background","Urban Area","","","",""
"Rarely","2009","direct migration background","Rural Area","","","",""
"Rarely","2009","indirect migration background","Urban Area","","","",""
"Rarely","2009","indirect migration background","Rural Area","","","",""
"Never","2009","no migration background","Urban Area","","","",""
"Never","2009","no migration background","Rural Area","","","",""
"Never","2009","direct migration background","Urban Area","","","",""
"Never","2009","direct migration background","Rural Area","","","",""
"Never","2009","indirect migration background","Urban Area","","","",""
"Never","2009","indirect migration background","Rural Area","","","",""
"Daily","2010","no migration background","Urban Area","","","",""
"Daily","2010","no migration background","Rural Area","","","",""
"Daily","2010","direct migration background","Urban Area","","","",""
"Daily","2010","direct migration background","Rural Area","","","",""
"Daily","2010","indirect migration background","Urban Area","","","",""
"Daily","2010","indirect migration background","Rural Area","","","",""
"Min 1x per week","2010","no migration background","Urban Area","","","",""
"Min 1x per week","2010","no migration background","Rural Area","","","",""
"Min 1x per week","2010","direct migration background","Urban Area","","","",""
"Min 1x per week","2010","direct migration background","Rural Area","","","",""
"Min 1x per week","2010","indirect migration background","Urban Area","","","",""
"Min 1x per week","2010","indirect migration background","Rural Area","","","",""
"Min 1x per month","2010","no migration background","Urban Area","","","",""
"Min 1x per month","2010","no migration background","Rural Area","","","",""
"Min 1x per month","2010","direct migration background","Urban Area","","","",""
"Min 1x per month","2010","direct migration background","Rural Area","","","",""
"Min 1x per month","2010","indirect migration background","Urban Area","","","",""
"Min 1x per month","2010","indirect migration background","Rural Area","","","",""
"Rarely","2010","no migration background","Urban Area","","","",""
"Rarely","2010","no migration background","Rural Area","","","",""
"Rarely","2010","direct migration background","Urban Area","","","",""
"Rarely","2010","direct migration background","Rural Area","","","",""
"Rarely","2010","indirect migration background","Urban Area","","","",""
"Rarely","2010","indirect migration background","Rural Area","","","",""
"Never","2010","no migration background","Urban Area","","","",""
"Never","2010","no migration background","Rural Area","","","",""
"Never","2010","direct migration background","Urban Area","","","",""
"Never","2010","direct migration background","Rural Area","","","",""
"Never","2010","indirect migration background","Urban Area","","","",""
"Never","2010","indirect migration background","Rural Area","","","",""
"Daily","2011","no migration background","Urban Area","","","",""
"Daily","2011","no migration background","Rural Area","","","",""
"Daily","2011","direct migration background","Urban Area","","","",""
"Daily","2011","direct migration background","Rural Area","","","",""
"Daily","2011","indirect migration background","Urban Area","","","",""
"Daily","2011","indirect migration background","Rural Area","","","",""
"Min 1x per week","2011","no migration background","Urban Area","","","",""
"Min 1x per week","2011","no migration background","Rural Area","","","",""
"Min 1x per week","2011","direct migration background","Urban Area","","","",""
"Min 1x per week","2011","direct migration background","Rural Area","","","",""
"Min 1x per week","2011","indirect migration background","Urban Area","","","",""
"Min 1x per week","2011","indirect migration background","Rural Area","","","",""
"Min 1x per month","2011","no migration background","Urban Area","","","",""
"Min 1x per month","2011","no migration background","Rural Area","","","",""
"Min 1x per month","2011","direct migration background","Urban Area","","","",""
"Min 1x per month","2011","direct migration background","Rural Area","","","",""
"Min 1x per month","2011","indirect migration background","Urban Area","","","",""
"Min 1x per month","2011","indirect migration background","Rural Area","","","",""
"Rarely","2011","no migration background","Urban Area","","","",""
"Rarely","2011","no migration background","Rural Area","","","",""
"Rarely","2011","direct migration background","Urban Area","","","",""
"Rarely","2011","direct migration background","Rural Area","","","",""
"Rarely","2011","indirect migration background","Urban Area","","","",""
"Rarely","2011","indirect migration background","Rural Area","","","",""
"Never","2011","no migration background","Urban Area","","","",""
"Never","2011","no migration background","Rural Area","","","",""
"Never","2011","direct migration background","Urban Area","","","",""
"Never","2011","direct migration background","Rural Area","","","",""
"Never","2011","indirect migration background","Urban Area","","","",""
"Never","2011","indirect migration background","Rural Area","","","",""
"Daily","2012","no migration background","Urban Area","","","",""
"Daily","2012","no migration background","Rural Area","","","",""
"Daily","2012","direct migration background","Urban Area","","","",""
"Daily","2012","direct migration background","Rural Area","","","",""
"Daily","2012","indirect migration background","Urban Area","","","",""
"Daily","2012","indirect migration background","Rural Area","","","",""
"Min 1x per week","2012","no migration background","Urban Area","","","",""
"Min 1x per week","2012","no migration background","Rural Area","","","",""
"Min 1x per week","2012","direct migration background","Urban Area","","","",""
"Min 1x per week","2012","direct migration background","Rural Area","","","",""
"Min 1x per week","2012","indirect migration background","Urban Area","","","",""
"Min 1x per week","2012","indirect migration background","Rural Area","","","",""
"Min 1x per month","2012","no migration background","Urban Area","","","",""
"Min 1x per month","2012","no migration background","Rural Area","","","",""
"Min 1x per month","2012","direct migration background","Urban Area","","","",""
"Min 1x per month","2012","direct migration background","Rural Area","","","",""
"Min 1x per month","2012","indirect migration background","Urban Area","","","",""
"Min 1x per month","2012","indirect migration background","Rural Area","","","",""
"Rarely","2012","no migration background","Urban Area","","","",""
"Rarely","2012","no migration background","Rural Area","","","",""
"Rarely","2012","direct migration background","Urban Area","","","",""
"Rarely","2012","direct migration background","Rural Area","","","",""
"Rarely","2012","indirect migration background","Urban Area","","","",""
"Rarely","2012","indirect migration background","Rural Area","","","",""
"Never","2012","no migration background","Urban Area","","","",""
"Never","2012","no migration background","Rural Area","","","",""
"Never","2012","direct migration background","Urban Area","","","",""
"Never","2012","direct migration background","Rural Area","","","",""
"Never","2012","indirect migration background","Urban Area","","","",""
"Never","2012","indirect migration background","Rural Area","","","",""
"Daily","2013","no migration background","Urban Area","17","","",""
"Daily","2013","no migration background","Rural Area","11","","",""
"Daily","2013","direct migration background","Urban Area","2","","",""
"Daily","2013","direct migration background","Rural Area","2","","",""
"Daily","2013","indirect migration background","Urban Area","2","","",""
"Daily","2013","indirect migration background","Rural Area","1","","",""
"Min 1x per week","2013","no migration background","Urban Area","618","0.0375126364893236","0.0342986436187832","0.040726629359864"
"Min 1x per week","2013","no migration background","Rural Area","340","0.0402434737476375","0.0360093249347469","0.044477622560528"
"Min 1x per week","2013","direct migration background","Urban Area","91","0.0369824040977035","0.0287403959597022","0.0452244122357047"
"Min 1x per week","2013","direct migration background","Rural Area","46","0.0527770005832991","0.0355751879737379","0.0699788131928604"
"Min 1x per week","2013","indirect migration background","Urban Area","41","0.0264913778232108","0.0163433247587592","0.0366394308876623"
"Min 1x per week","2013","indirect migration background","Rural Area","14","","",""
"Min 1x per month","2013","no migration background","Urban Area","4066","0.280562215806637","0.27296298195321","0.288161449660063"
"Min 1x per month","2013","no migration background","Rural Area","2223","0.256208575283715","0.246803543571563","0.265613606995868"
"Min 1x per month","2013","direct migration background","Urban Area","408","0.199758183092264","0.182296694343965","0.217219671840562"
"Min 1x per month","2013","direct migration background","Rural Area","132","0.198648461082778","0.167952595618737","0.22934432654682"
"Min 1x per month","2013","indirect migration background","Urban Area","269","0.263521551215456","0.23568287078875","0.291360231642162"
"Min 1x per month","2013","indirect migration background","Rural Area","51","0.180565385104379","0.13007948989018","0.231051280318579"
"Rarely","2013","no migration background","Urban Area","7185","0.545878991759495","0.537457431052213","0.554300552466777"
"Rarely","2013","no migration background","Rural Area","4613","0.557164259371565","0.546462607789557","0.567865910953574"
"Rarely","2013","direct migration background","Urban Area","1099","0.535023668064629","0.513240538294353","0.556806797834904"
"Rarely","2013","direct migration background","Rural Area","334","0.511308454061758","0.47285063583393","0.549766272289585"
"Rarely","2013","indirect migration background","Urban Area","545","0.614663943203052","0.583910110445655","0.645417775960449"
"Rarely","2013","indirect migration background","Rural Area","124","0.576650513196805","0.511801776553739","0.641499249839871"
"Never","2013","no migration background","Urban Area","1541","0.134411686307983","0.12864225770081","0.140181114915156"
"Never","2013","no migration background","Rural Area","1089","0.14534684167626","0.137753453520229","0.152940229832291"
"Never","2013","direct migration background","Urban Area","414","0.227454447060237","0.209147006931405","0.245761887189069"
"Never","2013","direct migration background","Rural Area","135","0.2322395908855","0.199752806344505","0.264726375426495"
"Never","2013","indirect migration background","Urban Area","105","0.09467948666393","0.0761787218298408","0.113180251498019"
"Never","2013","indirect migration background","Rural Area","33","0.158545197778191","0.110606348813882","0.206484046742499"
"Daily","2014","no migration background","Urban Area","","","",""
"Daily","2014","no migration background","Rural Area","","","",""
"Daily","2014","direct migration background","Urban Area","","","",""
"Daily","2014","direct migration background","Rural Area","","","",""
"Daily","2014","indirect migration background","Urban Area","","","",""
"Daily","2014","indirect migration background","Rural Area","","","",""
"Min 1x per week","2014","no migration background","Urban Area","","","",""
"Min 1x per week","2014","no migration background","Rural Area","","","",""
"Min 1x per week","2014","direct migration background","Urban Area","","","",""
"Min 1x per week","2014","direct migration background","Rural Area","","","",""
"Min 1x per week","2014","indirect migration background","Urban Area","","","",""
"Min 1x per week","2014","indirect migration background","Rural Area","","","",""
"Min 1x per month","2014","no migration background","Urban Area","","","",""
"Min 1x per month","2014","no migration background","Rural Area","","","",""
"Min 1x per month","2014","direct migration background","Urban Area","","","",""
"Min 1x per month","2014","direct migration background","Rural Area","","","",""
"Min 1x per month","2014","indirect migration background","Urban Area","","","",""
"Min 1x per month","2014","indirect migration background","Rural Area","","","",""
"Rarely","2014","no migration background","Urban Area","","","",""
"Rarely","2014","no migration background","Rural Area","","","",""
"Rarely","2014","direct migration background","Urban Area","","","",""
"Rarely","2014","direct migration background","Rural Area","","","",""
"Rarely","2014","indirect migration background","Urban Area","","","",""
"Rarely","2014","indirect migration background","Rural Area","","","",""
"Never","2014","no migration background","Urban Area","","","",""
"Never","2014","no migration background","Rural Area","","","",""
"Never","2014","direct migration background","Urban Area","","","",""
"Never","2014","direct migration background","Rural Area","","","",""
"Never","2014","indirect migration background","Urban Area","","","",""
"Never","2014","indirect migration background","Rural Area","","","",""
"Daily","2015","no migration background","Urban Area","","","",""
"Daily","2015","no migration background","Rural Area","","","",""
"Daily","2015","direct migration background","Urban Area","","","",""
"Daily","2015","direct migration background","Rural Area","","","",""
"Daily","2015","indirect migration background","Urban Area","","","",""
"Daily","2015","indirect migration background","Rural Area","","","",""
"Min 1x per week","2015","no migration background","Urban Area","","","",""
"Min 1x per week","2015","no migration background","Rural Area","","","",""
"Min 1x per week","2015","direct migration background","Urban Area","","","",""
"Min 1x per week","2015","direct migration background","Rural Area","","","",""
"Min 1x per week","2015","indirect migration background","Urban Area","","","",""
"Min 1x per week","2015","indirect migration background","Rural Area","","","",""
"Min 1x per month","2015","no migration background","Urban Area","","","",""
"Min 1x per month","2015","no migration background","Rural Area","","","",""
"Min 1x per month","2015","direct migration background","Urban Area","","","",""
"Min 1x per month","2015","direct migration background","Rural Area","","","",""
"Min 1x per month","2015","indirect migration background","Urban Area","","","",""
"Min 1x per month","2015","indirect migration background","Rural Area","","","",""
"Rarely","2015","no migration background","Urban Area","","","",""
"Rarely","2015","no migration background","Rural Area","","","",""
"Rarely","2015","direct migration background","Urban Area","","","",""
"Rarely","2015","direct migration background","Rural Area","","","",""
"Rarely","2015","indirect migration background","Urban Area","","","",""
"Rarely","2015","indirect migration background","Rural Area","","","",""
"Never","2015","no migration background","Urban Area","","","",""
"Never","2015","no migration background","Rural Area","","","",""
"Never","2015","direct migration background","Urban Area","","","",""
"Never","2015","direct migration background","Rural Area","","","",""
"Never","2015","indirect migration background","Urban Area","","","",""
"Never","2015","indirect migration background","Rural Area","","","",""
"Daily","2016","no migration background","Urban Area","","","",""
"Daily","2016","no migration background","Rural Area","","","",""
"Daily","2016","direct migration background","Urban Area","","","",""
"Daily","2016","direct migration background","Rural Area","","","",""
"Daily","2016","indirect migration background","Urban Area","","","",""
"Daily","2016","indirect migration background","Rural Area","","","",""
"Min 1x per week","2016","no migration background","Urban Area","","","",""
"Min 1x per week","2016","no migration background","Rural Area","","","",""
"Min 1x per week","2016","direct migration background","Urban Area","","","",""
"Min 1x per week","2016","direct migration background","Rural Area","","","",""
"Min 1x per week","2016","indirect migration background","Urban Area","","","",""
"Min 1x per week","2016","indirect migration background","Rural Area","","","",""
"Min 1x per month","2016","no migration background","Urban Area","","","",""
"Min 1x per month","2016","no migration background","Rural Area","","","",""
"Min 1x per month","2016","direct migration background","Urban Area","","","",""
"Min 1x per month","2016","direct migration background","Rural Area","","","",""
"Min 1x per month","2016","indirect migration background","Urban Area","","","",""
"Min 1x per month","2016","indirect migration background","Rural Area","","","",""
"Rarely","2016","no migration background","Urban Area","","","",""
"Rarely","2016","no migration background","Rural Area","","","",""
"Rarely","2016","direct migration background","Urban Area","","","",""
"Rarely","2016","direct migration background","Rural Area","","","",""
"Rarely","2016","indirect migration background","Urban Area","","","",""
"Rarely","2016","indirect migration background","Rural Area","","","",""
"Never","2016","no migration background","Urban Area","","","",""
"Never","2016","no migration background","Rural Area","","","",""
"Never","2016","direct migration background","Urban Area","","","",""
"Never","2016","direct migration background","Rural Area","","","",""
"Never","2016","indirect migration background","Urban Area","","","",""
"Never","2016","indirect migration background","Rural Area","","","",""
"Daily","2017","no migration background","Urban Area","","","",""
"Daily","2017","no migration background","Rural Area","","","",""
"Daily","2017","direct migration background","Urban Area","54","0.0170345145722381","0.0130022040876933","0.021066825056783"
"Daily","2017","direct migration background","Rural Area","15","","",""
"Daily","2017","indirect migration background","Urban Area","","","",""
"Daily","2017","indirect migration background","Rural Area","","","",""
"Min 1x per week","2017","no migration background","Urban Area","","","",""
"Min 1x per week","2017","no migration background","Rural Area","","","",""
"Min 1x per week","2017","direct migration background","Urban Area","353","0.089654565155309","0.0807521208957342","0.0985570094148838"
"Min 1x per week","2017","direct migration background","Rural Area","114","0.0969150732080443","0.082304482568206","0.111525663847883"
"Min 1x per week","2017","indirect migration background","Urban Area","","","",""
"Min 1x per week","2017","indirect migration background","Rural Area","","","",""
"Min 1x per month","2017","no migration background","Urban Area","","","",""
"Min 1x per month","2017","no migration background","Rural Area","","","",""
"Min 1x per month","2017","direct migration background","Urban Area","631","0.152977122951613","0.141760018496071","0.164194227407155"
"Min 1x per month","2017","direct migration background","Rural Area","245","0.147919358526147","0.130386179444465","0.165452537607828"
"Min 1x per month","2017","indirect migration background","Urban Area","","","",""
"Min 1x per month","2017","indirect migration background","Rural Area","","","",""
"Rarely","2017","no migration background","Urban Area","","","",""
"Rarely","2017","no migration background","Rural Area","","","",""
"Rarely","2017","direct migration background","Urban Area","1270","0.311819411257854","0.297384213684685","0.326254608831024"
"Rarely","2017","direct migration background","Rural Area","550","0.316139266560303","0.293176148084499","0.339102385036106"
"Rarely","2017","indirect migration background","Urban Area","","","",""
"Rarely","2017","indirect migration background","Rural Area","","","",""
"Never","2017","no migration background","Urban Area","","","",""
"Never","2017","no migration background","Rural Area","","","",""
"Never","2017","direct migration background","Urban Area","1648","0.428514386062985","0.413093642896147","0.443935129229824"
"Never","2017","direct migration background","Rural Area","651","0.428472737841559","0.404033487228535","0.452911988454583"
"Never","2017","indirect migration background","Urban Area","","","",""
"Never","2017","indirect migration background","Rural Area","","","",""
"Daily","2018","no migration background","Urban Area","","","",""
"Daily","2018","no migration background","Rural Area","","","",""
"Daily","2018","direct migration background","Urban Area","62","0.0247022855355686","0.0189977476736471","0.0304068233974902"
"Daily","2018","direct migration background","Rural Area","24","","",""
"Daily","2018","indirect migration background","Urban Area","","","",""
"Daily","2018","indirect migration background","Rural Area","","","",""
"Min 1x per week","2018","no migration background","Urban Area","","","",""
"Min 1x per week","2018","no migration background","Rural Area","","","",""
"Min 1x per week","2018","direct migration background","Urban Area","481","0.184059253120129","0.169816582409814","0.198301923830444"
"Min 1x per week","2018","direct migration background","Rural Area","152","0.141585992396378","0.120138643715055","0.163033341077701"
"Min 1x per week","2018","indirect migration background","Urban Area","","","",""
"Min 1x per week","2018","indirect migration background","Rural Area","","","",""
"Min 1x per month","2018","no migration background","Urban Area","","","",""
"Min 1x per month","2018","no migration background","Rural Area","","","",""
"Min 1x per month","2018","direct migration background","Urban Area","711","0.249106699099977","0.233211531432357","0.265001866767597"
"Min 1x per month","2018","direct migration background","Rural Area","241","0.216784179146959","0.19143466804361","0.242133690250309"
"Min 1x per month","2018","indirect migration background","Urban Area","","","",""
"Min 1x per month","2018","indirect migration background","Rural Area","","","",""
"Rarely","2018","no migration background","Urban Area","","","",""
"Rarely","2018","no migration background","Rural Area","","","",""
"Rarely","2018","direct migration background","Urban Area","968","0.308195695236089","0.291225446448519","0.32516594402366"
"Rarely","2018","direct migration background","Rural Area","399","0.387412481959313","0.357442536944773","0.417382426973854"
"Rarely","2018","indirect migration background","Urban Area","","","",""
"Rarely","2018","indirect migration background","Rural Area","","","",""
"Never","2018","no migration background","Urban Area","","","",""
"Never","2018","no migration background","Rural Area","","","",""
"Never","2018","direct migration background","Urban Area","622","0.233936067008236","0.21837768627604","0.249494447740433"
"Never","2018","direct migration background","Rural Area","199","0.218723531277202","0.193292428305653","0.244154634248752"
"Never","2018","indirect migration background","Urban Area","","","",""
"Never","2018","indirect migration background","Rural Area","","","",""
"Daily","2019","no migration background","Urban Area","23","","",""
"Daily","2019","no migration background","Rural Area","16","","",""
"Daily","2019","direct migration background","Urban Area","87","0.0027084505890222","0.00129367641746676","0.00412322476057765"
"Daily","2019","direct migration background","Rural Area","22","","",""
"Daily","2019","indirect migration background","Urban Area","3","","",""
"Daily","2019","indirect migration background","Rural Area","2","","",""
"Min 1x per week","2019","no migration background","Urban Area","621","0.0466685510899575","0.0428109553800573","0.0505261467998577"
"Min 1x per week","2019","no migration background","Rural Area","367","0.0448993010256255","0.0402278935667043","0.0495707084845468"
"Min 1x per week","2019","direct migration background","Urban Area","490","0.0373055970599688","0.0321468193394957","0.0424643747804419"
"Min 1x per week","2019","direct migration background","Rural Area","196","0.0768322256646777","0.0649719357378204","0.0886925155915351"
"Min 1x per week","2019","indirect migration background","Urban Area","77","0.0521975965350056","0.0399790922604379","0.0644161008095733"
"Min 1x per week","2019","indirect migration background","Rural Area","20","","",""
"Min 1x per month","2019","no migration background","Urban Area","4227","0.340645804214129","0.331978311198845","0.349313297229413"
"Min 1x per month","2019","no migration background","Rural Area","2508","0.29514020157661","0.28485130187163","0.30542910128159"
"Min 1x per month","2019","direct migration background","Urban Area","1567","0.284264767467949","0.271986041405883","0.296543493530016"
"Min 1x per month","2019","direct migration background","Rural Area","591","0.265674269233376","0.246004357952918","0.285344180513833"
"Min 1x per month","2019","indirect migration background","Urban Area","406","0.300068775949207","0.274893631188546","0.325243920709868"
"Min 1x per month","2019","indirect migration background","Rural Area","104","0.333735706308253","0.282626537102907","0.384844875513599"
"Rarely","2019","no migration background","Urban Area","5695","0.506876578495143","0.497733098512457","0.51602005847783"
"Rarely","2019","no migration background","Rural Area","3892","0.533689389072584","0.522435948770872","0.544942829374296"
"Rarely","2019","direct migration background","Urban Area","2159","0.495449182202066","0.481838884970293","0.50905947943384"
"Rarely","2019","direct migration background","Rural Area","793","0.478657648007665","0.456411373835263","0.500903922180067"
"Rarely","2019","indirect migration background","Urban Area","680","0.558250986704664","0.530971485010844","0.585530488398483"
"Rarely","2019","indirect migration background","Rural Area","171","0.554272452758133","0.500399522312902","0.608145383203365"
"Never","2019","no migration background","Urban Area","919","0.104342855648665","0.0987519154420696","0.10993379585526"
"Never","2019","no migration background","Rural Area","766","0.124784199890078","0.117329318255054","0.132239081525102"
"Never","2019","direct migration background","Urban Area","881","0.180272002680993","0.16980759573255","0.190736409629437"
"Never","2019","direct migration background","Rural Area","335","0.175883420673207","0.158928722691537","0.192838118654877"
"Never","2019","indirect migration background","Urban Area","107","0.087842434455006","0.0722927706712302","0.103392098238782"
"Never","2019","indirect migration background","Rural Area","30","0.0672362368926592","0.0400929931291168","0.0943794806562016"
