"pli0082","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Daily","1997","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1997","Hesse","no migration background","","","",""
"Daily","1997","Hesse","direct migration background","","","",""
"Daily","1997","Hesse","indirect migration background","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1997","Baden-Württemberg","no migration background","","","",""
"Daily","1997","Baden-Württemberg","direct migration background","","","",""
"Daily","1997","Baden-Württemberg","indirect migration background","","","",""
"Daily","1997","Bavaria","no migration background","","","",""
"Daily","1997","Bavaria","direct migration background","","","",""
"Daily","1997","Bavaria","indirect migration background","","","",""
"Daily","1997","Berlin","no migration background","","","",""
"Daily","1997","Berlin","direct migration background","","","",""
"Daily","1997","Berlin","indirect migration background","","","",""
"Daily","1997","Brandenburg","no migration background","","","",""
"Daily","1997","Brandenburg","direct migration background","","","",""
"Daily","1997","Brandenburg","indirect migration background","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1997","Saxony","no migration background","","","",""
"Daily","1997","Saxony","direct migration background","","","",""
"Daily","1997","Saxony","indirect migration background","","","",""
"Daily","1997","Saxony-Anhalt","no migration background","","","",""
"Daily","1997","Saxony-Anhalt","direct migration background","","","",""
"Daily","1997","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1997","Thuringia","no migration background","","","",""
"Daily","1997","Thuringia","direct migration background","","","",""
"Daily","1997","Thuringia","indirect migration background","","","",""
"Min 1x per week","1997","Schleswig-Holstein","no migration background","","","",""
"Min 1x per week","1997","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","1997","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1997","Hamburg","no migration background","","","",""
"Min 1x per week","1997","Hamburg","direct migration background","","","",""
"Min 1x per week","1997","Hamburg","indirect migration background","","","",""
"Min 1x per week","1997","Lower Saxony","no migration background","","","",""
"Min 1x per week","1997","Lower Saxony","direct migration background","","","",""
"Min 1x per week","1997","Lower Saxony","indirect migration background","","","",""
"Min 1x per week","1997","Bremen","no migration background","","","",""
"Min 1x per week","1997","Bremen","direct migration background","","","",""
"Min 1x per week","1997","Bremen","indirect migration background","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per week","1997","Hesse","no migration background","","","",""
"Min 1x per week","1997","Hesse","direct migration background","","","",""
"Min 1x per week","1997","Hesse","indirect migration background","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1997","Baden-Württemberg","no migration background","","","",""
"Min 1x per week","1997","Baden-Württemberg","direct migration background","","","",""
"Min 1x per week","1997","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per week","1997","Bavaria","no migration background","","","",""
"Min 1x per week","1997","Bavaria","direct migration background","","","",""
"Min 1x per week","1997","Bavaria","indirect migration background","","","",""
"Min 1x per week","1997","Berlin","no migration background","","","",""
"Min 1x per week","1997","Berlin","direct migration background","","","",""
"Min 1x per week","1997","Berlin","indirect migration background","","","",""
"Min 1x per week","1997","Brandenburg","no migration background","","","",""
"Min 1x per week","1997","Brandenburg","direct migration background","","","",""
"Min 1x per week","1997","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1997","Saxony","no migration background","","","",""
"Min 1x per week","1997","Saxony","direct migration background","","","",""
"Min 1x per week","1997","Saxony","indirect migration background","","","",""
"Min 1x per week","1997","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1997","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1997","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1997","Thuringia","no migration background","","","",""
"Min 1x per week","1997","Thuringia","direct migration background","","","",""
"Min 1x per week","1997","Thuringia","indirect migration background","","","",""
"Min 1x per month","1997","Schleswig-Holstein","no migration background","","","",""
"Min 1x per month","1997","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per month","1997","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1997","Hamburg","no migration background","","","",""
"Min 1x per month","1997","Hamburg","direct migration background","","","",""
"Min 1x per month","1997","Hamburg","indirect migration background","","","",""
"Min 1x per month","1997","Lower Saxony","no migration background","","","",""
"Min 1x per month","1997","Lower Saxony","direct migration background","","","",""
"Min 1x per month","1997","Lower Saxony","indirect migration background","","","",""
"Min 1x per month","1997","Bremen","no migration background","","","",""
"Min 1x per month","1997","Bremen","direct migration background","","","",""
"Min 1x per month","1997","Bremen","indirect migration background","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per month","1997","Hesse","no migration background","","","",""
"Min 1x per month","1997","Hesse","direct migration background","","","",""
"Min 1x per month","1997","Hesse","indirect migration background","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1997","Baden-Württemberg","no migration background","","","",""
"Min 1x per month","1997","Baden-Württemberg","direct migration background","","","",""
"Min 1x per month","1997","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per month","1997","Bavaria","no migration background","","","",""
"Min 1x per month","1997","Bavaria","direct migration background","","","",""
"Min 1x per month","1997","Bavaria","indirect migration background","","","",""
"Min 1x per month","1997","Berlin","no migration background","","","",""
"Min 1x per month","1997","Berlin","direct migration background","","","",""
"Min 1x per month","1997","Berlin","indirect migration background","","","",""
"Min 1x per month","1997","Brandenburg","no migration background","","","",""
"Min 1x per month","1997","Brandenburg","direct migration background","","","",""
"Min 1x per month","1997","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1997","Saxony","no migration background","","","",""
"Min 1x per month","1997","Saxony","direct migration background","","","",""
"Min 1x per month","1997","Saxony","indirect migration background","","","",""
"Min 1x per month","1997","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1997","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1997","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1997","Thuringia","no migration background","","","",""
"Min 1x per month","1997","Thuringia","direct migration background","","","",""
"Min 1x per month","1997","Thuringia","indirect migration background","","","",""
"Rarely","1997","Schleswig-Holstein","no migration background","","","",""
"Rarely","1997","Schleswig-Holstein","direct migration background","","","",""
"Rarely","1997","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1997","Hamburg","no migration background","","","",""
"Rarely","1997","Hamburg","direct migration background","","","",""
"Rarely","1997","Hamburg","indirect migration background","","","",""
"Rarely","1997","Lower Saxony","no migration background","","","",""
"Rarely","1997","Lower Saxony","direct migration background","","","",""
"Rarely","1997","Lower Saxony","indirect migration background","","","",""
"Rarely","1997","Bremen","no migration background","","","",""
"Rarely","1997","Bremen","direct migration background","","","",""
"Rarely","1997","Bremen","indirect migration background","","","",""
"Rarely","1997","North Rhine-Westphalia","no migration background","","","",""
"Rarely","1997","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","1997","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","1997","Hesse","no migration background","","","",""
"Rarely","1997","Hesse","direct migration background","","","",""
"Rarely","1997","Hesse","indirect migration background","","","",""
"Rarely","1997","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","1997","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","1997","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","1997","Baden-Württemberg","no migration background","","","",""
"Rarely","1997","Baden-Württemberg","direct migration background","","","",""
"Rarely","1997","Baden-Württemberg","indirect migration background","","","",""
"Rarely","1997","Bavaria","no migration background","","","",""
"Rarely","1997","Bavaria","direct migration background","","","",""
"Rarely","1997","Bavaria","indirect migration background","","","",""
"Rarely","1997","Berlin","no migration background","","","",""
"Rarely","1997","Berlin","direct migration background","","","",""
"Rarely","1997","Berlin","indirect migration background","","","",""
"Rarely","1997","Brandenburg","no migration background","","","",""
"Rarely","1997","Brandenburg","direct migration background","","","",""
"Rarely","1997","Brandenburg","indirect migration background","","","",""
"Rarely","1997","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1997","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1997","Saxony","no migration background","","","",""
"Rarely","1997","Saxony","direct migration background","","","",""
"Rarely","1997","Saxony","indirect migration background","","","",""
"Rarely","1997","Saxony-Anhalt","no migration background","","","",""
"Rarely","1997","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1997","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1997","Thuringia","no migration background","","","",""
"Rarely","1997","Thuringia","direct migration background","","","",""
"Rarely","1997","Thuringia","indirect migration background","","","",""
"Never","1997","Schleswig-Holstein","no migration background","","","",""
"Never","1997","Schleswig-Holstein","direct migration background","","","",""
"Never","1997","Schleswig-Holstein","indirect migration background","","","",""
"Never","1997","Hamburg","no migration background","","","",""
"Never","1997","Hamburg","direct migration background","","","",""
"Never","1997","Hamburg","indirect migration background","","","",""
"Never","1997","Lower Saxony","no migration background","","","",""
"Never","1997","Lower Saxony","direct migration background","","","",""
"Never","1997","Lower Saxony","indirect migration background","","","",""
"Never","1997","Bremen","no migration background","","","",""
"Never","1997","Bremen","direct migration background","","","",""
"Never","1997","Bremen","indirect migration background","","","",""
"Never","1997","North Rhine-Westphalia","no migration background","","","",""
"Never","1997","North Rhine-Westphalia","direct migration background","","","",""
"Never","1997","North Rhine-Westphalia","indirect migration background","","","",""
"Never","1997","Hesse","no migration background","","","",""
"Never","1997","Hesse","direct migration background","","","",""
"Never","1997","Hesse","indirect migration background","","","",""
"Never","1997","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","1997","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","1997","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","1997","Baden-Württemberg","no migration background","","","",""
"Never","1997","Baden-Württemberg","direct migration background","","","",""
"Never","1997","Baden-Württemberg","indirect migration background","","","",""
"Never","1997","Bavaria","no migration background","","","",""
"Never","1997","Bavaria","direct migration background","","","",""
"Never","1997","Bavaria","indirect migration background","","","",""
"Never","1997","Berlin","no migration background","","","",""
"Never","1997","Berlin","direct migration background","","","",""
"Never","1997","Berlin","indirect migration background","","","",""
"Never","1997","Brandenburg","no migration background","","","",""
"Never","1997","Brandenburg","direct migration background","","","",""
"Never","1997","Brandenburg","indirect migration background","","","",""
"Never","1997","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","1997","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","1997","Saxony","no migration background","","","",""
"Never","1997","Saxony","direct migration background","","","",""
"Never","1997","Saxony","indirect migration background","","","",""
"Never","1997","Saxony-Anhalt","no migration background","","","",""
"Never","1997","Saxony-Anhalt","direct migration background","","","",""
"Never","1997","Saxony-Anhalt","indirect migration background","","","",""
"Never","1997","Thuringia","no migration background","","","",""
"Never","1997","Thuringia","direct migration background","","","",""
"Never","1997","Thuringia","indirect migration background","","","",""
"Daily","1998","Schleswig-Holstein","no migration background","","","",""
"Daily","1998","Schleswig-Holstein","direct migration background","","","",""
"Daily","1998","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1998","Hamburg","no migration background","","","",""
"Daily","1998","Hamburg","direct migration background","","","",""
"Daily","1998","Hamburg","indirect migration background","","","",""
"Daily","1998","Lower Saxony","no migration background","1","","",""
"Daily","1998","Lower Saxony","direct migration background","","","",""
"Daily","1998","Lower Saxony","indirect migration background","","","",""
"Daily","1998","Bremen","no migration background","","","",""
"Daily","1998","Bremen","direct migration background","","","",""
"Daily","1998","Bremen","indirect migration background","","","",""
"Daily","1998","North Rhine-Westphalia","no migration background","2","","",""
"Daily","1998","North Rhine-Westphalia","direct migration background","3","","",""
"Daily","1998","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1998","Hesse","no migration background","","","",""
"Daily","1998","Hesse","direct migration background","","","",""
"Daily","1998","Hesse","indirect migration background","2","","",""
"Daily","1998","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1998","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1998","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1998","Baden-Württemberg","no migration background","","","",""
"Daily","1998","Baden-Württemberg","direct migration background","","","",""
"Daily","1998","Baden-Württemberg","indirect migration background","","","",""
"Daily","1998","Bavaria","no migration background","","","",""
"Daily","1998","Bavaria","direct migration background","1","","",""
"Daily","1998","Bavaria","indirect migration background","","","",""
"Daily","1998","Berlin","no migration background","","","",""
"Daily","1998","Berlin","direct migration background","1","","",""
"Daily","1998","Berlin","indirect migration background","","","",""
"Daily","1998","Brandenburg","no migration background","1","","",""
"Daily","1998","Brandenburg","direct migration background","","","",""
"Daily","1998","Brandenburg","indirect migration background","","","",""
"Daily","1998","Mecklenburg-Western Pomerania","no migration background","1","","",""
"Daily","1998","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1998","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1998","Saxony","no migration background","1","","",""
"Daily","1998","Saxony","direct migration background","","","",""
"Daily","1998","Saxony","indirect migration background","","","",""
"Daily","1998","Saxony-Anhalt","no migration background","","","",""
"Daily","1998","Saxony-Anhalt","direct migration background","","","",""
"Daily","1998","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1998","Thuringia","no migration background","1","","",""
"Daily","1998","Thuringia","direct migration background","","","",""
"Daily","1998","Thuringia","indirect migration background","","","",""
"Min 1x per week","1998","Schleswig-Holstein","no migration background","12","","",""
"Min 1x per week","1998","Schleswig-Holstein","direct migration background","2","","",""
"Min 1x per week","1998","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1998","Hamburg","no migration background","8","","",""
"Min 1x per week","1998","Hamburg","direct migration background","","","",""
"Min 1x per week","1998","Hamburg","indirect migration background","","","",""
"Min 1x per week","1998","Lower Saxony","no migration background","55","0.0593012547465489","0.0443993542894144","0.0742031552036835"
"Min 1x per week","1998","Lower Saxony","direct migration background","4","","",""
"Min 1x per week","1998","Lower Saxony","indirect migration background","3","","",""
"Min 1x per week","1998","Bremen","no migration background","1","","",""
"Min 1x per week","1998","Bremen","direct migration background","1","","",""
"Min 1x per week","1998","Bremen","indirect migration background","","","",""
"Min 1x per week","1998","North Rhine-Westphalia","no migration background","90","0.0419218850428528","0.0332612087493776","0.0505825613363281"
"Min 1x per week","1998","North Rhine-Westphalia","direct migration background","5","","",""
"Min 1x per week","1998","North Rhine-Westphalia","indirect migration background","8","","",""
"Min 1x per week","1998","Hesse","no migration background","39","0.0614939719800739","0.0425688985810864","0.0804190453790615"
"Min 1x per week","1998","Hesse","direct migration background","9","","",""
"Min 1x per week","1998","Hesse","indirect migration background","4","","",""
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","no migration background","38","0.0679127567763343","0.048028265007333","0.0877972485453356"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","direct migration background","4","","",""
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Min 1x per week","1998","Baden-Württemberg","no migration background","49","0.0459895178909661","0.0334448445390451","0.0585341912428872"
"Min 1x per week","1998","Baden-Württemberg","direct migration background","18","","",""
"Min 1x per week","1998","Baden-Württemberg","indirect migration background","10","","",""
"Min 1x per week","1998","Bavaria","no migration background","91","0.0717811224050092","0.0584072062888446","0.0851550385211739"
"Min 1x per week","1998","Bavaria","direct migration background","15","","",""
"Min 1x per week","1998","Bavaria","indirect migration background","2","","",""
"Min 1x per week","1998","Berlin","no migration background","22","","",""
"Min 1x per week","1998","Berlin","direct migration background","6","","",""
"Min 1x per week","1998","Berlin","indirect migration background","1","","",""
"Min 1x per week","1998","Brandenburg","no migration background","17","","",""
"Min 1x per week","1998","Brandenburg","direct migration background","","","",""
"Min 1x per week","1998","Brandenburg","indirect migration background","1","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","no migration background","28","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1998","Saxony","no migration background","62","0.06190851574108","0.0479008538187804","0.0759161776633796"
"Min 1x per week","1998","Saxony","direct migration background","","","",""
"Min 1x per week","1998","Saxony","indirect migration background","","","",""
"Min 1x per week","1998","Saxony-Anhalt","no migration background","32","0.0530677707085601","0.035900458233292","0.0702350831838282"
"Min 1x per week","1998","Saxony-Anhalt","direct migration background","2","","",""
"Min 1x per week","1998","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1998","Thuringia","no migration background","32","0.0365906705354144","0.0227312797529028","0.0504500613179261"
"Min 1x per week","1998","Thuringia","direct migration background","2","","",""
"Min 1x per week","1998","Thuringia","indirect migration background","","","",""
"Min 1x per month","1998","Schleswig-Holstein","no migration background","91","0.27396257192968","0.22463288160146","0.323292262257901"
"Min 1x per month","1998","Schleswig-Holstein","direct migration background","7","","",""
"Min 1x per month","1998","Schleswig-Holstein","indirect migration background","3","","",""
"Min 1x per month","1998","Hamburg","no migration background","35","0.253281371432138","0.176736276512369","0.329826466351907"
"Min 1x per month","1998","Hamburg","direct migration background","2","","",""
"Min 1x per month","1998","Hamburg","indirect migration background","3","","",""
"Min 1x per month","1998","Lower Saxony","no migration background","243","0.257045367279243","0.229473227444112","0.284617507114374"
"Min 1x per month","1998","Lower Saxony","direct migration background","40","0.263163479600445","0.199880051013092","0.326446908187798"
"Min 1x per month","1998","Lower Saxony","indirect migration background","7","","",""
"Min 1x per month","1998","Bremen","no migration background","18","","",""
"Min 1x per month","1998","Bremen","direct migration background","3","","",""
"Min 1x per month","1998","Bremen","indirect migration background","2","","",""
"Min 1x per month","1998","North Rhine-Westphalia","no migration background","487","0.241090503016787","0.222605650471886","0.259575355561688"
"Min 1x per month","1998","North Rhine-Westphalia","direct migration background","112","0.218252681994572","0.185229125003966","0.251276238985179"
"Min 1x per month","1998","North Rhine-Westphalia","indirect migration background","43","0.19197444557233","0.132240099407067","0.251708791737592"
"Min 1x per month","1998","Hesse","no migration background","174","0.281668582405619","0.246233422141273","0.317103742669965"
"Min 1x per month","1998","Hesse","direct migration background","46","0.206696473787178","0.157570172934038","0.255822774640318"
"Min 1x per month","1998","Hesse","indirect migration background","15","","",""
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","no migration background","139","0.240468640312568","0.206692298428697","0.274244982196439"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","direct migration background","18","","",""
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Min 1x per month","1998","Baden-Württemberg","no migration background","299","0.28054847081216","0.253641916901921","0.3074550247224"
"Min 1x per month","1998","Baden-Württemberg","direct migration background","78","0.143711492776129","0.115477223511227","0.171945762041032"
"Min 1x per month","1998","Baden-Württemberg","indirect migration background","26","","",""
"Min 1x per month","1998","Bavaria","no migration background","419","0.29133636913427","0.267794242126636","0.314878496141904"
"Min 1x per month","1998","Bavaria","direct migration background","90","0.288547227282355","0.240943609457782","0.336150845106928"
"Min 1x per month","1998","Bavaria","indirect migration background","24","","",""
"Min 1x per month","1998","Berlin","no migration background","137","0.298446960689595","0.256402747634721","0.340491173744468"
"Min 1x per month","1998","Berlin","direct migration background","13","","",""
"Min 1x per month","1998","Berlin","indirect migration background","3","","",""
"Min 1x per month","1998","Brandenburg","no migration background","136","0.215730317900385","0.182845218415012","0.248615417385759"
"Min 1x per month","1998","Brandenburg","direct migration background","3","","",""
"Min 1x per month","1998","Brandenburg","indirect migration background","1","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","no migration background","106","0.260534163069833","0.217303500188042","0.303764825951623"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Min 1x per month","1998","Saxony","no migration background","315","0.267761658367364","0.242024044197169","0.29349927253756"
"Min 1x per month","1998","Saxony","direct migration background","7","","",""
"Min 1x per month","1998","Saxony","indirect migration background","2","","",""
"Min 1x per month","1998","Saxony-Anhalt","no migration background","150","0.237017776770045","0.204450974991063","0.269584578549026"
"Min 1x per month","1998","Saxony-Anhalt","direct migration background","4","","",""
"Min 1x per month","1998","Saxony-Anhalt","indirect migration background","1","","",""
"Min 1x per month","1998","Thuringia","no migration background","171","0.22443886416812","0.193641710316473","0.255236018019767"
"Min 1x per month","1998","Thuringia","direct migration background","3","","",""
"Min 1x per month","1998","Thuringia","indirect migration background","1","","",""
"Rarely","1998","Schleswig-Holstein","no migration background","187","0.603851628111219","0.549754111932133","0.657949144290304"
"Rarely","1998","Schleswig-Holstein","direct migration background","17","","",""
"Rarely","1998","Schleswig-Holstein","indirect migration background","5","","",""
"Rarely","1998","Hamburg","no migration background","63","0.493531881510514","0.40553426461814","0.581529498402889"
"Rarely","1998","Hamburg","direct migration background","13","","",""
"Rarely","1998","Hamburg","indirect migration background","3","","",""
"Rarely","1998","Lower Saxony","no migration background","586","0.597910574766363","0.566974594833253","0.628846554699473"
"Rarely","1998","Lower Saxony","direct migration background","118","0.576393481882107","0.505381363822501","0.647405599941714"
"Rarely","1998","Lower Saxony","indirect migration background","34","0.751284613324338","0.630251661579847","0.872317565068829"
"Rarely","1998","Bremen","no migration background","55","0.657219780728438","0.553211890543363","0.761227670913514"
"Rarely","1998","Bremen","direct migration background","9","","",""
"Rarely","1998","Bremen","indirect migration background","2","","",""
"Rarely","1998","North Rhine-Westphalia","no migration background","1292","0.616823595255165","0.595814332461306","0.637832858049023"
"Rarely","1998","North Rhine-Westphalia","direct migration background","365","0.58427984222822","0.544877517269554","0.623682167186886"
"Rarely","1998","North Rhine-Westphalia","indirect migration background","95","0.621760653079613","0.548210289231428","0.695311016927799"
"Rarely","1998","Hesse","no migration background","353","0.570559949547795","0.531565330614738","0.609554568480853"
"Rarely","1998","Hesse","direct migration background","145","0.550331751794684","0.489980506779389","0.610682996809979"
"Rarely","1998","Hesse","indirect migration background","36","0.662681149407477","0.54593288564382","0.779429413171135"
"Rarely","1998","Rhineland-Palatinate,Saarland","no migration background","363","0.562118288451751","0.522907751082363","0.60132882582114"
"Rarely","1998","Rhineland-Palatinate,Saarland","direct migration background","104","0.586618608534039","0.512593848291841","0.660643368776237"
"Rarely","1998","Rhineland-Palatinate,Saarland","indirect migration background","11","","",""
"Rarely","1998","Baden-Württemberg","no migration background","635","0.572782640524089","0.543156660550552","0.602408620497627"
"Rarely","1998","Baden-Württemberg","direct migration background","373","0.651715990446219","0.613370287765059","0.690061693127379"
"Rarely","1998","Baden-Württemberg","indirect migration background","101","0.642703444943774","0.566771923151145","0.718634966736402"
"Rarely","1998","Bavaria","no migration background","820","0.553645033291954","0.527888692422214","0.579401374161693"
"Rarely","1998","Bavaria","direct migration background","203","0.554721140369132","0.502504146488504","0.606938134249761"
"Rarely","1998","Bavaria","indirect migration background","50","0.53756747249284","0.430304525861769","0.64483041912391"
"Rarely","1998","Berlin","no migration background","268","0.586551239041774","0.541302527378367","0.63179995070518"
"Rarely","1998","Berlin","direct migration background","31","0.494543161255128","0.363595358287686","0.62549096422257"
"Rarely","1998","Berlin","indirect migration background","11","","",""
"Rarely","1998","Brandenburg","no migration background","377","0.614979616426404","0.576076617891795","0.653882614961012"
"Rarely","1998","Brandenburg","direct migration background","9","","",""
"Rarely","1998","Brandenburg","indirect migration background","3","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","no migration background","234","0.573977708221814","0.525273759539293","0.622681656904336"
"Rarely","1998","Mecklenburg-Western Pomerania","direct migration background","6","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Rarely","1998","Saxony","no migration background","675","0.574099392345098","0.545357488500847","0.60284129618935"
"Rarely","1998","Saxony","direct migration background","17","","",""
"Rarely","1998","Saxony","indirect migration background","7","","",""
"Rarely","1998","Saxony-Anhalt","no migration background","388","0.555949085669682","0.517898500899066","0.593999670440297"
"Rarely","1998","Saxony-Anhalt","direct migration background","18","","",""
"Rarely","1998","Saxony-Anhalt","indirect migration background","3","","",""
"Rarely","1998","Thuringia","no migration background","441","0.628218425992715","0.592544344622806","0.663892507362625"
"Rarely","1998","Thuringia","direct migration background","13","","",""
"Rarely","1998","Thuringia","indirect migration background","3","","",""
"Never","1998","Schleswig-Holstein","no migration background","24","","",""
"Never","1998","Schleswig-Holstein","direct migration background","5","","",""
"Never","1998","Schleswig-Holstein","indirect migration background","1","","",""
"Never","1998","Hamburg","no migration background","18","","",""
"Never","1998","Hamburg","direct migration background","6","","",""
"Never","1998","Hamburg","indirect migration background","2","","",""
"Never","1998","Lower Saxony","no migration background","80","0.0852411782540685","0.0676229407739648","0.102859415734172"
"Never","1998","Lower Saxony","direct migration background","24","","",""
"Never","1998","Lower Saxony","indirect migration background","5","","",""
"Never","1998","Bremen","no migration background","6","","",""
"Never","1998","Bremen","direct migration background","3","","",""
"Never","1998","Bremen","indirect migration background","","","",""
"Never","1998","North Rhine-Westphalia","no migration background","186","0.0987298422395161","0.0858389593690394","0.111620725109993"
"Never","1998","North Rhine-Westphalia","direct migration background","116","0.181249137567097","0.150450981554733","0.212047293579462"
"Never","1998","North Rhine-Westphalia","indirect migration background","21","","",""
"Never","1998","Hesse","no migration background","53","0.0862774960665115","0.0641588421500647","0.108396149982958"
"Never","1998","Hesse","direct migration background","61","0.200497382408378","0.151924694633264","0.249070070183491"
"Never","1998","Hesse","indirect migration background","6","","",""
"Never","1998","Rhineland-Palatinate,Saarland","no migration background","75","0.129500314459347","0.102964632465605","0.156035996453088"
"Never","1998","Rhineland-Palatinate,Saarland","direct migration background","44","0.268395538627323","0.201784002475275","0.33500707477937"
"Never","1998","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Never","1998","Baden-Württemberg","no migration background","88","0.100679370772784","0.0826582880697718","0.118700453475797"
"Never","1998","Baden-Württemberg","direct migration background","124","0.182686921075606","0.151586326138783","0.213787516012429"
"Never","1998","Baden-Württemberg","indirect migration background","16","","",""
"Never","1998","Bavaria","no migration background","101","0.0832374751687672","0.0689249537595435","0.0975499965779909"
"Never","1998","Bavaria","direct migration background","39","0.112911858725701","0.0796603286545789","0.146163388796823"
"Never","1998","Bavaria","indirect migration background","7","","",""
"Never","1998","Berlin","no migration background","28","","",""
