"pli0082","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2005","Full Time","Male","","","","","4"
"Rarely","2005","Full Time","Female","","","","","4"
"Rarely","2005","Part Time","Male","","","","","4"
"Rarely","2005","Not Working","Male","","","","","4"
"Rarely","2005","Part Time","Female","","","","","4"
"Rarely","2005","Not Working","Female","","","","","4"
"Daily","2006","Full Time","Male","","","","","1"
"Daily","2006","Full Time","Female","","","","","1"
"Daily","2006","Part Time","Male","","","","","1"
"Daily","2006","Part Time","Female","","","","","1"
"Daily","2006","Not Working","Male","","","","","1"
"Daily","2006","Not Working","Female","","","","","1"
"Min 1x per month","2006","Full Time","Male","","","","","3"
"Min 1x per month","2006","Full Time","Female","","","","","3"
"Min 1x per month","2006","Part Time","Male","","","","","3"
"Min 1x per month","2006","Part Time","Female","","","","","3"
"Min 1x per month","2006","Not Working","Male","","","","","3"
"Min 1x per month","2006","Not Working","Female","","","","","3"
"Min 1x per week","2006","Full Time","Female","","","","","2"
"Min 1x per week","2006","Full Time","Male","","","","","2"
"Min 1x per week","2006","Part Time","Male","","","","","2"
"Min 1x per week","2006","Part Time","Female","","","","","2"
"Min 1x per week","2006","Not Working","Male","","","","","2"
"Min 1x per week","2006","Not Working","Female","","","","","2"
"Never","2006","Full Time","Male","","","","","5"
"Never","2006","Full Time","Female","","","","","5"
"Never","2006","Part Time","Male","","","","","5"
"Never","2006","Part Time","Female","","","","","5"
"Never","2006","Not Working","Male","","","","","5"
"Never","2006","Not Working","Female","","","","","5"
"Rarely","2006","Full Time","Female","","","","","4"
"Rarely","2006","Full Time","Male","","","","","4"
"Rarely","2006","Part Time","Male","","","","","4"
"Rarely","2006","Part Time","Female","","","","","4"
"Rarely","2006","Not Working","Female","","","","","4"
"Rarely","2006","Not Working","Male","","","","","4"
"Daily","2007","Full Time","Male","","","","","1"
"Daily","2007","Full Time","Female","","","","","1"
"Daily","2007","Part Time","Male","","","","","1"
"Daily","2007","Part Time","Female","","","","","1"
"Daily","2007","Not Working","Male","","","","","1"
"Daily","2007","Not Working","Female","","","","","1"
"Min 1x per month","2007","Full Time","Male","","","","","3"
"Min 1x per month","2007","Full Time","Female","","","","","3"
"Min 1x per month","2007","Part Time","Male","","","","","3"
"Min 1x per month","2007","Part Time","Female","","","","","3"
"Min 1x per month","2007","Not Working","Male","","","","","3"
"Min 1x per month","2007","Not Working","Female","","","","","3"
"Min 1x per week","2007","Full Time","Male","","","","","2"
"Min 1x per week","2007","Full Time","Female","","","","","2"
"Min 1x per week","2007","Part Time","Male","","","","","2"
"Min 1x per week","2007","Part Time","Female","","","","","2"
"Min 1x per week","2007","Not Working","Male","","","","","2"
"Min 1x per week","2007","Not Working","Female","","","","","2"
"Never","2007","Full Time","Female","","","","","5"
"Never","2007","Full Time","Male","","","","","5"
"Never","2007","Part Time","Male","","","","","5"
"Never","2007","Part Time","Female","","","","","5"
"Never","2007","Not Working","Male","","","","","5"
"Never","2007","Not Working","Female","","","","","5"
"Rarely","2007","Full Time","Female","","","","","4"
"Rarely","2007","Full Time","Male","","","","","4"
"Rarely","2007","Part Time","Male","","","","","4"
"Rarely","2007","Part Time","Female","","","","","4"
"Rarely","2007","Not Working","Male","","","","","4"
"Rarely","2007","Not Working","Female","","","","","4"
"Daily","2008","Full Time","Male","2","","","","1"
"Daily","2008","Full Time","Female","","","","","1"
"Daily","2008","Part Time","Male","2","","","","1"
"Daily","2008","Part Time","Female","3","","","","1"
"Daily","2008","Not Working","Female","5","","","","1"
"Daily","2008","Not Working","Male","2","","","","1"
"Min 1x per month","2008","Full Time","Male","1133","0.218302395289641","0.206799193693314","0.229805596885967","3"
"Min 1x per month","2008","Full Time","Female","563","0.196932508549911","0.181433339834888","0.212431677264934","3"
"Min 1x per month","2008","Part Time","Male","280","0.201054301920596","0.178462531974595","0.223646071866597","3"
"Min 1x per month","2008","Part Time","Female","710","0.203127529169006","0.189196582100965","0.217058476237047","3"
"Min 1x per month","2008","Not Working","Male","670","0.207264927802198","0.192891199552783","0.221638656051613","3"
"Min 1x per month","2008","Not Working","Female","845","0.173611564228264","0.162415863036425","0.184807265420103","3"
"Min 1x per week","2008","Full Time","Male","131","0.0264748265638805","0.0220042838906574","0.0309453692371035","2"
"Min 1x per week","2008","Part Time","Male","48","0.0514294611330258","0.0389792778877905","0.0638796443782612","2"
"Min 1x per week","2008","Full Time","Female","44","0.0147810214048198","0.0100778340025254","0.0194842088071142","2"
"Min 1x per week","2008","Part Time","Female","90","0.0242814112189038","0.0189517317767926","0.029611090661015","2"
"Min 1x per week","2008","Not Working","Male","122","0.0344967811606197","0.0280252263533046","0.0409683359679347","2"
"Min 1x per week","2008","Not Working","Female","120","0.025576051419052","0.0209098811631219","0.0302422216749821","2"
"Never","2008","Full Time","Female","254","0.121726208119908","0.108982943990207","0.13446947224961","5"
"Never","2008","Full Time","Male","471","0.106524781822006","0.0979339212179879","0.115115642426025","5"
"Never","2008","Part Time","Male","191","0.187040969431999","0.165060465609293","0.209021473254704","5"
"Never","2008","Part Time","Female","388","0.140991912063113","0.128941620253402","0.153042203872825","5"
"Never","2008","Not Working","Male","647","0.242115894627883","0.226925972974191","0.257305816281574","5"
"Never","2008","Not Working","Female","1029","0.261321169867844","0.248334883322753","0.274307456412935","5"
"Rarely","2008","Full Time","Male","3217","0.648307739138857","0.635011093380369","0.661604384897346","4"
"Rarely","2008","Full Time","Female","1668","0.666560261925361","0.648186331655176","0.684934192195545","4"
"Rarely","2008","Part Time","Male","688","0.55808342113511","0.53009008567426","0.586076756595961","4"
"Rarely","2008","Part Time","Female","2013","0.630165383415315","0.613449363187945","0.646881403642684","4"
"Rarely","2008","Not Working","Female","2398","0.538412544963322","0.523677399010044","0.5531476909166","4"
"Rarely","2008","Not Working","Male","1614","0.515024852941363","0.497302706584452","0.532746999298274","4"
"Daily","2009","Full Time","Male","","","","","1"
"Daily","2009","Full Time","Female","","","","","1"
"Daily","2009","Part Time","Male","","","","","1"
"Daily","2009","Part Time","Female","","","","","1"
"Daily","2009","Not Working","Male","","","","","1"
"Daily","2009","Not Working","Female","","","","","1"
"Min 1x per month","2009","Full Time","Male","","","","","3"
"Min 1x per month","2009","Full Time","Female","","","","","3"
"Min 1x per month","2009","Part Time","Male","","","","","3"
"Min 1x per month","2009","Part Time","Female","","","","","3"
"Min 1x per month","2009","Not Working","Male","","","","","3"
"Min 1x per month","2009","Not Working","Female","","","","","3"
"Min 1x per week","2009","Full Time","Male","","","","","2"
"Min 1x per week","2009","Full Time","Female","","","","","2"
"Min 1x per week","2009","Part Time","Male","","","","","2"
"Min 1x per week","2009","Part Time","Female","","","","","2"
"Min 1x per week","2009","Not Working","Male","","","","","2"
"Min 1x per week","2009","Not Working","Female","","","","","2"
"Never","2009","Full Time","Male","","","","","5"
"Never","2009","Full Time","Female","","","","","5"
"Never","2009","Part Time","Male","","","","","5"
"Never","2009","Part Time","Female","","","","","5"
"Never","2009","Not Working","Male","","","","","5"
"Never","2009","Not Working","Female","","","","","5"
"Rarely","2009","Full Time","Male","","","","","4"
"Rarely","2009","Full Time","Female","","","","","4"
"Rarely","2009","Part Time","Male","","","","","4"
"Rarely","2009","Part Time","Female","","","","","4"
"Rarely","2009","Not Working","Male","","","","","4"
"Rarely","2009","Not Working","Female","","","","","4"
"Daily","2010","Full Time","Male","","","","","1"
"Daily","2010","Full Time","Female","","","","","1"
"Daily","2010","Part Time","Male","","","","","1"
"Daily","2010","Part Time","Female","","","","","1"
"Daily","2010","Not Working","Female","","","","","1"
"Daily","2010","Not Working","Male","","","","","1"
"Min 1x per month","2010","Full Time","Female","","","","","3"
"Min 1x per month","2010","Full Time","Male","","","","","3"
"Min 1x per month","2010","Part Time","Male","","","","","3"
"Min 1x per month","2010","Part Time","Female","","","","","3"
"Min 1x per month","2010","Not Working","Male","","","","","3"
"Min 1x per month","2010","Not Working","Female","","","","","3"
"Min 1x per week","2010","Full Time","Male","","","","","2"
"Min 1x per week","2010","Full Time","Female","","","","","2"
"Min 1x per week","2010","Part Time","Male","","","","","2"
"Min 1x per week","2010","Part Time","Female","","","","","2"
"Min 1x per week","2010","Not Working","Male","","","","","2"
"Min 1x per week","2010","Not Working","Female","","","","","2"
"Never","2010","Full Time","Female","","","","","5"
"Never","2010","Full Time","Male","","","","","5"
"Never","2010","Part Time","Male","","","","","5"
"Never","2010","Part Time","Female","","","","","5"
"Never","2010","Not Working","Male","","","","","5"
"Never","2010","Not Working","Female","","","","","5"
"Rarely","2010","Full Time","Female","","","","","4"
"Rarely","2010","Full Time","Male","","","","","4"
"Rarely","2010","Part Time","Male","","","","","4"
"Rarely","2010","Part Time","Female","","","","","4"
"Rarely","2010","Not Working","Male","","","","","4"
"Rarely","2010","Not Working","Female","","","","","4"
"Daily","2011","Full Time","Male","","","","","1"
"Daily","2011","Full Time","Female","","","","","1"
"Daily","2011","Part Time","Male","","","","","1"
"Daily","2011","Part Time","Female","","","","","1"
"Daily","2011","Not Working","Male","","","","","1"
"Daily","2011","Not Working","Female","","","","","1"
"Min 1x per month","2011","Full Time","Female","","","","","3"
"Min 1x per month","2011","Full Time","Male","","","","","3"
"Min 1x per month","2011","Part Time","Male","","","","","3"
"Min 1x per month","2011","Part Time","Female","","","","","3"
"Min 1x per month","2011","Not Working","Male","","","","","3"
"Min 1x per month","2011","Not Working","Female","","","","","3"
"Min 1x per week","2011","Full Time","Female","","","","","2"
"Min 1x per week","2011","Full Time","Male","","","","","2"
"Min 1x per week","2011","Part Time","Male","","","","","2"
"Min 1x per week","2011","Part Time","Female","","","","","2"
"Min 1x per week","2011","Not Working","Male","","","","","2"
"Min 1x per week","2011","Not Working","Female","","","","","2"
"Never","2011","Full Time","Female","","","","","5"
"Never","2011","Full Time","Male","","","","","5"
"Never","2011","Part Time","Male","","","","","5"
"Never","2011","Part Time","Female","","","","","5"
"Never","2011","Not Working","Male","","","","","5"
"Never","2011","Not Working","Female","","","","","5"
"Rarely","2011","Full Time","Male","","","","","4"
"Rarely","2011","Full Time","Female","","","","","4"
"Rarely","2011","Part Time","Male","","","","","4"
"Rarely","2011","Part Time","Female","","","","","4"
"Rarely","2011","Not Working","Male","","","","","4"
"Rarely","2011","Not Working","Female","","","","","4"
"Daily","2012","Full Time","Male","","","","","1"
"Daily","2012","Full Time","Female","","","","","1"
"Daily","2012","Part Time","Male","","","","","1"
"Daily","2012","Part Time","Female","","","","","1"
"Daily","2012","Not Working","Male","","","","","1"
"Daily","2012","Not Working","Female","","","","","1"
"Min 1x per month","2012","Full Time","Male","","","","","3"
"Min 1x per month","2012","Full Time","Female","","","","","3"
"Min 1x per month","2012","Part Time","Male","","","","","3"
"Min 1x per month","2012","Part Time","Female","","","","","3"
"Min 1x per month","2012","Not Working","Male","","","","","3"
"Min 1x per month","2012","Not Working","Female","","","","","3"
"Min 1x per week","2012","Full Time","Male","","","","","2"
"Min 1x per week","2012","Full Time","Female","","","","","2"
"Min 1x per week","2012","Part Time","Male","","","","","2"
"Min 1x per week","2012","Not Working","Male","","","","","2"
"Min 1x per week","2012","Part Time","Female","","","","","2"
"Min 1x per week","2012","Not Working","Female","","","","","2"
"Never","2012","Full Time","Male","","","","","5"
"Never","2012","Full Time","Female","","","","","5"
"Never","2012","Part Time","Male","","","","","5"
"Never","2012","Part Time","Female","","","","","5"
"Never","2012","Not Working","Male","","","","","5"
"Never","2012","Not Working","Female","","","","","5"
"Rarely","2012","Full Time","Female","","","","","4"
"Rarely","2012","Full Time","Male","","","","","4"
"Rarely","2012","Part Time","Male","","","","","4"
"Rarely","2012","Part Time","Female","","","","","4"
"Rarely","2012","Not Working","Male","","","","","4"
"Rarely","2012","Not Working","Female","","","","","4"
"Daily","2013","Full Time","Male","7","","","","1"
"Daily","2013","Full Time","Female","","","","","1"
"Daily","2013","Part Time","Male","2","","","","1"
"Daily","2013","Part Time","Female","9","","","","1"
"Daily","2013","Not Working","Male","10","","","","1"
"Daily","2013","Not Working","Female","7","","","","1"
"Min 1x per month","2013","Full Time","Male","2014","0.319314557743211","0.307853129562855","0.330775985923567","3"
"Min 1x per month","2013","Full Time","Female","982","0.276496242028614","0.261206039037238","0.291786445019991","3"
"Min 1x per month","2013","Part Time","Male","491","0.274269993069333","0.253024438300992","0.295515547837674","3"
"Min 1x per month","2013","Part Time","Female","1553","0.264410666289542","0.252672899252958","0.276148433326125","3"
"Min 1x per month","2013","Not Working","Male","862","0.230796355788695","0.216851457588367","0.244741253989023","3"
"Min 1x per month","2013","Not Working","Female","1247","0.217160007410041","0.206042866445233","0.228277148374848","3"
"Min 1x per week","2013","Full Time","Male","307","0.0380373001388439","0.0333346777760708","0.0427399225016171","2"
"Min 1x per week","2013","Full Time","Female","112","0.0333876554381448","0.0272462556590208","0.0395290552172688","2"
"Min 1x per week","2013","Part Time","Male","75","0.0492491523763485","0.0389447186877358","0.0595535860649613","2"
"Min 1x per week","2013","Part Time","Female","260","0.0406787783346111","0.0354210969348977","0.0459364597343244","2"
"Min 1x per week","2013","Not Working","Female","218","0.0311228954888092","0.026440791766618","0.0358049992110003","2"
"Min 1x per week","2013","Not Working","Male","178","0.0471553646826461","0.0401398940883513","0.0541708352769409","2"
"Never","2013","Full Time","Male","481","0.0829187926037358","0.076139466445906","0.0896981187615657","5"
"Never","2013","Full Time","Female","234","0.0698569645028609","0.061142755670039","0.0785711733356828","5"
"Never","2013","Part Time","Male","204","0.125273783637531","0.109510105575558","0.141037461699505","5"
"Never","2013","Part Time","Female","527","0.095854854101233","0.0880195758940899","0.103690132308376","5"
"Never","2013","Not Working","Male","725","0.219571977538546","0.205871519331315","0.233272435745776","5"
"Never","2013","Not Working","Female","1146","0.251251789965721","0.23955708776122","0.262946492170222","5"
"Rarely","2013","Full Time","Male","3547","0.558533509073318","0.546325927477585","0.570741090669051","4"
"Rarely","2013","Part Time","Male","922","0.55100276187103","0.527316849911247","0.574688673830813","4"
"Rarely","2013","Full Time","Female","1959","0.62025913803038","0.603667911595866","0.636850364464894","4"
"Rarely","2013","Part Time","Female","3074","0.597965692956313","0.584916069509619","0.611015316403007","4"
"Rarely","2013","Not Working","Male","1732","0.498823384653337","0.482275251379563","0.515371517927111","4"
"Rarely","2013","Not Working","Female","2666","0.498575936067695","0.485094538091937","0.512057334043453","4"
"Daily","2014","Full Time","Male","","","","","1"
"Daily","2014","Full Time","Female","","","","","1"
"Daily","2014","Part Time","Male","","","","","1"
"Daily","2014","Part Time","Female","","","","","1"
"Daily","2014","Not Working","Male","","","","","1"
"Daily","2014","Not Working","Female","","","","","1"
"Min 1x per month","2014","Full Time","Male","","","","","3"
"Min 1x per month","2014","Full Time","Female","","","","","3"
"Min 1x per month","2014","Part Time","Male","","","","","3"
"Min 1x per month","2014","Part Time","Female","","","","","3"
"Min 1x per month","2014","Not Working","Male","","","","","3"
"Min 1x per month","2014","Not Working","Female","","","","","3"
"Min 1x per week","2014","Full Time","Male","","","","","2"
"Min 1x per week","2014","Full Time","Female","","","","","2"
"Min 1x per week","2014","Part Time","Male","","","","","2"
"Min 1x per week","2014","Part Time","Female","","","","","2"
"Min 1x per week","2014","Not Working","Female","","","","","2"
"Min 1x per week","2014","Not Working","Male","","","","","2"
"Never","2014","Full Time","Male","","","","","5"
"Never","2014","Full Time","Female","","","","","5"
"Never","2014","Part Time","Male","","","","","5"
"Never","2014","Part Time","Female","","","","","5"
"Never","2014","Not Working","Male","","","","","5"
"Never","2014","Not Working","Female","","","","","5"
"Rarely","2014","Full Time","Male","","","","","4"
"Rarely","2014","Full Time","Female","","","","","4"
"Rarely","2014","Part Time","Male","","","","","4"
"Rarely","2014","Part Time","Female","","","","","4"
"Rarely","2014","Not Working","Male","","","","","4"
"Rarely","2014","Not Working","Female","","","","","4"
"Daily","2015","Full Time","Male","","","","","1"
"Daily","2015","Full Time","Female","","","","","1"
"Daily","2015","Part Time","Male","","","","","1"
"Daily","2015","Part Time","Female","","","","","1"
"Daily","2015","Not Working","Male","","","","","1"
"Daily","2015","Not Working","Female","","","","","1"
"Min 1x per month","2015","Full Time","Female","","","","","3"
"Min 1x per month","2015","Full Time","Male","","","","","3"
"Min 1x per month","2015","Part Time","Male","","","","","3"
"Min 1x per month","2015","Part Time","Female","","","","","3"
"Min 1x per month","2015","Not Working","Female","","","","","3"
"Min 1x per month","2015","Not Working","Male","","","","","3"
"Min 1x per week","2015","Full Time","Male","","","","","2"
"Min 1x per week","2015","Full Time","Female","","","","","2"
"Min 1x per week","2015","Part Time","Female","","","","","2"
"Min 1x per week","2015","Part Time","Male","","","","","2"
"Min 1x per week","2015","Not Working","Female","","","","","2"
"Min 1x per week","2015","Not Working","Male","","","","","2"
"Never","2015","Full Time","Male","","","","","5"
"Never","2015","Full Time","Female","","","","","5"
"Never","2015","Part Time","Male","","","","","5"
"Never","2015","Part Time","Female","","","","","5"
"Never","2015","Not Working","Male","","","","","5"
"Never","2015","Not Working","Female","","","","","5"
"Rarely","2015","Full Time","Female","","","","","4"
"Rarely","2015","Full Time","Male","","","","","4"
"Rarely","2015","Part Time","Male","","","","","4"
"Rarely","2015","Part Time","Female","","","","","4"
"Rarely","2015","Not Working","Male","","","","","4"
"Rarely","2015","Not Working","Female","","","","","4"
"Daily","2016","Full Time","Male","","","","","1"
"Daily","2016","Full Time","Female","","","","","1"
"Daily","2016","Part Time","Male","","","","","1"
"Daily","2016","Part Time","Female","","","","","1"
"Daily","2016","Not Working","Male","","","","","1"
"Daily","2016","Not Working","Female","","","","","1"
"Min 1x per month","2016","Full Time","Male","","","","","3"
"Min 1x per month","2016","Full Time","Female","","","","","3"
"Min 1x per month","2016","Part Time","Male","","","","","3"
"Min 1x per month","2016","Part Time","Female","","","","","3"
"Min 1x per month","2016","Not Working","Male","","","","","3"
"Min 1x per month","2016","Not Working","Female","","","","","3"
"Min 1x per week","2016","Full Time","Male","","","","","2"
"Min 1x per week","2016","Full Time","Female","","","","","2"
"Min 1x per week","2016","Part Time","Male","","","","","2"
"Min 1x per week","2016","Part Time","Female","","","","","2"
"Min 1x per week","2016","Not Working","Male","","","","","2"
"Min 1x per week","2016","Not Working","Female","","","","","2"
"Never","2016","Full Time","Male","","","","","5"
"Never","2016","Full Time","Female","","","","","5"
"Never","2016","Part Time","Male","","","","","5"
"Never","2016","Part Time","Female","","","","","5"
"Never","2016","Not Working","Male","","","","","5"
"Never","2016","Not Working","Female","","","","","5"
"Rarely","2016","Full Time","Male","","","","","4"
"Rarely","2016","Full Time","Female","","","","","4"
"Rarely","2016","Part Time","Male","","","","","4"
"Rarely","2016","Part Time","Female","","","","","4"
"Rarely","2016","Not Working","Male","","","","","4"
"Rarely","2016","Not Working","Female","","","","","4"
"Daily","2017","Full Time","Male","1","","","","1"
"Daily","2017","Full Time","Female","","","","","1"
"Daily","2017","Part Time","Male","","","","","1"
"Daily","2017","Part Time","Female","","","","","1"
"Daily","2017","Not Working","Male","52","0.0198250388698321","0.0149500576314747","0.0247000201081895","1"
"Daily","2017","Not Working","Female","16","","","","1"
"Min 1x per month","2017","Full Time","Male","19","","","","3"
"Min 1x per month","2017","Full Time","Female","2","","","","3"
"Min 1x per month","2017","Part Time","Male","33","0.180774402667909","0.116097552480205","0.245451252855613","3"
"Min 1x per month","2017","Part Time","Female","5","","","","3"
"Min 1x per month","2017","Not Working","Female","302","0.13318870880309","0.118849704247102","0.147527713359079","3"
"Min 1x per month","2017","Not Working","Male","515","0.153439207046746","0.140835120662012","0.16604329343148","3"
"Min 1x per week","2017","Full Time","Male","4","","","","2"
"Min 1x per week","2017","Full Time","Female","","","","","2"
"Min 1x per week","2017","Part Time","Male","12","","","","2"
"Min 1x per week","2017","Part Time","Female","","","","","2"
"Min 1x per week","2017","Not Working","Male","301","0.10321105963183","0.0925715316014057","0.113850587662254","2"
"Min 1x per week","2017","Not Working","Female","150","0.0667687286993975","0.0562344643232514","0.0773029930755436","2"
"Never","2017","Full Time","Male","11","","","","5"
"Never","2017","Full Time","Female","","","","","5"
"Never","2017","Part Time","Male","37","0.287516750933751","0.211449531379697","0.363583970487805","5"
"Never","2017","Part Time","Female","10","","","","5"
"Never","2017","Not Working","Male","1271","0.426913074402876","0.409615145775398","0.444211003030353","5"
"Never","2017","Not Working","Female","970","0.472754773280427","0.451685609067166","0.493823937493689","5"
"Rarely","2017","Full Time","Male","26","","","","4"
"Rarely","2017","Part Time","Male","54","0.42899942436257","0.345818208419945","0.512180640305194","4"
"Rarely","2017","Full Time","Female","2","","","","4"
"Rarely","2017","Not Working","Male","1002","0.296611620048717","0.280637909960882","0.312585330136552","4"
"Rarely","2017","Part Time","Female","17","","","","4"
"Rarely","2017","Not Working","Female","719","0.321045409257218","0.30134266976756","0.340748148746875","4"
"Daily","2018","Full Time","Male","1","","","","1"
"Daily","2018","Full Time","Female","","","","","1"
"Daily","2018","Part Time","Male","4","","","","1"
"Daily","2018","Part Time","Female","","","","","1"
"Daily","2018","Not Working","Male","65","0.0383071953879549","0.0297463763692152","0.0468680144066946","1"
"Daily","2018","Not Working","Female","16","","","","1"
"Min 1x per month","2018","Full Time","Male","41","0.256594710803862","0.185010581706646","0.328178839901078","3"
"Min 1x per month","2018","Full Time","Female","5","","","","3"
"Min 1x per month","2018","Part Time","Male","96","0.323549343105333","0.272291370516621","0.374807315694045","3"
"Min 1x per month","2018","Part Time","Female","7","","","","3"
"Min 1x per month","2018","Not Working","Female","322","0.198164634269847","0.177439052468379","0.218890216071315","3"
"Min 1x per month","2018","Not Working","Male","481","0.240710654870407","0.221642517845485","0.25977879189533","3"
"Min 1x per week","2018","Full Time","Male","21","","","","2"
"Min 1x per week","2018","Full Time","Female","","","","","2"
"Min 1x per week","2018","Part Time","Male","64","0.215669778822641","0.170607077436239","0.260732480209044","2"
"Min 1x per week","2018","Part Time","Female","7","","","","2"
"Min 1x per week","2018","Not Working","Female","191","0.129092827710227","0.111659188958237","0.146526466462217","2"
"Min 1x per week","2018","Not Working","Male","350","0.184517082215472","0.16721562522693","0.201818539204014","2"
"Never","2018","Full Time","Male","28","","","","5"
"Never","2018","Full Time","Female","2","","","","5"
"Never","2018","Part Time","Male","53","0.145051120172439","0.106467433762114","0.183634806582763","5"
"Never","2018","Part Time","Female","6","","","","5"
"Never","2018","Not Working","Male","389","0.228726417598823","0.209992899415539","0.247459935782106","5"
"Never","2018","Not Working","Female","343","0.27661598444065","0.253357889322014","0.299874079559286","5"
"Rarely","2018","Full Time","Male","52","0.375839991378135","0.296456620504308","0.455223362251962","4"
"Rarely","2018","Full Time","Female","3","","","","4"
"Rarely","2018","Part Time","Male","103","0.295161911274803","0.245187470698836","0.34513635185077","4"
"Rarely","2018","Part Time","Female","14","","","","4"
"Rarely","2018","Not Working","Male","646","0.307738649927343","0.287152126126002","0.328325173728683","4"
"Rarely","2018","Not Working","Female","549","0.383961454325452","0.358674366931845","0.409248541719059","4"
"Daily","2019","Full Time","Male","20","","","","1"
"Daily","2019","Full Time","Female","5","","","","1"
"Daily","2019","Part Time","Male","12","","","","1"
"Daily","2019","Part Time","Female","11","","","","1"
"Daily","2019","Not Working","Male","64","0.00333062727670669","0.00171972539597245","0.00494152915744093","1"
"Daily","2019","Not Working","Female","46","0.00276756919208289","0.00142455457106406","0.00411058381310172","1"
"Min 1x per month","2019","Full Time","Male","2840","0.378004135356515","0.366748349866668","0.389259920846361","3"
"Min 1x per month","2019","Full Time","Female","1393","0.352198276573812","0.336863302099185","0.367533251048439","3"
"Min 1x per month","2019","Part Time","Male","885","0.338866549225125","0.320226630969107","0.357506467481144","3"
"Min 1x per month","2019","Part Time","Female","1862","0.338010059180523","0.325241235268769","0.350778883092276","3"
"Min 1x per month","2019","Not Working","Female","1619","0.243019118483176","0.232054438110367","0.253983798855985","3"
"Min 1x per month","2019","Not Working","Male","1402","0.24955648911476","0.237456807244783","0.261656170984738","3"
"Min 1x per week","2019","Full Time","Male","421","0.0422709059839188","0.0376002712786281","0.0469415406892094","2"
"Min 1x per week","2019","Part Time","Male","216","0.0675063751406156","0.0576258411245443","0.0773869091566868","2"
"Min 1x per week","2019","Full Time","Female","159","0.0339079277379393","0.0280972300874254","0.0397186253884532","2"
"Min 1x per week","2019","Not Working","Female","389","0.0422617354578815","0.0371185713343756","0.0474048995813874","2"
"Min 1x per week","2019","Part Time","Female","294","0.0592706033694483","0.0528965980423843","0.0656446086965123","2"
"Min 1x per week","2019","Not Working","Male","430","0.0523986926079449","0.04616846997568","0.0586289152402098","2"
"Never","2019","Full Time","Male","380","0.0607165844979525","0.0551730624730713","0.0662601065228336","5"
"Never","2019","Full Time","Female","177","0.0549564946277321","0.0476399873755552","0.0622730018799089","5"
"Never","2019","Part Time","Male","263","0.100692168002985","0.0888416558108613","0.112542680195108","5"
"Never","2019","Part Time","Female","363","0.0748117876291429","0.0677101182149632","0.0819134570433226","5"
"Never","2019","Not Working","Male","898","0.211910062399897","0.200484063028075","0.223336061771719","5"
"Never","2019","Not Working","Female","1115","0.213232892911252","0.202762005326616","0.223703780495888","5"
"Rarely","2019","Full Time","Male","3468","0.518391581287756","0.506792868653923","0.529990293921589","4"
"Rarely","2019","Full Time","Female","1993","0.557300654400246","0.541354072373535","0.573247236426956","4"
"Rarely","2019","Part Time","Male","1101","0.491723838152993","0.472036110634046","0.511411565671939","4"
"Rarely","2019","Part Time","Female","2742","0.526568204382887","0.513090484777478","0.540045923988297","4"
"Rarely","2019","Not Working","Female","2709","0.498718683955607","0.485936593740045","0.511500774171169","4"
"Rarely","2019","Not Working","Male","2120","0.482804128600691","0.46883261276731","0.496775644434072","4"
