"pli0082","year","education","n","percent","lower_confidence","upper_confidence"
"Daily","2011","college entrance qualification","","","",""
"Daily","2011","Other degree","","","",""
"Daily","2011","no degree/no degree yet","","","",""
"Min 1x per week","2011","lower secondary degree","","","",""
"Min 1x per week","2011","secondary school degree","","","",""
"Min 1x per week","2011","college entrance qualification","","","",""
"Min 1x per week","2011","Other degree","","","",""
"Min 1x per week","2011","no degree/no degree yet","","","",""
"Min 1x per month","2011","lower secondary degree","","","",""
"Min 1x per month","2011","secondary school degree","","","",""
"Min 1x per month","2011","college entrance qualification","","","",""
"Min 1x per month","2011","Other degree","","","",""
"Min 1x per month","2011","no degree/no degree yet","","","",""
"Rarely","2011","lower secondary degree","","","",""
"Rarely","2011","secondary school degree","","","",""
"Rarely","2011","college entrance qualification","","","",""
"Rarely","2011","Other degree","","","",""
"Rarely","2011","no degree/no degree yet","","","",""
"Never","2011","lower secondary degree","","","",""
"Never","2011","secondary school degree","","","",""
"Never","2011","college entrance qualification","","","",""
"Never","2011","Other degree","","","",""
"Never","2011","no degree/no degree yet","","","",""
"Daily","2012","lower secondary degree","","","",""
"Daily","2012","secondary school degree","","","",""
"Daily","2012","college entrance qualification","","","",""
"Daily","2012","Other degree","","","",""
"Daily","2012","no degree/no degree yet","","","",""
"Min 1x per week","2012","lower secondary degree","","","",""
"Min 1x per week","2012","secondary school degree","","","",""
"Min 1x per week","2012","college entrance qualification","","","",""
"Min 1x per week","2012","Other degree","","","",""
"Min 1x per week","2012","no degree/no degree yet","","","",""
"Min 1x per month","2012","lower secondary degree","","","",""
"Min 1x per month","2012","secondary school degree","","","",""
"Min 1x per month","2012","college entrance qualification","","","",""
"Min 1x per month","2012","Other degree","","","",""
"Min 1x per month","2012","no degree/no degree yet","","","",""
"Rarely","2012","lower secondary degree","","","",""
"Rarely","2012","secondary school degree","","","",""
"Rarely","2012","college entrance qualification","","","",""
"Rarely","2012","Other degree","","","",""
"Rarely","2012","no degree/no degree yet","","","",""
"Never","2012","lower secondary degree","","","",""
"Never","2012","secondary school degree","","","",""
"Never","2012","college entrance qualification","","","",""
"Never","2012","Other degree","","","",""
"Never","2012","no degree/no degree yet","","","",""
"Daily","2013","lower secondary degree","12","","",""
"Daily","2013","secondary school degree","8","","",""
"Daily","2013","college entrance qualification","10","","",""
"Daily","2013","Other degree","3","","",""
"Daily","2013","no degree/no degree yet","1","","",""
"Min 1x per week","2013","lower secondary degree","228","0.0284560800761254","0.0245942215993875","0.0323179385528633"
"Min 1x per week","2013","secondary school degree","310","0.0359837071376315","0.0318717122502906","0.0400957020249724"
"Min 1x per week","2013","college entrance qualification","459","0.0553032788445896","0.0500923141079707","0.0605142435812085"
"Min 1x per week","2013","Other degree","83","0.037548208414571","0.028259524777688","0.0468368920514541"
"Min 1x per week","2013","no degree/no degree yet","34","0.0308564625124684","0.0189695261390431","0.0427433988858938"
"Min 1x per month","2013","lower secondary degree","1414","0.191153898632173","0.182021136919651","0.200286660344695"
"Min 1x per month","2013","secondary school degree","2170","0.265697575492356","0.255945687508279","0.275449463476433"
"Min 1x per month","2013","college entrance qualification","2874","0.376944401891035","0.36589602349322","0.387992780288849"
"Min 1x per month","2013","Other degree","318","0.183934205367997","0.165003625961298","0.202864784774696"
"Min 1x per month","2013","no degree/no degree yet","191","0.21341615507156","0.1852525026977","0.241579807445421"
"Rarely","2013","lower secondary degree","3920","0.546323047119668","0.534759908878507","0.557886185360828"
"Rarely","2013","secondary school degree","4600","0.589151486734162","0.578289437271375","0.60001353619695"
"Rarely","2013","college entrance qualification","3743","0.521777180888705","0.510389004675545","0.533165357101866"
"Rarely","2013","Other degree","830","0.514206522932395","0.489785452324573","0.538627593540218"
"Rarely","2013","no degree/no degree yet","410","0.490120488375186","0.455757729267926","0.524483247482446"
"Never","2013","lower secondary degree","1547","0.232230871592312","0.222423493987115","0.242038249197508"
"Never","2013","secondary school degree","793","0.108288126966033","0.101427558183343","0.115148695748723"
"Never","2013","college entrance qualification","305","0.0440678701202998","0.0393886761389214","0.0487470641016783"
"Never","2013","Other degree","375","0.262339848361131","0.240845199129204","0.283834497593058"
"Never","2013","no degree/no degree yet","177","0.265170318789426","0.234827311698335","0.295513325880517"
"Daily","2014","lower secondary degree","","","",""
"Daily","2014","secondary school degree","","","",""
"Daily","2014","college entrance qualification","","","",""
"Daily","2014","Other degree","","","",""
"Daily","2014","no degree/no degree yet","","","",""
"Min 1x per week","2014","lower secondary degree","","","",""
"Min 1x per week","2014","secondary school degree","","","",""
"Min 1x per week","2014","college entrance qualification","","","",""
"Min 1x per week","2014","Other degree","","","",""
"Min 1x per week","2014","no degree/no degree yet","","","",""
"Min 1x per month","2014","lower secondary degree","","","",""
"Min 1x per month","2014","secondary school degree","","","",""
"Min 1x per month","2014","college entrance qualification","","","",""
"Min 1x per month","2014","Other degree","","","",""
"Min 1x per month","2014","no degree/no degree yet","","","",""
"Rarely","2014","lower secondary degree","","","",""
"Rarely","2014","secondary school degree","","","",""
"Rarely","2014","college entrance qualification","","","",""
"Rarely","2014","Other degree","","","",""
"Rarely","2014","no degree/no degree yet","","","",""
"Never","2014","lower secondary degree","","","",""
"Never","2014","secondary school degree","","","",""
"Never","2014","college entrance qualification","","","",""
"Never","2014","Other degree","","","",""
"Never","2014","no degree/no degree yet","","","",""
"Daily","2015","lower secondary degree","","","",""
"Daily","2015","secondary school degree","","","",""
"Daily","2015","college entrance qualification","","","",""
"Daily","2015","Other degree","","","",""
"Daily","2015","no degree/no degree yet","","","",""
"Min 1x per week","2015","lower secondary degree","","","",""
"Min 1x per week","2015","secondary school degree","","","",""
"Min 1x per week","2015","college entrance qualification","","","",""
"Min 1x per week","2015","Other degree","","","",""
"Min 1x per week","2015","no degree/no degree yet","","","",""
"Min 1x per month","2015","lower secondary degree","","","",""
"Min 1x per month","2015","secondary school degree","","","",""
"Min 1x per month","2015","college entrance qualification","","","",""
"Min 1x per month","2015","Other degree","","","",""
"Min 1x per month","2015","no degree/no degree yet","","","",""
"Rarely","2015","lower secondary degree","","","",""
"Rarely","2015","secondary school degree","","","",""
"Rarely","2015","college entrance qualification","","","",""
"Rarely","2015","Other degree","","","",""
"Rarely","2015","no degree/no degree yet","","","",""
"Never","2015","lower secondary degree","","","",""
"Never","2015","secondary school degree","","","",""
"Never","2015","college entrance qualification","","","",""
"Never","2015","Other degree","","","",""
"Never","2015","no degree/no degree yet","","","",""
"Daily","2016","lower secondary degree","","","",""
"Daily","2016","secondary school degree","","","",""
"Daily","2016","college entrance qualification","","","",""
"Daily","2016","Other degree","","","",""
"Daily","2016","no degree/no degree yet","","","",""
"Min 1x per week","2016","lower secondary degree","","","",""
"Min 1x per week","2016","secondary school degree","","","",""
"Min 1x per week","2016","college entrance qualification","","","",""
"Min 1x per week","2016","Other degree","","","",""
"Min 1x per week","2016","no degree/no degree yet","","","",""
"Min 1x per month","2016","lower secondary degree","","","",""
"Min 1x per month","2016","secondary school degree","","","",""
"Min 1x per month","2016","college entrance qualification","","","",""
"Min 1x per month","2016","Other degree","","","",""
"Min 1x per month","2016","no degree/no degree yet","","","",""
"Rarely","2016","lower secondary degree","","","",""
"Rarely","2016","secondary school degree","","","",""
"Rarely","2016","college entrance qualification","","","",""
"Rarely","2016","Other degree","","","",""
"Rarely","2016","no degree/no degree yet","","","",""
"Never","2016","lower secondary degree","","","",""
"Never","2016","secondary school degree","","","",""
"Never","2016","college entrance qualification","","","",""
"Never","2016","Other degree","","","",""
"Never","2016","no degree/no degree yet","","","",""
"Daily","2017","lower secondary degree","1","","",""
"Daily","2017","secondary school degree","","","",""
"Daily","2017","college entrance qualification","2","","",""
"Daily","2017","Other degree","39","0.0165643376398449","0.0119110576675163","0.0212176176121734"
"Daily","2017","no degree/no degree yet","20","","",""
"Min 1x per week","2017","lower secondary degree","3","","",""
"Min 1x per week","2017","secondary school degree","1","","",""
"Min 1x per week","2017","college entrance qualification","4","","",""
"Min 1x per week","2017","Other degree","280","0.110715582395908","0.0992756387433678","0.122155526048448"
"Min 1x per week","2017","no degree/no degree yet","153","0.0669520424414727","0.0564936802593269","0.0774104046236185"
"Min 1x per month","2017","lower secondary degree","3","","",""
"Min 1x per month","2017","secondary school degree","2","","",""
"Min 1x per month","2017","college entrance qualification","4","","",""
"Min 1x per month","2017","Other degree","511","0.167841147419384","0.154215676901419","0.181466617937348"
"Min 1x per month","2017","no degree/no degree yet","300","0.127426822521967","0.113474030019364","0.14137961502457"
"Rarely","2017","lower secondary degree","16","","",""
"Rarely","2017","secondary school degree","8","","",""
"Rarely","2017","college entrance qualification","4","","",""
"Rarely","2017","Other degree","965","0.322575121010168","0.305532155100841","0.339618086919494"
"Rarely","2017","no degree/no degree yet","689","0.291886692181319","0.272863284944583","0.310910099418054"
"Never","2017","lower secondary degree","12","","",""
"Never","2017","secondary school degree","4","","",""
"Never","2017","college entrance qualification","7","","",""
"Never","2017","Other degree","1095","0.382303811534696","0.364586780564","0.400020842505391"
"Never","2017","no degree/no degree yet","1032","0.503193672277045","0.482272263536532","0.524115081017557"
"Daily","2018","lower secondary degree","","","",""
"Daily","2018","secondary school degree","","","",""
"Daily","2018","college entrance qualification","1","","",""
"Daily","2018","Other degree","42","0.0251741229023787","0.0183443599110861","0.0320038858936712"
"Daily","2018","no degree/no degree yet","38","0.0278076239697556","0.0192617528420793","0.0363534950974319"
"Min 1x per week","2018","lower secondary degree","5","","",""
"Min 1x per week","2018","secondary school degree","3","","",""
"Min 1x per week","2018","college entrance qualification","3","","",""
"Min 1x per week","2018","Other degree","369","0.198246668072165","0.180865127382811","0.215628208761519"
"Min 1x per week","2018","no degree/no degree yet","197","0.129105957610092","0.111677695039894","0.14653422018029"
"Min 1x per month","2018","lower secondary degree","16","","",""
"Min 1x per month","2018","secondary school degree","3","","",""
"Min 1x per month","2018","college entrance qualification","3","","",""
"Min 1x per month","2018","Other degree","521","0.241892648945728","0.223222764781485","0.26056253310997"
"Min 1x per month","2018","no degree/no degree yet","328","0.225198484988001","0.203487663539221","0.24690930643678"
"Rarely","2018","lower secondary degree","11","","",""
"Rarely","2018","secondary school degree","10","","",""
"Rarely","2018","college entrance qualification","6","","",""
"Rarely","2018","Other degree","730","0.350921585829056","0.330114150230429","0.371729021427683"
"Rarely","2018","no degree/no degree yet","503","0.322844966615621","0.298543115366703","0.347146817864539"
"Never","2018","lower secondary degree","6","","",""
"Never","2018","secondary school degree","3","","",""
"Never","2018","college entrance qualification","4","","",""
"Never","2018","Other degree","359","0.183764974250673","0.166879863373792","0.200650085127554"
"Never","2018","no degree/no degree yet","356","0.295042966816531","0.271338933443083","0.318747000189979"
"Daily","2019","lower secondary degree","10","","",""
"Daily","2019","secondary school degree","20","","",""
"Daily","2019","college entrance qualification","17","","",""
"Daily","2019","Other degree","60","0.00312997186300769","0.00147002972924429","0.00478991399677109"
"Daily","2019","no degree/no degree yet","34","0.00448527826020244","0.00163274099463488","0.00733781552577"
"Min 1x per week","2019","lower secondary degree","233","0.0380609322457392","0.0329451417307227","0.0431767227607557"
"Min 1x per week","2019","secondary school degree","400","0.0511591044006053","0.0461628337762211","0.0561553750249896"
"Min 1x per week","2019","college entrance qualification","554","0.0538139365705511","0.0490398587869555","0.0585880143541467"
"Min 1x per week","2019","Other degree","406","0.0448146150072445","0.0386662855382984","0.0509629444761905"
"Min 1x per week","2019","no degree/no degree yet","207","0.047605128402251","0.0385154570248156","0.0566947997796863"
"Min 1x per month","2019","lower secondary degree","1312","0.230999422741866","0.219730872634786","0.242267972848947"
"Min 1x per month","2019","secondary school degree","2520","0.314488259760434","0.303959009278965","0.325017510241903"
"Min 1x per month","2019","college entrance qualification","3836","0.42014299764108","0.409700296387427","0.430585698894733"
"Min 1x per month","2019","Other degree","1308","0.28796242487661","0.274506212595443","0.301418637157778"
"Min 1x per month","2019","no degree/no degree yet","591","0.201845173255079","0.184710905701123","0.218979440809035"
"Rarely","2019","lower secondary degree","2820","0.52564659864655","0.51229610886329","0.538997088429811"
"Rarely","2019","secondary school degree","4003","0.551791721618422","0.54051415718087","0.563069286055974"
"Rarely","2019","college entrance qualification","3893","0.480192182234736","0.469621992523561","0.490762371945911"
"Rarely","2019","Other degree","1856","0.481024938222494","0.466177193113161","0.495872683331828"
"Rarely","2019","no degree/no degree yet","847","0.51125197435595","0.489913036686688","0.532590912025212"
"Never","2019","lower secondary degree","999","0.204212556952576","0.193434536024057","0.214990577881095"
"Never","2019","secondary school degree","527","0.0809841693185364","0.0747976075662542","0.0871707310708187"
"Never","2019","college entrance qualification","282","0.0441954914018484","0.0398471127305777","0.0485438700731191"
"Never","2019","Other degree","720","0.183068050030643","0.171575863111794","0.194560236949492"
"Never","2019","no degree/no degree yet","429","0.234812445726518","0.216717499677164","0.252907391775871"
