"pli0082","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","1995","Rhineland-Palatinate,Saarland","general elemantary","99","0.447986822056105","0.379578740002826","0.516394904109385"
"Rarely","1995","Rhineland-Palatinate,Saarland","middle vocational","188","0.526195871713467","0.47350787552513","0.578883867901804"
"Rarely","1995","Rhineland-Palatinate,Saarland","vocational + Abi","13","","",""
"Rarely","1995","Rhineland-Palatinate,Saarland","higher vocational","21","","",""
"Rarely","1995","Rhineland-Palatinate,Saarland","higher education","20","","",""
"Rarely","1995","Baden-Württemberg","in school","28","","",""
"Rarely","1995","Baden-Württemberg","inadequately","106","0.56716547098385","0.492685504698011","0.64164543726969"
"Rarely","1995","Baden-Württemberg","general elemantary","244","0.571147915339575","0.524315397666051","0.617980433013098"
"Rarely","1995","Baden-Württemberg","middle vocational","454","0.565129647053223","0.530905351620298","0.599353942486147"
"Rarely","1995","Baden-Württemberg","vocational + Abi","34","0.42295217234981","0.311883180458908","0.534021164240712"
"Rarely","1995","Baden-Württemberg","higher vocational","52","0.506754782102264","0.405144656949569","0.608364907254958"
"Rarely","1995","Baden-Württemberg","higher education","61","0.423306954447138","0.338698745426089","0.507915163468186"
"Rarely","1995","Bavaria","in school","22","","",""
"Rarely","1995","Bavaria","inadequately","47","0.812331826070342","0.714350069292709","0.910313582847976"
"Rarely","1995","Bavaria","general elemantary","203","0.529344681261816","0.477422291037492","0.58126707148614"
"Rarely","1995","Bavaria","middle vocational","467","0.513795537775097","0.480391151299746","0.547199924250447"
"Rarely","1995","Bavaria","vocational + Abi","31","0.553203472043411","0.429452223396599","0.676954720690224"
"Rarely","1995","Bavaria","higher vocational","53","0.407338724968217","0.313803265547625","0.500874184388809"
"Rarely","1995","Bavaria","higher education","66","0.38555991006785","0.313031067552561","0.458088752583139"
"Rarely","1995","Berlin","in school","9","","",""
"Rarely","1995","Berlin","inadequately","4","","",""
"Rarely","1995","Berlin","general elemantary","35","0.496315799094124","0.378343033644463","0.614288564543786"
"Rarely","1995","Berlin","middle vocational","133","0.523013673298635","0.46158930213927","0.584438044458001"
"Rarely","1995","Berlin","vocational + Abi","14","","",""
"Rarely","1995","Berlin","higher vocational","17","","",""
"Rarely","1995","Berlin","higher education","70","0.488420018347969","0.406776757203349","0.570063279492588"
"Rarely","1995","Brandenburg","in school","14","","",""
"Rarely","1995","Brandenburg","inadequately","","","",""
"Rarely","1995","Brandenburg","general elemantary","28","","",""
"Rarely","1995","Brandenburg","middle vocational","177","0.570034246417775","0.514382511725398","0.625685981110152"
"Rarely","1995","Brandenburg","vocational + Abi","3","","",""
"Rarely","1995","Brandenburg","higher vocational","28","","",""
"Rarely","1995","Brandenburg","higher education","80","0.569572332598789","0.487845801246435","0.651298863951142"
"Rarely","1995","Mecklenburg-Western Pomerania","in school","11","","",""
"Rarely","1995","Mecklenburg-Western Pomerania","inadequately","1","","",""
"Rarely","1995","Mecklenburg-Western Pomerania","general elemantary","20","","",""
"Rarely","1995","Mecklenburg-Western Pomerania","middle vocational","125","0.558339170888448","0.494022458013117","0.622655883763779"
"Rarely","1995","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Rarely","1995","Mecklenburg-Western Pomerania","higher vocational","17","","",""
"Rarely","1995","Mecklenburg-Western Pomerania","higher education","46","0.469148942701825","0.367173431373708","0.571124454029942"
"Rarely","1995","Saxony","in school","16","","",""
"Rarely","1995","Saxony","inadequately","","","",""
"Rarely","1995","Saxony","general elemantary","65","0.47452231914933","0.385914176122333","0.563130462176327"
"Rarely","1995","Saxony","middle vocational","325","0.521954969374392","0.482730688506564","0.56117925024222"
"Rarely","1995","Saxony","vocational + Abi","16","","",""
"Rarely","1995","Saxony","higher vocational","28","","",""
"Rarely","1995","Saxony","higher education","119","0.484242610344145","0.420073744840938","0.548411475847352"
"Rarely","1995","Saxony-Anhalt","in school","7","","",""
"Rarely","1995","Saxony-Anhalt","inadequately","2","","",""
"Rarely","1995","Saxony-Anhalt","general elemantary","42","0.605208664344615","0.494583524129994","0.715833804559237"
"Rarely","1995","Saxony-Anhalt","middle vocational","227","0.590419055182639","0.540845251158854","0.639992859206424"
"Rarely","1995","Saxony-Anhalt","vocational + Abi","3","","",""
"Rarely","1995","Saxony-Anhalt","higher vocational","36","0.700692851766661","0.576221671624894","0.825164031908427"
"Rarely","1995","Saxony-Anhalt","higher education","85","0.573384750947007","0.494758502578704","0.65201099931531"
"Rarely","1995","Thuringia","in school","8","","",""
"Rarely","1995","Thuringia","inadequately","1","","",""
"Rarely","1995","Thuringia","general elemantary","40","0.514325027561498","0.400451199019628","0.628198856103368"
"Rarely","1995","Thuringia","middle vocational","222","0.512248857377281","0.463447127711777","0.561050587042785"
"Rarely","1995","Thuringia","vocational + Abi","5","","",""
"Rarely","1995","Thuringia","higher vocational","15","","",""
"Rarely","1995","Thuringia","higher education","57","0.451395256673758","0.361224973230426","0.54156554011709"
"Never","1995","Schleswig-Holstein","in school","","","",""
"Never","1995","Schleswig-Holstein","inadequately","3","","",""
"Never","1995","Schleswig-Holstein","general elemantary","9","","",""
"Never","1995","Schleswig-Holstein","middle vocational","14","","",""
"Never","1995","Schleswig-Holstein","vocational + Abi","1","","",""
"Never","1995","Schleswig-Holstein","higher vocational","","","",""
"Never","1995","Schleswig-Holstein","higher education","1","","",""
"Never","1995","Hamburg","in school","","","",""
"Never","1995","Hamburg","inadequately","3","","",""
"Never","1995","Hamburg","general elemantary","8","","",""
"Never","1995","Hamburg","middle vocational","15","","",""
"Never","1995","Hamburg","vocational + Abi","1","","",""
"Never","1995","Hamburg","higher vocational","","","",""
"Never","1995","Hamburg","higher education","1","","",""
"Never","1995","Lower Saxony","in school","1","","",""
"Never","1995","Lower Saxony","inadequately","14","","",""
"Never","1995","Lower Saxony","general elemantary","36","0.175011919745606","0.125690187778764","0.224333651712448"
"Never","1995","Lower Saxony","middle vocational","51","0.123736819533172","0.0954078244949209","0.152065814571422"
"Never","1995","Lower Saxony","vocational + Abi","3","","",""
"Never","1995","Lower Saxony","higher vocational","3","","",""
"Never","1995","Lower Saxony","higher education","3","","",""
"Never","1995","Bremen","in school","","","",""
"Never","1995","Bremen","inadequately","1","","",""
"Never","1995","Bremen","general elemantary","6","","",""
"Never","1995","Bremen","middle vocational","5","","",""
"Never","1995","Bremen","vocational + Abi","2","","",""
"Never","1995","Bremen","higher vocational","","","",""
"Never","1995","Bremen","higher education","1","","",""
"Never","1995","North Rhine-Westphalia","in school","7","","",""
"Never","1995","North Rhine-Westphalia","inadequately","47","0.376012590048631","0.293999193434198","0.458025986663064"
"Never","1995","North Rhine-Westphalia","general elemantary","110","0.214921660985813","0.179445136399505","0.25039818557212"
"Never","1995","North Rhine-Westphalia","middle vocational","150","0.118714111494602","0.100973759866848","0.136454463122355"
"Never","1995","North Rhine-Westphalia","vocational + Abi","13","","",""
"Never","1995","North Rhine-Westphalia","higher vocational","14","","",""
"Never","1995","North Rhine-Westphalia","higher education","11","","",""
"Never","1995","Hesse","in school","1","","",""
"Never","1995","Hesse","inadequately","27","","",""
"Never","1995","Hesse","general elemantary","70","0.26978072126203","0.211656628806062","0.327904813717999"
"Never","1995","Hesse","middle vocational","60","0.129359683191149","0.0980022423561389","0.160717124026158"
"Never","1995","Hesse","vocational + Abi","3","","",""
"Never","1995","Hesse","higher vocational","5","","",""
"Never","1995","Hesse","higher education","5","","",""
"Never","1995","Rhineland-Palatinate,Saarland","in school","1","","",""
"Never","1995","Rhineland-Palatinate,Saarland","inadequately","16","","",""
"Never","1995","Rhineland-Palatinate,Saarland","general elemantary","49","0.269400015824757","0.208370670705443","0.330429360944071"
"Never","1995","Rhineland-Palatinate,Saarland","middle vocational","51","0.139243769037305","0.102712352204137","0.175775185870472"
"Never","1995","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"Never","1995","Rhineland-Palatinate,Saarland","higher vocational","4","","",""
"Never","1995","Rhineland-Palatinate,Saarland","higher education","2","","",""
"Never","1995","Baden-Württemberg","in school","3","","",""
"Never","1995","Baden-Württemberg","inadequately","43","0.33853811506017","0.267403689577064","0.409672540543277"
"Never","1995","Baden-Württemberg","general elemantary","87","0.188588292151822","0.15157161393832","0.225604970365325"
"Never","1995","Baden-Württemberg","middle vocational","88","0.109247640293746","0.0877116377691615","0.130783642818331"
"Never","1995","Baden-Württemberg","vocational + Abi","5","","",""
"Never","1995","Baden-Württemberg","higher vocational","2","","",""
"Never","1995","Baden-Württemberg","higher education","5","","",""
"Never","1995","Bavaria","in school","2","","",""
"Never","1995","Bavaria","inadequately","7","","",""
"Never","1995","Bavaria","general elemantary","52","0.191486978593313","0.150556478852883","0.232417478333742"
"Never","1995","Bavaria","middle vocational","68","0.108257705075692","0.0874919390516613","0.129023471099724"
"Never","1995","Bavaria","vocational + Abi","2","","",""
"Never","1995","Bavaria","higher vocational","8","","",""
"Never","1995","Bavaria","higher education","9","","",""
"Never","1995","Berlin","in school","2","","",""
"Never","1995","Berlin","inadequately","5","","",""
"Never","1995","Berlin","general elemantary","16","","",""
"Never","1995","Berlin","middle vocational","29","","",""
"Never","1995","Berlin","vocational + Abi","3","","",""
"Never","1995","Berlin","higher vocational","4","","",""
"Never","1995","Berlin","higher education","2","","",""
"Never","1995","Brandenburg","in school","","","",""
"Never","1995","Brandenburg","inadequately","","","",""
"Never","1995","Brandenburg","general elemantary","22","","",""
"Never","1995","Brandenburg","middle vocational","40","0.155879286960003","0.115102990034897","0.196655583885108"
"Never","1995","Brandenburg","vocational + Abi","1","","",""
"Never","1995","Brandenburg","higher vocational","2","","",""
"Never","1995","Brandenburg","higher education","6","","",""
"Never","1995","Mecklenburg-Western Pomerania","in school","1","","",""
"Never","1995","Mecklenburg-Western Pomerania","inadequately","","","",""
"Never","1995","Mecklenburg-Western Pomerania","general elemantary","5","","",""
"Never","1995","Mecklenburg-Western Pomerania","middle vocational","15","","",""
"Never","1995","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Never","1995","Mecklenburg-Western Pomerania","higher vocational","2","","",""
"Never","1995","Mecklenburg-Western Pomerania","higher education","1","","",""
"Never","1995","Saxony","in school","1","","",""
"Never","1995","Saxony","inadequately","1","","",""
"Never","1995","Saxony","general elemantary","30","0.373063240343481","0.287246646643255","0.458879834043706"
"Never","1995","Saxony","middle vocational","67","0.12568385452651","0.0996536211081455","0.151714087944875"
"Never","1995","Saxony","vocational + Abi","1","","",""
"Never","1995","Saxony","higher vocational","4","","",""
"Never","1995","Saxony","higher education","4","","",""
"Never","1995","Saxony-Anhalt","in school","","","",""
"Never","1995","Saxony-Anhalt","inadequately","1","","",""
"Never","1995","Saxony-Anhalt","general elemantary","14","","",""
"Never","1995","Saxony-Anhalt","middle vocational","42","0.134033142977911","0.0996885062388631","0.16837777971696"
"Never","1995","Saxony-Anhalt","vocational + Abi","1","","",""
"Never","1995","Saxony-Anhalt","higher vocational","4","","",""
"Never","1995","Saxony-Anhalt","higher education","8","","",""
"Never","1995","Thuringia","in school","","","",""
"Never","1995","Thuringia","inadequately","","","",""
"Never","1995","Thuringia","general elemantary","9","","",""
"Never","1995","Thuringia","middle vocational","42","0.151473132138333","0.116470865400986","0.186475398875681"
"Never","1995","Thuringia","vocational + Abi","2","","",""
"Never","1995","Thuringia","higher vocational","2","","",""
"Never","1995","Thuringia","higher education","3","","",""
"Daily","1996","Schleswig-Holstein","in school","","","",""
"Daily","1996","Schleswig-Holstein","inadequately","","","",""
"Daily","1996","Schleswig-Holstein","general elemantary","","","",""
"Daily","1996","Schleswig-Holstein","middle vocational","","","",""
"Daily","1996","Schleswig-Holstein","vocational + Abi","","","",""
"Daily","1996","Schleswig-Holstein","higher vocational","","","",""
"Daily","1996","Schleswig-Holstein","higher education","","","",""
"Daily","1996","Hamburg","in school","","","",""
"Daily","1996","Hamburg","inadequately","","","",""
"Daily","1996","Hamburg","general elemantary","","","",""
"Daily","1996","Hamburg","middle vocational","","","",""
"Daily","1996","Hamburg","vocational + Abi","","","",""
"Daily","1996","Hamburg","higher vocational","","","",""
"Daily","1996","Hamburg","higher education","","","",""
"Daily","1996","Lower Saxony","in school","","","",""
"Daily","1996","Lower Saxony","inadequately","","","",""
"Daily","1996","Lower Saxony","general elemantary","","","",""
"Daily","1996","Lower Saxony","middle vocational","","","",""
"Daily","1996","Lower Saxony","vocational + Abi","","","",""
"Daily","1996","Lower Saxony","higher vocational","","","",""
"Daily","1996","Lower Saxony","higher education","","","",""
"Daily","1996","Bremen","in school","","","",""
"Daily","1996","Bremen","inadequately","","","",""
"Daily","1996","Bremen","general elemantary","","","",""
"Daily","1996","Bremen","middle vocational","","","",""
"Daily","1996","Bremen","vocational + Abi","","","",""
"Daily","1996","Bremen","higher vocational","","","",""
"Daily","1996","Bremen","higher education","","","",""
"Daily","1996","North Rhine-Westphalia","in school","","","",""
"Daily","1996","North Rhine-Westphalia","inadequately","","","",""
"Daily","1996","North Rhine-Westphalia","general elemantary","","","",""
"Daily","1996","North Rhine-Westphalia","middle vocational","","","",""
"Daily","1996","North Rhine-Westphalia","vocational + Abi","","","",""
"Daily","1996","North Rhine-Westphalia","higher vocational","","","",""
"Daily","1996","North Rhine-Westphalia","higher education","","","",""
"Daily","1996","Hesse","in school","","","",""
"Daily","1996","Hesse","inadequately","","","",""
"Daily","1996","Hesse","general elemantary","","","",""
"Daily","1996","Hesse","middle vocational","","","",""
"Daily","1996","Hesse","vocational + Abi","","","",""
"Daily","1996","Hesse","higher vocational","","","",""
"Daily","1996","Hesse","higher education","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","in school","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","higher education","","","",""
"Daily","1996","Baden-Württemberg","in school","","","",""
"Daily","1996","Baden-Württemberg","inadequately","","","",""
"Daily","1996","Baden-Württemberg","general elemantary","","","",""
"Daily","1996","Baden-Württemberg","middle vocational","","","",""
"Daily","1996","Baden-Württemberg","vocational + Abi","","","",""
"Daily","1996","Baden-Württemberg","higher vocational","","","",""
"Daily","1996","Baden-Württemberg","higher education","","","",""
"Daily","1996","Bavaria","in school","","","",""
"Daily","1996","Bavaria","inadequately","","","",""
"Daily","1996","Bavaria","general elemantary","","","",""
"Daily","1996","Bavaria","middle vocational","","","",""
"Daily","1996","Bavaria","vocational + Abi","","","",""
"Daily","1996","Bavaria","higher vocational","","","",""
"Daily","1996","Bavaria","higher education","","","",""
"Daily","1996","Berlin","in school","","","",""
"Daily","1996","Berlin","inadequately","","","",""
"Daily","1996","Berlin","general elemantary","","","",""
"Daily","1996","Berlin","middle vocational","","","",""
"Daily","1996","Berlin","vocational + Abi","","","",""
"Daily","1996","Berlin","higher vocational","","","",""
"Daily","1996","Berlin","higher education","","","",""
"Daily","1996","Brandenburg","in school","","","",""
"Daily","1996","Brandenburg","inadequately","","","",""
"Daily","1996","Brandenburg","general elemantary","","","",""
"Daily","1996","Brandenburg","middle vocational","","","",""
"Daily","1996","Brandenburg","vocational + Abi","","","",""
"Daily","1996","Brandenburg","higher vocational","","","",""
"Daily","1996","Brandenburg","higher education","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","in school","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","inadequately","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","higher education","","","",""
"Daily","1996","Saxony","in school","","","",""
"Daily","1996","Saxony","inadequately","","","",""
"Daily","1996","Saxony","general elemantary","","","",""
"Daily","1996","Saxony","middle vocational","","","",""
"Daily","1996","Saxony","vocational + Abi","","","",""
"Daily","1996","Saxony","higher vocational","","","",""
"Daily","1996","Saxony","higher education","","","",""
"Daily","1996","Saxony-Anhalt","in school","","","",""
"Daily","1996","Saxony-Anhalt","inadequately","","","",""
"Daily","1996","Saxony-Anhalt","general elemantary","","","",""
"Daily","1996","Saxony-Anhalt","middle vocational","","","",""
"Daily","1996","Saxony-Anhalt","vocational + Abi","","","",""
"Daily","1996","Saxony-Anhalt","higher vocational","","","",""
"Daily","1996","Saxony-Anhalt","higher education","","","",""
"Daily","1996","Thuringia","in school","","","",""
"Daily","1996","Thuringia","inadequately","","","",""
"Daily","1996","Thuringia","general elemantary","","","",""
"Daily","1996","Thuringia","middle vocational","","","",""
"Daily","1996","Thuringia","vocational + Abi","","","",""
"Daily","1996","Thuringia","higher vocational","","","",""
"Daily","1996","Thuringia","higher education","","","",""
"Min 1x per week","1996","Schleswig-Holstein","in school","","","",""
"Min 1x per week","1996","Schleswig-Holstein","inadequately","","","",""
"Min 1x per week","1996","Schleswig-Holstein","general elemantary","","","",""
"Min 1x per week","1996","Schleswig-Holstein","middle vocational","","","",""
"Min 1x per week","1996","Schleswig-Holstein","vocational + Abi","","","",""
"Min 1x per week","1996","Schleswig-Holstein","higher vocational","","","",""
"Min 1x per week","1996","Schleswig-Holstein","higher education","","","",""
"Min 1x per week","1996","Hamburg","in school","","","",""
"Min 1x per week","1996","Hamburg","inadequately","","","",""
"Min 1x per week","1996","Hamburg","general elemantary","","","",""
"Min 1x per week","1996","Hamburg","middle vocational","","","",""
"Min 1x per week","1996","Hamburg","vocational + Abi","","","",""
"Min 1x per week","1996","Hamburg","higher vocational","","","",""
"Min 1x per week","1996","Hamburg","higher education","","","",""
"Min 1x per week","1996","Lower Saxony","in school","","","",""
"Min 1x per week","1996","Lower Saxony","inadequately","","","",""
"Min 1x per week","1996","Lower Saxony","general elemantary","","","",""
"Min 1x per week","1996","Lower Saxony","middle vocational","","","",""
"Min 1x per week","1996","Lower Saxony","vocational + Abi","","","",""
"Min 1x per week","1996","Lower Saxony","higher vocational","","","",""
"Min 1x per week","1996","Lower Saxony","higher education","","","",""
"Min 1x per week","1996","Bremen","in school","","","",""
"Min 1x per week","1996","Bremen","inadequately","","","",""
"Min 1x per week","1996","Bremen","general elemantary","","","",""
"Min 1x per week","1996","Bremen","middle vocational","","","",""
"Min 1x per week","1996","Bremen","vocational + Abi","","","",""
"Min 1x per week","1996","Bremen","higher vocational","","","",""
"Min 1x per week","1996","Bremen","higher education","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","in school","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","inadequately","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","general elemantary","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","middle vocational","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","vocational + Abi","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","higher vocational","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","higher education","","","",""
"Min 1x per week","1996","Hesse","in school","","","",""
"Min 1x per week","1996","Hesse","inadequately","","","",""
"Min 1x per week","1996","Hesse","general elemantary","","","",""
"Min 1x per week","1996","Hesse","middle vocational","","","",""
"Min 1x per week","1996","Hesse","vocational + Abi","","","",""
"Min 1x per week","1996","Hesse","higher vocational","","","",""
"Min 1x per week","1996","Hesse","higher education","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","in school","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","higher education","","","",""
"Min 1x per week","1996","Baden-Württemberg","in school","","","",""
"Min 1x per week","1996","Baden-Württemberg","inadequately","","","",""
"Min 1x per week","1996","Baden-Württemberg","general elemantary","","","",""
"Min 1x per week","1996","Baden-Württemberg","middle vocational","","","",""
"Min 1x per week","1996","Baden-Württemberg","vocational + Abi","","","",""
"Min 1x per week","1996","Baden-Württemberg","higher vocational","","","",""
"Min 1x per week","1996","Baden-Württemberg","higher education","","","",""
"Min 1x per week","1996","Bavaria","in school","","","",""
"Min 1x per week","1996","Bavaria","inadequately","","","",""
"Min 1x per week","1996","Bavaria","general elemantary","","","",""
"Min 1x per week","1996","Bavaria","middle vocational","","","",""
"Min 1x per week","1996","Bavaria","vocational + Abi","","","",""
"Min 1x per week","1996","Bavaria","higher vocational","","","",""
"Min 1x per week","1996","Bavaria","higher education","","","",""
"Min 1x per week","1996","Berlin","in school","","","",""
"Min 1x per week","1996","Berlin","inadequately","","","",""
"Min 1x per week","1996","Berlin","general elemantary","","","",""
"Min 1x per week","1996","Berlin","middle vocational","","","",""
"Min 1x per week","1996","Berlin","vocational + Abi","","","",""
"Min 1x per week","1996","Berlin","higher vocational","","","",""
"Min 1x per week","1996","Berlin","higher education","","","",""
"Min 1x per week","1996","Brandenburg","in school","","","",""
"Min 1x per week","1996","Brandenburg","inadequately","","","",""
"Min 1x per week","1996","Brandenburg","general elemantary","","","",""
"Min 1x per week","1996","Brandenburg","middle vocational","","","",""
"Min 1x per week","1996","Brandenburg","vocational + Abi","","","",""
"Min 1x per week","1996","Brandenburg","higher vocational","","","",""
"Min 1x per week","1996","Brandenburg","higher education","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","in school","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","inadequately","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","higher education","","","",""
"Min 1x per week","1996","Saxony","in school","","","",""
"Min 1x per week","1996","Saxony","inadequately","","","",""
"Min 1x per week","1996","Saxony","general elemantary","","","",""
"Min 1x per week","1996","Saxony","middle vocational","","","",""
"Min 1x per week","1996","Saxony","vocational + Abi","","","",""
"Min 1x per week","1996","Saxony","higher vocational","","","",""
"Min 1x per week","1996","Saxony","higher education","","","",""
"Min 1x per week","1996","Saxony-Anhalt","in school","","","",""
"Min 1x per week","1996","Saxony-Anhalt","inadequately","","","",""
"Min 1x per week","1996","Saxony-Anhalt","general elemantary","","","",""
"Min 1x per week","1996","Saxony-Anhalt","middle vocational","","","",""
"Min 1x per week","1996","Saxony-Anhalt","vocational + Abi","","","",""
"Min 1x per week","1996","Saxony-Anhalt","higher vocational","","","",""
"Min 1x per week","1996","Saxony-Anhalt","higher education","","","",""
"Min 1x per week","1996","Thuringia","in school","","","",""
"Min 1x per week","1996","Thuringia","inadequately","","","",""
"Min 1x per week","1996","Thuringia","general elemantary","","","",""
"Min 1x per week","1996","Thuringia","middle vocational","","","",""
"Min 1x per week","1996","Thuringia","vocational + Abi","","","",""
"Min 1x per week","1996","Thuringia","higher vocational","","","",""
"Min 1x per week","1996","Thuringia","higher education","","","",""
"Min 1x per month","1996","Schleswig-Holstein","in school","","","",""
"Min 1x per month","1996","Schleswig-Holstein","inadequately","","","",""
"Min 1x per month","1996","Schleswig-Holstein","general elemantary","","","",""
"Min 1x per month","1996","Schleswig-Holstein","middle vocational","","","",""
"Min 1x per month","1996","Schleswig-Holstein","vocational + Abi","","","",""
"Min 1x per month","1996","Schleswig-Holstein","higher vocational","","","",""
"Min 1x per month","1996","Schleswig-Holstein","higher education","","","",""
"Min 1x per month","1996","Hamburg","in school","","","",""
"Min 1x per month","1996","Hamburg","inadequately","","","",""
"Min 1x per month","1996","Hamburg","general elemantary","","","",""
"Min 1x per month","1996","Hamburg","middle vocational","","","",""
"Min 1x per month","1996","Hamburg","vocational + Abi","","","",""
"Min 1x per month","1996","Hamburg","higher vocational","","","",""
"Min 1x per month","1996","Hamburg","higher education","","","",""
"Min 1x per month","1996","Lower Saxony","in school","","","",""
"Min 1x per month","1996","Lower Saxony","inadequately","","","",""
"Min 1x per month","1996","Lower Saxony","general elemantary","","","",""
"Min 1x per month","1996","Lower Saxony","middle vocational","","","",""
"Min 1x per month","1996","Lower Saxony","vocational + Abi","","","",""
"Min 1x per month","1996","Lower Saxony","higher vocational","","","",""
"Min 1x per month","1996","Lower Saxony","higher education","","","",""
"Min 1x per month","1996","Bremen","in school","","","",""
"Min 1x per month","1996","Bremen","inadequately","","","",""
"Min 1x per month","1996","Bremen","general elemantary","","","",""
"Min 1x per month","1996","Bremen","middle vocational","","","",""
"Min 1x per month","1996","Bremen","vocational + Abi","","","",""
"Min 1x per month","1996","Bremen","higher vocational","","","",""
"Min 1x per month","1996","Bremen","higher education","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","in school","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","inadequately","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","general elemantary","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","middle vocational","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","vocational + Abi","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","higher vocational","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","higher education","","","",""
"Min 1x per month","1996","Hesse","in school","","","",""
"Min 1x per month","1996","Hesse","inadequately","","","",""
"Min 1x per month","1996","Hesse","general elemantary","","","",""
"Min 1x per month","1996","Hesse","middle vocational","","","",""
"Min 1x per month","1996","Hesse","vocational + Abi","","","",""
"Min 1x per month","1996","Hesse","higher vocational","","","",""
"Min 1x per month","1996","Hesse","higher education","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","in school","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","higher education","","","",""
"Min 1x per month","1996","Baden-Württemberg","in school","","","",""
"Min 1x per month","1996","Baden-Württemberg","inadequately","","","",""
"Min 1x per month","1996","Baden-Württemberg","general elemantary","","","",""
"Min 1x per month","1996","Baden-Württemberg","middle vocational","","","",""
"Min 1x per month","1996","Baden-Württemberg","vocational + Abi","","","",""
"Min 1x per month","1996","Baden-Württemberg","higher vocational","","","",""
"Min 1x per month","1996","Baden-Württemberg","higher education","","","",""
"Min 1x per month","1996","Bavaria","in school","","","",""
"Min 1x per month","1996","Bavaria","inadequately","","","",""
"Min 1x per month","1996","Bavaria","general elemantary","","","",""
"Min 1x per month","1996","Bavaria","middle vocational","","","",""
"Min 1x per month","1996","Bavaria","vocational + Abi","","","",""
"Min 1x per month","1996","Bavaria","higher vocational","","","",""
"Min 1x per month","1996","Bavaria","higher education","","","",""
"Min 1x per month","1996","Berlin","in school","","","",""
"Min 1x per month","1996","Berlin","inadequately","","","",""
"Min 1x per month","1996","Berlin","general elemantary","","","",""
"Min 1x per month","1996","Berlin","middle vocational","","","",""
"Min 1x per month","1996","Berlin","vocational + Abi","","","",""
"Min 1x per month","1996","Berlin","higher vocational","","","",""
"Min 1x per month","1996","Berlin","higher education","","","",""
