"pli0082","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1995","indirect migration background","vocational + Abi","4","","","","3"
"Min 1x per month","1995","indirect migration background","higher vocational","2","","","","3"
"Min 1x per month","1995","indirect migration background","higher education","4","","","","3"
"Min 1x per week","1995","indirect migration background","in school","","","","","2"
"Min 1x per week","1995","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1995","indirect migration background","general elemantary","6","","","","2"
"Min 1x per week","1995","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1995","indirect migration background","middle vocational","9","","","","2"
"Min 1x per week","1995","indirect migration background","higher vocational","1","","","","2"
"Min 1x per week","1995","indirect migration background","higher education","2","","","","2"
"Min 1x per week","1995","direct migration background","in school","1","","","","2"
"Min 1x per week","1995","direct migration background","inadequately","7","","","","2"
"Min 1x per week","1995","direct migration background","general elemantary","29","","","","2"
"Min 1x per week","1995","direct migration background","middle vocational","30","0.0337560936130272","0.0224947789400065","0.045017408286048","2"
"Min 1x per week","1995","direct migration background","vocational + Abi","10","","","","2"
"Min 1x per week","1995","direct migration background","higher vocational","4","","","","2"
"Min 1x per week","1995","direct migration background","higher education","18","","","","2"
"Min 1x per week","1995","no migration background","in school","13","","","","2"
"Min 1x per week","1995","no migration background","inadequately","3","","","","2"
"Min 1x per week","1995","no migration background","general elemantary","71","0.0403041146611849","0.0305163458802596","0.0500918834421103","2"
"Min 1x per week","1995","no migration background","middle vocational","321","0.0634256132011085","0.0570093949633413","0.0698418314388757","2"
"Min 1x per week","1995","no migration background","vocational + Abi","16","","","","2"
"Min 1x per week","1995","no migration background","higher vocational","42","0.0851083582760697","0.064287698755723","0.105929017796416","2"
"Min 1x per week","1995","no migration background","higher education","118","0.0932760673928454","0.0787888403613334","0.107763294424357","2"
"Never","1995","indirect migration background","higher vocational","1","","","","5"
"Never","1995","direct migration background","general elemantary","193","0.254875966889482","0.224234023180128","0.285517910598836","5"
"Never","1995","indirect migration background","in school","5","","","","5"
"Never","1995","indirect migration background","vocational + Abi","1","","","","5"
"Never","1995","indirect migration background","higher education","","","","","5"
"Never","1995","direct migration background","in school","4","","","","5"
"Never","1995","direct migration background","inadequately","150","0.372033921365727","0.327621775760268","0.416446066971187","5"
"Never","1995","direct migration background","middle vocational","202","0.175502938077435","0.151783392167033","0.199222483987837","5"
"Never","1995","indirect migration background","inadequately","6","","","","5"
"Never","1995","indirect migration background","general elemantary","30","0.127898692320607","0.0772455518760598","0.178551832765155","5"
"Never","1995","indirect migration background","middle vocational","25","","","","5"
"Never","1995","direct migration background","vocational + Abi","22","","","","5"
"Never","1995","direct migration background","higher vocational","5","","","","5"
"Never","1995","direct migration background","higher education","15","","","","5"
"Never","1995","no migration background","in school","10","","","","5"
"Never","1995","no migration background","inadequately","12","","","","5"
"Never","1995","no migration background","general elemantary","300","0.22154189248846","0.200874402029496","0.242209382947424","5"
"Never","1995","no migration background","middle vocational","510","0.111296508625776","0.103017184877178","0.119575832374375","5"
"Never","1995","no migration background","vocational + Abi","16","","","","5"
"Never","1995","no migration background","higher vocational","48","0.0920326026757205","0.0704636267907701","0.113601578560671","5"
"Never","1995","no migration background","higher education","47","0.0371140893012081","0.0276969404949087","0.0465312381075074","5"
"Rarely","1995","indirect migration background","in school","38","0.654672515668056","0.52666431792985","0.782680713406263","4"
"Rarely","1995","indirect migration background","inadequately","8","","","","4"
"Rarely","1995","indirect migration background","general elemantary","97","0.677951843584015","0.607083923434858","0.748819763733171","4"
"Rarely","1995","indirect migration background","middle vocational","106","0.560707404836337","0.488996654509664","0.63241815516301","4"
"Rarely","1995","indirect migration background","vocational + Abi","7","","","","4"
"Rarely","1995","indirect migration background","higher vocational","8","","","","4"
"Rarely","1995","indirect migration background","higher education","7","","","","4"
"Rarely","1995","no migration background","in school","126","0.676217378356036","0.610373234136962","0.742061522575109","4"
"Rarely","1995","no migration background","inadequately","30","0.510680532394","0.380908363921371","0.640452700866628","4"
"Rarely","1995","no migration background","general elemantary","835","0.527047435594733","0.50220032822336","0.551894542966105","4"
"Rarely","1995","no migration background","middle vocational","3119","0.545302492481869","0.532193911544908","0.558411073418829","4"
"Rarely","1995","no migration background","vocational + Abi","150","0.490747319969582","0.434551122605023","0.546943517334142","4"
"Rarely","1995","no migration background","higher vocational","373","0.485557203968242","0.448265494539911","0.522848913396573","4"
"Rarely","1995","no migration background","higher education","757","0.455059209431724","0.430252381995835","0.479866036867614","4"
"Rarely","1995","direct migration background","in school","21","","","","4"
"Rarely","1995","direct migration background","inadequately","250","0.518764545263556","0.472854645539157","0.564674444987956","4"
"Rarely","1995","direct migration background","general elemantary","447","0.566598751311992","0.531755356073021","0.601442146550963","4"
"Rarely","1995","direct migration background","middle vocational","538","0.555825371638471","0.524842927447596","0.586807815829346","4"
"Rarely","1995","direct migration background","vocational + Abi","88","0.584966647811074","0.508856563208125","0.661076732414023","4"
"Rarely","1995","direct migration background","higher vocational","36","0.553555573939477","0.427768277621129","0.679342870257825","4"
"Rarely","1995","direct migration background","higher education","95","0.415345753973893","0.346706913631424","0.483984594316363","4"
"Daily","1996","direct migration background","general elemantary","","","","","1"
"Daily","1996","direct migration background","middle vocational","","","","","1"
"Daily","1996","direct migration background","vocational + Abi","","","","","1"
"Daily","1996","direct migration background","higher vocational","","","","","1"
"Daily","1996","direct migration background","higher education","","","","","1"
"Daily","1996","indirect migration background","in school","","","","","1"
"Daily","1996","indirect migration background","inadequately","","","","","1"
"Daily","1996","no migration background","in school","","","","","1"
"Daily","1996","no migration background","inadequately","","","","","1"
"Daily","1996","no migration background","general elemantary","","","","","1"
"Daily","1996","no migration background","middle vocational","","","","","1"
"Daily","1996","no migration background","vocational + Abi","","","","","1"
"Daily","1996","no migration background","higher vocational","","","","","1"
"Daily","1996","no migration background","higher education","","","","","1"
"Daily","1996","direct migration background","in school","","","","","1"
"Daily","1996","direct migration background","inadequately","","","","","1"
"Daily","1996","indirect migration background","general elemantary","","","","","1"
"Daily","1996","indirect migration background","middle vocational","","","","","1"
"Daily","1996","indirect migration background","vocational + Abi","","","","","1"
"Daily","1996","indirect migration background","higher vocational","","","","","1"
"Daily","1996","indirect migration background","higher education","","","","","1"
"Min 1x per month","1996","no migration background","in school","","","","","3"
"Min 1x per month","1996","no migration background","inadequately","","","","","3"
"Min 1x per month","1996","no migration background","general elemantary","","","","","3"
"Min 1x per month","1996","no migration background","middle vocational","","","","","3"
"Min 1x per month","1996","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","1996","no migration background","higher vocational","","","","","3"
"Min 1x per month","1996","no migration background","higher education","","","","","3"
"Min 1x per month","1996","direct migration background","in school","","","","","3"
"Min 1x per month","1996","direct migration background","inadequately","","","","","3"
"Min 1x per month","1996","direct migration background","general elemantary","","","","","3"
"Min 1x per month","1996","direct migration background","middle vocational","","","","","3"
"Min 1x per month","1996","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1996","direct migration background","higher vocational","","","","","3"
"Min 1x per month","1996","direct migration background","higher education","","","","","3"
"Min 1x per month","1996","indirect migration background","in school","","","","","3"
"Min 1x per month","1996","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1996","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","1996","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1996","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1996","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1996","indirect migration background","higher education","","","","","3"
"Min 1x per week","1996","indirect migration background","in school","","","","","2"
"Min 1x per week","1996","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1996","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","1996","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","1996","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1996","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1996","indirect migration background","higher education","","","","","2"
"Min 1x per week","1996","direct migration background","in school","","","","","2"
"Min 1x per week","1996","direct migration background","inadequately","","","","","2"
"Min 1x per week","1996","direct migration background","general elemantary","","","","","2"
"Min 1x per week","1996","direct migration background","middle vocational","","","","","2"
"Min 1x per week","1996","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","1996","direct migration background","higher vocational","","","","","2"
"Min 1x per week","1996","direct migration background","higher education","","","","","2"
"Min 1x per week","1996","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","1996","no migration background","higher vocational","","","","","2"
"Min 1x per week","1996","no migration background","higher education","","","","","2"
"Min 1x per week","1996","no migration background","in school","","","","","2"
"Min 1x per week","1996","no migration background","inadequately","","","","","2"
"Min 1x per week","1996","no migration background","middle vocational","","","","","2"
"Min 1x per week","1996","no migration background","general elemantary","","","","","2"
"Never","1996","indirect migration background","higher vocational","","","","","5"
"Never","1996","indirect migration background","vocational + Abi","","","","","5"
"Never","1996","indirect migration background","middle vocational","","","","","5"
"Never","1996","indirect migration background","general elemantary","","","","","5"
"Never","1996","indirect migration background","higher education","","","","","5"
"Never","1996","indirect migration background","in school","","","","","5"
"Never","1996","indirect migration background","inadequately","","","","","5"
"Never","1996","direct migration background","in school","","","","","5"
"Never","1996","direct migration background","inadequately","","","","","5"
"Never","1996","direct migration background","general elemantary","","","","","5"
"Never","1996","direct migration background","middle vocational","","","","","5"
"Never","1996","direct migration background","vocational + Abi","","","","","5"
"Never","1996","direct migration background","higher vocational","","","","","5"
"Never","1996","direct migration background","higher education","","","","","5"
"Never","1996","no migration background","in school","","","","","5"
"Never","1996","no migration background","inadequately","","","","","5"
"Never","1996","no migration background","general elemantary","","","","","5"
"Never","1996","no migration background","middle vocational","","","","","5"
"Never","1996","no migration background","vocational + Abi","","","","","5"
"Never","1996","no migration background","higher vocational","","","","","5"
"Never","1996","no migration background","higher education","","","","","5"
"Rarely","1996","indirect migration background","in school","","","","","4"
"Rarely","1996","indirect migration background","inadequately","","","","","4"
"Rarely","1996","indirect migration background","general elemantary","","","","","4"
"Rarely","1996","indirect migration background","middle vocational","","","","","4"
"Rarely","1996","indirect migration background","vocational + Abi","","","","","4"
"Rarely","1996","indirect migration background","higher vocational","","","","","4"
"Rarely","1996","indirect migration background","higher education","","","","","4"
"Rarely","1996","direct migration background","vocational + Abi","","","","","4"
"Rarely","1996","direct migration background","higher vocational","","","","","4"
"Rarely","1996","direct migration background","higher education","","","","","4"
"Rarely","1996","no migration background","in school","","","","","4"
"Rarely","1996","no migration background","inadequately","","","","","4"
"Rarely","1996","no migration background","general elemantary","","","","","4"
"Rarely","1996","no migration background","middle vocational","","","","","4"
"Rarely","1996","no migration background","vocational + Abi","","","","","4"
"Rarely","1996","no migration background","higher vocational","","","","","4"
"Rarely","1996","no migration background","higher education","","","","","4"
"Rarely","1996","direct migration background","in school","","","","","4"
"Rarely","1996","direct migration background","inadequately","","","","","4"
"Rarely","1996","direct migration background","general elemantary","","","","","4"
"Rarely","1996","direct migration background","middle vocational","","","","","4"
"Daily","1997","indirect migration background","in school","","","","","1"
"Daily","1997","indirect migration background","inadequately","","","","","1"
"Daily","1997","indirect migration background","general elemantary","","","","","1"
"Daily","1997","indirect migration background","middle vocational","","","","","1"
"Daily","1997","indirect migration background","vocational + Abi","","","","","1"
"Daily","1997","indirect migration background","higher vocational","","","","","1"
"Daily","1997","indirect migration background","higher education","","","","","1"
"Daily","1997","no migration background","general elemantary","","","","","1"
"Daily","1997","no migration background","middle vocational","","","","","1"
"Daily","1997","no migration background","vocational + Abi","","","","","1"
"Daily","1997","no migration background","higher vocational","","","","","1"
"Daily","1997","no migration background","higher education","","","","","1"
"Daily","1997","direct migration background","in school","","","","","1"
"Daily","1997","direct migration background","inadequately","","","","","1"
"Daily","1997","direct migration background","general elemantary","","","","","1"
"Daily","1997","direct migration background","middle vocational","","","","","1"
"Daily","1997","direct migration background","vocational + Abi","","","","","1"
"Daily","1997","direct migration background","higher vocational","","","","","1"
"Daily","1997","direct migration background","higher education","","","","","1"
"Daily","1997","no migration background","in school","","","","","1"
"Daily","1997","no migration background","inadequately","","","","","1"
"Min 1x per month","1997","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1997","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1997","indirect migration background","higher education","","","","","3"
"Min 1x per month","1997","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1997","indirect migration background","in school","","","","","3"
"Min 1x per month","1997","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1997","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","1997","no migration background","in school","","","","","3"
"Min 1x per month","1997","no migration background","inadequately","","","","","3"
"Min 1x per month","1997","no migration background","general elemantary","","","","","3"
"Min 1x per month","1997","no migration background","middle vocational","","","","","3"
"Min 1x per month","1997","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","1997","no migration background","higher vocational","","","","","3"
"Min 1x per month","1997","no migration background","higher education","","","","","3"
"Min 1x per month","1997","direct migration background","in school","","","","","3"
"Min 1x per month","1997","direct migration background","inadequately","","","","","3"
"Min 1x per month","1997","direct migration background","general elemantary","","","","","3"
"Min 1x per month","1997","direct migration background","middle vocational","","","","","3"
"Min 1x per month","1997","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1997","direct migration background","higher vocational","","","","","3"
"Min 1x per month","1997","direct migration background","higher education","","","","","3"
"Min 1x per week","1997","indirect migration background","in school","","","","","2"
"Min 1x per week","1997","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1997","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","1997","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1997","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","1997","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1997","indirect migration background","higher education","","","","","2"
"Min 1x per week","1997","direct migration background","in school","","","","","2"
"Min 1x per week","1997","direct migration background","inadequately","","","","","2"
"Min 1x per week","1997","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","1997","no migration background","higher vocational","","","","","2"
"Min 1x per week","1997","no migration background","higher education","","","","","2"
"Min 1x per week","1997","direct migration background","general elemantary","","","","","2"
"Min 1x per week","1997","direct migration background","middle vocational","","","","","2"
"Min 1x per week","1997","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","1997","direct migration background","higher vocational","","","","","2"
"Min 1x per week","1997","direct migration background","higher education","","","","","2"
"Min 1x per week","1997","no migration background","in school","","","","","2"
"Min 1x per week","1997","no migration background","inadequately","","","","","2"
"Min 1x per week","1997","no migration background","general elemantary","","","","","2"
"Min 1x per week","1997","no migration background","middle vocational","","","","","2"
"Never","1997","indirect migration background","higher vocational","","","","","5"
"Never","1997","indirect migration background","vocational + Abi","","","","","5"
"Never","1997","indirect migration background","in school","","","","","5"
"Never","1997","indirect migration background","inadequately","","","","","5"
"Never","1997","indirect migration background","general elemantary","","","","","5"
"Never","1997","indirect migration background","middle vocational","","","","","5"
"Never","1997","indirect migration background","higher education","","","","","5"
"Never","1997","direct migration background","in school","","","","","5"
"Never","1997","direct migration background","inadequately","","","","","5"
"Never","1997","direct migration background","general elemantary","","","","","5"
"Never","1997","direct migration background","middle vocational","","","","","5"
"Never","1997","direct migration background","vocational + Abi","","","","","5"
"Never","1997","direct migration background","higher vocational","","","","","5"
"Never","1997","direct migration background","higher education","","","","","5"
"Never","1997","no migration background","in school","","","","","5"
"Never","1997","no migration background","inadequately","","","","","5"
"Never","1997","no migration background","general elemantary","","","","","5"
"Never","1997","no migration background","middle vocational","","","","","5"
"Never","1997","no migration background","vocational + Abi","","","","","5"
"Never","1997","no migration background","higher vocational","","","","","5"
"Never","1997","no migration background","higher education","","","","","5"
"Rarely","1997","indirect migration background","in school","","","","","4"
"Rarely","1997","indirect migration background","inadequately","","","","","4"
"Rarely","1997","indirect migration background","general elemantary","","","","","4"
"Rarely","1997","indirect migration background","middle vocational","","","","","4"
"Rarely","1997","indirect migration background","vocational + Abi","","","","","4"
"Rarely","1997","indirect migration background","higher vocational","","","","","4"
"Rarely","1997","indirect migration background","higher education","","","","","4"
"Rarely","1997","no migration background","in school","","","","","4"
"Rarely","1997","no migration background","inadequately","","","","","4"
"Rarely","1997","no migration background","general elemantary","","","","","4"
"Rarely","1997","no migration background","middle vocational","","","","","4"
"Rarely","1997","no migration background","vocational + Abi","","","","","4"
"Rarely","1997","no migration background","higher vocational","","","","","4"
"Rarely","1997","no migration background","higher education","","","","","4"
"Rarely","1997","direct migration background","in school","","","","","4"
"Rarely","1997","direct migration background","vocational + Abi","","","","","4"
"Rarely","1997","direct migration background","higher vocational","","","","","4"
"Rarely","1997","direct migration background","higher education","","","","","4"
"Rarely","1997","direct migration background","inadequately","","","","","4"
"Rarely","1997","direct migration background","general elemantary","","","","","4"
"Rarely","1997","direct migration background","middle vocational","","","","","4"
"Daily","1998","indirect migration background","in school","","","","","1"
"Daily","1998","indirect migration background","inadequately","","","","","1"
"Daily","1998","indirect migration background","general elemantary","2","","","","1"
"Daily","1998","indirect migration background","middle vocational","","","","","1"
"Daily","1998","indirect migration background","vocational + Abi","","","","","1"
"Daily","1998","indirect migration background","higher vocational","","","","","1"
"Daily","1998","indirect migration background","higher education","","","","","1"
"Daily","1998","no migration background","general elemantary","2","","","","1"
"Daily","1998","no migration background","middle vocational","1","","","","1"
"Daily","1998","no migration background","vocational + Abi","","","","","1"
"Daily","1998","no migration background","higher vocational","","","","","1"
"Daily","1998","no migration background","higher education","2","","","","1"
"Daily","1998","direct migration background","in school","","","","","1"
"Daily","1998","direct migration background","inadequately","","","","","1"
"Daily","1998","direct migration background","general elemantary","1","","","","1"
"Daily","1998","direct migration background","middle vocational","2","","","","1"
"Daily","1998","direct migration background","vocational + Abi","1","","","","1"
"Daily","1998","direct migration background","higher vocational","","","","","1"
"Daily","1998","direct migration background","higher education","1","","","","1"
"Daily","1998","no migration background","in school","","","","","1"
"Daily","1998","no migration background","inadequately","","","","","1"
"Min 1x per month","1998","indirect migration background","in school","8","","","","3"
"Min 1x per month","1998","indirect migration background","inadequately","1","","","","3"
"Min 1x per month","1998","indirect migration background","general elemantary","45","0.223831945692665","0.165330081910222","0.282333809475107","3"
"Min 1x per month","1998","indirect migration background","middle vocational","54","0.235497243222636","0.177834026563098","0.293160459882173","3"
"Min 1x per month","1998","indirect migration background","vocational + Abi","6","","","","3"
"Min 1x per month","1998","indirect migration background","higher vocational","5","","","","3"
"Min 1x per month","1998","indirect migration background","higher education","11","","","","3"
"Min 1x per month","1998","no migration background","in school","67","0.305273923872882","0.246519070863304","0.36402877688246","3"
"Min 1x per month","1998","no migration background","inadequately","12","","","","3"
"Min 1x per month","1998","no migration background","general elemantary","340","0.202527155814137","0.183372433045154","0.221681878583119","3"
"Min 1x per month","1998","no migration background","middle vocational","1467","0.245077035974905","0.234154162104038","0.255999909845773","3"
"Min 1x per month","1998","no migration background","vocational + Abi","101","0.319252612171745","0.270620743251967","0.367884481091523","3"
"Min 1x per month","1998","no migration background","higher vocational","193","0.275590987943371","0.243634977778813","0.30754699810793","3"
"Min 1x per month","1998","no migration background","higher education","627","0.371951688636795","0.34932625422584","0.39457712304775","3"
"Min 1x per month","1998","direct migration background","in school","6","","","","3"
"Min 1x per month","1998","direct migration background","inadequately","30","0.102924725100422","0.0715796877729518","0.134269762427893","3"
"Min 1x per month","1998","direct migration background","general elemantary","99","0.17145903474093","0.142616504839595","0.200301564642265","3"
"Min 1x per month","1998","direct migration background","middle vocational","147","0.196725370617958","0.169858795673089","0.223591945562827","3"
"Min 1x per month","1998","direct migration background","vocational + Abi","33","0.191842215954082","0.125908435333559","0.257775996574604","3"
"Min 1x per month","1998","direct migration background","higher vocational","14","","","","3"
"Min 1x per month","1998","direct migration background","higher education","64","0.397304146928346","0.327906929360483","0.466701364496209","3"
"Min 1x per week","1998","indirect migration background","middle vocational","14","","","","2"
"Min 1x per week","1998","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1998","indirect migration background","general elemantary","10","","","","2"
"Min 1x per week","1998","indirect migration background","in school","3","","","","2"
"Min 1x per week","1998","indirect migration background","inadequately","2","","","","2"
"Min 1x per week","1998","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1998","indirect migration background","higher education","","","","","2"
"Min 1x per week","1998","direct migration background","in school","1","","","","2"
"Min 1x per week","1998","direct migration background","inadequately","5","","","","2"
"Min 1x per week","1998","no migration background","middle vocational","308","0.0530692926030375","0.0473766352964743","0.0587619499096007","2"
"Min 1x per week","1998","no migration background","vocational + Abi","21","","","","2"
"Min 1x per week","1998","no migration background","higher vocational","34","0.0554591087511539","0.0390900032558657","0.0718282142464421","2"
"Min 1x per week","1998","no migration background","higher education","96","0.0553908512045374","0.0446830024988143","0.0660986999102605","2"
"Min 1x per week","1998","direct migration background","general elemantary","18","","","","2"
"Min 1x per week","1998","direct migration background","middle vocational","27","","","","2"
"Min 1x per week","1998","direct migration background","vocational + Abi","1","","","","2"
"Min 1x per week","1998","direct migration background","higher vocational","2","","","","2"
"Min 1x per week","1998","direct migration background","higher education","12","","","","2"
"Min 1x per week","1998","no migration background","in school","6","","","","2"
"Min 1x per week","1998","no migration background","inadequately","4","","","","2"
"Min 1x per week","1998","no migration background","general elemantary","82","0.0433439364930755","0.0336384261408873","0.0530494468452637","2"
"Never","1998","indirect migration background","higher vocational","2","","","","5"
"Never","1998","indirect migration background","middle vocational","11","","","","5"
"Never","1998","indirect migration background","vocational + Abi","2","","","","5"
"Never","1998","indirect migration background","in school","7","","","","5"
"Never","1998","indirect migration background","inadequately","4","","","","5"
"Never","1998","indirect migration background","general elemantary","25","","","","5"
"Never","1998","indirect migration background","higher education","1","","","","5"
"Never","1998","direct migration background","middle vocational","141","0.177322551423753","0.151509052523067","0.203136050324438","5"
"Never","1998","direct migration background","vocational + Abi","13","","","","5"
"Never","1998","direct migration background","higher vocational","4","","","","5"
"Never","1998","direct migration background","higher education","15","","","","5"
"Never","1998","direct migration background","in school","4","","","","5"
"Never","1998","direct migration background","inadequately","113","0.313240576294635","0.26539565869302","0.36108549389625","5"
"Never","1998","direct migration background","general elemantary","141","0.228820542692426","0.196674952550624","0.260966132834229","5"
"Never","1998","no migration background","in school","9","","","","5"
"Never","1998","no migration background","inadequately","13","","","","5"
"Never","1998","no migration background","general elemantary","292","0.200387837664698","0.181309011002378","0.219466664327017","5"
"Never","1998","no migration background","middle vocational","510","0.0922102764123569","0.0848631657040274","0.0995573871206863","5"
"Never","1998","no migration background","vocational + Abi","10","","","","5"
"Never","1998","no migration background","higher vocational","41","0.0656869525866492","0.0479689856701491","0.0834049195031492","5"
"Never","1998","no migration background","higher education","47","0.0315122424013732","0.0233343036255384","0.039690181177208","5"
"Rarely","1998","indirect migration background","in school","49","0.708322850509088","0.599485610661291","0.817160090356884","4"
"Rarely","1998","indirect migration background","inadequately","9","","","","4"
"Rarely","1998","indirect migration background","general elemantary","113","0.60658879316475","0.53802397317734","0.675153613152161","4"
"Rarely","1998","indirect migration background","middle vocational","129","0.616136860565941","0.550045723363805","0.682227997768076","4"
"Rarely","1998","indirect migration background","vocational + Abi","11","","","","4"
"Rarely","1998","indirect migration background","higher vocational","10","","","","4"
"Rarely","1998","indirect migration background","higher education","12","","","","4"
"Rarely","1998","no migration background","vocational + Abi","221","0.575248352650561","0.523683240564845","0.626813464736278","4"
"Rarely","1998","no migration background","higher vocational","483","0.603262950718826","0.568273846092116","0.638252055345535","4"
"Rarely","1998","no migration background","higher education","981","0.539212136193381","0.515878228352176","0.562546044034586","4"
"Rarely","1998","direct migration background","in school","18","","","","4"
"Rarely","1998","direct migration background","middle vocational","524","0.59545749849826","0.562286575570102","0.628628421426419","4"
"Rarely","1998","direct migration background","vocational + Abi","89","0.709305763513889","0.633269150660785","0.785342376366992","4"
"Rarely","1998","direct migration background","higher vocational","34","0.648886826676579","0.521577784171645","0.776195869181514","4"
"Rarely","1998","direct migration background","higher education","99","0.473973292119918","0.403160414995972","0.544786169243864","4"
"Rarely","1998","no migration background","general elemantary","975","0.553210383671783","0.529514495891346","0.576906271452219","4"
"Rarely","1998","no migration background","middle vocational","3671","0.60943999319076","0.597050782145949","0.62182920423557","4"
"Rarely","1998","direct migration background","inadequately","213","0.569971841068929","0.518901396593794","0.621042285544064","4"
"Rarely","1998","no migration background","in school","154","0.623414969402741","0.561597356739135","0.685232582066347","4"
"Rarely","1998","no migration background","inadequately","35","0.481013747910711","0.358604346166091","0.603423149655332","4"
"Rarely","1998","direct migration background","general elemantary","397","0.571895704753229","0.534031452799411","0.609759956707047","4"
"Daily","1999","indirect migration background","in school","","","","","1"
"Daily","1999","indirect migration background","inadequately","","","","","1"
"Daily","1999","indirect migration background","general elemantary","","","","","1"
"Daily","1999","indirect migration background","middle vocational","","","","","1"
"Daily","1999","indirect migration background","vocational + Abi","","","","","1"
"Daily","1999","indirect migration background","higher vocational","","","","","1"
"Daily","1999","indirect migration background","higher education","","","","","1"
"Daily","1999","no migration background","inadequately","","","","","1"
"Daily","1999","no migration background","general elemantary","","","","","1"
"Daily","1999","no migration background","middle vocational","","","","","1"
"Daily","1999","no migration background","vocational + Abi","","","","","1"
"Daily","1999","no migration background","higher vocational","","","","","1"
"Daily","1999","no migration background","higher education","","","","","1"
"Daily","1999","direct migration background","in school","","","","","1"
"Daily","1999","no migration background","in school","","","","","1"
"Daily","1999","direct migration background","inadequately","","","","","1"
"Daily","1999","direct migration background","general elemantary","","","","","1"
"Daily","1999","direct migration background","middle vocational","","","","","1"
"Daily","1999","direct migration background","vocational + Abi","","","","","1"
"Daily","1999","direct migration background","higher vocational","","","","","1"
"Daily","1999","direct migration background","higher education","","","","","1"
"Min 1x per month","1999","indirect migration background","higher education","","","","","3"
"Min 1x per month","1999","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1999","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1999","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1999","direct migration background","middle vocational","","","","","3"
"Min 1x per month","1999","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1999","indirect migration background","in school","","","","","3"
"Min 1x per month","1999","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1999","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","1999","no migration background","in school","","","","","3"
"Min 1x per month","1999","no migration background","inadequately","","","","","3"
"Min 1x per month","1999","no migration background","general elemantary","","","","","3"
"Min 1x per month","1999","no migration background","middle vocational","","","","","3"
"Min 1x per month","1999","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","1999","no migration background","higher vocational","","","","","3"
"Min 1x per month","1999","no migration background","higher education","","","","","3"
"Min 1x per month","1999","direct migration background","in school","","","","","3"
"Min 1x per month","1999","direct migration background","inadequately","","","","","3"
"Min 1x per month","1999","direct migration background","general elemantary","","","","","3"
"Min 1x per month","1999","direct migration background","higher vocational","","","","","3"
"Min 1x per month","1999","direct migration background","higher education","","","","","3"
"Min 1x per week","1999","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","1999","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","1999","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1999","indirect migration background","in school","","","","","2"
"Min 1x per week","1999","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1999","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1999","indirect migration background","higher education","","","","","2"
"Min 1x per week","1999","direct migration background","in school","","","","","2"
"Min 1x per week","1999","direct migration background","inadequately","","","","","2"
"Min 1x per week","1999","direct migration background","general elemantary","","","","","2"
"Min 1x per week","1999","direct migration background","middle vocational","","","","","2"
"Min 1x per week","1999","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","1999","direct migration background","higher vocational","","","","","2"
"Min 1x per week","1999","direct migration background","higher education","","","","","2"
