"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2009","16-34 y.","inadequately","","","","","","","","","","",""
"2009","16-34 y.","middle vocational","7.01","8","429","4","5","9","10","6.79","7.23","7","8"
"2009","16-34 y.","vocational + Abi","7.26","8","95","2","6","9","10","6.74","7.78","7","8"
"2009","35-65 y.","general elemantary","5.35","6","101","0","4","8","9","4.84","5.86","6","7"
"2009","35-65 y.","higher education","6.69","7","518","3","5","9","9","6.49","6.89","8","8"
"2009","35-65 y.","higher vocational","6.78","7.15","180","3","5","9","10","6.41","7.15","7","8"
"2009","35-65 y.","in school","","","","","","","","","","",""
"2009","35-65 y.","inadequately","","","","","","","","","","",""
"2009","35-65 y.","middle vocational","6.6","7","835","3","5","8","9","6.42","6.78","7","8"
"2009","35-65 y.","vocational + Abi","6.92","8","139","4","5","9","10","6.48","7.36","7","8"
"2009","66 and older","general elemantary","","","","","","","","","","",""
"2009","66 and older","higher education","","","","","","","","","","",""
"2009","66 and older","higher vocational","","","","","","","","","","",""
"2009","66 and older","in school","","","","","","","","","","",""
"2009","66 and older","inadequately","","","","","","","","","","",""
"2009","66 and older","middle vocational","3.94","4","33","0","0","8","9","2.66","5.22","0","5"
"2009","66 and older","vocational + Abi","","","","","","","","","","",""
"2010","16-34 y.","general elemantary","7.14","8","402","2","6","10","10","6.86","7.42","8","8"
"2010","16-34 y.","higher education","7.35","8","392","3","6","9","10","7.08","7.62","7","8"
"2010","16-34 y.","higher vocational","7.72","8","96","5","7","8","10","7.29","8.15","8","8"
"2010","16-34 y.","in school","","","","","","","","","","",""
"2010","16-34 y.","inadequately","7.27","8","90","4","5","10","10","6.77","7.77","7","9"
"2010","16-34 y.","middle vocational","7.08","8","1354","3","6","9","10","6.94","7.22","8","8"
"2010","16-34 y.","vocational + Abi","7.38","8","297","5","6","9","10","7.11","7.65","8","8"
"2010","35-65 y.","general elemantary","6.32","7","260","1","5","9","10","5.98","6.66","7","8"
"2010","35-65 y.","higher education","6.91","8","1253","2","6","9","10","6.77","7.05","8","8"
"2010","35-65 y.","higher vocational","6.92","8","300","5","6","8","9","6.66","7.18","7","8"
"2010","35-65 y.","in school","","","","","","","","","","",""
"2010","35-65 y.","inadequately","6.96","8","65","3","6","9","10","6.35","7.57","7","8"
"2010","35-65 y.","middle vocational","6.56","7","1822","2","5","9","10","6.44","6.68","8","8"
"2010","35-65 y.","vocational + Abi","6.62","7","395","3","5","9","10","6.34","6.9","8","8"
"2010","66 and older","general elemantary","","","","","","","","","","",""
"2010","66 and older","higher education","","","","","","","","","","",""
"2010","66 and older","higher vocational","","","","","","","","","","",""
"2010","66 and older","in school","","","","","","","","","","",""
"2010","66 and older","inadequately","","","","","","","","","","",""
"2010","66 and older","middle vocational","5.02","7","42","0","0","9","10","3.75","6.29","0","7"
"2010","66 and older","vocational + Abi","","","","","","","","","","",""
"2011","16-34 y.","general elemantary","7.17","8","349","4","6","9","10","6.91","7.43","8","8"
"2011","16-34 y.","higher education","6.56","7","355","2","5","8","10","6.31","6.81","8","8"
"2011","16-34 y.","higher vocational","7.08","7","91","4","6","9","10","6.59","7.57","8","9"
"2011","16-34 y.","in school","","","","","","","","","","",""
"2011","16-34 y.","inadequately","7.44","8","83","4","6","9","10","6.96","7.92","8","9"
"2011","16-34 y.","middle vocational","6.99","8","1263","3","5","9","10","6.86","7.12","8","8"
"2011","16-34 y.","vocational + Abi","7.61","8","276","5","7","9","10","7.33","7.89","8","8"
"2011","35-65 y.","general elemantary","7.08","8","261","4","5","9","10","6.79","7.37","8","8"
"2011","35-65 y.","higher education","7.14","8","1409","4","6","9","10","7.02","7.26","8","8"
"2011","35-65 y.","higher vocational","7.08","8","337","4","6","9","10","6.86","7.3","8","8"
"2011","35-65 y.","in school","","","","","","","","","","",""
"2011","35-65 y.","inadequately","7.87","8.09","60","5","7","9","10","7.29","8.45","8","9"
"2011","35-65 y.","middle vocational","7.03","8","2022","4","5","9","10","6.93","7.13","8","8"
"2011","35-65 y.","vocational + Abi","7.37","8","461","4","5","9","10","7.16","7.58","8","8"
"2011","66 and older","general elemantary","","","","","","","","","","",""
"2011","66 and older","higher education","","","","","","","","","","",""
"2011","66 and older","higher vocational","","","","","","","","","","",""
"2011","66 and older","in school","","","","","","","","","","",""
"2011","66 and older","inadequately","","","","","","","","","","",""
"2011","66 and older","middle vocational","4.05","4.08","64","0","0","7","9","3.08","5.02","4","7"
"2011","66 and older","vocational + Abi","","","","","","","","","","",""
"2012","16-34 y.","general elemantary","7.58","8","315","5","7","10","10","7.32","7.84","8","8"
"2012","16-34 y.","higher education","7.24","8","302","3","6","9","10","6.98","7.5","8","8"
"2012","16-34 y.","higher vocational","7.4","8","79","4","7","9","10","6.91","7.89","7","9"
"2012","16-34 y.","in school","","","","","","","","","","",""
"2012","16-34 y.","inadequately","7.45","8","87","5","6","9","10","6.94","7.96","7","8"
"2012","16-34 y.","middle vocational","7.19","8","1120","4","6","9","10","7.05","7.33","8","8"
"2012","16-34 y.","vocational + Abi","7.33","8","241","5","6","9","10","7.05","7.61","8","8"
"2012","35-65 y.","general elemantary","6.87","8","268","3","5","9","10","6.57","7.17","8","8"
"2012","35-65 y.","higher education","7.45","8","1349","4","7","9","10","7.34","7.56","8","8"
"2012","35-65 y.","higher vocational","7.42","8","344","5","6","9","10","7.21","7.63","8","8"
"2012","35-65 y.","in school","","","","","","","","","","",""
"2012","35-65 y.","inadequately","7.04","8","66","0","6","10","10","6.31","7.77","6","9"
"2012","35-65 y.","middle vocational","7.01","8","1950","4","5","9","10","6.91","7.11","8","8"
"2012","35-65 y.","vocational + Abi","7.5","8","461","5","7","9","10","7.31","7.69","8","8"
"2012","66 and older","general elemantary","","","","","","","","","","",""
"2012","66 and older","higher education","","","","","","","","","","",""
"2012","66 and older","higher vocational","","","","","","","","","","",""
"2012","66 and older","in school","","","","","","","","","","",""
"2012","66 and older","inadequately","","","","","","","","","","",""
"2012","66 and older","middle vocational","5.07","4.95","45","0","0","9","10","3.92","6.22","4","8"
"2012","66 and older","vocational + Abi","","","","","","","","","","",""
"2013","16-34 y.","general elemantary","7.17","8","263","5","5","9","10","6.89","7.45","8","8"
"2013","16-34 y.","higher education","6.89","8","261","2","5","9","10","6.59","7.19","8","8"
"2013","16-34 y.","higher vocational","7.29","8","62","5","6","8","9","6.77","7.81","8","9"
"2013","16-34 y.","in school","","","","","","","","","","",""
"2013","16-34 y.","inadequately","6.9","8","71","0","6","9","10","6.21","7.59","8","9"
"2013","16-34 y.","middle vocational","6.71","8","946","2","5","9","10","6.56","6.86","8","8"
"2013","16-34 y.","vocational + Abi","7.07","8","181","2","6","9","10","6.76","7.38","8","9"
"2013","35-65 y.","general elemantary","7.19","8","243","4","5","9","10","6.91","7.47","8","8"
"2013","35-65 y.","higher education","7.51","8","1261","5","7","9","10","7.4","7.62","8","8"
"2013","35-65 y.","higher vocational","6.96","7","307","4","5","9","10","6.71","7.21","8","8"
"2013","35-65 y.","in school","","","","","","","","","","",""
"2013","35-65 y.","inadequately","7.07","7","61","4","6","9","10","6.46","7.68","7","9"
"2013","35-65 y.","middle vocational","7.22","8","1853","5","6","9","10","7.12","7.32","8","8"
"2013","35-65 y.","vocational + Abi","7.91","8","447","6","7","9","10","7.72","8.1","8","9"
"2013","66 and older","general elemantary","","","","","","","","","","",""
"2013","66 and older","higher education","","","","","","","","","","",""
"2013","66 and older","higher vocational","","","","","","","","","","",""
"2013","66 and older","in school","","","","","","","","","","",""
"2013","66 and older","inadequately","","","","","","","","","","",""
"2013","66 and older","middle vocational","4.6","5","37","0","0","8","10","3.32","5.88","4","8"
"2013","66 and older","vocational + Abi","","","","","","","","","","",""
"2014","16-34 y.","general elemantary","7.2","8","362","5","5","9","10","6.95","7.45","8","8"
"2014","16-34 y.","higher education","7.51","8","277","3","7","9","10","7.26","7.76","8","8"
"2014","16-34 y.","higher vocational","6.74","7","58","5","5","8","9","6.18","7.3","8","8"
"2014","16-34 y.","in school","","","","","","","","","","",""
"2014","16-34 y.","inadequately","7.08","8","76","3","6","9","10","6.47","7.69","7","8"
"2014","16-34 y.","middle vocational","7.07","8","869","3","6","9","10","6.92","7.22","8","8"
"2014","16-34 y.","vocational + Abi","7.48","8","188","3","6","9","10","7.15","7.81","8","8"
"2014","35-65 y.","general elemantary","7.38","8","313","3","7","9","10","7.1","7.66","8","8"
"2014","35-65 y.","higher education","7.37","8","1322","4","6","9","10","7.26","7.48","8","8"
"2014","35-65 y.","higher vocational","7.04","8","298","4","6","9","9","6.8","7.28","8","8"
"2014","35-65 y.","in school","","","","","","","","","","",""
"2014","35-65 y.","inadequately","6.43","7","94","0","6","8","9","5.93","6.93","7","8"
"2014","35-65 y.","middle vocational","7.08","8","1825","4","6","9","10","6.98","7.18","8","8"
"2014","35-65 y.","vocational + Abi","7.42","8","480","5","6","9","10","7.23","7.61","8","8"
"2014","66 and older","general elemantary","","","","","","","","","","",""
"2014","66 and older","higher education","","","","","","","","","","",""
"2014","66 and older","higher vocational","","","","","","","","","","",""
"2014","66 and older","in school","","","","","","","","","","",""
"2014","66 and older","inadequately","","","","","","","","","","",""
"2014","66 and older","middle vocational","4.44","2.96","48","0","0","8","10","3.31","5.57","5","8"
"2014","66 and older","vocational + Abi","","","","","","","","","","",""
"2015","16-34 y.","general elemantary","7.62","8","278","4","6","10","10","7.34","7.9","8","8"
"2015","16-34 y.","higher education","7.71","8","219","5","7","9","10","7.45","7.97","8","8"
"2015","16-34 y.","higher vocational","7.61","8","45","6","7","9","10","7.01","8.21","7","8"
"2015","16-34 y.","in school","","","","","","","","","","",""
"2015","16-34 y.","inadequately","6.71","7","67","5","5","8","9","6.15","7.27","7","8"
"2015","16-34 y.","middle vocational","7.28","8","634","4","7","9","10","7.11","7.45","8","8"
"2015","16-34 y.","vocational + Abi","7.49","8","148","5","7","9","10","7.16","7.82","8","8"
"2015","35-65 y.","general elemantary","7.19","8","262","4","5","9","10","6.88","7.5","8","8"
"2015","35-65 y.","higher education","7.41","8","1122","5","7","9","10","7.3","7.52","8","8"
"2015","35-65 y.","higher vocational","7.2","8","263","4","6","9","10","6.95","7.45","8","8"
"2015","35-65 y.","in school","","","","","","","","","","",""
"2015","35-65 y.","inadequately","6.59","7","89","3","5","8","9","6.02","7.16","7","8"
"2015","35-65 y.","middle vocational","7.14","8","1562","4","6","9","10","7.03","7.25","8","8"
"2015","35-65 y.","vocational + Abi","7.85","8","415","5","7","9","10","7.65","8.05","8","8"
"2015","66 and older","general elemantary","","","","","","","","","","",""
"2015","66 and older","higher education","","","","","","","","","","",""
"2015","66 and older","higher vocational","","","","","","","","","","",""
"2015","66 and older","in school","","","","","","","","","","",""
"2015","66 and older","inadequately","","","","","","","","","","",""
"2015","66 and older","middle vocational","6.11","8","51","0","3","9","10","5.1","7.12","6","8"
"2015","66 and older","vocational + Abi","","","","","","","","","","",""
"2016","16-34 y.","general elemantary","7.47","8","248","5","6","9","10","7.14","7.8","8","8"
"2016","16-34 y.","higher education","8.05","8","247","6","7","9","10","7.8","8.3","8","9"
"2016","16-34 y.","higher vocational","7.78","8","37","4","7","9","10","6.99","8.57","7","9"
"2016","16-34 y.","in school","","","","","","","","","","",""
"2016","16-34 y.","inadequately","6.46","6.56","62","3","6","8","9","5.8","7.12","7","8"
"2016","16-34 y.","middle vocational","7.1","8","561","3","6","9","10","6.91","7.29","8","8"
"2016","16-34 y.","vocational + Abi","7.31","8","156","4","7","8","10","6.99","7.63","8","8"
"2016","35-65 y.","general elemantary","7.35","8","232","4","6","9","10","7.06","7.64","8","8"
"2016","35-65 y.","higher education","7.5","8","1049","5","6","9","10","7.38","7.62","8","8"
"2016","35-65 y.","higher vocational","7.54","8","221","5","7","9","10","7.28","7.8","8","8"
"2016","35-65 y.","in school","","","","","","","","","","",""
"2016","35-65 y.","inadequately","6.73","7","77","4","6","8","10","6.18","7.28","7","8"
"2016","35-65 y.","middle vocational","7.22","8","1388","4","6","9","10","7.11","7.33","8","8"
"2016","35-65 y.","vocational + Abi","7.89","8","404","6","7","9","10","7.69","8.09","8","8"
"2016","66 and older","general elemantary","","","","","","","","","","",""
"2016","66 and older","higher education","","","","","","","","","","",""
"2016","66 and older","higher vocational","","","","","","","","","","",""
"2016","66 and older","in school","","","","","","","","","","",""
"2016","66 and older","inadequately","","","","","","","","","","",""
"2016","66 and older","middle vocational","5.92","7","40","0","4","8","10","4.82","7.02","5","8"
"2016","66 and older","vocational + Abi","","","","","","","","","","",""
"2017","16-34 y.","general elemantary","7.57","8","243","4","6","10","10","7.26","7.88","8","8"
"2017","16-34 y.","higher education","7.5","8","211","4","6","9","10","7.22","7.78","8","8"
"2017","16-34 y.","higher vocational","6.44","7","37","1","5","8","10","5.49","7.39","7","8"
"2017","16-34 y.","in school","","","","","","","","","","",""
"2017","16-34 y.","inadequately","7.37","8","57","1","6","10","10","6.67","8.07","7","8"
"2017","16-34 y.","middle vocational","7.23","8","504","4","6","9","10","7.02","7.44","8","8"
"2017","16-34 y.","vocational + Abi","7.61","8","139","5","7","9","10","7.27","7.95","8","8"
"2017","35-65 y.","general elemantary","7.23","8","213","3","6","9","10","6.92","7.54","8","8"
"2017","35-65 y.","higher education","7.57","8","1060","5","7","9","10","7.45","7.69","8","8"
"2017","35-65 y.","higher vocational","7.17","7","194","5","6","8","9","6.87","7.47","7","8"
"2017","35-65 y.","in school","","","","","","","","","","",""
"2017","35-65 y.","inadequately","7.78","8","74","5","6","9","10","7.27","8.29","8","9"
"2017","35-65 y.","middle vocational","6.97","8","1200","4","6","9","10","6.84","7.1","8","8"
"2017","35-65 y.","vocational + Abi","7.84","8","380","5","7","9","10","7.63","8.05","8","8"
"2017","66 and older","general elemantary","","","","","","","","","","",""
"2017","66 and older","higher education","","","","","","","","","","",""
"2017","66 and older","higher vocational","","","","","","","","","","",""
"2017","66 and older","in school","","","","","","","","","","",""
"2017","66 and older","inadequately","","","","","","","","","","",""
"2017","66 and older","middle vocational","6.73","8","42","0","5","10","10","5.7","7.76","7","9"
"2017","66 and older","vocational + Abi","","","","","","","","","","",""
"2018","16-34 y.","general elemantary","6.71","7","235","2","5","9","10","6.38","7.04","7","8"
"2018","16-34 y.","higher education","7.47","8","223","5","6","9","10","7.18","7.76","8","8"
"2018","16-34 y.","higher vocational","","","","","","","","","","",""
"2018","16-34 y.","in school","","","","","","","","","","",""
"2018","16-34 y.","inadequately","5.94","6.2","64","2","2","9","10","5.21","6.67","6","8"
"2018","16-34 y.","middle vocational","6.98","8","449","4","6","9","10","6.77","7.19","8","8"
"2018","16-34 y.","vocational + Abi","7.37","8","121","4","6","9","10","6.96","7.78","7","8"
"2018","35-65 y.","general elemantary","7.24","8","214","4","6","9","10","6.92","7.56","8","8"
"2018","35-65 y.","higher education","7.36","8","971","4","6","9","10","7.23","7.49","8","8"
"2018","35-65 y.","higher vocational","6.96","8","180","3","6","8","9","6.62","7.3","8","8"
"2018","35-65 y.","in school","","","","","","","","","","",""
"2018","35-65 y.","inadequately","7.61","8","83","5","6","10","10","7.1","8.12","7","8"
"2018","35-65 y.","middle vocational","7","7","1134","4","6","9","10","6.87","7.13","8","8"
"2018","35-65 y.","vocational + Abi","7.36","8","342","5","6","9","9","7.14","7.58","8","8"
"2018","66 and older","general elemantary","","","","","","","","","","",""
"2018","66 and older","higher education","","","","","","","","","","",""
"2018","66 and older","higher vocational","","","","","","","","","","",""
"2018","66 and older","in school","","","","","","","","","","",""
"2018","66 and older","inadequately","","","","","","","","","","",""
"2018","66 and older","middle vocational","6.61","9","40","0","1","10","10","5.36","7.86","6","9"
"2018","66 and older","vocational + Abi","","","","","","","","","","",""
"2019","16-34 y.","general elemantary","6.21","7","175","0","4","9","10","5.78","6.64","8","8"
"2019","16-34 y.","higher education","6.97","8","232","3","6","9","10","6.65","7.29","8","8"
"2019","16-34 y.","higher vocational","","","","","","","","","","",""
"2019","16-34 y.","in school","","","","","","","","","","",""
"2019","16-34 y.","inadequately","6.43","7.98","43","1","5","9","10","5.5","7.36","6","9"
"2019","16-34 y.","middle vocational","7.32","8","392","5","6","9","10","7.09","7.55","8","8"
"2019","16-34 y.","vocational + Abi","7.17","8","99","5","6","9","9","6.74","7.6","7","8"
"2019","35-65 y.","general elemantary","7.02","7","168","4","5","9","10","6.71","7.33","7","8"
"2019","35-65 y.","higher education","7.58","8","1037","5","7","9","10","7.46","7.7","8","8"
"2019","35-65 y.","higher vocational","7.94","8","208","5","7","9","10","7.66","8.22","8","8"
"2019","35-65 y.","in school","","","","","","","","","","",""
"2019","35-65 y.","inadequately","7.59","8","69","4","7","9","10","7.06","8.12","8","9"
"2019","35-65 y.","middle vocational","7.26","8","1024","5","6","9","10","7.12","7.4","8","8"
"2019","35-65 y.","vocational + Abi","7.64","8","358","5","7","9","10","7.44","7.84","8","8"
"2019","66 and older","general elemantary","","","","","","","","","","",""
"2019","66 and older","higher education","","","","","","","","","","",""
"2019","66 and older","higher vocational","","","","","","","","","","",""
"2019","66 and older","in school","","","","","","","","","","",""
"2019","66 and older","inadequately","","","","","","","","","","",""
"2019","66 and older","middle vocational","6.66","7","55","0","7","9","10","5.69","7.63","7","9"
"2019","66 and older","vocational + Abi","","","","","","","","","","",""
