"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2016","lower secondary degree","Ostdeutschland, neue Bundeslaender","7.01","8","104","0","5","10","10","6.52","7.5","8","8"
"2016","lower secondary degree","Westdeutschland, alte Bundeslaender","6.93","8","715","4","5","9","10","6.75","7.11","8","8"
"2016","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.66","7","139","3","6","8","10","6.28","7.04","8","8"
"2016","Other degree","Ostdeutschland, neue Bundeslaender","7.88","8","92","6","7","9","10","7.5","8.26","8","9"
"2016","Other degree","Westdeutschland, alte Bundeslaender","7.46","8","859","5","6","9","10","7.32","7.6","8","8"
"2016","secondary school degree","Ostdeutschland, neue Bundeslaender","7.22","8","427","4","7","9","9","7.01","7.43","8","8"
"2016","secondary school degree","Westdeutschland, alte Bundeslaender","7.18","8","866","5","6","9","9","7.04","7.32","8","8"
"2017","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.78","8","325","5","7","9","10","7.56","8","8","8"
"2017","college entrance qualification","Westdeutschland, alte Bundeslaender","7.65","8","1114","5","7","9","10","7.53","7.77","8","8"
"2017","lower secondary degree","Ostdeutschland, neue Bundeslaender","7.5","8","109","5","6","10","10","6.98","8.02","7","8"
"2017","lower secondary degree","Westdeutschland, alte Bundeslaender","7","8","631","4","6","9","10","6.8","7.2","7","8"
"2017","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","no degree/no degree yet","Westdeutschland, alte Bundeslaender","7.57","8","133","5","6","10","10","7.17","7.97","8","9"
"2017","Other degree","Ostdeutschland, neue Bundeslaender","7.46","8","84","5","6","9","10","7.03","7.89","8","8"
"2017","Other degree","Westdeutschland, alte Bundeslaender","7.42","8","726","4","6","9","10","7.26","7.58","8","8"
"2017","secondary school degree","Ostdeutschland, neue Bundeslaender","7.17","8","381","5","6","9","10","6.95","7.39","8","8"
"2017","secondary school degree","Westdeutschland, alte Bundeslaender","6.89","8","807","3","5","9","10","6.73","7.05","8","8"
"2018","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.75","8","291","5","7","9","10","7.53","7.97","8","8"
"2018","college entrance qualification","Westdeutschland, alte Bundeslaender","7.3","8","1035","5","6","9","10","7.17","7.43","8","8"
"2018","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.88","8","117","3","6","9","10","6.41","7.35","8","8"
"2018","lower secondary degree","Westdeutschland, alte Bundeslaender","6.93","8","543","2","6","9","10","6.71","7.15","8","8"
"2018","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","6.81","7","32","5","5","9","10","5.9","7.72","6","8"
"2018","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.92","7","140","2","5","9","10","6.48","7.36","7","8"
"2018","Other degree","Ostdeutschland, neue Bundeslaender","6.38","7","64","2","5","8","9","5.79","6.97","7","8"
"2018","Other degree","Westdeutschland, alte Bundeslaender","7.25","8","665","4","6","9","10","7.08","7.42","8","8"
"2018","secondary school degree","Ostdeutschland, neue Bundeslaender","7.02","8","364","4","6","8","9","6.8","7.24","8","8"
"2018","secondary school degree","Westdeutschland, alte Bundeslaender","6.88","7","786","3","5","9","10","6.72","7.04","8","8"
"2019","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.8","8","324","5","7","9","10","7.58","8.02","8","8"
"2019","college entrance qualification","Westdeutschland, alte Bundeslaender","7.45","8","1141","5","7","9","10","7.33","7.57","8","8"
"2019","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.99","7","99","5","6","9","10","6.54","7.44","7","8"
"2019","lower secondary degree","Westdeutschland, alte Bundeslaender","6.87","8","494","2","5","9","10","6.63","7.11","8","8"
"2019","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","no degree/no degree yet","Westdeutschland, alte Bundeslaender","7.05","8","109","1","6","9","10","6.51","7.59","7","8"
"2019","Other degree","Ostdeutschland, neue Bundeslaender","8.15","8","54","6","7","10","10","7.68","8.62","8","9"
"2019","Other degree","Westdeutschland, alte Bundeslaender","7.11","8","543","4","6","9","10","6.93","7.29","8","8"
"2019","secondary school degree","Ostdeutschland, neue Bundeslaender","7.44","8","356","5","7","9","10","7.22","7.66","8","8"
"2019","secondary school degree","Westdeutschland, alte Bundeslaender","7.14","8","708","4","6","9","10","6.97","7.31","8","8"
