"pgoeffd","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"No","2017","Other degree","West Germany","1934","0.844243415971485","0.829114633704294","0.859372198238675"
"No","2017","Other degree","East Germany","183","0.775339170307087","0.720683701519146","0.829994639095028"
"No","2017","no degree/no degree yet","West Germany","411","0.881319204178971","0.851602596246399","0.911035812111544"
"No","2017","no degree/no degree yet","East Germany","48","0.934813294804067","0.867063972023445","1.00256261758469"
"Yes","2018","lower secondary degree","West Germany","376","0.182186277497636","0.166038384734984","0.198334170260288"
"Yes","2018","lower secondary degree","East Germany","29","","",""
"Yes","2018","secondary school degree","West Germany","791","0.238359128851351","0.223314091954084","0.253404165748618"
"Yes","2018","secondary school degree","East Germany","298","0.20285094482527","0.182582030791792","0.223119858858749"
"Yes","2018","college entrance qualification","West Germany","1504","0.360300523048778","0.345565700011902","0.375035346085655"
"Yes","2018","college entrance qualification","East Germany","305","0.363297834532908","0.331302415930108","0.395293253135709"
"Yes","2018","Other degree","West Germany","312","0.182042771094366","0.165829499346963","0.198256042841769"
"Yes","2018","Other degree","East Germany","50","0.240498262850687","0.188648330392773","0.2923481953086"
"Yes","2018","no degree/no degree yet","West Germany","34","0.0902999510494766","0.064579311217639","0.116020590881314"
"Yes","2018","no degree/no degree yet","East Germany","5","","",""
"No","2018","lower secondary degree","West Germany","1819","0.817813722502364","0.801665829739712","0.833961615265016"
"No","2018","lower secondary degree","East Germany","211","0.820989987458444","0.772489057933799","0.869490916983089"
"No","2018","secondary school degree","West Germany","2290","0.761640871148649","0.746595834251382","0.776685908045916"
"No","2018","secondary school degree","East Germany","1214","0.79714905517473","0.776880141141251","0.817417969208208"
"No","2018","college entrance qualification","West Germany","2574","0.639699476951222","0.624964653914345","0.654434299988098"
"No","2018","college entrance qualification","East Germany","563","0.636702165467092","0.604706746864291","0.668697584069892"
"No","2018","Other degree","West Germany","1864","0.817957228905634","0.801743957158231","0.834170500653037"
"No","2018","Other degree","East Germany","211","0.759501737149313","0.7076518046914","0.811351669607227"
"No","2018","no degree/no degree yet","West Germany","443","0.909700048950523","0.883979409118686","0.935420688782361"
"No","2018","no degree/no degree yet","East Germany","53","0.962505423989551","0.913615438260444","1.01139540971866"
"Yes","2019","lower secondary degree","West Germany","334","0.176211206565287","0.159403857527548","0.193018555603025"
"Yes","2019","lower secondary degree","East Germany","26","","",""
"Yes","2019","secondary school degree","West Germany","777","0.24868528999999","0.233261310815788","0.264109269184192"
"Yes","2019","secondary school degree","East Germany","281","0.211536140189163","0.190287062859902","0.232785217518423"
"Yes","2019","college entrance qualification","West Germany","1460","0.359949710583091","0.345355166238269","0.374544254927913"
"Yes","2019","college entrance qualification","East Germany","320","0.37904883426121","0.347139487453496","0.410958181068924"
"Yes","2019","Other degree","West Germany","272","0.171775967281731","0.154961338663918","0.188590595899543"
"Yes","2019","Other degree","East Germany","38","0.211594913300142","0.157867129832363","0.265322696767921"
"Yes","2019","no degree/no degree yet","West Germany","38","0.155626259119322","0.124994936345423","0.186257581893222"
"Yes","2019","no degree/no degree yet","East Germany","","","",""
"No","2019","lower secondary degree","West Germany","1640","0.823788793434713","0.806981444396975","0.840596142472452"
"No","2019","lower secondary degree","East Germany","198","0.875758001251519","0.832561322807946","0.918954679695093"
"No","2019","secondary school degree","West Germany","2240","0.75131471000001","0.735890730815808","0.766738689184212"
"No","2019","secondary school degree","East Germany","1138","0.788463859810837","0.767214782481577","0.809712937140098"
"No","2019","college entrance qualification","West Germany","2695","0.640050289416909","0.625455745072087","0.654644833761731"
"No","2019","college entrance qualification","East Germany","568","0.62095116573879","0.589041818931076","0.652860512546504"
"No","2019","Other degree","West Germany","1661","0.828224032718269","0.811409404100457","0.845038661336082"
"No","2019","Other degree","East Germany","184","0.788405086699858","0.734677303232079","0.842132870167637"
"No","2019","no degree/no degree yet","West Germany","500","0.844373740880678","0.813742418106778","0.875005063654577"
"No","2019","no degree/no degree yet","East Germany","65","1","1","1"
