"pgoeffd","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"No","1995","Not Working","no degree/no degree yet","8","","",""
"Yes","1996","Full Time","lower secondary degree","347","0.208355524172296","0.189609126301815","0.227101922042777"
"Yes","1996","Full Time","secondary school degree","592","0.317885998419214","0.296914846540188","0.33885715029824"
"Yes","1996","Full Time","college entrance qualification","351","0.365220222595401","0.33521209519291","0.395228349997892"
"Yes","1996","Full Time","Other degree","49","0.151459116358371","0.117885731328431","0.185032501388311"
"Yes","1996","Full Time","no degree/no degree yet","17","","",""
"Yes","1996","Part Time","lower secondary degree","134","0.197669731767551","0.167825066323501","0.227514397211602"
"Yes","1996","Part Time","secondary school degree","163","0.280498405575221","0.243455508414604","0.317541302735838"
"Yes","1996","Part Time","college entrance qualification","136","0.435478153480408","0.38132251028134","0.489633796679476"
"Yes","1996","Part Time","Other degree","30","0.181726763526697","0.126008471020843","0.237445056032551"
"Yes","1996","Part Time","no degree/no degree yet","22","","",""
"Yes","1996","Not Working","lower secondary degree","9","","",""
"Yes","1996","Not Working","secondary school degree","7","","",""
"Yes","1996","Not Working","college entrance qualification","6","","",""
"Yes","1996","Not Working","Other degree","1","","",""
"Yes","1996","Not Working","no degree/no degree yet","1","","",""
"No","1996","Full Time","lower secondary degree","1456","0.791644475827704","0.772898077957223","0.810390873698185"
"No","1996","Full Time","secondary school degree","1302","0.682114001580786","0.66114284970176","0.703085153459812"
"No","1996","Full Time","college entrance qualification","638","0.634779777404599","0.604771650002108","0.66478790480709"
"No","1996","Full Time","Other degree","389","0.848540883641629","0.814967498611689","0.882114268671569"
"No","1996","Full Time","no degree/no degree yet","125","0.841617358599482","0.781567076521002","0.901667640677962"
"No","1996","Part Time","lower secondary degree","550","0.802330268232449","0.772485602788398","0.832174933676499"
"No","1996","Part Time","secondary school degree","402","0.719501594424779","0.682458697264163","0.756544491585396"
"No","1996","Part Time","college entrance qualification","186","0.564521846519592","0.510366203320524","0.61867748971866"
"No","1996","Part Time","Other degree","154","0.818273236473303","0.762554943967449","0.873991528979157"
"No","1996","Part Time","no degree/no degree yet","71","0.715351834593019","0.62364099719923","0.807062671986808"
"No","1996","Not Working","lower secondary degree","37","0.78366195903113","0.664674824945512","0.902649093116748"
"No","1996","Not Working","secondary school degree","28","","",""
"No","1996","Not Working","college entrance qualification","17","","",""
"No","1996","Not Working","Other degree","11","","",""
"No","1996","Not Working","no degree/no degree yet","4","","",""
"Yes","1997","Full Time","lower secondary degree","307","0.191024544633269","0.172580225224671","0.209468864041867"
"Yes","1997","Full Time","secondary school degree","569","0.309981119709484","0.289047440564261","0.330914798854707"
"Yes","1997","Full Time","college entrance qualification","383","0.372200827110656","0.342906651190581","0.40149500303073"
"Yes","1997","Full Time","Other degree","48","0.176890697175214","0.139590054349035","0.214191340001393"
"Yes","1997","Full Time","no degree/no degree yet","19","","",""
"Yes","1997","Part Time","lower secondary degree","135","0.204788074017478","0.174457026614522","0.235119121420435"
"Yes","1997","Part Time","secondary school degree","173","0.289074634515809","0.252085243435072","0.326064025596545"
"Yes","1997","Part Time","college entrance qualification","140","0.389118734748863","0.336112630765409","0.442124838732316"
"Yes","1997","Part Time","Other degree","28","","",""
"Yes","1997","Part Time","no degree/no degree yet","18","","",""
"Yes","1997","Not Working","lower secondary degree","4","","",""
"Yes","1997","Not Working","secondary school degree","11","","",""
"Yes","1997","Not Working","college entrance qualification","6","","",""
"Yes","1997","Not Working","Other degree","1","","",""
"Yes","1997","Not Working","no degree/no degree yet","1","","",""
"No","1997","Full Time","lower secondary degree","1438","0.808975455366731","0.790531135958133","0.827419774775328"
"No","1997","Full Time","secondary school degree","1306","0.690018880290516","0.669085201145293","0.710952559435739"
"No","1997","Full Time","college entrance qualification","663","0.627799172889344","0.59850499696927","0.657093348809419"
"No","1997","Full Time","Other degree","354","0.823109302824786","0.785808659998607","0.860409945650965"
"No","1997","Full Time","no degree/no degree yet","109","0.80902361627177","0.74092888057249","0.877118351971049"
"No","1997","Part Time","lower secondary degree","545","0.795211925982522","0.764880878579565","0.825542973385478"
"No","1997","Part Time","secondary school degree","404","0.710925365484191","0.673935974403455","0.747914756564928"
"No","1997","Part Time","college entrance qualification","185","0.610881265251137","0.557875161267684","0.663887369234591"
"No","1997","Part Time","Other degree","135","0.794093606481947","0.732017416374961","0.856169796588933"
"No","1997","Part Time","no degree/no degree yet","68","0.839264767805259","0.76163935865054","0.916890176959978"
"No","1997","Not Working","lower secondary degree","22","","",""
"No","1997","Not Working","secondary school degree","41","0.837432493708466","0.737146981903582","0.937718005513349"
"No","1997","Not Working","college entrance qualification","14","","",""
"No","1997","Not Working","Other degree","9","","",""
"No","1997","Not Working","no degree/no degree yet","5","","",""
"Yes","1998","Full Time","lower secondary degree","327","0.203122559404099","0.184598172612837","0.221646946195362"
"Yes","1998","Full Time","secondary school degree","598","0.307353593590145","0.287187722063916","0.327519465116373"
"Yes","1998","Full Time","college entrance qualification","400","0.37054870453291","0.342538340406881","0.398559068658938"
"Yes","1998","Full Time","Other degree","58","0.200406720133335","0.160052133871343","0.240761306395326"
"Yes","1998","Full Time","no degree/no degree yet","15","","",""
"Yes","1998","Part Time","lower secondary degree","129","0.178325616327754","0.150930433695807","0.2057207989597"
"Yes","1998","Part Time","secondary school degree","217","0.289980803054697","0.256124212979049","0.323837393130344"
"Yes","1998","Part Time","college entrance qualification","154","0.344657063589172","0.297489473166787","0.391824654011558"
"Yes","1998","Part Time","Other degree","28","","",""
"Yes","1998","Part Time","no degree/no degree yet","14","","",""
"Yes","1998","Not Working","lower secondary degree","9","","",""
"Yes","1998","Not Working","secondary school degree","9","","",""
"Yes","1998","Not Working","college entrance qualification","11","","",""
"Yes","1998","Not Working","Other degree","4","","",""
"Yes","1998","Not Working","no degree/no degree yet","","","",""
"No","1998","Full Time","lower secondary degree","1485","0.796877440595901","0.778353053804638","0.815401827387163"
"No","1998","Full Time","secondary school degree","1413","0.692646406409855","0.672480534883627","0.712812277936084"
"No","1998","Full Time","college entrance qualification","742","0.62945129546709","0.601440931341062","0.657461659593119"
"No","1998","Full Time","Other degree","320","0.799593279866665","0.759238693604674","0.839947866128657"
"No","1998","Full Time","no degree/no degree yet","106","0.859371591574692","0.797429989598936","0.921313193550448"
"No","1998","Part Time","lower secondary degree","621","0.821674383672246","0.7942792010403","0.849069566304193"
"No","1998","Part Time","secondary school degree","473","0.710019196945303","0.676162606869655","0.743875787020951"
"No","1998","Part Time","college entrance qualification","236","0.655342936410828","0.608175345988442","0.702510526833213"
"No","1998","Part Time","Other degree","154","0.851523142175229","0.799864854219679","0.90318143013078"
"No","1998","Part Time","no degree/no degree yet","70","0.843462393688521","0.765757091397141","0.921167695979902"
"No","1998","Not Working","lower secondary degree","30","0.740280416475857","0.602665260498786","0.877895572452928"
"No","1998","Not Working","secondary school degree","30","0.737653096854692","0.599589290184316","0.875716903525069"
"No","1998","Not Working","college entrance qualification","19","","",""
"No","1998","Not Working","Other degree","8","","",""
"No","1998","Not Working","no degree/no degree yet","4","","",""
"Yes","1999","Full Time","lower secondary degree","306","0.201769797505155","0.182703758803148","0.220835836207161"
"Yes","1999","Full Time","secondary school degree","563","0.304841734977041","0.284137238825166","0.325546231128915"
"Yes","1999","Full Time","college entrance qualification","400","0.364997109817867","0.336852353088314","0.39314186654742"
"Yes","1999","Full Time","Other degree","51","0.168665011387955","0.130664083189948","0.206665939585963"
"Yes","1999","Full Time","no degree/no degree yet","9","","",""
"Yes","1999","Part Time","lower secondary degree","114","0.163914704488181","0.135945841647597","0.191883567328765"
"Yes","1999","Part Time","secondary school degree","180","0.264413819102429","0.231069464957454","0.297758173247404"
"Yes","1999","Part Time","college entrance qualification","141","0.340775786250846","0.293492747641172","0.388058824860519"
"Yes","1999","Part Time","Other degree","27","","",""
"Yes","1999","Part Time","no degree/no degree yet","15","","",""
"Yes","1999","Not Working","lower secondary degree","3","","",""
"Yes","1999","Not Working","secondary school degree","5","","",""
"Yes","1999","Not Working","college entrance qualification","10","","",""
"Yes","1999","Not Working","Other degree","1","","",""
"Yes","1999","Not Working","no degree/no degree yet","1","","",""
"No","1999","Full Time","lower secondary degree","1396","0.798230202494845","0.779164163792839","0.817296241196852"
"No","1999","Full Time","secondary school degree","1336","0.695158265022959","0.674453768871085","0.715862761174834"
"No","1999","Full Time","college entrance qualification","724","0.635002890182133","0.60685813345258","0.663147646911686"
"No","1999","Full Time","Other degree","322","0.831334988612045","0.793334060414037","0.869335916810052"
"No","1999","Full Time","no degree/no degree yet","105","0.882724051274958","0.823661442902459","0.941786659647457"
"No","1999","Part Time","lower secondary degree","559","0.836085295511819","0.808116432671235","0.864054158352404"
"No","1999","Part Time","secondary school degree","492","0.735586180897571","0.702241826752596","0.768930535042546"
"No","1999","Part Time","college entrance qualification","245","0.659224213749154","0.611941175139481","0.706507252358828"
"No","1999","Part Time","Other degree","88","0.731007559691005","0.649961828948564","0.812053290433447"
"No","1999","Part Time","no degree/no degree yet","70","0.826366283889252","0.745839203597901","0.906893364180604"
"No","1999","Not Working","lower secondary degree","32","0.881803976896225","0.774848869647488","0.988759084144963"
"No","1999","Not Working","secondary school degree","21","","",""
"No","1999","Not Working","college entrance qualification","14","","",""
"No","1999","Not Working","Other degree","4","","",""
"No","1999","Not Working","no degree/no degree yet","4","","",""
"Yes","2000","Full Time","lower secondary degree","519","0.173619916703194","0.160279568025169","0.186960265381218"
"Yes","2000","Full Time","secondary school degree","911","0.256532835964937","0.242160747755363","0.27090492417451"
"Yes","2000","Full Time","college entrance qualification","817","0.323647383244368","0.305064151384116","0.342230615104619"
"Yes","2000","Full Time","Other degree","74","0.154143159206596","0.123687937040439","0.184598381372753"
"Yes","2000","Full Time","no degree/no degree yet","11","","",""
"Yes","2000","Part Time","lower secondary degree","247","0.17093576610248","0.150787194480897","0.191084337724062"
"Yes","2000","Part Time","secondary school degree","315","0.23615715432544","0.212752329801351","0.259561978849528"
"Yes","2000","Part Time","college entrance qualification","308","0.347690349737503","0.315271765408694","0.380108934066312"
"Yes","2000","Part Time","Other degree","59","0.226856778777364","0.178655900816175","0.275057656738554"
"Yes","2000","Part Time","no degree/no degree yet","10","","",""
"Yes","2000","Not Working","lower secondary degree","17","","",""
"Yes","2000","Not Working","secondary school degree","18","","",""
"Yes","2000","Not Working","college entrance qualification","14","","",""
"Yes","2000","Not Working","Other degree","2","","",""
"Yes","2000","Not Working","no degree/no degree yet","3","","",""
"No","2000","Full Time","lower secondary degree","2578","0.826380083296806","0.813039734618782","0.839720431974831"
"No","2000","Full Time","secondary school degree","2636","0.743467164035063","0.72909507582549","0.757839252244637"
"No","2000","Full Time","college entrance qualification","1618","0.676352616755632","0.657769384895381","0.694935848615884"
"No","2000","Full Time","Other degree","466","0.845856840793404","0.815401618627247","0.876312062959561"
"No","2000","Full Time","no degree/no degree yet","86","0.894911207494284","0.833883030322516","0.955939384666052"
"No","2000","Part Time","lower secondary degree","1094","0.82906423389752","0.808915662275938","0.849212805519102"
"No","2000","Part Time","secondary school degree","950","0.76384284567456","0.740438021150472","0.787247670198649"
"No","2000","Part Time","college entrance qualification","521","0.652309650262497","0.619891065933688","0.684728234591306"
"No","2000","Part Time","Other degree","231","0.773143221222636","0.724942343261446","0.821344099183825"
"No","2000","Part Time","no degree/no degree yet","76","0.914061296058109","0.854825950639878","0.973296641476341"
"No","2000","Not Working","lower secondary degree","64","0.828909826149399","0.746898891892213","0.910920760406586"
"No","2000","Not Working","secondary school degree","75","0.821972892069394","0.744226824279519","0.899718959859269"
"No","2000","Not Working","college entrance qualification","38","0.762614793455895","0.646970060531511","0.878259526380279"
"No","2000","Not Working","Other degree","18","","",""
"No","2000","Not Working","no degree/no degree yet","14","","",""
"Yes","2001","Full Time","lower secondary degree","434","0.169974876286127","0.155534352801001","0.184415399771253"
"Yes","2001","Full Time","secondary school degree","797","0.251213409191755","0.236016833157488","0.266409985226021"
"Yes","2001","Full Time","college entrance qualification","707","0.318922733564508","0.29920422046523","0.338641246663786"
"Yes","2001","Full Time","Other degree","63","0.146033243222866","0.11362078146843","0.178445704977302"
"Yes","2001","Full Time","no degree/no degree yet","7","","",""
"Yes","2001","Part Time","lower secondary degree","194","0.175213860770154","0.152361221447679","0.198066500092629"
"Yes","2001","Part Time","secondary school degree","312","0.2836526609828","0.256929165313176","0.310376156652423"
"Yes","2001","Part Time","college entrance qualification","282","0.342787768104428","0.309175394409029","0.376400141799827"
"Yes","2001","Part Time","Other degree","45","0.207151978201431","0.155664795514064","0.258639160888798"
"Yes","2001","Part Time","no degree/no degree yet","9","","",""
"Yes","2001","Not Working","lower secondary degree","8","","",""
"Yes","2001","Not Working","secondary school degree","14","","",""
"Yes","2001","Not Working","college entrance qualification","8","","",""
"Yes","2001","Not Working","Other degree","2","","",""
"Yes","2001","Not Working","no degree/no degree yet","1","","",""
"No","2001","Full Time","lower secondary degree","2165","0.830025123713873","0.815584600228747","0.844465647198999"
"No","2001","Full Time","secondary school degree","2332","0.748786590808245","0.733590014773979","0.763983166842512"
"No","2001","Full Time","college entrance qualification","1439","0.681077266435492","0.661358753336214","0.70079577953477"
"No","2001","Full Time","Other degree","393","0.853966756777134","0.821554295022698","0.88637921853157"
"No","2001","Full Time","no degree/no degree yet","63","0.877783940975915","0.801055385108366","0.954512496843463"
"No","2001","Part Time","lower secondary degree","869","0.824786139229846","0.801933499907371","0.847638778552321"
"No","2001","Part Time","secondary school degree","781","0.7163473390172","0.689623843347577","0.743070834686824"
"No","2001","Part Time","college entrance qualification","484","0.657212231895572","0.623599858200173","0.690824605590971"
"No","2001","Part Time","Other degree","193","0.792848021798569","0.741360839111202","0.844335204485936"
"No","2001","Part Time","no degree/no degree yet","72","0.951773581456705","0.905116785647993","0.998430377265417"
"No","2001","Not Working","lower secondary degree","46","0.866272795372469","0.775493160362776","0.957052430382163"
"No","2001","Not Working","secondary school degree","56","0.824785875860523","0.735731711122595","0.913840040598452"
"No","2001","Not Working","college entrance qualification","29","","",""
"No","2001","Not Working","Other degree","11","","",""
"No","2001","Not Working","no degree/no degree yet","10","","",""
"Yes","2002","Full Time","lower secondary degree","405","0.168656325683712","0.153951738289226","0.183360913078198"
"Yes","2002","Full Time","secondary school degree","833","0.258874338738709","0.243810678644235","0.273937998833182"
"Yes","2002","Full Time","college entrance qualification","1006","0.313669399011257","0.296831704187839","0.330507093834675"
"Yes","2002","Full Time","Other degree","67","0.134894055628425","0.103844694490728","0.165943416766123"
"Yes","2002","Full Time","no degree/no degree yet","9","","",""
"Yes","2002","Part Time","lower secondary degree","210","0.183650930458757","0.16105511294086","0.206246747976654"
"Yes","2002","Part Time","secondary school degree","387","0.271335228948723","0.24751890213443","0.295151555763015"
"Yes","2002","Part Time","college entrance qualification","388","0.320819129578318","0.292678523418781","0.348959735737856"
"Yes","2002","Part Time","Other degree","48","0.19887196909291","0.14837326644185","0.249370671743969"
"Yes","2002","Part Time","no degree/no degree yet","11","","",""
"Yes","2002","Not Working","lower secondary degree","6","","",""
"Yes","2002","Not Working","secondary school degree","10","","",""
"Yes","2002","Not Working","college entrance qualification","18","","",""
"Yes","2002","Not Working","Other degree","2","","",""
"Yes","2002","Not Working","no degree/no degree yet","1","","",""
"No","2002","Full Time","lower secondary degree","2086","0.831343674316288","0.816639086921802","0.846048261710774"
"No","2002","Full Time","secondary school degree","2415","0.741125661261292","0.726062001166818","0.756189321355765"
"No","2002","Full Time","college entrance qualification","1911","0.686330600988743","0.669492906165325","0.703168295812161"
"No","2002","Full Time","Other degree","398","0.865105944371575","0.834056583233877","0.896155305509272"
"No","2002","Full Time","no degree/no degree yet","57","0.89832111726472","0.825407723925996","0.971234510603444"
"No","2002","Part Time","lower secondary degree","918","0.816349069541243","0.793753252023346","0.83894488705914"
"No","2002","Part Time","secondary school degree","952","0.728664771051277","0.704848444236985","0.75248109786557"
"No","2002","Part Time","college entrance qualification","669","0.679180870421682","0.651040264262144","0.707321476581219"
"No","2002","Part Time","Other degree","192","0.80112803090709","0.750629328256031","0.85162673355815"
"No","2002","Part Time","no degree/no degree yet","89","0.909297927493929","0.853010707835565","0.965585147152293"
"No","2002","Not Working","lower secondary degree","47","0.889848886112834","0.805561471366038","0.974136300859629"
"No","2002","Not Working","secondary school degree","63","0.883869203231737","0.810374783585508","0.957363622877966"
"No","2002","Not Working","college entrance qualification","31","0.779892207965916","0.663884979738762","0.89589943619307"
"No","2002","Not Working","Other degree","12","","",""
"No","2002","Not Working","no degree/no degree yet","10","","",""
"Yes","2003","Full Time","lower secondary degree","355","0.180817287147642","0.164480567553236","0.197154006742048"
"Yes","2003","Full Time","secondary school degree","793","0.280020993147411","0.26377952525468","0.296262461040141"
"Yes","2003","Full Time","college entrance qualification","922","0.319214703122772","0.301495856469359","0.336933549776185"
"Yes","2003","Full Time","Other degree","56","0.133872245269727","0.10016359921255","0.167580891326905"
"Yes","2003","Full Time","no degree/no degree yet","6","","",""
"Yes","2003","Part Time","lower secondary degree","193","0.19547947346485","0.170650761058435","0.220308185871265"
"Yes","2003","Part Time","secondary school degree","350","0.261624896428019","0.236880615469845","0.286369177386194"
"Yes","2003","Part Time","college entrance qualification","348","0.337031382371424","0.30678117694796","0.367281587794889"
"Yes","2003","Part Time","Other degree","40","0.20111688611562","0.146643758365343","0.255590013865896"
"Yes","2003","Part Time","no degree/no degree yet","7","","",""
"Yes","2003","Not Working","lower secondary degree","2","","",""
"Yes","2003","Not Working","secondary school degree","9","","",""
"Yes","2003","Not Working","college entrance qualification","13","","",""
"Yes","2003","Not Working","Other degree","1","","",""
"Yes","2003","Not Working","no degree/no degree yet","","","",""
"No","2003","Full Time","lower secondary degree","1777","0.819182712852358","0.802845993257952","0.835519432446764"
"No","2003","Full Time","secondary school degree","2143","0.719979006852589","0.703737538959859","0.73622047474532"
"No","2003","Full Time","college entrance qualification","1737","0.680785296877228","0.663066450223815","0.698504143530641"
"No","2003","Full Time","Other degree","336","0.866127754730273","0.832419108673095","0.89983640078745"
"No","2003","Full Time","no degree/no degree yet","49","0.895582982392188","0.814765502303882","0.976400462480494"
"No","2003","Part Time","lower secondary degree","787","0.80452052653515","0.779691814128735","0.829349238941565"
"No","2003","Part Time","secondary school degree","862","0.738375103571981","0.713630822613806","0.763119384530155"
"No","2003","Part Time","college entrance qualification","590","0.662968617628576","0.632718412205111","0.69321882305204"
"No","2003","Part Time","Other degree","168","0.79888311388438","0.744409986134104","0.853356241634657"
"No","2003","Part Time","no degree/no degree yet","56","0.965113808877418","0.919803830081494","1.01042378767334"
"No","2003","Not Working","lower secondary degree","31","0.939288975060352","0.857813947528056","1.02076400259265"
"No","2003","Not Working","secondary school degree","40","0.860078944520523","0.762947299228367","0.957210589812679"
"No","2003","Not Working","college entrance qualification","27","","",""
"No","2003","Not Working","Other degree","9","","",""
"No","2003","Not Working","no degree/no degree yet","7","","",""
"Yes","2004","Full Time","lower secondary degree","350","0.183464298468371","0.166754451732438","0.200174145204304"
"Yes","2004","Full Time","secondary school degree","755","0.271066039361883","0.254935030726753","0.287197047997012"
"Yes","2004","Full Time","college entrance qualification","907","0.31953685534968","0.301783193798221","0.337290516901139"
"Yes","2004","Full Time","Other degree","48","0.156803979918368","0.119903119743021","0.193704840093715"
"Yes","2004","Full Time","no degree/no degree yet","5","","",""
"Yes","2004","Part Time","lower secondary degree","172","0.153135382375903","0.131687785879314","0.174582978872491"
"Yes","2004","Part Time","secondary school degree","359","0.230930941426097","0.208118567707195","0.253743315144999"
"Yes","2004","Part Time","college entrance qualification","400","0.335833086571167","0.307885446847468","0.363780726294867"
"Yes","2004","Part Time","Other degree","48","0.229251232193189","0.173063549663067","0.285438914723311"
"Yes","2004","Part Time","no degree/no degree yet","9","","",""
"Yes","2004","Not Working","lower secondary degree","6","","",""
"Yes","2004","Not Working","secondary school degree","8","","",""
"Yes","2004","Not Working","college entrance qualification","14","","",""
"Yes","2004","Not Working","Other degree","5","","",""
"Yes","2004","Not Working","no degree/no degree yet","","","",""
"No","2004","Full Time","lower secondary degree","1711","0.816535701531629","0.799825854795696","0.833245548267562"
"No","2004","Full Time","secondary school degree","2162","0.728933960638117","0.712802952002988","0.745064969273247"
"No","2004","Full Time","college entrance qualification","1743","0.68046314465032","0.662709483098861","0.698216806201779"
"No","2004","Full Time","Other degree","325","0.843196020081632","0.806295159906285","0.880096880256979"
"No","2004","Full Time","no degree/no degree yet","47","0.940165451361137","0.875700364404244","1.00463053831803"
"No","2004","Part Time","lower secondary degree","911","0.846864617624097","0.825417021127509","0.868312214120686"
"No","2004","Part Time","secondary school degree","952","0.769069058573903","0.746256684855001","0.791881432292805"
"No","2004","Part Time","college entrance qualification","697","0.664166913428832","0.636219273705133","0.692114553152532"
"No","2004","Part Time","Other degree","167","0.770748767806811","0.714561085276689","0.826936450336933"
"No","2004","Part Time","no degree/no degree yet","61","0.858030487900553","0.776269152573795","0.939791823227311"
"No","2004","Not Working","lower secondary degree","31","0.755919680028858","0.617514789219391","0.894324570838325"
"No","2004","Not Working","secondary school degree","47","0.839527693841695","0.742524885734029","0.936530501949361"
"No","2004","Not Working","college entrance qualification","36","0.794474287708627","0.682469627459541","0.906478947957712"
"No","2004","Not Working","Other degree","8","","",""
"No","2004","Not Working","no degree/no degree yet","9","","",""
"Yes","2005","Full Time","lower secondary degree","314","0.186342328160519","0.168497274478388","0.204187381842651"
"Yes","2005","Full Time","secondary school degree","701","0.268183596382019","0.251389146339789","0.28497804642425"
"Yes","2005","Full Time","college entrance qualification","831","0.318098447410813","0.299565507950174","0.336631386871452"
"Yes","2005","Full Time","Other degree","47","0.135504312427081","0.0994928028019441","0.171515822052218"
"Yes","2005","Full Time","no degree/no degree yet","6","","",""
"Yes","2005","Part Time","lower secondary degree","153","0.171887491227549","0.146889168334902","0.196885814120196"
"Yes","2005","Part Time","secondary school degree","320","0.246650042062579","0.221875980368755","0.271424103756402"
"Yes","2005","Part Time","college entrance qualification","354","0.325724498622438","0.296442922856221","0.355006074388655"
"Yes","2005","Part Time","Other degree","42","0.194288772214102","0.136489096978454","0.25208844744975"
"Yes","2005","Part Time","no degree/no degree yet","6","","",""
"Yes","2005","Not Working","lower secondary degree","2","","",""
"Yes","2005","Not Working","secondary school degree","9","","",""
"Yes","2005","Not Working","college entrance qualification","11","","",""
"Yes","2005","Not Working","Other degree","","","",""
"Yes","2005","Not Working","no degree/no degree yet","1","","",""
"No","2005","Full Time","lower secondary degree","1515","0.813657671839481","0.795812618157349","0.831502725521612"
"No","2005","Full Time","secondary school degree","1972","0.73181640361798","0.715021953575749","0.748610853660211"
"No","2005","Full Time","college entrance qualification","1595","0.681901552589187","0.663368613128548","0.700434492049826"
"No","2005","Full Time","Other degree","300","0.864495687572919","0.828484177947782","0.900507197198056"
"No","2005","Full Time","no degree/no degree yet","41","0.914735339793121","0.834893336746684","0.994577342839557"
"No","2005","Part Time","lower secondary degree","722","0.828112508772451","0.803114185879804","0.853110831665098"
"No","2005","Part Time","secondary school degree","843","0.753349957937421","0.728575896243598","0.778124019631245"
"No","2005","Part Time","college entrance qualification","630","0.674275501377562","0.644993925611345","0.703557077143779"
"No","2005","Part Time","Other degree","138","0.805711227785898","0.74791155255025","0.863510903021546"
"No","2005","Part Time","no degree/no degree yet","37","0.828775484648173","0.716181475320487","0.941369493975859"
"No","2005","Not Working","lower secondary degree","32","0.93948276151558","0.859334779621473","1.01963074340969"
"No","2005","Not Working","secondary school degree","38","0.829902269428647","0.722488020070191","0.937316518787102"
"No","2005","Not Working","college entrance qualification","32","0.814398467496977","0.698193922098398","0.930603012895557"
"No","2005","Not Working","Other degree","7","","",""
"No","2005","Not Working","no degree/no degree yet","5","","",""
"Yes","2006","Full Time","lower secondary degree","324","0.183246196327923","0.165583846163982","0.200908546491864"
"Yes","2006","Full Time","secondary school degree","722","0.259452770310519","0.242860522670287","0.276045017950751"
"Yes","2006","Full Time","college entrance qualification","881","0.321348987729005","0.303265997525393","0.339431977932617"
"Yes","2006","Full Time","Other degree","52","0.152686034784992","0.113878776452676","0.191493293117309"
"Yes","2006","Full Time","no degree/no degree yet","5","","",""
"Yes","2006","Part Time","lower secondary degree","161","0.189204038242039","0.163486450618182","0.214921625865896"
"Yes","2006","Part Time","secondary school degree","328","0.234232520891415","0.210773062457415","0.257691979325414"
"Yes","2006","Part Time","college entrance qualification","347","0.335430229534345","0.305641236336001","0.365219222732688"
"Yes","2006","Part Time","Other degree","42","0.172815423893967","0.119611986727104","0.226018861060831"
"Yes","2006","Part Time","no degree/no degree yet","5","","",""
"Yes","2006","Not Working","lower secondary degree","8","","",""
"Yes","2006","Not Working","secondary school degree","15","","",""
"Yes","2006","Not Working","college entrance qualification","20","","",""
"Yes","2006","Not Working","Other degree","2","","",""
"Yes","2006","Not Working","no degree/no degree yet","1","","",""
"No","2006","Full Time","lower secondary degree","1519","0.816753803672077","0.799091453508136","0.834416153836018"
"No","2006","Full Time","secondary school degree","1959","0.740547229689481","0.723954982049249","0.757139477329713"
"No","2006","Full Time","college entrance qualification","1681","0.678651012270995","0.660568022067383","0.696734002474607"
"No","2006","Full Time","Other degree","278","0.847313965215008","0.808506706882691","0.886121223547324"
"No","2006","Full Time","no degree/no degree yet","42","0.935167089150559","0.864772135106383","1.00556204319473"
"No","2006","Part Time","lower secondary degree","730","0.810795961757961","0.785078374134104","0.836513549381818"
"No","2006","Part Time","secondary school degree","924","0.765767479108585","0.742308020674586","0.789226937542585"
"No","2006","Part Time","college entrance qualification","618","0.664569770465655","0.634780777267312","0.694358763663999"
"No","2006","Part Time","Other degree","152","0.827184576106033","0.773981138939169","0.880388013272896"
"No","2006","Part Time","no degree/no degree yet","33","0.884094952003196","0.782316246309541","0.98587365769685"
"No","2006","Not Working","lower secondary degree","39","0.829170408750302","0.721572802331016","0.936768015169589"
"No","2006","Not Working","secondary school degree","53","0.773061480454986","0.67350838681273","0.872614574097242"
"No","2006","Not Working","college entrance qualification","36","0.750816737973017","0.637529631646737","0.864103844299297"
"No","2006","Not Working","Other degree","15","","",""
"No","2006","Not Working","no degree/no degree yet","6","","",""
"Yes","2007","Full Time","lower secondary degree","303","0.162885156992207","0.145892443839871","0.179877870144544"
"Yes","2007","Full Time","secondary school degree","671","0.244297809031333","0.228099853779074","0.260495764283593"
"Yes","2007","Full Time","college entrance qualification","881","0.320059309844923","0.302141771228469","0.337976848461377"
"Yes","2007","Full Time","Other degree","57","0.150016953521077","0.110330417015861","0.189703490026293"
"Yes","2007","Full Time","no degree/no degree yet","7","","",""
"Yes","2007","Part Time","lower secondary degree","141","0.147484957823264","0.124793021233163","0.170176894413365"
"Yes","2007","Part Time","secondary school degree","316","0.218421501166351","0.195970100606814","0.240872901725887"
"Yes","2007","Part Time","college entrance qualification","385","0.356639039361079","0.32813706043031","0.385141018291849"
"Yes","2007","Part Time","Other degree","36","0.140080022414622","0.091979453424431","0.188180591404812"
"Yes","2007","Part Time","no degree/no degree yet","6","","",""
"Yes","2007","Not Working","lower secondary degree","14","","",""
"Yes","2007","Not Working","secondary school degree","12","","",""
"Yes","2007","Not Working","college entrance qualification","13","","",""
"Yes","2007","Not Working","Other degree","3","","",""
"Yes","2007","Not Working","no degree/no degree yet","","","",""
"No","2007","Full Time","lower secondary degree","1511","0.837114843007793","0.820122129855456","0.854107556160129"
"No","2007","Full Time","secondary school degree","2032","0.755702190968667","0.739504235716407","0.771900146220926"
"No","2007","Full Time","college entrance qualification","1723","0.679940690155077","0.662023151538623","0.697858228771531"
"No","2007","Full Time","Other degree","254","0.849983046478923","0.810296509973707","0.889669582984139"
"No","2007","Full Time","no degree/no degree yet","31","0.743572288474842","0.604736839513989","0.882407737435696"
"No","2007","Part Time","lower secondary degree","797","0.852515042176736","0.829823105586635","0.875206978766837"
