"pgoeffd","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1991","direct migration background","(0) in school","","","",""
"Yes","1991","direct migration background","(1a) inadequately completed","41","0.116424164302112","0.0826778122174227","0.1501705163868"
"Yes","1991","direct migration background","(1b) general elementary school","49","0.11692099573077","0.0895389250425958","0.144303066418943"
"Yes","1991","direct migration background","(1c) basic vocational qualification","44","0.117415188559048","0.0885867779673922","0.146243599150704"
"Yes","1991","direct migration background","(2b) intermediate general qualification","10","","",""
"Yes","1991","direct migration background","(2a) intermediate vocational","17","","",""
"Yes","1991","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Yes","1991","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"Yes","1991","direct migration background","(3a) lower tertiary education","9","","",""
"Yes","1991","direct migration background","(3b) higher tertiary education","30","0.55518992676782","0.434380865841286","0.675998987694354"
"Yes","1991","indirect migration background","(0) in school","","","",""
"Yes","1991","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1991","indirect migration background","(1b) general elementary school","10","","",""
"Yes","1991","indirect migration background","(1c) basic vocational qualification","4","","",""
"Yes","1991","indirect migration background","(2b) intermediate general qualification","3","","",""
"Yes","1991","indirect migration background","(2a) intermediate vocational","3","","",""
"Yes","1991","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Yes","1991","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Yes","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1991","indirect migration background","(3b) higher tertiary education","","","",""
"No","1991","no migration background","(0) in school","7","","",""
"No","1991","no migration background","(1a) inadequately completed","35","0.781832418173125","0.659800426658429","0.903864409687821"
"No","1991","no migration background","(1b) general elementary school","446","0.787164424329189","0.753414041191297","0.82091480746708"
"No","1991","no migration background","(1c) basic vocational qualification","1787","0.77954884378551","0.762529069948628","0.796568617622392"
"No","1991","no migration background","(2b) intermediate general qualification","174","0.689703178441418","0.632698879669181","0.746707477213654"
"No","1991","no migration background","(2a) intermediate vocational","1357","0.711351004024114","0.690992038970877","0.731709969077351"
"No","1991","no migration background","(2c_gen) general maturity certificate","76","0.681675396971515","0.596164870896868","0.767185923046162"
"No","1991","no migration background","(2c_voc) vocational maturity certificate","190","0.701205124696014","0.64650591343988","0.755904335952148"
"No","1991","no migration background","(3a) lower tertiary education","384","0.630267632074295","0.593157059859362","0.667378204289229"
"No","1991","no migration background","(3b) higher tertiary education","280","0.483673509622173","0.442898080605063","0.524448938639284"
"No","1991","direct migration background","(0) in school","1","","",""
"No","1991","direct migration background","(1a) inadequately completed","306","0.883575835697888","0.849829483613199","0.917322187782577"
"No","1991","direct migration background","(1b) general elementary school","480","0.88307900426923","0.855696933581057","0.910461074957404"
"No","1991","direct migration background","(1c) basic vocational qualification","435","0.882584811440952","0.853756400849296","0.911413222032608"
"No","1991","direct migration background","(2b) intermediate general qualification","29","","",""
"No","1991","direct migration background","(2a) intermediate vocational","48","0.771317784874018","0.669218128473206","0.873417441274831"
"No","1991","direct migration background","(2c_gen) general maturity certificate","38","0.922266667932992","0.843152611754807","1.00138072411118"
"No","1991","direct migration background","(2c_voc) vocational maturity certificate","69","0.788152668800021","0.699710814677557","0.876594522922485"
"No","1991","direct migration background","(3a) lower tertiary education","20","","",""
"No","1991","direct migration background","(3b) higher tertiary education","35","0.44481007323218","0.324001012305646","0.565619134158714"
"No","1991","indirect migration background","(0) in school","","","",""
"No","1991","indirect migration background","(1a) inadequately completed","8","","",""
"No","1991","indirect migration background","(1b) general elementary school","59","0.814887297276025","0.723246168376989","0.906528426175061"
"No","1991","indirect migration background","(1c) basic vocational qualification","48","0.905955887968359","0.826620719146008","0.985291056790709"
"No","1991","indirect migration background","(2b) intermediate general qualification","19","","",""
"No","1991","indirect migration background","(2a) intermediate vocational","16","","",""
"No","1991","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"No","1991","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"No","1991","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1991","indirect migration background","(3b) higher tertiary education","1","","",""
"Yes","1992","no migration background","(0) in school","","","",""
"Yes","1992","no migration background","(1a) inadequately completed","12","","",""
"Yes","1992","no migration background","(1b) general elementary school","97","0.198348729684793","0.162969723085555","0.23372773628403"
"Yes","1992","no migration background","(1c) basic vocational qualification","473","0.226120572051053","0.208043102699961","0.244198041402145"
"Yes","1992","no migration background","(2b) intermediate general qualification","72","0.265414195067012","0.210569862384598","0.320258527749426"
"Yes","1992","no migration background","(2a) intermediate vocational","556","0.319271572865222","0.297435623055603","0.34110752267484"
"Yes","1992","no migration background","(2c_gen) general maturity certificate","37","0.355577312407318","0.266122402867599","0.445032221947037"
"Yes","1992","no migration background","(2c_voc) vocational maturity certificate","90","0.354573235385311","0.296647186576744","0.412499284193877"
"Yes","1992","no migration background","(3a) lower tertiary education","254","0.39103446786621","0.351955907526362","0.430113028206057"
"Yes","1992","no migration background","(3b) higher tertiary education","292","0.516901137998207","0.475251879223049","0.558550396773365"
"Yes","1992","direct migration background","(0) in school","1","","",""
"Yes","1992","direct migration background","(1a) inadequately completed","37","0.134613186230664","0.0956651090727833","0.173561263388544"
"Yes","1992","direct migration background","(1b) general elementary school","50","0.110955955399843","0.083231592266295","0.138680318533391"
"Yes","1992","direct migration background","(1c) basic vocational qualification","39","0.109846721761829","0.0805956502940928","0.139097793229564"
"Yes","1992","direct migration background","(2b) intermediate general qualification","10","","",""
"Yes","1992","direct migration background","(2a) intermediate vocational","16","","",""
"Yes","1992","direct migration background","(2c_gen) general maturity certificate","8","","",""
"Yes","1992","direct migration background","(2c_voc) vocational maturity certificate","12","","",""
"Yes","1992","direct migration background","(3a) lower tertiary education","10","","",""
"Yes","1992","direct migration background","(3b) higher tertiary education","27","","",""
"Yes","1992","indirect migration background","(0) in school","","","",""
"Yes","1992","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1992","indirect migration background","(1b) general elementary school","14","","",""
"Yes","1992","indirect migration background","(1c) basic vocational qualification","3","","",""
"Yes","1992","indirect migration background","(2b) intermediate general qualification","6","","",""
"Yes","1992","indirect migration background","(2a) intermediate vocational","7","","",""
"Yes","1992","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Yes","1992","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Yes","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1992","indirect migration background","(3b) higher tertiary education","","","",""
"No","1992","no migration background","(0) in school","6","","",""
"No","1992","no migration background","(1a) inadequately completed","34","0.724671645094444","0.595589765869661","0.853753524319226"
"No","1992","no migration background","(1b) general elementary school","391","0.801651270315207","0.76627226371597","0.837030276914444"
"No","1992","no migration background","(1c) basic vocational qualification","1584","0.773879427948947","0.755801958597855","0.791956897300039"
"No","1992","no migration background","(2b) intermediate general qualification","177","0.734585804932988","0.679741472250574","0.789430137615401"
"No","1992","no migration background","(2a) intermediate vocational","1195","0.680728427134778","0.65889247732516","0.702564376944397"
"No","1992","no migration background","(2c_gen) general maturity certificate","73","0.644422687592682","0.554967778052963","0.733877597132401"
"No","1992","no migration background","(2c_voc) vocational maturity certificate","172","0.645426764614689","0.587500715806123","0.703352813423256"
"No","1992","no migration background","(3a) lower tertiary education","345","0.60896553213379","0.569886971793943","0.648044092473638"
"No","1992","no migration background","(3b) higher tertiary education","261","0.483098862001793","0.441449603226635","0.524748120776951"
"No","1992","direct migration background","(0) in school","","","",""
"No","1992","direct migration background","(1a) inadequately completed","258","0.865386813769336","0.826438736611456","0.904334890927217"
"No","1992","direct migration background","(1b) general elementary school","443","0.889044044600157","0.861319681466609","0.916768407733705"
"No","1992","direct migration background","(1c) basic vocational qualification","400","0.890153278238171","0.860902206770435","0.919404349705907"
"No","1992","direct migration background","(2b) intermediate general qualification","30","0.742476926763072","0.606968079886253","0.877985773639891"
"No","1992","direct migration background","(2a) intermediate vocational","44","0.73266811053271","0.620685266160006","0.844650954905414"
"No","1992","direct migration background","(2c_gen) general maturity certificate","39","0.850502496002239","0.748560313048615","0.952444678955863"
"No","1992","direct migration background","(2c_voc) vocational maturity certificate","60","0.67913855293398","0.571313469175237","0.786963636692723"
"No","1992","direct migration background","(3a) lower tertiary education","19","","",""
"No","1992","direct migration background","(3b) higher tertiary education","35","0.426005152463899","0.302917732315154","0.549092572612643"
"No","1992","indirect migration background","(0) in school","1","","",""
"No","1992","indirect migration background","(1a) inadequately completed","9","","",""
"No","1992","indirect migration background","(1b) general elementary school","63","0.819743765675748","0.733884546077862","0.905602985273634"
"No","1992","indirect migration background","(1c) basic vocational qualification","46","0.908959275495475","0.828413991620461","0.989504559370489"
"No","1992","indirect migration background","(2b) intermediate general qualification","21","","",""
"No","1992","indirect migration background","(2a) intermediate vocational","21","","",""
"No","1992","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"No","1992","indirect migration background","(2c_voc) vocational maturity certificate","7","","",""
"No","1992","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1992","indirect migration background","(3b) higher tertiary education","1","","",""
"Yes","1993","no migration background","(0) in school","1","","",""
"Yes","1993","no migration background","(1a) inadequately completed","13","","",""
"Yes","1993","no migration background","(1b) general elementary school","91","0.200947509970413","0.164408559192509","0.237486460748317"
"Yes","1993","no migration background","(1c) basic vocational qualification","427","0.216145936558463","0.197786975575796","0.234504897541131"
"Yes","1993","no migration background","(2b) intermediate general qualification","79","0.307505683578086","0.248631246216382","0.36638012093979"
"Yes","1993","no migration background","(2a) intermediate vocational","521","0.291331128050554","0.270127317058953","0.312534939042155"
"Yes","1993","no migration background","(2c_gen) general maturity certificate","44","0.340683286513972","0.254436771976519","0.426929801051426"
"Yes","1993","no migration background","(2c_voc) vocational maturity certificate","90","0.328773300573192","0.272425710989754","0.38512089015663"
"Yes","1993","no migration background","(3a) lower tertiary education","252","0.390218216461424","0.350990244027893","0.429446188894955"
"Yes","1993","no migration background","(3b) higher tertiary education","286","0.511512590770752","0.469468687574909","0.553556493966595"
"Yes","1993","direct migration background","(0) in school","","","",""
"Yes","1993","direct migration background","(1a) inadequately completed","36","0.151751485330329","0.11017066015646","0.193332310504199"
"Yes","1993","direct migration background","(1b) general elementary school","42","0.0888156384784345","0.063042161311758","0.114589115645111"
"Yes","1993","direct migration background","(1c) basic vocational qualification","31","0.0936397455380569","0.0656446493211826","0.121634841754931"
"Yes","1993","direct migration background","(2b) intermediate general qualification","7","","",""
"Yes","1993","direct migration background","(2a) intermediate vocational","17","","",""
"Yes","1993","direct migration background","(2c_gen) general maturity certificate","8","","",""
"Yes","1993","direct migration background","(2c_voc) vocational maturity certificate","17","","",""
"Yes","1993","direct migration background","(3a) lower tertiary education","11","","",""
"Yes","1993","direct migration background","(3b) higher tertiary education","23","","",""
"Yes","1993","indirect migration background","(0) in school","1","","",""
"Yes","1993","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1993","indirect migration background","(1b) general elementary school","9","","",""
"Yes","1993","indirect migration background","(1c) basic vocational qualification","4","","",""
"Yes","1993","indirect migration background","(2b) intermediate general qualification","11","","",""
"Yes","1993","indirect migration background","(2a) intermediate vocational","6","","",""
"Yes","1993","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Yes","1993","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1993","indirect migration background","(3b) higher tertiary education","","","",""
"No","1993","no migration background","(0) in school","1","","",""
"No","1993","no migration background","(1a) inadequately completed","34","0.686414648753128","0.553775930290515","0.819053367215741"
"No","1993","no migration background","(1b) general elementary school","371","0.799052490029587","0.762513539251683","0.835591440807491"
"No","1993","no migration background","(1c) basic vocational qualification","1504","0.783854063441537","0.765495102458869","0.802213024424204"
"No","1993","no migration background","(2b) intermediate general qualification","157","0.692494316421914","0.63361987906021","0.751368753783618"
"No","1993","no migration background","(2a) intermediate vocational","1243","0.708668871949446","0.687465060957845","0.729872682941047"
"No","1993","no migration background","(2c_gen) general maturity certificate","72","0.659316713486028","0.573070198948574","0.745563228023481"
"No","1993","no migration background","(2c_voc) vocational maturity certificate","177","0.671226699426808","0.61487910984337","0.727574289010246"
"No","1993","no migration background","(3a) lower tertiary education","342","0.609781783538576","0.570553811105045","0.649009755972107"
"No","1993","no migration background","(3b) higher tertiary education","257","0.488487409229248","0.446443506033405","0.530531312425091"
"No","1993","direct migration background","(0) in school","","","",""
"No","1993","direct migration background","(1a) inadequately completed","250","0.848248514669671","0.806667689495801","0.889829339843541"
"No","1993","direct migration background","(1b) general elementary school","426","0.911184361521566","0.885410884354889","0.936957838688242"
"No","1993","direct migration background","(1c) basic vocational qualification","385","0.906360254461943","0.878365158245069","0.934355350678817"
"No","1993","direct migration background","(2b) intermediate general qualification","22","","",""
"No","1993","direct migration background","(2a) intermediate vocational","43","0.743058681812588","0.632497926712995","0.853619436912181"
"No","1993","direct migration background","(2c_gen) general maturity certificate","46","0.745609130038192","0.62944886880643","0.861769391269953"
"No","1993","direct migration background","(2c_voc) vocational maturity certificate","59","0.655647324491143","0.548821027985588","0.762473620996698"
"No","1993","direct migration background","(3a) lower tertiary education","20","","",""
"No","1993","direct migration background","(3b) higher tertiary education","39","0.516548549958392","0.392158897839314","0.64093820207747"
"No","1993","indirect migration background","(0) in school","","","",""
"No","1993","indirect migration background","(1a) inadequately completed","12","","",""
"No","1993","indirect migration background","(1b) general elementary school","83","0.911541172265223","0.85351647116207","0.969565873368376"
"No","1993","indirect migration background","(1c) basic vocational qualification","57","0.927957934538694","0.863073519128658","0.992842349948729"
"No","1993","indirect migration background","(2b) intermediate general qualification","30","0.61429023023608","0.46529468407169","0.763285776400471"
"No","1993","indirect migration background","(2a) intermediate vocational","25","","",""
"No","1993","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"No","1993","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"No","1993","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1993","indirect migration background","(3b) higher tertiary education","2","","",""
"Yes","1994","no migration background","(0) in school","1","","",""
"Yes","1994","no migration background","(1a) inadequately completed","10","","",""
"Yes","1994","no migration background","(1b) general elementary school","71","0.182291226038894","0.144360708642969","0.220221743434819"
"Yes","1994","no migration background","(1c) basic vocational qualification","393","0.219261668129565","0.200035434068693","0.238487902190438"
"Yes","1994","no migration background","(2b) intermediate general qualification","63","0.327425299185804","0.262388452957338","0.392462145414271"
"Yes","1994","no migration background","(2a) intermediate vocational","507","0.298001585917512","0.2764113785592","0.319591793275824"
"Yes","1994","no migration background","(2c_gen) general maturity certificate","42","0.297823708982125","0.216677003881795","0.378970414082455"
"Yes","1994","no migration background","(2c_voc) vocational maturity certificate","90","0.33976934030937","0.282636467114172","0.396902213504568"
"Yes","1994","no migration background","(3a) lower tertiary education","243","0.384814792450069","0.345353574210524","0.424276010689613"
"Yes","1994","no migration background","(3b) higher tertiary education","292","0.512162187991081","0.470799557903161","0.553524818079001"
"Yes","1994","direct migration background","(0) in school","","","",""
"Yes","1994","direct migration background","(1a) inadequately completed","33","0.13850205172713","0.096021860808545","0.180982242645716"
"Yes","1994","direct migration background","(1b) general elementary school","32","0.0735180136903677","0.0471031831196832","0.0999328442610522"
"Yes","1994","direct migration background","(1c) basic vocational qualification","31","0.0920001549672333","0.0625103381675452","0.121489971766921"
"Yes","1994","direct migration background","(2b) intermediate general qualification","5","","",""
"Yes","1994","direct migration background","(2a) intermediate vocational","16","","",""
"Yes","1994","direct migration background","(2c_gen) general maturity certificate","8","","",""
"Yes","1994","direct migration background","(2c_voc) vocational maturity certificate","12","","",""
"Yes","1994","direct migration background","(3a) lower tertiary education","10","","",""
"Yes","1994","direct migration background","(3b) higher tertiary education","19","","",""
"Yes","1994","indirect migration background","(0) in school","","","",""
"Yes","1994","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1994","indirect migration background","(1b) general elementary school","8","","",""
"Yes","1994","indirect migration background","(1c) basic vocational qualification","8","","",""
"Yes","1994","indirect migration background","(2b) intermediate general qualification","11","","",""
"Yes","1994","indirect migration background","(2a) intermediate vocational","6","","",""
"Yes","1994","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Yes","1994","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Yes","1994","indirect migration background","(3a) lower tertiary education","1","","",""
"Yes","1994","indirect migration background","(3b) higher tertiary education","1","","",""
"No","1994","no migration background","(0) in school","1","","",""
"No","1994","no migration background","(1a) inadequately completed","32","0.722468545773423","0.587046608144203","0.857890483402643"
"No","1994","no migration background","(1b) general elementary school","327","0.817708773961106","0.779778256565181","0.855639291357031"
"No","1994","no migration background","(1c) basic vocational qualification","1386","0.780738331870435","0.761512097809562","0.799964565931307"
"No","1994","no migration background","(2b) intermediate general qualification","137","0.672574700814196","0.607537854585729","0.737611547042662"
"No","1994","no migration background","(2a) intermediate vocational","1217","0.701998414082488","0.680408206724176","0.7235886214408"
"No","1994","no migration background","(2c_gen) general maturity certificate","80","0.702176291017875","0.621029585917545","0.783322996118205"
"No","1994","no migration background","(2c_voc) vocational maturity certificate","174","0.66023065969063","0.603097786495432","0.717363532885829"
"No","1994","no migration background","(3a) lower tertiary education","341","0.615185207549931","0.575723989310387","0.654646425789476"
"No","1994","no migration background","(3b) higher tertiary education","269","0.487837812008919","0.446475181920999","0.529200442096839"
"No","1994","direct migration background","(0) in school","","","",""
"No","1994","direct migration background","(1a) inadequately completed","221","0.86149794827287","0.819017757354284","0.903978139191455"
"No","1994","direct migration background","(1b) general elementary school","343","0.926481986309632","0.900067155738948","0.952896816880317"
"No","1994","direct migration background","(1c) basic vocational qualification","338","0.907999845032767","0.878510028233079","0.937489661832455"
"No","1994","direct migration background","(2b) intermediate general qualification","18","","",""
"No","1994","direct migration background","(2a) intermediate vocational","39","0.766219534037053","0.654366577994977","0.87807249007913"
"No","1994","direct migration background","(2c_gen) general maturity certificate","44","0.746878517627373","0.628700716279115","0.865056318975631"
"No","1994","direct migration background","(2c_voc) vocational maturity certificate","53","0.63957803101547","0.522858426064125","0.756297635966816"
"No","1994","direct migration background","(3a) lower tertiary education","18","","",""
"No","1994","direct migration background","(3b) higher tertiary education","37","0.560669119376264","0.430681119506039","0.690657119246488"
"No","1994","indirect migration background","(0) in school","1","","",""
"No","1994","indirect migration background","(1a) inadequately completed","9","","",""
"No","1994","indirect migration background","(1b) general elementary school","67","0.825406339345953","0.739492011890749","0.911320666801157"
"No","1994","indirect migration background","(1c) basic vocational qualification","56","0.869439527995022","0.786895881566907","0.951983174423137"
"No","1994","indirect migration background","(2b) intermediate general qualification","23","","",""
"No","1994","indirect migration background","(2a) intermediate vocational","28","","",""
"No","1994","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"No","1994","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"No","1994","indirect migration background","(3a) lower tertiary education","3","","",""
"No","1994","indirect migration background","(3b) higher tertiary education","3","","",""
"Yes","1995","no migration background","(0) in school","","","",""
"Yes","1995","no migration background","(1a) inadequately completed","10","","",""
"Yes","1995","no migration background","(1b) general elementary school","71","0.180275712892235","0.142413760049365","0.218137665735104"
"Yes","1995","no migration background","(1c) basic vocational qualification","388","0.223558839957714","0.204252803617937","0.24286487629749"
"Yes","1995","no migration background","(2b) intermediate general qualification","50","0.214347416659615","0.161312905358293","0.267381927960937"
"Yes","1995","no migration background","(2a) intermediate vocational","527","0.29839610816895","0.277409595568213","0.319382620769687"
"Yes","1995","no migration background","(2c_gen) general maturity certificate","42","0.283239733480365","0.205183578213785","0.361295888746945"
"Yes","1995","no migration background","(2c_voc) vocational maturity certificate","95","0.337060725802617","0.281889264520887","0.392232187084346"
"Yes","1995","no migration background","(3a) lower tertiary education","238","0.355078446418428","0.317103359655284","0.393053533181572"
"Yes","1995","no migration background","(3b) higher tertiary education","290","0.495731428883598","0.45545588488432","0.536006972882877"
"Yes","1995","direct migration background","(0) in school","","","",""
"Yes","1995","direct migration background","(1a) inadequately completed","35","0.162733806617722","0.115439285541914","0.21002832769353"
"Yes","1995","direct migration background","(1b) general elementary school","38","0.0966897704235022","0.067871617791505","0.125507923055499"
"Yes","1995","direct migration background","(1c) basic vocational qualification","42","0.0996633905871318","0.0713833687946253","0.127943412379638"
"Yes","1995","direct migration background","(2b) intermediate general qualification","4","","",""
"Yes","1995","direct migration background","(2a) intermediate vocational","24","","",""
"Yes","1995","direct migration background","(2c_gen) general maturity certificate","9","","",""
"Yes","1995","direct migration background","(2c_voc) vocational maturity certificate","27","","",""
"Yes","1995","direct migration background","(3a) lower tertiary education","9","","",""
"Yes","1995","direct migration background","(3b) higher tertiary education","32","0.357287954664288","0.262893191568278","0.451682717760298"
"Yes","1995","indirect migration background","(0) in school","","","",""
"Yes","1995","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1995","indirect migration background","(1b) general elementary school","4","","",""
"Yes","1995","indirect migration background","(1c) basic vocational qualification","7","","",""
"Yes","1995","indirect migration background","(2b) intermediate general qualification","7","","",""
"Yes","1995","indirect migration background","(2a) intermediate vocational","12","","",""
"Yes","1995","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Yes","1995","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Yes","1995","indirect migration background","(3a) lower tertiary education","1","","",""
"Yes","1995","indirect migration background","(3b) higher tertiary education","","","",""
"No","1995","no migration background","(0) in school","3","","",""
"No","1995","no migration background","(1a) inadequately completed","28","","",""
"No","1995","no migration background","(1b) general elementary school","325","0.819724287107765","0.781862334264896","0.857586239950635"
"No","1995","no migration background","(1c) basic vocational qualification","1401","0.776441160042286","0.75713512370251","0.795747196382062"
"No","1995","no migration background","(2b) intermediate general qualification","180","0.785652583340385","0.732618072039063","0.838687094641707"
"No","1995","no migration background","(2a) intermediate vocational","1299","0.70160389183105","0.680617379230313","0.722590404431787"
"No","1995","no migration background","(2c_gen) general maturity certificate","86","0.716760266519635","0.638704111253055","0.794816421786215"
"No","1995","no migration background","(2c_voc) vocational maturity certificate","187","0.662939274197383","0.607767812915654","0.718110735479113"
"No","1995","no migration background","(3a) lower tertiary education","372","0.644921553581572","0.606946466818428","0.682896640344716"
"No","1995","no migration background","(3b) higher tertiary education","302","0.504268571116402","0.463993027117123","0.54454411511568"
"No","1995","direct migration background","(0) in school","1","","",""
"No","1995","direct migration background","(1a) inadequately completed","199","0.837266193382278","0.78997167230647","0.884560714458087"
"No","1995","direct migration background","(1b) general elementary school","366","0.903310229576498","0.8744920769445","0.932128382208495"
"No","1995","direct migration background","(1c) basic vocational qualification","389","0.900336609412868","0.872056587620362","0.928616631205375"
"No","1995","direct migration background","(2b) intermediate general qualification","24","","",""
"No","1995","direct migration background","(2a) intermediate vocational","46","0.693713829587104","0.585731438204606","0.801696220969603"
"No","1995","direct migration background","(2c_gen) general maturity certificate","67","0.800964526037563","0.711198256047045","0.890730796028081"
"No","1995","direct migration background","(2c_voc) vocational maturity certificate","83","0.61543786936","0.524524633869328","0.706351104850672"
"No","1995","direct migration background","(3a) lower tertiary education","23","","",""
"No","1995","direct migration background","(3b) higher tertiary education","67","0.642712045335712","0.548317282239702","0.737106808431722"
"No","1995","indirect migration background","(0) in school","2","","",""
"No","1995","indirect migration background","(1a) inadequately completed","6","","",""
"No","1995","indirect migration background","(1b) general elementary school","66","0.937321896561386","0.880541113743622","0.99410267937915"
"No","1995","indirect migration background","(1c) basic vocational qualification","60","0.841925534882601","0.754572421005366","0.929278648759837"
"No","1995","indirect migration background","(2b) intermediate general qualification","30","0.767197388017837","0.631023226094645","0.903371549941028"
"No","1995","indirect migration background","(2a) intermediate vocational","29","","",""
"No","1995","indirect migration background","(2c_gen) general maturity certificate","20","","",""
"No","1995","indirect migration background","(2c_voc) vocational maturity certificate","8","","",""
"No","1995","indirect migration background","(3a) lower tertiary education","6","","",""
"No","1995","indirect migration background","(3b) higher tertiary education","5","","",""
"Yes","1996","no migration background","(0) in school","","","",""
"Yes","1996","no migration background","(1a) inadequately completed","10","","",""
"Yes","1996","no migration background","(1b) general elementary school","59","0.16683866144368","0.1284319865957","0.205245336291659"
"Yes","1996","no migration background","(1c) basic vocational qualification","373","0.223853561446323","0.204021812841484","0.243685310051162"
"Yes","1996","no migration background","(2b) intermediate general qualification","40","0.182151853780142","0.130916117833857","0.233387589726427"
"Yes","1996","no migration background","(2a) intermediate vocational","513","0.308867261761459","0.287294198813506","0.330440324709413"
"Yes","1996","no migration background","(2c_gen) general maturity certificate","41","0.33435666967995","0.249236422680418","0.419476916679482"
"Yes","1996","no migration background","(2c_voc) vocational maturity certificate","92","0.307088045300407","0.254359607090921","0.359816483509893"
"Yes","1996","no migration background","(3a) lower tertiary education","241","0.368774388197968","0.330233428300607","0.407315348095329"
"Yes","1996","no migration background","(3b) higher tertiary education","275","0.504574902416603","0.463601512099136","0.545548292734069"
"Yes","1996","direct migration background","(0) in school","","","",""
"Yes","1996","direct migration background","(1a) inadequately completed","35","0.208483723430481","0.153672074706853","0.263295372154108"
"Yes","1996","direct migration background","(1b) general elementary school","37","0.112469610416605","0.0795109197804502","0.14542830105276"
"Yes","1996","direct migration background","(1c) basic vocational qualification","41","0.104969649810475","0.0749317993620971","0.135007500258854"
"Yes","1996","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","1996","direct migration background","(2a) intermediate vocational","18","","",""
"Yes","1996","direct migration background","(2c_gen) general maturity certificate","7","","",""
"Yes","1996","direct migration background","(2c_voc) vocational maturity certificate","30","0.360903814409359","0.268155008397679","0.453652620421039"
"Yes","1996","direct migration background","(3a) lower tertiary education","9","","",""
"Yes","1996","direct migration background","(3b) higher tertiary education","24","","",""
"Yes","1996","indirect migration background","(0) in school","","","",""
"Yes","1996","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1996","indirect migration background","(1b) general elementary school","3","","",""
"Yes","1996","indirect migration background","(1c) basic vocational qualification","2","","",""
"Yes","1996","indirect migration background","(2b) intermediate general qualification","5","","",""
"Yes","1996","indirect migration background","(2a) intermediate vocational","10","","",""
"Yes","1996","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Yes","1996","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Yes","1996","indirect migration background","(3a) lower tertiary education","1","","",""
"Yes","1996","indirect migration background","(3b) higher tertiary education","1","","",""
"No","1996","no migration background","(0) in school","4","","",""
"No","1996","no migration background","(1a) inadequately completed","26","","",""
"No","1996","no migration background","(1b) general elementary school","303","0.83316133855632","0.794754663708341","0.8715680134043"
"No","1996","no migration background","(1c) basic vocational qualification","1324","0.776146438553677","0.756314689948838","0.795978187158516"
"No","1996","no migration background","(2b) intermediate general qualification","178","0.817848146219858","0.766612410273573","0.869083882166143"
"No","1996","no migration background","(2a) intermediate vocational","1249","0.691132738238541","0.669559675290587","0.712705801186494"
"No","1996","no migration background","(2c_gen) general maturity certificate","77","0.66564333032005","0.580523083320518","0.750763577319582"
"No","1996","no migration background","(2c_voc) vocational maturity certificate","202","0.692911954699593","0.640183516490107","0.745640392909079"
"No","1996","no migration background","(3a) lower tertiary education","361","0.631225611802032","0.592684651904671","0.669766571699393"
"No","1996","no migration background","(3b) higher tertiary education","297","0.495425097583397","0.454451707265931","0.536398487900864"
"No","1996","direct migration background","(0) in school","1","","",""
"No","1996","direct migration background","(1a) inadequately completed","176","0.791516276569519","0.736704627845892","0.846327925293147"
"No","1996","direct migration background","(1b) general elementary school","316","0.887530389583395","0.85457169894724","0.92048908021955"
"No","1996","direct migration background","(1c) basic vocational qualification","359","0.895030350189525","0.864992499741146","0.925068200637903"
"No","1996","direct migration background","(2b) intermediate general qualification","22","","",""
"No","1996","direct migration background","(2a) intermediate vocational","35","0.672405485896128","0.54605000340254","0.798760968389716"
