"pgoeffd","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","1993","no migration background","general elemantary","519","0.765796109909738","0.734150934885608","0.797441284933867","2"
"No","1993","no migration background","vocational + Abi","145","0.767811420581509","0.707294753880734","0.828328087282284","2"
"No","1993","indirect migration background","inadequately","11","","","","2"
"No","1993","indirect migration background","general elemantary","112","0.807537271982642","0.740283641672325","0.87479090229296","2"
"No","1993","indirect migration background","in school","","","","","2"
"No","1993","indirect migration background","higher vocational","3","","","","2"
"No","1993","indirect migration background","higher education","3","","","","2"
"No","1993","indirect migration background","middle vocational","96","0.926216636171681","0.876450872531395","0.975982399811968","2"
"No","1993","indirect migration background","vocational + Abi","6","","","","2"
"No","1993","direct migration background","in school","1","","","","2"
"No","1993","direct migration background","inadequately","219","0.843664733921396","0.798735950743054","0.888593517099737","2"
"No","1993","direct migration background","general elemantary","447","0.894588686028032","0.867563881156024","0.921613490900039","2"
"No","1993","direct migration background","middle vocational","496","0.882558682683297","0.855652691271465","0.90946467409513","2"
"No","1993","direct migration background","vocational + Abi","53","0.814877203623676","0.719721650250572","0.910032756996781","2"
"No","1993","direct migration background","higher vocational","28","","","","2"
"No","1993","direct migration background","higher education","59","0.575200587892583","0.474737104866306","0.67566407091886","2"
"Yes","1993","direct migration background","in school","","","","","1"
"Yes","1993","direct migration background","inadequately","32","0.156335266078605","0.111406482900263","0.201264049256946","1"
"Yes","1993","direct migration background","general elemantary","49","0.105411313971968","0.0783865090999608","0.132436118843976","1"
"Yes","1993","direct migration background","middle vocational","54","0.117441317316703","0.0905353259048705","0.144347308728536","1"
"Yes","1993","direct migration background","vocational + Abi","11","","","","1"
"Yes","1993","direct migration background","higher vocational","13","","","","1"
"Yes","1993","direct migration background","higher education","34","0.424799412107417","0.32433592908114","0.525262895133694","1"
"Yes","1993","indirect migration background","in school","1","","","","1"
"Yes","1993","indirect migration background","inadequately","","","","","1"
"Yes","1993","indirect migration background","general elemantary","20","","","","1"
"Yes","1993","indirect migration background","middle vocational","10","","","","1"
"Yes","1993","indirect migration background","vocational + Abi","","","","","1"
"Yes","1993","indirect migration background","higher vocational","3","","","","1"
"Yes","1993","indirect migration background","higher education","","","","","1"
"Yes","1993","no migration background","in school","3","","","","1"
"Yes","1993","no migration background","inadequately","9","","","","1"
"Yes","1993","no migration background","general elemantary","169","0.234203890090262","0.202558715066133","0.265849065114392","1"
"Yes","1993","no migration background","middle vocational","905","0.247884638560029","0.233482836472152","0.262286440647906","1"
"Yes","1993","no migration background","vocational + Abi","42","0.232188579418491","0.171671912717716","0.292705246119266","1"
"Yes","1993","no migration background","higher vocational","145","0.331474980820822","0.288961971585513","0.37398799005613","1"
"Yes","1993","no migration background","higher education","538","0.457323947276583","0.428367174445931","0.486280720107234","1"
"No","1994","no migration background","middle vocational","2429","0.747565207540131","0.73269638667548","0.762434028404781","2"
"No","1994","no migration background","in school","7","","","","2"
"No","1994","no migration background","general elemantary","458","0.775637130349243","0.742004631261565","0.80926962943692","2"
"No","1994","no migration background","vocational + Abi","146","0.766512308116455","0.706039417450856","0.826985198782053","2"
"No","1994","no migration background","higher vocational","314","0.664154088821137","0.62122753023656","0.707080647405714","2"
"No","1994","no migration background","higher education","610","0.544373729696809","0.515526885733179","0.573220573660439","2"
"No","1994","no migration background","inadequately","26","","","","2"
"No","1994","indirect migration background","in school","1","","","","2"
"No","1994","indirect migration background","inadequately","9","","","","2"
"No","1994","indirect migration background","general elemantary","88","0.749445993536461","0.667339586262291","0.831552400810632","2"
"No","1994","indirect migration background","higher vocational","3","","","","2"
"No","1994","indirect migration background","higher education","6","","","","2"
"No","1994","indirect migration background","middle vocational","100","0.888236970208574","0.829885394823803","0.946588545593345","2"
"No","1994","indirect migration background","vocational + Abi","9","","","","2"
"No","1994","direct migration background","in school","","","","","2"
"No","1994","direct migration background","inadequately","194","0.867584455787818","0.822998614079361","0.912170297496274","2"
"No","1994","direct migration background","general elemantary","360","0.908176970962895","0.879770722086024","0.936583219839766","2"
"No","1994","direct migration background","middle vocational","441","0.878791113286153","0.850010855741824","0.907571370830482","2"
"No","1994","direct migration background","vocational + Abi","47","0.839320307847476","0.740452588215154","0.938188027479798","2"
"No","1994","direct migration background","higher vocational","29","","","","2"
"No","1994","direct migration background","higher education","55","0.624090454167938","0.520510933940983","0.727669974394894","2"
"Yes","1994","direct migration background","in school","1","","","","1"
"Yes","1994","direct migration background","inadequately","28","","","","1"
"Yes","1994","direct migration background","general elemantary","37","0.0918230290371049","0.0634167801602341","0.120229277913976","1"
"Yes","1994","direct migration background","middle vocational","53","0.121208886713847","0.0924286291695178","0.149989144258176","1"
"Yes","1994","direct migration background","vocational + Abi","6","","","","1"
"Yes","1994","direct migration background","higher vocational","12","","","","1"
"Yes","1994","direct migration background","higher education","29","","","","1"
"Yes","1994","indirect migration background","in school","","","","","1"
"Yes","1994","indirect migration background","inadequately","","","","","1"
"Yes","1994","indirect migration background","general elemantary","19","","","","1"
"Yes","1994","indirect migration background","middle vocational","12","","","","1"
"Yes","1994","indirect migration background","vocational + Abi","2","","","","1"
"Yes","1994","indirect migration background","higher vocational","5","","","","1"
"Yes","1994","indirect migration background","higher education","2","","","","1"
"Yes","1994","no migration background","in school","2","","","","1"
"Yes","1994","no migration background","inadequately","6","","","","1"
"Yes","1994","no migration background","general elemantary","133","0.224362869650757","0.19073037056308","0.257995368738435","1"
"Yes","1994","no migration background","middle vocational","850","0.252434792459869","0.237565971595219","0.26730361332452","1"
"Yes","1994","no migration background","vocational + Abi","42","0.233487691883545","0.173014801217947","0.293960582549144","1"
"Yes","1994","no migration background","higher vocational","151","0.335845911178863","0.292919352594286","0.37877246976344","1"
"Yes","1994","no migration background","higher education","535","0.455626270303191","0.426779426339561","0.484473114266821","1"
"No","1995","no migration background","in school","7","","","","2"
"No","1995","no migration background","inadequately","23","","","","2"
"No","1995","no migration background","general elemantary","497","0.808139475043666","0.77704424960699","0.839234700480343","2"
"No","1995","no migration background","middle vocational","2521","0.744890619228969","0.730188090810845","0.759593147647092","2"
"No","1995","no migration background","vocational + Abi","159","0.779118702196518","0.721911106772492","0.836326297620543","2"
"No","1995","no migration background","higher vocational","328","0.647993766915103","0.605962948765123","0.690024585065084","2"
"No","1995","no migration background","higher education","674","0.566771827037196","0.538758910331851","0.59478474374254","2"
"No","1995","indirect migration background","in school","2","","","","2"
"No","1995","indirect migration background","inadequately","6","","","","2"
"No","1995","indirect migration background","general elemantary","94","0.873004340509739","0.809011106032953","0.936997574986525","2"
"No","1995","indirect migration background","higher vocational","5","","","","2"
"No","1995","indirect migration background","higher education","11","","","","2"
"No","1995","indirect migration background","middle vocational","112","0.837386101377367","0.773459029651412","0.901313173103321","2"
"No","1995","indirect migration background","vocational + Abi","8","","","","2"
"No","1995","direct migration background","in school","1","","","","2"
"No","1995","direct migration background","inadequately","169","0.828308204438939","0.776044059929984","0.880572348947893","2"
"No","1995","direct migration background","general elemantary","389","0.899193419522772","0.870769729554133","0.927617109491411","2"
"No","1995","direct migration background","middle vocational","526","0.861768317141045","0.834151633494075","0.889385000788015","2"
"No","1995","direct migration background","vocational + Abi","77","0.697703589979043","0.607238198402929","0.788168981555157","2"
"No","1995","direct migration background","higher vocational","27","","","","2"
"No","1995","direct migration background","higher education","90","0.679258011941195","0.599328394120571","0.759187629761819","2"
"Yes","1995","direct migration background","in school","1","","","","1"
"Yes","1995","direct migration background","inadequately","31","0.171691795561061","0.119427651052107","0.223955940070016","1"
"Yes","1995","direct migration background","general elemantary","42","0.100806580477228","0.0723828905085893","0.129230270445866","1"
"Yes","1995","direct migration background","middle vocational","74","0.138231682858955","0.110614999211985","0.165848366505925","1"
"Yes","1995","direct migration background","vocational + Abi","22","","","","1"
"Yes","1995","direct migration background","higher vocational","11","","","","1"
"Yes","1995","direct migration background","higher education","41","0.320741988058805","0.240812370238181","0.400671605879429","1"
"Yes","1995","indirect migration background","in school","","","","","1"
"Yes","1995","indirect migration background","inadequately","1","","","","1"
"Yes","1995","indirect migration background","general elemantary","10","","","","1"
"Yes","1995","indirect migration background","middle vocational","16","","","","1"
"Yes","1995","indirect migration background","vocational + Abi","2","","","","1"
"Yes","1995","indirect migration background","higher vocational","6","","","","1"
"Yes","1995","indirect migration background","higher education","1","","","","1"
"Yes","1995","no migration background","in school","2","","","","1"
"Yes","1995","no migration background","inadequately","7","","","","1"
"Yes","1995","no migration background","general elemantary","119","0.191860524956334","0.160765299519657","0.22295575039301","1"
"Yes","1995","no migration background","middle vocational","856","0.255109380771031","0.240406852352908","0.269811909189155","1"
"Yes","1995","no migration background","vocational + Abi","43","0.220881297803482","0.163673702379457","0.278088893227508","1"
"Yes","1995","no migration background","higher vocational","168","0.352006233084897","0.309975414934916","0.394037051234877","1"
"Yes","1995","no migration background","higher education","528","0.433228172962804","0.40521525625746","0.461241089668149","1"
"No","1996","no migration background","in school","7","","","","2"
"No","1996","no migration background","inadequately","20","","","","2"
"No","1996","no migration background","general elemantary","476","0.827967250687293","0.797065511368209","0.858868990006377","2"
"No","1996","no migration background","middle vocational","2397","0.741202388937047","0.726067783707751","0.756336994166343","2"
"No","1996","no migration background","vocational + Abi","172","0.810536457141332","0.757909605044971","0.863163309237693","2"
"No","1996","no migration background","higher vocational","317","0.630878408953995","0.588107230309969","0.673649587598021","2"
"No","1996","no migration background","higher education","658","0.55746349971182","0.529051826584122","0.585875172839519","2"
"No","1996","indirect migration background","higher vocational","8","","","","2"
"No","1996","indirect migration background","higher education","11","","","","2"
"No","1996","indirect migration background","in school","","","","","2"
"No","1996","indirect migration background","inadequately","3","","","","2"
"No","1996","indirect migration background","general elemantary","90","0.925713296090544","0.873793993689272","0.977632598491817","2"
"No","1996","indirect migration background","middle vocational","130","0.914669163805334","0.869196634695765","0.960141692914903","2"
"No","1996","indirect migration background","vocational + Abi","5","","","","2"
"No","1996","direct migration background","in school","1","","","","2"
"No","1996","direct migration background","inadequately","150","0.775204161093043","0.714556427122785","0.835851895063302","2"
"No","1996","direct migration background","general elemantary","335","0.889032726726025","0.857242854042593","0.920822599409456","2"
"No","1996","direct migration background","middle vocational","474","0.879728098847823","0.852190756994371","0.907265440701275","2"
"No","1996","direct migration background","vocational + Abi","67","0.669507471691857","0.572861016032317","0.766153927351397","2"
"No","1996","direct migration background","higher vocational","29","","","","2"
"No","1996","direct migration background","higher education","88","0.748104972867917","0.670757438593593","0.825452507142242","2"
"Yes","1996","direct migration background","in school","","","","","1"
"Yes","1996","direct migration background","inadequately","32","0.224795838906957","0.164148104936698","0.285443572877215","1"
"Yes","1996","direct migration background","general elemantary","40","0.110967273273975","0.0791774005905442","0.142757145957406","1"
"Yes","1996","direct migration background","middle vocational","62","0.120271901152177","0.0927345592987253","0.147809243005629","1"
"Yes","1996","direct migration background","vocational + Abi","24","","","","1"
"Yes","1996","direct migration background","higher vocational","15","","","","1"
"Yes","1996","direct migration background","higher education","33","0.251895027132083","0.174547492857758","0.329242561406407","1"
"Yes","1996","indirect migration background","in school","","","","","1"
"Yes","1996","indirect migration background","inadequately","","","","","1"
"Yes","1996","indirect migration background","general elemantary","8","","","","1"
"Yes","1996","indirect migration background","middle vocational","15","","","","1"
"Yes","1996","indirect migration background","vocational + Abi","1","","","","1"
"Yes","1996","indirect migration background","higher vocational","4","","","","1"
"Yes","1996","indirect migration background","higher education","2","","","","1"
"Yes","1996","no migration background","in school","2","","","","1"
"Yes","1996","no migration background","inadequately","7","","","","1"
"Yes","1996","no migration background","general elemantary","97","0.172032749312707","0.141131009993623","0.202934488631791","1"
"Yes","1996","no migration background","middle vocational","820","0.258797611062953","0.243663005833657","0.273932216292249","1"
"Yes","1996","no migration background","vocational + Abi","41","0.189463542858668","0.136836690762307","0.242090394955029","1"
"Yes","1996","no migration background","higher vocational","172","0.369121591046005","0.326350412401979","0.411892769690031","1"
"Yes","1996","no migration background","higher education","516","0.44253650028818","0.414124827160481","0.470948173415878","1"
"No","1997","no migration background","in school","8","","","","2"
"No","1997","no migration background","vocational + Abi","173","0.812889501551871","0.76099957460329","0.864779428500453","2"
"No","1997","no migration background","inadequately","18","","","","2"
"No","1997","no migration background","general elemantary","458","0.803000219114153","0.769850776623004","0.836149661605302","2"
"No","1997","no migration background","middle vocational","2368","0.752106920495007","0.737040142019038","0.767173698970976","2"
"No","1997","no migration background","higher vocational","319","0.634634492347222","0.591998570267825","0.677270414426618","2"
"No","1997","no migration background","higher education","677","0.57982207173833","0.551883610115825","0.607760533360836","2"
"No","1997","indirect migration background","higher education","12","","","","2"
"No","1997","indirect migration background","higher vocational","6","","","","2"
"No","1997","indirect migration background","in school","1","","","","2"
"No","1997","indirect migration background","inadequately","7","","","","2"
"No","1997","indirect migration background","general elemantary","112","0.844478134747085","0.781696439420068","0.907259830074102","2"
"No","1997","indirect migration background","middle vocational","124","0.770843590041027","0.701957868798134","0.83972931128392","2"
"No","1997","indirect migration background","vocational + Abi","10","","","","2"
"No","1997","direct migration background","in school","1","","","","2"
"No","1997","direct migration background","inadequately","132","0.79217708788434","0.729696021184637","0.854658154584043","2"
"No","1997","direct migration background","general elemantary","310","0.904776354298902","0.873713307255406","0.935839401342397","2"
"No","1997","direct migration background","middle vocational","453","0.873368586627252","0.844562608857393","0.90217456439711","2"
"No","1997","direct migration background","vocational + Abi","63","0.663463297499822","0.561807134378647","0.765119460620998","2"
"No","1997","direct migration background","higher vocational","27","","","","2"
"No","1997","direct migration background","higher education","84","0.633625909674103","0.550157536963719","0.717094282384486","2"
"Yes","1997","direct migration background","in school","","","","","1"
"Yes","1997","direct migration background","inadequately","30","0.20782291211566","0.145341845415957","0.270303978815363","1"
"Yes","1997","direct migration background","general elemantary","33","0.0952236457010983","0.0641605986576027","0.126286692744594","1"
"Yes","1997","direct migration background","middle vocational","59","0.126631413372748","0.0978254356028898","0.155437391142607","1"
"Yes","1997","direct migration background","vocational + Abi","20","","","","1"
"Yes","1997","direct migration background","higher vocational","14","","","","1"
"Yes","1997","direct migration background","higher education","44","0.366374090325897","0.282905717615514","0.449842463036281","1"
"Yes","1997","indirect migration background","in school","","","","","1"
"Yes","1997","indirect migration background","inadequately","","","","","1"
"Yes","1997","indirect migration background","general elemantary","16","","","","1"
"Yes","1997","indirect migration background","middle vocational","19","","","","1"
"Yes","1997","indirect migration background","vocational + Abi","2","","","","1"
"Yes","1997","indirect migration background","higher vocational","2","","","","1"
"Yes","1997","indirect migration background","higher education","5","","","","1"
"Yes","1997","no migration background","general elemantary","95","0.196999780885847","0.163850338394698","0.230149223376996","1"
"Yes","1997","no migration background","middle vocational","787","0.247893079504993","0.232826301029024","0.262959857980962","1"
"Yes","1997","no migration background","vocational + Abi","44","0.187110498448129","0.135220571499547","0.23900042539671","1"
"Yes","1997","no migration background","higher vocational","171","0.365365507652778","0.322729585573382","0.408001429732175","1"
"Yes","1997","no migration background","higher education","522","0.42017792826167","0.392239466639164","0.448116389884175","1"
"Yes","1997","no migration background","in school","2","","","","1"
"Yes","1997","no migration background","inadequately","3","","","","1"
"No","1998","no migration background","in school","13","","","","2"
"No","1998","no migration background","inadequately","20","","","","2"
"No","1998","no migration background","general elemantary","512","0.800010304311792","0.76865148645781","0.831369122165774","2"
"No","1998","no migration background","middle vocational","2639","0.755043499894876","0.740746705293166","0.769340294496585","2"
"No","1998","no migration background","vocational + Abi","205","0.79316538231592","0.743837587769999","0.842493176861842","2"
"No","1998","no migration background","higher vocational","364","0.671173736248826","0.631476737007755","0.710870735489898","2"
"No","1998","no migration background","higher education","745","0.569641254015668","0.542931052842324","0.596351455189012","2"
"No","1998","indirect migration background","higher vocational","8","","","","2"
"No","1998","indirect migration background","higher education","13","","","","2"
"No","1998","indirect migration background","in school","","","","","2"
"No","1998","indirect migration background","inadequately","7","","","","2"
"No","1998","indirect migration background","general elemantary","106","0.863518447404748","0.802849239842255","0.924187654967241","2"
"No","1998","indirect migration background","middle vocational","130","0.801988519352977","0.738637215402723","0.865339823303231","2"
"No","1998","indirect migration background","vocational + Abi","9","","","","2"
"No","1998","direct migration background","in school","","","","","2"
"No","1998","direct migration background","inadequately","121","0.814552905519573","0.751292240196615","0.877813570842531","2"
"No","1998","direct migration background","general elemantary","285","0.883811247806496","0.848535172107971","0.919087323505021","2"
"No","1998","direct migration background","middle vocational","440","0.880551982994992","0.851923943793149","0.909180022196836","2"
"No","1998","direct migration background","vocational + Abi","66","0.656107398716627","0.558512688567538","0.753702108865716","2"
"No","1998","direct migration background","higher vocational","21","","","","2"
"No","1998","direct migration background","higher education","87","0.653681509278961","0.570931667755348","0.736431350802573","2"
"Yes","1998","direct migration background","in school","","","","","1"
"Yes","1998","direct migration background","inadequately","24","","","","1"
"Yes","1998","direct migration background","general elemantary","32","0.116188752193504","0.0809126764949788","0.151464827892029","1"
"Yes","1998","direct migration background","middle vocational","53","0.119448017005007","0.0908199778031637","0.148076056206851","1"
"Yes","1998","direct migration background","vocational + Abi","25","","","","1"
"Yes","1998","direct migration background","higher vocational","14","","","","1"
"Yes","1998","direct migration background","higher education","40","0.346318490721039","0.263568649197427","0.429068332244651","1"
"Yes","1998","indirect migration background","in school","","","","","1"
"Yes","1998","indirect migration background","inadequately","1","","","","1"
"Yes","1998","indirect migration background","general elemantary","17","","","","1"
"Yes","1998","indirect migration background","middle vocational","22","","","","1"
"Yes","1998","indirect migration background","vocational + Abi","2","","","","1"
"Yes","1998","indirect migration background","higher vocational","6","","","","1"
"Yes","1998","indirect migration background","higher education","7","","","","1"
"Yes","1998","no migration background","general elemantary","113","0.199989695688208","0.168630877834226","0.23134851354219","1"
"Yes","1998","no migration background","middle vocational","837","0.244956500105125","0.230659705503415","0.259253294706834","1"
"Yes","1998","no migration background","vocational + Abi","54","0.206834617684079","0.157506823138158","0.256162412230001","1"
"Yes","1998","no migration background","higher vocational","174","0.328826263751174","0.289129264510102","0.368523262992245","1"
"Yes","1998","no migration background","higher education","575","0.430358745984332","0.403648544810988","0.457068947157676","1"
"Yes","1998","no migration background","in school","1","","","","1"
"Yes","1998","no migration background","inadequately","4","","","","1"
"No","1999","no migration background","in school","17","","","","2"
"No","1999","no migration background","inadequately","21","","","","2"
"No","1999","no migration background","general elemantary","470","0.818381251341153","0.786675934440788","0.850086568241519","2"
"No","1999","no migration background","middle vocational","2532","0.764067211964476","0.749583320542693","0.778551103386259","2"
"No","1999","no migration background","vocational + Abi","198","0.810738367476718","0.761076757530978","0.860399977422458","2"
"No","1999","no migration background","higher vocational","334","0.633906758281281","0.592138517118995","0.675674999443567","2"
"No","1999","no migration background","higher education","737","0.578164833306633","0.551215348749571","0.605114317863695","2"
"No","1999","indirect migration background","in school","1","","","","2"
"No","1999","indirect migration background","inadequately","8","","","","2"
"No","1999","indirect migration background","general elemantary","97","0.876695073514827","0.814397561929543","0.93899258510011","2"
"No","1999","indirect migration background","middle vocational","135","0.858625751692424","0.803054941762529","0.914196561622319","2"
"No","1999","indirect migration background","vocational + Abi","11","","","","2"
"No","1999","indirect migration background","higher vocational","7","","","","2"
"No","1999","indirect migration background","higher education","13","","","","2"
"No","1999","direct migration background","in school","2","","","","2"
"No","1999","direct migration background","inadequately","109","0.815974482577007","0.749104601874715","0.8828443632793","2"
"No","1999","direct migration background","general elemantary","255","0.894745274042853","0.858800183296804","0.930690364788902","2"
"No","1999","direct migration background","middle vocational","380","0.873515784887736","0.841914323283004","0.905117246492468","2"
"No","1999","direct migration background","vocational + Abi","60","0.669183318763019","0.56671919392283","0.771647443603209","2"
"No","1999","direct migration background","higher vocational","20","","","","2"
"No","1999","direct migration background","higher education","80","0.663697111775671","0.579863449622666","0.747530773928676","2"
"Yes","1999","direct migration background","in school","","","","","1"
"Yes","1999","direct migration background","inadequately","20","","","","1"
"Yes","1999","direct migration background","general elemantary","25","","","","1"
"Yes","1999","direct migration background","middle vocational","45","0.126484215112264","0.0948827535075316","0.158085676716996","1"
"Yes","1999","direct migration background","vocational + Abi","21","","","","1"
"Yes","1999","direct migration background","higher vocational","14","","","","1"
"Yes","1999","direct migration background","higher education","42","0.336302888224329","0.252469226071324","0.420136550377334","1"
"Yes","1999","indirect migration background","in school","1","","","","1"
"Yes","1999","indirect migration background","inadequately","1","","","","1"
"Yes","1999","indirect migration background","general elemantary","10","","","","1"
"Yes","1999","indirect migration background","middle vocational","16","","","","1"
"Yes","1999","indirect migration background","vocational + Abi","2","","","","1"
"Yes","1999","indirect migration background","higher vocational","6","","","","1"
"Yes","1999","indirect migration background","higher education","7","","","","1"
"Yes","1999","no migration background","general elemantary","98","0.181618748658847","0.149913431758481","0.213324065559212","1"
"Yes","1999","no migration background","middle vocational","769","0.235932788035524","0.221448896613741","0.250416679457307","1"
"Yes","1999","no migration background","vocational + Abi","41","0.189261632523282","0.139600022577542","0.238923242469022","1"
"Yes","1999","no migration background","higher vocational","177","0.366093241718719","0.324325000556432","0.407861482881005","1"
"Yes","1999","no migration background","higher education","553","0.421835166693367","0.394885682136305","0.448784651250429","1"
"Yes","1999","no migration background","in school","1","","","","1"
"Yes","1999","no migration background","inadequately","4","","","","1"
"No","2000","no migration background","in school","38","0.962404447320238","0.903456981027387","1.02135191361309","2"
"No","2000","no migration background","inadequately","38","0.834183933234535","0.727856978129464","0.940510888339605","2"
"No","2000","no migration background","general elemantary","751","0.846858242901221","0.82309170233439","0.870624783468052","2"
"No","2000","no migration background","middle vocational","5010","0.789198880827723","0.779182563815037","0.799215197840408","2"
"No","2000","no migration background","vocational + Abi","460","0.798355648385843","0.765301109188731","0.831410187582955","2"
"No","2000","no migration background","higher vocational","755","0.684735732734155","0.657451963574749","0.712019501893562","2"
"No","2000","no migration background","higher education","1479","0.621679110314132","0.602596050688581","0.640762169939683","2"
"No","2000","indirect migration background","in school","3","","","","2"
"No","2000","indirect migration background","inadequately","4","","","","2"
"No","2000","indirect migration background","general elemantary","136","0.898303314650552","0.850094714883392","0.946511914417713","2"
"No","2000","indirect migration background","middle vocational","206","0.914594865618277","0.878785507860202","0.950404223376351","2"
"No","2000","indirect migration background","vocational + Abi","22","","","","2"
"No","2000","indirect migration background","higher vocational","23","","","","2"
"No","2000","indirect migration background","higher education","34","0.745827014333307","0.620006074385723","0.871647954280891","2"
"No","2000","direct migration background","in school","1","","","","2"
"No","2000","direct migration background","inadequately","78","0.886919066357036","0.821851571981259","0.951986560732814","2"
"No","2000","direct migration background","general elemantary","362","0.88373894574063","0.852598128047207","0.914879763434052","2"
"No","2000","direct migration background","middle vocational","645","0.862720810204013","0.837790364594941","0.887651255813084","2"
"No","2000","direct migration background","vocational + Abi","142","0.789990527065821","0.729295176559552","0.85068587757209","2"
"No","2000","direct migration background","higher vocational","87","0.707686054795647","0.627307420773906","0.788064688817387","2"
"No","2000","direct migration background","higher education","196","0.746254473122933","0.694445364918245","0.798063581327621","2"
"Yes","2000","direct migration background","in school","1","","","","1"
"Yes","2000","direct migration background","inadequately","13","","","","1"
"Yes","2000","direct migration background","general elemantary","45","0.116261054259371","0.0851202365659477","0.147401871952793","1"
"Yes","2000","direct migration background","middle vocational","87","0.137279189795987","0.112348744186916","0.162209635405059","1"
"Yes","2000","direct migration background","vocational + Abi","31","0.210009472934179","0.14931412242791","0.270704823440448","1"
"Yes","2000","direct migration background","higher vocational","36","0.292313945204353","0.211935311182613","0.372692579226094","1"
"Yes","2000","direct migration background","higher education","75","0.253745526877067","0.201936418672379","0.305554635081755","1"
"Yes","2000","indirect migration background","in school","2","","","","1"
"Yes","2000","indirect migration background","inadequately","1","","","","1"
"Yes","2000","indirect migration background","general elemantary","15","","","","1"
"Yes","2000","indirect migration background","middle vocational","28","","","","1"
"Yes","2000","indirect migration background","vocational + Abi","5","","","","1"
"Yes","2000","indirect migration background","higher vocational","7","","","","1"
"Yes","2000","indirect migration background","higher education","12","","","","1"
"Yes","2000","no migration background","general elemantary","131","0.153141757098779","0.129375216531948","0.17690829766561","1"
"Yes","2000","no migration background","middle vocational","1360","0.210801119172277","0.200784802159592","0.220817436184963","1"
"Yes","2000","no migration background","in school","2","","","","1"
"Yes","2000","no migration background","inadequately","9","","","","1"
"Yes","2000","no migration background","vocational + Abi","106","0.201644351614157","0.168589812417045","0.234698890811269","1"
"Yes","2000","no migration background","higher vocational","359","0.315264267265845","0.287980498106438","0.342548036425251","1"
"Yes","2000","no migration background","higher education","1002","0.378320889685868","0.359237830060317","0.397403949311419","1"
"No","2001","no migration background","in school","44","0.977427717566266","0.93450381125725","1.02035162387528","2"
"No","2001","no migration background","inadequately","24","","","","2"
"No","2001","no migration background","general elemantary","571","0.822187227013704","0.79351215089791","0.850862303129498","2"
"No","2001","no migration background","middle vocational","4284","0.791267830731565","0.780487105135351","0.802048556327779","2"
"No","2001","no migration background","vocational + Abi","392","0.798278802846761","0.762856426044692","0.833701179648831","2"
"No","2001","no migration background","higher vocational","648","0.689822655512682","0.66039275809029","0.719252552935075","2"
"No","2001","no migration background","higher education","1341","0.622248132353837","0.602116656766694","0.642379607940981","2"
"No","2001","indirect migration background","in school","3","","","","2"
"No","2001","indirect migration background","inadequately","2","","","","2"
"No","2001","indirect migration background","general elemantary","116","0.839182005926977","0.775787935538243","0.90257607631571","2"
"No","2001","indirect migration background","middle vocational","169","0.883012407640792","0.838130812629604","0.92789400265198","2"
"No","2001","indirect migration background","vocational + Abi","23","","","","2"
"No","2001","indirect migration background","higher vocational","18","","","","2"
"No","2001","indirect migration background","higher education","32","0.762855372450121","0.635727255864743","0.8899834890355","2"
"No","2001","direct migration background","in school","4","","","","2"
"No","2001","direct migration background","inadequately","56","0.939476064387171","0.881506791517756","0.997445337256585","2"
"No","2001","direct migration background","general elemantary","311","0.860354693974314","0.824298004326292","0.896411383622337","2"
"No","2001","direct migration background","middle vocational","554","0.865279504852072","0.838512293625694","0.892046716078449","2"
"No","2001","direct migration background","vocational + Abi","122","0.81225433112913","0.749126567384005","0.875382094874255","2"
"No","2001","direct migration background","higher vocational","72","0.724186040164501","0.636590642783861","0.81178143754514","2"
"No","2001","direct migration background","higher education","162","0.773328335307206","0.718129167165635","0.828527503448778","2"
"Yes","2001","direct migration background","in school","","","","","1"
"Yes","2001","direct migration background","inadequately","9","","","","1"
"Yes","2001","direct migration background","general elemantary","44","0.139645306025686","0.103588616377663","0.175701995673708","1"
"Yes","2001","direct migration background","middle vocational","71","0.134720495147929","0.107953283921551","0.161487706374306","1"
"Yes","2001","direct migration background","vocational + Abi","25","","","","1"
"Yes","2001","direct migration background","higher vocational","28","","","","1"
"Yes","2001","direct migration background","higher education","59","0.226671664692794","0.171472496551222","0.281870832834365","1"
"Yes","2001","indirect migration background","in school","","","","","1"
"Yes","2001","indirect migration background","inadequately","1","","","","1"
"Yes","2001","indirect migration background","general elemantary","13","","","","1"
"Yes","2001","indirect migration background","middle vocational","28","","","","1"
"Yes","2001","indirect migration background","vocational + Abi","3","","","","1"
"Yes","2001","indirect migration background","higher vocational","7","","","","1"
"Yes","2001","indirect migration background","higher education","11","","","","1"
"Yes","2001","no migration background","general elemantary","112","0.177812772986296","0.149137696870502","0.20648784910209","1"
"Yes","2001","no migration background","middle vocational","1175","0.208732169268435","0.197951443672221","0.219512894864649","1"
"Yes","2001","no migration background","higher education","887","0.377751867646163","0.357620392059019","0.397883343233306","1"
"Yes","2001","no migration background","in school","2","","","","1"
"Yes","2001","no migration background","inadequately","7","","","","1"
"Yes","2001","no migration background","vocational + Abi","101","0.201721197153239","0.166298820351169","0.237143573955308","1"
"Yes","2001","no migration background","higher vocational","301","0.310177344487318","0.280747447064925","0.33960724190971","1"
"No","2002","indirect migration background","inadequately","3","","","","2"
"No","2002","indirect migration background","general elemantary","110","0.915936736772833","0.866289700328105","0.965583773217562","2"
"No","2002","indirect migration background","higher vocational","28","","","","2"
