"pli0097_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1994","secondary school degree","Female","","","",""
"Daily","1994","college entrance qualification","Male","","","",""
"Daily","1994","college entrance qualification","Female","","","",""
"Daily","1994","Other degree","Male","","","",""
"Daily","1994","Other degree","Female","","","",""
"Daily","1994","no degree/no degree yet","Male","","","",""
"Daily","1994","no degree/no degree yet","Female","","","",""
"Min 1x per week","1994","lower secondary degree","Male","28","","",""
"Min 1x per week","1994","lower secondary degree","Female","5","","",""
"Min 1x per week","1994","secondary school degree","Male","16","","",""
"Min 1x per week","1994","secondary school degree","Female","7","","",""
"Min 1x per week","1994","college entrance qualification","Male","34","0.0256775123919309","0.0160966944623726","0.0352583303214892"
"Min 1x per week","1994","college entrance qualification","Female","10","","",""
"Min 1x per week","1994","Other degree","Male","4","","",""
"Min 1x per week","1994","Other degree","Female","","","",""
"Min 1x per week","1994","no degree/no degree yet","Male","2","","",""
"Min 1x per week","1994","no degree/no degree yet","Female","","","",""
"Min 1x per month","1994","lower secondary degree","Male","44","0.0154040235992903","0.0106537777402022","0.0201542694583784"
"Min 1x per month","1994","lower secondary degree","Female","25","","",""
"Min 1x per month","1994","secondary school degree","Male","39","0.0219107916507766","0.0145440817325612","0.0292775015689919"
"Min 1x per month","1994","secondary school degree","Female","37","0.0170357070953253","0.0113199444461174","0.0227514697445333"
"Min 1x per month","1994","college entrance qualification","Male","32","0.0300714046411048","0.0197266191608067","0.0404161901214029"
"Min 1x per month","1994","college entrance qualification","Female","17","","",""
"Min 1x per month","1994","Other degree","Male","3","","",""
"Min 1x per month","1994","Other degree","Female","3","","",""
"Min 1x per month","1994","no degree/no degree yet","Male","4","","",""
"Min 1x per month","1994","no degree/no degree yet","Female","1","","",""
"Rarely","1994","lower secondary degree","Male","189","0.0784894943876844","0.0681159807281299","0.088863008047239"
"Rarely","1994","lower secondary degree","Female","103","0.0337197499746339","0.0271031521513223","0.0403363477979455"
"Rarely","1994","secondary school degree","Male","119","0.086999480126763","0.0728170993373981","0.101181860916128"
"Rarely","1994","secondary school degree","Female","118","0.0611155804605284","0.050535054198489","0.0716961067225679"
"Rarely","1994","college entrance qualification","Male","108","0.109572069595939","0.0906519416207093","0.12849219757117"
"Rarely","1994","college entrance qualification","Female","63","0.0868598744723161","0.0668504740679756","0.106869274876657"
"Rarely","1994","Other degree","Male","29","","",""
"Rarely","1994","Other degree","Female","14","","",""
"Rarely","1994","no degree/no degree yet","Male","16","","",""
"Rarely","1994","no degree/no degree yet","Female","9","","",""
"Never","1994","lower secondary degree","Male","2321","0.896252843085094","0.884491055082583","0.908014631087605"
"Never","1994","lower secondary degree","Female","2726","0.955667817095982","0.948122907297383","0.963212726894581"
"Never","1994","secondary school degree","Male","1343","0.880695482726802","0.864383880248605","0.897007085204999"
"Never","1994","secondary school degree","Female","1807","0.918777417921725","0.906711266114591","0.930843569728858"
"Never","1994","college entrance qualification","Male","873","0.834679013371025","0.812178185807747","0.857179840934302"
"Never","1994","college entrance qualification","Female","671","0.874916917693775","0.851413097445099","0.898420737942451"
"Never","1994","Other degree","Male","479","0.924913932763272","0.902153798675007","0.947674066851537"
"Never","1994","Other degree","Female","365","0.962848246593978","0.943881842940356","0.9818146502476"
"Never","1994","no degree/no degree yet","Male","327","0.901722671628413","0.870490761734999","0.932954581521827"
"Never","1994","no degree/no degree yet","Female","467","0.975821225935786","0.962036721092211","0.989605730779362"
"Daily","1995","lower secondary degree","Male","7","","",""
"Daily","1995","lower secondary degree","Female","2","","",""
"Daily","1995","secondary school degree","Male","3","","",""
"Daily","1995","secondary school degree","Female","2","","",""
"Daily","1995","college entrance qualification","Male","6","","",""
"Daily","1995","college entrance qualification","Female","5","","",""
"Daily","1995","Other degree","Male","1","","",""
"Daily","1995","Other degree","Female","1","","",""
"Daily","1995","no degree/no degree yet","Male","","","",""
"Daily","1995","no degree/no degree yet","Female","","","",""
"Min 1x per week","1995","lower secondary degree","Male","27","","",""
"Min 1x per week","1995","lower secondary degree","Female","7","","",""
"Min 1x per week","1995","secondary school degree","Male","23","","",""
"Min 1x per week","1995","secondary school degree","Female","14","","",""
"Min 1x per week","1995","college entrance qualification","Male","32","0.0230174235689986","0.014139435070002","0.0318954120679951"
"Min 1x per week","1995","college entrance qualification","Female","4","","",""
"Min 1x per week","1995","Other degree","Male","8","","",""
"Min 1x per week","1995","Other degree","Female","1","","",""
"Min 1x per week","1995","no degree/no degree yet","Male","2","","",""
"Min 1x per week","1995","no degree/no degree yet","Female","3","","",""
"Min 1x per month","1995","lower secondary degree","Male","61","0.0267890221225601","0.0205537258827919","0.0330243183623283"
"Min 1x per month","1995","lower secondary degree","Female","28","","",""
"Min 1x per month","1995","secondary school degree","Male","44","0.0283690781197164","0.0200554233951994","0.0366827328442334"
"Min 1x per month","1995","secondary school degree","Female","33","0.0167872221077264","0.0112108383520485","0.0223636058634043"
"Min 1x per month","1995","college entrance qualification","Male","39","0.0410742512367709","0.0293247310513201","0.0528237714222217"
"Min 1x per month","1995","college entrance qualification","Female","21","","",""
"Min 1x per month","1995","Other degree","Male","7","","",""
"Min 1x per month","1995","Other degree","Female","3","","",""
"Min 1x per month","1995","no degree/no degree yet","Male","2","","",""
"Min 1x per month","1995","no degree/no degree yet","Female","1","","",""
"Rarely","1995","lower secondary degree","Male","233","0.0960744308610257","0.0846943484378516","0.1074545132842"
"Rarely","1995","lower secondary degree","Female","154","0.0589044893002678","0.0501836130530747","0.0676253655474609"
"Rarely","1995","secondary school degree","Male","153","0.106340820863904","0.0909041134435435","0.121777528284265"
"Rarely","1995","secondary school degree","Female","153","0.0701863633344611","0.0590980930430957","0.0812746336258265"
"Rarely","1995","college entrance qualification","Male","146","0.148032274764357","0.127007439977036","0.169057109551678"
"Rarely","1995","college entrance qualification","Female","89","0.133729056661452","0.110333004418113","0.157125108904791"
"Rarely","1995","Other degree","Male","27","","",""
"Rarely","1995","Other degree","Female","10","","",""
"Rarely","1995","no degree/no degree yet","Male","18","","",""
"Rarely","1995","no degree/no degree yet","Female","12","","",""
"Never","1995","lower secondary degree","Male","2248","0.865467695306238","0.852290776079982","0.878644614532494"
"Never","1995","lower secondary degree","Female","2609","0.929083161713835","0.919575558419357","0.938590765008312"
"Never","1995","secondary school degree","Male","1309","0.844324292248927","0.826169813870437","0.862478770627417"
"Never","1995","secondary school degree","Female","1837","0.906202526476983","0.893547948019049","0.918857104934917"
"Never","1995","college entrance qualification","Male","873","0.784052010446267","0.759691306552946","0.808412714339589"
"Never","1995","college entrance qualification","Female","694","0.825982032713704","0.799921387486071","0.852042677941337"
"Never","1995","Other degree","Male","600","0.933803598881948","0.914586511465764","0.953020686298133"
"Never","1995","Other degree","Female","516","0.967765400207997","0.952742734012473","0.982788066403521"
"Never","1995","no degree/no degree yet","Male","359","0.911662717248273","0.883167319814546","0.940158114681999"
"Never","1995","no degree/no degree yet","Female","462","0.958423559495389","0.940528360352132","0.976318758638647"
"Daily","1996","lower secondary degree","Male","","","",""
"Daily","1996","lower secondary degree","Female","","","",""
"Daily","1996","secondary school degree","Male","","","",""
"Daily","1996","secondary school degree","Female","","","",""
"Daily","1996","college entrance qualification","Male","","","",""
"Daily","1996","college entrance qualification","Female","","","",""
"Daily","1996","Other degree","Male","","","",""
"Daily","1996","Other degree","Female","","","",""
"Daily","1996","no degree/no degree yet","Male","","","",""
"Daily","1996","no degree/no degree yet","Female","","","",""
"Min 1x per week","1996","lower secondary degree","Male","29","","",""
"Min 1x per week","1996","lower secondary degree","Female","6","","",""
"Min 1x per week","1996","secondary school degree","Male","20","","",""
"Min 1x per week","1996","secondary school degree","Female","10","","",""
"Min 1x per week","1996","college entrance qualification","Male","25","","",""
"Min 1x per week","1996","college entrance qualification","Female","8","","",""
"Min 1x per week","1996","Other degree","Male","2","","",""
"Min 1x per week","1996","Other degree","Female","1","","",""
"Min 1x per week","1996","no degree/no degree yet","Male","1","","",""
"Min 1x per week","1996","no degree/no degree yet","Female","1","","",""
"Min 1x per month","1996","lower secondary degree","Male","35","0.0144655880592159","0.00980010393529701","0.0191310721831348"
"Min 1x per month","1996","lower secondary degree","Female","21","","",""
"Min 1x per month","1996","secondary school degree","Male","37","0.0263222365167253","0.0183368955929207","0.03430757744053"
"Min 1x per month","1996","secondary school degree","Female","27","","",""
"Min 1x per month","1996","college entrance qualification","Male","36","0.0384404569087325","0.027016514498195","0.0498643993192699"
"Min 1x per month","1996","college entrance qualification","Female","19","","",""
"Min 1x per month","1996","Other degree","Male","3","","",""
"Min 1x per month","1996","Other degree","Female","2","","",""
"Min 1x per month","1996","no degree/no degree yet","Male","3","","",""
"Min 1x per month","1996","no degree/no degree yet","Female","1","","",""
"Rarely","1996","lower secondary degree","Male","228","0.0979286405052678","0.086315007915673","0.109542273094863"
"Rarely","1996","lower secondary degree","Female","132","0.0606113724794632","0.0516719306943093","0.0695508142646172"
"Rarely","1996","secondary school degree","Male","151","0.118360197810356","0.102247328729923","0.134473066890788"
"Rarely","1996","secondary school degree","Female","145","0.0666366274059038","0.055795828634605","0.0774774261772027"
"Rarely","1996","college entrance qualification","Male","163","0.164761803019495","0.142718986540536","0.186804619498454"
"Rarely","1996","college entrance qualification","Female","87","0.115750495374555","0.0939328986948608","0.137568092054249"
"Rarely","1996","Other degree","Male","29","","",""
"Rarely","1996","Other degree","Female","12","","",""
"Rarely","1996","no degree/no degree yet","Male","11","","",""
"Rarely","1996","no degree/no degree yet","Female","13","","",""
"Never","1996","lower secondary degree","Male","2224","0.877556248767584","0.864747740076022","0.890364757459146"
"Never","1996","lower secondary degree","Female","2578","0.930915853545392","0.921415164508334","0.940416542582449"
"Never","1996","secondary school degree","Male","1336","0.842195554563612","0.824011508115317","0.860379601011907"
"Never","1996","secondary school degree","Female","1851","0.918484738311077","0.906590549249585","0.930378927372568"
"Never","1996","college entrance qualification","Male","864","0.780480067139019","0.755884800681365","0.805075333596672"
"Never","1996","college entrance qualification","Female","712","0.851118646480212","0.826842861943616","0.875394431016807"
"Never","1996","Other degree","Male","565","0.929831968681794","0.909376635275192","0.950287302088396"
"Never","1996","Other degree","Female","481","0.967232350881476","0.951565009664965","0.982899692097986"
"Never","1996","no degree/no degree yet","Male","346","0.952197852495696","0.930189790907248","0.974205914084145"
"Never","1996","no degree/no degree yet","Female","449","0.96574388015036","0.94919421665038","0.98229354365034"
"Daily","1997","lower secondary degree","Male","","","",""
"Daily","1997","lower secondary degree","Female","","","",""
"Daily","1997","secondary school degree","Male","","","",""
"Daily","1997","secondary school degree","Female","","","",""
"Daily","1997","college entrance qualification","Male","","","",""
"Daily","1997","college entrance qualification","Female","","","",""
"Daily","1997","Other degree","Male","","","",""
"Daily","1997","Other degree","Female","","","",""
"Daily","1997","no degree/no degree yet","Male","","","",""
"Daily","1997","no degree/no degree yet","Female","","","",""
"Min 1x per week","1997","lower secondary degree","Male","25","","",""
"Min 1x per week","1997","lower secondary degree","Female","5","","",""
"Min 1x per week","1997","secondary school degree","Male","18","","",""
"Min 1x per week","1997","secondary school degree","Female","11","","",""
"Min 1x per week","1997","college entrance qualification","Male","23","","",""
"Min 1x per week","1997","college entrance qualification","Female","5","","",""
"Min 1x per week","1997","Other degree","Male","2","","",""
"Min 1x per week","1997","Other degree","Female","1","","",""
"Min 1x per week","1997","no degree/no degree yet","Male","1","","",""
"Min 1x per week","1997","no degree/no degree yet","Female","2","","",""
"Min 1x per month","1997","lower secondary degree","Male","45","0.0198174951503735","0.0143255511912979","0.0253094391094491"
"Min 1x per month","1997","lower secondary degree","Female","25","","",""
"Min 1x per month","1997","secondary school degree","Male","37","0.0253187551479237","0.0174318233264801","0.0332056869693673"
"Min 1x per month","1997","secondary school degree","Female","26","","",""
"Min 1x per month","1997","college entrance qualification","Male","41","0.0371460509594734","0.025949626688404","0.0483424752305428"
"Min 1x per month","1997","college entrance qualification","Female","20","","",""
"Min 1x per month","1997","Other degree","Male","7","","",""
"Min 1x per month","1997","Other degree","Female","3","","",""
"Min 1x per month","1997","no degree/no degree yet","Male","4","","",""
"Min 1x per month","1997","no degree/no degree yet","Female","4","","",""
"Rarely","1997","lower secondary degree","Male","174","0.0755625166275177","0.0651479734810055","0.0859770597740299"
"Rarely","1997","lower secondary degree","Female","109","0.0497755323244254","0.0414716948121408","0.05807936983671"
"Rarely","1997","secondary school degree","Male","123","0.0911264277669347","0.0766777030041022","0.105575152529767"
"Rarely","1997","secondary school degree","Female","122","0.0651490752097439","0.0543359842736415","0.0759621661458463"
"Rarely","1997","college entrance qualification","Male","98","0.103636003130751","0.0855916904608538","0.121680315800648"
"Rarely","1997","college entrance qualification","Female","85","0.116349200316617","0.0945747285032617","0.138123672129973"
"Rarely","1997","Other degree","Male","20","","",""
"Rarely","1997","Other degree","Female","13","","",""
"Rarely","1997","no degree/no degree yet","Male","15","","",""
"Rarely","1997","no degree/no degree yet","Female","11","","",""
"Never","1997","lower secondary degree","Male","2230","0.89461919972854","0.882520238172571","0.906718161284509"
"Never","1997","lower secondary degree","Female","2496","0.938598766940091","0.929432630505338","0.947764903374843"
"Never","1997","secondary school degree","Male","1346","0.86832686052903","0.851350451890927","0.885303269167132"
"Never","1997","secondary school degree","Female","1842","0.919239915733349","0.907301756548102","0.931178074918596"
"Never","1997","college entrance qualification","Male","934","0.839340463568974","0.817600182782675","0.861080744355274"
"Never","1997","college entrance qualification","Female","723","0.851902657189721","0.827781718213354","0.876023596166087"
"Never","1997","Other degree","Male","521","0.947273479144513","0.928595968470784","0.965950989818241"
"Never","1997","Other degree","Female","453","0.965085073383273","0.948489680893971","0.981680465872576"
"Never","1997","no degree/no degree yet","Male","342","0.936422837639499","0.911287751713773","0.961557923565224"
"Never","1997","no degree/no degree yet","Female","434","0.955148419500981","0.936046187009168","0.974250651992794"
"Daily","1998","lower secondary degree","Male","4","","",""
"Daily","1998","lower secondary degree","Female","","","",""
"Daily","1998","secondary school degree","Male","2","","",""
"Daily","1998","secondary school degree","Female","1","","",""
"Daily","1998","college entrance qualification","Male","7","","",""
"Daily","1998","college entrance qualification","Female","1","","",""
"Daily","1998","Other degree","Male","","","",""
"Daily","1998","Other degree","Female","","","",""
"Daily","1998","no degree/no degree yet","Male","1","","",""
"Daily","1998","no degree/no degree yet","Female","","","",""
"Min 1x per week","1998","lower secondary degree","Male","30","0.011793244344116","0.00773251791852716","0.0158539707697048"
"Min 1x per week","1998","lower secondary degree","Female","2","","",""
"Min 1x per week","1998","secondary school degree","Male","18","","",""
"Min 1x per week","1998","secondary school degree","Female","6","","",""
"Min 1x per week","1998","college entrance qualification","Male","27","","",""
"Min 1x per week","1998","college entrance qualification","Female","8","","",""
"Min 1x per week","1998","Other degree","Male","1","","",""
"Min 1x per week","1998","Other degree","Female","","","",""
"Min 1x per week","1998","no degree/no degree yet","Male","3","","",""
"Min 1x per week","1998","no degree/no degree yet","Female","","","",""
"Min 1x per month","1998","lower secondary degree","Male","50","0.0187027451248332","0.0136069008976227","0.0237985893520438"
"Min 1x per month","1998","lower secondary degree","Female","33","0.0113013858510033","0.00745151087259317","0.0151512608294134"
"Min 1x per month","1998","secondary school degree","Male","29","","",""
"Min 1x per month","1998","secondary school degree","Female","29","","",""
"Min 1x per month","1998","college entrance qualification","Male","48","0.0354433998352105","0.0250850892773457","0.0458017103930754"
"Min 1x per month","1998","college entrance qualification","Female","24","","",""
"Min 1x per month","1998","Other degree","Male","10","","",""
"Min 1x per month","1998","Other degree","Female","7","","",""
"Min 1x per month","1998","no degree/no degree yet","Male","2","","",""
"Min 1x per month","1998","no degree/no degree yet","Female","6","","",""
"Rarely","1998","lower secondary degree","Male","286","0.118185366832673","0.106042151997701","0.130328581667645"
"Rarely","1998","lower secondary degree","Female","203","0.0769711777641475","0.0672633847162166","0.0866789708120784"
"Rarely","1998","secondary school degree","Male","180","0.115698905051905","0.100448919067291","0.130948891036519"
"Rarely","1998","secondary school degree","Female","195","0.0831950614176643","0.0715991010792453","0.0947910217560834"
"Rarely","1998","college entrance qualification","Male","180","0.165373428305329","0.144560348450776","0.186186508159881"
"Rarely","1998","college entrance qualification","Female","128","0.153189783338337","0.130708682219322","0.175670884457353"
"Rarely","1998","Other degree","Male","32","0.0524028796186876","0.03353795219624","0.0712678070411352"
"Rarely","1998","Other degree","Female","23","","",""
"Rarely","1998","no degree/no degree yet","Male","21","","",""
"Rarely","1998","no degree/no degree yet","Female","20","","",""
"Never","1998","lower secondary degree","Male","2345","0.850045724238656","0.836616103611539","0.863475344865773"
"Never","1998","lower secondary degree","Female","2658","0.911128628834921","0.900764815096138","0.921492442573704"
"Never","1998","secondary school degree","Male","1461","0.855583978965097","0.838825146936565","0.872342810993628"
"Never","1998","secondary school degree","Female","1948","0.904122969420823","0.891760918882221","0.916485019959426"
"Never","1998","college entrance qualification","Male","962","0.77362344059093","0.750179105520939","0.797067775660921"
"Never","1998","college entrance qualification","Female","825","0.816471844888666","0.792309916678854","0.840633773098478"
"Never","1998","Other degree","Male","493","0.930106274768388","0.908521323252803","0.951691226283973"
"Never","1998","Other degree","Female","429","0.937401165720209","0.915240254403396","0.959562077037021"
"Never","1998","no degree/no degree yet","Male","330","0.915009323767742","0.886081725000645","0.94393692253484"
"Never","1998","no degree/no degree yet","Female","425","0.926708146326141","0.902655705028119","0.950760587624162"
"Daily","1999","lower secondary degree","Male","","","",""
"Daily","1999","lower secondary degree","Female","","","",""
"Daily","1999","secondary school degree","Male","","","",""
"Daily","1999","secondary school degree","Female","","","",""
"Daily","1999","college entrance qualification","Male","","","",""
"Daily","1999","college entrance qualification","Female","","","",""
"Daily","1999","Other degree","Male","","","",""
"Daily","1999","Other degree","Female","","","",""
"Daily","1999","no degree/no degree yet","Male","","","",""
"Daily","1999","no degree/no degree yet","Female","","","",""
"Min 1x per week","1999","lower secondary degree","Male","36","0.0135757288290835","0.00918385317827287","0.0179676044798941"
"Min 1x per week","1999","lower secondary degree","Female","10","","",""
"Min 1x per week","1999","secondary school degree","Male","17","","",""
"Min 1x per week","1999","secondary school degree","Female","7","","",""
"Min 1x per week","1999","college entrance qualification","Male","38","0.0246209437853603","0.0159358617735268","0.0333060257971938"
"Min 1x per week","1999","college entrance qualification","Female","7","","",""
"Min 1x per week","1999","Other degree","Male","1","","",""
"Min 1x per week","1999","Other degree","Female","","","",""
"Min 1x per week","1999","no degree/no degree yet","Male","4","","",""
"Min 1x per week","1999","no degree/no degree yet","Female","1","","",""
"Min 1x per month","1999","lower secondary degree","Male","53","0.0200690880590086","0.0147468030015838","0.0253913731164334"
"Min 1x per month","1999","lower secondary degree","Female","23","","",""
"Min 1x per month","1999","secondary school degree","Male","32","0.0139341592311026","0.00831394063319266","0.0195543778290126"
"Min 1x per month","1999","secondary school degree","Female","31","0.0107879735517975","0.00644554230019657","0.0151304048033984"
"Min 1x per month","1999","college entrance qualification","Male","40","0.0315126258316617","0.0217216914355207","0.0413035602278026"
"Min 1x per month","1999","college entrance qualification","Female","26","","",""
"Min 1x per month","1999","Other degree","Male","7","","",""
"Min 1x per month","1999","Other degree","Female","5","","",""
"Min 1x per month","1999","no degree/no degree yet","Male","3","","",""
"Min 1x per month","1999","no degree/no degree yet","Female","3","","",""
"Rarely","1999","lower secondary degree","Male","212","0.0783000635588408","0.0681044722305931","0.0884956548870885"
"Rarely","1999","lower secondary degree","Female","146","0.0471901499640437","0.0393402279906464","0.0550400719374409"
"Rarely","1999","secondary school degree","Male","155","0.101986634213572","0.0874764510018475","0.116496817425296"
"Rarely","1999","secondary school degree","Female","142","0.0573651411941371","0.047590201143132","0.0671400812451422"
"Rarely","1999","college entrance qualification","Male","132","0.124068374024351","0.105592690633163","0.142544057415538"
"Rarely","1999","college entrance qualification","Female","101","0.103390799548392","0.0844344893765187","0.122347109720266"
"Rarely","1999","Other degree","Male","21","","",""
"Rarely","1999","Other degree","Female","23","","",""
"Rarely","1999","no degree/no degree yet","Male","17","","",""
"Rarely","1999","no degree/no degree yet","Female","10","","",""
"Never","1999","lower secondary degree","Male","2366","0.888055119553067","0.876088853273799","0.900021385832335"
"Never","1999","lower secondary degree","Female","2624","0.939848501943079","0.931046353411036","0.948650650475121"
"Never","1999","secondary school degree","Male","1467","0.872392587172369","0.856395025199988","0.88839014914475"
"Never","1999","secondary school degree","Female","1994","0.928107465849452","0.917249228004565","0.93896570369434"
"Never","1999","college entrance qualification","Male","1013","0.819798056358627","0.798256948260095","0.84133916445716"
"Never","1999","college entrance qualification","Female","857","0.867446388993783","0.84633443809615","0.888558339891415"
"Never","1999","Other degree","Male","472","0.926636911196359","0.903806021806803","0.949467800585915"
"Never","1999","Other degree","Female","398","0.920383776659607","0.894678128719771","0.946089424599444"
"Never","1999","no degree/no degree yet","Male","323","0.910425642194208","0.880378896186339","0.940472388202076"
"Never","1999","no degree/no degree yet","Female","414","0.976132214865535","0.961671605672421","0.990592824058648"
"Daily","2000","lower secondary degree","Male","","","",""
"Daily","2000","lower secondary degree","Female","","","",""
"Daily","2000","secondary school degree","Male","","","",""
"Daily","2000","secondary school degree","Female","","","",""
"Daily","2000","college entrance qualification","Male","","","",""
"Daily","2000","college entrance qualification","Female","","","",""
"Daily","2000","Other degree","Male","","","",""
"Daily","2000","Other degree","Female","","","",""
"Daily","2000","no degree/no degree yet","Male","","","",""
"Daily","2000","no degree/no degree yet","Female","","","",""
"Min 1x per week","2000","lower secondary degree","Male","","","",""
"Min 1x per week","2000","lower secondary degree","Female","","","",""
"Min 1x per week","2000","secondary school degree","Male","","","",""
"Min 1x per week","2000","secondary school degree","Female","","","",""
"Min 1x per week","2000","college entrance qualification","Male","","","",""
"Min 1x per week","2000","college entrance qualification","Female","","","",""
"Min 1x per week","2000","Other degree","Male","","","",""
"Min 1x per week","2000","Other degree","Female","","","",""
"Min 1x per week","2000","no degree/no degree yet","Male","","","",""
"Min 1x per week","2000","no degree/no degree yet","Female","","","",""
"Min 1x per month","2000","lower secondary degree","Male","","","",""
"Min 1x per month","2000","lower secondary degree","Female","","","",""
"Min 1x per month","2000","secondary school degree","Male","","","",""
"Min 1x per month","2000","secondary school degree","Female","","","",""
"Min 1x per month","2000","college entrance qualification","Male","","","",""
"Min 1x per month","2000","college entrance qualification","Female","","","",""
"Min 1x per month","2000","Other degree","Male","","","",""
"Min 1x per month","2000","Other degree","Female","","","",""
"Min 1x per month","2000","no degree/no degree yet","Male","","","",""
"Min 1x per month","2000","no degree/no degree yet","Female","","","",""
"Rarely","2000","lower secondary degree","Male","","","",""
"Rarely","2000","lower secondary degree","Female","","","",""
"Rarely","2000","secondary school degree","Male","","","",""
"Rarely","2000","secondary school degree","Female","","","",""
"Rarely","2000","college entrance qualification","Male","","","",""
"Rarely","2000","college entrance qualification","Female","","","",""
"Rarely","2000","Other degree","Male","","","",""
"Rarely","2000","Other degree","Female","","","",""
"Rarely","2000","no degree/no degree yet","Male","","","",""
"Rarely","2000","no degree/no degree yet","Female","","","",""
"Never","2000","lower secondary degree","Male","","","",""
"Never","2000","lower secondary degree","Female","","","",""
"Never","2000","secondary school degree","Male","","","",""
"Never","2000","secondary school degree","Female","","","",""
"Never","2000","college entrance qualification","Male","","","",""
"Never","2000","college entrance qualification","Female","","","",""
"Never","2000","Other degree","Male","","","",""
"Never","2000","Other degree","Female","","","",""
"Never","2000","no degree/no degree yet","Male","","","",""
"Never","2000","no degree/no degree yet","Female","","","",""
"Daily","2001","lower secondary degree","Male","","","",""
"Daily","2001","lower secondary degree","Female","","","",""
"Daily","2001","secondary school degree","Male","","","",""
"Daily","2001","secondary school degree","Female","","","",""
"Daily","2001","college entrance qualification","Male","","","",""
"Daily","2001","college entrance qualification","Female","","","",""
"Daily","2001","Other degree","Male","","","",""
"Daily","2001","Other degree","Female","","","",""
"Daily","2001","no degree/no degree yet","Male","","","",""
"Daily","2001","no degree/no degree yet","Female","","","",""
"Min 1x per week","2001","lower secondary degree","Male","47","0.011276698254231","0.00808178761320583","0.0144716088952561"
"Min 1x per week","2001","lower secondary degree","Female","13","","",""
"Min 1x per week","2001","secondary school degree","Male","38","0.0152214530192851","0.0106488503198878","0.0197940557186823"
"Min 1x per week","2001","secondary school degree","Female","16","","",""
"Min 1x per week","2001","college entrance qualification","Male","57","0.0205906956803394","0.0148770034320088","0.0263043879286701"
"Min 1x per week","2001","college entrance qualification","Female","14","","",""
"Min 1x per week","2001","Other degree","Male","3","","",""
"Min 1x per week","2001","Other degree","Female","","","",""
"Min 1x per week","2001","no degree/no degree yet","Male","3","","",""
"Min 1x per week","2001","no degree/no degree yet","Female","1","","",""
"Min 1x per month","2001","lower secondary degree","Male","87","0.020904956373005","0.016576157477859","0.025233755268151"
"Min 1x per month","2001","lower secondary degree","Female","32","0.00740885123683899","0.00489039956655923","0.00992730290711876"
"Min 1x per month","2001","secondary school degree","Male","53","0.0203807795524184","0.0151035599427088","0.0256579991621279"
"Min 1x per month","2001","secondary school degree","Female","56","0.0162002559591758","0.012087167117689","0.0203133448006626"
"Min 1x per month","2001","college entrance qualification","Male","88","0.0363649258893083","0.0288331589167338","0.0438966928618828"
"Min 1x per month","2001","college entrance qualification","Female","48","0.0216106865620439","0.0152883680459595","0.0279330050781283"
"Min 1x per month","2001","Other degree","Male","6","","",""
"Min 1x per month","2001","Other degree","Female","3","","",""
"Min 1x per month","2001","no degree/no degree yet","Male","6","","",""
"Min 1x per month","2001","no degree/no degree yet","Female","2","","",""
"Rarely","2001","lower secondary degree","Male","261","0.0626565328194556","0.0553238498392425","0.0699892157996687"
"Rarely","2001","lower secondary degree","Female","191","0.0430048459350573","0.0370470372655483","0.0489626546045662"
"Rarely","2001","secondary school degree","Male","196","0.0726691956871294","0.0629739539287997","0.082364437445459"
"Rarely","2001","secondary school degree","Female","219","0.0608761151211756","0.0530860927051055","0.0686661375372456"
"Rarely","2001","college entrance qualification","Male","287","0.11511389075608","0.102272656246221","0.127955125265938"
"Rarely","2001","college entrance qualification","Female","181","0.0863386955504361","0.0741268417413765","0.0985505493594958"
"Rarely","2001","Other degree","Male","10","","",""
"Rarely","2001","Other degree","Female","15","","",""
"Rarely","2001","no degree/no degree yet","Male","18","","",""
"Rarely","2001","no degree/no degree yet","Female","12","","",""
"Never","2001","lower secondary degree","Male","3801","0.905161812553309","0.896296683023427","0.91402694208319"
"Never","2001","lower secondary degree","Female","4218","0.946757513754724","0.940163929978155","0.953351097531293"
"Never","2001","secondary school degree","Male","2467","0.891728571741167","0.880123725330493","0.903333418151841"
"Never","2001","secondary school degree","Female","3328","0.918472741825155","0.90955739271885","0.92738809093146"
"Never","2001","college entrance qualification","Male","1941","0.827930487674273","0.812744322350711","0.843116652997834"
"Never","2001","college entrance qualification","Female","1789","0.884492941642719","0.870595409510159","0.898390473775278"
"Never","2001","Other degree","Male","652","0.97177080233004","0.959238870567932","0.984302734092148"
"Never","2001","Other degree","Female","673","0.974366749080473","0.96258330787516","0.986150190285786"
"Never","2001","no degree/no degree yet","Male","378","0.925581980016155","0.900021613311828","0.951142346720482"
"Never","2001","no degree/no degree yet","Female","448","0.975068106036563","0.960866001446386","0.98927021062674"
"Daily","2002","lower secondary degree","Male","","","",""
"Daily","2002","lower secondary degree","Female","","","",""
"Daily","2002","secondary school degree","Male","","","",""
"Daily","2002","secondary school degree","Female","","","",""
"Daily","2002","college entrance qualification","Male","","","",""
"Daily","2002","college entrance qualification","Female","","","",""
"Daily","2002","Other degree","Male","","","",""
"Daily","2002","Other degree","Female","","","",""
"Daily","2002","no degree/no degree yet","Male","","","",""
"Daily","2002","no degree/no degree yet","Female","","","",""
"Min 1x per week","2002","lower secondary degree","Male","","","",""
"Min 1x per week","2002","lower secondary degree","Female","","","",""
"Min 1x per week","2002","secondary school degree","Male","","","",""
"Min 1x per week","2002","secondary school degree","Female","","","",""
