"pli0097_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1998","no migration background","West Germany","783","0.114585634637507","0.107376953288414","0.1217943159866","4"
"Rarely","1998","no migration background","East Germany","334","0.08329717968774","0.0744208994478944","0.0921734599275856","4"
"Rarely","1998","direct migration background","West Germany","150","0.0739437756783278","0.063228458392438","0.0846590929642176","4"
"Rarely","1998","direct migration background","East Germany","14","","","","4"
"Rarely","1998","indirect migration background","West Germany","48","0.0977173076628437","0.0734683034470888","0.121966311878599","4"
"Rarely","1998","indirect migration background","East Germany","","","","","4"
"Daily","1999","no migration background","West Germany","","","","","1"
"Daily","1999","no migration background","East Germany","","","","","1"
"Daily","1999","direct migration background","West Germany","","","","","1"
"Daily","1999","direct migration background","East Germany","","","","","1"
"Daily","1999","indirect migration background","West Germany","","","","","1"
"Daily","1999","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1999","no migration background","West Germany","134","0.0168671354844247","0.0138914320376805","0.0198428389311689","3"
"Min 1x per month","1999","no migration background","East Germany","69","0.0185950173963526","0.0142076849487034","0.0229823498440019","3"
"Min 1x per month","1999","direct migration background","West Germany","14","","","","3"
"Min 1x per month","1999","direct migration background","East Germany","1","","","","3"
"Min 1x per month","1999","indirect migration background","West Germany","8","","","","3"
"Min 1x per month","1999","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1999","no migration background","West Germany","78","0.00972383212230888","0.00745626702243629","0.0119913972221815","2"
"Min 1x per week","1999","direct migration background","West Germany","9","","","","2"
"Min 1x per week","1999","no migration background","East Germany","32","0.00850769842646828","0.00552486612800928","0.0114905307249273","2"
"Min 1x per week","1999","indirect migration background","West Germany","2","","","","2"
"Min 1x per week","1999","direct migration background","East Germany","1","","","","2"
"Min 1x per week","1999","indirect migration background","East Germany","","","","","2"
"Never","1999","no migration background","East Germany","3293","0.912982862510195","0.903828843091253","0.922136881929137","5"
"Never","1999","no migration background","West Germany","6384","0.89119369512717","0.883997946926105","0.898389443328234","5"
"Never","1999","direct migration background","West Germany","1985","0.938113237919904","0.92780292463466","0.948423551205148","5"
"Never","1999","direct migration background","East Germany","95","0.900811509081084","0.843907513374044","0.957715504788125","5"
"Never","1999","indirect migration background","West Germany","544","0.91474051178924","0.8921680074396","0.937313016138881","5"
"Never","1999","indirect migration background","East Germany","20","","","","5"
"Rarely","1999","no migration background","West Germany","598","0.0822153372660968","0.0758677351893804","0.0885629393428132","4"
"Rarely","1999","no migration background","East Germany","248","0.0599144216669841","0.0522066737733664","0.0676221695606017","4"
"Rarely","1999","direct migration background","West Germany","90","0.0491445979186379","0.0398946245732749","0.0583945712640009","4"
"Rarely","1999","direct migration background","East Germany","9","","","","4"
"Rarely","1999","indirect migration background","West Germany","34","0.0573172476687613","0.0385290607411713","0.0761054345963513","4"
"Rarely","1999","indirect migration background","East Germany","2","","","","4"
"Daily","2000","no migration background","West Germany","","","","","1"
"Daily","2000","no migration background","East Germany","","","","","1"
"Daily","2000","direct migration background","West Germany","","","","","1"
"Daily","2000","indirect migration background","West Germany","","","","","1"
"Daily","2000","direct migration background","East Germany","","","","","1"
"Daily","2000","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2000","no migration background","West Germany","","","","","3"
"Min 1x per month","2000","no migration background","East Germany","","","","","3"
"Min 1x per month","2000","direct migration background","West Germany","","","","","3"
"Min 1x per month","2000","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2000","direct migration background","East Germany","","","","","3"
"Min 1x per month","2000","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2000","no migration background","West Germany","","","","","2"
"Min 1x per week","2000","direct migration background","West Germany","","","","","2"
"Min 1x per week","2000","no migration background","East Germany","","","","","2"
"Min 1x per week","2000","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2000","direct migration background","East Germany","","","","","2"
"Min 1x per week","2000","indirect migration background","East Germany","","","","","2"
"Never","2000","no migration background","West Germany","","","","","5"
"Never","2000","no migration background","East Germany","","","","","5"
"Never","2000","direct migration background","West Germany","","","","","5"
"Never","2000","direct migration background","East Germany","","","","","5"
"Never","2000","indirect migration background","West Germany","","","","","5"
"Never","2000","indirect migration background","East Germany","","","","","5"
"Rarely","2000","no migration background","West Germany","","","","","4"
"Rarely","2000","no migration background","East Germany","","","","","4"
"Rarely","2000","direct migration background","West Germany","","","","","4"
"Rarely","2000","direct migration background","East Germany","","","","","4"
"Rarely","2000","indirect migration background","West Germany","","","","","4"
"Rarely","2000","indirect migration background","East Germany","","","","","4"
"Daily","2001","no migration background","West Germany","","","","","1"
"Daily","2001","no migration background","East Germany","","","","","1"
"Daily","2001","direct migration background","West Germany","","","","","1"
"Daily","2001","direct migration background","East Germany","","","","","1"
"Daily","2001","indirect migration background","East Germany","","","","","1"
"Daily","2001","indirect migration background","West Germany","","","","","1"
"Min 1x per month","2001","no migration background","West Germany","240","0.0189910767550493","0.0166282477651632","0.0213539057449354","3"
"Min 1x per month","2001","direct migration background","West Germany","21","","","","3"
"Min 1x per month","2001","no migration background","East Germany","114","0.0217321009298538","0.0177954895690505","0.0256687122906572","3"
"Min 1x per month","2001","indirect migration background","West Germany","2","","","","3"
"Min 1x per month","2001","direct migration background","East Germany","4","","","","3"
"Min 1x per month","2001","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2001","no migration background","West Germany","144","0.0105051883588914","0.00874024935910602","0.0122701273586768","2"
"Min 1x per week","2001","no migration background","East Germany","34","0.00721263077158489","0.0049279908822852","0.00949727066088459","2"
"Min 1x per week","2001","direct migration background","West Germany","8","","","","2"
"Min 1x per week","2001","direct migration background","East Germany","2","","","","2"
"Min 1x per week","2001","indirect migration background","West Germany","4","","","","2"
"Min 1x per week","2001","indirect migration background","East Germany","1","","","","2"
"Never","2001","no migration background","East Germany","4807","0.916727713059608","0.909268153091219","0.924187273027997","5"
"Never","2001","no migration background","West Germany","11473","0.897002998423195","0.89174124786816","0.902264748978229","5"
"Never","2001","direct migration background","West Germany","2678","0.960744106528519","0.953534095908599","0.96795411714844","5"
"Never","2001","direct migration background","East Germany","108","0.914024503355689","0.864076092918601","0.963972913792776","5"
"Never","2001","indirect migration background","West Germany","711","0.945701733599032","0.929451565246009","0.961951901952054","5"
"Never","2001","indirect migration background","East Germany","23","","","","5"
"Rarely","2001","no migration background","West Germany","962","0.0735007364628648","0.0689833275769692","0.0780181453487603","4"
"Rarely","2001","no migration background","East Germany","315","0.0543275552389535","0.0482079524799136","0.0604471579979933","4"
"Rarely","2001","direct migration background","West Germany","80","0.029734964773916","0.0234288987787305","0.0360410307691016","4"
"Rarely","2001","direct migration background","East Germany","7","","","","4"
"Rarely","2001","indirect migration background","West Germany","30","0.0423016339482526","0.0278678322370077","0.0567354356594974","4"
"Rarely","2001","indirect migration background","East Germany","1","","","","4"
"Daily","2002","no migration background","West Germany","","","","","1"
"Daily","2002","no migration background","East Germany","","","","","1"
"Daily","2002","direct migration background","West Germany","","","","","1"
"Daily","2002","direct migration background","East Germany","","","","","1"
"Daily","2002","indirect migration background","West Germany","","","","","1"
"Daily","2002","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2002","no migration background","West Germany","","","","","3"
"Min 1x per month","2002","direct migration background","West Germany","","","","","3"
"Min 1x per month","2002","no migration background","East Germany","","","","","3"
"Min 1x per month","2002","direct migration background","East Germany","","","","","3"
"Min 1x per month","2002","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2002","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2002","no migration background","West Germany","","","","","2"
"Min 1x per week","2002","no migration background","East Germany","","","","","2"
"Min 1x per week","2002","direct migration background","West Germany","","","","","2"
"Min 1x per week","2002","direct migration background","East Germany","","","","","2"
"Min 1x per week","2002","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2002","indirect migration background","East Germany","","","","","2"
"Never","2002","no migration background","West Germany","","","","","5"
"Never","2002","direct migration background","West Germany","","","","","5"
"Never","2002","no migration background","East Germany","","","","","5"
"Never","2002","direct migration background","East Germany","","","","","5"
"Never","2002","indirect migration background","West Germany","","","","","5"
"Never","2002","indirect migration background","East Germany","","","","","5"
"Rarely","2002","no migration background","West Germany","","","","","4"
"Rarely","2002","direct migration background","West Germany","","","","","4"
"Rarely","2002","no migration background","East Germany","","","","","4"
"Rarely","2002","indirect migration background","West Germany","","","","","4"
"Rarely","2002","direct migration background","East Germany","","","","","4"
"Rarely","2002","indirect migration background","East Germany","","","","","4"
"Daily","2003","no migration background","West Germany","35","0.00142518171684131","0.000789545593725466","0.00206081783995715","1"
"Daily","2003","no migration background","East Germany","10","","","","1"
"Daily","2003","direct migration background","West Germany","2","","","","1"
"Daily","2003","direct migration background","East Germany","","","","","1"
"Daily","2003","indirect migration background","East Germany","","","","","1"
"Daily","2003","indirect migration background","West Germany","","","","","1"
"Min 1x per month","2003","no migration background","West Germany","314","0.0217467206417619","0.0192891518237128","0.0242042894598109","3"
"Min 1x per month","2003","no migration background","East Germany","111","0.019379461484299","0.0156372737285966","0.0231216492400015","3"
"Min 1x per month","2003","direct migration background","West Germany","17","","","","3"
"Min 1x per month","2003","direct migration background","East Germany","3","","","","3"
"Min 1x per month","2003","indirect migration background","West Germany","6","","","","3"
"Min 1x per month","2003","indirect migration background","East Germany","2","","","","3"
"Min 1x per week","2003","no migration background","West Germany","143","0.00873307899786418","0.00716538193283596","0.0103007760628924","2"
"Min 1x per week","2003","no migration background","East Germany","43","0.00861508355882624","0.00610634659315457","0.0111238205244979","2"
"Min 1x per week","2003","direct migration background","West Germany","15","","","","2"
"Min 1x per week","2003","direct migration background","East Germany","1","","","","2"
"Min 1x per week","2003","indirect migration background","West Germany","6","","","","2"
"Min 1x per week","2003","indirect migration background","East Germany","","","","","2"
"Never","2003","no migration background","West Germany","11627","0.868164439213977","0.86246410360257","0.873864774825383","5"
"Never","2003","no migration background","East Germany","4618","0.892469944767824","0.88406052632973","0.900879363205918","5"
"Never","2003","direct migration background","West Germany","2380","0.9358947152723","0.926331405251631","0.945458025292969","5"
"Never","2003","direct migration background","East Germany","92","0.896218364568537","0.837884517864571","0.954552211272503","5"
"Never","2003","indirect migration background","West Germany","697","0.911039061398417","0.890718738944287","0.931359383852546","5"
"Never","2003","indirect migration background","East Germany","27","","","","5"
"Rarely","2003","no migration background","West Germany","1412","0.099930579429556","0.0948773344836818","0.10498382437543","4"
"Rarely","2003","direct migration background","West Germany","106","0.0521179472925681","0.0434399677501295","0.0607959268350068","4"
"Rarely","2003","no migration background","East Germany","431","0.0780457819041064","0.0707640677871739","0.0853274960210389","4"
"Rarely","2003","indirect migration background","West Germany","45","0.0731283136014853","0.0545453487634503","0.0917112784395204","4"
"Rarely","2003","direct migration background","East Germany","9","","","","4"
"Rarely","2003","indirect migration background","East Germany","3","","","","4"
"Daily","2004","no migration background","West Germany","","","","","1"
"Daily","2004","no migration background","East Germany","","","","","1"
"Daily","2004","direct migration background","West Germany","","","","","1"
"Daily","2004","direct migration background","East Germany","","","","","1"
"Daily","2004","indirect migration background","East Germany","","","","","1"
"Daily","2004","indirect migration background","West Germany","","","","","1"
"Min 1x per month","2004","no migration background","West Germany","","","","","3"
"Min 1x per month","2004","no migration background","East Germany","","","","","3"
"Min 1x per month","2004","direct migration background","West Germany","","","","","3"
"Min 1x per month","2004","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2004","direct migration background","East Germany","","","","","3"
"Min 1x per month","2004","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2004","no migration background","West Germany","","","","","2"
"Min 1x per week","2004","no migration background","East Germany","","","","","2"
"Min 1x per week","2004","direct migration background","West Germany","","","","","2"
"Min 1x per week","2004","direct migration background","East Germany","","","","","2"
"Min 1x per week","2004","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2004","indirect migration background","East Germany","","","","","2"
"Never","2004","no migration background","West Germany","","","","","5"
"Never","2004","no migration background","East Germany","","","","","5"
"Never","2004","direct migration background","West Germany","","","","","5"
"Never","2004","direct migration background","East Germany","","","","","5"
"Never","2004","indirect migration background","West Germany","","","","","5"
"Never","2004","indirect migration background","East Germany","","","","","5"
"Rarely","2004","no migration background","West Germany","","","","","4"
"Rarely","2004","direct migration background","West Germany","","","","","4"
"Rarely","2004","no migration background","East Germany","","","","","4"
"Rarely","2004","direct migration background","East Germany","","","","","4"
"Rarely","2004","indirect migration background","West Germany","","","","","4"
"Rarely","2004","indirect migration background","East Germany","","","","","4"
"Daily","2005","no migration background","West Germany","","","","","1"
"Daily","2005","no migration background","East Germany","","","","","1"
"Daily","2005","direct migration background","West Germany","","","","","1"
"Daily","2005","direct migration background","East Germany","","","","","1"
"Daily","2005","indirect migration background","West Germany","","","","","1"
"Daily","2005","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2005","no migration background","West Germany","273","0.020816307919764","0.0183190903884702","0.0233135254510578","3"
"Min 1x per month","2005","direct migration background","West Germany","14","","","","3"
"Min 1x per month","2005","no migration background","East Germany","96","0.0188831708337072","0.0150697570480842","0.0226965846193303","3"
"Min 1x per month","2005","direct migration background","East Germany","2","","","","3"
"Min 1x per month","2005","indirect migration background","West Germany","6","","","","3"
"Min 1x per month","2005","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2005","no migration background","West Germany","181","0.011737524529923","0.00985367224319034","0.0136213768166556","2"
"Min 1x per week","2005","no migration background","East Germany","37","0.00645305155173245","0.00420972305736931","0.00869638004609558","2"
"Min 1x per week","2005","direct migration background","West Germany","9","","","","2"
"Min 1x per week","2005","direct migration background","East Germany","1","","","","2"
"Min 1x per week","2005","indirect migration background","West Germany","4","","","","2"
"Min 1x per week","2005","indirect migration background","East Germany","2","","","","2"
"Never","2005","no migration background","West Germany","11098","0.888734232753499","0.883233897319343","0.894234568187654","5"
"Never","2005","direct migration background","West Germany","2157","0.940722120819326","0.931009945113293","0.95043429652536","5"
"Never","2005","no migration background","East Germany","4400","0.911289804773437","0.903323972976578","0.919255636570296","5"
"Never","2005","direct migration background","East Germany","88","0.903117740208113","0.845430239870412","0.960805240545814","5"
"Never","2005","indirect migration background","West Germany","751","0.942944102672101","0.92684090312401","0.959047302220193","5"
"Never","2005","indirect migration background","East Germany","33","0.856782085643325","0.740731341402156","0.972832829884493","5"
"Rarely","2005","no migration background","West Germany","1004","0.0787119347968144","0.074001722803006","0.0834221467906229","4"
"Rarely","2005","direct migration background","West Germany","91","0.0476905760852641","0.038925718796019","0.0564554333745093","4"
"Rarely","2005","no migration background","East Germany","361","0.0633739728411229","0.0565481551263547","0.0701997905558912","4"
"Rarely","2005","indirect migration background","West Germany","36","0.0478602713060225","0.0330399761908094","0.0626805664212356","4"
"Rarely","2005","direct migration background","East Germany","10","","","","4"
"Rarely","2005","indirect migration background","East Germany","","","","","4"
"Daily","2006","no migration background","West Germany","","","","","1"
"Daily","2006","no migration background","East Germany","","","","","1"
"Daily","2006","direct migration background","West Germany","","","","","1"
"Daily","2006","direct migration background","East Germany","","","","","1"
"Daily","2006","indirect migration background","West Germany","","","","","1"
"Daily","2006","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2006","no migration background","West Germany","","","","","3"
"Min 1x per month","2006","no migration background","East Germany","","","","","3"
"Min 1x per month","2006","direct migration background","West Germany","","","","","3"
"Min 1x per month","2006","direct migration background","East Germany","","","","","3"
"Min 1x per month","2006","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2006","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2006","no migration background","West Germany","","","","","2"
"Min 1x per week","2006","no migration background","East Germany","","","","","2"
"Min 1x per week","2006","direct migration background","West Germany","","","","","2"
"Min 1x per week","2006","direct migration background","East Germany","","","","","2"
"Min 1x per week","2006","indirect migration background","East Germany","","","","","2"
"Min 1x per week","2006","indirect migration background","West Germany","","","","","2"
"Never","2006","no migration background","West Germany","","","","","5"
"Never","2006","no migration background","East Germany","","","","","5"
"Never","2006","direct migration background","West Germany","","","","","5"
"Never","2006","direct migration background","East Germany","","","","","5"
"Never","2006","indirect migration background","West Germany","","","","","5"
"Never","2006","indirect migration background","East Germany","","","","","5"
"Rarely","2006","no migration background","West Germany","","","","","4"
"Rarely","2006","no migration background","East Germany","","","","","4"
"Rarely","2006","direct migration background","West Germany","","","","","4"
"Rarely","2006","direct migration background","East Germany","","","","","4"
"Rarely","2006","indirect migration background","West Germany","","","","","4"
"Rarely","2006","indirect migration background","East Germany","","","","","4"
"Daily","2007","no migration background","West Germany","","","","","1"
"Daily","2007","no migration background","East Germany","","","","","1"
"Daily","2007","direct migration background","West Germany","","","","","1"
"Daily","2007","direct migration background","East Germany","","","","","1"
"Daily","2007","indirect migration background","West Germany","","","","","1"
"Daily","2007","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2007","no migration background","West Germany","220","0.0148866905504107","0.0127772202662431","0.0169961608345782","3"
"Min 1x per month","2007","no migration background","East Germany","71","0.0113823463786187","0.00840060004972716","0.0143640927075102","3"
"Min 1x per month","2007","direct migration background","West Germany","8","","","","3"
"Min 1x per month","2007","direct migration background","East Germany","5","","","","3"
"Min 1x per month","2007","indirect migration background","West Germany","6","","","","3"
"Min 1x per month","2007","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2007","no migration background","West Germany","150","0.0103704548890194","0.00860577284048728","0.0121351369375516","2"
"Min 1x per week","2007","no migration background","East Germany","37","0.00815066809766439","0.00562334904928067","0.0106779871460481","2"
"Min 1x per week","2007","direct migration background","West Germany","13","","","","2"
"Min 1x per week","2007","direct migration background","East Germany","1","","","","2"
"Min 1x per week","2007","indirect migration background","West Germany","1","","","","2"
"Min 1x per week","2007","indirect migration background","East Germany","","","","","2"
"Never","2007","no migration background","West Germany","11479","0.915506238127176","0.910661456401779","0.920351019852574","5"
"Never","2007","no migration background","East Germany","4481","0.930310272955288","0.923153142985261","0.937467402925315","5"
"Never","2007","direct migration background","West Germany","1935","0.963225880624515","0.955012341046614","0.971439420202416","5"
"Never","2007","direct migration background","East Germany","78","0.905130354681212","0.844589849636111","0.965670859726312","5"
"Never","2007","indirect migration background","West Germany","708","0.949656873150941","0.933913693979696","0.965400052322186","5"
"Never","2007","indirect migration background","East Germany","41","1","1","1","5"
"Rarely","2007","no migration background","West Germany","811","0.0592366164333936","0.055124489018938","0.0633487438478492","4"
"Rarely","2007","no migration background","East Germany","273","0.0501567125684289","0.0440214786666818","0.056291946470176","4"
"Rarely","2007","direct migration background","West Germany","61","0.030457002255205","0.0229576758464145","0.0379563286639956","4"
"Rarely","2007","indirect migration background","West Germany","26","","","","4"
"Rarely","2007","direct migration background","East Germany","6","","","","4"
"Rarely","2007","indirect migration background","East Germany","","","","","4"
"Daily","2008","no migration background","West Germany","30","0.00188968260440564","0.00111290542806938","0.00266645978074191","1"
"Daily","2008","no migration background","East Germany","6","","","","1"
"Daily","2008","direct migration background","West Germany","1","","","","1"
"Daily","2008","direct migration background","East Germany","","","","","1"
"Daily","2008","indirect migration background","West Germany","1","","","","1"
"Daily","2008","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2008","no migration background","West Germany","272","0.0178388312973432","0.0154713457831096","0.0202063168115767","3"
"Min 1x per month","2008","direct migration background","West Germany","19","","","","3"
"Min 1x per month","2008","no migration background","East Germany","92","0.0159078937915597","0.0123128367942963","0.019502950788823","3"
"Min 1x per month","2008","direct migration background","East Germany","5","","","","3"
"Min 1x per month","2008","indirect migration background","West Germany","9","","","","3"
"Min 1x per month","2008","indirect migration background","East Germany","1","","","","3"
"Min 1x per week","2008","no migration background","West Germany","118","0.00761823844657122","0.00606306289845593","0.00917341399468652","2"
"Min 1x per week","2008","no migration background","East Germany","27","","","","2"
"Min 1x per week","2008","direct migration background","West Germany","7","","","","2"
"Min 1x per week","2008","direct migration background","East Germany","1","","","","2"
"Min 1x per week","2008","indirect migration background","West Germany","1","","","","2"
"Min 1x per week","2008","indirect migration background","East Germany","1","","","","2"
"Never","2008","no migration background","West Germany","10555","0.894199735420085","0.888698333219929","0.89970113762024","5"
"Never","2008","no migration background","East Germany","4216","0.919140212515536","0.911307020978544","0.926973404052528","5"
"Never","2008","direct migration background","West Germany","1697","0.928834878935441","0.917032824576502","0.940636933294379","5"
"Never","2008","direct migration background","East Germany","70","0.919514986541097","0.859902118876172","0.979127854206021","5"
"Never","2008","indirect migration background","West Germany","677","0.916405568087021","0.896286242415153","0.936524893758888","5"
"Never","2008","indirect migration background","East Germany","38","0.806539838831667","0.688474464634121","0.924605213029212","5"
"Rarely","2008","no migration background","West Germany","1033","0.078453512231595","0.0736442598245132","0.0832627646386768","4"
"Rarely","2008","direct migration background","West Germany","99","0.0597356687103577","0.0488564776887979","0.0706148597319176","4"
"Rarely","2008","no migration background","East Germany","312","0.0592234072195192","0.0524411928740637","0.0660056215649748","4"
"Rarely","2008","indirect migration background","West Germany","39","0.0712478411297991","0.0525489153232529","0.0899467669363454","4"
"Rarely","2008","direct migration background","East Germany","4","","","","4"
"Rarely","2008","indirect migration background","East Germany","3","","","","4"
"Daily","2009","no migration background","West Germany","","","","","1"
"Daily","2009","no migration background","East Germany","","","","","1"
"Daily","2009","direct migration background","West Germany","","","","","1"
"Daily","2009","direct migration background","East Germany","","","","","1"
"Daily","2009","indirect migration background","West Germany","","","","","1"
"Daily","2009","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2009","no migration background","West Germany","210","0.0144754076492173","0.0122631943752893","0.0166876209231454","3"
"Min 1x per month","2009","no migration background","East Germany","60","0.0121331623335001","0.00890268612809756","0.0153636385389026","3"
"Min 1x per month","2009","direct migration background","West Germany","11","","","","3"
"Min 1x per month","2009","direct migration background","East Germany","3","","","","3"
"Min 1x per month","2009","indirect migration background","West Germany","7","","","","3"
"Min 1x per month","2009","indirect migration background","East Germany","1","","","","3"
"Min 1x per week","2009","no migration background","West Germany","114","0.00866101913482796","0.00694479719231229","0.0103772410773436","2"
"Min 1x per week","2009","direct migration background","West Germany","5","","","","2"
"Min 1x per week","2009","no migration background","East Germany","29","","","","2"
"Min 1x per week","2009","direct migration background","East Germany","","","","","2"
"Min 1x per week","2009","indirect migration background","West Germany","3","","","","2"
"Min 1x per week","2009","indirect migration background","East Germany","1","","","","2"
"Never","2009","no migration background","West Germany","10117","0.911086806662541","0.905815226167044","0.916358387158037","5"
"Never","2009","no migration background","East Germany","4063","0.921127538661656","0.913174136933784","0.929080940389527","5"
"Never","2009","direct migration background","West Germany","1507","0.95547497836049","0.945298293631869","0.96565166308911","5"
"Never","2009","direct migration background","East Germany","65","0.873879928246838","0.799242050595102","0.948517805898575","5"
"Never","2009","indirect migration background","West Germany","635","0.918606115448266","0.897901305722681","0.939310925173851","5"
"Never","2009","indirect migration background","East Germany","36","0.829401788676292","0.712831515058031","0.945972062294553","5"
"Rarely","2009","no migration background","West Germany","757","0.065776766553414","0.0611854265842442","0.0703681065225839","4"
"Rarely","2009","no migration background","East Germany","260","0.061906059325727","0.0547952327917946","0.0690168858596593","4"
"Rarely","2009","direct migration background","West Germany","55","0.0363086706253349","0.0270793710829071","0.0455379701677626","4"
"Rarely","2009","direct migration background","East Germany","8","","","","4"
"Rarely","2009","indirect migration background","West Germany","25","","","","4"
"Rarely","2009","indirect migration background","East Germany","2","","","","4"
"Daily","2010","no migration background","West Germany","","","","","1"
"Daily","2010","no migration background","East Germany","","","","","1"
"Daily","2010","direct migration background","West Germany","","","","","1"
"Daily","2010","direct migration background","East Germany","","","","","1"
"Daily","2010","indirect migration background","West Germany","","","","","1"
"Daily","2010","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2010","no migration background","West Germany","","","","","3"
"Min 1x per month","2010","direct migration background","West Germany","","","","","3"
"Min 1x per month","2010","no migration background","East Germany","","","","","3"
"Min 1x per month","2010","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2010","direct migration background","East Germany","","","","","3"
"Min 1x per month","2010","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2010","no migration background","West Germany","","","","","2"
"Min 1x per week","2010","direct migration background","West Germany","","","","","2"
"Min 1x per week","2010","no migration background","East Germany","","","","","2"
"Min 1x per week","2010","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2010","direct migration background","East Germany","","","","","2"
"Min 1x per week","2010","indirect migration background","East Germany","","","","","2"
"Never","2010","no migration background","West Germany","","","","","5"
"Never","2010","no migration background","East Germany","","","","","5"
"Never","2010","direct migration background","West Germany","","","","","5"
"Never","2010","direct migration background","East Germany","","","","","5"
"Never","2010","indirect migration background","West Germany","","","","","5"
"Never","2010","indirect migration background","East Germany","","","","","5"
"Rarely","2010","no migration background","West Germany","","","","","4"
"Rarely","2010","no migration background","East Germany","","","","","4"
"Rarely","2010","direct migration background","West Germany","","","","","4"
"Rarely","2010","direct migration background","East Germany","","","","","4"
"Rarely","2010","indirect migration background","East Germany","","","","","4"
"Rarely","2010","indirect migration background","West Germany","","","","","4"
"Daily","2011","no migration background","West Germany","","","","","1"
"Daily","2011","no migration background","East Germany","","","","","1"
"Daily","2011","direct migration background","West Germany","","","","","1"
"Daily","2011","direct migration background","East Germany","","","","","1"
"Daily","2011","indirect migration background","West Germany","","","","","1"
"Daily","2011","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2011","no migration background","West Germany","327","0.0156615251332698","0.0138352045703925","0.0174878456961471","3"
"Min 1x per month","2011","no migration background","East Germany","100","0.0156200987021957","0.012500399095918","0.0187397983084735","3"
"Min 1x per month","2011","direct migration background","West Germany","24","","","","3"
"Min 1x per month","2011","indirect migration background","West Germany","15","","","","3"
"Min 1x per month","2011","direct migration background","East Germany","2","","","","3"
"Min 1x per month","2011","indirect migration background","East Germany","2","","","","3"
"Min 1x per week","2011","no migration background","West Germany","224","0.0122043675335241","0.0105893436751158","0.0138193913919324","2"
"Min 1x per week","2011","direct migration background","West Germany","13","","","","2"
"Min 1x per week","2011","no migration background","East Germany","39","0.00660332452101608","0.00456566229782319","0.00864098674420897","2"
"Min 1x per week","2011","direct migration background","East Germany","2","","","","2"
"Min 1x per week","2011","indirect migration background","West Germany","8","","","","2"
"Min 1x per week","2011","indirect migration background","East Germany","","","","","2"
"Never","2011","no migration background","West Germany","16040","0.905575083991405","0.90127384782647","0.90987632015634","5"
"Never","2011","no migration background","East Germany","5569","0.918358842347053","0.911469935608061","0.925247749086045","5"
"Never","2011","direct migration background","West Germany","2958","0.94771610882103","0.939864972330933","0.955567245311126","5"
"Never","2011","direct migration background","East Germany","142","0.908279232660185","0.862986416584452","0.953572048735917","5"
"Never","2011","indirect migration background","West Germany","1136","0.923485854654458","0.908551419843984","0.938420289464933","5"
"Never","2011","indirect migration background","East Germany","80","0.905721048116596","0.843961591180437","0.967480505052756","5"
"Rarely","2011","no migration background","West Germany","1164","0.0665590233418009","0.0628926671588527","0.0702253795247492","4"
"Rarely","2011","no migration background","East Germany","361","0.0594177344297355","0.0534700768199763","0.0653653920394947","4"
"Rarely","2011","direct migration background","West Germany","93","0.0379947625752655","0.0312516558892098","0.0447378692613212","4"
"Rarely","2011","direct migration background","East Germany","10","","","","4"
"Rarely","2011","indirect migration background","East Germany","4","","","","4"
"Rarely","2011","indirect migration background","West Germany","58","0.0587320454133728","0.045522222319564","0.0719418685071816","4"
"Daily","2012","no migration background","West Germany","","","","","1"
"Daily","2012","no migration background","East Germany","","","","","1"
"Daily","2012","direct migration background","West Germany","","","","","1"
"Daily","2012","direct migration background","East Germany","","","","","1"
"Daily","2012","indirect migration background","West Germany","","","","","1"
"Daily","2012","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2012","no migration background","West Germany","","","","","3"
"Min 1x per month","2012","no migration background","East Germany","","","","","3"
"Min 1x per month","2012","direct migration background","West Germany","","","","","3"
"Min 1x per month","2012","direct migration background","East Germany","","","","","3"
"Min 1x per month","2012","indirect migration background","West Germany","","","","","3"
