"pli0097_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Never","1992","lower secondary degree","vocational + Abi","","","",""
"Never","1992","lower secondary degree","higher vocational","271","0.891486584297747","0.85663789079271","0.926335277802784"
"Never","1992","lower secondary degree","higher education","87","0.79079938492984","0.715805904557732","0.865792865301948"
"Never","1992","secondary school degree","in school","","","",""
"Never","1992","secondary school degree","inadequately","","","",""
"Never","1992","secondary school degree","general elemantary","495","0.925801823198034","0.903572149119103","0.948031497276965"
"Never","1992","secondary school degree","middle vocational","2025","0.911685691444948","0.899868906504958","0.923502476384938"
"Never","1992","secondary school degree","vocational + Abi","","","",""
"Never","1992","secondary school degree","higher vocational","267","0.872468595953048","0.835216028895846","0.90972116301025"
"Never","1992","secondary school degree","higher education","417","0.834850060463848","0.802655604399644","0.867044516528053"
"Never","1992","college entrance qualification","in school","","","",""
"Never","1992","college entrance qualification","inadequately","","","",""
"Never","1992","college entrance qualification","general elemantary","","","",""
"Never","1992","college entrance qualification","middle vocational","281","0.886658378723801","0.851870686346221","0.921446071101381"
"Never","1992","college entrance qualification","vocational + Abi","280","0.911056119185946","0.879316665047578","0.942795573324315"
"Never","1992","college entrance qualification","higher vocational","114","0.896800065294013","0.844504610803282","0.949095519784744"
"Never","1992","college entrance qualification","higher education","797","0.804342664024898","0.779429021240772","0.829256306809025"
"Never","1992","Other degree","in school","","","",""
"Never","1992","Other degree","inadequately","","","",""
"Never","1992","Other degree","general elemantary","494","0.981621655406055","0.969918631474878","0.993324679337233"
"Never","1992","Other degree","middle vocational","340","0.951671840645236","0.929394321328757","0.973949359961715"
"Never","1992","Other degree","vocational + Abi","64","0.935683124796669","0.877800207383549","0.99356604220979"
"Never","1992","Other degree","higher vocational","","","",""
"Never","1992","Other degree","higher education","31","0.930725357617164","0.844091223213173","1.01735949202115"
"Never","1992","no degree/no degree yet","in school","163","0.919523848006686","0.879104568606681","0.959943127406691"
"Never","1992","no degree/no degree yet","inadequately","585","0.985991140764555","0.97654776001928","0.99543452150983"
"Never","1992","no degree/no degree yet","general elemantary","","","",""
"Never","1992","no degree/no degree yet","middle vocational","71","0.931165252820753","0.873482035858413","0.988848469783093"
"Never","1992","no degree/no degree yet","vocational + Abi","","","",""
"Never","1992","no degree/no degree yet","higher vocational","","","",""
"Never","1992","no degree/no degree yet","higher education","","","",""
"Daily","1993","lower secondary degree","in school","","","",""
"Daily","1993","lower secondary degree","inadequately","","","",""
"Daily","1993","lower secondary degree","general elemantary","","","",""
"Daily","1993","lower secondary degree","middle vocational","","","",""
"Daily","1993","lower secondary degree","vocational + Abi","","","",""
"Daily","1993","lower secondary degree","higher vocational","","","",""
"Daily","1993","lower secondary degree","higher education","","","",""
"Daily","1993","secondary school degree","in school","","","",""
"Daily","1993","secondary school degree","inadequately","","","",""
"Daily","1993","secondary school degree","general elemantary","","","",""
"Daily","1993","secondary school degree","middle vocational","","","",""
"Daily","1993","secondary school degree","vocational + Abi","","","",""
"Daily","1993","secondary school degree","higher vocational","","","",""
"Daily","1993","secondary school degree","higher education","","","",""
"Daily","1993","college entrance qualification","in school","","","",""
"Daily","1993","college entrance qualification","inadequately","","","",""
"Daily","1993","college entrance qualification","general elemantary","","","",""
"Daily","1993","college entrance qualification","middle vocational","","","",""
"Daily","1993","college entrance qualification","vocational + Abi","","","",""
"Daily","1993","college entrance qualification","higher vocational","","","",""
"Daily","1993","college entrance qualification","higher education","","","",""
"Daily","1993","Other degree","in school","","","",""
"Daily","1993","Other degree","inadequately","","","",""
"Daily","1993","Other degree","general elemantary","","","",""
"Daily","1993","Other degree","middle vocational","","","",""
"Daily","1993","Other degree","vocational + Abi","","","",""
"Daily","1993","Other degree","higher vocational","","","",""
"Daily","1993","Other degree","higher education","","","",""
"Daily","1993","no degree/no degree yet","in school","","","",""
"Daily","1993","no degree/no degree yet","inadequately","","","",""
"Daily","1993","no degree/no degree yet","general elemantary","","","",""
"Daily","1993","no degree/no degree yet","middle vocational","","","",""
"Daily","1993","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1993","no degree/no degree yet","higher vocational","","","",""
"Daily","1993","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1993","lower secondary degree","in school","","","",""
"Min 1x per week","1993","lower secondary degree","inadequately","","","",""
"Min 1x per week","1993","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1993","lower secondary degree","middle vocational","","","",""
"Min 1x per week","1993","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1993","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1993","lower secondary degree","higher education","","","",""
"Min 1x per week","1993","secondary school degree","in school","","","",""
"Min 1x per week","1993","secondary school degree","inadequately","","","",""
"Min 1x per week","1993","secondary school degree","general elemantary","","","",""
"Min 1x per week","1993","secondary school degree","middle vocational","","","",""
"Min 1x per week","1993","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1993","secondary school degree","higher vocational","","","",""
"Min 1x per week","1993","secondary school degree","higher education","","","",""
"Min 1x per week","1993","college entrance qualification","in school","","","",""
"Min 1x per week","1993","college entrance qualification","inadequately","","","",""
"Min 1x per week","1993","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1993","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1993","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1993","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1993","college entrance qualification","higher education","","","",""
"Min 1x per week","1993","Other degree","in school","","","",""
"Min 1x per week","1993","Other degree","inadequately","","","",""
"Min 1x per week","1993","Other degree","general elemantary","","","",""
"Min 1x per week","1993","Other degree","middle vocational","","","",""
"Min 1x per week","1993","Other degree","vocational + Abi","","","",""
"Min 1x per week","1993","Other degree","higher vocational","","","",""
"Min 1x per week","1993","Other degree","higher education","","","",""
"Min 1x per week","1993","no degree/no degree yet","in school","","","",""
"Min 1x per week","1993","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1993","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1993","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1993","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1993","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1993","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1993","lower secondary degree","in school","","","",""
"Min 1x per month","1993","lower secondary degree","inadequately","","","",""
"Min 1x per month","1993","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1993","lower secondary degree","middle vocational","","","",""
"Min 1x per month","1993","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1993","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1993","lower secondary degree","higher education","","","",""
"Min 1x per month","1993","secondary school degree","in school","","","",""
"Min 1x per month","1993","secondary school degree","inadequately","","","",""
"Min 1x per month","1993","secondary school degree","general elemantary","","","",""
"Min 1x per month","1993","secondary school degree","middle vocational","","","",""
"Min 1x per month","1993","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1993","secondary school degree","higher vocational","","","",""
"Min 1x per month","1993","secondary school degree","higher education","","","",""
"Min 1x per month","1993","college entrance qualification","in school","","","",""
"Min 1x per month","1993","college entrance qualification","inadequately","","","",""
"Min 1x per month","1993","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1993","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1993","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1993","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1993","college entrance qualification","higher education","","","",""
"Min 1x per month","1993","Other degree","in school","","","",""
"Min 1x per month","1993","Other degree","inadequately","","","",""
"Min 1x per month","1993","Other degree","general elemantary","","","",""
"Min 1x per month","1993","Other degree","middle vocational","","","",""
"Min 1x per month","1993","Other degree","vocational + Abi","","","",""
"Min 1x per month","1993","Other degree","higher vocational","","","",""
"Min 1x per month","1993","Other degree","higher education","","","",""
"Min 1x per month","1993","no degree/no degree yet","in school","","","",""
"Min 1x per month","1993","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1993","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1993","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1993","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1993","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1993","no degree/no degree yet","higher education","","","",""
"Rarely","1993","lower secondary degree","in school","","","",""
"Rarely","1993","lower secondary degree","inadequately","","","",""
"Rarely","1993","lower secondary degree","general elemantary","","","",""
"Rarely","1993","lower secondary degree","middle vocational","","","",""
"Rarely","1993","lower secondary degree","vocational + Abi","","","",""
"Rarely","1993","lower secondary degree","higher vocational","","","",""
"Rarely","1993","lower secondary degree","higher education","","","",""
"Rarely","1993","secondary school degree","in school","","","",""
"Rarely","1993","secondary school degree","inadequately","","","",""
"Rarely","1993","secondary school degree","general elemantary","","","",""
"Rarely","1993","secondary school degree","middle vocational","","","",""
"Rarely","1993","secondary school degree","vocational + Abi","","","",""
"Rarely","1993","secondary school degree","higher vocational","","","",""
"Rarely","1993","secondary school degree","higher education","","","",""
"Rarely","1993","college entrance qualification","in school","","","",""
"Rarely","1993","college entrance qualification","inadequately","","","",""
"Rarely","1993","college entrance qualification","general elemantary","","","",""
"Rarely","1993","college entrance qualification","middle vocational","","","",""
"Rarely","1993","college entrance qualification","vocational + Abi","","","",""
"Rarely","1993","college entrance qualification","higher vocational","","","",""
"Rarely","1993","college entrance qualification","higher education","","","",""
"Rarely","1993","Other degree","in school","","","",""
"Rarely","1993","Other degree","inadequately","","","",""
"Rarely","1993","Other degree","general elemantary","","","",""
"Rarely","1993","Other degree","middle vocational","","","",""
"Rarely","1993","Other degree","vocational + Abi","","","",""
"Rarely","1993","Other degree","higher vocational","","","",""
"Rarely","1993","Other degree","higher education","","","",""
"Rarely","1993","no degree/no degree yet","in school","","","",""
"Rarely","1993","no degree/no degree yet","inadequately","","","",""
"Rarely","1993","no degree/no degree yet","general elemantary","","","",""
"Rarely","1993","no degree/no degree yet","middle vocational","","","",""
"Rarely","1993","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1993","no degree/no degree yet","higher vocational","","","",""
"Rarely","1993","no degree/no degree yet","higher education","","","",""
"Never","1993","lower secondary degree","in school","","","",""
"Never","1993","lower secondary degree","inadequately","","","",""
"Never","1993","lower secondary degree","general elemantary","","","",""
"Never","1993","lower secondary degree","middle vocational","","","",""
"Never","1993","lower secondary degree","vocational + Abi","","","",""
"Never","1993","lower secondary degree","higher vocational","","","",""
"Never","1993","lower secondary degree","higher education","","","",""
"Never","1993","secondary school degree","in school","","","",""
"Never","1993","secondary school degree","inadequately","","","",""
"Never","1993","secondary school degree","general elemantary","","","",""
"Never","1993","secondary school degree","middle vocational","","","",""
"Never","1993","secondary school degree","vocational + Abi","","","",""
"Never","1993","secondary school degree","higher vocational","","","",""
"Never","1993","secondary school degree","higher education","","","",""
"Never","1993","college entrance qualification","in school","","","",""
"Never","1993","college entrance qualification","inadequately","","","",""
"Never","1993","college entrance qualification","general elemantary","","","",""
"Never","1993","college entrance qualification","middle vocational","","","",""
"Never","1993","college entrance qualification","vocational + Abi","","","",""
"Never","1993","college entrance qualification","higher vocational","","","",""
"Never","1993","college entrance qualification","higher education","","","",""
"Never","1993","Other degree","in school","","","",""
"Never","1993","Other degree","inadequately","","","",""
"Never","1993","Other degree","general elemantary","","","",""
"Never","1993","Other degree","middle vocational","","","",""
"Never","1993","Other degree","vocational + Abi","","","",""
"Never","1993","Other degree","higher vocational","","","",""
"Never","1993","Other degree","higher education","","","",""
"Never","1993","no degree/no degree yet","in school","","","",""
"Never","1993","no degree/no degree yet","inadequately","","","",""
"Never","1993","no degree/no degree yet","general elemantary","","","",""
"Never","1993","no degree/no degree yet","middle vocational","","","",""
"Never","1993","no degree/no degree yet","vocational + Abi","","","",""
"Never","1993","no degree/no degree yet","higher vocational","","","",""
"Never","1993","no degree/no degree yet","higher education","","","",""
"Daily","1994","lower secondary degree","in school","","","",""
"Daily","1994","lower secondary degree","inadequately","","","",""
"Daily","1994","lower secondary degree","general elemantary","","","",""
"Daily","1994","lower secondary degree","middle vocational","","","",""
"Daily","1994","lower secondary degree","vocational + Abi","","","",""
"Daily","1994","lower secondary degree","higher vocational","","","",""
"Daily","1994","lower secondary degree","higher education","","","",""
"Daily","1994","secondary school degree","in school","","","",""
"Daily","1994","secondary school degree","inadequately","","","",""
"Daily","1994","secondary school degree","general elemantary","","","",""
"Daily","1994","secondary school degree","middle vocational","","","",""
"Daily","1994","secondary school degree","vocational + Abi","","","",""
"Daily","1994","secondary school degree","higher vocational","","","",""
"Daily","1994","secondary school degree","higher education","","","",""
"Daily","1994","college entrance qualification","in school","","","",""
"Daily","1994","college entrance qualification","inadequately","","","",""
"Daily","1994","college entrance qualification","general elemantary","","","",""
"Daily","1994","college entrance qualification","middle vocational","","","",""
"Daily","1994","college entrance qualification","vocational + Abi","","","",""
"Daily","1994","college entrance qualification","higher vocational","","","",""
"Daily","1994","college entrance qualification","higher education","","","",""
"Daily","1994","Other degree","in school","","","",""
"Daily","1994","Other degree","inadequately","","","",""
"Daily","1994","Other degree","general elemantary","","","",""
"Daily","1994","Other degree","middle vocational","","","",""
"Daily","1994","Other degree","vocational + Abi","","","",""
"Daily","1994","Other degree","higher vocational","","","",""
"Daily","1994","Other degree","higher education","","","",""
"Daily","1994","no degree/no degree yet","in school","","","",""
"Daily","1994","no degree/no degree yet","inadequately","","","",""
"Daily","1994","no degree/no degree yet","general elemantary","","","",""
"Daily","1994","no degree/no degree yet","middle vocational","","","",""
"Daily","1994","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1994","no degree/no degree yet","higher vocational","","","",""
"Daily","1994","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1994","lower secondary degree","in school","","","",""
"Min 1x per week","1994","lower secondary degree","inadequately","","","",""
"Min 1x per week","1994","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1994","lower secondary degree","middle vocational","","","",""
"Min 1x per week","1994","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1994","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1994","lower secondary degree","higher education","","","",""
"Min 1x per week","1994","secondary school degree","in school","","","",""
"Min 1x per week","1994","secondary school degree","inadequately","","","",""
"Min 1x per week","1994","secondary school degree","general elemantary","","","",""
"Min 1x per week","1994","secondary school degree","middle vocational","","","",""
"Min 1x per week","1994","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1994","secondary school degree","higher vocational","","","",""
"Min 1x per week","1994","secondary school degree","higher education","","","",""
"Min 1x per week","1994","college entrance qualification","in school","","","",""
"Min 1x per week","1994","college entrance qualification","inadequately","","","",""
"Min 1x per week","1994","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1994","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1994","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1994","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1994","college entrance qualification","higher education","30","0.0211658605097778","0.0122713588692384","0.0300603621503173"
"Min 1x per week","1994","Other degree","in school","","","",""
"Min 1x per week","1994","Other degree","inadequately","","","",""
"Min 1x per week","1994","Other degree","general elemantary","","","",""
"Min 1x per week","1994","Other degree","middle vocational","","","",""
"Min 1x per week","1994","Other degree","vocational + Abi","","","",""
"Min 1x per week","1994","Other degree","higher vocational","","","",""
"Min 1x per week","1994","Other degree","higher education","","","",""
"Min 1x per week","1994","no degree/no degree yet","in school","","","",""
"Min 1x per week","1994","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1994","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1994","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1994","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1994","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1994","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1994","lower secondary degree","in school","","","",""
"Min 1x per month","1994","lower secondary degree","inadequately","","","",""
"Min 1x per month","1994","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1994","lower secondary degree","middle vocational","40","0.0121778502391208","0.00852593098902116","0.0158297694892205"
"Min 1x per month","1994","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1994","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1994","lower secondary degree","higher education","","","",""
"Min 1x per month","1994","secondary school degree","in school","","","",""
"Min 1x per month","1994","secondary school degree","inadequately","","","",""
"Min 1x per month","1994","secondary school degree","general elemantary","","","",""
"Min 1x per month","1994","secondary school degree","middle vocational","36","0.0147237013037182","0.00973252838678517","0.0197148742206513"
"Min 1x per month","1994","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1994","secondary school degree","higher vocational","","","",""
"Min 1x per month","1994","secondary school degree","higher education","","","",""
"Min 1x per month","1994","college entrance qualification","in school","","","",""
"Min 1x per month","1994","college entrance qualification","inadequately","","","",""
"Min 1x per month","1994","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1994","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1994","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1994","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1994","college entrance qualification","higher education","35","0.0423883291988738","0.0299383976081711","0.0548382607895766"
"Min 1x per month","1994","Other degree","in school","","","",""
"Min 1x per month","1994","Other degree","inadequately","","","",""
"Min 1x per month","1994","Other degree","general elemantary","","","",""
"Min 1x per month","1994","Other degree","middle vocational","","","",""
"Min 1x per month","1994","Other degree","vocational + Abi","","","",""
"Min 1x per month","1994","Other degree","higher vocational","","","",""
"Min 1x per month","1994","Other degree","higher education","","","",""
"Min 1x per month","1994","no degree/no degree yet","in school","","","",""
"Min 1x per month","1994","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1994","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1994","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1994","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1994","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1994","no degree/no degree yet","higher education","","","",""
"Rarely","1994","lower secondary degree","in school","","","",""
"Rarely","1994","lower secondary degree","inadequately","","","",""
"Rarely","1994","lower secondary degree","general elemantary","54","0.0319308340274255","0.0232146392437948","0.0406470288110561"
"Rarely","1994","lower secondary degree","middle vocational","200","0.0622547163269153","0.0542097349129772","0.0702996977408533"
"Rarely","1994","lower secondary degree","vocational + Abi","","","",""
"Rarely","1994","lower secondary degree","higher vocational","","","",""
"Rarely","1994","lower secondary degree","higher education","","","",""
"Rarely","1994","secondary school degree","in school","","","",""
"Rarely","1994","secondary school degree","inadequately","","","",""
"Rarely","1994","secondary school degree","general elemantary","","","",""
"Rarely","1994","secondary school degree","middle vocational","132","0.063871392061109","0.0537384385892014","0.0740043455330167"
"Rarely","1994","secondary school degree","vocational + Abi","","","",""
"Rarely","1994","secondary school degree","higher vocational","36","0.104442786256479","0.0706690811578749","0.138216491355083"
"Rarely","1994","secondary school degree","higher education","47","0.104569900939546","0.0771094228449626","0.13203037903413"
"Rarely","1994","college entrance qualification","in school","","","",""
"Rarely","1994","college entrance qualification","inadequately","","","",""
"Rarely","1994","college entrance qualification","general elemantary","","","",""
"Rarely","1994","college entrance qualification","middle vocational","33","0.0896843337996988","0.0598775553203788","0.119491112279019"
"Rarely","1994","college entrance qualification","vocational + Abi","","","",""
"Rarely","1994","college entrance qualification","higher vocational","","","",""
"Rarely","1994","college entrance qualification","higher education","108","0.124581846456033","0.104174607186046","0.144989085726021"
"Rarely","1994","Other degree","in school","","","",""
"Rarely","1994","Other degree","inadequately","","","",""
"Rarely","1994","Other degree","general elemantary","","","",""
"Rarely","1994","Other degree","middle vocational","","","",""
"Rarely","1994","Other degree","vocational + Abi","","","",""
"Rarely","1994","Other degree","higher vocational","","","",""
"Rarely","1994","Other degree","higher education","","","",""
"Rarely","1994","no degree/no degree yet","in school","","","",""
"Rarely","1994","no degree/no degree yet","inadequately","","","",""
"Rarely","1994","no degree/no degree yet","general elemantary","","","",""
"Rarely","1994","no degree/no degree yet","middle vocational","","","",""
"Rarely","1994","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1994","no degree/no degree yet","higher vocational","","","",""
"Rarely","1994","no degree/no degree yet","higher education","","","",""
"Never","1994","lower secondary degree","in school","","","",""
"Never","1994","lower secondary degree","inadequately","","","",""
"Never","1994","lower secondary degree","general elemantary","1496","0.963181314627818","0.953845402286009","0.972517226969627"
"Never","1994","lower secondary degree","middle vocational","3198","0.917915937462504","0.908776334115237","0.927055540809771"
"Never","1994","lower secondary degree","vocational + Abi","","","",""
"Never","1994","lower secondary degree","higher vocational","258","0.89681462816861","0.861982926712416","0.931646329624804"
"Never","1994","lower secondary degree","higher education","90","0.818865540663971","0.748168293612711","0.889562787715232"
"Never","1994","secondary school degree","in school","","","",""
"Never","1994","secondary school degree","inadequately","","","",""
"Never","1994","secondary school degree","general elemantary","430","0.9182747944111","0.893158571221176","0.943391017601024"
"Never","1994","secondary school degree","middle vocational","2056","0.915250297476349","0.903709013434173","0.926791581518526"
"Never","1994","secondary school degree","vocational + Abi","","","",""
"Never","1994","secondary school degree","higher vocational","263","0.841727768526999","0.801420719440127","0.88203481761387"
"Never","1994","secondary school degree","higher education","401","0.850728685110269","0.818749115170927","0.88270825504961"
"Never","1994","college entrance qualification","in school","","","",""
"Never","1994","college entrance qualification","inadequately","","","",""
"Never","1994","college entrance qualification","general elemantary","","","",""
"Never","1994","college entrance qualification","middle vocational","307","0.88255699413846","0.848971967437855","0.916142020839064"
"Never","1994","college entrance qualification","vocational + Abi","297","0.92641804559521","0.897900685627958","0.954935405562461"
"Never","1994","college entrance qualification","higher vocational","107","0.902356144252435","0.85073142763729","0.95398086086758"
"Never","1994","college entrance qualification","higher education","833","0.811863963835315","0.787713430398115","0.836014497272515"
"Never","1994","Other degree","in school","","","",""
"Never","1994","Other degree","inadequately","","","",""
"Never","1994","Other degree","general elemantary","427","0.945047565947486","0.924062067413254","0.966033064481718"
"Never","1994","Other degree","middle vocational","313","0.944889219870027","0.920305770455973","0.969472669284082"
"Never","1994","Other degree","vocational + Abi","55","0.871351533030178","0.786634356458471","0.956068709601885"
"Never","1994","Other degree","higher vocational","","","",""
"Never","1994","Other degree","higher education","","","",""
"Never","1994","no degree/no degree yet","in school","214","0.911884058060712","0.875089997131002","0.948678118990423"
"Never","1994","no degree/no degree yet","inadequately","513","0.968002202759699","0.952990521187353","0.983013884332046"
"Never","1994","no degree/no degree yet","general elemantary","","","",""
"Never","1994","no degree/no degree yet","middle vocational","62","0.906351235374522","0.835525563253324","0.977176907495721"
"Never","1994","no degree/no degree yet","vocational + Abi","","","",""
"Never","1994","no degree/no degree yet","higher vocational","","","",""
"Never","1994","no degree/no degree yet","higher education","","","",""
"Daily","1995","lower secondary degree","in school","","","",""
"Daily","1995","lower secondary degree","inadequately","","","",""
"Daily","1995","lower secondary degree","general elemantary","","","",""
"Daily","1995","lower secondary degree","middle vocational","","","",""
"Daily","1995","lower secondary degree","vocational + Abi","","","",""
"Daily","1995","lower secondary degree","higher vocational","","","",""
"Daily","1995","lower secondary degree","higher education","","","",""
"Daily","1995","secondary school degree","in school","","","",""
"Daily","1995","secondary school degree","inadequately","","","",""
"Daily","1995","secondary school degree","general elemantary","","","",""
"Daily","1995","secondary school degree","middle vocational","","","",""
"Daily","1995","secondary school degree","vocational + Abi","","","",""
"Daily","1995","secondary school degree","higher vocational","","","",""
"Daily","1995","secondary school degree","higher education","","","",""
"Daily","1995","college entrance qualification","in school","","","",""
"Daily","1995","college entrance qualification","inadequately","","","",""
"Daily","1995","college entrance qualification","general elemantary","","","",""
"Daily","1995","college entrance qualification","middle vocational","","","",""
"Daily","1995","college entrance qualification","vocational + Abi","","","",""
"Daily","1995","college entrance qualification","higher vocational","","","",""
"Daily","1995","college entrance qualification","higher education","","","",""
"Daily","1995","Other degree","in school","","","",""
"Daily","1995","Other degree","inadequately","","","",""
"Daily","1995","Other degree","general elemantary","","","",""
"Daily","1995","Other degree","middle vocational","","","",""
"Daily","1995","Other degree","vocational + Abi","","","",""
"Daily","1995","Other degree","higher vocational","","","",""
"Daily","1995","Other degree","higher education","","","",""
"Daily","1995","no degree/no degree yet","in school","","","",""
"Daily","1995","no degree/no degree yet","inadequately","","","",""
"Daily","1995","no degree/no degree yet","general elemantary","","","",""
"Daily","1995","no degree/no degree yet","middle vocational","","","",""
"Daily","1995","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1995","no degree/no degree yet","higher vocational","","","",""
"Daily","1995","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1995","lower secondary degree","in school","","","",""
"Min 1x per week","1995","lower secondary degree","inadequately","","","",""
"Min 1x per week","1995","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1995","lower secondary degree","middle vocational","","","",""
"Min 1x per week","1995","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1995","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1995","lower secondary degree","higher education","","","",""
"Min 1x per week","1995","secondary school degree","in school","","","",""
"Min 1x per week","1995","secondary school degree","inadequately","","","",""
"Min 1x per week","1995","secondary school degree","general elemantary","","","",""
"Min 1x per week","1995","secondary school degree","middle vocational","","","",""
"Min 1x per week","1995","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1995","secondary school degree","higher vocational","","","",""
"Min 1x per week","1995","secondary school degree","higher education","","","",""
"Min 1x per week","1995","college entrance qualification","in school","","","",""
"Min 1x per week","1995","college entrance qualification","inadequately","","","",""
"Min 1x per week","1995","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1995","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1995","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1995","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1995","college entrance qualification","higher education","","","",""
"Min 1x per week","1995","Other degree","in school","","","",""
"Min 1x per week","1995","Other degree","inadequately","","","",""
"Min 1x per week","1995","Other degree","general elemantary","","","",""
"Min 1x per week","1995","Other degree","middle vocational","","","",""
"Min 1x per week","1995","Other degree","vocational + Abi","","","",""
"Min 1x per week","1995","Other degree","higher vocational","","","",""
"Min 1x per week","1995","Other degree","higher education","","","",""
"Min 1x per week","1995","no degree/no degree yet","in school","","","",""
"Min 1x per week","1995","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1995","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1995","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1995","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1995","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1995","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1995","lower secondary degree","in school","","","",""
"Min 1x per month","1995","lower secondary degree","inadequately","","","",""
"Min 1x per month","1995","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1995","lower secondary degree","middle vocational","64","0.0182827000900585","0.0138089999867914","0.0227564001933257"
"Min 1x per month","1995","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1995","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1995","lower secondary degree","higher education","","","",""
"Min 1x per month","1995","secondary school degree","in school","","","",""
"Min 1x per month","1995","secondary school degree","inadequately","","","",""
"Min 1x per month","1995","secondary school degree","general elemantary","","","",""
"Min 1x per month","1995","secondary school degree","middle vocational","37","0.0195222566411882","0.0138408600039427","0.0252036532784337"
"Min 1x per month","1995","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1995","secondary school degree","higher vocational","","","",""
"Min 1x per month","1995","secondary school degree","higher education","","","",""
"Min 1x per month","1995","college entrance qualification","in school","","","",""
