"pli0097_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1993","Couple + C. GT 16 ","higher vocational","","","","","2"
"Min 1x per week","1993","Couple + C. GT 16 ","higher education","","","","","2"
"Min 1x per week","1993","Couple + C. LE and GT 16","in school","","","","","2"
"Min 1x per week","1993","Couple + C. LE and GT 16","inadequately","","","","","2"
"Min 1x per week","1993","Couple + C. LE and GT 16","general elemantary","","","","","2"
"Min 1x per week","1993","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Min 1x per week","1993","Couple + C. LE and GT 16","higher vocational","","","","","2"
"Min 1x per week","1993","Couple + C. LE and GT 16","higher education","","","","","2"
"Min 1x per week","1993","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","1993","Single parent ","in school","","","","","2"
"Min 1x per week","1993","Single parent ","inadequately","","","","","2"
"Min 1x per week","1993","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","1993","Couple + C. LE 16 ","inadequately","","","","","2"
"Min 1x per week","1993","Couple + C. LE 16 ","higher education","","","","","2"
"Min 1x per week","1993","1-pers.-HH","general elemantary","","","","","2"
"Min 1x per week","1993","1-pers.-HH","middle vocational","","","","","2"
"Min 1x per week","1993","1-pers.-HH","vocational + Abi","","","","","2"
"Min 1x per week","1993","1-pers.-HH","higher vocational","","","","","2"
"Min 1x per week","1993","1-pers.-HH","higher education","","","","","2"
"Min 1x per week","1993","(Married) couple without C. ","middle vocational","","","","","2"
"Min 1x per week","1993","(Married) couple without C. ","higher education","","","","","2"
"Min 1x per week","1993","Single parent ","general elemantary","","","","","2"
"Min 1x per week","1993","Single parent ","middle vocational","","","","","2"
"Min 1x per week","1993","Single parent ","higher vocational","","","","","2"
"Min 1x per week","1993","Single parent ","higher education","","","","","2"
"Min 1x per week","1993","Couple + C. LE 16 ","general elemantary","","","","","2"
"Min 1x per week","1993","Couple + C. LE 16 ","higher vocational","","","","","2"
"Min 1x per week","1993","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1993","(Married) couple without C. ","general elemantary","","","","","2"
"Min 1x per week","1993","Couple + C. GT 16 ","in school","","","","","2"
"Min 1x per week","1993","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","1993","Single parent ","vocational + Abi","","","","","2"
"Never","1993","Couple + C. LE and GT 16","middle vocational","","","","","5"
"Never","1993","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Never","1993","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Never","1993","Couple + C. LE and GT 16","higher education","","","","","5"
"Never","1993","1-pers.-HH","in school","","","","","5"
"Never","1993","1-pers.-HH","inadequately","","","","","5"
"Never","1993","1-pers.-HH","general elemantary","","","","","5"
"Never","1993","1-pers.-HH","middle vocational","","","","","5"
"Never","1993","1-pers.-HH","vocational + Abi","","","","","5"
"Never","1993","1-pers.-HH","higher vocational","","","","","5"
"Never","1993","1-pers.-HH","higher education","","","","","5"
"Never","1993","(Married) couple without C. ","in school","","","","","5"
"Never","1993","(Married) couple without C. ","inadequately","","","","","5"
"Never","1993","(Married) couple without C. ","general elemantary","","","","","5"
"Never","1993","(Married) couple without C. ","middle vocational","","","","","5"
"Never","1993","(Married) couple without C. ","vocational + Abi","","","","","5"
"Never","1993","(Married) couple without C. ","higher education","","","","","5"
"Never","1993","Single parent ","in school","","","","","5"
"Never","1993","Single parent ","inadequately","","","","","5"
"Never","1993","Single parent ","general elemantary","","","","","5"
"Never","1993","Single parent ","middle vocational","","","","","5"
"Never","1993","Single parent ","vocational + Abi","","","","","5"
"Never","1993","Single parent ","higher vocational","","","","","5"
"Never","1993","Single parent ","higher education","","","","","5"
"Never","1993","Couple + C. LE 16 ","in school","","","","","5"
"Never","1993","Couple + C. LE 16 ","inadequately","","","","","5"
"Never","1993","Couple + C. LE 16 ","general elemantary","","","","","5"
"Never","1993","Couple + C. LE 16 ","middle vocational","","","","","5"
"Never","1993","Couple + C. LE 16 ","vocational + Abi","","","","","5"
"Never","1993","Couple + C. LE 16 ","higher vocational","","","","","5"
"Never","1993","Couple + C. LE 16 ","higher education","","","","","5"
"Never","1993","Couple + C. GT 16 ","in school","","","","","5"
"Never","1993","Couple + C. GT 16 ","inadequately","","","","","5"
"Never","1993","Couple + C. GT 16 ","general elemantary","","","","","5"
"Never","1993","Couple + C. GT 16 ","middle vocational","","","","","5"
"Never","1993","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"Never","1993","Couple + C. GT 16 ","higher vocational","","","","","5"
"Never","1993","Couple + C. GT 16 ","higher education","","","","","5"
"Never","1993","Couple + C. LE and GT 16","in school","","","","","5"
"Never","1993","Couple + C. LE and GT 16","inadequately","","","","","5"
"Never","1993","Couple + C. LE and GT 16","general elemantary","","","","","5"
"Never","1993","(Married) couple without C. ","higher vocational","","","","","5"
"Rarely","1993","Couple + C. LE and GT 16","middle vocational","","","","","4"
"Rarely","1993","Couple + C. LE and GT 16","vocational + Abi","","","","","4"
"Rarely","1993","Couple + C. LE and GT 16","higher vocational","","","","","4"
"Rarely","1993","Couple + C. LE 16 ","middle vocational","","","","","4"
"Rarely","1993","Couple + C. LE 16 ","vocational + Abi","","","","","4"
"Rarely","1993","Couple + C. LE 16 ","higher vocational","","","","","4"
"Rarely","1993","Couple + C. LE 16 ","higher education","","","","","4"
"Rarely","1993","Couple + C. GT 16 ","inadequately","","","","","4"
"Rarely","1993","Couple + C. GT 16 ","general elemantary","","","","","4"
"Rarely","1993","Couple + C. GT 16 ","middle vocational","","","","","4"
"Rarely","1993","Couple + C. GT 16 ","vocational + Abi","","","","","4"
"Rarely","1993","Couple + C. GT 16 ","higher vocational","","","","","4"
"Rarely","1993","Couple + C. GT 16 ","higher education","","","","","4"
"Rarely","1993","Couple + C. LE and GT 16","in school","","","","","4"
"Rarely","1993","Couple + C. LE and GT 16","inadequately","","","","","4"
"Rarely","1993","Couple + C. LE and GT 16","general elemantary","","","","","4"
"Rarely","1993","Couple + C. LE and GT 16","higher education","","","","","4"
"Rarely","1993","1-pers.-HH","in school","","","","","4"
"Rarely","1993","1-pers.-HH","inadequately","","","","","4"
"Rarely","1993","1-pers.-HH","general elemantary","","","","","4"
"Rarely","1993","1-pers.-HH","middle vocational","","","","","4"
"Rarely","1993","1-pers.-HH","vocational + Abi","","","","","4"
"Rarely","1993","1-pers.-HH","higher vocational","","","","","4"
"Rarely","1993","1-pers.-HH","higher education","","","","","4"
"Rarely","1993","(Married) couple without C. ","in school","","","","","4"
"Rarely","1993","(Married) couple without C. ","inadequately","","","","","4"
"Rarely","1993","(Married) couple without C. ","general elemantary","","","","","4"
"Rarely","1993","(Married) couple without C. ","middle vocational","","","","","4"
"Rarely","1993","(Married) couple without C. ","higher education","","","","","4"
"Rarely","1993","Single parent ","in school","","","","","4"
"Rarely","1993","Single parent ","inadequately","","","","","4"
"Rarely","1993","Single parent ","general elemantary","","","","","4"
"Rarely","1993","Single parent ","middle vocational","","","","","4"
"Rarely","1993","Single parent ","vocational + Abi","","","","","4"
"Rarely","1993","Single parent ","higher vocational","","","","","4"
"Rarely","1993","Single parent ","higher education","","","","","4"
"Rarely","1993","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","1993","Couple + C. LE 16 ","inadequately","","","","","4"
"Rarely","1993","Couple + C. LE 16 ","general elemantary","","","","","4"
"Rarely","1993","Couple + C. GT 16 ","in school","","","","","4"
"Rarely","1993","(Married) couple without C. ","vocational + Abi","","","","","4"
"Rarely","1993","(Married) couple without C. ","higher vocational","","","","","4"
"Daily","1994","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","1994","1-pers.-HH","in school","","","","","1"
"Daily","1994","1-pers.-HH","inadequately","","","","","1"
"Daily","1994","1-pers.-HH","general elemantary","","","","","1"
"Daily","1994","1-pers.-HH","middle vocational","","","","","1"
"Daily","1994","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","1994","1-pers.-HH","higher vocational","","","","","1"
"Daily","1994","1-pers.-HH","higher education","","","","","1"
"Daily","1994","(Married) couple without C. ","in school","","","","","1"
"Daily","1994","(Married) couple without C. ","inadequately","","","","","1"
"Daily","1994","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","1994","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","1994","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","1994","(Married) couple without C. ","higher education","","","","","1"
"Daily","1994","Single parent ","in school","","","","","1"
"Daily","1994","Single parent ","inadequately","","","","","1"
"Daily","1994","Single parent ","general elemantary","","","","","1"
"Daily","1994","Single parent ","middle vocational","","","","","1"
"Daily","1994","Single parent ","vocational + Abi","","","","","1"
"Daily","1994","Single parent ","higher vocational","","","","","1"
"Daily","1994","Single parent ","higher education","","","","","1"
"Daily","1994","Couple + C. LE 16 ","in school","","","","","1"
"Daily","1994","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","1994","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","1994","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","1994","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","1994","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","1994","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","1994","Couple + C. GT 16 ","in school","","","","","1"
"Daily","1994","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","1994","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","1994","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","1994","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","1994","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","1994","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","1994","Couple + C. LE and GT 16","middle vocational","7","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Min 1x per month","1994","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1994","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","1994","1-pers.-HH","general elemantary","2","","","","3"
"Min 1x per month","1994","1-pers.-HH","middle vocational","5","","","","3"
"Min 1x per month","1994","1-pers.-HH","vocational + Abi","","","","","3"
"Min 1x per month","1994","1-pers.-HH","higher vocational","2","","","","3"
"Min 1x per month","1994","1-pers.-HH","higher education","5","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","inadequately","1","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","vocational + Abi","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","higher vocational","8","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","higher education","29","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","middle vocational","20","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","vocational + Abi","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","higher vocational","6","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","inadequately","","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","general elemantary","3","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","middle vocational","21","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","vocational + Abi","2","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","higher vocational","4","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","higher education","16","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","in school","","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","inadequately","2","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","general elemantary","4","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","higher vocational","3","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","higher education","3","","","","3"
"Min 1x per month","1994","Single parent ","vocational + Abi","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","middle vocational","23","","","","3"
"Min 1x per month","1994","Single parent ","in school","","","","","3"
"Min 1x per month","1994","Single parent ","inadequately","","","","","3"
"Min 1x per month","1994","Single parent ","general elemantary","","","","","3"
"Min 1x per month","1994","Single parent ","middle vocational","1","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","general elemantary","2","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","in school","1","","","","3"
"Min 1x per month","1994","Single parent ","higher vocational","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","general elemantary","5","","","","3"
"Min 1x per month","1994","Single parent ","higher education","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","higher education","14","","","","3"
"Min 1x per week","1994","1-pers.-HH","in school","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","middle vocational","6","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","middle vocational","8","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","vocational + Abi","","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","middle vocational","11","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","vocational + Abi","2","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","inadequately","","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","general elemantary","1","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","middle vocational","18","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","vocational + Abi","1","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","higher vocational","1","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","higher education","4","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","in school","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","inadequately","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","general elemantary","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","higher vocational","1","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","higher education","5","","","","2"
"Min 1x per week","1994","Single parent ","higher education","2","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","1994","Single parent ","vocational + Abi","","","","","2"
"Min 1x per week","1994","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","1994","1-pers.-HH","general elemantary","","","","","2"
"Min 1x per week","1994","1-pers.-HH","middle vocational","4","","","","2"
"Min 1x per week","1994","1-pers.-HH","vocational + Abi","1","","","","2"
"Min 1x per week","1994","1-pers.-HH","higher vocational","1","","","","2"
"Min 1x per week","1994","1-pers.-HH","higher education","3","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","general elemantary","","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","higher vocational","3","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","higher education","9","","","","2"
"Min 1x per week","1994","Single parent ","in school","","","","","2"
"Min 1x per week","1994","Single parent ","inadequately","1","","","","2"
"Min 1x per week","1994","Single parent ","general elemantary","","","","","2"
"Min 1x per week","1994","Single parent ","middle vocational","","","","","2"
"Min 1x per week","1994","Single parent ","higher vocational","1","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","inadequately","","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","general elemantary","","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","higher vocational","1","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","higher education","11","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","in school","","","","","2"
"Never","1994","Couple + C. LE and GT 16","middle vocational","411","0.889511166911387","0.860673836048052","0.918348497774721","5"
"Never","1994","Couple + C. LE and GT 16","vocational + Abi","21","","","","5"
"Never","1994","Couple + C. LE and GT 16","higher vocational","49","0.854599449150564","0.763880413616285","0.945318484684844","5"
"Never","1994","Couple + C. LE and GT 16","higher education","97","0.860912441835415","0.797667935888501","0.92415694778233","5"
"Never","1994","1-pers.-HH","in school","1","","","","5"
"Never","1994","1-pers.-HH","inadequately","35","1","1","1","5"
"Never","1994","1-pers.-HH","general elemantary","344","0.970382172867639","0.95269702318113","0.988067322554149","5"
"Never","1994","1-pers.-HH","middle vocational","662","0.932005508924984","0.913423201703908","0.95058781614606","5"
"Never","1994","1-pers.-HH","vocational + Abi","48","0.982477604306816","0.946467774036749","1.01848743457688","5"
"Never","1994","1-pers.-HH","higher vocational","67","0.929845204381893","0.872042059319479","0.987648349444307","5"
"Never","1994","1-pers.-HH","higher education","139","0.846733355781083","0.791087565895964","0.902379145666203","5"
"Never","1994","(Married) couple without C. ","in school","","","","","5"
"Never","1994","(Married) couple without C. ","inadequately","79","0.98866201372092","0.965461639767259","1.01186238767458","5"
"Never","1994","(Married) couple without C. ","general elemantary","585","0.957114566256215","0.941063301941797","0.973165830570633","5"
"Never","1994","(Married) couple without C. ","middle vocational","1706","0.922568701606878","0.910326443032067","0.934810960181689","5"
"Never","1994","(Married) couple without C. ","vocational + Abi","94","0.963138113375919","0.926207956278556","1.00006827047328","5"
"Never","1994","(Married) couple without C. ","higher education","345","0.807645636287939","0.770304489325686","0.844986783250192","5"
"Never","1994","Single parent ","in school","20","","","","5"
"Never","1994","Single parent ","inadequately","26","","","","5"
"Never","1994","Single parent ","general elemantary","126","0.923619834256396","0.878815695836147","0.968423972676644","5"
"Never","1994","Single parent ","middle vocational","268","0.944684843024446","0.918051822636501","0.971317863412391","5"
"Never","1994","Single parent ","vocational + Abi","9","","","","5"
"Never","1994","Single parent ","higher vocational","14","","","","5"
"Never","1994","Single parent ","higher education","58","0.918420357387785","0.85028635580528","0.986554358970289","5"
"Never","1994","Couple + C. LE 16 ","in school","1","","","","5"
"Never","1994","Couple + C. LE 16 ","inadequately","84","0.985157717408979","0.959601175094455","1.0107142597235","5"
"Never","1994","Couple + C. LE 16 ","general elemantary","346","0.929673186426827","0.903369270887413","0.955977101966241","5"
"Never","1994","Couple + C. LE 16 ","middle vocational","1511","0.913707857482302","0.900138651169309","0.927277063795296","5"
"Never","1994","Couple + C. LE 16 ","vocational + Abi","110","0.853024404758131","0.789672334725712","0.91637647479055","5"
"Never","1994","Couple + C. LE 16 ","higher vocational","180","0.863363954816591","0.817665888641447","0.909062020991735","5"
"Never","1994","Couple + C. LE 16 ","higher education","452","0.830622953915144","0.798689977683287","0.862555930147","5"
"Never","1994","Couple + C. GT 16 ","in school","84","0.831961348926924","0.756774400816701","0.907148297037146","5"
"Never","1994","Couple + C. GT 16 ","inadequately","151","0.958597697625176","0.927335735755445","0.989859659494907","5"
"Never","1994","Couple + C. GT 16 ","general elemantary","475","0.956225665628361","0.938346219045328","0.974105112211395","5"
"Never","1994","Couple + C. GT 16 ","middle vocational","1098","0.879241956625272","0.861032047809227","0.897451865441317","5"
"Never","1994","Couple + C. GT 16 ","vocational + Abi","56","0.924344327938317","0.857982122510837","0.990706533365796","5"
"Never","1994","Couple + C. GT 16 ","higher vocational","85","0.83316108989236","0.760450014832342","0.905872164952378","5"
"Never","1994","Couple + C. GT 16 ","higher education","195","0.746572146530881","0.693288839385024","0.799855453676737","5"
"Never","1994","Couple + C. LE and GT 16","in school","106","0.961638882051911","0.925582140488435","0.997695623615386","5"
"Never","1994","Couple + C. LE and GT 16","inadequately","93","0.96811783748574","0.932973895680005","1.00326177929148","5"
"Never","1994","Couple + C. LE and GT 16","general elemantary","266","0.92524423043644","0.894817331373019","0.955671129499861","5"
"Never","1994","(Married) couple without C. ","higher vocational","210","0.890023557767911","0.850192255838086","0.929854859697737","5"
"Rarely","1994","Couple + C. LE and GT 16","middle vocational","30","0.0755773256164444","0.051263616352805","0.0998910348800837","4"
"Rarely","1994","Couple + C. LE and GT 16","vocational + Abi","2","","","","4"
"Rarely","1994","Couple + C. LE and GT 16","higher vocational","5","","","","4"
"Rarely","1994","Couple + C. LE 16 ","middle vocational","103","0.0656110621206681","0.0536459294601411","0.0775761947811951","4"
"Rarely","1994","Couple + C. LE 16 ","vocational + Abi","8","","","","4"
"Rarely","1994","Couple + C. LE 16 ","higher vocational","30","0.115235363451064","0.0727514035769595","0.157719323325168","4"
"Rarely","1994","Couple + C. LE 16 ","higher education","53","0.133316856870629","0.104377900565346","0.162255813175912","4"
"Rarely","1994","Couple + C. GT 16 ","inadequately","5","","","","4"
"Rarely","1994","Couple + C. GT 16 ","general elemantary","24","","","","4"
"Rarely","1994","Couple + C. GT 16 ","middle vocational","93","0.0843748040099946","0.0688416091169877","0.0999079989030016","4"
"Rarely","1994","Couple + C. GT 16 ","vocational + Abi","2","","","","4"
"Rarely","1994","Couple + C. GT 16 ","higher vocational","11","","","","4"
"Rarely","1994","Couple + C. GT 16 ","higher education","41","0.177971050060697","0.131117085349296","0.224825014772097","4"
"Rarely","1994","Couple + C. LE and GT 16","in school","3","","","","4"
"Rarely","1994","Couple + C. LE and GT 16","inadequately","1","","","","4"
"Rarely","1994","Couple + C. LE and GT 16","general elemantary","17","","","","4"
"Rarely","1994","Couple + C. LE and GT 16","higher education","10","","","","4"
"Rarely","1994","1-pers.-HH","in school","","","","","4"
"Rarely","1994","1-pers.-HH","inadequately","","","","","4"
"Rarely","1994","1-pers.-HH","general elemantary","7","","","","4"
"Rarely","1994","1-pers.-HH","middle vocational","34","0.0574238017882474","0.0402503443578212","0.0745972592186736","4"
"Rarely","1994","1-pers.-HH","vocational + Abi","2","","","","4"
"Rarely","1994","1-pers.-HH","higher vocational","5","","","","4"
"Rarely","1994","1-pers.-HH","higher education","14","","","","4"
"Rarely","1994","(Married) couple without C. ","in school","","","","","4"
"Rarely","1994","(Married) couple without C. ","inadequately","","","","","4"
"Rarely","1994","(Married) couple without C. ","general elemantary","22","","","","4"
"Rarely","1994","(Married) couple without C. ","middle vocational","94","0.0594748681813407","0.0486416905238848","0.0703080458387967","4"
"Rarely","1994","(Married) couple without C. ","vocational + Abi","6","","","","4"
"Rarely","1994","(Married) couple without C. ","higher vocational","16","","","","4"
"Rarely","1994","(Married) couple without C. ","higher education","45","0.107716611133428","0.0783455963851375","0.137087625881718","4"
"Rarely","1994","Single parent ","in school","","","","","4"
"Rarely","1994","Single parent ","inadequately","","","","","4"
"Rarely","1994","Single parent ","general elemantary","9","","","","4"
"Rarely","1994","Single parent ","middle vocational","14","","","","4"
"Rarely","1994","Single parent ","vocational + Abi","","","","","4"
"Rarely","1994","Single parent ","higher vocational","3","","","","4"
"Rarely","1994","Single parent ","higher education","2","","","","4"
"Rarely","1994","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","1994","Couple + C. LE 16 ","inadequately","2","","","","4"
"Rarely","1994","Couple + C. LE 16 ","general elemantary","15","","","","4"
"Rarely","1994","Couple + C. GT 16 ","in school","10","","","","4"
"Daily","1995","(Married) couple without C. ","vocational + Abi","1","","","","1"
"Daily","1995","1-pers.-HH","in school","","","","","1"
"Daily","1995","1-pers.-HH","inadequately","","","","","1"
"Daily","1995","1-pers.-HH","general elemantary","","","","","1"
"Daily","1995","1-pers.-HH","middle vocational","1","","","","1"
"Daily","1995","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","1995","1-pers.-HH","higher vocational","","","","","1"
"Daily","1995","1-pers.-HH","higher education","3","","","","1"
"Daily","1995","(Married) couple without C. ","in school","","","","","1"
"Daily","1995","(Married) couple without C. ","inadequately","","","","","1"
"Daily","1995","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","1995","(Married) couple without C. ","middle vocational","3","","","","1"
"Daily","1995","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","1995","(Married) couple without C. ","higher education","3","","","","1"
"Daily","1995","Single parent ","in school","","","","","1"
"Daily","1995","Single parent ","inadequately","","","","","1"
"Daily","1995","Single parent ","general elemantary","","","","","1"
"Daily","1995","Single parent ","middle vocational","","","","","1"
"Daily","1995","Single parent ","vocational + Abi","","","","","1"
"Daily","1995","Single parent ","higher vocational","","","","","1"
"Daily","1995","Single parent ","higher education","","","","","1"
"Daily","1995","Couple + C. LE 16 ","in school","","","","","1"
"Daily","1995","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","1995","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","1995","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","1995","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","1995","Couple + C. LE 16 ","higher vocational","1","","","","1"
"Daily","1995","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","1995","Couple + C. GT 16 ","in school","","","","","1"
"Daily","1995","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","1995","Couple + C. GT 16 ","general elemantary","1","","","","1"
"Daily","1995","Couple + C. GT 16 ","middle vocational","4","","","","1"
"Daily","1995","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","1995","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","1995","Couple + C. GT 16 ","higher education","1","","","","1"
"Daily","1995","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","1995","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","1995","Couple + C. LE and GT 16","general elemantary","1","","","","1"
"Daily","1995","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","1995","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1995","Couple + C. LE and GT 16","higher vocational","2","","","","1"
"Daily","1995","Couple + C. LE and GT 16","higher education","3","","","","1"
"Min 1x per month","1995","Couple + C. LE and GT 16","middle vocational","9","","","","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Min 1x per month","1995","(Married) couple without C. ","middle vocational","34","0.0200390732468388","0.0137180077224398","0.0263601387712378","3"
"Min 1x per month","1995","(Married) couple without C. ","vocational + Abi","","","","","3"
"Min 1x per month","1995","(Married) couple without C. ","higher vocational","9","","","","3"
"Min 1x per month","1995","Couple + C. LE 16 ","middle vocational","19","","","","3"
"Min 1x per month","1995","Couple + C. LE 16 ","vocational + Abi","2","","","","3"
"Min 1x per month","1995","Couple + C. LE 16 ","higher vocational","3","","","","3"
"Min 1x per month","1995","Couple + C. GT 16 ","inadequately","","","","","3"
"Min 1x per month","1995","Couple + C. GT 16 ","general elemantary","1","","","","3"
"Min 1x per month","1995","Couple + C. GT 16 ","middle vocational","26","","","","3"
"Min 1x per month","1995","Couple + C. GT 16 ","vocational + Abi","3","","","","3"
"Min 1x per month","1995","Couple + C. GT 16 ","higher vocational","6","","","","3"
"Min 1x per month","1995","Couple + C. GT 16 ","higher education","13","","","","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","in school","1","","","","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","inadequately","","","","","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","general elemantary","2","","","","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","higher vocational","3","","","","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","higher education","6","","","","3"
"Min 1x per month","1995","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1995","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","1995","1-pers.-HH","general elemantary","","","","","3"
"Min 1x per month","1995","1-pers.-HH","middle vocational","13","","","","3"
