"pli0097_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1992","in school","Male","","","",""
"Min 1x per week","1992","in school","Female","","","",""
"Min 1x per week","1992","inadequately","Male","2","","",""
"Min 1x per week","1992","inadequately","Female","","","",""
"Min 1x per week","1992","general elemantary","Male","1","","",""
"Min 1x per week","1992","general elemantary","Female","1","","",""
"Min 1x per week","1992","middle vocational","Male","38","0.0113069661160932","0.00775352962816284","0.0148604026040236"
"Min 1x per week","1992","middle vocational","Female","9","","",""
"Min 1x per week","1992","vocational + Abi","Male","3","","",""
"Min 1x per week","1992","vocational + Abi","Female","1","","",""
"Min 1x per week","1992","higher vocational","Male","10","","",""
"Min 1x per week","1992","higher vocational","Female","2","","",""
"Min 1x per week","1992","higher education","Male","34","0.0329531081767282","0.0213226784876633","0.0445835378657932"
"Min 1x per week","1992","higher education","Female","10","","",""
"Min 1x per month","1992","in school","Male","","","",""
"Min 1x per month","1992","in school","Female","","","",""
"Min 1x per month","1992","inadequately","Male","2","","",""
"Min 1x per month","1992","inadequately","Female","","","",""
"Min 1x per month","1992","general elemantary","Male","10","","",""
"Min 1x per month","1992","general elemantary","Female","9","","",""
"Min 1x per month","1992","middle vocational","Male","70","0.0228300283942555","0.0178102671964372","0.0278497895920737"
"Min 1x per month","1992","middle vocational","Female","46","0.0173978535841833","0.0128930016139871","0.0219027055543795"
"Min 1x per month","1992","vocational + Abi","Male","2","","",""
"Min 1x per month","1992","vocational + Abi","Female","2","","",""
"Min 1x per month","1992","higher vocational","Male","11","","",""
"Min 1x per month","1992","higher vocational","Female","8","","",""
"Min 1x per month","1992","higher education","Male","45","0.0550301283176125","0.0401730625701906","0.0698871940650344"
"Min 1x per month","1992","higher education","Female","27","","",""
"Rarely","1992","in school","Male","4","","",""
"Rarely","1992","in school","Female","7","","",""
"Rarely","1992","inadequately","Male","1","","",""
"Rarely","1992","inadequately","Female","6","","",""
"Rarely","1992","general elemantary","Male","42","0.0466416220871595","0.0333439859742036","0.0599392582001155"
"Rarely","1992","general elemantary","Female","44","0.0247452392633541","0.0175526715934693","0.0319378069332389"
"Rarely","1992","middle vocational","Male","217","0.0643608165467458","0.0561135553659593","0.0726080777275323"
"Rarely","1992","middle vocational","Female","131","0.0446088665434203","0.0374959939106896","0.051721739176151"
"Rarely","1992","vocational + Abi","Male","19","","",""
"Rarely","1992","vocational + Abi","Female","8","","",""
"Rarely","1992","higher vocational","Male","43","0.0891633961763478","0.0637485161239345","0.114578276228761"
"Rarely","1992","higher vocational","Female","18","","",""
"Rarely","1992","higher education","Male","107","0.124527302166604","0.103015470314471","0.146039134018738"
"Rarely","1992","higher education","Female","77","0.102607947238614","0.0807002890500133","0.124515605427215"
"Never","1992","in school","Male","87","0.946204929708811","0.89985050049926","0.992559358918362"
"Never","1992","in school","Female","85","0.894437978448185","0.831649039761261","0.957226917135109"
"Never","1992","inadequately","Male","246","0.981668251742297","0.965072552891784","0.998263950592811"
"Never","1992","inadequately","Female","367","0.975009172289412","0.959167962481731","0.990850382097093"
"Never","1992","general elemantary","Male","913","0.942512445719398","0.927833664722288","0.957191226716508"
"Never","1992","general elemantary","Female","1738","0.969861152539784","0.961945309199325","0.977776995880243"
"Never","1992","middle vocational","Male","3076","0.901502188942905","0.891487407926759","0.911516969959052"
"Never","1992","middle vocational","Female","3050","0.93514286176562","0.926657669116657","0.943628054414582"
"Never","1992","vocational + Abi","Male","190","0.896141481003232","0.855267159433917","0.937015802572547"
"Never","1992","vocational + Abi","Female","158","0.935567559562578","0.898551123177842","0.972583995947313"
"Never","1992","higher vocational","Male","419","0.878543808440078","0.849412092512307","0.90767552436785"
"Never","1992","higher vocational","Female","244","0.898700197245581","0.862843081147147","0.934557313344015"
"Never","1992","higher education","Male","719","0.787489461339055","0.760837055804544","0.814141866873566"
"Never","1992","higher education","Female","623","0.852674227794015","0.827085701269544","0.878262754318487"
"Daily","1993","in school","Male","","","",""
"Daily","1993","in school","Female","","","",""
"Daily","1993","inadequately","Male","","","",""
"Daily","1993","inadequately","Female","","","",""
"Daily","1993","general elemantary","Male","","","",""
"Daily","1993","general elemantary","Female","","","",""
"Daily","1993","middle vocational","Male","","","",""
"Daily","1993","middle vocational","Female","","","",""
"Daily","1993","vocational + Abi","Male","","","",""
"Daily","1993","vocational + Abi","Female","","","",""
"Daily","1993","higher vocational","Male","","","",""
"Daily","1993","higher vocational","Female","","","",""
"Daily","1993","higher education","Male","","","",""
"Daily","1993","higher education","Female","","","",""
"Min 1x per week","1993","in school","Male","","","",""
"Min 1x per week","1993","in school","Female","","","",""
"Min 1x per week","1993","inadequately","Male","","","",""
"Min 1x per week","1993","inadequately","Female","","","",""
"Min 1x per week","1993","general elemantary","Male","","","",""
"Min 1x per week","1993","general elemantary","Female","","","",""
"Min 1x per week","1993","middle vocational","Male","","","",""
"Min 1x per week","1993","middle vocational","Female","","","",""
"Min 1x per week","1993","vocational + Abi","Male","","","",""
"Min 1x per week","1993","vocational + Abi","Female","","","",""
"Min 1x per week","1993","higher vocational","Male","","","",""
"Min 1x per week","1993","higher vocational","Female","","","",""
"Min 1x per week","1993","higher education","Male","","","",""
"Min 1x per week","1993","higher education","Female","","","",""
"Min 1x per month","1993","in school","Male","","","",""
"Min 1x per month","1993","in school","Female","","","",""
"Min 1x per month","1993","inadequately","Male","","","",""
"Min 1x per month","1993","inadequately","Female","","","",""
"Min 1x per month","1993","general elemantary","Male","","","",""
"Min 1x per month","1993","general elemantary","Female","","","",""
"Min 1x per month","1993","middle vocational","Male","","","",""
"Min 1x per month","1993","middle vocational","Female","","","",""
"Min 1x per month","1993","vocational + Abi","Male","","","",""
"Min 1x per month","1993","vocational + Abi","Female","","","",""
"Min 1x per month","1993","higher vocational","Male","","","",""
"Min 1x per month","1993","higher vocational","Female","","","",""
"Min 1x per month","1993","higher education","Male","","","",""
"Min 1x per month","1993","higher education","Female","","","",""
"Rarely","1993","in school","Male","","","",""
"Rarely","1993","in school","Female","","","",""
"Rarely","1993","inadequately","Male","","","",""
"Rarely","1993","inadequately","Female","","","",""
"Rarely","1993","general elemantary","Male","","","",""
"Rarely","1993","general elemantary","Female","","","",""
"Rarely","1993","middle vocational","Male","","","",""
"Rarely","1993","middle vocational","Female","","","",""
"Rarely","1993","vocational + Abi","Male","","","",""
"Rarely","1993","vocational + Abi","Female","","","",""
"Rarely","1993","higher vocational","Male","","","",""
"Rarely","1993","higher vocational","Female","","","",""
"Rarely","1993","higher education","Male","","","",""
"Rarely","1993","higher education","Female","","","",""
"Never","1993","in school","Male","","","",""
"Never","1993","in school","Female","","","",""
"Never","1993","inadequately","Male","","","",""
"Never","1993","inadequately","Female","","","",""
"Never","1993","general elemantary","Male","","","",""
"Never","1993","general elemantary","Female","","","",""
"Never","1993","middle vocational","Male","","","",""
"Never","1993","middle vocational","Female","","","",""
"Never","1993","vocational + Abi","Male","","","",""
"Never","1993","vocational + Abi","Female","","","",""
"Never","1993","higher vocational","Male","","","",""
"Never","1993","higher vocational","Female","","","",""
"Never","1993","higher education","Male","","","",""
"Never","1993","higher education","Female","","","",""
"Daily","1994","in school","Male","","","",""
"Daily","1994","in school","Female","","","",""
"Daily","1994","inadequately","Male","","","",""
"Daily","1994","inadequately","Female","","","",""
"Daily","1994","general elemantary","Male","","","",""
"Daily","1994","general elemantary","Female","","","",""
"Daily","1994","middle vocational","Male","","","",""
"Daily","1994","middle vocational","Female","","","",""
"Daily","1994","vocational + Abi","Male","","","",""
"Daily","1994","vocational + Abi","Female","","","",""
"Daily","1994","higher vocational","Male","","","",""
"Daily","1994","higher vocational","Female","","","",""
"Daily","1994","higher education","Male","","","",""
"Daily","1994","higher education","Female","","","",""
"Min 1x per week","1994","in school","Male","","","",""
"Min 1x per week","1994","in school","Female","","","",""
"Min 1x per week","1994","inadequately","Male","2","","",""
"Min 1x per week","1994","inadequately","Female","","","",""
"Min 1x per week","1994","general elemantary","Male","1","","",""
"Min 1x per week","1994","general elemantary","Female","","","",""
"Min 1x per week","1994","middle vocational","Male","41","0.0121899902235316","0.00844717879804947","0.0159328016490137"
"Min 1x per week","1994","middle vocational","Female","10","","",""
"Min 1x per week","1994","vocational + Abi","Male","2","","",""
"Min 1x per week","1994","vocational + Abi","Female","2","","",""
"Min 1x per week","1994","higher vocational","Male","7","","",""
"Min 1x per week","1994","higher vocational","Female","3","","",""
"Min 1x per week","1994","higher education","Male","31","0.023717447430618","0.0137980426445387","0.0336368522166973"
"Min 1x per week","1994","higher education","Female","7","","",""
"Min 1x per month","1994","in school","Male","1","","",""
"Min 1x per month","1994","in school","Female","","","",""
"Min 1x per month","1994","inadequately","Male","3","","",""
"Min 1x per month","1994","inadequately","Female","1","","",""
"Min 1x per month","1994","general elemantary","Male","9","","",""
"Min 1x per month","1994","general elemantary","Female","10","","",""
"Min 1x per month","1994","middle vocational","Male","48","0.0139479520122398","0.00994790865699539","0.0179479953674842"
"Min 1x per month","1994","middle vocational","Female","35","0.0108831990200029","0.0073023558018291","0.0144640422381767"
"Min 1x per month","1994","vocational + Abi","Male","2","","",""
"Min 1x per month","1994","vocational + Abi","Female","1","","",""
"Min 1x per month","1994","higher vocational","Male","20","","",""
"Min 1x per month","1994","higher vocational","Female","5","","",""
"Min 1x per month","1994","higher education","Male","39","0.0404615086623547","0.0276170409247715","0.0533059763999378"
"Min 1x per month","1994","higher education","Female","31","0.0463403120687175","0.0311425160561159","0.0615381080813191"
"Rarely","1994","in school","Male","10","","",""
"Rarely","1994","in school","Female","4","","",""
"Rarely","1994","inadequately","Male","4","","",""
"Rarely","1994","inadequately","Female","5","","",""
"Rarely","1994","general elemantary","Male","49","0.0661827721408776","0.0494109485517168","0.0829545957300385"
"Rarely","1994","general elemantary","Female","51","0.029546710431249","0.0213237266231156","0.0377696942393824"
"Rarely","1994","middle vocational","Male","238","0.0791333030130996","0.0699258907997449","0.0883407152264544"
"Rarely","1994","middle vocational","Female","147","0.0479967854272372","0.0406192973765082","0.0553742734779661"
"Rarely","1994","vocational + Abi","Male","14","","",""
"Rarely","1994","vocational + Abi","Female","10","","",""
"Rarely","1994","higher vocational","Male","47","0.0872724454915115","0.061702234113152","0.112842656869871"
"Rarely","1994","higher vocational","Female","26","","",""
"Rarely","1994","higher education","Male","106","0.135870666575506","0.11353411617177","0.158207216979242"
"Rarely","1994","higher education","Female","66","0.0916279506428854","0.070771025168358","0.112484876117413"
"Never","1994","in school","Male","97","0.863569612418094","0.798834419639994","0.928304805196193"
"Never","1994","in school","Female","126","0.963088948694806","0.930678292640622","0.995499604748991"
"Never","1994","inadequately","Male","214","0.955184035979133","0.928028676353729","0.982339395604536"
"Never","1994","inadequately","Female","326","0.983133896722083","0.969282525717036","0.99698526772713"
"Never","1994","general elemantary","Male","785","0.925283423147851","0.907544684229273","0.94302216206643"
"Never","1994","general elemantary","Female","1568","0.965099132217269","0.956186794721508","0.97401146971303"
"Never","1994","middle vocational","Male","2975","0.894728754751129","0.884260841037586","0.905196668464672"
"Never","1994","middle vocational","Female","3033","0.937804780442762","0.929469543396195","0.946140017489329"
"Never","1994","vocational + Abi","Male","194","0.911153358670869","0.872853567308644","0.949453150033094"
"Never","1994","vocational + Abi","Female","163","0.933131771219836","0.8962277955562","0.970035746883472"
"Never","1994","higher vocational","Male","394","0.864439019106686","0.833424882409562","0.89545315580381"
"Never","1994","higher vocational","Female","243","0.901846478555642","0.866809434754996","0.936883522356288"
"Never","1994","higher education","Male","728","0.799950377331522","0.773872978581474","0.826027776081569"
"Never","1994","higher education","Female","631","0.852875071272141","0.827266210176113","0.878483932368168"
"Daily","1995","in school","Male","","","",""
"Daily","1995","in school","Female","","","",""
"Daily","1995","inadequately","Male","","","",""
"Daily","1995","inadequately","Female","","","",""
"Daily","1995","general elemantary","Male","2","","",""
"Daily","1995","general elemantary","Female","1","","",""
"Daily","1995","middle vocational","Male","6","","",""
"Daily","1995","middle vocational","Female","3","","",""
"Daily","1995","vocational + Abi","Male","","","",""
"Daily","1995","vocational + Abi","Female","1","","",""
"Daily","1995","higher vocational","Male","2","","",""
"Daily","1995","higher vocational","Female","1","","",""
"Daily","1995","higher education","Male","7","","",""
"Daily","1995","higher education","Female","4","","",""
"Min 1x per week","1995","in school","Male","3","","",""
"Min 1x per week","1995","in school","Female","","","",""
"Min 1x per week","1995","inadequately","Male","1","","",""
"Min 1x per week","1995","inadequately","Female","3","","",""
"Min 1x per week","1995","general elemantary","Male","10","","",""
"Min 1x per week","1995","general elemantary","Female","3","","",""
"Min 1x per week","1995","middle vocational","Male","34","0.0115687524682462","0.00796481051868013","0.0151726944178122"
"Min 1x per week","1995","middle vocational","Female","16","","",""
"Min 1x per week","1995","vocational + Abi","Male","3","","",""
"Min 1x per week","1995","vocational + Abi","Female","","","",""
"Min 1x per week","1995","higher vocational","Male","13","","",""
"Min 1x per week","1995","higher vocational","Female","","","",""
"Min 1x per week","1995","higher education","Male","29","","",""
"Min 1x per week","1995","higher education","Female","7","","",""
"Min 1x per month","1995","in school","Male","1","","",""
"Min 1x per month","1995","in school","Female","","","",""
"Min 1x per month","1995","inadequately","Male","1","","",""
"Min 1x per month","1995","inadequately","Female","1","","",""
"Min 1x per month","1995","general elemantary","Male","11","","",""
"Min 1x per month","1995","general elemantary","Female","6","","",""
"Min 1x per month","1995","middle vocational","Male","68","0.0216990508558801","0.0167886392713921","0.0266094624403681"
"Min 1x per month","1995","middle vocational","Female","42","0.0137768502634821","0.00981066984933687","0.0177430306776273"
"Min 1x per month","1995","vocational + Abi","Male","3","","",""
"Min 1x per month","1995","vocational + Abi","Female","3","","",""
"Min 1x per month","1995","higher vocational","Male","20","","",""
"Min 1x per month","1995","higher vocational","Female","5","","",""
"Min 1x per month","1995","higher education","Male","49","0.0562251419897496","0.0416229307380551","0.0708273532414441"
"Min 1x per month","1995","higher education","Female","29","","",""
"Rarely","1995","in school","Male","10","","",""
"Rarely","1995","in school","Female","6","","",""
"Rarely","1995","inadequately","Male","6","","",""
"Rarely","1995","inadequately","Female","4","","",""
"Rarely","1995","general elemantary","Male","45","0.0663696025900105","0.0497904913632954","0.0829487138167255"
"Rarely","1995","general elemantary","Female","69","0.0420930090755879","0.0323329043358398","0.051853113815336"
"Rarely","1995","middle vocational","Male","314","0.099192569336824","0.0891182238758602","0.109266914797788"
"Rarely","1995","middle vocational","Female","194","0.063047358893518","0.0547774225013098","0.0713172952857262"
"Rarely","1995","vocational + Abi","Male","19","","",""
"Rarely","1995","vocational + Abi","Female","15","","",""
"Rarely","1995","higher vocational","Male","60","0.12725542917246","0.0972540888057818","0.157256769539139"
"Rarely","1995","higher vocational","Female","42","0.159737801708705","0.117352194677763","0.202123408739646"
"Rarely","1995","higher education","Male","130","0.14708461737633","0.124632580545158","0.169536654207503"
"Rarely","1995","higher education","Female","89","0.124181693582839","0.101328921093164","0.147034466072513"
"Never","1995","in school","Male","129","0.877128884074553","0.823322144103935","0.93093562404517"
"Never","1995","in school","Female","138","0.952193238441588","0.917345543655746","0.98704093322743"
"Never","1995","inadequately","Male","201","0.960657651962203","0.934301050529918","0.987014253394488"
"Never","1995","inadequately","Female","312","0.972954889689382","0.955181763150075","0.990728016228689"
"Never","1995","general elemantary","Male","798","0.902329135808393","0.882556974242796","0.92210129737399"
"Never","1995","general elemantary","Female","1547","0.951389435738701","0.940936643608073","0.961842227869328"
"Never","1995","middle vocational","Male","2960","0.865573289684357","0.854077045020896","0.877069534347818"
"Never","1995","middle vocational","Female","3063","0.918492304527252","0.909182362679971","0.927802246374533"
"Never","1995","vocational + Abi","Male","226","0.88976470573351","0.851020286935164","0.928509124531856"
"Never","1995","vocational + Abi","Female","208","0.893943698235087","0.853888536882906","0.933998859587268"
"Never","1995","higher vocational","Male","379","0.800848751314785","0.764896533315721","0.836800969313848"
"Never","1995","higher vocational","Female","239","0.813129757807235","0.768031772122289","0.858227743492181"
"Never","1995","higher education","Male","741","0.767594322377623","0.740820622639875","0.794368022115371"
"Never","1995","higher education","Female","671","0.824248263795432","0.797873903784495","0.850622623806369"
"Daily","1996","in school","Male","","","",""
"Daily","1996","in school","Female","","","",""
"Daily","1996","inadequately","Male","","","",""
"Daily","1996","inadequately","Female","","","",""
"Daily","1996","general elemantary","Male","","","",""
"Daily","1996","general elemantary","Female","","","",""
"Daily","1996","middle vocational","Male","","","",""
"Daily","1996","middle vocational","Female","","","",""
"Daily","1996","vocational + Abi","Male","","","",""
"Daily","1996","vocational + Abi","Female","","","",""
"Daily","1996","higher vocational","Male","","","",""
"Daily","1996","higher vocational","Female","","","",""
"Daily","1996","higher education","Male","","","",""
"Daily","1996","higher education","Female","","","",""
"Min 1x per week","1996","in school","Male","","","",""
"Min 1x per week","1996","in school","Female","1","","",""
"Min 1x per week","1996","inadequately","Male","1","","",""
"Min 1x per week","1996","inadequately","Female","","","",""
"Min 1x per week","1996","general elemantary","Male","2","","",""
"Min 1x per week","1996","general elemantary","Female","4","","",""
"Min 1x per week","1996","middle vocational","Male","38","0.0115932418744434","0.00795910955762381","0.015227374191263"
"Min 1x per week","1996","middle vocational","Female","10","","",""
"Min 1x per week","1996","vocational + Abi","Male","2","","",""
"Min 1x per week","1996","vocational + Abi","Female","1","","",""
"Min 1x per week","1996","higher vocational","Male","9","","",""
"Min 1x per week","1996","higher vocational","Female","3","","",""
"Min 1x per week","1996","higher education","Male","25","","",""
"Min 1x per week","1996","higher education","Female","7","","",""
"Min 1x per month","1996","in school","Male","2","","",""
"Min 1x per month","1996","in school","Female","1","","",""
"Min 1x per month","1996","inadequately","Male","1","","",""
"Min 1x per month","1996","inadequately","Female","","","",""
"Min 1x per month","1996","general elemantary","Male","4","","",""
"Min 1x per month","1996","general elemantary","Female","4","","",""
"Min 1x per month","1996","middle vocational","Male","42","0.0152660475127165","0.011103557589821","0.019428537435612"
"Min 1x per month","1996","middle vocational","Female","36","0.0105565825666981","0.007059530229684","0.0140536349037122"
"Min 1x per month","1996","vocational + Abi","Male","3","","",""
"Min 1x per month","1996","vocational + Abi","Female","","","",""
"Min 1x per month","1996","higher vocational","Male","18","","",""
"Min 1x per month","1996","higher vocational","Female","4","","",""
"Min 1x per month","1996","higher education","Male","44","0.0489684354907621","0.0353386027148255","0.0625982682666987"
"Min 1x per month","1996","higher education","Female","26","","",""
"Rarely","1996","in school","Male","6","","",""
"Rarely","1996","in school","Female","6","","",""
"Rarely","1996","inadequately","Male","5","","",""
"Rarely","1996","inadequately","Female","6","","",""
"Rarely","1996","general elemantary","Male","55","0.0841596959218621","0.0651575294000832","0.103161862443641"
"Rarely","1996","general elemantary","Female","58","0.0372903607646594","0.0278971394564571","0.0466835820728618"
"Rarely","1996","middle vocational","Male","293","0.103273766667543","0.0929424569726983","0.113605076362388"
"Rarely","1996","middle vocational","Female","174","0.0649098382385534","0.0564798497203139","0.073339826756793"
"Rarely","1996","vocational + Abi","Male","19","","",""
"Rarely","1996","vocational + Abi","Female","17","","",""
"Rarely","1996","higher vocational","Male","54","0.122127862534252","0.0925885691362796","0.151667155932225"
"Rarely","1996","higher vocational","Female","32","0.124759826578571","0.0869873527666559","0.162532300390487"
"Rarely","1996","higher education","Male","154","0.176689030304301","0.152599868315866","0.200778192292737"
"Rarely","1996","higher education","Female","100","0.133908132815757","0.110294643924497","0.157521621707017"
"Never","1996","in school","Male","130","0.941780494627595","0.902712812158255","0.980848177096934"
"Never","1996","in school","Female","147","0.951411913378183","0.917564036459339","0.985259790297028"
"Never","1996","inadequately","Male","193","0.936928982225839","0.903238955969456","0.970619008482222"
"Never","1996","inadequately","Female","286","0.981513743022087","0.966063712181039","0.996963773863134"
"Never","1996","general elemantary","Male","759","0.90724259926154","0.887387266631762","0.927097931891318"
"Never","1996","general elemantary","Female","1497","0.958653167787542","0.94878309219808","0.968523243377003"
"Never","1996","middle vocational","Male","2960","0.869866943945297","0.85844472022048","0.881289167670115"
"Never","1996","middle vocational","Female","3061","0.921204433936317","0.911985644923209","0.930423222949424"
"Never","1996","vocational + Abi","Male","217","0.904491282850779","0.867383648506926","0.941598917194631"
"Never","1996","vocational + Abi","Female","219","0.935768943210422","0.904556284367528","0.966981602053315"
"Never","1996","higher vocational","Male","391","0.828872871153906","0.794896226636156","0.862849515671657"
"Never","1996","higher vocational","Female","255","0.857190366285656","0.817196644679297","0.897184087892015"
"Never","1996","higher education","Male","740","0.757240799131723","0.730161351607408","0.784320246656039"
"Never","1996","higher education","Female","666","0.826467487506592","0.80020849764616","0.852726477367024"
"Daily","1997","in school","Male","","","",""
"Daily","1997","in school","Female","","","",""
"Daily","1997","inadequately","Male","","","",""
"Daily","1997","inadequately","Female","","","",""
"Daily","1997","general elemantary","Male","","","",""
"Daily","1997","general elemantary","Female","","","",""
"Daily","1997","middle vocational","Male","","","",""
"Daily","1997","middle vocational","Female","","","",""
"Daily","1997","vocational + Abi","Male","","","",""
"Daily","1997","vocational + Abi","Female","","","",""
"Daily","1997","higher vocational","Male","","","",""
"Daily","1997","higher vocational","Female","","","",""
"Daily","1997","higher education","Male","","","",""
"Daily","1997","higher education","Female","","","",""
"Min 1x per week","1997","in school","Male","","","",""
"Min 1x per week","1997","in school","Female","2","","",""
"Min 1x per week","1997","inadequately","Male","1","","",""
"Min 1x per week","1997","inadequately","Female","","","",""
"Min 1x per week","1997","general elemantary","Male","2","","",""
"Min 1x per week","1997","general elemantary","Female","3","","",""
"Min 1x per week","1997","middle vocational","Male","37","0.0127437215691236","0.0088743145310721","0.0166131286071752"
"Min 1x per week","1997","middle vocational","Female","13","","",""
"Min 1x per week","1997","vocational + Abi","Male","2","","",""
"Min 1x per week","1997","vocational + Abi","Female","","","",""
"Min 1x per week","1997","higher vocational","Male","6","","",""
"Min 1x per week","1997","higher vocational","Female","2","","",""
"Min 1x per week","1997","higher education","Male","21","","",""
"Min 1x per week","1997","higher education","Female","4","","",""
"Min 1x per month","1997","in school","Male","3","","",""
"Min 1x per month","1997","in school","Female","2","","",""
"Min 1x per month","1997","inadequately","Male","1","","",""
"Min 1x per month","1997","inadequately","Female","2","","",""
"Min 1x per month","1997","general elemantary","Male","8","","",""
"Min 1x per month","1997","general elemantary","Female","7","","",""
"Min 1x per month","1997","middle vocational","Male","47","0.0173968076726516","0.0128865101152592","0.021907105230044"
"Min 1x per month","1997","middle vocational","Female","32","0.0107962980263818","0.00723072851856475","0.0143618675341989"
"Min 1x per month","1997","vocational + Abi","Male","2","","",""
"Min 1x per month","1997","vocational + Abi","Female","1","","",""
"Min 1x per month","1997","higher vocational","Male","18","","",""
"Min 1x per month","1997","higher vocational","Female","6","","",""
"Min 1x per month","1997","higher education","Male","57","0.0534787332555459","0.0392982641530218","0.06765920235807"
"Min 1x per month","1997","higher education","Female","28","","",""
"Rarely","1997","in school","Male","5","","",""
"Rarely","1997","in school","Female","8","","",""
"Rarely","1997","inadequately","Male","10","","",""
"Rarely","1997","inadequately","Female","2","","",""
"Rarely","1997","general elemantary","Male","42","0.0696910213518072","0.0523266090878393","0.0870554336157751"
"Rarely","1997","general elemantary","Female","47","0.040524419891564","0.030528958156276","0.0505198816268519"
"Rarely","1997","middle vocational","Male","225","0.0805566210991299","0.0711681592958639","0.089945082902396"
"Rarely","1997","middle vocational","Female","157","0.0598077938793925","0.0516262394652577","0.0679893482935273"
"Rarely","1997","vocational + Abi","Male","13","","",""
"Rarely","1997","vocational + Abi","Female","8","","",""
"Rarely","1997","higher vocational","Male","38","0.0637179731767011","0.0415654106822803","0.0858705356711219"
"Rarely","1997","higher vocational","Female","32","0.116364167140605","0.0789384760146035","0.153789858266607"
"Rarely","1997","higher education","Male","102","0.11452476023821","0.0944535869538067","0.134595933522614"
"Rarely","1997","higher education","Female","87","0.10987749140425","0.0881655734243422","0.131589409384157"
"Never","1997","in school","Male","146","0.941314694901458","0.904193680702375","0.97843570910054"
"Never","1997","in school","Female","148","0.91458063765833","0.871271726650434","0.957889548666226"
"Never","1997","inadequately","Male","180","0.948413325187748","0.917126242662384","0.979700407713112"
"Never","1997","inadequately","Female","267","0.989372635324247","0.977164307449331","1.00158096319916"
"Never","1997","general elemantary","Male","774","0.918401593725197","0.899732844584731","0.937070342865663"
"Never","1997","general elemantary","Female","1438","0.955719736289769","0.945291811953797","0.966147660625742"
"Never","1997","middle vocational","Male","2919","0.889302849659095","0.878479183452354","0.900126515865835"
"Never","1997","middle vocational","Female","3025","0.924677083241797","0.91557151150927","0.933782654974325"
"Never","1997","vocational + Abi","Male","219","0.922436532774816","0.88831025321373","0.956562812335902"
"Never","1997","vocational + Abi","Female","212","0.9621381043446","0.936974558482993","0.987301650206206"
"Never","1997","higher vocational","Male","405","0.878428932867543","0.848790305879587","0.9080675598555"
"Never","1997","higher vocational","Female","242","0.862079756933628","0.821834818493079","0.902324695374176"
"Never","1997","higher education","Male","787","0.811619513053926","0.78697450005891","0.836264526048942"
"Never","1997","higher education","Female","678","0.847703777104865","0.822758659504588","0.872648894705141"
"Daily","1998","in school","Male","1","","",""
"Daily","1998","in school","Female","","","",""
"Daily","1998","inadequately","Male","","","",""
"Daily","1998","inadequately","Female","","","",""
"Daily","1998","general elemantary","Male","","","",""
"Daily","1998","general elemantary","Female","","","",""
"Daily","1998","middle vocational","Male","6","","",""
"Daily","1998","middle vocational","Female","1","","",""
"Daily","1998","vocational + Abi","Male","1","","",""
"Daily","1998","vocational + Abi","Female","","","",""
"Daily","1998","higher vocational","Male","","","",""
"Daily","1998","higher vocational","Female","1","","",""
"Daily","1998","higher education","Male","6","","",""
"Daily","1998","higher education","Female","","","",""
"Min 1x per week","1998","in school","Male","1","","",""
"Min 1x per week","1998","in school","Female","","","",""
"Min 1x per week","1998","inadequately","Male","2","","",""
"Min 1x per week","1998","inadequately","Female","","","",""
"Min 1x per week","1998","general elemantary","Male","4","","",""
"Min 1x per week","1998","general elemantary","Female","","","",""
"Min 1x per week","1998","middle vocational","Male","39","0.0131074601294635","0.00934485417463219","0.0168700660842947"
"Min 1x per week","1998","middle vocational","Female","7","","",""
"Min 1x per week","1998","vocational + Abi","Male","3","","",""
"Min 1x per week","1998","vocational + Abi","Female","","","",""
"Min 1x per week","1998","higher vocational","Male","8","","",""
"Min 1x per week","1998","higher vocational","Female","1","","",""
"Min 1x per week","1998","higher education","Male","23","","",""
"Min 1x per week","1998","higher education","Female","8","","",""
"Min 1x per month","1998","in school","Male","2","","",""
"Min 1x per month","1998","in school","Female","3","","",""
"Min 1x per month","1998","inadequately","Male","1","","",""
"Min 1x per month","1998","inadequately","Female","2","","",""
"Min 1x per month","1998","general elemantary","Male","12","","",""
"Min 1x per month","1998","general elemantary","Female","12","","",""
"Min 1x per month","1998","middle vocational","Male","50","0.0131501685887174","0.00938151925714402","0.0169188179202907"
"Min 1x per month","1998","middle vocational","Female","42","0.0117305666444729","0.00816706154011316","0.0152940717488326"
"Min 1x per month","1998","vocational + Abi","Male","4","","",""
"Min 1x per month","1998","vocational + Abi","Female","4","","",""
"Min 1x per month","1998","higher vocational","Male","15","","",""
"Min 1x per month","1998","higher vocational","Female","3","","",""
"Min 1x per month","1998","higher education","Male","57","0.0499396852732057","0.0369549310619452","0.0629244394844662"
"Min 1x per month","1998","higher education","Female","33","0.0281898902748926","0.01731586127775","0.0390639192720353"
"Rarely","1998","in school","Male","10","","",""
"Rarely","1998","in school","Female","11","","",""
"Rarely","1998","inadequately","Male","13","","",""
"Rarely","1998","inadequately","Female","8","","",""
"Rarely","1998","general elemantary","Male","73","0.0900507135038392","0.0715735711821918","0.108527855825487"
"Rarely","1998","general elemantary","Female","89","0.0590679078489806","0.0475807188310213","0.07055509686694"
"Rarely","1998","middle vocational","Male","352","0.115536552664759","0.10496121653575","0.126111888793768"
