"pli0093_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Never","1997","lower secondary degree","direct migration background","","","",""
"Never","1997","lower secondary degree","indirect migration background","","","",""
"Never","1997","secondary school degree","no migration background","","","",""
"Never","1997","secondary school degree","direct migration background","","","",""
"Never","1997","secondary school degree","indirect migration background","","","",""
"Never","1997","college entrance qualification","no migration background","","","",""
"Never","1997","college entrance qualification","direct migration background","","","",""
"Never","1997","college entrance qualification","indirect migration background","","","",""
"Never","1997","Other degree","no migration background","","","",""
"Never","1997","Other degree","direct migration background","","","",""
"Never","1997","Other degree","indirect migration background","","","",""
"Never","1997","no degree/no degree yet","no migration background","","","",""
"Never","1997","no degree/no degree yet","direct migration background","","","",""
"Never","1997","no degree/no degree yet","indirect migration background","","","",""
"Daily","1998","lower secondary degree","no migration background","68","0.0141900008938257","0.0108451280041317","0.0175348737835197"
"Daily","1998","lower secondary degree","direct migration background","10","","",""
"Daily","1998","lower secondary degree","indirect migration background","5","","",""
"Daily","1998","secondary school degree","no migration background","71","0.0229023165318289","0.0179876642628247","0.0278169688008331"
"Daily","1998","secondary school degree","direct migration background","7","","",""
"Daily","1998","secondary school degree","indirect migration background","8","","",""
"Daily","1998","college entrance qualification","no migration background","89","0.0588375924053854","0.0483634392686852","0.0693117455420856"
"Daily","1998","college entrance qualification","direct migration background","2","","",""
"Daily","1998","college entrance qualification","indirect migration background","4","","",""
"Daily","1998","Other degree","no migration background","2","","",""
"Daily","1998","Other degree","direct migration background","9","","",""
"Daily","1998","Other degree","indirect migration background","","","",""
"Daily","1998","no degree/no degree yet","no migration background","22","","",""
"Daily","1998","no degree/no degree yet","direct migration background","5","","",""
"Daily","1998","no degree/no degree yet","indirect migration background","2","","",""
"Min 1x per week","1998","lower secondary degree","no migration background","258","0.0540528574557849","0.047657945621961","0.0604477692896088"
"Min 1x per week","1998","lower secondary degree","direct migration background","18","","",""
"Min 1x per week","1998","lower secondary degree","indirect migration background","15","","",""
"Min 1x per week","1998","secondary school degree","no migration background","308","0.0921468601028683","0.0826444850528074","0.101649235152929"
"Min 1x per week","1998","secondary school degree","direct migration background","15","","",""
"Min 1x per week","1998","secondary school degree","indirect migration background","17","","",""
"Min 1x per week","1998","college entrance qualification","no migration background","284","0.157876321973798","0.141646803826924","0.174105840120673"
"Min 1x per week","1998","college entrance qualification","direct migration background","19","","",""
"Min 1x per week","1998","college entrance qualification","indirect migration background","10","","",""
"Min 1x per week","1998","Other degree","no migration background","10","","",""
"Min 1x per week","1998","Other degree","direct migration background","18","","",""
"Min 1x per week","1998","Other degree","indirect migration background","1","","",""
"Min 1x per week","1998","no degree/no degree yet","no migration background","52","0.171836921305357","0.129220103565862","0.214453739044852"
"Min 1x per week","1998","no degree/no degree yet","direct migration background","10","","",""
"Min 1x per week","1998","no degree/no degree yet","indirect migration background","8","","",""
"Min 1x per month","1998","lower secondary degree","no migration background","290","0.061205195214412","0.0544261070792861","0.0679842833495379"
"Min 1x per month","1998","lower secondary degree","direct migration background","32","0.0511738264297017","0.033194332706022","0.0691533201533813"
"Min 1x per month","1998","lower secondary degree","indirect migration background","8","","",""
"Min 1x per month","1998","secondary school degree","no migration background","367","0.105207687570479","0.0951274920343487","0.115287883106609"
"Min 1x per month","1998","secondary school degree","direct migration background","14","","",""
"Min 1x per month","1998","secondary school degree","indirect migration background","13","","",""
"Min 1x per month","1998","college entrance qualification","no migration background","243","0.12505776010298","0.110334492652097","0.139781027553863"
"Min 1x per month","1998","college entrance qualification","direct migration background","26","","",""
"Min 1x per month","1998","college entrance qualification","indirect migration background","13","","",""
"Min 1x per month","1998","Other degree","no migration background","10","","",""
"Min 1x per month","1998","Other degree","direct migration background","32","0.0594085387109212","0.0438520623968748","0.0749650150249676"
"Min 1x per month","1998","Other degree","indirect migration background","2","","",""
"Min 1x per month","1998","no degree/no degree yet","no migration background","32","0.1041674541603","0.0696575076191374","0.138677400701462"
"Min 1x per month","1998","no degree/no degree yet","direct migration background","6","","",""
"Min 1x per month","1998","no degree/no degree yet","indirect migration background","6","","",""
"Rarely","1998","lower secondary degree","no migration background","1151","0.234003732992293","0.222030359853302","0.245977106131284"
"Rarely","1998","lower secondary degree","direct migration background","95","0.195537256271192","0.163175810867625","0.22789870167476"
"Rarely","1998","lower secondary degree","indirect migration background","50","0.264599522822449","0.205079464874515","0.324119580770382"
"Rarely","1998","secondary school degree","no migration background","1214","0.340610463650319","0.325040624880486","0.356180302420153"
"Rarely","1998","secondary school degree","direct migration background","46","0.263293732861718","0.196695777922385","0.329891687801051"
"Rarely","1998","secondary school degree","indirect migration background","37","0.247733353757529","0.176729476727235","0.318737230787823"
"Rarely","1998","college entrance qualification","no migration background","704","0.342755562374038","0.321629677837049","0.363881446911027"
"Rarely","1998","college entrance qualification","direct migration background","57","0.293341477744273","0.227012952422379","0.359670003066166"
"Rarely","1998","college entrance qualification","indirect migration background","29","","",""
"Rarely","1998","Other degree","no migration background","14","","",""
"Rarely","1998","Other degree","direct migration background","109","0.152928055843696","0.129242149174102","0.176613962513289"
"Rarely","1998","Other degree","indirect migration background","","","",""
"Rarely","1998","no degree/no degree yet","no migration background","77","0.236694123305295","0.188675701317777","0.284712545292813"
"Rarely","1998","no degree/no degree yet","direct migration background","26","","",""
"Rarely","1998","no degree/no degree yet","indirect migration background","25","","",""
"Never","1998","lower secondary degree","no migration background","3036","0.636548213443685","0.622945333863314","0.650151093024055"
"Never","1998","lower secondary degree","direct migration background","422","0.696834239794234","0.659331326953292","0.734337152635175"
"Never","1998","lower secondary degree","indirect migration background","133","0.535864732251816","0.468573770439324","0.603155694064309"
"Never","1998","secondary school degree","no migration background","1599","0.439132672144505","0.422828001022228","0.455437343266781"
"Never","1998","secondary school degree","direct migration background","86","0.474701858685705","0.399191445217831","0.550212272153578"
"Never","1998","secondary school degree","indirect migration background","67","0.458143424179006","0.376193827282558","0.540093021075454"
"Never","1998","college entrance qualification","no migration background","619","0.315472763143798","0.294788717481156","0.336156808806441"
"Never","1998","college entrance qualification","direct migration background","77","0.377200645486255","0.306590176814223","0.447811114158288"
"Never","1998","college entrance qualification","indirect migration background","30","0.267846363681587","0.174253474373802","0.361439252989373"
"Never","1998","Other degree","no migration background","52","0.568357083209541","0.464871535481863","0.671842630937219"
"Never","1998","Other degree","direct migration background","719","0.752002837680835","0.723583145051094","0.780422530310576"
"Never","1998","Other degree","indirect migration background","13","","",""
"Never","1998","no degree/no degree yet","no migration background","118","0.411557658417292","0.355963117984218","0.467152198850366"
"Never","1998","no degree/no degree yet","direct migration background","382","0.835029513315244","0.799907978571875","0.870151048058612"
"Never","1998","no degree/no degree yet","indirect migration background","36","0.431693182325346","0.321060929411564","0.542325435239128"
"Daily","1999","lower secondary degree","no migration background","","","",""
"Daily","1999","lower secondary degree","direct migration background","","","",""
"Daily","1999","lower secondary degree","indirect migration background","","","",""
"Daily","1999","secondary school degree","no migration background","","","",""
"Daily","1999","secondary school degree","direct migration background","","","",""
"Daily","1999","secondary school degree","indirect migration background","","","",""
"Daily","1999","college entrance qualification","no migration background","","","",""
"Daily","1999","college entrance qualification","direct migration background","","","",""
"Daily","1999","college entrance qualification","indirect migration background","","","",""
"Daily","1999","Other degree","no migration background","","","",""
"Daily","1999","Other degree","direct migration background","","","",""
"Daily","1999","Other degree","indirect migration background","","","",""
"Daily","1999","no degree/no degree yet","no migration background","","","",""
"Daily","1999","no degree/no degree yet","direct migration background","","","",""
"Daily","1999","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1999","lower secondary degree","no migration background","","","",""
"Min 1x per week","1999","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1999","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1999","secondary school degree","no migration background","","","",""
"Min 1x per week","1999","secondary school degree","direct migration background","","","",""
"Min 1x per week","1999","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1999","college entrance qualification","no migration background","","","",""
"Min 1x per week","1999","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1999","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1999","Other degree","no migration background","","","",""
"Min 1x per week","1999","Other degree","direct migration background","","","",""
"Min 1x per week","1999","Other degree","indirect migration background","","","",""
"Min 1x per week","1999","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1999","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1999","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1999","lower secondary degree","no migration background","","","",""
"Min 1x per month","1999","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1999","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1999","secondary school degree","no migration background","","","",""
"Min 1x per month","1999","secondary school degree","direct migration background","","","",""
"Min 1x per month","1999","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1999","college entrance qualification","no migration background","","","",""
"Min 1x per month","1999","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1999","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1999","Other degree","no migration background","","","",""
"Min 1x per month","1999","Other degree","direct migration background","","","",""
"Min 1x per month","1999","Other degree","indirect migration background","","","",""
"Min 1x per month","1999","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1999","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1999","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1999","lower secondary degree","no migration background","","","",""
"Rarely","1999","lower secondary degree","direct migration background","","","",""
"Rarely","1999","lower secondary degree","indirect migration background","","","",""
"Rarely","1999","secondary school degree","no migration background","","","",""
"Rarely","1999","secondary school degree","direct migration background","","","",""
"Rarely","1999","secondary school degree","indirect migration background","","","",""
"Rarely","1999","college entrance qualification","no migration background","","","",""
"Rarely","1999","college entrance qualification","direct migration background","","","",""
"Rarely","1999","college entrance qualification","indirect migration background","","","",""
"Rarely","1999","Other degree","no migration background","","","",""
"Rarely","1999","Other degree","direct migration background","","","",""
"Rarely","1999","Other degree","indirect migration background","","","",""
"Rarely","1999","no degree/no degree yet","no migration background","","","",""
"Rarely","1999","no degree/no degree yet","direct migration background","","","",""
"Rarely","1999","no degree/no degree yet","indirect migration background","","","",""
"Never","1999","lower secondary degree","no migration background","","","",""
"Never","1999","lower secondary degree","direct migration background","","","",""
"Never","1999","lower secondary degree","indirect migration background","","","",""
"Never","1999","secondary school degree","no migration background","","","",""
"Never","1999","secondary school degree","direct migration background","","","",""
"Never","1999","secondary school degree","indirect migration background","","","",""
"Never","1999","college entrance qualification","no migration background","","","",""
"Never","1999","college entrance qualification","direct migration background","","","",""
"Never","1999","college entrance qualification","indirect migration background","","","",""
"Never","1999","Other degree","no migration background","","","",""
"Never","1999","Other degree","direct migration background","","","",""
"Never","1999","Other degree","indirect migration background","","","",""
"Never","1999","no degree/no degree yet","no migration background","","","",""
"Never","1999","no degree/no degree yet","direct migration background","","","",""
"Never","1999","no degree/no degree yet","indirect migration background","","","",""
"Daily","2000","lower secondary degree","no migration background","","","",""
"Daily","2000","lower secondary degree","direct migration background","","","",""
"Daily","2000","lower secondary degree","indirect migration background","","","",""
"Daily","2000","secondary school degree","no migration background","","","",""
"Daily","2000","secondary school degree","direct migration background","","","",""
"Daily","2000","secondary school degree","indirect migration background","","","",""
"Daily","2000","college entrance qualification","no migration background","","","",""
"Daily","2000","college entrance qualification","direct migration background","","","",""
"Daily","2000","college entrance qualification","indirect migration background","","","",""
"Daily","2000","Other degree","no migration background","","","",""
"Daily","2000","Other degree","direct migration background","","","",""
"Daily","2000","Other degree","indirect migration background","","","",""
"Daily","2000","no degree/no degree yet","no migration background","","","",""
"Daily","2000","no degree/no degree yet","direct migration background","","","",""
"Daily","2000","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","2000","lower secondary degree","no migration background","","","",""
"Min 1x per week","2000","lower secondary degree","direct migration background","","","",""
"Min 1x per week","2000","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","2000","secondary school degree","no migration background","","","",""
"Min 1x per week","2000","secondary school degree","direct migration background","","","",""
"Min 1x per week","2000","secondary school degree","indirect migration background","","","",""
"Min 1x per week","2000","college entrance qualification","no migration background","","","",""
"Min 1x per week","2000","college entrance qualification","direct migration background","","","",""
"Min 1x per week","2000","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","2000","Other degree","no migration background","","","",""
"Min 1x per week","2000","Other degree","direct migration background","","","",""
"Min 1x per week","2000","Other degree","indirect migration background","","","",""
"Min 1x per week","2000","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","2000","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","2000","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","2000","lower secondary degree","no migration background","","","",""
"Min 1x per month","2000","lower secondary degree","direct migration background","","","",""
"Min 1x per month","2000","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","2000","secondary school degree","no migration background","","","",""
"Min 1x per month","2000","secondary school degree","direct migration background","","","",""
"Min 1x per month","2000","secondary school degree","indirect migration background","","","",""
"Min 1x per month","2000","college entrance qualification","no migration background","","","",""
"Min 1x per month","2000","college entrance qualification","direct migration background","","","",""
"Min 1x per month","2000","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","2000","Other degree","no migration background","","","",""
"Min 1x per month","2000","Other degree","direct migration background","","","",""
"Min 1x per month","2000","Other degree","indirect migration background","","","",""
"Min 1x per month","2000","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","2000","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","2000","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2000","lower secondary degree","no migration background","","","",""
"Rarely","2000","lower secondary degree","direct migration background","","","",""
"Rarely","2000","lower secondary degree","indirect migration background","","","",""
"Rarely","2000","secondary school degree","no migration background","","","",""
"Rarely","2000","secondary school degree","direct migration background","","","",""
"Rarely","2000","secondary school degree","indirect migration background","","","",""
"Rarely","2000","college entrance qualification","no migration background","","","",""
"Rarely","2000","college entrance qualification","direct migration background","","","",""
"Rarely","2000","college entrance qualification","indirect migration background","","","",""
"Rarely","2000","Other degree","no migration background","","","",""
"Rarely","2000","Other degree","direct migration background","","","",""
"Rarely","2000","Other degree","indirect migration background","","","",""
"Rarely","2000","no degree/no degree yet","no migration background","","","",""
"Rarely","2000","no degree/no degree yet","direct migration background","","","",""
"Rarely","2000","no degree/no degree yet","indirect migration background","","","",""
"Never","2000","lower secondary degree","no migration background","","","",""
"Never","2000","lower secondary degree","direct migration background","","","",""
"Never","2000","lower secondary degree","indirect migration background","","","",""
"Never","2000","secondary school degree","no migration background","","","",""
"Never","2000","secondary school degree","direct migration background","","","",""
"Never","2000","secondary school degree","indirect migration background","","","",""
"Never","2000","college entrance qualification","no migration background","","","",""
"Never","2000","college entrance qualification","direct migration background","","","",""
"Never","2000","college entrance qualification","indirect migration background","","","",""
"Never","2000","Other degree","no migration background","","","",""
"Never","2000","Other degree","direct migration background","","","",""
"Never","2000","Other degree","indirect migration background","","","",""
"Never","2000","no degree/no degree yet","no migration background","","","",""
"Never","2000","no degree/no degree yet","direct migration background","","","",""
"Never","2000","no degree/no degree yet","indirect migration background","","","",""
"Daily","2001","lower secondary degree","no migration background","","","",""
"Daily","2001","lower secondary degree","direct migration background","","","",""
"Daily","2001","lower secondary degree","indirect migration background","","","",""
"Daily","2001","secondary school degree","no migration background","","","",""
"Daily","2001","secondary school degree","direct migration background","","","",""
"Daily","2001","secondary school degree","indirect migration background","","","",""
"Daily","2001","college entrance qualification","no migration background","","","",""
"Daily","2001","college entrance qualification","direct migration background","","","",""
"Daily","2001","college entrance qualification","indirect migration background","","","",""
"Daily","2001","Other degree","no migration background","","","",""
"Daily","2001","Other degree","direct migration background","","","",""
"Daily","2001","Other degree","indirect migration background","","","",""
"Daily","2001","no degree/no degree yet","no migration background","","","",""
"Daily","2001","no degree/no degree yet","direct migration background","","","",""
"Daily","2001","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","2001","lower secondary degree","no migration background","433","0.0560124807711291","0.0508403806755038","0.0611845808667545"
"Min 1x per week","2001","lower secondary degree","direct migration background","28","","",""
"Min 1x per week","2001","lower secondary degree","indirect migration background","15","","",""
"Min 1x per week","2001","secondary school degree","no migration background","514","0.0854763750719722","0.0783422191355415","0.0926105310084028"
"Min 1x per week","2001","secondary school degree","direct migration background","35","0.126895242143523","0.0883189109821065","0.165471573304939"
"Min 1x per week","2001","secondary school degree","indirect migration background","20","","",""
"Min 1x per week","2001","college entrance qualification","no migration background","580","0.148543765573988","0.137453092012786","0.15963443913519"
"Min 1x per week","2001","college entrance qualification","direct migration background","36","0.157483643463427","0.116126850249905","0.198840436676949"
"Min 1x per week","2001","college entrance qualification","indirect migration background","24","","",""
"Min 1x per week","2001","Other degree","no migration background","5","","",""
"Min 1x per week","2001","Other degree","direct migration background","43","0.0429408112672632","0.0316709894945652","0.0542106330399612"
"Min 1x per week","2001","Other degree","indirect migration background","1","","",""
"Min 1x per week","2001","no degree/no degree yet","no migration background","121","0.199705488601783","0.165311358337075","0.234099618866491"
"Min 1x per week","2001","no degree/no degree yet","direct migration background","6","","",""
"Min 1x per week","2001","no degree/no degree yet","indirect migration background","14","","",""
"Min 1x per month","2001","lower secondary degree","no migration background","293","0.0423334900165208","0.0378046124722779","0.0468623675607636"
"Min 1x per month","2001","lower secondary degree","direct migration background","16","","",""
"Min 1x per month","2001","lower secondary degree","indirect migration background","20","","",""
"Min 1x per month","2001","secondary school degree","no migration background","363","0.0645961382972986","0.0583238654477908","0.0708684111468065"
"Min 1x per month","2001","secondary school degree","direct migration background","24","","",""
"Min 1x per month","2001","secondary school degree","indirect migration background","12","","",""
"Min 1x per month","2001","college entrance qualification","no migration background","414","0.104740725031973","0.095191200567847","0.114290249496098"
"Min 1x per month","2001","college entrance qualification","direct migration background","31","0.122903351134733","0.0856259568568428","0.160180745412623"
"Min 1x per month","2001","college entrance qualification","indirect migration background","18","","",""
"Min 1x per month","2001","Other degree","no migration background","2","","",""
"Min 1x per month","2001","Other degree","direct migration background","40","0.0402665625719611","0.0293380736053385","0.0511950515385838"
"Min 1x per month","2001","Other degree","indirect migration background","","","",""
"Min 1x per month","2001","no degree/no degree yet","no migration background","41","0.0708551782545497","0.0487806254104297","0.0929297310986697"
"Min 1x per month","2001","no degree/no degree yet","direct migration background","3","","",""
"Min 1x per month","2001","no degree/no degree yet","indirect migration background","7","","",""
"Rarely","2001","lower secondary degree","no migration background","1391","0.176515567141441","0.167940044574654","0.185091089708228"
"Rarely","2001","lower secondary degree","direct migration background","145","0.175531762766181","0.148902761316323","0.202160764216038"
"Rarely","2001","lower secondary degree","indirect migration background","70","0.227319132972518","0.179412847236101","0.275225418708935"
"Rarely","2001","secondary school degree","no migration background","1519","0.25452489434902","0.243410039622904","0.265639749075135"
"Rarely","2001","secondary school degree","direct migration background","74","0.231181982781282","0.182321940011579","0.280042025550985"
"Rarely","2001","secondary school degree","indirect migration background","64","0.275605462486848","0.214736708423231","0.336474216550464"
"Rarely","2001","college entrance qualification","no migration background","1251","0.313981603059981","0.299508237693561","0.328454968426402"
"Rarely","2001","college entrance qualification","direct migration background","81","0.235231540172641","0.187075283631567","0.283387796713716"
"Rarely","2001","college entrance qualification","indirect migration background","48","0.300330368321825","0.230386080032994","0.370274656610656"
"Rarely","2001","Other degree","no migration background","9","","",""
"Rarely","2001","Other degree","direct migration background","180","0.1585304191229","0.138226118213664","0.178834720032136"
"Rarely","2001","Other degree","indirect migration background","2","","",""
"Rarely","2001","no degree/no degree yet","no migration background","104","0.189248960210973","0.155549346688354","0.222948573733591"
"Rarely","2001","no degree/no degree yet","direct migration background","24","","",""
"Rarely","2001","no degree/no degree yet","indirect migration background","15","","",""
"Never","2001","lower secondary degree","no migration background","5476","0.725138462070909","0.715096724954701","0.735180199187118"
"Never","2001","lower secondary degree","direct migration background","595","0.747576878576264","0.71716924966913","0.777984507483398"
"Never","2001","lower secondary degree","indirect migration background","189","0.681114883524355","0.62784254816546","0.734387218883249"
"Never","2001","secondary school degree","no migration background","3504","0.59540259228171","0.582878709512272","0.607926475051147"
"Never","2001","secondary school degree","direct migration background","153","0.539007646980218","0.481236711720344","0.596778582240093"
"Never","2001","secondary school degree","indirect migration background","111","0.531986492223164","0.464012556767602","0.599960427678727"
"Never","2001","college entrance qualification","no migration background","1705","0.432733906334058","0.417283019248333","0.448184793419783"
"Never","2001","college entrance qualification","direct migration background","150","0.484381465229199","0.427640335627154","0.541122594831245"
"Never","2001","college entrance qualification","indirect migration background","75","0.363009980526982","0.289637751064614","0.43638220998935"
"Never","2001","Other degree","no migration background","83","0.869494661635134","0.803138983453814","0.935850339816454"
"Never","2001","Other degree","direct migration background","980","0.758262207037876","0.734461245179486","0.782063168896265"
"Never","2001","Other degree","indirect migration background","17","","",""
"Never","2001","no degree/no degree yet","no migration background","253","0.540190372932695","0.497313128988173","0.583067616877217"
"Never","2001","no degree/no degree yet","direct migration background","239","0.875818419119787","0.83662625289716","0.915010585342414"
"Never","2001","no degree/no degree yet","indirect migration background","40","0.44056145002454","0.328946919694012","0.552175980355068"
"Daily","2002","lower secondary degree","no migration background","","","",""
"Daily","2002","lower secondary degree","direct migration background","","","",""
"Daily","2002","lower secondary degree","indirect migration background","","","",""
"Daily","2002","secondary school degree","no migration background","","","",""
"Daily","2002","secondary school degree","direct migration background","","","",""
"Daily","2002","secondary school degree","indirect migration background","","","",""
"Daily","2002","college entrance qualification","no migration background","","","",""
"Daily","2002","college entrance qualification","direct migration background","","","",""
"Daily","2002","college entrance qualification","indirect migration background","","","",""
"Daily","2002","Other degree","no migration background","","","",""
"Daily","2002","Other degree","direct migration background","","","",""
"Daily","2002","Other degree","indirect migration background","","","",""
"Daily","2002","no degree/no degree yet","no migration background","","","",""
"Daily","2002","no degree/no degree yet","direct migration background","","","",""
"Daily","2002","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","2002","lower secondary degree","no migration background","","","",""
"Min 1x per week","2002","lower secondary degree","direct migration background","","","",""
"Min 1x per week","2002","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","2002","secondary school degree","no migration background","","","",""
"Min 1x per week","2002","secondary school degree","direct migration background","","","",""
"Min 1x per week","2002","secondary school degree","indirect migration background","","","",""
"Min 1x per week","2002","college entrance qualification","no migration background","","","",""
"Min 1x per week","2002","college entrance qualification","direct migration background","","","",""
"Min 1x per week","2002","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","2002","Other degree","no migration background","","","",""
"Min 1x per week","2002","Other degree","direct migration background","","","",""
"Min 1x per week","2002","Other degree","indirect migration background","","","",""
"Min 1x per week","2002","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","2002","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","2002","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","2002","lower secondary degree","no migration background","","","",""
"Min 1x per month","2002","lower secondary degree","direct migration background","","","",""
"Min 1x per month","2002","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","2002","secondary school degree","no migration background","","","",""
"Min 1x per month","2002","secondary school degree","direct migration background","","","",""
"Min 1x per month","2002","secondary school degree","indirect migration background","","","",""
"Min 1x per month","2002","college entrance qualification","no migration background","","","",""
"Min 1x per month","2002","college entrance qualification","direct migration background","","","",""
"Min 1x per month","2002","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","2002","Other degree","no migration background","","","",""
"Min 1x per month","2002","Other degree","direct migration background","","","",""
"Min 1x per month","2002","Other degree","indirect migration background","","","",""
"Min 1x per month","2002","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","2002","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","2002","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2002","lower secondary degree","no migration background","","","",""
"Rarely","2002","lower secondary degree","direct migration background","","","",""
"Rarely","2002","lower secondary degree","indirect migration background","","","",""
"Rarely","2002","secondary school degree","no migration background","","","",""
"Rarely","2002","secondary school degree","direct migration background","","","",""
"Rarely","2002","secondary school degree","indirect migration background","","","",""
"Rarely","2002","college entrance qualification","no migration background","","","",""
"Rarely","2002","college entrance qualification","direct migration background","","","",""
"Rarely","2002","college entrance qualification","indirect migration background","","","",""
"Rarely","2002","Other degree","no migration background","","","",""
"Rarely","2002","Other degree","direct migration background","","","",""
"Rarely","2002","Other degree","indirect migration background","","","",""
"Rarely","2002","no degree/no degree yet","no migration background","","","",""
"Rarely","2002","no degree/no degree yet","direct migration background","","","",""
"Rarely","2002","no degree/no degree yet","indirect migration background","","","",""
"Never","2002","lower secondary degree","no migration background","","","",""
"Never","2002","lower secondary degree","direct migration background","","","",""
"Never","2002","lower secondary degree","indirect migration background","","","",""
"Never","2002","secondary school degree","no migration background","","","",""
"Never","2002","secondary school degree","direct migration background","","","",""
"Never","2002","secondary school degree","indirect migration background","","","",""
"Never","2002","college entrance qualification","no migration background","","","",""
"Never","2002","college entrance qualification","direct migration background","","","",""
"Never","2002","college entrance qualification","indirect migration background","","","",""
"Never","2002","Other degree","no migration background","","","",""
"Never","2002","Other degree","direct migration background","","","",""
"Never","2002","Other degree","indirect migration background","","","",""
"Never","2002","no degree/no degree yet","no migration background","","","",""
"Never","2002","no degree/no degree yet","direct migration background","","","",""
"Never","2002","no degree/no degree yet","indirect migration background","","","",""
"Daily","2003","lower secondary degree","no migration background","91","0.0139225504288212","0.011167873941497","0.0166772269161454"
"Daily","2003","lower secondary degree","direct migration background","9","","",""
"Daily","2003","lower secondary degree","indirect migration background","3","","",""
"Daily","2003","secondary school degree","no migration background","119","0.0186368717382565","0.0152040323733899","0.0220697111031231"
"Daily","2003","secondary school degree","direct migration background","8","","",""
"Daily","2003","secondary school degree","indirect migration background","3","","",""
"Daily","2003","college entrance qualification","no migration background","213","0.0441146639754278","0.0383900372573535","0.0498392906935021"
"Daily","2003","college entrance qualification","direct migration background","14","","",""
"Daily","2003","college entrance qualification","indirect migration background","11","","",""
"Daily","2003","Other degree","no migration background","2","","",""
"Daily","2003","Other degree","direct migration background","17","","",""
"Daily","2003","Other degree","indirect migration background","1","","",""
"Daily","2003","no degree/no degree yet","no migration background","77","0.0942817171802693","0.0705408319860379","0.118022602374501"
"Daily","2003","no degree/no degree yet","direct migration background","4","","",""
"Daily","2003","no degree/no degree yet","indirect migration background","10","","",""
"Min 1x per week","2003","lower secondary degree","no migration background","384","0.0515517069398583","0.0463531351794423","0.0567502787002744"
"Min 1x per week","2003","lower secondary degree","direct migration background","24","","",""
"Min 1x per week","2003","lower secondary degree","indirect migration background","15","","",""
"Min 1x per week","2003","secondary school degree","no migration background","598","0.0990514105286056","0.0914685609276268","0.106634260129584"
"Min 1x per week","2003","secondary school degree","direct migration background","23","","",""
"Min 1x per week","2003","secondary school degree","indirect migration background","23","","",""
"Min 1x per week","2003","college entrance qualification","no migration background","802","0.154713039434261","0.144631697860076","0.164794381008447"
"Min 1x per week","2003","college entrance qualification","direct migration background","43","0.183632015592142","0.139069851351665","0.228194179832619"
"Min 1x per week","2003","college entrance qualification","indirect migration background","31","0.09839382739205","0.0561538406943851","0.140633814089715"
"Min 1x per week","2003","Other degree","no migration background","8","","",""
"Min 1x per week","2003","Other degree","direct migration background","37","0.0324568123315625","0.0220599066144432","0.0428537180486818"
"Min 1x per week","2003","Other degree","indirect migration background","","","",""
"Min 1x per week","2003","no degree/no degree yet","no migration background","130","0.184217650489762","0.152722813093405","0.215712487886119"
"Min 1x per week","2003","no degree/no degree yet","direct migration background","7","","",""
"Min 1x per week","2003","no degree/no degree yet","indirect migration background","15","","",""
"Min 1x per month","2003","lower secondary degree","no migration background","408","0.0553494924053962","0.0499736306608687","0.0607253541499237"
"Min 1x per month","2003","lower secondary degree","direct migration background","22","","",""
"Min 1x per month","2003","lower secondary degree","indirect migration background","11","","",""
