"pli0093_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1996","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1996","Hamburg","West Germany","","","","","3"
"Min 1x per month","1996","Hamburg","East Germany","","","","","3"
"Min 1x per month","1996","North Rhine-Westphalia","West Germany","","","","","3"
"Min 1x per month","1996","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1996","Hesse","West Germany","","","","","3"
"Min 1x per month","1996","Hesse","East Germany","","","","","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1996","Baden-Württemberg","West Germany","","","","","3"
"Min 1x per month","1996","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1996","Bavaria","West Germany","","","","","3"
"Min 1x per month","1996","Bavaria","East Germany","","","","","3"
"Min 1x per month","1996","Berlin","West Germany","","","","","3"
"Min 1x per month","1996","Berlin","East Germany","","","","","3"
"Min 1x per month","1996","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1996","Lower Saxony","West Germany","","","","","3"
"Min 1x per month","1996","Bremen","East Germany","","","","","3"
"Min 1x per month","1996","Bremen","West Germany","","","","","3"
"Min 1x per month","1996","Lower Saxony","East Germany","","","","","3"
"Min 1x per week","1996","Brandenburg","East Germany","","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","1996","Saxony","West Germany","","","","","2"
"Min 1x per week","1996","Saxony","East Germany","","","","","2"
"Min 1x per week","1996","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1996","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","1996","Thuringia","East Germany","","","","","2"
"Min 1x per week","1996","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","1996","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1996","Hesse","West Germany","","","","","2"
"Min 1x per week","1996","Hesse","East Germany","","","","","2"
"Min 1x per week","1996","Thuringia","West Germany","","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","West Germany","","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1996","Hamburg","West Germany","","","","","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1996","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","1996","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1996","Bavaria","West Germany","","","","","2"
"Min 1x per week","1996","Bavaria","East Germany","","","","","2"
"Min 1x per week","1996","Berlin","West Germany","","","","","2"
"Min 1x per week","1996","Berlin","East Germany","","","","","2"
"Min 1x per week","1996","Brandenburg","West Germany","","","","","2"
"Min 1x per week","1996","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","1996","Bremen","East Germany","","","","","2"
"Min 1x per week","1996","Hamburg","East Germany","","","","","2"
"Min 1x per week","1996","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1996","Bremen","West Germany","","","","","2"
"Never","1996","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","1996","Saxony","West Germany","","","","","5"
"Never","1996","Thuringia","East Germany","","","","","5"
"Never","1996","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1996","Brandenburg","East Germany","","","","","5"
"Never","1996","Saxony-Anhalt","West Germany","","","","","5"
"Never","1996","Saxony-Anhalt","East Germany","","","","","5"
"Never","1996","Thuringia","West Germany","","","","","5"
"Never","1996","Saxony","East Germany","","","","","5"
"Never","1996","Schleswig-Holstein","West Germany","","","","","5"
"Never","1996","Schleswig-Holstein","East Germany","","","","","5"
"Never","1996","Hamburg","West Germany","","","","","5"
"Never","1996","Hamburg","East Germany","","","","","5"
"Never","1996","Lower Saxony","West Germany","","","","","5"
"Never","1996","Lower Saxony","East Germany","","","","","5"
"Never","1996","Bremen","West Germany","","","","","5"
"Never","1996","Bremen","East Germany","","","","","5"
"Never","1996","North Rhine-Westphalia","West Germany","","","","","5"
"Never","1996","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1996","Hesse","West Germany","","","","","5"
"Never","1996","Hesse","East Germany","","","","","5"
"Never","1996","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Never","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1996","Baden-Württemberg","West Germany","","","","","5"
"Never","1996","Baden-Württemberg","East Germany","","","","","5"
"Never","1996","Bavaria","West Germany","","","","","5"
"Never","1996","Bavaria","East Germany","","","","","5"
"Never","1996","Berlin","West Germany","","","","","5"
"Never","1996","Berlin","East Germany","","","","","5"
"Never","1996","Brandenburg","West Germany","","","","","5"
"Rarely","1996","Thuringia","East Germany","","","","","4"
"Rarely","1996","Hamburg","West Germany","","","","","4"
"Rarely","1996","Bremen","East Germany","","","","","4"
"Rarely","1996","North Rhine-Westphalia","West Germany","","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","1996","Thuringia","West Germany","","","","","4"
"Rarely","1996","Schleswig-Holstein","West Germany","","","","","4"
"Rarely","1996","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1996","Hamburg","East Germany","","","","","4"
"Rarely","1996","Lower Saxony","West Germany","","","","","4"
"Rarely","1996","Lower Saxony","East Germany","","","","","4"
"Rarely","1996","Bremen","West Germany","","","","","4"
"Rarely","1996","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1996","Hesse","West Germany","","","","","4"
"Rarely","1996","Hesse","East Germany","","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1996","Baden-Württemberg","West Germany","","","","","4"
"Rarely","1996","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1996","Bavaria","West Germany","","","","","4"
"Rarely","1996","Brandenburg","East Germany","","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","1996","Saxony","West Germany","","","","","4"
"Rarely","1996","Saxony","East Germany","","","","","4"
"Rarely","1996","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1996","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","1996","Brandenburg","West Germany","","","","","4"
"Rarely","1996","Berlin","West Germany","","","","","4"
"Rarely","1996","Bavaria","East Germany","","","","","4"
"Rarely","1996","Berlin","East Germany","","","","","4"
"Daily","1997","Thuringia","East Germany","","","","","1"
"Daily","1997","Hamburg","West Germany","","","","","1"
"Daily","1997","Hamburg","East Germany","","","","","1"
"Daily","1997","Lower Saxony","West Germany","","","","","1"
"Daily","1997","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","1997","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1997","Hesse","West Germany","","","","","1"
"Daily","1997","Hesse","East Germany","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1997","Baden-Württemberg","West Germany","","","","","1"
"Daily","1997","Baden-Württemberg","East Germany","","","","","1"
"Daily","1997","Bavaria","West Germany","","","","","1"
"Daily","1997","Bavaria","East Germany","","","","","1"
"Daily","1997","Berlin","West Germany","","","","","1"
"Daily","1997","Berlin","East Germany","","","","","1"
"Daily","1997","Brandenburg","West Germany","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","1997","Saxony","West Germany","","","","","1"
"Daily","1997","Saxony","East Germany","","","","","1"
"Daily","1997","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1997","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1997","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1997","Lower Saxony","East Germany","","","","","1"
"Daily","1997","Brandenburg","East Germany","","","","","1"
"Daily","1997","Saxony-Anhalt","East Germany","","","","","1"
"Daily","1997","Thuringia","West Germany","","","","","1"
"Daily","1997","Bremen","West Germany","","","","","1"
"Daily","1997","Bremen","East Germany","","","","","1"
"Min 1x per month","1997","Schleswig-Holstein","West Germany","","","","","3"
"Min 1x per month","1997","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1997","Hamburg","West Germany","","","","","3"
"Min 1x per month","1997","Hamburg","East Germany","","","","","3"
"Min 1x per month","1997","Brandenburg","East Germany","","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Min 1x per month","1997","Saxony","West Germany","","","","","3"
"Min 1x per month","1997","Saxony","East Germany","","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","1997","Thuringia","West Germany","","","","","3"
"Min 1x per month","1997","Thuringia","East Germany","","","","","3"
"Min 1x per month","1997","North Rhine-Westphalia","West Germany","","","","","3"
"Min 1x per month","1997","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1997","Bremen","East Germany","","","","","3"
"Min 1x per month","1997","Hesse","West Germany","","","","","3"
"Min 1x per month","1997","Hesse","East Germany","","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1997","Baden-Württemberg","West Germany","","","","","3"
"Min 1x per month","1997","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1997","Bavaria","West Germany","","","","","3"
"Min 1x per month","1997","Bavaria","East Germany","","","","","3"
"Min 1x per month","1997","Berlin","West Germany","","","","","3"
"Min 1x per month","1997","Berlin","East Germany","","","","","3"
"Min 1x per month","1997","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1997","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","1997","Bremen","West Germany","","","","","3"
"Min 1x per month","1997","Lower Saxony","West Germany","","","","","3"
"Min 1x per week","1997","Brandenburg","East Germany","","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","1997","Saxony","West Germany","","","","","2"
"Min 1x per week","1997","Saxony","East Germany","","","","","2"
"Min 1x per week","1997","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1997","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","1997","Thuringia","West Germany","","","","","2"
"Min 1x per week","1997","Thuringia","East Germany","","","","","2"
"Min 1x per week","1997","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","1997","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1997","Hesse","West Germany","","","","","2"
"Min 1x per week","1997","Hesse","East Germany","","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","West Germany","","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1997","Hamburg","West Germany","","","","","2"
"Min 1x per week","1997","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","1997","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1997","Bavaria","West Germany","","","","","2"
"Min 1x per week","1997","Bavaria","East Germany","","","","","2"
"Min 1x per week","1997","Berlin","West Germany","","","","","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","1997","Brandenburg","West Germany","","","","","2"
"Min 1x per week","1997","Bremen","West Germany","","","","","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1997","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1997","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","1997","Bremen","East Germany","","","","","2"
"Min 1x per week","1997","Berlin","East Germany","","","","","2"
"Min 1x per week","1997","Hamburg","East Germany","","","","","2"
"Never","1997","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","1997","Thuringia","West Germany","","","","","5"
"Never","1997","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1997","Saxony","West Germany","","","","","5"
"Never","1997","Thuringia","East Germany","","","","","5"
"Never","1997","Brandenburg","East Germany","","","","","5"
"Never","1997","Saxony","East Germany","","","","","5"
"Never","1997","Saxony-Anhalt","West Germany","","","","","5"
"Never","1997","Saxony-Anhalt","East Germany","","","","","5"
"Never","1997","Schleswig-Holstein","West Germany","","","","","5"
"Never","1997","Schleswig-Holstein","East Germany","","","","","5"
"Never","1997","Hamburg","West Germany","","","","","5"
"Never","1997","Hamburg","East Germany","","","","","5"
"Never","1997","Lower Saxony","West Germany","","","","","5"
"Never","1997","Lower Saxony","East Germany","","","","","5"
"Never","1997","Bremen","West Germany","","","","","5"
"Never","1997","Bremen","East Germany","","","","","5"
"Never","1997","North Rhine-Westphalia","West Germany","","","","","5"
"Never","1997","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1997","Hesse","West Germany","","","","","5"
"Never","1997","Hesse","East Germany","","","","","5"
"Never","1997","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Never","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1997","Baden-Württemberg","West Germany","","","","","5"
"Never","1997","Baden-Württemberg","East Germany","","","","","5"
"Never","1997","Bavaria","West Germany","","","","","5"
"Never","1997","Bavaria","East Germany","","","","","5"
"Never","1997","Berlin","West Germany","","","","","5"
"Never","1997","Berlin","East Germany","","","","","5"
"Never","1997","Brandenburg","West Germany","","","","","5"
"Rarely","1997","Thuringia","East Germany","","","","","4"
"Rarely","1997","Schleswig-Holstein","West Germany","","","","","4"
"Rarely","1997","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1997","Hamburg","West Germany","","","","","4"
"Rarely","1997","Hamburg","East Germany","","","","","4"
"Rarely","1997","Lower Saxony","West Germany","","","","","4"
"Rarely","1997","Lower Saxony","East Germany","","","","","4"
"Rarely","1997","Bremen","West Germany","","","","","4"
"Rarely","1997","Bremen","East Germany","","","","","4"
"Rarely","1997","North Rhine-Westphalia","West Germany","","","","","4"
"Rarely","1997","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","1997","Saxony","West Germany","","","","","4"
"Rarely","1997","Saxony","East Germany","","","","","4"
"Rarely","1997","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1997","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","1997","Thuringia","West Germany","","","","","4"
"Rarely","1997","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1997","Hesse","West Germany","","","","","4"
"Rarely","1997","Hesse","East Germany","","","","","4"
"Rarely","1997","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Rarely","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1997","Baden-Württemberg","West Germany","","","","","4"
"Rarely","1997","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1997","Bavaria","West Germany","","","","","4"
"Rarely","1997","Brandenburg","East Germany","","","","","4"
"Rarely","1997","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","1997","Brandenburg","West Germany","","","","","4"
"Rarely","1997","Bavaria","East Germany","","","","","4"
"Rarely","1997","Berlin","West Germany","","","","","4"
"Rarely","1997","Berlin","East Germany","","","","","4"
"Daily","1998","Schleswig-Holstein","West Germany","6","","","","1"
"Daily","1998","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1998","Hamburg","West Germany","6","","","","1"
"Daily","1998","Hamburg","East Germany","","","","","1"
"Daily","1998","Lower Saxony","West Germany","26","","","","1"
"Daily","1998","Lower Saxony","East Germany","","","","","1"
"Daily","1998","Bremen","West Germany","5","","","","1"
"Daily","1998","Bremen","East Germany","","","","","1"
"Daily","1998","North Rhine-Westphalia","West Germany","75","0.0297131818153586","0.0234585348410997","0.0359678287896174","1"
"Daily","1998","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1998","Hesse","West Germany","28","","","","1"
"Daily","1998","Hesse","East Germany","","","","","1"
"Daily","1998","Rhineland-Palatinate,Saarland","West Germany","21","","","","1"
"Daily","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1998","Baden-Württemberg","West Germany","30","0.0288877602451371","0.0211694815351679","0.0366060389551063","1"
"Daily","1998","Baden-Württemberg","East Germany","","","","","1"
"Daily","1998","Bavaria","West Germany","46","0.0261894264874476","0.0189376919017934","0.0334411610731018","1"
"Daily","1998","Bavaria","East Germany","","","","","1"
"Daily","1998","Berlin","West Germany","17","","","","1"
"Daily","1998","Berlin","East Germany","4","","","","1"
"Daily","1998","Brandenburg","West Germany","","","","","1"
"Daily","1998","Brandenburg","East Germany","11","","","","1"
"Daily","1998","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1998","Mecklenburg-Western Pomerania","East Germany","4","","","","1"
"Daily","1998","Saxony","West Germany","","","","","1"
"Daily","1998","Saxony","East Germany","23","","","","1"
"Daily","1998","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1998","Saxony-Anhalt","East Germany","9","","","","1"
"Daily","1998","Thuringia","West Germany","","","","","1"
"Daily","1998","Thuringia","East Germany","9","","","","1"
"Min 1x per month","1998","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1998","Hamburg","West Germany","16","","","","3"
"Min 1x per month","1998","Hamburg","East Germany","","","","","3"
"Min 1x per month","1998","Schleswig-Holstein","West Germany","31","0.0824869824860694","0.0538694133850434","0.111104551587095","3"
"Min 1x per month","1998","Lower Saxony","West Germany","111","0.106364681623114","0.0888772990111881","0.123852064235039","3"
"Min 1x per month","1998","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","1998","Bremen","West Germany","7","","","","3"
"Min 1x per month","1998","Bremen","East Germany","","","","","3"
"Min 1x per month","1998","North Rhine-Westphalia","West Germany","217","0.0753740558799255","0.0656494471482966","0.0850986646115545","3"
"Min 1x per month","1998","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1998","Hesse","West Germany","64","0.0665370813424283","0.0505968102370139","0.0824773524478427","3"
"Min 1x per month","1998","Hesse","East Germany","","","","","3"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","West Germany","59","0.0708074461404851","0.0530330267456468","0.0885818655353234","3"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1998","Baden-Württemberg","West Germany","127","0.0801306645110582","0.0676196867956705","0.0926416422264459","3"
"Min 1x per month","1998","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1998","Bavaria","West Germany","183","0.101248930911126","0.0875509487382633","0.114946913083988","3"
"Min 1x per month","1998","Bavaria","East Germany","","","","","3"
"Min 1x per month","1998","Berlin","West Germany","42","0.135764189947928","0.0968078083350599","0.174720571560796","3"
"Min 1x per month","1998","Berlin","East Germany","23","","","","3"
"Min 1x per month","1998","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1998","Brandenburg","East Germany","54","0.0852788105139262","0.06334727676117","0.107210344266682","3"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","East Germany","30","0.0837086851119717","0.0568024500807567","0.110614920143187","3"
"Min 1x per month","1998","Saxony","West Germany","","","","","3"
"Min 1x per month","1998","Saxony","East Germany","90","0.0667166323985697","0.0524671441601712","0.0809661206369681","3"
"Min 1x per month","1998","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1998","Saxony-Anhalt","East Germany","45","0.0543100383814055","0.0373510291117172","0.0712690476510938","3"
"Min 1x per month","1998","Thuringia","West Germany","","","","","3"
"Min 1x per month","1998","Thuringia","East Germany","57","0.0727127194976644","0.0539020221600493","0.0915234168352796","3"
"Min 1x per week","1998","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1998","Schleswig-Holstein","West Germany","43","0.121028895326421","0.0871003102756477","0.154957480377195","2"
"Min 1x per week","1998","Bremen","West Germany","10","","","","2"
"Min 1x per week","1998","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1998","Hesse","East Germany","","","","","2"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","West Germany","53","0.082047175100326","0.0630300398479725","0.101064310352679","2"
"Min 1x per week","1998","Hamburg","West Germany","14","","","","2"
"Min 1x per week","1998","Hamburg","East Germany","","","","","2"
"Min 1x per week","1998","Lower Saxony","West Germany","99","0.0908614172449612","0.0745590480042183","0.107163786485704","2"
"Min 1x per week","1998","Hesse","West Germany","70","0.077209385403184","0.0601366964892799","0.0942820743170881","2"
"Min 1x per week","1998","Bremen","East Germany","","","","","2"
"Min 1x per week","1998","North Rhine-Westphalia","West Germany","213","0.0850919241314305","0.0748138662526321","0.0953699820102289","2"
"Min 1x per week","1998","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1998","Baden-Württemberg","West Germany","154","0.0996143871404033","0.0858135918261719","0.113415182454635","2"
"Min 1x per week","1998","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1998","Bavaria","West Germany","179","0.106679204006952","0.092661229399793","0.120697178614111","2"
"Min 1x per week","1998","Bavaria","East Germany","","","","","2"
"Min 1x per week","1998","Berlin","West Germany","24","","","","2"
"Min 1x per week","1998","Berlin","East Germany","24","","","","2"
"Min 1x per week","1998","Brandenburg","West Germany","","","","","2"
"Min 1x per week","1998","Brandenburg","East Germany","43","0.072816332051782","0.0524129879719586","0.0932196761316053","2"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","East Germany","20","","","","2"
"Min 1x per week","1998","Saxony","West Germany","","","","","2"
"Min 1x per week","1998","Saxony","East Germany","78","0.0589032119862787","0.0454581725593262","0.0723482514132313","2"
"Min 1x per week","1998","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1998","Saxony-Anhalt","East Germany","32","0.0327202435121257","0.0194074147416456","0.0460330722826057","2"
"Min 1x per week","1998","Thuringia","West Germany","","","","","2"
"Min 1x per week","1998","Thuringia","East Germany","45","0.0563162171468722","0.0396159840168688","0.0730164502768755","2"
"Never","1998","Thuringia","East Germany","398","0.590323586278458","0.554698321660733","0.625948850896182","5"
"Never","1998","Thuringia","West Germany","","","","","5"
"Never","1998","Mecklenburg-Western Pomerania","East Germany","213","0.569440441356756","0.521335282000406","0.617545600713106","5"
"Never","1998","Saxony","West Germany","","","","","5"
"Never","1998","Saxony","East Germany","618","0.563799425251772","0.53548023201381","0.592118618489734","5"
"Never","1998","Saxony-Anhalt","West Germany","","","","","5"
"Never","1998","Saxony-Anhalt","East Germany","408","0.622288334632089","0.58600877039212","0.658567898872058","5"
"Never","1998","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1998","Schleswig-Holstein","West Germany","167","0.481967215360944","0.429989009350671","0.533945421371215","5"
"Never","1998","Schleswig-Holstein","East Germany","","","","","5"
"Never","1998","North Rhine-Westphalia","West Germany","1587","0.530132676785938","0.511747912538458","0.548517441033417","5"
"Never","1998","Hamburg","West Germany","83","0.492880022563308","0.413918830140596","0.57184121498602","5"
"Never","1998","Hamburg","East Germany","","","","","5"
"Never","1998","Lower Saxony","West Germany","657","0.521997624152893","0.493664450826047","0.550330797479738","5"
"Never","1998","Lower Saxony","East Germany","","","","","5"
"Never","1998","Bremen","West Germany","54","0.580461208026671","0.484220221423851","0.676702194629491","5"
"Never","1998","Bremen","East Germany","","","","","5"
"Never","1998","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1998","Hesse","West Germany","537","0.546278675310724","0.51443545259414","0.578121898027308","5"
"Never","1998","Hesse","East Germany","","","","","5"
"Never","1998","Rhineland-Palatinate,Saarland","West Germany","498","0.624763076883334","0.591211451958669","0.658314701807999","5"
"Never","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1998","Baden-Württemberg","West Germany","1081","0.525471177971372","0.502460227613056","0.548482128329687","5"
"Never","1998","Baden-Württemberg","East Germany","","","","","5"
"Never","1998","Bavaria","West Germany","950","0.5041057108901","0.481401990699688","0.526809431080512","5"
"Never","1998","Bavaria","East Germany","","","","","5"
"Never","1998","Berlin","West Germany","141","0.471673129075091","0.41490013690713","0.528446121243052","5"
"Never","1998","Berlin","East Germany","100","0.454497205231763","0.390699617059457","0.51829479340407","5"
"Never","1998","Brandenburg","West Germany","","","","","5"
"Never","1998","Brandenburg","East Germany","347","0.588654686815403","0.550014639684694","0.627294733946113","5"
"Rarely","1998","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1998","Hesse","West Germany","240","0.283493062268078","0.254666243852768","0.312319880683389","4"
"Rarely","1998","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1998","Bavaria","West Germany","505","0.261776727704375","0.241814865796123","0.281738589612627","4"
"Rarely","1998","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1998","Hamburg","West Germany","35","0.23412810495553","0.167248673591843","0.301007536319218","4"
"Rarely","1998","Schleswig-Holstein","West Germany","108","0.296857982335509","0.249332141897391","0.344383822773627","4"
"Rarely","1998","Hamburg","East Germany","","","","","4"
"Rarely","1998","Lower Saxony","West Germany","301","0.261752272685109","0.23681825762009","0.286686287750129","4"
"Rarely","1998","North Rhine-Westphalia","West Germany","739","0.279688161387348","0.263154254989877","0.296222067784818","4"
"Rarely","1998","Hesse","East Germany","","","","","4"
"Rarely","1998","Rhineland-Palatinate,Saarland","West Germany","169","0.193257498302491","0.165896071349671","0.22061892525531","4"
"Rarely","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1998","Baden-Württemberg","West Germany","417","0.26589601013203","0.245536678803933","0.286255341460127","4"
"Rarely","1998","Lower Saxony","East Germany","","","","","4"
"Rarely","1998","Bremen","West Germany","25","","","","4"
"Rarely","1998","Bremen","East Germany","","","","","4"
"Rarely","1998","Thuringia","East Germany","223","0.266929992662437","0.234884720577635","0.298975264747238","4"
"Rarely","1998","Mecklenburg-Western Pomerania","East Germany","140","0.290671545529018","0.246557606642179","0.334785484415857","4"
"Rarely","1998","Saxony","West Germany","","","","","4"
"Rarely","1998","Saxony","East Germany","369","0.285359005677811","0.259571151844821","0.311146859510801","4"
"Rarely","1998","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1998","Saxony-Anhalt","East Germany","192","0.282074162575133","0.248399172327481","0.315749152822784","4"
"Rarely","1998","Thuringia","West Germany","","","","","4"
"Rarely","1998","Bavaria","East Germany","","","","","4"
"Rarely","1998","Berlin","West Germany","73","0.268559187812648","0.218153508939659","0.318964866685637","4"
"Rarely","1998","Berlin","East Germany","83","0.335064569458446","0.274587024488572","0.39554211442832","4"
"Rarely","1998","Brandenburg","West Germany","","","","","4"
"Rarely","1998","Brandenburg","East Germany","168","0.232546967641178","0.199373924669513","0.265720010612844","4"
"Rarely","1998","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Daily","1999","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1999","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1999","Hamburg","West Germany","","","","","1"
"Daily","1999","Hamburg","East Germany","","","","","1"
"Daily","1999","Lower Saxony","West Germany","","","","","1"
"Daily","1999","Lower Saxony","East Germany","","","","","1"
