"pli0093_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Never","1995","Saxony","no migration background","561","0.566206110417447","0.536215221517828","0.596196999317065"
"Never","1995","Saxony","direct migration background","28","","",""
"Never","1995","Saxony","indirect migration background","1","","",""
"Never","1995","Saxony-Anhalt","no migration background","364","0.628139189023491","0.591070293085597","0.665208084961385"
"Never","1995","Saxony-Anhalt","direct migration background","22","","",""
"Never","1995","Saxony-Anhalt","indirect migration background","","","",""
"Never","1995","Thuringia","no migration background","314","0.569559726121586","0.530585425377256","0.608534026865917"
"Never","1995","Thuringia","direct migration background","16","","",""
"Never","1995","Thuringia","indirect migration background","1","","",""
"Daily","1996","Schleswig-Holstein","no migration background","","","",""
"Daily","1996","Schleswig-Holstein","direct migration background","","","",""
"Daily","1996","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1996","Hamburg","no migration background","","","",""
"Daily","1996","Hamburg","direct migration background","","","",""
"Daily","1996","Hamburg","indirect migration background","","","",""
"Daily","1996","Lower Saxony","no migration background","","","",""
"Daily","1996","Lower Saxony","direct migration background","","","",""
"Daily","1996","Lower Saxony","indirect migration background","","","",""
"Daily","1996","Bremen","no migration background","","","",""
"Daily","1996","Bremen","direct migration background","","","",""
"Daily","1996","Bremen","indirect migration background","","","",""
"Daily","1996","North Rhine-Westphalia","no migration background","","","",""
"Daily","1996","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1996","Hesse","no migration background","","","",""
"Daily","1996","Hesse","direct migration background","","","",""
"Daily","1996","Hesse","indirect migration background","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1996","Baden-Württemberg","no migration background","","","",""
"Daily","1996","Baden-Württemberg","direct migration background","","","",""
"Daily","1996","Baden-Württemberg","indirect migration background","","","",""
"Daily","1996","Bavaria","no migration background","","","",""
"Daily","1996","Bavaria","direct migration background","","","",""
"Daily","1996","Bavaria","indirect migration background","","","",""
"Daily","1996","Berlin","no migration background","","","",""
"Daily","1996","Berlin","direct migration background","","","",""
"Daily","1996","Berlin","indirect migration background","","","",""
"Daily","1996","Brandenburg","no migration background","","","",""
"Daily","1996","Brandenburg","direct migration background","","","",""
"Daily","1996","Brandenburg","indirect migration background","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1996","Saxony","no migration background","","","",""
"Daily","1996","Saxony","direct migration background","","","",""
"Daily","1996","Saxony","indirect migration background","","","",""
"Daily","1996","Saxony-Anhalt","no migration background","","","",""
"Daily","1996","Saxony-Anhalt","direct migration background","","","",""
"Daily","1996","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1996","Thuringia","no migration background","","","",""
"Daily","1996","Thuringia","direct migration background","","","",""
"Daily","1996","Thuringia","indirect migration background","","","",""
"Min 1x per week","1996","Schleswig-Holstein","no migration background","","","",""
"Min 1x per week","1996","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","1996","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1996","Hamburg","no migration background","","","",""
"Min 1x per week","1996","Hamburg","direct migration background","","","",""
"Min 1x per week","1996","Hamburg","indirect migration background","","","",""
"Min 1x per week","1996","Lower Saxony","no migration background","","","",""
"Min 1x per week","1996","Lower Saxony","direct migration background","","","",""
"Min 1x per week","1996","Lower Saxony","indirect migration background","","","",""
"Min 1x per week","1996","Bremen","no migration background","","","",""
"Min 1x per week","1996","Bremen","direct migration background","","","",""
"Min 1x per week","1996","Bremen","indirect migration background","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per week","1996","Hesse","no migration background","","","",""
"Min 1x per week","1996","Hesse","direct migration background","","","",""
"Min 1x per week","1996","Hesse","indirect migration background","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1996","Baden-Württemberg","no migration background","","","",""
"Min 1x per week","1996","Baden-Württemberg","direct migration background","","","",""
"Min 1x per week","1996","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per week","1996","Bavaria","no migration background","","","",""
"Min 1x per week","1996","Bavaria","direct migration background","","","",""
"Min 1x per week","1996","Bavaria","indirect migration background","","","",""
"Min 1x per week","1996","Berlin","no migration background","","","",""
"Min 1x per week","1996","Berlin","direct migration background","","","",""
"Min 1x per week","1996","Berlin","indirect migration background","","","",""
"Min 1x per week","1996","Brandenburg","no migration background","","","",""
"Min 1x per week","1996","Brandenburg","direct migration background","","","",""
"Min 1x per week","1996","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1996","Saxony","no migration background","","","",""
"Min 1x per week","1996","Saxony","direct migration background","","","",""
"Min 1x per week","1996","Saxony","indirect migration background","","","",""
"Min 1x per week","1996","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1996","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1996","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1996","Thuringia","no migration background","","","",""
"Min 1x per week","1996","Thuringia","direct migration background","","","",""
"Min 1x per week","1996","Thuringia","indirect migration background","","","",""
"Min 1x per month","1996","Schleswig-Holstein","no migration background","","","",""
"Min 1x per month","1996","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per month","1996","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1996","Hamburg","no migration background","","","",""
"Min 1x per month","1996","Hamburg","direct migration background","","","",""
"Min 1x per month","1996","Hamburg","indirect migration background","","","",""
"Min 1x per month","1996","Lower Saxony","no migration background","","","",""
"Min 1x per month","1996","Lower Saxony","direct migration background","","","",""
"Min 1x per month","1996","Lower Saxony","indirect migration background","","","",""
"Min 1x per month","1996","Bremen","no migration background","","","",""
"Min 1x per month","1996","Bremen","direct migration background","","","",""
"Min 1x per month","1996","Bremen","indirect migration background","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per month","1996","Hesse","no migration background","","","",""
"Min 1x per month","1996","Hesse","direct migration background","","","",""
"Min 1x per month","1996","Hesse","indirect migration background","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1996","Baden-Württemberg","no migration background","","","",""
"Min 1x per month","1996","Baden-Württemberg","direct migration background","","","",""
"Min 1x per month","1996","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per month","1996","Bavaria","no migration background","","","",""
"Min 1x per month","1996","Bavaria","direct migration background","","","",""
"Min 1x per month","1996","Bavaria","indirect migration background","","","",""
"Min 1x per month","1996","Berlin","no migration background","","","",""
"Min 1x per month","1996","Berlin","direct migration background","","","",""
"Min 1x per month","1996","Berlin","indirect migration background","","","",""
"Min 1x per month","1996","Brandenburg","no migration background","","","",""
"Min 1x per month","1996","Brandenburg","direct migration background","","","",""
"Min 1x per month","1996","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1996","Saxony","no migration background","","","",""
"Min 1x per month","1996","Saxony","direct migration background","","","",""
"Min 1x per month","1996","Saxony","indirect migration background","","","",""
"Min 1x per month","1996","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1996","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1996","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1996","Thuringia","no migration background","","","",""
"Min 1x per month","1996","Thuringia","direct migration background","","","",""
"Min 1x per month","1996","Thuringia","indirect migration background","","","",""
"Rarely","1996","Schleswig-Holstein","no migration background","","","",""
"Rarely","1996","Schleswig-Holstein","direct migration background","","","",""
"Rarely","1996","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1996","Hamburg","no migration background","","","",""
"Rarely","1996","Hamburg","direct migration background","","","",""
"Rarely","1996","Hamburg","indirect migration background","","","",""
"Rarely","1996","Lower Saxony","no migration background","","","",""
"Rarely","1996","Lower Saxony","direct migration background","","","",""
"Rarely","1996","Lower Saxony","indirect migration background","","","",""
"Rarely","1996","Bremen","no migration background","","","",""
"Rarely","1996","Bremen","direct migration background","","","",""
"Rarely","1996","Bremen","indirect migration background","","","",""
"Rarely","1996","North Rhine-Westphalia","no migration background","","","",""
"Rarely","1996","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","1996","Hesse","no migration background","","","",""
"Rarely","1996","Hesse","direct migration background","","","",""
"Rarely","1996","Hesse","indirect migration background","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","1996","Baden-Württemberg","no migration background","","","",""
"Rarely","1996","Baden-Württemberg","direct migration background","","","",""
"Rarely","1996","Baden-Württemberg","indirect migration background","","","",""
"Rarely","1996","Bavaria","no migration background","","","",""
"Rarely","1996","Bavaria","direct migration background","","","",""
"Rarely","1996","Bavaria","indirect migration background","","","",""
"Rarely","1996","Berlin","no migration background","","","",""
"Rarely","1996","Berlin","direct migration background","","","",""
"Rarely","1996","Berlin","indirect migration background","","","",""
"Rarely","1996","Brandenburg","no migration background","","","",""
"Rarely","1996","Brandenburg","direct migration background","","","",""
"Rarely","1996","Brandenburg","indirect migration background","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1996","Saxony","no migration background","","","",""
"Rarely","1996","Saxony","direct migration background","","","",""
"Rarely","1996","Saxony","indirect migration background","","","",""
"Rarely","1996","Saxony-Anhalt","no migration background","","","",""
"Rarely","1996","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1996","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1996","Thuringia","no migration background","","","",""
"Rarely","1996","Thuringia","direct migration background","","","",""
"Rarely","1996","Thuringia","indirect migration background","","","",""
"Never","1996","Schleswig-Holstein","no migration background","","","",""
"Never","1996","Schleswig-Holstein","direct migration background","","","",""
"Never","1996","Schleswig-Holstein","indirect migration background","","","",""
"Never","1996","Hamburg","no migration background","","","",""
"Never","1996","Hamburg","direct migration background","","","",""
"Never","1996","Hamburg","indirect migration background","","","",""
"Never","1996","Lower Saxony","no migration background","","","",""
"Never","1996","Lower Saxony","direct migration background","","","",""
"Never","1996","Lower Saxony","indirect migration background","","","",""
"Never","1996","Bremen","no migration background","","","",""
"Never","1996","Bremen","direct migration background","","","",""
"Never","1996","Bremen","indirect migration background","","","",""
"Never","1996","North Rhine-Westphalia","no migration background","","","",""
"Never","1996","North Rhine-Westphalia","direct migration background","","","",""
"Never","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Never","1996","Hesse","no migration background","","","",""
"Never","1996","Hesse","direct migration background","","","",""
"Never","1996","Hesse","indirect migration background","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","1996","Baden-Württemberg","no migration background","","","",""
"Never","1996","Baden-Württemberg","direct migration background","","","",""
"Never","1996","Baden-Württemberg","indirect migration background","","","",""
"Never","1996","Bavaria","no migration background","","","",""
"Never","1996","Bavaria","direct migration background","","","",""
"Never","1996","Bavaria","indirect migration background","","","",""
"Never","1996","Berlin","no migration background","","","",""
"Never","1996","Berlin","direct migration background","","","",""
"Never","1996","Berlin","indirect migration background","","","",""
"Never","1996","Brandenburg","no migration background","","","",""
"Never","1996","Brandenburg","direct migration background","","","",""
"Never","1996","Brandenburg","indirect migration background","","","",""
"Never","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","1996","Saxony","no migration background","","","",""
"Never","1996","Saxony","direct migration background","","","",""
"Never","1996","Saxony","indirect migration background","","","",""
"Never","1996","Saxony-Anhalt","no migration background","","","",""
"Never","1996","Saxony-Anhalt","direct migration background","","","",""
"Never","1996","Saxony-Anhalt","indirect migration background","","","",""
"Never","1996","Thuringia","no migration background","","","",""
"Never","1996","Thuringia","direct migration background","","","",""
"Never","1996","Thuringia","indirect migration background","","","",""
"Daily","1997","Schleswig-Holstein","no migration background","","","",""
"Daily","1997","Schleswig-Holstein","direct migration background","","","",""
"Daily","1997","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1997","Hamburg","no migration background","","","",""
"Daily","1997","Hamburg","direct migration background","","","",""
"Daily","1997","Hamburg","indirect migration background","","","",""
"Daily","1997","Lower Saxony","no migration background","","","",""
"Daily","1997","Lower Saxony","direct migration background","","","",""
"Daily","1997","Lower Saxony","indirect migration background","","","",""
"Daily","1997","Bremen","no migration background","","","",""
"Daily","1997","Bremen","direct migration background","","","",""
"Daily","1997","Bremen","indirect migration background","","","",""
"Daily","1997","North Rhine-Westphalia","no migration background","","","",""
"Daily","1997","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1997","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1997","Hesse","no migration background","","","",""
"Daily","1997","Hesse","direct migration background","","","",""
"Daily","1997","Hesse","indirect migration background","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1997","Baden-Württemberg","no migration background","","","",""
"Daily","1997","Baden-Württemberg","direct migration background","","","",""
"Daily","1997","Baden-Württemberg","indirect migration background","","","",""
"Daily","1997","Bavaria","no migration background","","","",""
"Daily","1997","Bavaria","direct migration background","","","",""
"Daily","1997","Bavaria","indirect migration background","","","",""
"Daily","1997","Berlin","no migration background","","","",""
"Daily","1997","Berlin","direct migration background","","","",""
"Daily","1997","Berlin","indirect migration background","","","",""
"Daily","1997","Brandenburg","no migration background","","","",""
"Daily","1997","Brandenburg","direct migration background","","","",""
"Daily","1997","Brandenburg","indirect migration background","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1997","Saxony","no migration background","","","",""
"Daily","1997","Saxony","direct migration background","","","",""
"Daily","1997","Saxony","indirect migration background","","","",""
"Daily","1997","Saxony-Anhalt","no migration background","","","",""
"Daily","1997","Saxony-Anhalt","direct migration background","","","",""
"Daily","1997","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1997","Thuringia","no migration background","","","",""
"Daily","1997","Thuringia","direct migration background","","","",""
"Daily","1997","Thuringia","indirect migration background","","","",""
"Min 1x per week","1997","Schleswig-Holstein","no migration background","","","",""
"Min 1x per week","1997","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","1997","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1997","Hamburg","no migration background","","","",""
"Min 1x per week","1997","Hamburg","direct migration background","","","",""
"Min 1x per week","1997","Hamburg","indirect migration background","","","",""
"Min 1x per week","1997","Lower Saxony","no migration background","","","",""
"Min 1x per week","1997","Lower Saxony","direct migration background","","","",""
"Min 1x per week","1997","Lower Saxony","indirect migration background","","","",""
"Min 1x per week","1997","Bremen","no migration background","","","",""
"Min 1x per week","1997","Bremen","direct migration background","","","",""
"Min 1x per week","1997","Bremen","indirect migration background","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per week","1997","Hesse","no migration background","","","",""
"Min 1x per week","1997","Hesse","direct migration background","","","",""
"Min 1x per week","1997","Hesse","indirect migration background","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1997","Baden-Württemberg","no migration background","","","",""
"Min 1x per week","1997","Baden-Württemberg","direct migration background","","","",""
"Min 1x per week","1997","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per week","1997","Bavaria","no migration background","","","",""
"Min 1x per week","1997","Bavaria","direct migration background","","","",""
"Min 1x per week","1997","Bavaria","indirect migration background","","","",""
"Min 1x per week","1997","Berlin","no migration background","","","",""
"Min 1x per week","1997","Berlin","direct migration background","","","",""
"Min 1x per week","1997","Berlin","indirect migration background","","","",""
"Min 1x per week","1997","Brandenburg","no migration background","","","",""
"Min 1x per week","1997","Brandenburg","direct migration background","","","",""
"Min 1x per week","1997","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1997","Saxony","no migration background","","","",""
"Min 1x per week","1997","Saxony","direct migration background","","","",""
"Min 1x per week","1997","Saxony","indirect migration background","","","",""
"Min 1x per week","1997","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1997","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1997","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1997","Thuringia","no migration background","","","",""
"Min 1x per week","1997","Thuringia","direct migration background","","","",""
"Min 1x per week","1997","Thuringia","indirect migration background","","","",""
"Min 1x per month","1997","Schleswig-Holstein","no migration background","","","",""
"Min 1x per month","1997","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per month","1997","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1997","Hamburg","no migration background","","","",""
"Min 1x per month","1997","Hamburg","direct migration background","","","",""
"Min 1x per month","1997","Hamburg","indirect migration background","","","",""
"Min 1x per month","1997","Lower Saxony","no migration background","","","",""
"Min 1x per month","1997","Lower Saxony","direct migration background","","","",""
"Min 1x per month","1997","Lower Saxony","indirect migration background","","","",""
"Min 1x per month","1997","Bremen","no migration background","","","",""
"Min 1x per month","1997","Bremen","direct migration background","","","",""
"Min 1x per month","1997","Bremen","indirect migration background","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per month","1997","Hesse","no migration background","","","",""
"Min 1x per month","1997","Hesse","direct migration background","","","",""
"Min 1x per month","1997","Hesse","indirect migration background","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1997","Baden-Württemberg","no migration background","","","",""
"Min 1x per month","1997","Baden-Württemberg","direct migration background","","","",""
"Min 1x per month","1997","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per month","1997","Bavaria","no migration background","","","",""
"Min 1x per month","1997","Bavaria","direct migration background","","","",""
"Min 1x per month","1997","Bavaria","indirect migration background","","","",""
"Min 1x per month","1997","Berlin","no migration background","","","",""
"Min 1x per month","1997","Berlin","direct migration background","","","",""
"Min 1x per month","1997","Berlin","indirect migration background","","","",""
"Min 1x per month","1997","Brandenburg","no migration background","","","",""
"Min 1x per month","1997","Brandenburg","direct migration background","","","",""
"Min 1x per month","1997","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1997","Saxony","no migration background","","","",""
"Min 1x per month","1997","Saxony","direct migration background","","","",""
"Min 1x per month","1997","Saxony","indirect migration background","","","",""
"Min 1x per month","1997","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1997","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1997","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1997","Thuringia","no migration background","","","",""
"Min 1x per month","1997","Thuringia","direct migration background","","","",""
"Min 1x per month","1997","Thuringia","indirect migration background","","","",""
"Rarely","1997","Schleswig-Holstein","no migration background","","","",""
"Rarely","1997","Schleswig-Holstein","direct migration background","","","",""
"Rarely","1997","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1997","Hamburg","no migration background","","","",""
"Rarely","1997","Hamburg","direct migration background","","","",""
"Rarely","1997","Hamburg","indirect migration background","","","",""
"Rarely","1997","Lower Saxony","no migration background","","","",""
"Rarely","1997","Lower Saxony","direct migration background","","","",""
"Rarely","1997","Lower Saxony","indirect migration background","","","",""
"Rarely","1997","Bremen","no migration background","","","",""
"Rarely","1997","Bremen","direct migration background","","","",""
"Rarely","1997","Bremen","indirect migration background","","","",""
"Rarely","1997","North Rhine-Westphalia","no migration background","","","",""
"Rarely","1997","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","1997","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","1997","Hesse","no migration background","","","",""
"Rarely","1997","Hesse","direct migration background","","","",""
"Rarely","1997","Hesse","indirect migration background","","","",""
"Rarely","1997","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","1997","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","1997","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","1997","Baden-Württemberg","no migration background","","","",""
"Rarely","1997","Baden-Württemberg","direct migration background","","","",""
"Rarely","1997","Baden-Württemberg","indirect migration background","","","",""
"Rarely","1997","Bavaria","no migration background","","","",""
"Rarely","1997","Bavaria","direct migration background","","","",""
"Rarely","1997","Bavaria","indirect migration background","","","",""
"Rarely","1997","Berlin","no migration background","","","",""
"Rarely","1997","Berlin","direct migration background","","","",""
"Rarely","1997","Berlin","indirect migration background","","","",""
"Rarely","1997","Brandenburg","no migration background","","","",""
"Rarely","1997","Brandenburg","direct migration background","","","",""
"Rarely","1997","Brandenburg","indirect migration background","","","",""
"Rarely","1997","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1997","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1997","Saxony","no migration background","","","",""
"Rarely","1997","Saxony","direct migration background","","","",""
"Rarely","1997","Saxony","indirect migration background","","","",""
"Rarely","1997","Saxony-Anhalt","no migration background","","","",""
"Rarely","1997","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1997","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1997","Thuringia","no migration background","","","",""
"Rarely","1997","Thuringia","direct migration background","","","",""
"Rarely","1997","Thuringia","indirect migration background","","","",""
"Never","1997","Schleswig-Holstein","no migration background","","","",""
"Never","1997","Schleswig-Holstein","direct migration background","","","",""
"Never","1997","Schleswig-Holstein","indirect migration background","","","",""
"Never","1997","Hamburg","no migration background","","","",""
"Never","1997","Hamburg","direct migration background","","","",""
"Never","1997","Hamburg","indirect migration background","","","",""
"Never","1997","Lower Saxony","no migration background","","","",""
"Never","1997","Lower Saxony","direct migration background","","","",""
"Never","1997","Lower Saxony","indirect migration background","","","",""
"Never","1997","Bremen","no migration background","","","",""
"Never","1997","Bremen","direct migration background","","","",""
"Never","1997","Bremen","indirect migration background","","","",""
"Never","1997","North Rhine-Westphalia","no migration background","","","",""
"Never","1997","North Rhine-Westphalia","direct migration background","","","",""
"Never","1997","North Rhine-Westphalia","indirect migration background","","","",""
"Never","1997","Hesse","no migration background","","","",""
"Never","1997","Hesse","direct migration background","","","",""
"Never","1997","Hesse","indirect migration background","","","",""
"Never","1997","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","1997","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","1997","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","1997","Baden-Württemberg","no migration background","","","",""
"Never","1997","Baden-Württemberg","direct migration background","","","",""
"Never","1997","Baden-Württemberg","indirect migration background","","","",""
"Never","1997","Bavaria","no migration background","","","",""
"Never","1997","Bavaria","direct migration background","","","",""
"Never","1997","Bavaria","indirect migration background","","","",""
"Never","1997","Berlin","no migration background","","","",""
"Never","1997","Berlin","direct migration background","","","",""
"Never","1997","Berlin","indirect migration background","","","",""
"Never","1997","Brandenburg","no migration background","","","",""
"Never","1997","Brandenburg","direct migration background","","","",""
"Never","1997","Brandenburg","indirect migration background","","","",""
"Never","1997","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","1997","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","1997","Saxony","no migration background","","","",""
"Never","1997","Saxony","direct migration background","","","",""
"Never","1997","Saxony","indirect migration background","","","",""
"Never","1997","Saxony-Anhalt","no migration background","","","",""
"Never","1997","Saxony-Anhalt","direct migration background","","","",""
"Never","1997","Saxony-Anhalt","indirect migration background","","","",""
"Never","1997","Thuringia","no migration background","","","",""
"Never","1997","Thuringia","direct migration background","","","",""
"Never","1997","Thuringia","indirect migration background","","","",""
"Daily","1998","Schleswig-Holstein","no migration background","3","","",""
"Daily","1998","Schleswig-Holstein","direct migration background","2","","",""
"Daily","1998","Schleswig-Holstein","indirect migration background","1","","",""
"Daily","1998","Hamburg","no migration background","5","","",""
"Daily","1998","Hamburg","direct migration background","","","",""
"Daily","1998","Hamburg","indirect migration background","1","","",""
"Daily","1998","Lower Saxony","no migration background","19","","",""
"Daily","1998","Lower Saxony","direct migration background","5","","",""
"Daily","1998","Lower Saxony","indirect migration background","2","","",""
"Daily","1998","Bremen","no migration background","4","","",""
"Daily","1998","Bremen","direct migration background","1","","",""
"Daily","1998","Bremen","indirect migration background","","","",""
"Daily","1998","North Rhine-Westphalia","no migration background","68","0.0344424557257889","0.026573182723538","0.0423117287280399"
"Daily","1998","North Rhine-Westphalia","direct migration background","2","","",""
"Daily","1998","North Rhine-Westphalia","indirect migration background","5","","",""
"Daily","1998","Hesse","no migration background","19","","",""
