"pli0093_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2003","indirect migration background","Rural Area","7","","","","2"
"Min 1x per week","2003","indirect migration background","Urban Area","78","0.114059482057572","0.0902369445231148","0.13788201959203","2"
"Never","2003","no migration background","Urban Area","5886","0.52505969394036","0.51611751128947","0.534001876591251","5"
"Never","2003","no migration background","Rural Area","3571","0.55817218557304","0.546326982895555","0.570017388250526","5"
"Never","2003","direct migration background","Urban Area","1551","0.675935198179557","0.656206941548033","0.695663454811081","5"
"Never","2003","direct migration background","Rural Area","311","0.6663144180964","0.623224318140803","0.709404518051997","5"
"Never","2003","indirect migration background","Urban Area","370","0.536386801092521","0.499015606780068","0.573757995404975","5"
"Never","2003","indirect migration background","Rural Area","55","0.591424180781184","0.495556267865816","0.687292093696552","5"
"Rarely","2003","no migration background","Urban Area","3157","0.255459844399692","0.247650311361938","0.263269377437446","4"
"Rarely","2003","no migration background","Rural Area","1893","0.270453289514436","0.25985820171301","0.281048377315862","4"
"Rarely","2003","direct migration background","Urban Area","350","0.176525112751408","0.160453899098232","0.192596326404583","4"
"Rarely","2003","direct migration background","Rural Area","87","0.182941062986354","0.147610426072157","0.21827169990055","4"
"Rarely","2003","indirect migration background","Rural Area","21","","","","4"
"Rarely","2003","indirect migration background","Urban Area","149","0.201670577734002","0.171600650366859","0.231740505101145","4"
"Daily","2004","no migration background","Urban Area","","","","","1"
"Daily","2004","no migration background","Rural Area","","","","","1"
"Daily","2004","direct migration background","Urban Area","","","","","1"
"Daily","2004","indirect migration background","Urban Area","","","","","1"
"Daily","2004","direct migration background","Rural Area","","","","","1"
"Daily","2004","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2004","no migration background","Urban Area","","","","","3"
"Min 1x per month","2004","no migration background","Rural Area","","","","","3"
"Min 1x per month","2004","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2004","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2004","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2004","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2004","no migration background","Urban Area","","","","","2"
"Min 1x per week","2004","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2004","no migration background","Rural Area","","","","","2"
"Min 1x per week","2004","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2004","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2004","indirect migration background","Rural Area","","","","","2"
"Never","2004","no migration background","Urban Area","","","","","5"
"Never","2004","no migration background","Rural Area","","","","","5"
"Never","2004","direct migration background","Urban Area","","","","","5"
"Never","2004","direct migration background","Rural Area","","","","","5"
"Never","2004","indirect migration background","Urban Area","","","","","5"
"Never","2004","indirect migration background","Rural Area","","","","","5"
"Rarely","2004","no migration background","Urban Area","","","","","4"
"Rarely","2004","no migration background","Rural Area","","","","","4"
"Rarely","2004","direct migration background","Urban Area","","","","","4"
"Rarely","2004","direct migration background","Rural Area","","","","","4"
"Rarely","2004","indirect migration background","Rural Area","","","","","4"
"Rarely","2004","indirect migration background","Urban Area","","","","","4"
"Daily","2005","no migration background","Urban Area","","","","","1"
"Daily","2005","no migration background","Rural Area","","","","","1"
"Daily","2005","direct migration background","Urban Area","","","","","1"
"Daily","2005","direct migration background","Rural Area","","","","","1"
"Daily","2005","indirect migration background","Urban Area","","","","","1"
"Daily","2005","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2005","no migration background","Urban Area","944","0.0756398588173064","0.0707269863279726","0.0805527313066402","3"
"Min 1x per month","2005","no migration background","Rural Area","439","0.0674646324049287","0.0612773358582626","0.0736519289515948","3"
"Min 1x per month","2005","direct migration background","Urban Area","82","0.0407909267066008","0.0320181839559466","0.049563669457255","3"
"Min 1x per month","2005","direct migration background","Rural Area","25","","","","3"
"Min 1x per month","2005","indirect migration background","Urban Area","62","0.0807786433833665","0.0608330553903873","0.100724231376346","3"
"Min 1x per month","2005","indirect migration background","Rural Area","5","","","","3"
"Min 1x per week","2005","no migration background","Rural Area","564","0.0806303911125232","0.0739141751704371","0.0873466070546092","2"
"Min 1x per week","2005","no migration background","Urban Area","1239","0.0978482045001968","0.0923279923093737","0.10336841669102","2"
"Min 1x per week","2005","direct migration background","Urban Area","102","0.0581937064072066","0.0478108757005492","0.068576537113864","2"
"Min 1x per week","2005","direct migration background","Rural Area","29","","","","2"
"Min 1x per week","2005","indirect migration background","Urban Area","64","0.0980579639292027","0.0762899271299425","0.119826000728463","2"
"Min 1x per week","2005","indirect migration background","Rural Area","10","","","","2"
"Never","2005","no migration background","Urban Area","5665","0.539760599327534","0.530500150846614","0.549021047808454","5"
"Never","2005","direct migration background","Urban Area","1384","0.687472301450753","0.666914871041763","0.708029731859742","5"
"Never","2005","no migration background","Rural Area","3484","0.576503297050889","0.564314632892488","0.588691961209289","5"
"Never","2005","direct migration background","Rural Area","268","0.656439007941455","0.610245154883269","0.702632860999641","5"
"Never","2005","indirect migration background","Urban Area","392","0.542501367943464","0.506035728636345","0.578967007250582","5"
"Never","2005","indirect migration background","Rural Area","46","0.42845783342493","0.333805434910248","0.523110231939611","5"
"Rarely","2005","no migration background","Urban Area","3280","0.286751337354963","0.278348755700117","0.295153919009809","4"
"Rarely","2005","no migration background","Rural Area","1826","0.275401679431659","0.264382172813493","0.286421186049825","4"
"Rarely","2005","direct migration background","Urban Area","385","0.21354306543544","0.195367949959013","0.231718180911867","4"
"Rarely","2005","indirect migration background","Urban Area","199","0.278662024743967","0.245845181270796","0.311478868217138","4"
"Rarely","2005","direct migration background","Rural Area","84","0.225024285583893","0.184403921044061","0.265644650123725","4"
"Rarely","2005","indirect migration background","Rural Area","44","0.431250052747448","0.336521978876445","0.52597812661845","4"
"Daily","2006","no migration background","Urban Area","","","","","1"
"Daily","2006","no migration background","Rural Area","","","","","1"
"Daily","2006","direct migration background","Urban Area","","","","","1"
"Daily","2006","direct migration background","Rural Area","","","","","1"
"Daily","2006","indirect migration background","Urban Area","","","","","1"
"Daily","2006","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2006","no migration background","Urban Area","","","","","3"
"Min 1x per month","2006","no migration background","Rural Area","","","","","3"
"Min 1x per month","2006","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2006","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2006","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2006","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2006","no migration background","Rural Area","","","","","2"
"Min 1x per week","2006","no migration background","Urban Area","","","","","2"
"Min 1x per week","2006","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2006","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2006","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2006","indirect migration background","Rural Area","","","","","2"
"Never","2006","no migration background","Urban Area","","","","","5"
"Never","2006","no migration background","Rural Area","","","","","5"
"Never","2006","direct migration background","Urban Area","","","","","5"
"Never","2006","direct migration background","Rural Area","","","","","5"
"Never","2006","indirect migration background","Urban Area","","","","","5"
"Never","2006","indirect migration background","Rural Area","","","","","5"
"Rarely","2006","no migration background","Rural Area","","","","","4"
"Rarely","2006","no migration background","Urban Area","","","","","4"
"Rarely","2006","direct migration background","Urban Area","","","","","4"
"Rarely","2006","direct migration background","Rural Area","","","","","4"
"Rarely","2006","indirect migration background","Rural Area","","","","","4"
"Rarely","2006","indirect migration background","Urban Area","","","","","4"
"Daily","2007","no migration background","Urban Area","","","","","1"
"Daily","2007","no migration background","Rural Area","","","","","1"
"Daily","2007","direct migration background","Urban Area","","","","","1"
"Daily","2007","direct migration background","Rural Area","","","","","1"
"Daily","2007","indirect migration background","Urban Area","","","","","1"
"Daily","2007","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2007","no migration background","Urban Area","957","0.0750588428165956","0.0701615769491049","0.0799561086840863","3"
"Min 1x per month","2007","no migration background","Rural Area","497","0.0716193267945546","0.0653113139960042","0.0779273395931049","3"
"Min 1x per month","2007","direct migration background","Urban Area","86","0.0493292035942817","0.0390861352146594","0.059572271973904","3"
"Min 1x per month","2007","direct migration background","Rural Area","16","","","","3"
"Min 1x per month","2007","indirect migration background","Urban Area","54","0.0825029552201657","0.0616701487586172","0.103335761681714","3"
"Min 1x per month","2007","indirect migration background","Rural Area","9","","","","3"
"Min 1x per week","2007","no migration background","Urban Area","1338","0.11013828429286","0.104319582340896","0.115956986244825","2"
"Min 1x per week","2007","no migration background","Rural Area","612","0.0900759892780119","0.0830723868269318","0.097079591729092","2"
"Min 1x per week","2007","direct migration background","Urban Area","106","0.0565816844183793","0.045653373784384","0.0675099950523746","2"
"Min 1x per week","2007","direct migration background","Rural Area","38","0.101806278239448","0.0719474838500266","0.13166507262887","2"
"Min 1x per week","2007","indirect migration background","Urban Area","58","0.0623271785886015","0.04402195290547","0.0806324042717331","2"
"Min 1x per week","2007","indirect migration background","Rural Area","12","","","","2"
"Never","2007","no migration background","Rural Area","3622","0.594492852222824","0.582481636175562","0.606504068270085","5"
"Never","2007","no migration background","Urban Area","5769","0.544500176743884","0.535243847021981","0.553756506465786","5"
"Never","2007","direct migration background","Urban Area","1218","0.712970562433011","0.691573115260117","0.734368009605906","5"
"Never","2007","direct migration background","Rural Area","260","0.692770483528854","0.647216523476055","0.738324443581654","5"
"Never","2007","indirect migration background","Urban Area","385","0.579002490612461","0.541618068743658","0.616386912481264","5"
"Never","2007","indirect migration background","Rural Area","52","0.439688641255083","0.346933266385288","0.532444016124877","5"
"Rarely","2007","no migration background","Rural Area","1688","0.24381183170461","0.233307782904608","0.254315880504611","4"
"Rarely","2007","no migration background","Urban Area","3056","0.27030269614666","0.262048167919216","0.278557224374104","4"
"Rarely","2007","direct migration background","Urban Area","307","0.181118549554328","0.162902469510653","0.199334629598002","4"
"Rarely","2007","direct migration background","Rural Area","80","0.167022844711244","0.130192611938044","0.203853077484444","4"
"Rarely","2007","indirect migration background","Urban Area","173","0.276167375578772","0.242312910745828","0.310021840411716","4"
"Rarely","2007","indirect migration background","Rural Area","37","0.368230227315229","0.278095761756218","0.458364692874239","4"
"Daily","2008","no migration background","Urban Area","332","0.0312979918988778","0.0279813814730406","0.0346146023247151","1"
"Daily","2008","no migration background","Rural Area","135","0.0194479200489357","0.0159782377332615","0.0229176023646098","1"
"Daily","2008","direct migration background","Urban Area","35","0.0157293252497551","0.00954694640795364","0.0219117040915565","1"
"Daily","2008","direct migration background","Rural Area","8","","","","1"
"Daily","2008","indirect migration background","Rural Area","8","","","","1"
"Daily","2008","indirect migration background","Urban Area","19","","","","1"
"Min 1x per month","2008","no migration background","Urban Area","1072","0.0997231377419957","0.0940158845919692","0.105430390892022","3"
"Min 1x per month","2008","no migration background","Rural Area","492","0.0747309985787735","0.0681240306487954","0.0813379665087517","3"
"Min 1x per month","2008","direct migration background","Urban Area","85","0.0509990017606297","0.0400680628536933","0.0619299406675661","3"
"Min 1x per month","2008","direct migration background","Rural Area","26","","","","3"
"Min 1x per month","2008","indirect migration background","Urban Area","67","0.0908104836811602","0.0688389379973869","0.112782029364934","3"
"Min 1x per month","2008","indirect migration background","Rural Area","15","","","","3"
"Min 1x per week","2008","no migration background","Urban Area","1275","0.112717432783841","0.10669367301571","0.118741192551973","2"
"Min 1x per week","2008","direct migration background","Urban Area","110","0.0696013058037229","0.0569572461955812","0.0822453654118646","2"
"Min 1x per week","2008","no migration background","Rural Area","600","0.0936844203981611","0.0863630697120362","0.101005771084286","2"
"Min 1x per week","2008","direct migration background","Rural Area","26","","","","2"
"Min 1x per week","2008","indirect migration background","Urban Area","71","0.0975887114775772","0.0748969892938768","0.120280433661278","2"
"Min 1x per week","2008","indirect migration background","Rural Area","13","","","","2"
"Never","2008","no migration background","Rural Area","3278","0.554458535299047","0.541970434355711","0.566946636242383","5"
"Never","2008","no migration background","Urban Area","5103","0.499962386709371","0.490438567824286","0.509486205594457","5"
"Never","2008","direct migration background","Urban Area","1032","0.659372677087533","0.635824976294537","0.682920377880529","5"
"Never","2008","direct migration background","Rural Area","220","0.616951172873995","0.565728468116957","0.668173877631034","5"
"Never","2008","indirect migration background","Urban Area","334","0.488416259238314","0.450193782117533","0.526638736359096","5"
"Never","2008","indirect migration background","Rural Area","44","0.375097991810002","0.285831760689358","0.464364222930645","5"
"Rarely","2008","no migration background","Urban Area","2806","0.256299050865914","0.247983064061616","0.264615037670213","4"
"Rarely","2008","no migration background","Rural Area","1580","0.257678125675083","0.246689264034111","0.268666987316055","4"
"Rarely","2008","direct migration background","Urban Area","294","0.204297690098359","0.184264489847092","0.224330890349627","4"
"Rarely","2008","direct migration background","Rural Area","66","0.205755436809184","0.163160024464175","0.248350849154192","4"
"Rarely","2008","indirect migration background","Rural Area","33","0.280946839058852","0.198076055678627","0.363817622439077","4"
"Rarely","2008","indirect migration background","Urban Area","166","0.293395790884777","0.258579664048105","0.328211917721448","4"
"Daily","2009","no migration background","Urban Area","","","","","1"
"Daily","2009","no migration background","Rural Area","","","","","1"
"Daily","2009","direct migration background","Urban Area","","","","","1"
"Daily","2009","direct migration background","Rural Area","","","","","1"
"Daily","2009","indirect migration background","Urban Area","","","","","1"
"Daily","2009","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2009","no migration background","Urban Area","840","0.0839988622214539","0.0785142690396398","0.0894834554032679","3"
"Min 1x per month","2009","no migration background","Rural Area","378","0.0709491719184569","0.0643235161595173","0.0775748276773964","3"
"Min 1x per month","2009","direct migration background","Urban Area","69","0.0525416493054369","0.0405821140879596","0.0645011845229142","3"
"Min 1x per month","2009","direct migration background","Rural Area","18","","","","3"
"Min 1x per month","2009","indirect migration background","Urban Area","67","0.123549522750736","0.0971087687771625","0.149990276724309","3"
"Min 1x per month","2009","indirect migration background","Rural Area","16","","","","3"
"Min 1x per week","2009","no migration background","Urban Area","1231","0.117667180264042","0.111296239000392","0.124038121527691","2"
"Min 1x per week","2009","no migration background","Rural Area","578","0.0943678873968416","0.0868235085566995","0.101912266236984","2"
"Min 1x per week","2009","direct migration background","Urban Area","96","0.0702654069655966","0.0565650253132486","0.0839657886179446","2"
"Min 1x per week","2009","direct migration background","Rural Area","22","","","","2"
"Min 1x per week","2009","indirect migration background","Urban Area","61","0.111285114723521","0.0860160379885721","0.13655419145847","2"
"Min 1x per week","2009","indirect migration background","Rural Area","11","","","","2"
"Never","2009","no migration background","Urban Area","4959","0.52223182404258","0.512355394111432","0.532108253973728","5"
"Never","2009","no migration background","Rural Area","3240","0.571676900965525","0.558906735177729","0.58444706675332","5"
"Never","2009","direct migration background","Urban Area","876","0.631590182707208","0.605733924855451","0.657446440558965","5"
"Never","2009","direct migration background","Rural Area","205","0.66968974641631","0.617751095290215","0.721628397542404","5"
"Never","2009","indirect migration background","Urban Area","284","0.425486916782013","0.385760199925478","0.465213633638549","5"
"Never","2009","indirect migration background","Rural Area","61","0.497760160401103","0.407161702223333","0.588358618578872","5"
"Rarely","2009","no migration background","Urban Area","2796","0.276102133471924","0.267262520700391","0.284941746243457","4"
"Rarely","2009","no migration background","Rural Area","1572","0.263006039719177","0.251644157302662","0.274367922135692","4"
"Rarely","2009","direct migration background","Urban Area","296","0.245602761021759","0.22253002725188","0.268675494791637","4"
"Rarely","2009","direct migration background","Rural Area","70","0.218214489664273","0.172602563251233","0.263826416077313","4"
"Rarely","2009","indirect migration background","Urban Area","183","0.33967844574373","0.301624355841318","0.377732535646142","4"
"Rarely","2009","indirect migration background","Rural Area","29","","","","4"
"Daily","2010","no migration background","Urban Area","","","","","1"
"Daily","2010","no migration background","Rural Area","","","","","1"
"Daily","2010","direct migration background","Urban Area","","","","","1"
"Daily","2010","direct migration background","Rural Area","","","","","1"
"Daily","2010","indirect migration background","Rural Area","","","","","1"
"Daily","2010","indirect migration background","Urban Area","","","","","1"
"Min 1x per month","2010","no migration background","Rural Area","","","","","3"
"Min 1x per month","2010","no migration background","Urban Area","","","","","3"
"Min 1x per month","2010","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2010","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2010","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2010","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2010","no migration background","Urban Area","","","","","2"
"Min 1x per week","2010","no migration background","Rural Area","","","","","2"
"Min 1x per week","2010","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2010","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2010","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2010","indirect migration background","Rural Area","","","","","2"
"Never","2010","no migration background","Rural Area","","","","","5"
"Never","2010","no migration background","Urban Area","","","","","5"
"Never","2010","direct migration background","Urban Area","","","","","5"
"Never","2010","direct migration background","Rural Area","","","","","5"
"Never","2010","indirect migration background","Urban Area","","","","","5"
"Never","2010","indirect migration background","Rural Area","","","","","5"
"Rarely","2010","no migration background","Rural Area","","","","","4"
"Rarely","2010","no migration background","Urban Area","","","","","4"
"Rarely","2010","direct migration background","Urban Area","","","","","4"
"Rarely","2010","direct migration background","Rural Area","","","","","4"
"Rarely","2010","indirect migration background","Urban Area","","","","","4"
"Rarely","2010","indirect migration background","Rural Area","","","","","4"
"Daily","2011","no migration background","Urban Area","","","","","1"
"Daily","2011","no migration background","Rural Area","","","","","1"
"Daily","2011","direct migration background","Urban Area","","","","","1"
"Daily","2011","direct migration background","Rural Area","","","","","1"
"Daily","2011","indirect migration background","Urban Area","","","","","1"
"Daily","2011","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2011","no migration background","Rural Area","545","0.0597135588227356","0.0548164673778042","0.0646106502676669","3"
"Min 1x per month","2011","no migration background","Urban Area","1153","0.0769351543649212","0.0726431145213031","0.0812271942085392","3"
"Min 1x per month","2011","direct migration background","Urban Area","130","0.0609493599258563","0.0515069981510731","0.0703917217006394","3"
"Min 1x per month","2011","direct migration background","Rural Area","44","0.0803061321674768","0.0611973248343018","0.0994149395006517","3"
"Min 1x per month","2011","indirect migration background","Urban Area","102","0.0961242172568784","0.0783376292854434","0.113910805228313","3"
"Min 1x per month","2011","indirect migration background","Rural Area","17","","","","3"
"Min 1x per week","2011","no migration background","Rural Area","977","0.107084947425049","0.100694357720071","0.113475537130026","2"
"Min 1x per week","2011","no migration background","Urban Area","2076","0.130284851673669","0.124863336181247","0.135706367166091","2"
"Min 1x per week","2011","direct migration background","Urban Area","184","0.0843321675686339","0.0733644270977327","0.0952999080395351","2"
"Min 1x per week","2011","direct migration background","Rural Area","44","0.0629957467087298","0.0459127531624633","0.0800787402549963","2"
"Min 1x per week","2011","indirect migration background","Urban Area","136","0.119660498668071","0.100075553497181","0.139245443838961","2"
"Min 1x per week","2011","indirect migration background","Rural Area","33","0.157377033087776","0.111496576524567","0.203257489650984","2"
"Never","2011","no migration background","Rural Area","5350","0.596762549449723","0.586624536074357","0.606900562825089","5"
"Never","2011","no migration background","Urban Area","7879","0.541133298428648","0.533107640860785","0.549158955996512","5"
"Never","2011","direct migration background","Urban Area","1723","0.677832030794019","0.659388087496757","0.696275974091281","5"
"Never","2011","direct migration background","Rural Area","540","0.63988788735875","0.606135197331816","0.673640577385685","5"
"Never","2011","indirect migration background","Urban Area","585","0.515812118324547","0.485656058960239","0.545968177688856","5"
"Never","2011","indirect migration background","Rural Area","133","0.505143964172508","0.442151669656138","0.568136258688877","5"
"Rarely","2011","no migration background","Urban Area","3701","0.251646695532761","0.244657387505998","0.258636003559525","4"
"Rarely","2011","no migration background","Rural Area","2122","0.236438944302493","0.227657761057801","0.245220127547185","4"
"Rarely","2011","direct migration background","Urban Area","429","0.176886441711491","0.161826312242336","0.191946571180646","4"
"Rarely","2011","direct migration background","Rural Area","149","0.216810233765043","0.187836065863675","0.245784401666411","4"
"Rarely","2011","indirect migration background","Urban Area","232","0.268403165750503","0.241663770125263","0.295142561375744","4"
"Rarely","2011","indirect migration background","Rural Area","59","0.229961684840321","0.176943565724544","0.282979803956098","4"
"Daily","2012","no migration background","Urban Area","","","","","1"
"Daily","2012","no migration background","Rural Area","","","","","1"
"Daily","2012","direct migration background","Urban Area","","","","","1"
"Daily","2012","direct migration background","Rural Area","","","","","1"
"Daily","2012","indirect migration background","Urban Area","","","","","1"
"Daily","2012","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2012","no migration background","Urban Area","","","","","3"
"Min 1x per month","2012","no migration background","Rural Area","","","","","3"
"Min 1x per month","2012","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2012","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2012","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2012","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2012","no migration background","Urban Area","","","","","2"
"Min 1x per week","2012","no migration background","Rural Area","","","","","2"
"Min 1x per week","2012","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2012","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2012","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2012","indirect migration background","Rural Area","","","","","2"
"Never","2012","no migration background","Urban Area","","","","","5"
"Never","2012","no migration background","Rural Area","","","","","5"
"Never","2012","direct migration background","Urban Area","","","","","5"
"Never","2012","direct migration background","Rural Area","","","","","5"
"Never","2012","indirect migration background","Urban Area","","","","","5"
"Never","2012","indirect migration background","Rural Area","","","","","5"
"Rarely","2012","no migration background","Rural Area","","","","","4"
"Rarely","2012","no migration background","Urban Area","","","","","4"
"Rarely","2012","direct migration background","Urban Area","","","","","4"
"Rarely","2012","direct migration background","Rural Area","","","","","4"
"Rarely","2012","indirect migration background","Urban Area","","","","","4"
"Rarely","2012","indirect migration background","Rural Area","","","","","4"
"Daily","2013","no migration background","Urban Area","640","0.0458901817780892","0.0423475798415188","0.0494327837146596","1"
"Daily","2013","no migration background","Rural Area","281","0.0323823187765419","0.0285679520217464","0.0361966855313373","1"
"Daily","2013","direct migration background","Urban Area","82","0.0283532544756121","0.0210989176937357","0.0356075912574884","1"
"Daily","2013","direct migration background","Rural Area","24","","","","1"
"Daily","2013","indirect migration background","Urban Area","78","0.0666337159651441","0.050890891786965","0.0823765401433231","1"
"Daily","2013","indirect migration background","Rural Area","17","","","","1"
"Min 1x per month","2013","no migration background","Urban Area","1495","0.10885216374763","0.103579176805646","0.114125150689613","3"
"Min 1x per month","2013","no migration background","Rural Area","717","0.0813020314626703","0.0754128673690411","0.0871911955562996","3"
"Min 1x per month","2013","direct migration background","Urban Area","192","0.0941205004206224","0.0813584814676365","0.106882519373608","3"
"Min 1x per month","2013","direct migration background","Rural Area","49","0.0599937858281882","0.0417235463837863","0.0782640252725901","3"
"Min 1x per month","2013","indirect migration background","Urban Area","106","0.124870772726384","0.104003001450229","0.145738544002538","3"
"Min 1x per month","2013","indirect migration background","Rural Area","27","","","","3"
"Min 1x per week","2013","no migration background","Urban Area","1976","0.129624945829774","0.123938239570962","0.135311652088586","2"
"Min 1x per week","2013","no migration background","Rural Area","963","0.10331593503481","0.0967572019055302","0.10987466816409","2"
"Min 1x per week","2013","direct migration background","Urban Area","199","0.0844882170996236","0.0723327375335601","0.0966436966656871","2"
"Min 1x per week","2013","direct migration background","Rural Area","61","0.0873974049139507","0.06566959961237","0.109125210215531","2"
"Min 1x per week","2013","indirect migration background","Rural Area","33","0.14077525763902","0.0951282605858397","0.1864222546922","2"
"Min 1x per week","2013","indirect migration background","Urban Area","168","0.160773886602501","0.137586231932668","0.183961541272333","2"
"Never","2013","no migration background","Urban Area","5839","0.456597164556107","0.44816399486104","0.465030334251173","5"
"Never","2013","no migration background","Rural Area","4068","0.510277783958009","0.499505821968185","0.521049745947832","5"
"Never","2013","direct migration background","Urban Area","1055","0.553008765469874","0.53127887352862","0.574738657411129","5"
"Never","2013","direct migration background","Rural Area","370","0.584759563047298","0.546848651339879","0.622670474754717","5"
"Never","2013","indirect migration background","Urban Area","385","0.395321360903712","0.364457729160894","0.42618499264653","5"
"Never","2013","indirect migration background","Rural Area","83","0.405199236133075","0.34076514199336","0.46963333027279","5"
"Rarely","2013","no migration background","Urban Area","3452","0.2590355440884","0.251618315692472","0.266452772484328","4"
"Rarely","2013","direct migration background","Urban Area","483","0.240029262534267","0.221362345974223","0.258696179094312","4"
"Rarely","2013","no migration background","Rural Area","2244","0.272721930767969","0.263125121661325","0.282318739874613","4"
"Rarely","2013","direct migration background","Rural Area","145","0.233929524792215","0.201360659772009","0.266498389812421","4"
"Rarely","2013","indirect migration background","Urban Area","227","0.252400263802259","0.224978900290259","0.27982162731426","4"
"Rarely","2013","indirect migration background","Rural Area","63","0.357733856064636","0.294821898892442","0.42064581323683","4"
"Daily","2014","no migration background","Urban Area","","","","","1"
"Daily","2014","no migration background","Rural Area","","","","","1"
"Daily","2014","direct migration background","Urban Area","","","","","1"
"Daily","2014","direct migration background","Rural Area","","","","","1"
"Daily","2014","indirect migration background","Urban Area","","","","","1"
"Daily","2014","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2014","no migration background","Urban Area","","","","","3"
"Min 1x per month","2014","no migration background","Rural Area","","","","","3"
"Min 1x per month","2014","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2014","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2014","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2014","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2014","no migration background","Urban Area","","","","","2"
"Min 1x per week","2014","no migration background","Rural Area","","","","","2"
"Min 1x per week","2014","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2014","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2014","indirect migration background","Rural Area","","","","","2"
"Min 1x per week","2014","indirect migration background","Urban Area","","","","","2"
"Never","2014","no migration background","Urban Area","","","","","5"
"Never","2014","no migration background","Rural Area","","","","","5"
"Never","2014","direct migration background","Urban Area","","","","","5"
"Never","2014","direct migration background","Rural Area","","","","","5"
"Never","2014","indirect migration background","Urban Area","","","","","5"
"Never","2014","indirect migration background","Rural Area","","","","","5"
"Rarely","2014","no migration background","Urban Area","","","","","4"
"Rarely","2014","no migration background","Rural Area","","","","","4"
"Rarely","2014","direct migration background","Urban Area","","","","","4"
"Rarely","2014","direct migration background","Rural Area","","","","","4"
"Rarely","2014","indirect migration background","Urban Area","","","","","4"
"Rarely","2014","indirect migration background","Rural Area","","","","","4"
"Daily","2015","no migration background","Urban Area","","","","","1"
"Daily","2015","no migration background","Rural Area","","","","","1"
"Daily","2015","direct migration background","Urban Area","","","","","1"
"Daily","2015","direct migration background","Rural Area","","","","","1"
"Daily","2015","indirect migration background","Urban Area","","","","","1"
"Daily","2015","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2015","no migration background","Rural Area","485","0.0640823076543467","0.0584797290172111","0.0696848862914822","3"
"Min 1x per month","2015","no migration background","Urban Area","980","0.0808777388107245","0.0759801250336713","0.0857753525877778","3"
"Min 1x per month","2015","direct migration background","Urban Area","288","0.0550198433313987","0.0483014956897449","0.0617381909730524","3"
"Min 1x per month","2015","direct migration background","Rural Area","81","0.0628271236456062","0.0505310703106643","0.075123176980548","3"
"Min 1x per month","2015","indirect migration background","Rural Area","32","0.0883394354592162","0.0569003563483259","0.119778514570106","3"
"Min 1x per month","2015","indirect migration background","Urban Area","140","0.0847516395005334","0.0700358892686941","0.0994673897323726","3"
"Min 1x per week","2015","no migration background","Urban Area","1774","0.148562499263992","0.14217377158269","0.154951226945294","2"
"Min 1x per week","2015","no migration background","Rural Area","832","0.10156988137154","0.0946591392871191","0.108480623455961","2"
"Min 1x per week","2015","direct migration background","Rural Area","101","0.0869546449810542","0.072676398883923","0.101232891078185","2"
"Min 1x per week","2015","direct migration background","Urban Area","388","0.0855250709098845","0.0772851303903482","0.0937650114294208","2"
