"pli0093_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1995","direct migration background","general elemantary","122","0.1935224836168","0.165833528893834","0.221211438339766","4"
"Rarely","1995","direct migration background","middle vocational","203","0.213261159156668","0.187719988597298","0.238802329716038","4"
"Rarely","1995","direct migration background","vocational + Abi","36","0.189718376642811","0.128966346624064","0.250470406661557","4"
"Rarely","1995","direct migration background","higher vocational","17","","","","4"
"Rarely","1995","direct migration background","higher education","53","0.247189278715432","0.186950980960725","0.307427576470139","4"
"Daily","1996","direct migration background","general elemantary","","","","","1"
"Daily","1996","direct migration background","middle vocational","","","","","1"
"Daily","1996","direct migration background","vocational + Abi","","","","","1"
"Daily","1996","direct migration background","higher vocational","","","","","1"
"Daily","1996","direct migration background","higher education","","","","","1"
"Daily","1996","indirect migration background","in school","","","","","1"
"Daily","1996","indirect migration background","inadequately","","","","","1"
"Daily","1996","no migration background","in school","","","","","1"
"Daily","1996","no migration background","inadequately","","","","","1"
"Daily","1996","no migration background","general elemantary","","","","","1"
"Daily","1996","no migration background","middle vocational","","","","","1"
"Daily","1996","no migration background","vocational + Abi","","","","","1"
"Daily","1996","no migration background","higher vocational","","","","","1"
"Daily","1996","no migration background","higher education","","","","","1"
"Daily","1996","direct migration background","in school","","","","","1"
"Daily","1996","direct migration background","inadequately","","","","","1"
"Daily","1996","indirect migration background","general elemantary","","","","","1"
"Daily","1996","indirect migration background","middle vocational","","","","","1"
"Daily","1996","indirect migration background","vocational + Abi","","","","","1"
"Daily","1996","indirect migration background","higher vocational","","","","","1"
"Daily","1996","indirect migration background","higher education","","","","","1"
"Min 1x per month","1996","no migration background","in school","","","","","3"
"Min 1x per month","1996","no migration background","inadequately","","","","","3"
"Min 1x per month","1996","no migration background","general elemantary","","","","","3"
"Min 1x per month","1996","no migration background","middle vocational","","","","","3"
"Min 1x per month","1996","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","1996","no migration background","higher vocational","","","","","3"
"Min 1x per month","1996","no migration background","higher education","","","","","3"
"Min 1x per month","1996","direct migration background","in school","","","","","3"
"Min 1x per month","1996","direct migration background","inadequately","","","","","3"
"Min 1x per month","1996","direct migration background","general elemantary","","","","","3"
"Min 1x per month","1996","direct migration background","middle vocational","","","","","3"
"Min 1x per month","1996","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1996","direct migration background","higher vocational","","","","","3"
"Min 1x per month","1996","direct migration background","higher education","","","","","3"
"Min 1x per month","1996","indirect migration background","in school","","","","","3"
"Min 1x per month","1996","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1996","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","1996","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1996","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1996","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1996","indirect migration background","higher education","","","","","3"
"Min 1x per week","1996","indirect migration background","in school","","","","","2"
"Min 1x per week","1996","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1996","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","1996","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","1996","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1996","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1996","indirect migration background","higher education","","","","","2"
"Min 1x per week","1996","direct migration background","in school","","","","","2"
"Min 1x per week","1996","direct migration background","inadequately","","","","","2"
"Min 1x per week","1996","direct migration background","general elemantary","","","","","2"
"Min 1x per week","1996","direct migration background","middle vocational","","","","","2"
"Min 1x per week","1996","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","1996","direct migration background","higher vocational","","","","","2"
"Min 1x per week","1996","direct migration background","higher education","","","","","2"
"Min 1x per week","1996","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","1996","no migration background","higher vocational","","","","","2"
"Min 1x per week","1996","no migration background","higher education","","","","","2"
"Min 1x per week","1996","no migration background","in school","","","","","2"
"Min 1x per week","1996","no migration background","inadequately","","","","","2"
"Min 1x per week","1996","no migration background","middle vocational","","","","","2"
"Min 1x per week","1996","no migration background","general elemantary","","","","","2"
"Never","1996","indirect migration background","higher vocational","","","","","5"
"Never","1996","indirect migration background","vocational + Abi","","","","","5"
"Never","1996","indirect migration background","middle vocational","","","","","5"
"Never","1996","indirect migration background","general elemantary","","","","","5"
"Never","1996","indirect migration background","higher education","","","","","5"
"Never","1996","indirect migration background","in school","","","","","5"
"Never","1996","indirect migration background","inadequately","","","","","5"
"Never","1996","direct migration background","in school","","","","","5"
"Never","1996","direct migration background","inadequately","","","","","5"
"Never","1996","direct migration background","general elemantary","","","","","5"
"Never","1996","direct migration background","middle vocational","","","","","5"
"Never","1996","direct migration background","vocational + Abi","","","","","5"
"Never","1996","direct migration background","higher vocational","","","","","5"
"Never","1996","direct migration background","higher education","","","","","5"
"Never","1996","no migration background","in school","","","","","5"
"Never","1996","no migration background","inadequately","","","","","5"
"Never","1996","no migration background","general elemantary","","","","","5"
"Never","1996","no migration background","middle vocational","","","","","5"
"Never","1996","no migration background","vocational + Abi","","","","","5"
"Never","1996","no migration background","higher vocational","","","","","5"
"Never","1996","no migration background","higher education","","","","","5"
"Rarely","1996","indirect migration background","in school","","","","","4"
"Rarely","1996","indirect migration background","inadequately","","","","","4"
"Rarely","1996","indirect migration background","general elemantary","","","","","4"
"Rarely","1996","indirect migration background","middle vocational","","","","","4"
"Rarely","1996","indirect migration background","vocational + Abi","","","","","4"
"Rarely","1996","indirect migration background","higher vocational","","","","","4"
"Rarely","1996","indirect migration background","higher education","","","","","4"
"Rarely","1996","direct migration background","vocational + Abi","","","","","4"
"Rarely","1996","direct migration background","higher vocational","","","","","4"
"Rarely","1996","direct migration background","higher education","","","","","4"
"Rarely","1996","no migration background","in school","","","","","4"
"Rarely","1996","no migration background","inadequately","","","","","4"
"Rarely","1996","no migration background","general elemantary","","","","","4"
"Rarely","1996","no migration background","middle vocational","","","","","4"
"Rarely","1996","no migration background","vocational + Abi","","","","","4"
"Rarely","1996","no migration background","higher vocational","","","","","4"
"Rarely","1996","no migration background","higher education","","","","","4"
"Rarely","1996","direct migration background","in school","","","","","4"
"Rarely","1996","direct migration background","inadequately","","","","","4"
"Rarely","1996","direct migration background","general elemantary","","","","","4"
"Rarely","1996","direct migration background","middle vocational","","","","","4"
"Daily","1997","indirect migration background","in school","","","","","1"
"Daily","1997","indirect migration background","inadequately","","","","","1"
"Daily","1997","indirect migration background","general elemantary","","","","","1"
"Daily","1997","indirect migration background","middle vocational","","","","","1"
"Daily","1997","indirect migration background","vocational + Abi","","","","","1"
"Daily","1997","indirect migration background","higher vocational","","","","","1"
"Daily","1997","indirect migration background","higher education","","","","","1"
"Daily","1997","no migration background","general elemantary","","","","","1"
"Daily","1997","no migration background","middle vocational","","","","","1"
"Daily","1997","no migration background","vocational + Abi","","","","","1"
"Daily","1997","no migration background","higher vocational","","","","","1"
"Daily","1997","no migration background","higher education","","","","","1"
"Daily","1997","direct migration background","in school","","","","","1"
"Daily","1997","direct migration background","inadequately","","","","","1"
"Daily","1997","direct migration background","general elemantary","","","","","1"
"Daily","1997","direct migration background","middle vocational","","","","","1"
"Daily","1997","direct migration background","vocational + Abi","","","","","1"
"Daily","1997","direct migration background","higher vocational","","","","","1"
"Daily","1997","direct migration background","higher education","","","","","1"
"Daily","1997","no migration background","in school","","","","","1"
"Daily","1997","no migration background","inadequately","","","","","1"
"Min 1x per month","1997","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1997","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1997","indirect migration background","higher education","","","","","3"
"Min 1x per month","1997","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1997","indirect migration background","in school","","","","","3"
"Min 1x per month","1997","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1997","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","1997","no migration background","in school","","","","","3"
"Min 1x per month","1997","no migration background","inadequately","","","","","3"
"Min 1x per month","1997","no migration background","general elemantary","","","","","3"
"Min 1x per month","1997","no migration background","middle vocational","","","","","3"
"Min 1x per month","1997","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","1997","no migration background","higher vocational","","","","","3"
"Min 1x per month","1997","no migration background","higher education","","","","","3"
"Min 1x per month","1997","direct migration background","in school","","","","","3"
"Min 1x per month","1997","direct migration background","inadequately","","","","","3"
"Min 1x per month","1997","direct migration background","general elemantary","","","","","3"
"Min 1x per month","1997","direct migration background","middle vocational","","","","","3"
"Min 1x per month","1997","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1997","direct migration background","higher vocational","","","","","3"
"Min 1x per month","1997","direct migration background","higher education","","","","","3"
"Min 1x per week","1997","indirect migration background","in school","","","","","2"
"Min 1x per week","1997","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1997","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","1997","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1997","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","1997","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1997","indirect migration background","higher education","","","","","2"
"Min 1x per week","1997","direct migration background","in school","","","","","2"
"Min 1x per week","1997","direct migration background","inadequately","","","","","2"
"Min 1x per week","1997","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","1997","no migration background","higher vocational","","","","","2"
"Min 1x per week","1997","no migration background","higher education","","","","","2"
"Min 1x per week","1997","direct migration background","general elemantary","","","","","2"
"Min 1x per week","1997","direct migration background","middle vocational","","","","","2"
"Min 1x per week","1997","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","1997","direct migration background","higher vocational","","","","","2"
"Min 1x per week","1997","direct migration background","higher education","","","","","2"
"Min 1x per week","1997","no migration background","in school","","","","","2"
"Min 1x per week","1997","no migration background","inadequately","","","","","2"
"Min 1x per week","1997","no migration background","general elemantary","","","","","2"
"Min 1x per week","1997","no migration background","middle vocational","","","","","2"
"Never","1997","indirect migration background","higher vocational","","","","","5"
"Never","1997","indirect migration background","vocational + Abi","","","","","5"
"Never","1997","indirect migration background","in school","","","","","5"
"Never","1997","indirect migration background","inadequately","","","","","5"
"Never","1997","indirect migration background","general elemantary","","","","","5"
"Never","1997","indirect migration background","middle vocational","","","","","5"
"Never","1997","indirect migration background","higher education","","","","","5"
"Never","1997","direct migration background","in school","","","","","5"
"Never","1997","direct migration background","inadequately","","","","","5"
"Never","1997","direct migration background","general elemantary","","","","","5"
"Never","1997","direct migration background","middle vocational","","","","","5"
"Never","1997","direct migration background","vocational + Abi","","","","","5"
"Never","1997","direct migration background","higher vocational","","","","","5"
"Never","1997","direct migration background","higher education","","","","","5"
"Never","1997","no migration background","in school","","","","","5"
"Never","1997","no migration background","inadequately","","","","","5"
"Never","1997","no migration background","general elemantary","","","","","5"
"Never","1997","no migration background","middle vocational","","","","","5"
"Never","1997","no migration background","vocational + Abi","","","","","5"
"Never","1997","no migration background","higher vocational","","","","","5"
"Never","1997","no migration background","higher education","","","","","5"
"Rarely","1997","indirect migration background","in school","","","","","4"
"Rarely","1997","indirect migration background","inadequately","","","","","4"
"Rarely","1997","indirect migration background","general elemantary","","","","","4"
"Rarely","1997","indirect migration background","middle vocational","","","","","4"
"Rarely","1997","indirect migration background","vocational + Abi","","","","","4"
"Rarely","1997","indirect migration background","higher vocational","","","","","4"
"Rarely","1997","indirect migration background","higher education","","","","","4"
"Rarely","1997","no migration background","in school","","","","","4"
"Rarely","1997","no migration background","inadequately","","","","","4"
"Rarely","1997","no migration background","general elemantary","","","","","4"
"Rarely","1997","no migration background","middle vocational","","","","","4"
"Rarely","1997","no migration background","vocational + Abi","","","","","4"
"Rarely","1997","no migration background","higher vocational","","","","","4"
"Rarely","1997","no migration background","higher education","","","","","4"
"Rarely","1997","direct migration background","in school","","","","","4"
"Rarely","1997","direct migration background","vocational + Abi","","","","","4"
"Rarely","1997","direct migration background","higher vocational","","","","","4"
"Rarely","1997","direct migration background","higher education","","","","","4"
"Rarely","1997","direct migration background","inadequately","","","","","4"
"Rarely","1997","direct migration background","general elemantary","","","","","4"
"Rarely","1997","direct migration background","middle vocational","","","","","4"
"Daily","1998","indirect migration background","in school","2","","","","1"
"Daily","1998","indirect migration background","inadequately","","","","","1"
"Daily","1998","indirect migration background","general elemantary","10","","","","1"
"Daily","1998","indirect migration background","middle vocational","7","","","","1"
"Daily","1998","indirect migration background","vocational + Abi","","","","","1"
"Daily","1998","indirect migration background","higher vocational","","","","","1"
"Daily","1998","indirect migration background","higher education","","","","","1"
"Daily","1998","no migration background","general elemantary","31","0.020720119780518","0.0139106424086005","0.0275295971524354","1"
"Daily","1998","no migration background","middle vocational","111","0.0189224224589794","0.0154618555527463","0.0223829893652125","1"
"Daily","1998","no migration background","vocational + Abi","15","","","","1"
"Daily","1998","no migration background","higher vocational","17","","","","1"
"Daily","1998","no migration background","higher education","58","0.0472144940614768","0.0372801257073797","0.0571488624155739","1"
"Daily","1998","direct migration background","in school","4","","","","1"
"Daily","1998","direct migration background","inadequately","1","","","","1"
"Daily","1998","direct migration background","general elemantary","5","","","","1"
"Daily","1998","direct migration background","middle vocational","11","","","","1"
"Daily","1998","direct migration background","vocational + Abi","1","","","","1"
"Daily","1998","direct migration background","higher vocational","3","","","","1"
"Daily","1998","direct migration background","higher education","8","","","","1"
"Daily","1998","no migration background","in school","22","","","","1"
"Daily","1998","no migration background","inadequately","1","","","","1"
"Min 1x per month","1998","indirect migration background","in school","6","","","","3"
"Min 1x per month","1998","indirect migration background","inadequately","2","","","","3"
"Min 1x per month","1998","indirect migration background","general elemantary","8","","","","3"
"Min 1x per month","1998","indirect migration background","middle vocational","17","","","","3"
"Min 1x per month","1998","indirect migration background","vocational + Abi","4","","","","3"
"Min 1x per month","1998","indirect migration background","higher vocational","1","","","","3"
"Min 1x per month","1998","indirect migration background","higher education","5","","","","3"
"Min 1x per month","1998","no migration background","in school","29","","","","3"
"Min 1x per month","1998","no migration background","inadequately","3","","","","3"
"Min 1x per month","1998","no migration background","general elemantary","111","0.0558756973547352","0.0448960017293369","0.0668553929801336","3"
"Min 1x per month","1998","no migration background","middle vocational","473","0.0799829462705849","0.0730931902042951","0.0868727023368746","3"
"Min 1x per month","1998","no migration background","vocational + Abi","45","0.139175792157939","0.10296536737544","0.175386216940438","3"
"Min 1x per month","1998","no migration background","higher vocational","64","0.106896493658991","0.0847833704073122","0.12900961691067","3"
"Min 1x per month","1998","no migration background","higher education","227","0.127296859263788","0.111685269454929","0.142908449072646","3"
"Min 1x per month","1998","direct migration background","in school","2","","","","3"
"Min 1x per month","1998","direct migration background","inadequately","3","","","","3"
"Min 1x per month","1998","direct migration background","general elemantary","23","","","","3"
"Min 1x per month","1998","direct migration background","middle vocational","40","0.0503166920274321","0.0355427790608947","0.0650906049939695","3"
"Min 1x per month","1998","direct migration background","vocational + Abi","10","","","","3"
"Min 1x per month","1998","direct migration background","higher vocational","6","","","","3"
"Min 1x per month","1998","direct migration background","higher education","27","","","","3"
"Min 1x per week","1998","indirect migration background","middle vocational","25","","","","2"
"Min 1x per week","1998","indirect migration background","vocational + Abi","1","","","","2"
"Min 1x per week","1998","indirect migration background","general elemantary","14","","","","2"
"Min 1x per week","1998","indirect migration background","in school","8","","","","2"
"Min 1x per week","1998","indirect migration background","inadequately","1","","","","2"
"Min 1x per week","1998","indirect migration background","higher vocational","4","","","","2"
"Min 1x per week","1998","indirect migration background","higher education","1","","","","2"
"Min 1x per week","1998","direct migration background","in school","7","","","","2"
"Min 1x per week","1998","direct migration background","inadequately","3","","","","2"
"Min 1x per week","1998","no migration background","middle vocational","426","0.0743623882297858","0.0676988580462284","0.0810259184133432","2"
"Min 1x per week","1998","no migration background","vocational + Abi","41","0.115244316006604","0.0818389702812022","0.148649661732006","2"
"Min 1x per week","1998","no migration background","higher vocational","62","0.0820953856890054","0.0624493191948522","0.101741452183159","2"
"Min 1x per week","1998","no migration background","higher education","228","0.146097801197817","0.129554166805223","0.162641435590411","2"
"Min 1x per week","1998","direct migration background","general elemantary","14","","","","2"
"Min 1x per week","1998","direct migration background","middle vocational","28","","","","2"
"Min 1x per week","1998","direct migration background","vocational + Abi","7","","","","2"
"Min 1x per week","1998","direct migration background","higher vocational","3","","","","2"
"Min 1x per week","1998","direct migration background","higher education","18","","","","2"
"Min 1x per week","1998","no migration background","in school","51","0.228309248649578","0.17475727397976","0.281861223319397","2"
"Min 1x per week","1998","no migration background","inadequately","5","","","","2"
"Min 1x per week","1998","no migration background","general elemantary","115","0.0657627849558565","0.0539137518123887","0.0776118180993243","2"
"Never","1998","indirect migration background","higher vocational","8","","","","5"
"Never","1998","indirect migration background","middle vocational","108","0.466820585072526","0.399504546665133","0.534136623479919","5"
"Never","1998","indirect migration background","vocational + Abi","8","","","","5"
"Never","1998","indirect migration background","in school","30","0.408971368680842","0.289450944673239","0.528491792688444","5"
"Never","1998","indirect migration background","inadequately","9","","","","5"
"Never","1998","indirect migration background","general elemantary","117","0.503303725865942","0.433306540165612","0.573300911566272","5"
"Never","1998","indirect migration background","higher education","9","","","","5"
"Never","1998","direct migration background","middle vocational","603","0.656974250945249","0.624890315930896","0.689058185959603","5"
"Never","1998","direct migration background","vocational + Abi","92","0.664646591450813","0.585877597033944","0.743415585867682","5"
"Never","1998","direct migration background","higher vocational","23","","","","5"
"Never","1998","direct migration background","higher education","83","0.354828179165287","0.286795427467159","0.422860930863415","5"
"Never","1998","direct migration background","in school","15","","","","5"
"Never","1998","direct migration background","inadequately","339","0.924198879904538","0.897008333832092","0.951389425976984","5"
"Never","1998","direct migration background","general elemantary","552","0.804247393927537","0.773837995817108","0.834656792037966","5"
"Never","1998","no migration background","in school","66","0.251051096271243","0.195728921374017","0.306373271168469","5"
"Never","1998","no migration background","inadequately","49","0.752456177108847","0.647536229420191","0.857376124797504","5"
"Never","1998","no migration background","general elemantary","1096","0.677688303877242","0.655346550049812","0.700030057704672","5"
"Never","1998","no migration background","middle vocational","3181","0.532917078889017","0.520245404018824","0.545588753759209","5"
"Never","1998","no migration background","vocational + Abi","115","0.335615185706803","0.286215386566194","0.385014984847411","5"
"Never","1998","no migration background","higher vocational","345","0.445622688800718","0.410051053538503","0.481194324062932","5"
"Never","1998","no migration background","higher education","614","0.347759883612586","0.325452506341332","0.37006726088384","5"
"Rarely","1998","indirect migration background","in school","19","","","","4"
"Rarely","1998","indirect migration background","inadequately","5","","","","4"
"Rarely","1998","indirect migration background","general elemantary","47","0.265526550939033","0.203701841655126","0.327351260222941","4"
"Rarely","1998","indirect migration background","middle vocational","54","0.244311492655698","0.186335229359891","0.302287755951504","4"
"Rarely","1998","indirect migration background","vocational + Abi","6","","","","4"
"Rarely","1998","indirect migration background","higher vocational","4","","","","4"
"Rarely","1998","indirect migration background","higher education","9","","","","4"
"Rarely","1998","no migration background","vocational + Abi","135","0.35284377727745","0.302852949299435","0.402834605255466","4"
"Rarely","1998","no migration background","higher vocational","262","0.340499612725343","0.306585278335421","0.374413947115266","4"
"Rarely","1998","no migration background","higher education","624","0.331630961864333","0.309579330953813","0.353682592774853","4"
"Rarely","1998","direct migration background","in school","2","","","","4"
"Rarely","1998","direct migration background","middle vocational","159","0.227675316024586","0.199334782300989","0.256015849748183","4"
"Rarely","1998","direct migration background","vocational + Abi","28","","","","4"
"Rarely","1998","direct migration background","higher vocational","19","","","","4"
"Rarely","1998","direct migration background","higher education","54","0.302725495152078","0.237397747855414","0.368053242448741","4"
"Rarely","1998","no migration background","general elemantary","328","0.179953094031648","0.161589265011298","0.198316923051999","4"
"Rarely","1998","no migration background","middle vocational","1764","0.293815164151633","0.282245959456962","0.305384368846305","4"
"Rarely","1998","direct migration background","inadequately","18","","","","4"
"Rarely","1998","no migration background","in school","68","0.282864770556657","0.225402597040094","0.340326944073219","4"
"Rarely","1998","no migration background","inadequately","7","","","","4"
"Rarely","1998","direct migration background","general elemantary","60","0.0977938724550684","0.0750288582881334","0.120558886622003","4"
"Daily","1999","indirect migration background","in school","","","","","1"
"Daily","1999","indirect migration background","inadequately","","","","","1"
"Daily","1999","indirect migration background","general elemantary","","","","","1"
"Daily","1999","indirect migration background","middle vocational","","","","","1"
"Daily","1999","indirect migration background","vocational + Abi","","","","","1"
"Daily","1999","indirect migration background","higher vocational","","","","","1"
"Daily","1999","indirect migration background","higher education","","","","","1"
"Daily","1999","no migration background","inadequately","","","","","1"
"Daily","1999","no migration background","general elemantary","","","","","1"
"Daily","1999","no migration background","middle vocational","","","","","1"
"Daily","1999","no migration background","vocational + Abi","","","","","1"
"Daily","1999","no migration background","higher vocational","","","","","1"
"Daily","1999","no migration background","higher education","","","","","1"
"Daily","1999","direct migration background","in school","","","","","1"
"Daily","1999","no migration background","in school","","","","","1"
"Daily","1999","direct migration background","inadequately","","","","","1"
"Daily","1999","direct migration background","general elemantary","","","","","1"
"Daily","1999","direct migration background","middle vocational","","","","","1"
"Daily","1999","direct migration background","vocational + Abi","","","","","1"
"Daily","1999","direct migration background","higher vocational","","","","","1"
"Daily","1999","direct migration background","higher education","","","","","1"
"Min 1x per month","1999","indirect migration background","higher education","","","","","3"
"Min 1x per month","1999","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1999","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1999","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1999","direct migration background","middle vocational","","","","","3"
"Min 1x per month","1999","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1999","indirect migration background","in school","","","","","3"
"Min 1x per month","1999","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1999","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","1999","no migration background","in school","","","","","3"
"Min 1x per month","1999","no migration background","inadequately","","","","","3"
"Min 1x per month","1999","no migration background","general elemantary","","","","","3"
"Min 1x per month","1999","no migration background","middle vocational","","","","","3"
"Min 1x per month","1999","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","1999","no migration background","higher vocational","","","","","3"
"Min 1x per month","1999","no migration background","higher education","","","","","3"
"Min 1x per month","1999","direct migration background","in school","","","","","3"
"Min 1x per month","1999","direct migration background","inadequately","","","","","3"
"Min 1x per month","1999","direct migration background","general elemantary","","","","","3"
"Min 1x per month","1999","direct migration background","higher vocational","","","","","3"
"Min 1x per month","1999","direct migration background","higher education","","","","","3"
"Min 1x per week","1999","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","1999","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","1999","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1999","indirect migration background","in school","","","","","2"
"Min 1x per week","1999","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1999","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1999","indirect migration background","higher education","","","","","2"
"Min 1x per week","1999","direct migration background","in school","","","","","2"
"Min 1x per week","1999","direct migration background","inadequately","","","","","2"
"Min 1x per week","1999","direct migration background","general elemantary","","","","","2"
"Min 1x per week","1999","direct migration background","middle vocational","","","","","2"
"Min 1x per week","1999","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","1999","direct migration background","higher vocational","","","","","2"
"Min 1x per week","1999","direct migration background","higher education","","","","","2"
"Min 1x per week","1999","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","1999","no migration background","higher vocational","","","","","2"
"Min 1x per week","1999","no migration background","higher education","","","","","2"
"Min 1x per week","1999","no migration background","in school","","","","","2"
"Min 1x per week","1999","no migration background","inadequately","","","","","2"
"Min 1x per week","1999","no migration background","general elemantary","","","","","2"
"Min 1x per week","1999","no migration background","middle vocational","","","","","2"
"Never","1999","indirect migration background","higher education","","","","","5"
"Never","1999","indirect migration background","higher vocational","","","","","5"
"Never","1999","indirect migration background","vocational + Abi","","","","","5"
"Never","1999","direct migration background","vocational + Abi","","","","","5"
"Never","1999","indirect migration background","in school","","","","","5"
"Never","1999","indirect migration background","inadequately","","","","","5"
"Never","1999","indirect migration background","general elemantary","","","","","5"
"Never","1999","indirect migration background","middle vocational","","","","","5"
"Never","1999","direct migration background","in school","","","","","5"
"Never","1999","direct migration background","inadequately","","","","","5"
"Never","1999","direct migration background","general elemantary","","","","","5"
"Never","1999","direct migration background","middle vocational","","","","","5"
"Never","1999","direct migration background","higher vocational","","","","","5"
"Never","1999","direct migration background","higher education","","","","","5"
"Never","1999","no migration background","in school","","","","","5"
"Never","1999","no migration background","inadequately","","","","","5"
"Never","1999","no migration background","general elemantary","","","","","5"
"Never","1999","no migration background","middle vocational","","","","","5"
"Never","1999","no migration background","vocational + Abi","","","","","5"
"Never","1999","no migration background","higher vocational","","","","","5"
"Never","1999","no migration background","higher education","","","","","5"
"Rarely","1999","indirect migration background","in school","","","","","4"
"Rarely","1999","indirect migration background","vocational + Abi","","","","","4"
"Rarely","1999","indirect migration background","general elemantary","","","","","4"
"Rarely","1999","indirect migration background","inadequately","","","","","4"
"Rarely","1999","indirect migration background","middle vocational","","","","","4"
"Rarely","1999","indirect migration background","higher vocational","","","","","4"
"Rarely","1999","indirect migration background","higher education","","","","","4"
"Rarely","1999","no migration background","in school","","","","","4"
"Rarely","1999","no migration background","inadequately","","","","","4"
"Rarely","1999","no migration background","general elemantary","","","","","4"
"Rarely","1999","no migration background","middle vocational","","","","","4"
"Rarely","1999","no migration background","vocational + Abi","","","","","4"
"Rarely","1999","no migration background","higher vocational","","","","","4"
"Rarely","1999","no migration background","higher education","","","","","4"
"Rarely","1999","direct migration background","in school","","","","","4"
"Rarely","1999","direct migration background","inadequately","","","","","4"
"Rarely","1999","direct migration background","vocational + Abi","","","","","4"
"Rarely","1999","direct migration background","higher vocational","","","","","4"
"Rarely","1999","direct migration background","higher education","","","","","4"
"Rarely","1999","direct migration background","general elemantary","","","","","4"
"Rarely","1999","direct migration background","middle vocational","","","","","4"
"Daily","2000","indirect migration background","vocational + Abi","","","","","1"
"Daily","2000","indirect migration background","higher vocational","","","","","1"
"Daily","2000","indirect migration background","higher education","","","","","1"
"Daily","2000","indirect migration background","in school","","","","","1"
"Daily","2000","indirect migration background","inadequately","","","","","1"
"Daily","2000","indirect migration background","general elemantary","","","","","1"
"Daily","2000","indirect migration background","middle vocational","","","","","1"
"Daily","2000","no migration background","inadequately","","","","","1"
"Daily","2000","no migration background","general elemantary","","","","","1"
"Daily","2000","no migration background","middle vocational","","","","","1"
"Daily","2000","no migration background","vocational + Abi","","","","","1"
"Daily","2000","no migration background","higher vocational","","","","","1"
"Daily","2000","no migration background","higher education","","","","","1"
"Daily","2000","direct migration background","in school","","","","","1"
"Daily","2000","direct migration background","vocational + Abi","","","","","1"
"Daily","2000","direct migration background","higher vocational","","","","","1"
"Daily","2000","direct migration background","higher education","","","","","1"
"Daily","2000","no migration background","in school","","","","","1"
"Daily","2000","direct migration background","inadequately","","","","","1"
"Daily","2000","direct migration background","general elemantary","","","","","1"
"Daily","2000","direct migration background","middle vocational","","","","","1"
"Min 1x per month","2000","indirect migration background","in school","","","","","3"
"Min 1x per month","2000","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2000","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","2000","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2000","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2000","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","2000","indirect migration background","higher education","","","","","3"
"Min 1x per month","2000","no migration background","in school","","","","","3"
"Min 1x per month","2000","no migration background","inadequately","","","","","3"
"Min 1x per month","2000","no migration background","general elemantary","","","","","3"
"Min 1x per month","2000","no migration background","middle vocational","","","","","3"
"Min 1x per month","2000","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2000","no migration background","higher vocational","","","","","3"
