"plh0206i02","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2018","Not Employed","West Germany","247","0.687249255894461","0.639556645518336","0.734941866270586","1"
"1 Strongly disagree","2018","Not Employed","East Germany","36","0.764571773815689","0.643278265536943","0.885865282094435","1"
"1 Strongly disagree","2018","Employed","West Germany","","","","","1"
"2 on scale 1-7 ","2018","Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","West Germany","35","0.067164541179662","0.0414151284965708","0.0929139538627532","2"
"2 on scale 1-7 ","2018","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","East Germany","4","","","","2"
"3 on scale 1-7 ","2018","Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2018","Not Employed","West Germany","19","","","","3"
"3 on scale 1-7 ","2018","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2018","Not Employed","East Germany","2","","","","3"
"4 on scale 1-7","2018","Employed","East Germany","","","","","4"
"4 on scale 1-7","2018","Not Employed","West Germany","21","","","","4"
"4 on scale 1-7","2018","Not Employed","East Germany","4","","","","4"
"4 on scale 1-7","2018","Employed","West Germany","","","","","4"
"5 on scale 1-7","2018","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2018","Employed","East Germany","","","","","5"
"5 on scale 1-7","2018","Not Employed","West Germany","11","","","","5"
"5 on scale 1-7","2018","Employed","West Germany","","","","","5"
"6 on scale 1-7","2018","Employed","East Germany","","","","","6"
"6 on scale 1-7","2018","Not Employed","West Germany","13","","","","6"
"6 on scale 1-7","2018","Employed","West Germany","","","","","6"
"6 on scale 1-7","2018","Not Employed","East Germany","1","","","","6"
"7 Strongly agree","2018","Not Employed","West Germany","17","","","","7"
"7 Strongly agree","2018","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2018","Employed","West Germany","","","","","7"
"7 Strongly agree","2018","Employed","East Germany","","","","","7"
"1 Strongly disagree","2019","Employed","East Germany","","","","","1"
"1 Strongly disagree","2019","Not Employed","East Germany","15","","","","1"
"1 Strongly disagree","2019","Employed","West Germany","","","","","1"
"1 Strongly disagree","2019","Not Employed","West Germany","136","0.599789594561473","0.538812615838767","0.660766573284179","1"
"2 on scale 1-7 ","2019","Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2019","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2019","Not Employed","West Germany","41","0.181332592269529","0.133379796125416","0.229285388413641","2"
"2 on scale 1-7 ","2019","Not Employed","East Germany","2","","","","2"
"3 on scale 1-7 ","2019","Not Employed","West Germany","30","0.101652225894302","0.0640422595245442","0.139262192264059","3"
"3 on scale 1-7 ","2019","Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2019","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2019","Not Employed","East Germany","1","","","","3"
"4 on scale 1-7","2019","Employed","East Germany","","","","","4"
"4 on scale 1-7","2019","Not Employed","East Germany","1","","","","4"
"4 on scale 1-7","2019","Employed","West Germany","","","","","4"
"4 on scale 1-7","2019","Not Employed","West Germany","16","","","","4"
"5 on scale 1-7","2019","Employed","East Germany","","","","","5"
"5 on scale 1-7","2019","Not Employed","West Germany","8","","","","5"
"5 on scale 1-7","2019","Not Employed","East Germany","1","","","","5"
"5 on scale 1-7","2019","Employed","West Germany","","","","","5"
"6 on scale 1-7","2019","Employed","East Germany","","","","","6"
"6 on scale 1-7","2019","Not Employed","West Germany","5","","","","6"
"6 on scale 1-7","2019","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2019","Employed","West Germany","","","","","6"
"7 Strongly agree","2019","Not Employed","West Germany","12","","","","7"
"7 Strongly agree","2019","Not Employed","East Germany","2","","","","7"
"7 Strongly agree","2019","Employed","West Germany","","","","","7"
"7 Strongly agree","2019","Employed","East Germany","","","","","7"
