"plh0206i02","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2013","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2013","16-34 y.","Not Employed","","","","","6"
"7 Strongly agree","2013","66 and older","Employed","","","","","7"
"7 Strongly agree","2013","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2013","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2013","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2013","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2013","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2014","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2014","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2014","66 and older","Employed","","","","","1"
"1 Strongly disagree","2014","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2014","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2014","66 and older","Not Employed","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Not Employed","","","","","2"
"3 on scale 1-7 ","2014","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2014","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Not Employed","","","","","3"
"4 on scale 1-7","2014","66 and older","Employed","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2014","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2014","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Not Employed","","","","","5"
"5 on scale 1-7","2014","66 and older","Employed","","","","","5"
"5 on scale 1-7","2014","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2014","66 and older","Not Employed","","","","","5"
"6 on scale 1-7","2014","66 and older","Employed","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Not Employed","","","","","6"
"6 on scale 1-7","2014","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2014","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2014","35-65 y.","Employed","","","","","6"
"7 Strongly agree","2014","66 and older","Employed","","","","","7"
"7 Strongly agree","2014","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2014","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2014","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2014","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2014","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2015","16-34 y.","Employed","961","0.219035048472754","0.206427361038016","0.231642735907491","1"
"1 Strongly disagree","2015","35-65 y.","Not Employed","1079","0.279705064437383","0.264111869174611","0.295298259700155","1"
"1 Strongly disagree","2015","35-65 y.","Employed","3212","0.24343958342831","0.235743775120285","0.251135391736334","1"
"1 Strongly disagree","2015","66 and older","Not Employed","1270","0.290225958585034","0.276853242120181","0.303598675049886","1"
"1 Strongly disagree","2015","66 and older","Employed","142","0.255055654409495","0.217372615085549","0.292738693733441","1"
"1 Strongly disagree","2015","16-34 y.","Not Employed","808","0.272450639390462","0.254987835885602","0.289913442895322","1"
"2 on scale 1-7 ","2015","66 and older","Employed","113","0.219303991241721","0.183533016145735","0.255074966337706","2"
"2 on scale 1-7 ","2015","66 and older","Not Employed","1068","0.242108316245722","0.22948713864489","0.254729493846553","2"
"2 on scale 1-7 ","2015","35-65 y.","Not Employed","743","0.232575962234612","0.217899212658347","0.247252711810877","2"
"2 on scale 1-7 ","2015","35-65 y.","Employed","3140","0.262953467132903","0.255058983287754","0.270847950978052","2"
"2 on scale 1-7 ","2015","16-34 y.","Employed","1138","0.290855836949549","0.277011600343648","0.30470007355545","2"
"2 on scale 1-7 ","2015","16-34 y.","Not Employed","662","0.292792671934175","0.274944559324379","0.310640784543971","2"
"3 on scale 1-7 ","2015","66 and older","Employed","107","0.205556189754126","0.170620976085856","0.240491403422396","3"
"3 on scale 1-7 ","2015","35-65 y.","Not Employed","423","0.137913356344219","0.125934692047463","0.149892020640975","3"
"3 on scale 1-7 ","2015","66 and older","Not Employed","745","0.162146012664952","0.15128603928762","0.173005986042283","3"
"3 on scale 1-7 ","2015","16-34 y.","Employed","722","0.181675981347358","0.169922290554585","0.193429672140132","3"
"3 on scale 1-7 ","2015","35-65 y.","Employed","2082","0.181021428554704","0.174116835309556","0.187926021799853","3"
"3 on scale 1-7 ","2015","16-34 y.","Not Employed","322","0.149726628997495","0.135731798838339","0.163721459156651","3"
"4 on scale 1-7","2015","66 and older","Employed","66","0.135112444526744","0.105559957767462","0.164664931286026","4"
"4 on scale 1-7","2015","35-65 y.","Not Employed","412","0.145388784937378","0.133143200447982","0.157634369426775","4"
"4 on scale 1-7","2015","66 and older","Not Employed","628","0.140372923916877","0.130137916311509","0.150607931522246","4"
"4 on scale 1-7","2015","16-34 y.","Employed","588","0.1475682260173","0.136756647719509","0.158379804315091","4"
"4 on scale 1-7","2015","35-65 y.","Employed","1647","0.147396699056698","0.14103966966356","0.153753728449837","4"
"4 on scale 1-7","2015","16-34 y.","Not Employed","294","0.115441456867209","0.102907649666595","0.127975264067822","4"
"5 on scale 1-7","2015","35-65 y.","Not Employed","233","0.0878698599588416","0.0780347744048047","0.0977049455128785","5"
"5 on scale 1-7","2015","16-34 y.","Employed","366","0.0861098032807364","0.0775584241268069","0.0946611824346659","5"
"5 on scale 1-7","2015","16-34 y.","Not Employed","193","0.0897587587460842","0.0785474711533133","0.100970046338855","5"
"5 on scale 1-7","2015","66 and older","Employed","39","0.0878914025417003","0.0634141311207467","0.112368673962654","5"
"5 on scale 1-7","2015","66 and older","Not Employed","358","0.0834189901928047","0.0752717720419138","0.0915662083436956","5"
"5 on scale 1-7","2015","35-65 y.","Employed","951","0.0846890022266233","0.0796963112724289","0.0896816931808177","5"
"6 on scale 1-7","2015","66 and older","Not Employed","207","0.0496739213776902","0.0432722702896204","0.0560755724657599","6"
"6 on scale 1-7","2015","66 and older","Employed","25","","","","6"
"6 on scale 1-7","2015","16-34 y.","Employed","183","0.0452692767907471","0.0389319648882733","0.0516065886932208","6"
"6 on scale 1-7","2015","35-65 y.","Employed","476","0.041221502447294","0.0376565159678558","0.0447864889267321","6"
"6 on scale 1-7","2015","35-65 y.","Not Employed","123","0.0520748732949937","0.044356408985248","0.0597933376047393","6"
"6 on scale 1-7","2015","16-34 y.","Not Employed","99","0.0367857086294767","0.0294025900783594","0.0441688271805941","6"
"7 Strongly agree","2015","66 and older","Employed","22","","","","7"
"7 Strongly agree","2015","16-34 y.","Not Employed","119","0.0430441354350985","0.035083609371922","0.051004661498275","7"
"7 Strongly agree","2015","16-34 y.","Employed","176","0.0294858271415558","0.0243291439173435","0.034642510365768","7"
"7 Strongly agree","2015","35-65 y.","Not Employed","170","0.0644720987925724","0.0559402323569351","0.0730039652282097","7"
"7 Strongly agree","2015","35-65 y.","Employed","438","0.0392783171534678","0.0357948472043515","0.042761787102584","7"
"7 Strongly agree","2015","66 and older","Not Employed","149","0.0320538770169206","0.0268639968647041","0.0372437571691372","7"
"1 Strongly disagree","2016","66 and older","Not Employed","19","","","","1"
"1 Strongly disagree","2016","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2016","35-65 y.","Not Employed","1383","0.63096971730522","0.608708713238486","0.653230721371954","1"
"1 Strongly disagree","2016","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2016","66 and older","Employed","","","","","1"
"1 Strongly disagree","2016","16-34 y.","Not Employed","1650","0.548466209333117","0.528740677308282","0.568191741357951","1"
"2 on scale 1-7 ","2016","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2016","66 and older","Not Employed","4","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","Not Employed","144","0.153330765804266","0.136708851852615","0.169952679755917","2"
"2 on scale 1-7 ","2016","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Not Employed","229","0.117289591271587","0.104535558764025","0.130043623779149","2"
"3 on scale 1-7 ","2016","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2016","66 and older","Not Employed","2","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","Not Employed","67","0.0525653323706589","0.0422701550469733","0.0628605096943445","3"
"3 on scale 1-7 ","2016","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Not Employed","138","0.101165419512878","0.0892127588797194","0.113118080146036","3"
"4 on scale 1-7","2016","66 and older","Employed","","","","","4"
"4 on scale 1-7","2016","66 and older","Not Employed","1","","","","4"
"4 on scale 1-7","2016","35-65 y.","Not Employed","66","0.0561798741761828","0.0455569401095126","0.0668028082428531","4"
"4 on scale 1-7","2016","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2016","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2016","16-34 y.","Not Employed","131","0.0683990521924905","0.058393324898594","0.0784047794863869","4"
"5 on scale 1-7","2016","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2016","35-65 y.","Not Employed","52","0.048763676671839","0.0388278976895658","0.0586994556541121","5"
"5 on scale 1-7","2016","66 and older","Employed","","","","","5"
"5 on scale 1-7","2016","16-34 y.","Not Employed","91","0.0743698754499133","0.063970052961981","0.0847696979378457","5"
"5 on scale 1-7","2016","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2016","35-65 y.","Employed","","","","","5"
"6 on scale 1-7","2016","66 and older","Employed","","","","","6"
"6 on scale 1-7","2016","35-65 y.","Not Employed","25","","","","6"
"6 on scale 1-7","2016","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2016","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2016","16-34 y.","Not Employed","66","0.0391272153555936","0.0314415569854972","0.04681287372569","6"
"6 on scale 1-7","2016","35-65 y.","Employed","","","","","6"
"7 Strongly agree","2016","66 and older","Employed","","","","","7"
"7 Strongly agree","2016","16-34 y.","Not Employed","140","0.0511826368844218","0.0424476692653058","0.0599176045035377","7"
"7 Strongly agree","2016","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2016","35-65 y.","Not Employed","68","0.0394511415153813","0.0304706727849404","0.0484316102458222","7"
"7 Strongly agree","2016","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2016","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2017","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2017","35-65 y.","Not Employed","757","0.778953223693984","0.752635750603783","0.805270696784185","1"
"1 Strongly disagree","2017","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2017","66 and older","Not Employed","31","0.839023497692998","0.718972673506284","0.959074321879711","1"
"1 Strongly disagree","2017","66 and older","Employed","","","","","1"
"1 Strongly disagree","2017","16-34 y.","Not Employed","1308","0.698798507077448","0.677715318864151","0.719881695290745","1"
"2 on scale 1-7 ","2017","66 and older","Not Employed","2","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2017","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","Not Employed","94","0.106923552424195","0.0873248457530813","0.126522259095309","2"
"2 on scale 1-7 ","2017","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2017","16-34 y.","Not Employed","185","0.114759378326776","0.100112114565798","0.129406642087753","2"
"3 on scale 1-7 ","2017","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2017","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2017","35-65 y.","Not Employed","38","0.0409733452068502","0.0284011112110492","0.0535455792026513","3"
"3 on scale 1-7 ","2017","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2017","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2017","16-34 y.","Not Employed","79","0.034902136609128","0.02646794572963","0.043336327488626","3"
"4 on scale 1-7","2017","35-65 y.","Not Employed","19","","","","4"
"4 on scale 1-7","2017","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2017","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2017","16-34 y.","Not Employed","89","0.0569242604246649","0.0462766114204556","0.0675719094288742","4"
"4 on scale 1-7","2017","66 and older","Not Employed","1","","","","4"
"4 on scale 1-7","2017","66 and older","Employed","","","","","4"
"5 on scale 1-7","2017","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2017","35-65 y.","Not Employed","15","","","","5"
"5 on scale 1-7","2017","66 and older","Employed","","","","","5"
"5 on scale 1-7","2017","16-34 y.","Not Employed","58","0.0356601135611704","0.0271381795393043","0.0441820475830365","5"
"5 on scale 1-7","2017","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2017","35-65 y.","Employed","","","","","5"
"6 on scale 1-7","2017","35-65 y.","Not Employed","10","","","","6"
"6 on scale 1-7","2017","66 and older","Not Employed","1","","","","6"
"6 on scale 1-7","2017","66 and older","Employed","","","","","6"
"6 on scale 1-7","2017","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2017","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2017","16-34 y.","Not Employed","19","","","","6"
"7 Strongly agree","2017","16-34 y.","Not Employed","81","0.0468592347598693","0.0371472529632381","0.0565712165565005","7"
"7 Strongly agree","2017","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2017","35-65 y.","Not Employed","22","","","","7"
"7 Strongly agree","2017","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2017","66 and older","Not Employed","1","","","","7"
"7 Strongly agree","2017","66 and older","Employed","","","","","7"
"1 Strongly disagree","2018","66 and older","Not Employed","4","","","","1"
"1 Strongly disagree","2018","66 and older","Employed","","","","","1"
"1 Strongly disagree","2018","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2018","35-65 y.","Not Employed","117","0.723517754257359","0.65399807665836","0.793037431856358","1"
"1 Strongly disagree","2018","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2018","16-34 y.","Not Employed","162","0.684067121942845","0.626091370672333","0.742042873213358","1"
"2 on scale 1-7 ","2018","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2018","66 and older","Not Employed","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","Not Employed","14","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","Not Employed","25","","","","2"
"3 on scale 1-7 ","2018","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2018","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2018","35-65 y.","Not Employed","5","","","","3"
"3 on scale 1-7 ","2018","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","Not Employed","16","","","","3"
"4 on scale 1-7","2018","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2018","35-65 y.","Not Employed","6","","","","4"
"4 on scale 1-7","2018","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2018","16-34 y.","Not Employed","19","","","","4"
"4 on scale 1-7","2018","66 and older","Employed","","","","","4"
"4 on scale 1-7","2018","66 and older","Not Employed","","","","","4"
"5 on scale 1-7","2018","66 and older","Employed","","","","","5"
"5 on scale 1-7","2018","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2018","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2018","35-65 y.","Not Employed","5","","","","5"
"5 on scale 1-7","2018","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2018","16-34 y.","Not Employed","6","","","","5"
"6 on scale 1-7","2018","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2018","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2018","16-34 y.","Not Employed","7","","","","6"
"6 on scale 1-7","2018","35-65 y.","Not Employed","7","","","","6"
"6 on scale 1-7","2018","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2018","66 and older","Employed","","","","","6"
"7 Strongly agree","2018","66 and older","Employed","","","","","7"
"7 Strongly agree","2018","16-34 y.","Not Employed","12","","","","7"
"7 Strongly agree","2018","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2018","35-65 y.","Not Employed","5","","","","7"
"7 Strongly agree","2018","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2018","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2019","66 and older","Not Employed","5","","","","1"
"1 Strongly disagree","2019","66 and older","Employed","","","","","1"
"1 Strongly disagree","2019","35-65 y.","Not Employed","73","0.684943220895415","0.602848121022336","0.767038320768494","1"
"1 Strongly disagree","2019","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2019","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2019","16-34 y.","Not Employed","73","0.574983117897216","0.493387061029022","0.65657917476541","1"
"2 on scale 1-7 ","2019","66 and older","Not Employed","1","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","Not Employed","18","","","","2"
"2 on scale 1-7 ","2019","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2019","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2019","16-34 y.","Not Employed","24","","","","2"
"3 on scale 1-7 ","2019","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2019","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2019","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2019","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2019","35-65 y.","Not Employed","15","","","","3"
"3 on scale 1-7 ","2019","16-34 y.","Not Employed","16","","","","3"
"4 on scale 1-7","2019","35-65 y.","Not Employed","8","","","","4"
"4 on scale 1-7","2019","66 and older","Employed","","","","","4"
"4 on scale 1-7","2019","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2019","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2019","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2019","16-34 y.","Not Employed","9","","","","4"
"5 on scale 1-7","2019","16-34 y.","Not Employed","7","","","","5"
"5 on scale 1-7","2019","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2019","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2019","35-65 y.","Not Employed","2","","","","5"
"5 on scale 1-7","2019","66 and older","Employed","","","","","5"
"5 on scale 1-7","2019","16-34 y.","Employed","","","","","5"
"6 on scale 1-7","2019","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2019","35-65 y.","Not Employed","2","","","","6"
"6 on scale 1-7","2019","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2019","16-34 y.","Not Employed","3","","","","6"
"6 on scale 1-7","2019","66 and older","Employed","","","","","6"
"6 on scale 1-7","2019","35-65 y.","Employed","","","","","6"
"7 Strongly agree","2019","16-34 y.","Not Employed","9","","","","7"
"7 Strongly agree","2019","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2019","35-65 y.","Not Employed","5","","","","7"
"7 Strongly agree","2019","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2019","66 and older","Not Employed","","","","","7"
"7 Strongly agree","2019","66 and older","Employed","","","","","7"
