"plh0206i02","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2018","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2018","Employed","Rural Area","","","",""
"4 on scale 1-7","2018","Not Employed","Urban Area","16","","",""
"4 on scale 1-7","2018","Not Employed","Rural Area","9","","",""
"4 on scale 1-7","2018","Employed","Urban Area","","","",""
"4 on scale 1-7","2018","Employed","Rural Area","","","",""
"5 on scale 1-7","2018","Not Employed","Urban Area","8","","",""
"5 on scale 1-7","2018","Not Employed","Rural Area","3","","",""
"5 on scale 1-7","2018","Employed","Urban Area","","","",""
"5 on scale 1-7","2018","Employed","Rural Area","","","",""
"6 on scale 1-7","2018","Not Employed","Urban Area","7","","",""
"6 on scale 1-7","2018","Not Employed","Rural Area","7","","",""
"6 on scale 1-7","2018","Employed","Urban Area","","","",""
"6 on scale 1-7","2018","Employed","Rural Area","","","",""
"7 Strongly agree","2018","Not Employed","Urban Area","13","","",""
"7 Strongly agree","2018","Not Employed","Rural Area","4","","",""
"7 Strongly agree","2018","Employed","Urban Area","","","",""
"7 Strongly agree","2018","Employed","Rural Area","","","",""
"1 Strongly disagree","2019","Not Employed","Urban Area","92","0.606387999051108","0.532730969061899","0.680045029040317"
"1 Strongly disagree","2019","Not Employed","Rural Area","58","0.63289042173326","0.538416877070504","0.727363966396016"
"1 Strongly disagree","2019","Employed","Urban Area","","","",""
"1 Strongly disagree","2019","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2019","Not Employed","Urban Area","20","","",""
"2 on scale 1-7 ","2019","Not Employed","Rural Area","23","","",""
"2 on scale 1-7 ","2019","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2019","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2019","Not Employed","Urban Area","25","","",""
"3 on scale 1-7 ","2019","Not Employed","Rural Area","6","","",""
"3 on scale 1-7 ","2019","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2019","Employed","Rural Area","","","",""
"4 on scale 1-7","2019","Not Employed","Urban Area","12","","",""
"4 on scale 1-7","2019","Not Employed","Rural Area","5","","",""
"4 on scale 1-7","2019","Employed","Urban Area","","","",""
"4 on scale 1-7","2019","Employed","Rural Area","","","",""
"5 on scale 1-7","2019","Not Employed","Urban Area","7","","",""
"5 on scale 1-7","2019","Not Employed","Rural Area","2","","",""
"5 on scale 1-7","2019","Employed","Urban Area","","","",""
"5 on scale 1-7","2019","Employed","Rural Area","","","",""
"6 on scale 1-7","2019","Not Employed","Urban Area","4","","",""
"6 on scale 1-7","2019","Not Employed","Rural Area","1","","",""
"6 on scale 1-7","2019","Employed","Urban Area","","","",""
"6 on scale 1-7","2019","Employed","Rural Area","","","",""
"7 Strongly agree","2019","Not Employed","Urban Area","9","","",""
"7 Strongly agree","2019","Not Employed","Rural Area","5","","",""
"7 Strongly agree","2019","Employed","Urban Area","","","",""
"7 Strongly agree","2019","Employed","Rural Area","","","",""
