"plh0206i02","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2019","West Germany","Male","","","",""
"5 on scale 1-7","2019","West Germany","Female","","","",""
"5 on scale 1-7","2019","East Germany","Male","","","",""
"5 on scale 1-7","2019","East Germany","Female","","","",""
"6 on scale 1-7","2019","West Germany","Male","","","",""
"6 on scale 1-7","2019","West Germany","Female","","","",""
"6 on scale 1-7","2019","East Germany","Male","","","",""
"6 on scale 1-7","2019","East Germany","Female","","","",""
"7 Strongly agree","2019","West Germany","Male","","","",""
"7 Strongly agree","2019","West Germany","Female","","","",""
"7 Strongly agree","2019","East Germany","Male","","","",""
"7 Strongly agree","2019","East Germany","Female","","","",""
