"plh0206i02","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2014","1-pers.-HH","","","",""
"4 on scale 1-7","2014","(Married) couple without C. ","","","",""
"4 on scale 1-7","2014","Single parent ","","","",""
"4 on scale 1-7","2014","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2014","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2014","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2014","1-pers.-HH","","","",""
"5 on scale 1-7","2014","(Married) couple without C. ","","","",""
"5 on scale 1-7","2014","Single parent ","","","",""
"5 on scale 1-7","2014","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2014","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2014","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2014","1-pers.-HH","","","",""
"6 on scale 1-7","2014","(Married) couple without C. ","","","",""
"6 on scale 1-7","2014","Single parent ","","","",""
"6 on scale 1-7","2014","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2014","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2014","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2014","1-pers.-HH","","","",""
"7 Strongly agree","2014","(Married) couple without C. ","","","",""
"7 Strongly agree","2014","Single parent ","","","",""
"7 Strongly agree","2014","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2014","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2014","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2015","1-pers.-HH","1123","0.280794696008675","0.26635368789849","0.295235704118859"
"1 Strongly disagree","2015","(Married) couple without C. ","2125","0.244466191172997","0.234995781779921","0.253936600566073"
"1 Strongly disagree","2015","Single parent ","728","0.299833453550047","0.281433448835559","0.318233458264536"
"1 Strongly disagree","2015","Couple + C. LE 16 ","1898","0.254547228578761","0.244111279968442","0.264983177189079"
"1 Strongly disagree","2015","Couple + C. GT 16 ","719","0.210310754330046","0.195594727460255","0.225026781199837"
"1 Strongly disagree","2015","Couple + C. LE and GT 16","621","0.262541555356331","0.244254301105602","0.280828809607059"
"2 on scale 1-7 ","2015","1-pers.-HH","973","0.266212945021359","0.252010071193065","0.280415818849654"
"2 on scale 1-7 ","2015","(Married) couple without C. ","1981","0.248004394362348","0.238488059006166","0.257520729718529"
"2 on scale 1-7 ","2015","Single parent ","613","0.237374157261422","0.220287791875886","0.254460522646958"
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","1734","0.283096300977696","0.27230347470376","0.293889127251632"
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","763","0.272398426441651","0.256322321526075","0.288474531357227"
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","612","0.265187446604255","0.246841274471756","0.283533618736755"
"3 on scale 1-7 ","2015","1-pers.-HH","600","0.168658790699667","0.156625877980741","0.180691703418594"
"3 on scale 1-7 ","2015","(Married) couple without C. ","1362","0.170235955835223","0.161953953446491","0.178517958223955"
"3 on scale 1-7 ","2015","Single parent ","365","0.161728058147898","0.146941661111935","0.176514455183862"
"3 on scale 1-7 ","2015","Couple + C. LE 16 ","1106","0.173792932601122","0.164714765194151","0.182871100008093"
"3 on scale 1-7 ","2015","Couple + C. GT 16 ","531","0.191802393310494","0.177585080765993","0.206019705854996"
"3 on scale 1-7 ","2015","Couple + C. LE and GT 16","333","0.156887628418464","0.141772293321927","0.172002963515"
"4 on scale 1-7","2015","1-pers.-HH","496","0.137291249000753","0.126231885040898","0.148350612960609"
"4 on scale 1-7","2015","(Married) couple without C. ","1156","0.153493478764842","0.145550333274879","0.161436624254805"
"4 on scale 1-7","2015","Single parent ","296","0.131851078646823","0.118264310294837","0.145437846998809"
"4 on scale 1-7","2015","Couple + C. LE 16 ","854","0.127341607889861","0.119355319700323","0.135327896079398"
"4 on scale 1-7","2015","Couple + C. GT 16 ","438","0.151499500414368","0.138552672625721","0.164446328203014"
"4 on scale 1-7","2015","Couple + C. LE and GT 16","288","0.142197733977238","0.127682613931296","0.156712854023179"
"5 on scale 1-7","2015","1-pers.-HH","254","0.0711988377190269","0.062935139512103","0.0794625359259508"
"5 on scale 1-7","2015","(Married) couple without C. ","643","0.0927144015451177","0.0863232663121101","0.0991055367781254"
"5 on scale 1-7","2015","Single parent ","174","0.0744448507030858","0.0639035137738961","0.0849861876322755"
"5 on scale 1-7","2015","Couple + C. LE 16 ","547","0.0851590160927431","0.0784721011011794","0.0918459310843068"
"5 on scale 1-7","2015","Couple + C. GT 16 ","269","0.0978701664573162","0.0871403719190926","0.10859996099554"
"5 on scale 1-7","2015","Couple + C. LE and GT 16","175","0.0805005334022585","0.0691933139942249","0.091807752810292"
"6 on scale 1-7","2015","1-pers.-HH","136","0.0403024237200554","0.0339825354209699","0.046622312019141"
"6 on scale 1-7","2015","(Married) couple without C. ","349","0.0511320381176624","0.0462782385089508","0.0559858377263741"
"6 on scale 1-7","2015","Single parent ","101","0.0520669526128516","0.0431452627021054","0.0609886425235977"
"6 on scale 1-7","2015","Couple + C. LE 16 ","279","0.0382774467273533","0.0336808748115861","0.0428740186431205"
"6 on scale 1-7","2015","Couple + C. GT 16 ","117","0.0445248986794377","0.0370768436483495","0.0519729537105258"
"6 on scale 1-7","2015","Couple + C. LE and GT 16","98","0.0439922205379746","0.0354690857878998","0.0525153552880493"
"7 Strongly agree","2015","1-pers.-HH","138","0.0355410578304633","0.0295915140039632","0.0414906016569634"
"7 Strongly agree","2015","(Married) couple without C. ","295","0.0399535402018106","0.035637791409697","0.0442692889939242"
"7 Strongly agree","2015","Single parent ","105","0.0427014490778716","0.0345820811889255","0.0508208169668177"
"7 Strongly agree","2015","Couple + C. LE 16 ","275","0.0377854671324647","0.0332173626105964","0.042353571654333"
"7 Strongly agree","2015","Couple + C. GT 16 ","109","0.0315938603666868","0.0252775736756421","0.0379101470577315"
"7 Strongly agree","2015","Couple + C. LE and GT 16","97","0.0486928817034797","0.0397480162691383","0.0576377471378212"
"1 Strongly disagree","2016","1-pers.-HH","616","0.657181589111539","0.62662653995289","0.687736638270188"
"1 Strongly disagree","2016","(Married) couple without C. ","113","0.420702468234814","0.345828952792388","0.49557598367724"
"1 Strongly disagree","2016","Single parent ","239","0.56365435527611","0.511094181274744","0.616214529277476"
"1 Strongly disagree","2016","Couple + C. LE 16 ","1383","0.592083133234062","0.569615748939561","0.614550517528563"
"1 Strongly disagree","2016","Couple + C. GT 16 ","62","0.477062220605521","0.366217934271351","0.587906506939692"
"1 Strongly disagree","2016","Couple + C. LE and GT 16","301","0.623827594392089","0.576764915504295","0.670890273279883"
"2 on scale 1-7 ","2016","1-pers.-HH","93","0.106554254204264","0.0866920376129541","0.126416470795574"
"2 on scale 1-7 ","2016","(Married) couple without C. ","15","","",""
"2 on scale 1-7 ","2016","Single parent ","34","0.120360516930804","0.0858755814750394","0.154845452386568"
"2 on scale 1-7 ","2016","Couple + C. LE 16 ","146","0.157693615922548","0.141031987705776","0.174355244139321"
"2 on scale 1-7 ","2016","Couple + C. GT 16 ","6","","",""
"2 on scale 1-7 ","2016","Couple + C. LE and GT 16","32","0.0630510943280859","0.039437877507763","0.0866643111484088"
"3 on scale 1-7 ","2016","1-pers.-HH","65","0.0719157857612253","0.0552849516400499","0.0885466198824007"
"3 on scale 1-7 ","2016","(Married) couple without C. ","8","","",""
"3 on scale 1-7 ","2016","Single parent ","21","","",""
"3 on scale 1-7 ","2016","Couple + C. LE 16 ","60","0.0419090357218193","0.0327482538160782","0.0510698176275604"
"3 on scale 1-7 ","2016","Couple + C. GT 16 ","5","","",""
"3 on scale 1-7 ","2016","Couple + C. LE and GT 16","16","","",""
"4 on scale 1-7","2016","1-pers.-HH","43","0.0437113649652967","0.0305500311222399","0.0568726988083534"
"4 on scale 1-7","2016","(Married) couple without C. ","10","","",""
"4 on scale 1-7","2016","Single parent ","21","","",""
"4 on scale 1-7","2016","Couple + C. LE 16 ","73","0.0642689960385051","0.0530578088192583","0.0754801832577518"
"4 on scale 1-7","2016","Couple + C. GT 16 ","2","","",""
"4 on scale 1-7","2016","Couple + C. LE and GT 16","21","","",""
"5 on scale 1-7","2016","1-pers.-HH","36","0.0394351110394891","0.0269062061618098","0.0519640159171684"
"5 on scale 1-7","2016","(Married) couple without C. ","9","","",""
"5 on scale 1-7","2016","Single parent ","9","","",""
"5 on scale 1-7","2016","Couple + C. LE 16 ","49","0.0806891413940503","0.0682378590989907","0.0931404236891099"
"5 on scale 1-7","2016","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2016","Couple + C. LE and GT 16","15","","",""
"6 on scale 1-7","2016","1-pers.-HH","22","","",""
"6 on scale 1-7","2016","(Married) couple without C. ","3","","",""
"6 on scale 1-7","2016","Single parent ","9","","",""
"6 on scale 1-7","2016","Couple + C. LE 16 ","37","0.0191545904465383","0.0128882778681058","0.0254209030249709"
"6 on scale 1-7","2016","Couple + C. GT 16 ","1","","",""
"6 on scale 1-7","2016","Couple + C. LE and GT 16","6","","",""
"7 Strongly agree","2016","1-pers.-HH","52","0.0498644936066386","0.0358526040859973","0.0638763831272799"
"7 Strongly agree","2016","(Married) couple without C. ","9","","",""
"7 Strongly agree","2016","Single parent ","9","","",""
"7 Strongly agree","2016","Couple + C. LE 16 ","90","0.0442014872424763","0.034804752795021","0.0535982216899316"
"7 Strongly agree","2016","Couple + C. GT 16 ","2","","",""
"7 Strongly agree","2016","Couple + C. LE and GT 16","16","","",""
"1 Strongly disagree","2017","1-pers.-HH","399","0.705233938463752","0.667369995715617","0.743097881211887"
"1 Strongly disagree","2017","(Married) couple without C. ","92","0.764631140538997","0.689353037306868","0.839909243771126"
"1 Strongly disagree","2017","Single parent ","128","0.688039608754118","0.618190448866305","0.757888768641932"
"1 Strongly disagree","2017","Couple + C. LE 16 ","777","0.712019809594601","0.684630518795767","0.739409100393434"
"1 Strongly disagree","2017","Couple + C. GT 16 ","41","0.670882771311485","0.549953141761078","0.791812400861891"
"1 Strongly disagree","2017","Couple + C. LE and GT 16","230","0.779162077310975","0.731746050930419","0.82657810369153"
"2 on scale 1-7 ","2017","1-pers.-HH","55","0.110626487179282","0.0845774215408758","0.136675552817689"
"2 on scale 1-7 ","2017","(Married) couple without C. ","16","","",""
"2 on scale 1-7 ","2017","Single parent ","13","","",""
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","101","0.11544141256798","0.0961129389381236","0.134769886197837"
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","10","","",""
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","28","","",""
"3 on scale 1-7 ","2017","1-pers.-HH","28","","",""
"3 on scale 1-7 ","2017","(Married) couple without C. ","4","","",""
"3 on scale 1-7 ","2017","Single parent ","8","","",""
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","41","0.0454395263130694","0.0328423832150078","0.0580366694111311"
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","3","","",""
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","10","","",""
"4 on scale 1-7","2017","1-pers.-HH","23","","",""
"4 on scale 1-7","2017","(Married) couple without C. ","4","","",""
"4 on scale 1-7","2017","Single parent ","5","","",""
"4 on scale 1-7","2017","Couple + C. LE 16 ","43","0.0335144212677014","0.0226284547871915","0.0444003877482112"
"4 on scale 1-7","2017","Couple + C. GT 16 ","2","","",""
"4 on scale 1-7","2017","Couple + C. LE and GT 16","10","","",""
"5 on scale 1-7","2017","1-pers.-HH","19","","",""
"5 on scale 1-7","2017","(Married) couple without C. ","3","","",""
"5 on scale 1-7","2017","Single parent ","6","","",""
"5 on scale 1-7","2017","Couple + C. LE 16 ","27","","",""
"5 on scale 1-7","2017","Couple + C. GT 16 ","1","","",""
"5 on scale 1-7","2017","Couple + C. LE and GT 16","6","","",""
"6 on scale 1-7","2017","1-pers.-HH","8","","",""
"6 on scale 1-7","2017","(Married) couple without C. ","","","",""
"6 on scale 1-7","2017","Single parent ","3","","",""
"6 on scale 1-7","2017","Couple + C. LE 16 ","15","","",""
"6 on scale 1-7","2017","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2017","Couple + C. LE and GT 16","1","","",""
"7 Strongly agree","2017","1-pers.-HH","25","","",""
"7 Strongly agree","2017","(Married) couple without C. ","3","","",""
"7 Strongly agree","2017","Single parent ","6","","",""
"7 Strongly agree","2017","Couple + C. LE 16 ","46","0.0493040167154649","0.0362087176245862","0.0623993158063436"
"7 Strongly agree","2017","Couple + C. GT 16 ","1","","",""
"7 Strongly agree","2017","Couple + C. LE and GT 16","9","","",""
"1 Strongly disagree","2018","1-pers.-HH","4","","",""
"1 Strongly disagree","2018","(Married) couple without C. ","15","","",""
"1 Strongly disagree","2018","Single parent ","17","","",""
"1 Strongly disagree","2018","Couple + C. LE 16 ","97","0.67849230738998","0.602990461068993","0.753994153710968"
"1 Strongly disagree","2018","Couple + C. GT 16 ","13","","",""
"1 Strongly disagree","2018","Couple + C. LE and GT 16","72","0.615999257911909","0.522525963872981","0.709472551950838"
"2 on scale 1-7 ","2018","1-pers.-HH","1","","",""
"2 on scale 1-7 ","2018","(Married) couple without C. ","2","","",""
"2 on scale 1-7 ","2018","Single parent ","4","","",""
"2 on scale 1-7 ","2018","Couple + C. LE 16 ","18","","",""
"2 on scale 1-7 ","2018","Couple + C. GT 16 ","2","","",""
"2 on scale 1-7 ","2018","Couple + C. LE and GT 16","5","","",""
"3 on scale 1-7 ","2018","1-pers.-HH","","","",""
"3 on scale 1-7 ","2018","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2018","Single parent ","1","","",""
"3 on scale 1-7 ","2018","Couple + C. LE 16 ","8","","",""
"3 on scale 1-7 ","2018","Couple + C. GT 16 ","1","","",""
"3 on scale 1-7 ","2018","Couple + C. LE and GT 16","6","","",""
"4 on scale 1-7","2018","1-pers.-HH","1","","",""
"4 on scale 1-7","2018","(Married) couple without C. ","1","","",""
"4 on scale 1-7","2018","Single parent ","2","","",""
"4 on scale 1-7","2018","Couple + C. LE 16 ","8","","",""
"4 on scale 1-7","2018","Couple + C. GT 16 ","1","","",""
"4 on scale 1-7","2018","Couple + C. LE and GT 16","8","","",""
"5 on scale 1-7","2018","1-pers.-HH","","","",""
"5 on scale 1-7","2018","(Married) couple without C. ","","","",""
"5 on scale 1-7","2018","Single parent ","","","",""
"5 on scale 1-7","2018","Couple + C. LE 16 ","3","","",""
"5 on scale 1-7","2018","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2018","Couple + C. LE and GT 16","4","","",""
"6 on scale 1-7","2018","1-pers.-HH","","","",""
"6 on scale 1-7","2018","(Married) couple without C. ","1","","",""
"6 on scale 1-7","2018","Single parent ","1","","",""
"6 on scale 1-7","2018","Couple + C. LE 16 ","4","","",""
"6 on scale 1-7","2018","Couple + C. GT 16 ","1","","",""
"6 on scale 1-7","2018","Couple + C. LE and GT 16","4","","",""
"7 Strongly agree","2018","1-pers.-HH","","","",""
"7 Strongly agree","2018","(Married) couple without C. ","1","","",""
"7 Strongly agree","2018","Single parent ","","","",""
"7 Strongly agree","2018","Couple + C. LE 16 ","9","","",""
"7 Strongly agree","2018","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2018","Couple + C. LE and GT 16","5","","",""
"1 Strongly disagree","2019","1-pers.-HH","3","","",""
"1 Strongly disagree","2019","(Married) couple without C. ","11","","",""
"1 Strongly disagree","2019","Single parent ","8","","",""
"1 Strongly disagree","2019","Couple + C. LE 16 ","60","0.688650625349221","0.600082609909317","0.777218640789125"
"1 Strongly disagree","2019","Couple + C. GT 16 ","10","","",""
"1 Strongly disagree","2019","Couple + C. LE and GT 16","36","0.425819663106903","0.305613031794688","0.546026294419118"
"2 on scale 1-7 ","2019","1-pers.-HH","2","","",""
"2 on scale 1-7 ","2019","(Married) couple without C. ","3","","",""
"2 on scale 1-7 ","2019","Single parent ","6","","",""
"2 on scale 1-7 ","2019","Couple + C. LE 16 ","17","","",""
"2 on scale 1-7 ","2019","Couple + C. GT 16 ","2","","",""
"2 on scale 1-7 ","2019","Couple + C. LE and GT 16","7","","",""
"3 on scale 1-7 ","2019","1-pers.-HH","","","",""
"3 on scale 1-7 ","2019","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2019","Single parent ","3","","",""
"3 on scale 1-7 ","2019","Couple + C. LE 16 ","12","","",""
"3 on scale 1-7 ","2019","Couple + C. GT 16 ","2","","",""
"3 on scale 1-7 ","2019","Couple + C. LE and GT 16","9","","",""
"4 on scale 1-7","2019","1-pers.-HH","","","",""
"4 on scale 1-7","2019","(Married) couple without C. ","","","",""
"4 on scale 1-7","2019","Single parent ","","","",""
"4 on scale 1-7","2019","Couple + C. LE 16 ","6","","",""
"4 on scale 1-7","2019","Couple + C. GT 16 ","1","","",""
"4 on scale 1-7","2019","Couple + C. LE and GT 16","5","","",""
"5 on scale 1-7","2019","1-pers.-HH","","","",""
"5 on scale 1-7","2019","(Married) couple without C. ","","","",""
"5 on scale 1-7","2019","Single parent ","","","",""
"5 on scale 1-7","2019","Couple + C. LE 16 ","4","","",""
"5 on scale 1-7","2019","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2019","Couple + C. LE and GT 16","3","","",""
"6 on scale 1-7","2019","1-pers.-HH","","","",""
"6 on scale 1-7","2019","(Married) couple without C. ","","","",""
"6 on scale 1-7","2019","Single parent ","","","",""
"6 on scale 1-7","2019","Couple + C. LE 16 ","1","","",""
"6 on scale 1-7","2019","Couple + C. GT 16 ","2","","",""
"6 on scale 1-7","2019","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2019","1-pers.-HH","","","",""
"7 Strongly agree","2019","(Married) couple without C. ","2","","",""
"7 Strongly agree","2019","Single parent ","","","",""
"7 Strongly agree","2019","Couple + C. LE 16 ","5","","",""
"7 Strongly agree","2019","Couple + C. GT 16 ","2","","",""
"7 Strongly agree","2019","Couple + C. LE and GT 16","5","","",""
