"plh0206i02","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2014","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2014","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2014","no migration background","Urban Area","","","",""
"4 on scale 1-7","2014","no migration background","Rural Area","","","",""
"4 on scale 1-7","2014","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2014","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2014","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2014","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2014","no migration background","Urban Area","","","",""
"5 on scale 1-7","2014","no migration background","Rural Area","","","",""
"5 on scale 1-7","2014","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2014","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2014","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2014","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2014","no migration background","Urban Area","","","",""
"6 on scale 1-7","2014","no migration background","Rural Area","","","",""
"6 on scale 1-7","2014","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2014","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2014","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2014","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2014","no migration background","Urban Area","","","",""
"7 Strongly agree","2014","no migration background","Rural Area","","","",""
"7 Strongly agree","2014","direct migration background","Urban Area","","","",""
"7 Strongly agree","2014","direct migration background","Rural Area","","","",""
"7 Strongly agree","2014","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2014","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2015","no migration background","Urban Area","3026","0.24046109103965","0.232784603103271","0.24813757897603"
"1 Strongly disagree","2015","no migration background","Rural Area","1761","0.230586198547429","0.220952825069814","0.240219572025044"
"1 Strongly disagree","2015","direct migration background","Urban Area","1620","0.345756977921567","0.331547864329558","0.359966091513576"
"1 Strongly disagree","2015","direct migration background","Rural Area","567","0.368280147522563","0.343547284063876","0.393013010981249"
"1 Strongly disagree","2015","indirect migration background","Urban Area","406","0.275952570100437","0.252291733661431","0.299613406539443"
"1 Strongly disagree","2015","indirect migration background","Rural Area","92","0.217806705225696","0.172080139053868","0.263533271397525"
"2 on scale 1-7 ","2015","no migration background","Urban Area","3358","0.280903638236412","0.272830593116692","0.288976683356132"
"2 on scale 1-7 ","2015","no migration background","Rural Area","1808","0.247160920194024","0.237295337613014","0.257026502775034"
"2 on scale 1-7 ","2015","direct migration background","Urban Area","989","0.230830164998058","0.218241798959058","0.243418531037058"
"2 on scale 1-7 ","2015","direct migration background","Rural Area","307","0.207046543691119","0.186269640136949","0.227823447245288"
"2 on scale 1-7 ","2015","indirect migration background","Urban Area","324","0.220992806197494","0.19902993239887","0.242955679996118"
"2 on scale 1-7 ","2015","indirect migration background","Rural Area","78","0.269922333694166","0.220743314410349","0.319101352977983"
"3 on scale 1-7 ","2015","no migration background","Urban Area","2060","0.174579776500492","0.167761106523743","0.181398446477242"
"3 on scale 1-7 ","2015","no migration background","Rural Area","1351","0.187461230459708","0.178535175950534","0.196387284968881"
"3 on scale 1-7 ","2015","direct migration background","Urban Area","551","0.129003475368124","0.11898916894699","0.139017781789257"
"3 on scale 1-7 ","2015","direct migration background","Rural Area","176","0.133244067993668","0.115818163235218","0.150669972752118"
"3 on scale 1-7 ","2015","indirect migration background","Urban Area","222","0.173688911130817","0.153635548823393","0.193742273438242"
"3 on scale 1-7 ","2015","indirect migration background","Rural Area","41","0.165351091897482","0.124195261333091","0.206506922461873"
"4 on scale 1-7","2015","no migration background","Urban Area","1624","0.143426558219038","0.137130594121918","0.149722522316158"
"4 on scale 1-7","2015","no migration background","Rural Area","1146","0.152231635355121","0.14401540103402","0.160447869676223"
"4 on scale 1-7","2015","direct migration background","Urban Area","500","0.134575827195112","0.124380292673274","0.144771361716951"
"4 on scale 1-7","2015","direct migration background","Rural Area","174","0.123371038886614","0.106507935558751","0.140234142214478"
"4 on scale 1-7","2015","indirect migration background","Urban Area","143","0.121249294115272","0.103970962039975","0.138527626190569"
"4 on scale 1-7","2015","indirect migration background","Rural Area","48","0.159479031092925","0.118918653187069","0.200039408998781"
"5 on scale 1-7","2015","no migration background","Urban Area","973","0.0858887330435806","0.0808556652399379","0.0909218008472233"
"5 on scale 1-7","2015","no migration background","Rural Area","637","0.0908132944264753","0.084241514512292","0.0973850743406586"
"5 on scale 1-7","2015","direct migration background","Urban Area","271","0.0630004557023259","0.0557418451631319","0.0702590662415199"
"5 on scale 1-7","2015","direct migration background","Rural Area","108","0.0870665249294742","0.0726098586949211","0.101523191164027"
"5 on scale 1-7","2015","indirect migration background","Urban Area","124","0.103734117304343","0.0875939287506314","0.119874305858055"
"5 on scale 1-7","2015","indirect migration background","Rural Area","27","","",""
"6 on scale 1-7","2015","no migration background","Urban Area","465","0.0443601918059143","0.0406618335730293","0.0480585500387994"
"6 on scale 1-7","2015","no migration background","Rural Area","338","0.0465649156015406","0.0417459177631437","0.0513839134399375"
"6 on scale 1-7","2015","direct migration background","Urban Area","169","0.0440388593852528","0.0379090056751162","0.0501687130953895"
"6 on scale 1-7","2015","direct migration background","Rural Area","63","0.0432993479835085","0.0328629244279429","0.0537357715390741"
"6 on scale 1-7","2015","indirect migration background","Urban Area","64","0.0467826200454422","0.035604529837779","0.0579607102531055"
"6 on scale 1-7","2015","indirect migration background","Rural Area","14","","",""
"7 Strongly agree","2015","no migration background","Urban Area","400","0.0303800111549124","0.0272971078992229","0.0334629144106018"
"7 Strongly agree","2015","no migration background","Rural Area","303","0.0451818054157019","0.0404314742146155","0.0499321366167882"
"7 Strongly agree","2015","direct migration background","Urban Area","204","0.0527942394295604","0.0461134559947024","0.0594750228644183"
"7 Strongly agree","2015","direct migration background","Rural Area","66","0.0376923289930541","0.0279265600769405","0.0474580979091676"
"7 Strongly agree","2015","indirect migration background","Urban Area","88","0.0575996811061935","0.0452670109752117","0.0699323512371753"
"7 Strongly agree","2015","indirect migration background","Rural Area","13","","",""
"1 Strongly disagree","2016","no migration background","Urban Area","1","","",""
"1 Strongly disagree","2016","no migration background","Rural Area","1","","",""
"1 Strongly disagree","2016","direct migration background","Urban Area","2133","0.59438276873581","0.576667212630998","0.612098324840622"
"1 Strongly disagree","2016","direct migration background","Rural Area","927","0.642395214644478","0.616499794850256","0.6682906344387"
"1 Strongly disagree","2016","indirect migration background","Urban Area","4","","",""
"1 Strongly disagree","2016","indirect migration background","Rural Area","2","","",""
"2 on scale 1-7 ","2016","no migration background","Urban Area","4","","",""
"2 on scale 1-7 ","2016","no migration background","Rural Area","1","","",""
"2 on scale 1-7 ","2016","direct migration background","Urban Area","262","0.120439580218612","0.108696529360323","0.1321826310769"
"2 on scale 1-7 ","2016","direct migration background","Rural Area","109","0.119113368571568","0.101612467520873","0.136614269622263"
"2 on scale 1-7 ","2016","indirect migration background","Urban Area","2","","",""
"2 on scale 1-7 ","2016","indirect migration background","Rural Area","1","","",""
"3 on scale 1-7 ","2016","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2016","no migration background","Rural Area","1","","",""
"3 on scale 1-7 ","2016","direct migration background","Urban Area","137","0.0795544832509183","0.0697912231550018","0.0893177433468349"
"3 on scale 1-7 ","2016","direct migration background","Rural Area","66","0.0626666817582548","0.0495722841731933","0.0757610793433164"
"3 on scale 1-7 ","2016","indirect migration background","Urban Area","4","","",""
"3 on scale 1-7 ","2016","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2016","no migration background","Urban Area","1","","",""
"4 on scale 1-7","2016","no migration background","Rural Area","","","",""
"4 on scale 1-7","2016","direct migration background","Urban Area","140","0.0675539298430185","0.0584986754219489","0.076609184264088"
"4 on scale 1-7","2016","direct migration background","Rural Area","58","0.041434968693997","0.0306674794948979","0.0522024578930962"
"4 on scale 1-7","2016","indirect migration background","Urban Area","1","","",""
"4 on scale 1-7","2016","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2016","no migration background","Urban Area","4","","",""
"5 on scale 1-7","2016","no migration background","Rural Area","1","","",""
"5 on scale 1-7","2016","direct migration background","Urban Area","90","0.0623330130366617","0.0536103949170226","0.0710556311563009"
"5 on scale 1-7","2016","direct migration background","Rural Area","48","0.0484522765629569","0.0368513540121107","0.0600531991138031"
"5 on scale 1-7","2016","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2016","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2016","no migration background","Urban Area","","","",""
"6 on scale 1-7","2016","no migration background","Rural Area","","","",""
"6 on scale 1-7","2016","direct migration background","Urban Area","57","0.0258912736139283","0.0201614149390334","0.0316211322888232"
"6 on scale 1-7","2016","direct migration background","Rural Area","33","0.0338459733803093","0.0240759222902914","0.0436160244703273"
"6 on scale 1-7","2016","indirect migration background","Urban Area","2","","",""
"6 on scale 1-7","2016","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2016","no migration background","Urban Area","","","",""
"7 Strongly agree","2016","no migration background","Rural Area","","","",""
"7 Strongly agree","2016","direct migration background","Urban Area","132","0.0498449513010515","0.0419931135931192","0.0576967890089838"
"7 Strongly agree","2016","direct migration background","Rural Area","75","0.0520915163884358","0.0400858339566296","0.0640971988202419"
"7 Strongly agree","2016","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2016","indirect migration background","Rural Area","1","","",""
"1 Strongly disagree","2017","no migration background","Urban Area","","","",""
"1 Strongly disagree","2017","no migration background","Rural Area","","","",""
"1 Strongly disagree","2017","direct migration background","Urban Area","1491","0.68798878238247","0.667922870645577","0.708054694119362"
"1 Strongly disagree","2017","direct migration background","Rural Area","605","0.809527902578395","0.781647297251773","0.837408507905017"
"1 Strongly disagree","2017","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2017","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2017","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2017","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2017","direct migration background","Urban Area","224","0.126625163218533","0.11222247824734","0.141027848189725"
"2 on scale 1-7 ","2017","direct migration background","Rural Area","57","0.0731791490579356","0.0546880731792126","0.0916702249366586"
"2 on scale 1-7 ","2017","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2017","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2017","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2017","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2017","direct migration background","Urban Area","96","0.0414572526078581","0.032823708411961","0.0500907968037553"
"3 on scale 1-7 ","2017","direct migration background","Rural Area","21","","",""
"3 on scale 1-7 ","2017","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2017","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2017","no migration background","Urban Area","","","",""
"4 on scale 1-7","2017","no migration background","Rural Area","","","",""
"4 on scale 1-7","2017","direct migration background","Urban Area","80","0.0506554501163996","0.0411579756421878","0.0601529245906114"
"4 on scale 1-7","2017","direct migration background","Rural Area","29","","",""
"4 on scale 1-7","2017","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2017","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2017","no migration background","Urban Area","","","",""
"5 on scale 1-7","2017","no migration background","Rural Area","","","",""
"5 on scale 1-7","2017","direct migration background","Urban Area","56","0.034360593763262","0.0264716123104055","0.0422495752161184"
"5 on scale 1-7","2017","direct migration background","Rural Area","17","","",""
"5 on scale 1-7","2017","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2017","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2017","no migration background","Urban Area","","","",""
"6 on scale 1-7","2017","no migration background","Rural Area","","","",""
"6 on scale 1-7","2017","direct migration background","Urban Area","25","","",""
"6 on scale 1-7","2017","direct migration background","Rural Area","5","","",""
"6 on scale 1-7","2017","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2017","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2017","no migration background","Urban Area","","","",""
"7 Strongly agree","2017","no migration background","Rural Area","","","",""
"7 Strongly agree","2017","direct migration background","Urban Area","76","0.043002079999348","0.0342162389234481","0.0517879210752479"
"7 Strongly agree","2017","direct migration background","Rural Area","28","","",""
"7 Strongly agree","2017","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2017","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2018","no migration background","Urban Area","","","",""
"1 Strongly disagree","2018","no migration background","Rural Area","","","",""
"1 Strongly disagree","2018","direct migration background","Urban Area","174","0.658020724827109","0.600359867298744","0.715681582355474"
"1 Strongly disagree","2018","direct migration background","Rural Area","109","0.779233743801071","0.712859026654691","0.845608460947451"
"1 Strongly disagree","2018","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2018","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2018","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2018","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2018","direct migration background","Urban Area","26","","",""
"2 on scale 1-7 ","2018","direct migration background","Rural Area","13","","",""
"2 on scale 1-7 ","2018","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2018","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2018","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2018","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2018","direct migration background","Urban Area","16","","",""
"3 on scale 1-7 ","2018","direct migration background","Rural Area","5","","",""
"3 on scale 1-7 ","2018","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2018","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2018","no migration background","Urban Area","","","",""
"4 on scale 1-7","2018","no migration background","Rural Area","","","",""
"4 on scale 1-7","2018","direct migration background","Urban Area","16","","",""
"4 on scale 1-7","2018","direct migration background","Rural Area","9","","",""
"4 on scale 1-7","2018","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2018","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2018","no migration background","Urban Area","","","",""
"5 on scale 1-7","2018","no migration background","Rural Area","","","",""
"5 on scale 1-7","2018","direct migration background","Urban Area","8","","",""
"5 on scale 1-7","2018","direct migration background","Rural Area","3","","",""
"5 on scale 1-7","2018","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2018","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2018","no migration background","Urban Area","","","",""
"6 on scale 1-7","2018","no migration background","Rural Area","","","",""
"6 on scale 1-7","2018","direct migration background","Urban Area","7","","",""
"6 on scale 1-7","2018","direct migration background","Rural Area","7","","",""
"6 on scale 1-7","2018","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2018","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2018","no migration background","Urban Area","","","",""
"7 Strongly agree","2018","no migration background","Rural Area","","","",""
"7 Strongly agree","2018","direct migration background","Urban Area","13","","",""
"7 Strongly agree","2018","direct migration background","Rural Area","4","","",""
"7 Strongly agree","2018","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2018","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2019","no migration background","Urban Area","","","",""
"1 Strongly disagree","2019","no migration background","Rural Area","","","",""
"1 Strongly disagree","2019","direct migration background","Urban Area","92","0.606387999051108","0.532730969061899","0.680045029040317"
"1 Strongly disagree","2019","direct migration background","Rural Area","58","0.63289042173326","0.538416877070504","0.727363966396016"
"1 Strongly disagree","2019","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2019","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2019","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2019","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2019","direct migration background","Urban Area","20","","",""
"2 on scale 1-7 ","2019","direct migration background","Rural Area","23","","",""
"2 on scale 1-7 ","2019","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2019","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2019","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2019","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2019","direct migration background","Urban Area","25","","",""
"3 on scale 1-7 ","2019","direct migration background","Rural Area","6","","",""
"3 on scale 1-7 ","2019","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2019","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2019","no migration background","Urban Area","","","",""
"4 on scale 1-7","2019","no migration background","Rural Area","","","",""
"4 on scale 1-7","2019","direct migration background","Urban Area","12","","",""
"4 on scale 1-7","2019","direct migration background","Rural Area","5","","",""
"4 on scale 1-7","2019","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2019","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2019","no migration background","Urban Area","","","",""
"5 on scale 1-7","2019","no migration background","Rural Area","","","",""
"5 on scale 1-7","2019","direct migration background","Urban Area","7","","",""
"5 on scale 1-7","2019","direct migration background","Rural Area","2","","",""
"5 on scale 1-7","2019","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2019","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2019","no migration background","Urban Area","","","",""
"6 on scale 1-7","2019","no migration background","Rural Area","","","",""
"6 on scale 1-7","2019","direct migration background","Urban Area","4","","",""
"6 on scale 1-7","2019","direct migration background","Rural Area","1","","",""
"6 on scale 1-7","2019","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2019","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2019","no migration background","Urban Area","","","",""
"7 Strongly agree","2019","no migration background","Rural Area","","","",""
"7 Strongly agree","2019","direct migration background","Urban Area","9","","",""
"7 Strongly agree","2019","direct migration background","Rural Area","5","","",""
"7 Strongly agree","2019","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2019","indirect migration background","Rural Area","","","",""
