"party","year","education","migback","n","percent","lower_confidence","upper_confidence"
"AfD","1990","college entrance qualification","direct migration background","","","",""
"AfD","1990","college entrance qualification","indirect migration background","","","",""
"AfD","1990","Other degree","no migration background","","","",""
"AfD","1990","Other degree","direct migration background","","","",""
"AfD","1990","Other degree","indirect migration background","","","",""
"AfD","1990","no degree/no degree yet","no migration background","","","",""
"AfD","1990","no degree/no degree yet","direct migration background","","","",""
"AfD","1990","no degree/no degree yet","indirect migration background","","","",""
"Other","1990","lower secondary degree","no migration background","","","",""
"Other","1990","lower secondary degree","direct migration background","","","",""
"Other","1990","lower secondary degree","indirect migration background","","","",""
"Other","1990","secondary school degree","no migration background","","","",""
"Other","1990","secondary school degree","direct migration background","","","",""
"Other","1990","secondary school degree","indirect migration background","","","",""
"Other","1990","college entrance qualification","no migration background","","","",""
"Other","1990","college entrance qualification","direct migration background","","","",""
"Other","1990","college entrance qualification","indirect migration background","","","",""
"Other","1990","Other degree","no migration background","","","",""
"Other","1990","Other degree","direct migration background","","","",""
"Other","1990","Other degree","indirect migration background","","","",""
"Other","1990","no degree/no degree yet","no migration background","","","",""
"Other","1990","no degree/no degree yet","direct migration background","","","",""
"Other","1990","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","1991","lower secondary degree","no migration background","947","0.43354378700521","0.412717199467278","0.454370374543142"
"CDU/CSU","1991","lower secondary degree","direct migration background","58","0.433984961177057","0.346750401405101","0.521219520949014"
"CDU/CSU","1991","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","1991","secondary school degree","no migration background","389","0.463530042885295","0.430469953653483","0.496590132117107"
"CDU/CSU","1991","secondary school degree","direct migration background","37","0.713973828398529","0.592312042000926","0.835635614796131"
"CDU/CSU","1991","secondary school degree","indirect migration background","","","",""
"CDU/CSU","1991","college entrance qualification","no migration background","266","0.370645012784559","0.335560995135737","0.405729030433381"
"CDU/CSU","1991","college entrance qualification","direct migration background","","","",""
"CDU/CSU","1991","college entrance qualification","indirect migration background","","","",""
"CDU/CSU","1991","Other degree","no migration background","","","",""
"CDU/CSU","1991","Other degree","direct migration background","","","",""
"CDU/CSU","1991","Other degree","indirect migration background","","","",""
"CDU/CSU","1991","no degree/no degree yet","no migration background","","","",""
"CDU/CSU","1991","no degree/no degree yet","direct migration background","","","",""
"CDU/CSU","1991","no degree/no degree yet","indirect migration background","","","",""
"SPD","1991","lower secondary degree","no migration background","1091","0.503674337521754","0.482661885356164","0.524686789687345"
"SPD","1991","lower secondary degree","direct migration background","60","0.516781958222366","0.428826561750713","0.604737354694019"
"SPD","1991","lower secondary degree","indirect migration background","","","",""
"SPD","1991","secondary school degree","no migration background","371","0.402376206816689","0.369865795760434","0.434886617872944"
"SPD","1991","secondary school degree","direct migration background","","","",""
"SPD","1991","secondary school degree","indirect migration background","","","",""
"SPD","1991","college entrance qualification","no migration background","266","0.342286215931886","0.307819843359419","0.376752588504354"
"SPD","1991","college entrance qualification","direct migration background","","","",""
"SPD","1991","college entrance qualification","indirect migration background","","","",""
"SPD","1991","Other degree","no migration background","","","",""
"SPD","1991","Other degree","direct migration background","","","",""
"SPD","1991","Other degree","indirect migration background","","","",""
"SPD","1991","no degree/no degree yet","no migration background","30","0.486403379843676","0.362982912421527","0.609823847265824"
"SPD","1991","no degree/no degree yet","direct migration background","","","",""
"SPD","1991","no degree/no degree yet","indirect migration background","","","",""
"FDP","1991","lower secondary degree","no migration background","58","0.0279666950257106","0.0210375507140996","0.0348958393373217"
"FDP","1991","lower secondary degree","direct migration background","","","",""
"FDP","1991","lower secondary degree","indirect migration background","","","",""
"FDP","1991","secondary school degree","no migration background","50","0.0660192060988955","0.0495566792500341","0.082481732947757"
"FDP","1991","secondary school degree","direct migration background","","","",""
"FDP","1991","secondary school degree","indirect migration background","","","",""
"FDP","1991","college entrance qualification","no migration background","84","0.13472723702259","0.109925241790651","0.159529232254529"
"FDP","1991","college entrance qualification","direct migration background","","","",""
"FDP","1991","college entrance qualification","indirect migration background","","","",""
"FDP","1991","Other degree","no migration background","","","",""
"FDP","1991","Other degree","direct migration background","","","",""
"FDP","1991","Other degree","indirect migration background","","","",""
"FDP","1991","no degree/no degree yet","no migration background","","","",""
"FDP","1991","no degree/no degree yet","direct migration background","","","",""
"FDP","1991","no degree/no degree yet","indirect migration background","","","",""
"Grüne","1991","lower secondary degree","no migration background","39","0.0176186314027553","0.0120896566867719","0.0231476061187386"
"Grüne","1991","lower secondary degree","direct migration background","","","",""
"Grüne","1991","lower secondary degree","indirect migration background","","","",""
"Grüne","1991","secondary school degree","no migration background","53","0.0596523985736771","0.0439505588223129","0.0753542383250412"
"Grüne","1991","secondary school degree","direct migration background","","","",""
"Grüne","1991","secondary school degree","indirect migration background","","","",""
"Grüne","1991","college entrance qualification","no migration background","105","0.138015583755328","0.11296048194287","0.163070685567785"
"Grüne","1991","college entrance qualification","direct migration background","","","",""
"Grüne","1991","college entrance qualification","indirect migration background","","","",""
"Grüne","1991","Other degree","no migration background","","","",""
"Grüne","1991","Other degree","direct migration background","","","",""
"Grüne","1991","Other degree","indirect migration background","","","",""
"Grüne","1991","no degree/no degree yet","no migration background","","","",""
"Grüne","1991","no degree/no degree yet","direct migration background","","","",""
"Grüne","1991","no degree/no degree yet","indirect migration background","","","",""
"PDS/Linke","1991","lower secondary degree","no migration background","","","",""
"PDS/Linke","1991","lower secondary degree","direct migration background","","","",""
"PDS/Linke","1991","lower secondary degree","indirect migration background","","","",""
"PDS/Linke","1991","secondary school degree","no migration background","","","",""
"PDS/Linke","1991","secondary school degree","direct migration background","","","",""
"PDS/Linke","1991","secondary school degree","indirect migration background","","","",""
"PDS/Linke","1991","college entrance qualification","no migration background","","","",""
"PDS/Linke","1991","college entrance qualification","direct migration background","","","",""
"PDS/Linke","1991","college entrance qualification","indirect migration background","","","",""
"PDS/Linke","1991","Other degree","no migration background","","","",""
"PDS/Linke","1991","Other degree","direct migration background","","","",""
"PDS/Linke","1991","Other degree","indirect migration background","","","",""
"PDS/Linke","1991","no degree/no degree yet","no migration background","","","",""
"PDS/Linke","1991","no degree/no degree yet","direct migration background","","","",""
"PDS/Linke","1991","no degree/no degree yet","indirect migration background","","","",""
"NPD Combination","1991","lower secondary degree","no migration background","","","",""
"NPD Combination","1991","lower secondary degree","direct migration background","","","",""
"NPD Combination","1991","lower secondary degree","indirect migration background","","","",""
"NPD Combination","1991","secondary school degree","no migration background","","","",""
"NPD Combination","1991","secondary school degree","direct migration background","","","",""
"NPD Combination","1991","secondary school degree","indirect migration background","","","",""
"NPD Combination","1991","college entrance qualification","no migration background","","","",""
"NPD Combination","1991","college entrance qualification","direct migration background","","","",""
"NPD Combination","1991","college entrance qualification","indirect migration background","","","",""
"NPD Combination","1991","Other degree","no migration background","","","",""
"NPD Combination","1991","Other degree","direct migration background","","","",""
"NPD Combination","1991","Other degree","indirect migration background","","","",""
"NPD Combination","1991","no degree/no degree yet","no migration background","","","",""
"NPD Combination","1991","no degree/no degree yet","direct migration background","","","",""
"NPD Combination","1991","no degree/no degree yet","indirect migration background","","","",""
"AfD","1991","lower secondary degree","no migration background","","","",""
"AfD","1991","lower secondary degree","direct migration background","","","",""
"AfD","1991","lower secondary degree","indirect migration background","","","",""
"AfD","1991","secondary school degree","no migration background","","","",""
"AfD","1991","secondary school degree","direct migration background","","","",""
"AfD","1991","secondary school degree","indirect migration background","","","",""
"AfD","1991","college entrance qualification","no migration background","","","",""
"AfD","1991","college entrance qualification","direct migration background","","","",""
"AfD","1991","college entrance qualification","indirect migration background","","","",""
"AfD","1991","Other degree","no migration background","","","",""
"AfD","1991","Other degree","direct migration background","","","",""
"AfD","1991","Other degree","indirect migration background","","","",""
"AfD","1991","no degree/no degree yet","no migration background","","","",""
"AfD","1991","no degree/no degree yet","direct migration background","","","",""
"AfD","1991","no degree/no degree yet","indirect migration background","","","",""
"Other","1991","lower secondary degree","no migration background","","","",""
"Other","1991","lower secondary degree","direct migration background","","","",""
"Other","1991","lower secondary degree","indirect migration background","","","",""
"Other","1991","secondary school degree","no migration background","","","",""
"Other","1991","secondary school degree","direct migration background","","","",""
"Other","1991","secondary school degree","indirect migration background","","","",""
"Other","1991","college entrance qualification","no migration background","","","",""
"Other","1991","college entrance qualification","direct migration background","","","",""
"Other","1991","college entrance qualification","indirect migration background","","","",""
"Other","1991","Other degree","no migration background","","","",""
"Other","1991","Other degree","direct migration background","","","",""
"Other","1991","Other degree","indirect migration background","","","",""
"Other","1991","no degree/no degree yet","no migration background","","","",""
"Other","1991","no degree/no degree yet","direct migration background","","","",""
"Other","1991","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","1992","lower secondary degree","no migration background","1023","0.437613254253241","0.417530093739764","0.457696414766718"
"CDU/CSU","1992","lower secondary degree","direct migration background","66","0.374425296311909","0.311187167265561","0.437663425358256"
"CDU/CSU","1992","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","1992","secondary school degree","no migration background","549","0.443793715849202","0.416950863273752","0.470636568424652"
"CDU/CSU","1992","secondary school degree","direct migration background","37","0.688490245545872","0.580768436625056","0.796212054466688"
"CDU/CSU","1992","secondary school degree","indirect migration background","","","",""
"CDU/CSU","1992","college entrance qualification","no migration background","284","0.347778493799592","0.31674914080297","0.378807846796215"
"CDU/CSU","1992","college entrance qualification","direct migration background","","","",""
"CDU/CSU","1992","college entrance qualification","indirect migration background","","","",""
"CDU/CSU","1992","Other degree","no migration background","","","",""
"CDU/CSU","1992","Other degree","direct migration background","43","0.161640230405935","0.114970092329404","0.208310368482466"
"CDU/CSU","1992","Other degree","indirect migration background","","","",""
"CDU/CSU","1992","no degree/no degree yet","no migration background","","","",""
"CDU/CSU","1992","no degree/no degree yet","direct migration background","","","",""
"CDU/CSU","1992","no degree/no degree yet","indirect migration background","","","",""
"SPD","1992","lower secondary degree","no migration background","1117","0.484514105356608","0.464282474476147","0.504745736237069"
"SPD","1992","lower secondary degree","direct migration background","126","0.538613605578731","0.473476585908259","0.603750625249203"
"SPD","1992","lower secondary degree","indirect migration background","","","",""
"SPD","1992","secondary school degree","no migration background","518","0.395706580590554","0.369286708227796","0.422126452953311"
"SPD","1992","secondary school degree","direct migration background","","","",""
"SPD","1992","secondary school degree","indirect migration background","","","",""
"SPD","1992","college entrance qualification","no migration background","327","0.335944831651493","0.305172538290761","0.366717125012226"
"SPD","1992","college entrance qualification","direct migration background","34","0.34450863848925","0.2323824420785","0.4566348349"
"SPD","1992","college entrance qualification","indirect migration background","","","",""
"SPD","1992","Other degree","no migration background","","","",""
"SPD","1992","Other degree","direct migration background","170","0.694095137708066","0.6356764453363","0.752513830079832"
"SPD","1992","Other degree","indirect migration background","","","",""
"SPD","1992","no degree/no degree yet","no migration background","32","0.544835540271309","0.417766727602108","0.67190435294051"
"SPD","1992","no degree/no degree yet","direct migration background","79","0.73623464787136","0.650292856204664","0.822176439538057"
"SPD","1992","no degree/no degree yet","indirect migration background","","","",""
"FDP","1992","lower secondary degree","no migration background","70","0.0259214023680815","0.0194886692356858","0.0323541355004771"
"FDP","1992","lower secondary degree","direct migration background","","","",""
"FDP","1992","lower secondary degree","indirect migration background","","","",""
"FDP","1992","secondary school degree","no migration background","65","0.0485377652853545","0.0369271345626562","0.0601483960080527"
"FDP","1992","secondary school degree","direct migration background","","","",""
"FDP","1992","secondary school degree","indirect migration background","","","",""
"FDP","1992","college entrance qualification","no migration background","84","0.116732761036435","0.0958125413140536","0.137652980758817"
"FDP","1992","college entrance qualification","direct migration background","","","",""
"FDP","1992","college entrance qualification","indirect migration background","","","",""
"FDP","1992","Other degree","no migration background","","","",""
"FDP","1992","Other degree","direct migration background","","","",""
"FDP","1992","Other degree","indirect migration background","","","",""
"FDP","1992","no degree/no degree yet","no migration background","","","",""
"FDP","1992","no degree/no degree yet","direct migration background","","","",""
"FDP","1992","no degree/no degree yet","indirect migration background","","","",""
"Grüne","1992","lower secondary degree","no migration background","43","0.0169717785293824","0.0117428108394945","0.0222007462192703"
"Grüne","1992","lower secondary degree","direct migration background","","","",""
"Grüne","1992","lower secondary degree","indirect migration background","","","",""
"Grüne","1992","secondary school degree","no migration background","117","0.0734052479661395","0.0593146760942823","0.0874958198379968"
"Grüne","1992","secondary school degree","direct migration background","","","",""
"Grüne","1992","secondary school degree","indirect migration background","","","",""
"Grüne","1992","college entrance qualification","no migration background","156","0.150414495903456","0.12712435078648","0.173704641020432"
"Grüne","1992","college entrance qualification","direct migration background","","","",""
"Grüne","1992","college entrance qualification","indirect migration background","","","",""
"Grüne","1992","Other degree","no migration background","","","",""
"Grüne","1992","Other degree","direct migration background","","","",""
"Grüne","1992","Other degree","indirect migration background","","","",""
"Grüne","1992","no degree/no degree yet","no migration background","","","",""
"Grüne","1992","no degree/no degree yet","direct migration background","","","",""
"Grüne","1992","no degree/no degree yet","indirect migration background","","","",""
"PDS/Linke","1992","lower secondary degree","no migration background","45","0.0142565453306539","0.00945746092816442","0.0190556297331433"
"PDS/Linke","1992","lower secondary degree","direct migration background","","","",""
"PDS/Linke","1992","lower secondary degree","indirect migration background","","","",""
"PDS/Linke","1992","secondary school degree","no migration background","32","0.0137063937990617","0.00742458291107458","0.0199882046870488"
"PDS/Linke","1992","secondary school degree","direct migration background","","","",""
"PDS/Linke","1992","secondary school degree","indirect migration background","","","",""
"PDS/Linke","1992","college entrance qualification","no migration background","36","0.0256156493865926","0.0153226573530707","0.0359086414201145"
"PDS/Linke","1992","college entrance qualification","direct migration background","","","",""
"PDS/Linke","1992","college entrance qualification","indirect migration background","","","",""
"PDS/Linke","1992","Other degree","no migration background","","","",""
"PDS/Linke","1992","Other degree","direct migration background","","","",""
"PDS/Linke","1992","Other degree","indirect migration background","","","",""
"PDS/Linke","1992","no degree/no degree yet","no migration background","","","",""
"PDS/Linke","1992","no degree/no degree yet","direct migration background","","","",""
"PDS/Linke","1992","no degree/no degree yet","indirect migration background","","","",""
"NPD Combination","1992","lower secondary degree","no migration background","","","",""
"NPD Combination","1992","lower secondary degree","direct migration background","","","",""
"NPD Combination","1992","lower secondary degree","indirect migration background","","","",""
"NPD Combination","1992","secondary school degree","no migration background","","","",""
"NPD Combination","1992","secondary school degree","direct migration background","","","",""
"NPD Combination","1992","secondary school degree","indirect migration background","","","",""
"NPD Combination","1992","college entrance qualification","no migration background","","","",""
"NPD Combination","1992","college entrance qualification","direct migration background","","","",""
"NPD Combination","1992","college entrance qualification","indirect migration background","","","",""
"NPD Combination","1992","Other degree","no migration background","","","",""
"NPD Combination","1992","Other degree","direct migration background","","","",""
"NPD Combination","1992","Other degree","indirect migration background","","","",""
"NPD Combination","1992","no degree/no degree yet","no migration background","","","",""
"NPD Combination","1992","no degree/no degree yet","direct migration background","","","",""
"NPD Combination","1992","no degree/no degree yet","indirect migration background","","","",""
"AfD","1992","lower secondary degree","no migration background","","","",""
"AfD","1992","lower secondary degree","direct migration background","","","",""
"AfD","1992","lower secondary degree","indirect migration background","","","",""
"AfD","1992","secondary school degree","no migration background","","","",""
"AfD","1992","secondary school degree","direct migration background","","","",""
"AfD","1992","secondary school degree","indirect migration background","","","",""
"AfD","1992","college entrance qualification","no migration background","","","",""
"AfD","1992","college entrance qualification","direct migration background","","","",""
"AfD","1992","college entrance qualification","indirect migration background","","","",""
"AfD","1992","Other degree","no migration background","","","",""
"AfD","1992","Other degree","direct migration background","","","",""
"AfD","1992","Other degree","indirect migration background","","","",""
"AfD","1992","no degree/no degree yet","no migration background","","","",""
"AfD","1992","no degree/no degree yet","direct migration background","","","",""
"AfD","1992","no degree/no degree yet","indirect migration background","","","",""
"Other","1992","lower secondary degree","no migration background","46","0.0207229141620335","0.0149559467453655","0.0264898815787016"
"Other","1992","lower secondary degree","direct migration background","","","",""
"Other","1992","lower secondary degree","indirect migration background","","","",""
"Other","1992","secondary school degree","no migration background","35","0.024850296509689","0.016439801055576","0.033260791963802"
"Other","1992","secondary school degree","direct migration background","","","",""
"Other","1992","secondary school degree","indirect migration background","","","",""
"Other","1992","college entrance qualification","no migration background","","","",""
"Other","1992","college entrance qualification","direct migration background","","","",""
"Other","1992","college entrance qualification","indirect migration background","","","",""
"Other","1992","Other degree","no migration background","","","",""
"Other","1992","Other degree","direct migration background","","","",""
"Other","1992","Other degree","indirect migration background","","","",""
"Other","1992","no degree/no degree yet","no migration background","","","",""
"Other","1992","no degree/no degree yet","direct migration background","","","",""
"Other","1992","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","1993","lower secondary degree","no migration background","855","0.418106185594933","0.39675429541078","0.439458075779087"
"CDU/CSU","1993","lower secondary degree","direct migration background","60","0.418983399660621","0.349732811877127","0.488233987444116"
"CDU/CSU","1993","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","1993","secondary school degree","no migration background","418","0.40028579751428","0.37160425248892","0.42896734253964"
"CDU/CSU","1993","secondary school degree","direct migration background","","","",""
"CDU/CSU","1993","secondary school degree","indirect migration background","","","",""
"CDU/CSU","1993","college entrance qualification","no migration background","250","0.32789889220791","0.296487171493995","0.359310612921825"
"CDU/CSU","1993","college entrance qualification","direct migration background","","","",""
"CDU/CSU","1993","college entrance qualification","indirect migration background","","","",""
"CDU/CSU","1993","Other degree","no migration background","","","",""
"CDU/CSU","1993","Other degree","direct migration background","37","0.145229090244094","0.099695085530396","0.190763094957793"
"CDU/CSU","1993","Other degree","indirect migration background","","","",""
"CDU/CSU","1993","no degree/no degree yet","no migration background","","","",""
"CDU/CSU","1993","no degree/no degree yet","direct migration background","","","",""
"CDU/CSU","1993","no degree/no degree yet","indirect migration background","","","",""
"SPD","1993","lower secondary degree","no migration background","958","0.47463193798108","0.453015632276368","0.496248243685791"
"SPD","1993","lower secondary degree","direct migration background","111","0.49309938812783","0.4229281038819","0.563270672373759"
"SPD","1993","lower secondary degree","indirect migration background","","","",""
"SPD","1993","secondary school degree","no migration background","428","0.370096783467551","0.341832378103815","0.398361188831287"
"SPD","1993","secondary school degree","direct migration background","","","",""
"SPD","1993","secondary school degree","indirect migration background","","","",""
"SPD","1993","college entrance qualification","no migration background","295","0.322081831401198","0.290815552518212","0.353348110284183"
"SPD","1993","college entrance qualification","direct migration background","","","",""
"SPD","1993","college entrance qualification","indirect migration background","","","",""
"SPD","1993","Other degree","no migration background","","","",""
"SPD","1993","Other degree","direct migration background","165","0.655510604379409","0.594097371096952","0.716923837661866"
"SPD","1993","Other degree","indirect migration background","","","",""
"SPD","1993","no degree/no degree yet","no migration background","","","",""
"SPD","1993","no degree/no degree yet","direct migration background","80","0.739817339844765","0.650649541276814","0.828985138412715"
"SPD","1993","no degree/no degree yet","indirect migration background","","","",""
"FDP","1993","lower secondary degree","no migration background","51","0.0259554737793594","0.0190725169455969","0.0328384306131219"
"FDP","1993","lower secondary degree","direct migration background","","","",""
"FDP","1993","lower secondary degree","indirect migration background","","","",""
"FDP","1993","secondary school degree","no migration background","65","0.0709119632885457","0.0558863061926454","0.0859376203844459"
"FDP","1993","secondary school degree","direct migration background","","","",""
"FDP","1993","secondary school degree","indirect migration background","","","",""
"FDP","1993","college entrance qualification","no migration background","70","0.0962216728320468","0.0764896386160202","0.115953707048073"
"FDP","1993","college entrance qualification","direct migration background","","","",""
"FDP","1993","college entrance qualification","indirect migration background","","","",""
"FDP","1993","Other degree","no migration background","","","",""
"FDP","1993","Other degree","direct migration background","","","",""
"FDP","1993","Other degree","indirect migration background","","","",""
"FDP","1993","no degree/no degree yet","no migration background","","","",""
"FDP","1993","no degree/no degree yet","direct migration background","","","",""
"FDP","1993","no degree/no degree yet","indirect migration background","","","",""
"Grüne","1993","lower secondary degree","no migration background","47","0.0205741845831365","0.0144292360498503","0.0267191331164227"
"Grüne","1993","lower secondary degree","direct migration background","","","",""
"Grüne","1993","lower secondary degree","indirect migration background","","","",""
"Grüne","1993","secondary school degree","no migration background","114","0.0883441446789877","0.0717310847104709","0.104957204647505"
"Grüne","1993","secondary school degree","direct migration background","","","",""
"Grüne","1993","secondary school degree","indirect migration background","","","",""
"Grüne","1993","college entrance qualification","no migration background","182","0.197940438653089","0.171279525420828","0.22460135188535"
"Grüne","1993","college entrance qualification","direct migration background","","","",""
"Grüne","1993","college entrance qualification","indirect migration background","","","",""
"Grüne","1993","Other degree","no migration background","","","",""
"Grüne","1993","Other degree","direct migration background","","","",""
"Grüne","1993","Other degree","indirect migration background","","","",""
"Grüne","1993","no degree/no degree yet","no migration background","","","",""
"Grüne","1993","no degree/no degree yet","direct migration background","","","",""
"Grüne","1993","no degree/no degree yet","indirect migration background","","","",""
"PDS/Linke","1993","lower secondary degree","no migration background","48","0.0159493110003521","0.0105261704680161","0.0213724515326882"
"PDS/Linke","1993","lower secondary degree","direct migration background","","","",""
"PDS/Linke","1993","lower secondary degree","indirect migration background","","","",""
"PDS/Linke","1993","secondary school degree","no migration background","41","0.0244653344217883","0.0154217162809542","0.0335089525626224"
"PDS/Linke","1993","secondary school degree","direct migration background","","","",""
"PDS/Linke","1993","secondary school degree","indirect migration background","","","",""
"PDS/Linke","1993","college entrance qualification","no migration background","41","0.0307846021389393","0.0192266372126775","0.0423425670652011"
"PDS/Linke","1993","college entrance qualification","direct migration background","","","",""
"PDS/Linke","1993","college entrance qualification","indirect migration background","","","",""
"PDS/Linke","1993","Other degree","no migration background","","","",""
"PDS/Linke","1993","Other degree","direct migration background","","","",""
"PDS/Linke","1993","Other degree","indirect migration background","","","",""
"PDS/Linke","1993","no degree/no degree yet","no migration background","","","",""
"PDS/Linke","1993","no degree/no degree yet","direct migration background","","","",""
"PDS/Linke","1993","no degree/no degree yet","indirect migration background","","","",""
"NPD Combination","1993","lower secondary degree","no migration background","72","0.0352036850704424","0.0272258869525629","0.043181483188322"
"NPD Combination","1993","lower secondary degree","direct migration background","","","",""
"NPD Combination","1993","lower secondary degree","indirect migration background","","","",""
"NPD Combination","1993","secondary school degree","no migration background","41","0.0336720675112729","0.0231125896707556","0.0442315453517903"
"NPD Combination","1993","secondary school degree","direct migration background","","","",""
"NPD Combination","1993","secondary school degree","indirect migration background","","","",""
"NPD Combination","1993","college entrance qualification","no migration background","","","",""
"NPD Combination","1993","college entrance qualification","direct migration background","","","",""
"NPD Combination","1993","college entrance qualification","indirect migration background","","","",""
"NPD Combination","1993","Other degree","no migration background","","","",""
"NPD Combination","1993","Other degree","direct migration background","","","",""
"NPD Combination","1993","Other degree","indirect migration background","","","",""
"NPD Combination","1993","no degree/no degree yet","no migration background","","","",""
"NPD Combination","1993","no degree/no degree yet","direct migration background","","","",""
"NPD Combination","1993","no degree/no degree yet","indirect migration background","","","",""
"AfD","1993","lower secondary degree","no migration background","","","",""
"AfD","1993","lower secondary degree","direct migration background","","","",""
"AfD","1993","lower secondary degree","indirect migration background","","","",""
"AfD","1993","secondary school degree","no migration background","","","",""
"AfD","1993","secondary school degree","direct migration background","","","",""
"AfD","1993","secondary school degree","indirect migration background","","","",""
"AfD","1993","college entrance qualification","no migration background","","","",""
"AfD","1993","college entrance qualification","direct migration background","","","",""
"AfD","1993","college entrance qualification","indirect migration background","","","",""
"AfD","1993","Other degree","no migration background","","","",""
"AfD","1993","Other degree","direct migration background","","","",""
"AfD","1993","Other degree","indirect migration background","","","",""
"AfD","1993","no degree/no degree yet","no migration background","","","",""
"AfD","1993","no degree/no degree yet","direct migration background","","","",""
"AfD","1993","no degree/no degree yet","indirect migration background","","","",""
"Other","1993","lower secondary degree","no migration background","","","",""
"Other","1993","lower secondary degree","direct migration background","","","",""
"Other","1993","lower secondary degree","indirect migration background","","","",""
"Other","1993","secondary school degree","no migration background","","","",""
"Other","1993","secondary school degree","direct migration background","","","",""
"Other","1993","secondary school degree","indirect migration background","","","",""
"Other","1993","college entrance qualification","no migration background","","","",""
"Other","1993","college entrance qualification","direct migration background","","","",""
"Other","1993","college entrance qualification","indirect migration background","","","",""
"Other","1993","Other degree","no migration background","","","",""
"Other","1993","Other degree","direct migration background","","","",""
"Other","1993","Other degree","indirect migration background","","","",""
"Other","1993","no degree/no degree yet","no migration background","","","",""
"Other","1993","no degree/no degree yet","direct migration background","","","",""
"Other","1993","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","1994","lower secondary degree","no migration background","831","0.392023445225225","0.371295521459491","0.412751368990958"
"CDU/CSU","1994","lower secondary degree","direct migration background","75","0.41246002595391","0.348136998897751","0.476783053010068"
"CDU/CSU","1994","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","1994","secondary school degree","no migration background","437","0.430993190609038","0.402042503769897","0.459943877448178"
"CDU/CSU","1994","secondary school degree","direct migration background","34","0.710041493388416","0.599734968118913","0.820348018657919"
"CDU/CSU","1994","secondary school degree","indirect migration background","","","",""
"CDU/CSU","1994","college entrance qualification","no migration background","265","0.317357291764714","0.287049453524966","0.347665130004461"
"CDU/CSU","1994","college entrance qualification","direct migration background","","","",""
"CDU/CSU","1994","college entrance qualification","indirect migration background","","","",""
"CDU/CSU","1994","Other degree","no migration background","","","",""
"CDU/CSU","1994","Other degree","direct migration background","33","0.134263829215449","0.0880419877163571","0.18048567071454"
"CDU/CSU","1994","Other degree","indirect migration background","","","",""
"CDU/CSU","1994","no degree/no degree yet","no migration background","","","",""
"CDU/CSU","1994","no degree/no degree yet","direct migration background","","","",""
"CDU/CSU","1994","no degree/no degree yet","indirect migration background","","","",""
"SPD","1994","lower secondary degree","no migration background","1062","0.508314819840688","0.487088910193392","0.529540729487984"
"SPD","1994","lower secondary degree","direct migration background","124","0.491900914683265","0.426577353373962","0.557224475992569"
"SPD","1994","lower secondary degree","indirect migration background","32","0.587431632872212","0.445167374911288","0.729695890833136"
"SPD","1994","secondary school degree","no migration background","444","0.392937840826242","0.364385386616001","0.421490295036482"
"SPD","1994","secondary school degree","direct migration background","","","",""
"SPD","1994","secondary school degree","indirect migration background","32","0.61165198172903","0.4606158564492","0.76268810700886"
"SPD","1994","college entrance qualification","no migration background","335","0.357953474445498","0.326737238592831","0.389169710298164"
"SPD","1994","college entrance qualification","direct migration background","","","",""
"SPD","1994","college entrance qualification","indirect migration background","","","",""
"SPD","1994","Other degree","no migration background","","","",""
"SPD","1994","Other degree","direct migration background","157","0.760877789547483","0.703049231969789","0.818706347125177"
"SPD","1994","Other degree","indirect migration background","","","",""
"SPD","1994","no degree/no degree yet","no migration background","","","",""
"SPD","1994","no degree/no degree yet","direct migration background","86","0.742617224357319","0.658994234636794","0.826240214077844"
"SPD","1994","no degree/no degree yet","indirect migration background","","","",""
"FDP","1994","lower secondary degree","no migration background","43","0.0240374847065867","0.0175344294318196","0.0305405399813538"
"FDP","1994","lower secondary degree","direct migration background","","","",""
"FDP","1994","lower secondary degree","indirect migration background","","","",""
"FDP","1994","secondary school degree","no migration background","","","",""
"FDP","1994","secondary school degree","direct migration background","","","",""
"FDP","1994","secondary school degree","indirect migration background","","","",""
"FDP","1994","college entrance qualification","no migration background","58","0.0772225366756694","0.0598403458391522","0.0946047275121865"
"FDP","1994","college entrance qualification","direct migration background","","","",""
"FDP","1994","college entrance qualification","indirect migration background","","","",""
"FDP","1994","Other degree","no migration background","","","",""
"FDP","1994","Other degree","direct migration background","","","",""
"FDP","1994","Other degree","indirect migration background","","","",""
"FDP","1994","no degree/no degree yet","no migration background","","","",""
"FDP","1994","no degree/no degree yet","direct migration background","","","",""
"FDP","1994","no degree/no degree yet","indirect migration background","","","",""
"Grüne","1994","lower secondary degree","no migration background","53","0.022973144231442","0.0166122256535145","0.0293340628093695"
"Grüne","1994","lower secondary degree","direct migration background","","","",""
"Grüne","1994","lower secondary degree","indirect migration background","","","",""
"Grüne","1994","secondary school degree","no migration background","103","0.0792440780727157","0.0634526791670821","0.0950354769783492"
"Grüne","1994","secondary school degree","direct migration background","","","",""
"Grüne","1994","secondary school degree","indirect migration background","","","",""
