"party","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"FDP","1994","indirect migration background","Female","","","","","3"
"FDP","1994","direct migration background","Male","8","","","","3"
"FDP","1994","direct migration background","Female","5","","","","3"
"FDP","1994","no migration background","Female","59","0.0340782527739243","0.0262605801873091","0.0418959253605396","3"
"FDP","1994","no migration background","Male","77","0.0394207649565511","0.031338797388424","0.0475027325246781","3"
"NPD Combination","1994","indirect migration background","Female","1","","","","6"
"NPD Combination","1994","no migration background","Female","18","","","","6"
"NPD Combination","1994","direct migration background","Female","1","","","","6"
"NPD Combination","1994","indirect migration background","Male","2","","","","6"
"NPD Combination","1994","no migration background","Male","69","0.0270511663823475","0.0203132443509895","0.0337890884137056","6"
"NPD Combination","1994","direct migration background","Male","2","","","","6"
"Other","1994","no migration background","Male","35","0.013209029112625","0.00846730791673286","0.0179507503085171","8"
"Other","1994","no migration background","Female","20","","","","8"
"Other","1994","indirect migration background","Female","1","","","","8"
"Other","1994","direct migration background","Male","5","","","","8"
"Other","1994","direct migration background","Female","3","","","","8"
"Other","1994","indirect migration background","Male","1","","","","8"
"PDS/Linke","1994","direct migration background","Female","5","","","","5"
"PDS/Linke","1994","no migration background","Female","109","0.0325705996695994","0.0249218514739978","0.040219347865201","5"
"PDS/Linke","1994","direct migration background","Male","5","","","","5"
"PDS/Linke","1994","no migration background","Male","91","0.0273819180153161","0.0206040815653483","0.0341597544652839","5"
"PDS/Linke","1994","indirect migration background","Male","","","","","5"
"PDS/Linke","1994","indirect migration background","Female","","","","","5"
"SPD","1994","no migration background","Male","974","0.448587455706608","0.427931282537018","0.469243628876199","2"
"SPD","1994","no migration background","Female","921","0.446458418034499","0.42503772690705","0.467879109161948","2"
"SPD","1994","direct migration background","Male","295","0.526391319502791","0.480258922537314","0.572523716468269","2"
"SPD","1994","indirect migration background","Male","55","0.550653841505781","0.440964507744257","0.660343175267304","2"
"SPD","1994","direct migration background","Female","135","0.453712466966043","0.390987360203211","0.516437573728876","2"
"SPD","1994","indirect migration background","Female","35","0.59582993122113","0.457003965116197","0.734655897326063","2"
"AfD","1995","no migration background","Male","","","","","7"
"AfD","1995","no migration background","Female","","","","","7"
"AfD","1995","direct migration background","Male","","","","","7"
"AfD","1995","direct migration background","Female","","","","","7"
"AfD","1995","indirect migration background","Male","","","","","7"
"AfD","1995","indirect migration background","Female","","","","","7"
"CDU/CSU","1995","indirect migration background","Male","11","","","","1"
"CDU/CSU","1995","indirect migration background","Female","8","","","","1"
"CDU/CSU","1995","direct migration background","Female","143","0.498750878100005","0.44560405839204","0.55189769780797","1"
"CDU/CSU","1995","no migration background","Female","914","0.403088437836407","0.383260527669358","0.422916348003456","1"
"CDU/CSU","1995","direct migration background","Male","182","0.40531859486998","0.364692310504766","0.445944879235194","1"
"CDU/CSU","1995","no migration background","Male","997","0.398882379022757","0.379594924013917","0.418169834031597","1"
"FDP","1995","indirect migration background","Male","1","","","","3"
"FDP","1995","indirect migration background","Female","","","","","3"
"FDP","1995","no migration background","Female","57","0.0289850154906763","0.0222035819363813","0.0357664490449712","3"
"FDP","1995","direct migration background","Male","10","","","","3"
"FDP","1995","direct migration background","Female","5","","","","3"
"FDP","1995","no migration background","Male","73","0.0328515339635755","0.0258305630939116","0.0398725048332395","3"
"NPD Combination","1995","direct migration background","Female","1","","","","6"
"NPD Combination","1995","indirect migration background","Female","2","","","","6"
"NPD Combination","1995","no migration background","Male","38","0.0152902350121206","0.0104570438409488","0.0201234261832924","6"
"NPD Combination","1995","direct migration background","Male","4","","","","6"
"NPD Combination","1995","indirect migration background","Male","1","","","","6"
"NPD Combination","1995","no migration background","Female","10","","","","6"
"Other","1995","no migration background","Male","25","","","","8"
"Other","1995","no migration background","Female","10","","","","8"
"Other","1995","direct migration background","Male","8","","","","8"
"Other","1995","direct migration background","Female","6","","","","8"
"Other","1995","indirect migration background","Male","","","","","8"
"Other","1995","indirect migration background","Female","2","","","","8"
"PDS/Linke","1995","direct migration background","Female","3","","","","5"
"PDS/Linke","1995","direct migration background","Male","11","","","","5"
"PDS/Linke","1995","no migration background","Female","128","0.0356329189403325","0.0281396958107769","0.043126142069888","5"
"PDS/Linke","1995","no migration background","Male","123","0.0337889109239018","0.0266719287741092","0.0409058930736944","5"
"PDS/Linke","1995","indirect migration background","Male","2","","","","5"
"PDS/Linke","1995","indirect migration background","Female","1","","","","5"
"SPD","1995","no migration background","Female","971","0.420224591770574","0.400272317615391","0.440176865925757","2"
"SPD","1995","no migration background","Male","1016","0.431848685833258","0.412338087875371","0.451359283791145","2"
"SPD","1995","direct migration background","Female","149","0.361457396642083","0.310391362656595","0.41252343062757","2"
"SPD","1995","direct migration background","Male","297","0.429886376055198","0.388920314715679","0.470852437394716","2"
"SPD","1995","indirect migration background","Male","41","0.503695697790578","0.388206867292343","0.619184528288813","2"
"SPD","1995","indirect migration background","Female","30","0.360060760519204","0.229592856078558","0.490528664959851","2"
"AfD","1996","no migration background","Male","","","","","7"
"AfD","1996","no migration background","Female","","","","","7"
"AfD","1996","direct migration background","Male","","","","","7"
"AfD","1996","direct migration background","Female","","","","","7"
"AfD","1996","indirect migration background","Female","","","","","7"
"AfD","1996","indirect migration background","Male","","","","","7"
"CDU/CSU","1996","indirect migration background","Male","18","","","","1"
"CDU/CSU","1996","indirect migration background","Female","5","","","","1"
"CDU/CSU","1996","direct migration background","Female","138","0.459453142568203","0.403432435522668","0.515473849613739","1"
"CDU/CSU","1996","no migration background","Female","885","0.439129132345542","0.418301120094327","0.459957144596757","1"
"CDU/CSU","1996","direct migration background","Male","171","0.423923587997643","0.380389512188519","0.467457663806768","1"
"CDU/CSU","1996","no migration background","Male","999","0.424874603170339","0.404871575022674","0.444877631318005","1"
"FDP","1996","indirect migration background","Male","","","","","3"
"FDP","1996","indirect migration background","Female","","","","","3"
"FDP","1996","direct migration background","Male","10","","","","3"
"FDP","1996","no migration background","Female","52","0.0310264490316266","0.0237496185751194","0.0383032794881339","3"
"FDP","1996","direct migration background","Female","2","","","","3"
"FDP","1996","no migration background","Male","53","0.0243731667854215","0.0181332049203235","0.0306131286505195","3"
"NPD Combination","1996","direct migration background","Female","4","","","","6"
"NPD Combination","1996","indirect migration background","Male","","","","","6"
"NPD Combination","1996","indirect migration background","Female","","","","","6"
"NPD Combination","1996","no migration background","Male","57","0.0252862614501116","0.0189334649625031","0.0316390579377202","6"
"NPD Combination","1996","direct migration background","Male","2","","","","6"
"NPD Combination","1996","no migration background","Female","13","","","","6"
"Other","1996","no migration background","Male","23","","","","8"
"Other","1996","no migration background","Female","19","","","","8"
"Other","1996","direct migration background","Male","4","","","","8"
"Other","1996","direct migration background","Female","3","","","","8"
"Other","1996","indirect migration background","Male","","","","","8"
"Other","1996","indirect migration background","Female","","","","","8"
"PDS/Linke","1996","direct migration background","Female","5","","","","5"
"PDS/Linke","1996","direct migration background","Male","9","","","","5"
"PDS/Linke","1996","no migration background","Male","124","0.0352590541973983","0.0277958594909337","0.0427222489038629","5"
"PDS/Linke","1996","no migration background","Female","138","0.0371189065839849","0.0291846877392891","0.0450531254286806","5"
"PDS/Linke","1996","indirect migration background","Female","","","","","5"
"PDS/Linke","1996","indirect migration background","Male","4","","","","5"
"SPD","1996","no migration background","Male","889","0.402027248330362","0.382186752144289","0.421867744516435","2"
"SPD","1996","direct migration background","Female","126","0.370485750810303","0.316198251566272","0.424773250054334","2"
"SPD","1996","no migration background","Female","798","0.365844534341996","0.345629875616393","0.3860591930676","2"
"SPD","1996","direct migration background","Male","256","0.379141758239654","0.336400970053178","0.421882546426131","2"
"SPD","1996","indirect migration background","Male","45","0.401033481828552","0.298047039827201","0.504019923829903","2"
"SPD","1996","indirect migration background","Female","28","","","","2"
"AfD","1997","no migration background","Male","","","","","7"
"AfD","1997","no migration background","Female","","","","","7"
"AfD","1997","direct migration background","Female","","","","","7"
"AfD","1997","direct migration background","Male","","","","","7"
"AfD","1997","indirect migration background","Male","","","","","7"
"AfD","1997","indirect migration background","Female","","","","","7"
"CDU/CSU","1997","indirect migration background","Male","14","","","","1"
"CDU/CSU","1997","indirect migration background","Female","7","","","","1"
"CDU/CSU","1997","direct migration background","Female","128","0.441507982770098","0.384552645174574","0.498463320365623","1"
"CDU/CSU","1997","no migration background","Female","793","0.416645808124032","0.395189065810052","0.438102550438012","1"
"CDU/CSU","1997","direct migration background","Male","151","0.416162719336898","0.369947515755111","0.462377922918686","1"
"CDU/CSU","1997","no migration background","Male","856","0.392951748069259","0.372510378309908","0.41339311782861","1"
"FDP","1997","indirect migration background","Male","3","","","","3"
"FDP","1997","indirect migration background","Female","","","","","3"
"FDP","1997","no migration background","Female","49","0.028322978408711","0.0211028562987751","0.0355431005186468","3"
"FDP","1997","direct migration background","Male","3","","","","3"
"FDP","1997","direct migration background","Female","3","","","","3"
"FDP","1997","no migration background","Male","50","0.0240845799441586","0.0176679882706272","0.03050117161769","3"
"NPD Combination","1997","no migration background","Male","72","0.0282376762860334","0.0213046430639826","0.0351707095080842","6"
"NPD Combination","1997","direct migration background","Female","4","","","","6"
"NPD Combination","1997","indirect migration background","Male","","","","","6"
"NPD Combination","1997","indirect migration background","Female","1","","","","6"
"NPD Combination","1997","no migration background","Female","18","","","","6"
"NPD Combination","1997","direct migration background","Male","4","","","","6"
"Other","1997","direct migration background","Female","1","","","","8"
"Other","1997","no migration background","Male","24","","","","8"
"Other","1997","no migration background","Female","16","","","","8"
"Other","1997","direct migration background","Male","5","","","","8"
"Other","1997","indirect migration background","Male","1","","","","8"
"Other","1997","indirect migration background","Female","1","","","","8"
"PDS/Linke","1997","no migration background","Female","114","0.0329008302869063","0.0251374108622417","0.0406642497115708","5"
"PDS/Linke","1997","no migration background","Male","113","0.0301900245495263","0.023028527262377","0.0373515218366757","5"
"PDS/Linke","1997","direct migration background","Female","5","","","","5"
"PDS/Linke","1997","direct migration background","Male","8","","","","5"
"PDS/Linke","1997","indirect migration background","Male","1","","","","5"
"PDS/Linke","1997","indirect migration background","Female","","","","","5"
"SPD","1997","no migration background","Female","809","0.399430193380901","0.378113673271342","0.42074671349046","2"
"SPD","1997","direct migration background","Male","240","0.456459513767237","0.409758699441545","0.503160328092929","2"
"SPD","1997","direct migration background","Female","130","0.433256169790515","0.376420308750596","0.490092030830434","2"
"SPD","1997","no migration background","Male","899","0.437017748988543","0.416257829512503","0.457777668464583","2"
"SPD","1997","indirect migration background","Male","32","0.332968603385496","0.220955606962766","0.444981599808227","2"
"SPD","1997","indirect migration background","Female","33","0.368282280403802","0.246236039584854","0.49032852122275","2"
"AfD","1998","no migration background","Female","","","","","7"
"AfD","1998","no migration background","Male","","","","","7"
"AfD","1998","direct migration background","Female","","","","","7"
"AfD","1998","direct migration background","Male","","","","","7"
"AfD","1998","indirect migration background","Male","","","","","7"
"AfD","1998","indirect migration background","Female","","","","","7"
"CDU/CSU","1998","indirect migration background","Male","14","","","","1"
"CDU/CSU","1998","indirect migration background","Female","7","","","","1"
"CDU/CSU","1998","direct migration background","Female","119","0.411696191663753","0.354857888799649","0.468534494527857","1"
"CDU/CSU","1998","direct migration background","Male","155","0.403656263587485","0.357760773698969","0.449551753476002","1"
"CDU/CSU","1998","no migration background","Female","817","0.370957502396095","0.351538112873462","0.390376891918729","1"
"CDU/CSU","1998","no migration background","Male","923","0.362316861123292","0.343830184017568","0.380803538229016","1"
"FDP","1998","indirect migration background","Female","1","","","","3"
"FDP","1998","indirect migration background","Male","6","","","","3"
"FDP","1998","direct migration background","Male","6","","","","3"
"FDP","1998","direct migration background","Female","4","","","","3"
"FDP","1998","no migration background","Female","58","0.0315751245528385","0.0245453887301321","0.038604860375545","3"
"FDP","1998","no migration background","Male","65","0.0295480538259313","0.0230353163170941","0.0360607913347685","3"
"NPD Combination","1998","no migration background","Male","71","0.024745330506425","0.0187706076516878","0.0307200533611622","6"
"NPD Combination","1998","direct migration background","Female","2","","","","6"
"NPD Combination","1998","indirect migration background","Male","","","","","6"
"NPD Combination","1998","indirect migration background","Female","1","","","","6"
"NPD Combination","1998","no migration background","Female","22","","","","6"
"NPD Combination","1998","direct migration background","Male","1","","","","6"
"Other","1998","direct migration background","Female","3","","","","8"
"Other","1998","no migration background","Male","46","0.019174599781309","0.0139002233477698","0.0244489762148483","8"
"Other","1998","no migration background","Female","27","","","","8"
"Other","1998","direct migration background","Male","4","","","","8"
"Other","1998","indirect migration background","Male","","","","","8"
"Other","1998","indirect migration background","Female","","","","","8"
"PDS/Linke","1998","no migration background","Male","125","0.0317841264043576","0.0250372406687734","0.0385310121399419","5"
"PDS/Linke","1998","no migration background","Female","126","0.032338597534214","0.0252271861912193","0.0394500088772086","5"
"PDS/Linke","1998","direct migration background","Female","6","","","","5"
"PDS/Linke","1998","direct migration background","Male","10","","","","5"
"PDS/Linke","1998","indirect migration background","Male","3","","","","5"
"PDS/Linke","1998","indirect migration background","Female","","","","","5"
"SPD","1998","no migration background","Female","1038","0.427879863532341","0.407989714315001","0.447770012749681","2"
"SPD","1998","no migration background","Male","1167","0.458412564032809","0.439249071462143","0.477576056603476","2"
"SPD","1998","direct migration background","Female","131","0.43860885219319","0.381299787118853","0.495917917267528","2"
"SPD","1998","direct migration background","Male","234","0.478263856190724","0.431536084265329","0.524991628116118","2"
"SPD","1998","indirect migration background","Male","55","0.472463926249386","0.37153989882582","0.573387953672952","2"
"SPD","1998","indirect migration background","Female","33","0.431937982579668","0.299820653654177","0.56405531150516","2"
"AfD","1999","direct migration background","Female","","","","","7"
"AfD","1999","no migration background","Male","","","","","7"
"AfD","1999","direct migration background","Male","","","","","7"
"AfD","1999","no migration background","Female","","","","","7"
"AfD","1999","indirect migration background","Male","","","","","7"
"AfD","1999","indirect migration background","Female","","","","","7"
"CDU/CSU","1999","indirect migration background","Male","17","","","","1"
"CDU/CSU","1999","indirect migration background","Female","11","","","","1"
"CDU/CSU","1999","direct migration background","Female","127","0.425396382445473","0.368591891711163","0.482200873179782","1"
"CDU/CSU","1999","no migration background","Female","994","0.420221245954704","0.401215516803253","0.439226975106156","1"
"CDU/CSU","1999","direct migration background","Male","159","0.43333954926621","0.386227798802955","0.480451299729465","1"
"CDU/CSU","1999","no migration background","Male","1104","0.405357532231082","0.387149638587532","0.423565425874631","1"
"FDP","1999","indirect migration background","Male","4","","","","3"
"FDP","1999","indirect migration background","Female","3","","","","3"
"FDP","1999","no migration background","Male","74","0.0307973037980362","0.0243899858031608","0.0372046217929117","3"
"FDP","1999","no migration background","Female","56","0.0259473253053285","0.0198259091624427","0.0320687414482144","3"
"FDP","1999","direct migration background","Male","7","","","","3"
"FDP","1999","direct migration background","Female","3","","","","3"
"NPD Combination","1999","no migration background","Male","59","0.0159771647010767","0.0113270349862388","0.0206272944159147","6"
"NPD Combination","1999","direct migration background","Female","1","","","","6"
"NPD Combination","1999","indirect migration background","Male","1","","","","6"
"NPD Combination","1999","indirect migration background","Female","","","","","6"
"NPD Combination","1999","no migration background","Female","18","","","","6"
"NPD Combination","1999","direct migration background","Male","2","","","","6"
"Other","1999","direct migration background","Female","1","","","","8"
"Other","1999","indirect migration background","Male","2","","","","8"
"Other","1999","indirect migration background","Female","2","","","","8"
"Other","1999","no migration background","Male","39","0.0140608567889269","0.00969425518283134","0.0184274583950224","8"
"Other","1999","no migration background","Female","25","","","","8"
"Other","1999","direct migration background","Male","3","","","","8"
"PDS/Linke","1999","no migration background","Female","163","0.0436218601299289","0.035757175806721","0.0514865444531368","5"
"PDS/Linke","1999","direct migration background","Female","5","","","","5"
"PDS/Linke","1999","no migration background","Male","142","0.0343194570285639","0.0275679679754218","0.0410709460817061","5"
"PDS/Linke","1999","direct migration background","Male","11","","","","5"
"PDS/Linke","1999","indirect migration background","Female","","","","","5"
"PDS/Linke","1999","indirect migration background","Male","2","","","","5"
"SPD","1999","no migration background","Female","1103","0.415152113128598","0.396178961675439","0.434125264581757","2"
"SPD","1999","no migration background","Male","1201","0.437512723312645","0.419114990031529","0.455910456593762","2"
"SPD","1999","direct migration background","Male","219","0.454103243774207","0.406767829220102","0.501438658328312","2"
"SPD","1999","direct migration background","Female","133","0.479514381538284","0.422115056961659","0.53691370611491","2"
"SPD","1999","indirect migration background","Male","66","0.653032871756205","0.560656756984791","0.745408986527619","2"
"SPD","1999","indirect migration background","Female","40","0.473595720175371","0.357455536916188","0.589735903434554","2"
"AfD","2000","direct migration background","Female","","","","","7"
"AfD","2000","no migration background","Male","","","","","7"
"AfD","2000","no migration background","Female","","","","","7"
"AfD","2000","direct migration background","Male","","","","","7"
"AfD","2000","indirect migration background","Female","","","","","7"
"AfD","2000","indirect migration background","Male","","","","","7"
"CDU/CSU","2000","indirect migration background","Female","24","","","","1"
"CDU/CSU","2000","indirect migration background","Male","31","0.296371567534009","0.21631756636111","0.376425568706909","1"
"CDU/CSU","2000","direct migration background","Female","209","0.441416745469","0.395940593378754","0.486892897559246","1"
"CDU/CSU","2000","no migration background","Male","1914","0.391275226658839","0.377593712741226","0.404956740576452","1"
"CDU/CSU","2000","no migration background","Female","1763","0.400230864484104","0.385968137257729","0.414493591710479","1"
"CDU/CSU","2000","direct migration background","Male","241","0.432713274392118","0.392426597574855","0.472999951209382","1"
"FDP","2000","indirect migration background","Female","3","","","","3"
"FDP","2000","indirect migration background","Male","5","","","","3"
"FDP","2000","no migration background","Male","151","0.0322436180419721","0.0272915409347197","0.0371956951492245","3"
"FDP","2000","no migration background","Female","114","0.0313148711144936","0.0262447088099945","0.0363850334189927","3"
"FDP","2000","direct migration background","Male","9","","","","3"
"FDP","2000","direct migration background","Female","10","","","","3"
"NPD Combination","2000","direct migration background","Female","2","","","","6"
"NPD Combination","2000","no migration background","Male","82","0.0147107387519035","0.0113356778918367","0.0180857996119703","6"
"NPD Combination","2000","indirect migration background","Male","","","","","6"
"NPD Combination","2000","direct migration background","Male","3","","","","6"
"NPD Combination","2000","indirect migration background","Female","1","","","","6"
"NPD Combination","2000","no migration background","Female","36","0.00670604017996082","0.00433014539441173","0.00908193496550991","6"
"Other","2000","direct migration background","Female","3","","","","8"
"Other","2000","indirect migration background","Male","1","","","","8"
"Other","2000","indirect migration background","Female","2","","","","8"
"Other","2000","no migration background","Male","55","0.010107740978857","0.00730357633961208","0.012911905618102","8"
"Other","2000","no migration background","Female","42","0.00946022734483141","0.0066422209307264","0.0122782337589364","8"
"Other","2000","direct migration background","Male","7","","","","8"
"PDS/Linke","2000","no migration background","Female","248","0.0417490994001894","0.0359264799704827","0.0475717188298961","5"
"PDS/Linke","2000","direct migration background","Female","17","","","","5"
"PDS/Linke","2000","no migration background","Male","272","0.0441091689502095","0.0383527674454517","0.0498655704549674","5"
"PDS/Linke","2000","direct migration background","Male","16","","","","5"
"PDS/Linke","2000","indirect migration background","Male","5","","","","5"
"PDS/Linke","2000","indirect migration background","Female","","","","","5"
"SPD","2000","direct migration background","Male","275","0.43085393475089","0.390588079737247","0.471119789764532","2"
"SPD","2000","no migration background","Male","2105","0.441794686768801","0.427873068550155","0.455716304987447","2"
"SPD","2000","no migration background","Female","1915","0.424429899302258","0.410041670695493","0.438818127909024","2"
"SPD","2000","direct migration background","Female","188","0.415453518234999","0.37032136042377","0.460585676046228","2"
"SPD","2000","indirect migration background","Male","70","0.509567901608326","0.42193169722589","0.597204105990762","2"
"SPD","2000","indirect migration background","Female","55","0.413566198135947","0.317522379416745","0.50961001685515","2"
"AfD","2001","direct migration background","Female","","","","","7"
"AfD","2001","no migration background","Male","","","","","7"
"AfD","2001","no migration background","Female","","","","","7"
"AfD","2001","direct migration background","Male","","","","","7"
"AfD","2001","indirect migration background","Male","","","","","7"
"AfD","2001","indirect migration background","Female","","","","","7"
"CDU/CSU","2001","indirect migration background","Male","26","","","","1"
"CDU/CSU","2001","indirect migration background","Female","23","","","","1"
"CDU/CSU","2001","direct migration background","Female","152","0.378767449034193","0.329340858319691","0.428194039748695","1"
"CDU/CSU","2001","no migration background","Male","1647","0.38486053318348","0.370326036482644","0.399395029884316","1"
"CDU/CSU","2001","direct migration background","Male","202","0.419147012620223","0.375233970639021","0.463060054601425","1"
"CDU/CSU","2001","no migration background","Female","1483","0.394040048146826","0.378793845305276","0.409286250988376","1"
"FDP","2001","indirect migration background","Male","4","","","","3"
"FDP","2001","indirect migration background","Female","3","","","","3"
"FDP","2001","no migration background","Male","188","0.0467664253893046","0.0404593464555709","0.0530735043230384","3"
"FDP","2001","direct migration background","Male","11","","","","3"
"FDP","2001","direct migration background","Female","12","","","","3"
"FDP","2001","no migration background","Female","108","0.0301556409073802","0.0248197756493011","0.0354915061654592","3"
"NPD Combination","2001","direct migration background","Female","","","","","6"
"NPD Combination","2001","indirect migration background","Male","","","","","6"
"NPD Combination","2001","no migration background","Male","74","0.0127458874107488","0.00939499080305563","0.016096784018442","6"
"NPD Combination","2001","indirect migration background","Female","","","","","6"
"NPD Combination","2001","no migration background","Female","24","","","","6"
"NPD Combination","2001","direct migration background","Male","2","","","","6"
"Other","2001","no migration background","Male","44","0.00955802989609872","0.00665159751726572","0.0124644622749317","8"
"Other","2001","direct migration background","Female","5","","","","8"
"Other","2001","indirect migration background","Male","1","","","","8"
"Other","2001","indirect migration background","Female","","","","","8"
"Other","2001","no migration background","Female","36","0.0109716429261439","0.00772144540376213","0.0142218404485256","8"
"Other","2001","direct migration background","Male","4","","","","8"
"PDS/Linke","2001","no migration background","Male","219","0.0406735966229335","0.0347729310585143","0.0465742621873526","5"
"PDS/Linke","2001","no migration background","Female","202","0.0410288107379632","0.0348398632935369","0.0472177581823895","5"
"PDS/Linke","2001","direct migration background","Female","8","","","","5"
"PDS/Linke","2001","direct migration background","Male","13","","","","5"
"PDS/Linke","2001","indirect migration background","Male","4","","","","5"
"PDS/Linke","2001","indirect migration background","Female","1","","","","5"
"SPD","2001","direct migration background","Female","169","0.477409861388331","0.426515047932925","0.528304674843737","2"
"SPD","2001","no migration background","Male","1857","0.439890893930721","0.425063312570547","0.454718475290896","2"
"SPD","2001","direct migration background","Male","228","0.4441396422198","0.399919529812315","0.488359754627284","2"
"SPD","2001","no migration background","Female","1705","0.429179820767041","0.413736565276956","0.444623076257126","2"
"SPD","2001","indirect migration background","Male","65","0.480699890236506","0.388984570584956","0.572415209888056","2"
"SPD","2001","indirect migration background","Female","54","0.435510253221517","0.336839272482694","0.53418123396034","2"
"AfD","2002","direct migration background","Male","","","","","7"
"AfD","2002","no migration background","Male","","","","","7"
"AfD","2002","no migration background","Female","","","","","7"
"AfD","2002","direct migration background","Female","","","","","7"
"AfD","2002","indirect migration background","Male","","","","","7"
"AfD","2002","indirect migration background","Female","","","","","7"
"CDU/CSU","2002","indirect migration background","Male","39","0.263357423284301","0.187932715938773","0.338782130629829","1"
"CDU/CSU","2002","indirect migration background","Female","36","0.341808348234771","0.257642540966122","0.42597415550342","1"
"CDU/CSU","2002","no migration background","Female","1684","0.391561559729686","0.377157400645926","0.405965718813446","1"
"CDU/CSU","2002","direct migration background","Female","189","0.466952284939373","0.417937641186788","0.515966928691959","1"
"CDU/CSU","2002","no migration background","Male","2002","0.397565667869169","0.383919837830453","0.411211497907885","1"
"CDU/CSU","2002","direct migration background","Male","205","0.430822789799027","0.387022152389852","0.474623427208202","1"
"FDP","2002","indirect migration background","Female","4","","","","3"
"FDP","2002","indirect migration background","Male","4","","","","3"
"FDP","2002","no migration background","Male","306","0.0553199779654503","0.0489458022877449","0.0616941536431558","3"
"FDP","2002","direct migration background","Male","15","","","","3"
"FDP","2002","direct migration background","Female","5","","","","3"
"FDP","2002","no migration background","Female","181","0.0347370241281064","0.0293332312882601","0.0401408169679528","3"
"NPD Combination","2002","no migration background","Female","17","","","","6"
"NPD Combination","2002","direct migration background","Female","1","","","","6"
"NPD Combination","2002","indirect migration background","Male","1","","","","6"
"NPD Combination","2002","no migration background","Male","58","0.0117948534398492","0.00878454847996378","0.0148051583997346","6"
"NPD Combination","2002","direct migration background","Male","1","","","","6"
"NPD Combination","2002","indirect migration background","Female","","","","","6"
"Other","2002","no migration background","Male","58","0.013306682124026","0.0101117131230136","0.0165016511250384","8"
"Other","2002","no migration background","Female","33","0.00886810207875784","0.00610141124908158","0.0116347929084341","8"
"Other","2002","direct migration background","Male","6","","","","8"
"Other","2002","direct migration background","Female","3","","","","8"
"Other","2002","indirect migration background","Male","1","","","","8"
"Other","2002","indirect migration background","Female","2","","","","8"
"PDS/Linke","2002","direct migration background","Male","13","","","","5"
"PDS/Linke","2002","no migration background","Female","266","0.0523528128933713","0.0457796724504889","0.0589259533362537","5"
"PDS/Linke","2002","direct migration background","Female","10","","","","5"
"PDS/Linke","2002","no migration background","Male","277","0.0500720183980873","0.0439908986787659","0.0561531381174087","5"
"PDS/Linke","2002","indirect migration background","Female","2","","","","5"
"PDS/Linke","2002","indirect migration background","Male","4","","","","5"
"SPD","2002","direct migration background","Female","164","0.40740250749268","0.35913017229099","0.455674842694369","2"
"SPD","2002","indirect migration background","Female","63","0.413237306728149","0.325859893483485","0.500614719972813","2"
"SPD","2002","no migration background","Male","1923","0.410597364598537","0.396880502278043","0.424314226919032","2"
"SPD","2002","no migration background","Female","1813","0.428561689234295","0.413957719932278","0.443165658536313","2"
"SPD","2002","direct migration background","Male","232","0.451343033162322","0.407326973100445","0.495359093224199","2"
"SPD","2002","indirect migration background","Male","72","0.482915452226332","0.397344025279922","0.568486879172742","2"
"AfD","2003","no migration background","Male","","","","","7"
"AfD","2003","no migration background","Female","","","","","7"
"AfD","2003","direct migration background","Male","","","","","7"
"AfD","2003","direct migration background","Female","","","","","7"
"AfD","2003","indirect migration background","Male","","","","","7"
"AfD","2003","indirect migration background","Female","","","","","7"
"CDU/CSU","2003","indirect migration background","Male","43","0.288157101914581","0.213925844980863","0.362388358848299","1"
"CDU/CSU","2003","indirect migration background","Female","38","0.341651442125159","0.260745447960377","0.422557436289942","1"
"CDU/CSU","2003","no migration background","Female","1953","0.428613420187081","0.414331015248894","0.442895825125268","1"
"CDU/CSU","2003","direct migration background","Male","229","0.483019569837828","0.437403586270018","0.528635553405637","1"
"CDU/CSU","2003","no migration background","Male","2198","0.429586739531831","0.415798085722401","0.443375393341262","1"
"CDU/CSU","2003","direct migration background","Female","195","0.46738077307551","0.417347346046509","0.517414200104511","1"
"FDP","2003","indirect migration background","Female","2","","","","3"
"FDP","2003","indirect migration background","Male","3","","","","3"
"FDP","2003","no migration background","Male","279","0.0508135770096471","0.0446961714896756","0.0569309825296185","3"
"FDP","2003","no migration background","Female","155","0.0305469394572725","0.0255804366326471","0.0355134422818979","3"
"FDP","2003","direct migration background","Male","9","","","","3"
"FDP","2003","direct migration background","Female","5","","","","3"
"NPD Combination","2003","no migration background","Male","49","0.0112779232235058","0.00833652849033467","0.014219317956677","6"
"NPD Combination","2003","direct migration background","Male","2","","","","6"
"NPD Combination","2003","indirect migration background","Female","","","","","6"
"NPD Combination","2003","no migration background","Female","15","","","","6"
"NPD Combination","2003","direct migration background","Female","1","","","","6"
"NPD Combination","2003","indirect migration background","Male","1","","","","6"
"Other","2003","no migration background","Male","48","0.0090070036723171","0.00637535996712576","0.0116386473775084","8"
"Other","2003","no migration background","Female","32","0.00847335347644324","0.00582800251382839","0.0111187044390581","8"
"Other","2003","direct migration background","Male","4","","","","8"
"Other","2003","direct migration background","Female","1","","","","8"
"Other","2003","indirect migration background","Male","2","","","","8"
"Other","2003","indirect migration background","Female","4","","","","8"
"PDS/Linke","2003","no migration background","Male","205","0.0346727200850021","0.0295766795439843","0.0397687606260199","5"
"PDS/Linke","2003","no migration background","Female","182","0.0332895390972047","0.0281122127404337","0.0384668654539757","5"
"PDS/Linke","2003","direct migration background","Male","8","","","","5"
"PDS/Linke","2003","direct migration background","Female","9","","","","5"
"PDS/Linke","2003","indirect migration background","Male","2","","","","5"
