"party","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"NPD Combination","1991","higher education","Rural Area","1","","","","6"
"NPD Combination","1991","in school","Rural Area","","","","","6"
"NPD Combination","1991","vocational + Abi","Rural Area","","","","","6"
"NPD Combination","1991","higher vocational","Urban Area","2","","","","6"
"NPD Combination","1991","in school","Urban Area","","","","","6"
"Other","1991","inadequately","Urban Area","","","","","8"
"Other","1991","in school","Rural Area","1","","","","8"
"Other","1991","vocational + Abi","Rural Area","","","","","8"
"Other","1991","in school","Urban Area","","","","","8"
"Other","1991","higher vocational","Rural Area","","","","","8"
"Other","1991","higher vocational","Urban Area","1","","","","8"
"Other","1991","inadequately","Rural Area","","","","","8"
"Other","1991","general elemantary","Urban Area","2","","","","8"
"Other","1991","middle vocational","Urban Area","7","","","","8"
"Other","1991","general elemantary","Rural Area","1","","","","8"
"Other","1991","middle vocational","Rural Area","4","","","","8"
"Other","1991","vocational + Abi","Urban Area","1","","","","8"
"Other","1991","higher education","Urban Area","2","","","","8"
"Other","1991","higher education","Rural Area","","","","","8"
"PDS/Linke","1991","higher education","Urban Area","","","","","5"
"PDS/Linke","1991","higher education","Rural Area","","","","","5"
"PDS/Linke","1991","general elemantary","Rural Area","","","","","5"
"PDS/Linke","1991","middle vocational","Urban Area","2","","","","5"
"PDS/Linke","1991","higher vocational","Rural Area","","","","","5"
"PDS/Linke","1991","inadequately","Rural Area","","","","","5"
"PDS/Linke","1991","middle vocational","Rural Area","1","","","","5"
"PDS/Linke","1991","in school","Urban Area","","","","","5"
"PDS/Linke","1991","general elemantary","Urban Area","","","","","5"
"PDS/Linke","1991","inadequately","Urban Area","","","","","5"
"PDS/Linke","1991","in school","Rural Area","","","","","5"
"PDS/Linke","1991","higher vocational","Urban Area","","","","","5"
"PDS/Linke","1991","vocational + Abi","Rural Area","","","","","5"
"PDS/Linke","1991","vocational + Abi","Urban Area","1","","","","5"
"SPD","1991","higher education","Urban Area","137","0.326987430552016","0.280607624006148","0.373367237097884","2"
"SPD","1991","in school","Urban Area","11","","","","2"
"SPD","1991","inadequately","Rural Area","2","","","","2"
"SPD","1991","general elemantary","Urban Area","319","0.557404292165793","0.517257746677809","0.597550837653777","2"
"SPD","1991","general elemantary","Rural Area","83","0.410059906257461","0.344468215491233","0.475651597023688","2"
"SPD","1991","middle vocational","Urban Area","900","0.488495561652265","0.4654288950387","0.511562228265829","2"
"SPD","1991","vocational + Abi","Rural Area","6","","","","2"
"SPD","1991","higher vocational","Rural Area","26","","","","2"
"SPD","1991","in school","Rural Area","6","","","","2"
"SPD","1991","inadequately","Urban Area","11","","","","2"
"SPD","1991","middle vocational","Rural Area","217","0.409202226974764","0.366778222560932","0.451626231388596","2"
"SPD","1991","vocational + Abi","Urban Area","44","0.396115604648225","0.305129623842495","0.487101585453956","2"
"SPD","1991","higher vocational","Urban Area","85","0.306642861486009","0.249712656741269","0.363573066230748","2"
"SPD","1991","higher education","Rural Area","28","","","","2"
"AfD","1992","in school","Urban Area","","","","","7"
"AfD","1992","in school","Rural Area","","","","","7"
"AfD","1992","inadequately","Urban Area","","","","","7"
"AfD","1992","inadequately","Rural Area","","","","","7"
"AfD","1992","general elemantary","Urban Area","","","","","7"
"AfD","1992","general elemantary","Rural Area","","","","","7"
"AfD","1992","middle vocational","Urban Area","","","","","7"
"AfD","1992","middle vocational","Rural Area","","","","","7"
"AfD","1992","vocational + Abi","Urban Area","","","","","7"
"AfD","1992","vocational + Abi","Rural Area","","","","","7"
"AfD","1992","higher vocational","Urban Area","","","","","7"
"AfD","1992","higher vocational","Rural Area","","","","","7"
"AfD","1992","higher education","Urban Area","","","","","7"
"AfD","1992","higher education","Rural Area","","","","","7"
"CDU/CSU","1992","higher vocational","Rural Area","66","0.512514697751838","0.429119225344813","0.595910170158863","1"
"CDU/CSU","1992","higher education","Urban Area","167","0.339331908115112","0.299653115950683","0.379010700279541","1"
"CDU/CSU","1992","in school","Urban Area","15","","","","1"
"CDU/CSU","1992","in school","Rural Area","2","","","","1"
"CDU/CSU","1992","inadequately","Urban Area","11","","","","1"
"CDU/CSU","1992","inadequately","Rural Area","3","","","","1"
"CDU/CSU","1992","general elemantary","Urban Area","252","0.426585238242564","0.390231369352459","0.462939107132669","1"
"CDU/CSU","1992","general elemantary","Rural Area","122","0.473256829060718","0.413480588815895","0.533033069305541","1"
"CDU/CSU","1992","middle vocational","Urban Area","745","0.403281852196735","0.381766521724286","0.424797182669185","1"
"CDU/CSU","1992","middle vocational","Rural Area","417","0.472054849305974","0.439312261876861","0.504797436735086","1"
"CDU/CSU","1992","vocational + Abi","Urban Area","33","0.241791331584117","0.173041808000915","0.310540855167318","1"
"CDU/CSU","1992","vocational + Abi","Rural Area","13","","","","1"
"CDU/CSU","1992","higher vocational","Urban Area","131","0.534897377891707","0.47438594098897","0.595408814794444","1"
"CDU/CSU","1992","higher education","Rural Area","90","0.369491888374871","0.312753958464721","0.42622981828502","1"
"FDP","1992","in school","Urban Area","2","","","","3"
"FDP","1992","general elemantary","Urban Area","10","","","","3"
"FDP","1992","middle vocational","Rural Area","35","0.039906169671107","0.0270681149238245","0.0527442244183894","3"
"FDP","1992","in school","Rural Area","1","","","","3"
"FDP","1992","inadequately","Urban Area","","","","","3"
"FDP","1992","inadequately","Rural Area","1","","","","3"
"FDP","1992","general elemantary","Rural Area","9","","","","3"
"FDP","1992","higher education","Urban Area","51","0.109124735431888","0.0829956336783759","0.1352538371854","3"
"FDP","1992","higher education","Rural Area","30","0.128534581773809","0.0891921893082094","0.167876974239408","3"
"FDP","1992","middle vocational","Urban Area","63","0.0342237639578039","0.0262500399038511","0.0421974880117566","3"
"FDP","1992","vocational + Abi","Urban Area","16","","","","3"
"FDP","1992","higher vocational","Urban Area","9","","","","3"
"FDP","1992","higher vocational","Rural Area","11","","","","3"
"FDP","1992","vocational + Abi","Rural Area","1","","","","3"
"NPD Combination","1992","higher vocational","Rural Area","","","","","6"
"NPD Combination","1992","higher education","Urban Area","","","","","6"
"NPD Combination","1992","in school","Rural Area","","","","","6"
"NPD Combination","1992","inadequately","Urban Area","","","","","6"
"NPD Combination","1992","inadequately","Rural Area","","","","","6"
"NPD Combination","1992","general elemantary","Urban Area","","","","","6"
"NPD Combination","1992","general elemantary","Rural Area","","","","","6"
"NPD Combination","1992","higher education","Rural Area","","","","","6"
"NPD Combination","1992","in school","Urban Area","","","","","6"
"NPD Combination","1992","middle vocational","Urban Area","","","","","6"
"NPD Combination","1992","middle vocational","Rural Area","","","","","6"
"NPD Combination","1992","vocational + Abi","Urban Area","","","","","6"
"NPD Combination","1992","higher vocational","Urban Area","","","","","6"
"NPD Combination","1992","vocational + Abi","Rural Area","","","","","6"
"Other","1992","higher vocational","Urban Area","8","","","","8"
"Other","1992","in school","Urban Area","","","","","8"
"Other","1992","inadequately","Rural Area","","","","","8"
"Other","1992","in school","Rural Area","","","","","8"
"Other","1992","vocational + Abi","Rural Area","1","","","","8"
"Other","1992","inadequately","Urban Area","3","","","","8"
"Other","1992","higher vocational","Rural Area","4","","","","8"
"Other","1992","general elemantary","Urban Area","16","","","","8"
"Other","1992","general elemantary","Rural Area","11","","","","8"
"Other","1992","middle vocational","Urban Area","42","0.0171231495875055","0.0114333045696883","0.0228129946053228","8"
"Other","1992","middle vocational","Rural Area","17","","","","8"
"Other","1992","vocational + Abi","Urban Area","4","","","","8"
"Other","1992","higher education","Urban Area","5","","","","8"
"Other","1992","higher education","Rural Area","5","","","","8"
"PDS/Linke","1992","higher education","Urban Area","22","","","","5"
"PDS/Linke","1992","general elemantary","Rural Area","2","","","","5"
"PDS/Linke","1992","higher education","Rural Area","39","0.121748611440359","0.0833100501674556","0.160187172713263","5"
"PDS/Linke","1992","general elemantary","Urban Area","3","","","","5"
"PDS/Linke","1992","inadequately","Rural Area","1","","","","5"
"PDS/Linke","1992","higher vocational","Rural Area","5","","","","5"
"PDS/Linke","1992","inadequately","Urban Area","","","","","5"
"PDS/Linke","1992","middle vocational","Rural Area","25","","","","5"
"PDS/Linke","1992","in school","Urban Area","","","","","5"
"PDS/Linke","1992","in school","Rural Area","","","","","5"
"PDS/Linke","1992","middle vocational","Urban Area","23","","","","5"
"PDS/Linke","1992","vocational + Abi","Urban Area","1","","","","5"
"PDS/Linke","1992","higher vocational","Urban Area","1","","","","5"
"PDS/Linke","1992","vocational + Abi","Rural Area","2","","","","5"
"SPD","1992","in school","Urban Area","21","","","","2"
"SPD","1992","higher vocational","Rural Area","47","0.323619101123463","0.245560405703926","0.401677796542999","2"
"SPD","1992","in school","Rural Area","3","","","","2"
"SPD","1992","inadequately","Urban Area","69","0.798732587627244","0.714481425889769","0.88298374936472","2"
"SPD","1992","inadequately","Rural Area","11","","","","2"
"SPD","1992","middle vocational","Rural Area","361","0.396427543439567","0.36434498613317","0.428510100745963","2"
"SPD","1992","vocational + Abi","Rural Area","18","","","","2"
"SPD","1992","higher vocational","Urban Area","93","0.334442982232531","0.277205369146172","0.391680595318891","2"
"SPD","1992","higher education","Urban Area","200","0.333830364780518","0.294311017502871","0.373349712058166","2"
"SPD","1992","general elemantary","Rural Area","104","0.446157542285061","0.386643707299182","0.50567137727094","2"
"SPD","1992","middle vocational","Urban Area","1024","0.494070627142047","0.472142652344254","0.515998601939841","2"
"SPD","1992","vocational + Abi","Urban Area","75","0.436500529838607","0.356867342204921","0.516133717472292","2"
"SPD","1992","general elemantary","Urban Area","395","0.510712165469848","0.473968405015289","0.547455925924407","2"
"SPD","1992","higher education","Rural Area","78","0.264963431710662","0.213086636842095","0.31684022657923","2"
"AfD","1993","in school","Urban Area","","","","","7"
"AfD","1993","in school","Rural Area","","","","","7"
"AfD","1993","inadequately","Urban Area","","","","","7"
"AfD","1993","inadequately","Rural Area","","","","","7"
"AfD","1993","general elemantary","Urban Area","","","","","7"
"AfD","1993","general elemantary","Rural Area","","","","","7"
"AfD","1993","middle vocational","Urban Area","","","","","7"
"AfD","1993","middle vocational","Rural Area","","","","","7"
"AfD","1993","vocational + Abi","Urban Area","","","","","7"
"AfD","1993","vocational + Abi","Rural Area","","","","","7"
"AfD","1993","higher vocational","Urban Area","","","","","7"
"AfD","1993","higher vocational","Rural Area","","","","","7"
"AfD","1993","higher education","Urban Area","","","","","7"
"AfD","1993","higher education","Rural Area","","","","","7"
"CDU/CSU","1993","higher vocational","Rural Area","57","0.442202321794423","0.356828391486374","0.527576252102472","1"
"CDU/CSU","1993","higher education","Urban Area","143","0.314466054983428","0.274900102659577","0.35403200730728","1"
"CDU/CSU","1993","vocational + Abi","Rural Area","9","","","","1"
"CDU/CSU","1993","higher vocational","Urban Area","112","0.524922828680798","0.460801879627203","0.589043777734394","1"
"CDU/CSU","1993","higher education","Rural Area","71","0.326547801987308","0.269102452210855","0.38399315176376","1"
"CDU/CSU","1993","in school","Urban Area","7","","","","1"
"CDU/CSU","1993","in school","Rural Area","1","","","","1"
"CDU/CSU","1993","inadequately","Urban Area","2","","","","1"
"CDU/CSU","1993","inadequately","Rural Area","4","","","","1"
"CDU/CSU","1993","general elemantary","Urban Area","195","0.38572286894727","0.347376642349724","0.424069095544817","1"
"CDU/CSU","1993","general elemantary","Rural Area","113","0.48013823173078","0.416125369484842","0.544151093976718","1"
"CDU/CSU","1993","middle vocational","Urban Area","615","0.370113415844653","0.347638797973774","0.392588033715531","1"
"CDU/CSU","1993","middle vocational","Rural Area","334","0.463282206382239","0.427992648620512","0.498571764143967","1"
"CDU/CSU","1993","vocational + Abi","Urban Area","39","0.273236326478354","0.199682654382667","0.346789998574041","1"
"FDP","1993","middle vocational","Urban Area","56","0.0361306623229926","0.0274442434669024","0.0448170811790828","3"
"FDP","1993","inadequately","Urban Area","","","","","3"
"FDP","1993","inadequately","Rural Area","","","","","3"
"FDP","1993","general elemantary","Urban Area","10","","","","3"
"FDP","1993","general elemantary","Rural Area","2","","","","3"
"FDP","1993","middle vocational","Rural Area","37","0.0662692610135572","0.0486650201896503","0.0838735018374641","3"
"FDP","1993","in school","Urban Area","2","","","","3"
"FDP","1993","in school","Rural Area","","","","","3"
"FDP","1993","vocational + Abi","Urban Area","13","","","","3"
"FDP","1993","higher education","Urban Area","46","0.0983557825860636","0.0729789271871516","0.123732637984976","3"
"FDP","1993","higher education","Rural Area","18","","","","3"
"FDP","1993","vocational + Abi","Rural Area","3","","","","3"
"FDP","1993","higher vocational","Urban Area","9","","","","3"
"FDP","1993","higher vocational","Rural Area","5","","","","3"
"NPD Combination","1993","higher education","Urban Area","7","","","","6"
"NPD Combination","1993","in school","Urban Area","","","","","6"
"NPD Combination","1993","higher vocational","Rural Area","3","","","","6"
"NPD Combination","1993","vocational + Abi","Rural Area","3","","","","6"
"NPD Combination","1993","general elemantary","Urban Area","19","","","","6"
"NPD Combination","1993","higher education","Rural Area","2","","","","6"
"NPD Combination","1993","in school","Rural Area","2","","","","6"
"NPD Combination","1993","inadequately","Urban Area","1","","","","6"
"NPD Combination","1993","inadequately","Rural Area","","","","","6"
"NPD Combination","1993","middle vocational","Urban Area","61","0.0325889780666162","0.0243241350347177","0.0408538210985148","6"
"NPD Combination","1993","vocational + Abi","Urban Area","2","","","","6"
"NPD Combination","1993","higher vocational","Urban Area","8","","","","6"
"NPD Combination","1993","general elemantary","Rural Area","5","","","","6"
"NPD Combination","1993","middle vocational","Rural Area","24","","","","6"
"Other","1993","in school","Rural Area","1","","","","8"
"Other","1993","inadequately","Urban Area","1","","","","8"
"Other","1993","inadequately","Rural Area","","","","","8"
"Other","1993","higher vocational","Rural Area","4","","","","8"
"Other","1993","higher vocational","Urban Area","3","","","","8"
"Other","1993","in school","Urban Area","","","","","8"
"Other","1993","vocational + Abi","Rural Area","","","","","8"
"Other","1993","higher education","Urban Area","5","","","","8"
"Other","1993","general elemantary","Urban Area","3","","","","8"
"Other","1993","general elemantary","Rural Area","4","","","","8"
"Other","1993","middle vocational","Urban Area","11","","","","8"
"Other","1993","middle vocational","Rural Area","8","","","","8"
"Other","1993","vocational + Abi","Urban Area","2","","","","8"
"Other","1993","higher education","Rural Area","3","","","","8"
"PDS/Linke","1993","higher education","Urban Area","30","0.0357560099310824","0.0199330309943747","0.0515789888677901","5"
"PDS/Linke","1993","higher vocational","Urban Area","1","","","","5"
"PDS/Linke","1993","general elemantary","Rural Area","7","","","","5"
"PDS/Linke","1993","middle vocational","Urban Area","20","","","","5"
"PDS/Linke","1993","higher education","Rural Area","45","0.161497373432883","0.116419537997874","0.206575208867893","5"
"PDS/Linke","1993","general elemantary","Urban Area","3","","","","5"
"PDS/Linke","1993","higher vocational","Rural Area","5","","","","5"
"PDS/Linke","1993","in school","Urban Area","1","","","","5"
"PDS/Linke","1993","inadequately","Rural Area","","","","","5"
"PDS/Linke","1993","middle vocational","Rural Area","27","","","","5"
"PDS/Linke","1993","vocational + Abi","Rural Area","1","","","","5"
"PDS/Linke","1993","vocational + Abi","Urban Area","2","","","","5"
"PDS/Linke","1993","inadequately","Urban Area","","","","","5"
"PDS/Linke","1993","in school","Rural Area","1","","","","5"
"SPD","1993","in school","Rural Area","3","","","","2"
"SPD","1993","inadequately","Rural Area","11","","","","2"
"SPD","1993","in school","Urban Area","15","","","","2"
"SPD","1993","inadequately","Urban Area","64","0.834464027886584","0.74861569922735","0.920312356545819","2"
"SPD","1993","vocational + Abi","Urban Area","53","0.329144896486409","0.251583349701407","0.40670644327141","2"
"SPD","1993","vocational + Abi","Rural Area","19","","","","2"
"SPD","1993","general elemantary","Rural Area","89","0.408690833638527","0.345704704883892","0.471676962393163","2"
"SPD","1993","middle vocational","Urban Area","888","0.485602005869153","0.462338048548993","0.508865963189313","2"
"SPD","1993","middle vocational","Rural Area","301","0.362025741501244","0.328014560482814","0.396036922519674","2"
"SPD","1993","higher vocational","Urban Area","79","0.30314031188404","0.244125007944358","0.362155615823722","2"
"SPD","1993","higher vocational","Rural Area","48","0.357757563144745","0.27535886957084","0.440156256718649","2"
"SPD","1993","higher education","Urban Area","182","0.302415900846024","0.263275898034588","0.34155590365746","2"
"SPD","1993","general elemantary","Urban Area","352","0.523327149626828","0.483981238387321","0.562673060866334","2"
"SPD","1993","higher education","Rural Area","88","0.311275187599588","0.254556885060543","0.367993490138632","2"
"AfD","1994","in school","Urban Area","","","","","7"
"AfD","1994","in school","Rural Area","","","","","7"
"AfD","1994","inadequately","Urban Area","","","","","7"
"AfD","1994","vocational + Abi","Urban Area","","","","","7"
"AfD","1994","vocational + Abi","Rural Area","","","","","7"
"AfD","1994","higher vocational","Urban Area","","","","","7"
"AfD","1994","higher vocational","Rural Area","","","","","7"
"AfD","1994","inadequately","Rural Area","","","","","7"
"AfD","1994","general elemantary","Urban Area","","","","","7"
"AfD","1994","general elemantary","Rural Area","","","","","7"
"AfD","1994","middle vocational","Urban Area","","","","","7"
"AfD","1994","middle vocational","Rural Area","","","","","7"
"AfD","1994","higher education","Urban Area","","","","","7"
"AfD","1994","higher education","Rural Area","","","","","7"
"CDU/CSU","1994","in school","Urban Area","10","","","","1"
"CDU/CSU","1994","in school","Rural Area","3","","","","1"
"CDU/CSU","1994","inadequately","Urban Area","8","","","","1"
"CDU/CSU","1994","inadequately","Rural Area","4","","","","1"
"CDU/CSU","1994","general elemantary","Urban Area","193","0.36281417332242","0.325621640694999","0.400006705949842","1"
"CDU/CSU","1994","vocational + Abi","Urban Area","32","0.231897669057615","0.160704399246934","0.303090938868296","1"
"CDU/CSU","1994","vocational + Abi","Rural Area","12","","","","1"
"CDU/CSU","1994","higher vocational","Urban Area","119","0.549791075872716","0.486716399145036","0.612865752600395","1"
"CDU/CSU","1994","higher vocational","Rural Area","54","0.498993602573954","0.409534076604264","0.588453128543644","1"
"CDU/CSU","1994","higher education","Urban Area","168","0.326072753211784","0.28758926538585","0.364556241037717","1"
"CDU/CSU","1994","general elemantary","Rural Area","97","0.398407501000364","0.336598100791497","0.460216901209231","1"
"CDU/CSU","1994","middle vocational","Urban Area","626","0.369142485476281","0.347199895266171","0.391085075686392","1"
"CDU/CSU","1994","middle vocational","Rural Area","348","0.455387353428156","0.420834733013131","0.489939973843181","1"
"CDU/CSU","1994","higher education","Rural Area","73","0.323309843643979","0.266455217215143","0.380164470072814","1"
"FDP","1994","vocational + Abi","Rural Area","2","","","","3"
"FDP","1994","higher vocational","Urban Area","7","","","","3"
"FDP","1994","higher education","Rural Area","17","","","","3"
"FDP","1994","in school","Urban Area","1","","","","3"
"FDP","1994","in school","Rural Area","","","","","3"
"FDP","1994","inadequately","Urban Area","","","","","3"
"FDP","1994","inadequately","Rural Area","","","","","3"
"FDP","1994","general elemantary","Urban Area","9","","","","3"
"FDP","1994","general elemantary","Rural Area","5","","","","3"
"FDP","1994","middle vocational","Urban Area","42","0.0253177506364871","0.0181749369247143","0.0324605643482599","3"
"FDP","1994","middle vocational","Rural Area","15","","","","3"
"FDP","1994","vocational + Abi","Urban Area","7","","","","3"
"FDP","1994","higher vocational","Rural Area","4","","","","3"
"FDP","1994","higher education","Urban Area","38","0.0788347484440289","0.0567120408158058","0.100957456072252","3"
"NPD Combination","1994","higher vocational","Rural Area","1","","","","6"
"NPD Combination","1994","inadequately","Urban Area","","","","","6"
"NPD Combination","1994","vocational + Abi","Rural Area","1","","","","6"
"NPD Combination","1994","higher vocational","Urban Area","5","","","","6"
"NPD Combination","1994","higher education","Urban Area","3","","","","6"
"NPD Combination","1994","in school","Rural Area","2","","","","6"
"NPD Combination","1994","inadequately","Rural Area","1","","","","6"
"NPD Combination","1994","general elemantary","Urban Area","17","","","","6"
"NPD Combination","1994","general elemantary","Rural Area","2","","","","6"
"NPD Combination","1994","middle vocational","Rural Area","12","","","","6"
"NPD Combination","1994","vocational + Abi","Urban Area","1","","","","6"
"NPD Combination","1994","higher education","Rural Area","3","","","","6"
"NPD Combination","1994","middle vocational","Urban Area","42","0.0204438057564635","0.0140092171332044","0.0268783943797226","6"
"NPD Combination","1994","in school","Urban Area","","","","","6"
"Other","1994","in school","Rural Area","1","","","","8"
"Other","1994","inadequately","Urban Area","4","","","","8"
"Other","1994","inadequately","Rural Area","","","","","8"
"Other","1994","higher vocational","Urban Area","2","","","","8"
"Other","1994","higher vocational","Rural Area","4","","","","8"
"Other","1994","higher education","Urban Area","4","","","","8"
"Other","1994","in school","Urban Area","","","","","8"
"Other","1994","vocational + Abi","Rural Area","","","","","8"
"Other","1994","general elemantary","Urban Area","4","","","","8"
"Other","1994","general elemantary","Rural Area","4","","","","8"
"Other","1994","middle vocational","Urban Area","17","","","","8"
"Other","1994","middle vocational","Rural Area","16","","","","8"
"Other","1994","vocational + Abi","Urban Area","2","","","","8"
"Other","1994","higher education","Rural Area","5","","","","8"
"PDS/Linke","1994","general elemantary","Urban Area","5","","","","5"
"PDS/Linke","1994","general elemantary","Rural Area","8","","","","5"
"PDS/Linke","1994","inadequately","Rural Area","","","","","5"
"PDS/Linke","1994","middle vocational","Rural Area","38","0.0303080089294975","0.018413616775194","0.042202401083801","5"
"PDS/Linke","1994","higher education","Rural Area","59","0.180550550752985","0.133796213022742","0.227304888483229","5"
"PDS/Linke","1994","higher vocational","Rural Area","9","","","","5"
"PDS/Linke","1994","inadequately","Urban Area","1","","","","5"
"PDS/Linke","1994","higher education","Urban Area","44","0.0438445240375424","0.0270358830442173","0.0606531650308676","5"
"PDS/Linke","1994","vocational + Abi","Urban Area","4","","","","5"
"PDS/Linke","1994","in school","Rural Area","2","","","","5"
"PDS/Linke","1994","middle vocational","Urban Area","35","0.0146125136303058","0.00915630180846126","0.0200687254521503","5"
"PDS/Linke","1994","higher vocational","Urban Area","1","","","","5"
"PDS/Linke","1994","in school","Urban Area","","","","","5"
"PDS/Linke","1994","vocational + Abi","Rural Area","3","","","","5"
"SPD","1994","in school","Urban Area","12","","","","2"
"SPD","1994","vocational + Abi","Rural Area","22","","","","2"
"SPD","1994","in school","Rural Area","1","","","","2"
"SPD","1994","inadequately","Urban Area","71","0.791324196998181","0.706421785747396","0.876226608248965","2"
"SPD","1994","inadequately","Rural Area","7","","","","2"
"SPD","1994","middle vocational","Rural Area","328","0.417978599665587","0.383757564273669","0.452199635057505","2"
"SPD","1994","vocational + Abi","Urban Area","57","0.377805638534662","0.296019734249372","0.459591542819952","2"
"SPD","1994","higher vocational","Urban Area","84","0.321145954189243","0.261950470517118","0.380341437861368","2"
"SPD","1994","higher vocational","Rural Area","43","0.336207042129465","0.251683596820209","0.420730487438721","2"
"SPD","1994","higher education","Urban Area","208","0.339259107379241","0.300391123531413","0.378127091227069","2"
"SPD","1994","middle vocational","Urban Area","982","0.506460784519601","0.483727667835051","0.52919390120415","2"
"SPD","1994","general elemantary","Urban Area","380","0.545542739578337","0.507026711894564","0.58405876726211","2"
"SPD","1994","general elemantary","Rural Area","111","0.50682027731077","0.443699960955258","0.569940593666282","2"
"SPD","1994","higher education","Rural Area","80","0.303357614464533","0.247479233463657","0.35923599546541","2"
"AfD","1995","in school","Urban Area","","","","","7"
"AfD","1995","in school","Rural Area","","","","","7"
"AfD","1995","inadequately","Urban Area","","","","","7"
"AfD","1995","inadequately","Rural Area","","","","","7"
"AfD","1995","general elemantary","Urban Area","","","","","7"
"AfD","1995","general elemantary","Rural Area","","","","","7"
"AfD","1995","middle vocational","Urban Area","","","","","7"
"AfD","1995","vocational + Abi","Rural Area","","","","","7"
"AfD","1995","higher vocational","Urban Area","","","","","7"
"AfD","1995","middle vocational","Rural Area","","","","","7"
"AfD","1995","vocational + Abi","Urban Area","","","","","7"
"AfD","1995","higher vocational","Rural Area","","","","","7"
"AfD","1995","higher education","Urban Area","","","","","7"
"AfD","1995","higher education","Rural Area","","","","","7"
"CDU/CSU","1995","inadequately","Urban Area","11","","","","1"
"CDU/CSU","1995","inadequately","Rural Area","7","","","","1"
"CDU/CSU","1995","higher education","Urban Area","207","0.331918858004938","0.296101411439444","0.367736304570433","1"
"CDU/CSU","1995","in school","Rural Area","7","","","","1"
"CDU/CSU","1995","general elemantary","Rural Area","130","0.484528008455121","0.42282450828841","0.546231508621832","1"
"CDU/CSU","1995","general elemantary","Urban Area","234","0.402657461829545","0.365298164984423","0.440016758674668","1"
"CDU/CSU","1995","higher vocational","Rural Area","64","0.420011982693188","0.341027311896334","0.498996653490042","1"
"CDU/CSU","1995","in school","Urban Area","10","","","","1"
"CDU/CSU","1995","middle vocational","Urban Area","782","0.397711246035278","0.376637607414389","0.418784884656167","1"
"CDU/CSU","1995","middle vocational","Rural Area","461","0.470983024276001","0.439794992140183","0.502171056411819","1"
"CDU/CSU","1995","higher education","Rural Area","115","0.383795077847299","0.33000582041447","0.437584335280128","1"
"CDU/CSU","1995","vocational + Abi","Urban Area","59","0.308246205830467","0.241525009572421","0.374967402088513","1"
"CDU/CSU","1995","vocational + Abi","Rural Area","28","","","","1"
"CDU/CSU","1995","higher vocational","Urban Area","116","0.491455289116523","0.429974729732906","0.552935848500141","1"
"FDP","1995","vocational + Abi","Urban Area","6","","","","3"
"FDP","1995","higher education","Urban Area","35","0.0658036348646484","0.0469450943187361","0.0846621754105608","3"
"FDP","1995","inadequately","Urban Area","","","","","3"
"FDP","1995","in school","Rural Area","","","","","3"
"FDP","1995","inadequately","Rural Area","1","","","","3"
"FDP","1995","general elemantary","Urban Area","10","","","","3"
"FDP","1995","general elemantary","Rural Area","2","","","","3"
"FDP","1995","higher vocational","Rural Area","4","","","","3"
"FDP","1995","middle vocational","Rural Area","27","","","","3"
"FDP","1995","vocational + Abi","Rural Area","1","","","","3"
"FDP","1995","higher vocational","Urban Area","9","","","","3"
"FDP","1995","middle vocational","Urban Area","38","0.0234885056271636","0.0169674247142326","0.0300095865400947","3"
"FDP","1995","higher education","Rural Area","10","","","","3"
"FDP","1995","in school","Urban Area","1","","","","3"
"NPD Combination","1995","in school","Rural Area","","","","","6"
"NPD Combination","1995","inadequately","Urban Area","","","","","6"
"NPD Combination","1995","in school","Urban Area","1","","","","6"
"NPD Combination","1995","inadequately","Rural Area","1","","","","6"
"NPD Combination","1995","general elemantary","Urban Area","5","","","","6"
"NPD Combination","1995","general elemantary","Rural Area","3","","","","6"
"NPD Combination","1995","higher vocational","Rural Area","1","","","","6"
"NPD Combination","1995","higher education","Urban Area","","","","","6"
"NPD Combination","1995","middle vocational","Urban Area","29","","","","6"
"NPD Combination","1995","middle vocational","Rural Area","13","","","","6"
"NPD Combination","1995","higher vocational","Urban Area","","","","","6"
"NPD Combination","1995","vocational + Abi","Urban Area","1","","","","6"
"NPD Combination","1995","higher education","Rural Area","","","","","6"
"NPD Combination","1995","vocational + Abi","Rural Area","","","","","6"
"Other","1995","in school","Rural Area","1","","","","8"
"Other","1995","inadequately","Urban Area","4","","","","8"
"Other","1995","inadequately","Rural Area","","","","","8"
"Other","1995","in school","Urban Area","2","","","","8"
"Other","1995","general elemantary","Urban Area","9","","","","8"
"Other","1995","general elemantary","Rural Area","1","","","","8"
"Other","1995","vocational + Abi","Rural Area","","","","","8"
"Other","1995","higher vocational","Urban Area","2","","","","8"
"Other","1995","higher vocational","Rural Area","1","","","","8"
"Other","1995","higher education","Urban Area","4","","","","8"
"Other","1995","middle vocational","Urban Area","17","","","","8"
"Other","1995","middle vocational","Rural Area","7","","","","8"
"Other","1995","vocational + Abi","Urban Area","1","","","","8"
"Other","1995","higher education","Rural Area","2","","","","8"
"PDS/Linke","1995","middle vocational","Rural Area","55","0.0398569994496073","0.0276341967270416","0.0520798021721729","5"
"PDS/Linke","1995","in school","Urban Area","2","","","","5"
"PDS/Linke","1995","in school","Rural Area","5","","","","5"
"PDS/Linke","1995","inadequately","Urban Area","","","","","5"
"PDS/Linke","1995","inadequately","Rural Area","","","","","5"
"PDS/Linke","1995","general elemantary","Urban Area","10","","","","5"
