"party","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Other","1994","no migration background","West Germany","30","0.00896109297508382","0.00570106430961828","0.0122211216405494","8"
"Other","1994","no migration background","East Germany","25","","","","8"
"Other","1994","indirect migration background","East Germany","","","","","8"
"Other","1994","direct migration background","West Germany","7","","","","8"
"Other","1994","direct migration background","East Germany","1","","","","8"
"Other","1994","indirect migration background","West Germany","2","","","","8"
"PDS/Linke","1994","direct migration background","East Germany","9","","","","5"
"PDS/Linke","1994","no migration background","East Germany","185","0.179823574818505","0.156982836780781","0.20266431285623","5"
"PDS/Linke","1994","direct migration background","West Germany","1","","","","5"
"PDS/Linke","1994","no migration background","West Germany","15","","","","5"
"PDS/Linke","1994","indirect migration background","West Germany","","","","","5"
"PDS/Linke","1994","indirect migration background","East Germany","","","","","5"
"SPD","1994","indirect migration background","East Germany","1","","","","1"
"SPD","1994","indirect migration background","West Germany","89","0.583106929148995","0.495974068041673","0.670239790256316","1"
"SPD","1994","direct migration background","East Germany","8","","","","1"
"SPD","1994","no migration background","West Germany","1521","0.464750997807882","0.447497240957303","0.48200475465846","1"
"SPD","1994","no migration background","East Germany","374","0.345875438741655","0.31758606924627","0.374164808237041","1"
"SPD","1994","direct migration background","West Germany","422","0.521373065125088","0.48282158144905","0.559924548801127","1"
"AfD","1995","no migration background","West Germany","","","","","7"
"AfD","1995","no migration background","East Germany","","","","","7"
"AfD","1995","direct migration background","West Germany","","","","","7"
"AfD","1995","direct migration background","East Germany","","","","","7"
"AfD","1995","indirect migration background","West Germany","","","","","7"
"AfD","1995","indirect migration background","East Germany","","","","","7"
"CDU/CSU","1995","no migration background","East Germany","502","0.366123648936804","0.33999646106205","0.392250836811558","2"
"CDU/CSU","1995","no migration background","West Germany","1409","0.407555216151283","0.39132470316498","0.423785729137587","2"
"CDU/CSU","1995","direct migration background","East Germany","22","","","","2"
"CDU/CSU","1995","direct migration background","West Germany","303","0.446188712545967","0.412829655446578","0.479547769645356","2"
"CDU/CSU","1995","indirect migration background","West Germany","18","","","","2"
"CDU/CSU","1995","indirect migration background","East Germany","1","","","","2"
"FDP","1995","indirect migration background","West Germany","1","","","","3"
"FDP","1995","indirect migration background","East Germany","","","","","3"
"FDP","1995","no migration background","East Germany","31","0.0222113131184966","0.0142187490941108","0.0302038771428824","3"
"FDP","1995","direct migration background","West Germany","14","","","","3"
"FDP","1995","direct migration background","East Germany","1","","","","3"
"FDP","1995","no migration background","West Germany","99","0.0325995704325384","0.0267338122498427","0.038465328615234","3"
"NPD","1995","direct migration background","East Germany","","","","","6"
"NPD","1995","indirect migration background","East Germany","","","","","6"
"NPD","1995","no migration background","West Germany","33","0.00971112823347657","0.00647197963305551","0.0129502768338976","6"
"NPD","1995","direct migration background","West Germany","5","","","","6"
"NPD","1995","indirect migration background","West Germany","3","","","","6"
"NPD","1995","no migration background","East Germany","15","","","","6"
"Other","1995","no migration background","West Germany","23","","","","8"
"Other","1995","no migration background","East Germany","12","","","","8"
"Other","1995","direct migration background","West Germany","14","","","","8"
"Other","1995","direct migration background","East Germany","","","","","8"
"Other","1995","indirect migration background","West Germany","2","","","","8"
"Other","1995","indirect migration background","East Germany","","","","","8"
"PDS/Linke","1995","direct migration background","East Germany","11","","","","5"
"PDS/Linke","1995","direct migration background","West Germany","3","","","","5"
"PDS/Linke","1995","no migration background","East Germany","232","0.198642593684635","0.177004160105271","0.220281027264","5"
"PDS/Linke","1995","no migration background","West Germany","19","","","","5"
"PDS/Linke","1995","indirect migration background","West Germany","2","","","","5"
"PDS/Linke","1995","indirect migration background","East Germany","1","","","","5"
"SPD","1995","indirect migration background","West Germany","71","0.453094002885517","0.364397620741148","0.541790385029886","1"
"SPD","1995","indirect migration background","East Germany","","","","","1"
"SPD","1995","direct migration background","East Germany","13","","","","1"
"SPD","1995","no migration background","East Germany","414","0.316491615680726","0.291266711198947","0.341716520162506","1"
"SPD","1995","direct migration background","West Germany","433","0.408654834651149","0.375665586230151","0.441644083072146","1"
"SPD","1995","no migration background","West Germany","1573","0.44688505137636","0.430463253962218","0.463306848790502","1"
"AfD","1996","no migration background","West Germany","","","","","7"
"AfD","1996","no migration background","East Germany","","","","","7"
"AfD","1996","direct migration background","West Germany","","","","","7"
"AfD","1996","direct migration background","East Germany","","","","","7"
"AfD","1996","indirect migration background","East Germany","","","","","7"
"AfD","1996","indirect migration background","West Germany","","","","","7"
"CDU/CSU","1996","no migration background","West Germany","1413","0.440557501997035","0.423715878565747","0.457399125428323","2"
"CDU/CSU","1996","direct migration background","East Germany","18","","","","2"
"CDU/CSU","1996","no migration background","East Germany","471","0.381305372126919","0.353697572246796","0.408913172007042","2"
"CDU/CSU","1996","direct migration background","West Germany","291","0.439205561005226","0.403781513433014","0.474629608577437","2"
"CDU/CSU","1996","indirect migration background","West Germany","21","","","","2"
"CDU/CSU","1996","indirect migration background","East Germany","2","","","","2"
"FDP","1996","indirect migration background","West Germany","","","","","3"
"FDP","1996","indirect migration background","East Germany","","","","","3"
"FDP","1996","direct migration background","West Germany","12","","","","3"
"FDP","1996","no migration background","East Germany","21","","","","3"
"FDP","1996","direct migration background","East Germany","","","","","3"
"FDP","1996","no migration background","West Germany","84","0.0297490433999459","0.0239855809594888","0.0355125058404029","3"
"NPD","1996","direct migration background","East Germany","1","","","","6"
"NPD","1996","indirect migration background","West Germany","","","","","6"
"NPD","1996","indirect migration background","East Germany","","","","","6"
"NPD","1996","no migration background","West Germany","48","0.0139240875695488","0.00994902954164762","0.01789914559745","6"
"NPD","1996","direct migration background","West Germany","5","","","","6"
"NPD","1996","no migration background","East Germany","22","","","","6"
"Other","1996","no migration background","West Germany","33","0.00963212642525645","0.00631879954453874","0.0129454533059742","8"
"Other","1996","no migration background","East Germany","9","","","","8"
"Other","1996","direct migration background","West Germany","6","","","","8"
"Other","1996","direct migration background","East Germany","1","","","","8"
"Other","1996","indirect migration background","West Germany","","","","","8"
"Other","1996","indirect migration background","East Germany","","","","","8"
"PDS/Linke","1996","direct migration background","East Germany","13","","","","5"
"PDS/Linke","1996","direct migration background","West Germany","1","","","","5"
"PDS/Linke","1996","no migration background","West Germany","24","","","","5"
"PDS/Linke","1996","no migration background","East Germany","238","0.212334146800621","0.18908868953853","0.235579604062713","5"
"PDS/Linke","1996","indirect migration background","East Germany","2","","","","5"
"PDS/Linke","1996","indirect migration background","West Germany","2","","","","5"
"SPD","1996","indirect migration background","West Germany","73","0.457012328522652","0.369684627527001","0.544340029518303","1"
"SPD","1996","indirect migration background","East Germany","","","","","1"
"SPD","1996","direct migration background","East Germany","9","","","","1"
"SPD","1996","no migration background","East Germany","314","0.274050681751122","0.24869789181865","0.299403471683594","1"
"SPD","1996","direct migration background","West Germany","373","0.390344230622354","0.355524240427274","0.425164220817435","1"
"SPD","1996","no migration background","West Germany","1373","0.403432861427667","0.386790297893028","0.420075424962307","1"
"AfD","1997","no migration background","West Germany","","","","","7"
"AfD","1997","no migration background","East Germany","","","","","7"
"AfD","1997","direct migration background","East Germany","","","","","7"
"AfD","1997","direct migration background","West Germany","","","","","7"
"AfD","1997","indirect migration background","West Germany","","","","","7"
"AfD","1997","indirect migration background","East Germany","","","","","7"
"CDU/CSU","1997","no migration background","East Germany","395","0.354454842070264","0.32593947183293","0.382970212307598","2"
"CDU/CSU","1997","direct migration background","West Germany","266","0.43136070875592","0.394486713271009","0.468234704240832","2"
"CDU/CSU","1997","direct migration background","East Germany","13","","","","2"
"CDU/CSU","1997","no migration background","West Germany","1254","0.413035578128251","0.395813605795722","0.43025755046078","2"
"CDU/CSU","1997","indirect migration background","West Germany","17","","","","2"
"CDU/CSU","1997","indirect migration background","East Germany","4","","","","2"
"FDP","1997","indirect migration background","West Germany","3","","","","3"
"FDP","1997","indirect migration background","East Germany","","","","","3"
"FDP","1997","no migration background","East Germany","23","","","","3"
"FDP","1997","direct migration background","West Germany","6","","","","3"
"FDP","1997","direct migration background","East Germany","","","","","3"
"FDP","1997","no migration background","West Germany","76","0.0264508019623512","0.0208379751671806","0.0320636287575219","3"
"NPD","1997","no migration background","West Germany","58","0.0159787551743039","0.0115928728442863","0.0203646375043215","6"
"NPD","1997","direct migration background","East Germany","1","","","","6"
"NPD","1997","indirect migration background","West Germany","1","","","","6"
"NPD","1997","indirect migration background","East Germany","","","","","6"
"NPD","1997","no migration background","East Germany","32","0.0303148962132897","0.0200942430939665","0.0405355493326129","6"
"NPD","1997","direct migration background","West Germany","7","","","","6"
"Other","1997","direct migration background","East Germany","","","","","8"
"Other","1997","no migration background","West Germany","29","","","","8"
"Other","1997","no migration background","East Germany","11","","","","8"
"Other","1997","direct migration background","West Germany","6","","","","8"
"Other","1997","indirect migration background","West Germany","2","","","","8"
"Other","1997","indirect migration background","East Germany","","","","","8"
"PDS/Linke","1997","no migration background","East Germany","209","0.195667708692852","0.172018719871134","0.21931669751457","5"
"PDS/Linke","1997","no migration background","West Germany","18","","","","5"
"PDS/Linke","1997","direct migration background","East Germany","11","","","","5"
"PDS/Linke","1997","direct migration background","West Germany","2","","","","5"
"PDS/Linke","1997","indirect migration background","West Germany","1","","","","5"
"PDS/Linke","1997","indirect migration background","East Germany","","","","","5"
"SPD","1997","indirect migration background","West Germany","64","0.367458570053803","0.281909192497668","0.453007947609937","1"
"SPD","1997","indirect migration background","East Germany","1","","","","1"
"SPD","1997","direct migration background","East Germany","11","","","","1"
"SPD","1997","no migration background","East Germany","332","0.314957632649959","0.287267819274055","0.342647446025864","1"
"SPD","1997","direct migration background","West Germany","359","0.456368939868424","0.419284506789081","0.493453372947768","1"
"SPD","1997","no migration background","West Germany","1376","0.436375143498154","0.419028784183663","0.453721502812645","1"
"AfD","1998","no migration background","East Germany","","","","","7"
"AfD","1998","no migration background","West Germany","","","","","7"
"AfD","1998","direct migration background","East Germany","","","","","7"
"AfD","1998","direct migration background","West Germany","","","","","7"
"AfD","1998","indirect migration background","West Germany","","","","","7"
"AfD","1998","indirect migration background","East Germany","","","","","7"
"CDU/CSU","1998","no migration background","East Germany","342","0.300006994517181","0.273216700758144","0.326797288276217","2"
"CDU/CSU","1998","no migration background","West Germany","1398","0.381910866946126","0.366442835436307","0.397378898455944","2"
"CDU/CSU","1998","direct migration background","East Germany","16","","","","2"
"CDU/CSU","1998","direct migration background","West Germany","258","0.413724270255718","0.376761683152954","0.450686857358482","2"
"CDU/CSU","1998","indirect migration background","West Germany","18","","","","2"
"CDU/CSU","1998","indirect migration background","East Germany","3","","","","2"
"FDP","1998","indirect migration background","East Germany","","","","","3"
"FDP","1998","indirect migration background","West Germany","5","","","","3"
"FDP","1998","direct migration background","West Germany","9","","","","3"
"FDP","1998","direct migration background","East Germany","","","","","3"
"FDP","1998","no migration background","East Germany","21","","","","3"
"FDP","1998","no migration background","West Germany","94","0.03093394115937","0.0254217685968846","0.0364461137218554","3"
"NPD","1998","no migration background","West Germany","58","0.0173517453267865","0.0131945626199209","0.0215089280336521","6"
"NPD","1998","direct migration background","East Germany","","","","","6"
"NPD","1998","indirect migration background","West Germany","1","","","","6"
"NPD","1998","indirect migration background","East Germany","","","","","6"
"NPD","1998","no migration background","East Germany","31","0.0237546997747853","0.0148520520985561","0.0326573474510145","6"
"NPD","1998","direct migration background","West Germany","2","","","","6"
"Other","1998","direct migration background","East Germany","","","","","8"
"Other","1998","no migration background","West Germany","49","0.0142395987336284","0.0104676737595528","0.018011523707704","8"
"Other","1998","no migration background","East Germany","24","","","","8"
"Other","1998","direct migration background","West Germany","7","","","","8"
"Other","1998","indirect migration background","West Germany","","","","","8"
"Other","1998","indirect migration background","East Germany","","","","","8"
"PDS/Linke","1998","no migration background","West Germany","22","","","","5"
"PDS/Linke","1998","no migration background","East Germany","211","0.182120828400317","0.159558219357108","0.204683437443526","5"
"PDS/Linke","1998","direct migration background","East Germany","12","","","","5"
"PDS/Linke","1998","direct migration background","West Germany","3","","","","5"
"PDS/Linke","1998","indirect migration background","West Germany","3","","","","5"
"PDS/Linke","1998","indirect migration background","East Germany","","","","","5"
"SPD","1998","indirect migration background","West Germany","88","0.480133003759205","0.396777275283166","0.563488732235243","1"
"SPD","1998","indirect migration background","East Germany","","","","","1"
"SPD","1998","direct migration background","East Germany","10","","","","1"
"SPD","1998","direct migration background","West Germany","355","0.477897131939317","0.440408365073097","0.515385898805538","1"
"SPD","1998","no migration background","East Germany","400","0.356793268885097","0.328787432194546","0.384799105575647","1"
"SPD","1998","no migration background","West Germany","1805","0.463231056697432","0.447355790718087","0.479106322676777","1"
"AfD","1999","direct migration background","East Germany","","","","","7"
"AfD","1999","no migration background","West Germany","","","","","7"
"AfD","1999","direct migration background","West Germany","","","","","7"
"AfD","1999","no migration background","East Germany","","","","","7"
"AfD","1999","indirect migration background","West Germany","","","","","7"
"AfD","1999","indirect migration background","East Germany","","","","","7"
"CDU/CSU","1999","no migration background","East Germany","442","0.308601605280521","0.284132976015871","0.333070234545172","2"
"CDU/CSU","1999","no migration background","West Germany","1656","0.439915454857642","0.424408306191764","0.455422603523519","2"
"CDU/CSU","1999","direct migration background","West Germany","268","0.434755230466965","0.396964259950849","0.472546200983081","2"
"CDU/CSU","1999","direct migration background","East Germany","18","","","","2"
"CDU/CSU","1999","indirect migration background","West Germany","25","","","","2"
"CDU/CSU","1999","indirect migration background","East Germany","3","","","","2"
"FDP","1999","indirect migration background","West Germany","6","","","","3"
"FDP","1999","indirect migration background","East Germany","","","","","3"
"FDP","1999","no migration background","West Germany","96","0.0279291066057192","0.022781586665302","0.0330766265461365","3"
"FDP","1999","no migration background","East Germany","24","","","","3"
"FDP","1999","direct migration background","West Germany","9","","","","3"
"FDP","1999","direct migration background","East Germany","","","","","3"
"NPD","1999","no migration background","West Germany","48","0.00878740304440633","0.00587176085653029","0.0117030452322824","6"
"NPD","1999","direct migration background","East Germany","","","","","6"
"NPD","1999","indirect migration background","West Germany","1","","","","6"
"NPD","1999","indirect migration background","East Germany","","","","","6"
"NPD","1999","no migration background","East Germany","28","","","","6"
"NPD","1999","direct migration background","West Germany","2","","","","6"
"Other","1999","direct migration background","East Germany","1","","","","8"
"Other","1999","indirect migration background","West Germany","4","","","","8"
"Other","1999","indirect migration background","East Germany","","","","","8"
"Other","1999","no migration background","West Germany","37","0.0101700796589004","0.00703561763699357","0.0133045416808072","8"
"Other","1999","no migration background","East Germany","27","","","","8"
"Other","1999","direct migration background","West Germany","3","","","","8"
"PDS/Linke","1999","no migration background","East Germany","253","0.18903419380843","0.168293760609555","0.209774627007306","5"
"PDS/Linke","1999","direct migration background","East Germany","10","","","","5"
"PDS/Linke","1999","no migration background","West Germany","33","0.00907387932831529","0.00611152035716168","0.0120362382994689","5"
"PDS/Linke","1999","direct migration background","West Germany","6","","","","5"
"PDS/Linke","1999","indirect migration background","East Germany","","","","","5"
"PDS/Linke","1999","indirect migration background","West Germany","2","","","","5"
"SPD","1999","indirect migration background","West Germany","106","0.60400473314317","0.528925564106381","0.67908390217996","1"
"SPD","1999","indirect migration background","East Germany","","","","","1"
"SPD","1999","direct migration background","East Germany","17","","","","1"
"SPD","1999","no migration background","East Germany","526","0.396119879428033","0.370211809976619","0.422027948879447","1"
"SPD","1999","direct migration background","West Germany","333","0.473010824561509","0.434949513113225","0.511072136009793","1"
"SPD","1999","no migration background","West Germany","1775","0.438938573765313","0.423435149719562","0.454441997811064","1"
"AfD","2000","direct migration background","East Germany","","","","","7"
"AfD","2000","no migration background","West Germany","","","","","7"
"AfD","2000","no migration background","East Germany","","","","","7"
"AfD","2000","direct migration background","West Germany","","","","","7"
"AfD","2000","indirect migration background","East Germany","","","","","7"
"AfD","2000","indirect migration background","West Germany","","","","","7"
"CDU/CSU","2000","direct migration background","West Germany","431","0.44631125792473","0.415156065987029","0.477466449862431","2"
"CDU/CSU","2000","no migration background","West Germany","2964","0.412594270908641","0.40126687344478","0.423921668372502","2"
"CDU/CSU","2000","no migration background","East Germany","713","0.334683687431224","0.314355704993634","0.355011669868814","2"
"CDU/CSU","2000","direct migration background","East Germany","19","","","","2"
"CDU/CSU","2000","indirect migration background","West Germany","52","0.302906268185343","0.241625960880453","0.364186575490233","2"
"CDU/CSU","2000","indirect migration background","East Germany","3","","","","2"
"FDP","2000","indirect migration background","East Germany","","","","","3"
"FDP","2000","indirect migration background","West Germany","8","","","","3"
"FDP","2000","no migration background","West Germany","215","0.0335676741246792","0.0294234254883498","0.0377119227610086","3"
"FDP","2000","no migration background","East Germany","38","0.0168961549230899","0.0113440641603361","0.0224482456858437","3"
"FDP","2000","direct migration background","West Germany","18","","","","3"
"FDP","2000","direct migration background","East Germany","1","","","","3"
"NPD","2000","direct migration background","East Germany","","","","","6"
"NPD","2000","no migration background","West Germany","69","0.00840798220043844","0.00630705087358953","0.0105089135272874","6"
"NPD","2000","indirect migration background","West Germany","1","","","","6"
"NPD","2000","direct migration background","West Germany","4","","","","6"
"NPD","2000","indirect migration background","East Germany","","","","","6"
"NPD","2000","no migration background","East Germany","48","0.0232741079805985","0.0167790087421397","0.0297692072190573","6"
"Other","2000","direct migration background","East Germany","1","","","","8"
"Other","2000","indirect migration background","West Germany","3","","","","8"
"Other","2000","indirect migration background","East Germany","","","","","8"
"Other","2000","no migration background","West Germany","70","0.00926537722323943","0.00706087938675026","0.0114698750597286","8"
"Other","2000","no migration background","East Germany","27","","","","8"
"Other","2000","direct migration background","West Germany","9","","","","8"
"PDS/Linke","2000","no migration background","East Germany","454","0.223297107773753","0.205356715763653","0.241237499783852","5"
"PDS/Linke","2000","direct migration background","East Germany","15","","","","5"
"PDS/Linke","2000","no migration background","West Germany","40","0.0048830040120736","0.00327909374865706","0.00648691427549014","5"
"PDS/Linke","2000","direct migration background","West Germany","16","","","","5"
"PDS/Linke","2000","indirect migration background","West Germany","4","","","","5"
"PDS/Linke","2000","indirect migration background","East Germany","1","","","","5"
"SPD","2000","indirect migration background","East Germany","","","","","1"
"SPD","2000","indirect migration background","West Germany","124","0.481143688246289","0.414511793349721","0.547775583142858","1"
"SPD","2000","direct migration background","East Germany","12","","","","1"
"SPD","2000","no migration background","West Germany","3320","0.455811935957496","0.444352405935734","0.467271465979258","1"
"SPD","2000","no migration background","East Germany","699","0.347580660894202","0.327066482229555","0.36809483955885","1"
"SPD","2000","direct migration background","West Germany","448","0.434155607060808","0.403092143399316","0.4652190707223","1"
"AfD","2001","direct migration background","East Germany","","","","","7"
"AfD","2001","no migration background","West Germany","","","","","7"
"AfD","2001","no migration background","East Germany","","","","","7"
"AfD","2001","direct migration background","West Germany","","","","","7"
"AfD","2001","indirect migration background","West Germany","","","","","7"
"AfD","2001","indirect migration background","East Germany","","","","","7"
"CDU/CSU","2001","direct migration background","East Germany","17","","","","2"
"CDU/CSU","2001","no migration background","West Germany","2539","0.404099794740121","0.392109257419327","0.416090332060915","2"
"CDU/CSU","2001","direct migration background","West Germany","337","0.403853756765483","0.369916339537474","0.437791173993491","2"
"CDU/CSU","2001","no migration background","East Germany","591","0.330395017379935","0.308326332251454","0.352463702508416","2"
"CDU/CSU","2001","indirect migration background","West Germany","46","0.310558882697706","0.246589725277259","0.374528040118153","2"
"CDU/CSU","2001","indirect migration background","East Germany","3","","","","2"
"FDP","2001","indirect migration background","West Germany","6","","","","3"
"FDP","2001","indirect migration background","East Germany","","","","","3"
"FDP","2001","no migration background","West Germany","229","0.039575160758699","0.0348113928069513","0.0443389287104468","3"
"FDP","2001","direct migration background","West Germany","19","","","","3"
"FDP","2001","direct migration background","East Germany","1","","","","3"
"FDP","2001","no migration background","East Germany","50","0.0257635472728055","0.0183301834007572","0.0331969111448539","3"
"NPD","2001","direct migration background","East Germany","","","","","6"
"NPD","2001","indirect migration background","West Germany","","","","","6"
"NPD","2001","no migration background","West Germany","65","0.00797933797407247","0.00580537896056277","0.0101532969875822","6"
"NPD","2001","indirect migration background","East Germany","","","","","6"
"NPD","2001","no migration background","East Germany","31","0.0158346621160504","0.0099774789119697","0.021691845320131","6"
"NPD","2001","direct migration background","West Germany","2","","","","6"
"Other","2001","no migration background","West Germany","52","0.00949086230111859","0.00712172820998061","0.0118599963922566","8"
"Other","2001","direct migration background","East Germany","","","","","8"
"Other","2001","indirect migration background","West Germany","1","","","","8"
"Other","2001","indirect migration background","East Germany","","","","","8"
"Other","2001","no migration background","East Germany","28","","","","8"
"Other","2001","direct migration background","West Germany","9","","","","8"
"PDS/Linke","2001","no migration background","West Germany","40","0.00649126507249613","0.00452899816567384","0.00845353197931843","5"
"PDS/Linke","2001","no migration background","East Germany","367","0.217836817404965","0.198469712646665","0.237203922163265","5"
"PDS/Linke","2001","direct migration background","East Germany","12","","","","5"
"PDS/Linke","2001","direct migration background","West Germany","9","","","","5"
"PDS/Linke","2001","indirect migration background","West Germany","4","","","","5"
"PDS/Linke","2001","indirect migration background","East Germany","1","","","","5"
"SPD","2001","indirect migration background","West Germany","118","0.487297095976856","0.418196807157682","0.55639738479603","1"
"SPD","2001","indirect migration background","East Germany","1","","","","1"
"SPD","2001","direct migration background","East Germany","12","","","","1"
"SPD","2001","no migration background","West Germany","2963","0.455546532107835","0.443377548127911","0.467715516087759","1"
"SPD","2001","direct migration background","West Germany","384","0.478387011316782","0.443836521649412","0.512937500984153","1"
"SPD","2001","no migration background","East Germany","596","0.342926467581634","0.320654536954318","0.365198398208951","1"
"AfD","2002","direct migration background","West Germany","","","","","7"
"AfD","2002","no migration background","West Germany","","","","","7"
"AfD","2002","no migration background","East Germany","","","","","7"
"AfD","2002","direct migration background","East Germany","","","","","7"
"AfD","2002","indirect migration background","West Germany","","","","","7"
"AfD","2002","indirect migration background","East Germany","","","","","7"
"CDU/CSU","2002","direct migration background","East Germany","16","","","","2"
"CDU/CSU","2002","indirect migration background","East Germany","1","","","","2"
"CDU/CSU","2002","no migration background","West Germany","3051","0.412453957445598","0.401244696386812","0.423663218504384","2"
"CDU/CSU","2002","no migration background","East Germany","635","0.324385615860207","0.303047313083817","0.345723918636598","2"
"CDU/CSU","2002","direct migration background","West Germany","378","0.455176438378667","0.421559966540913","0.488792910216422","2"
"CDU/CSU","2002","indirect migration background","West Germany","74","0.315759135305031","0.257196194930339","0.374322075679723","2"
"FDP","2002","indirect migration background","East Germany","2","","","","3"
"FDP","2002","indirect migration background","West Germany","5","","","","3"
"FDP","2002","no migration background","West Germany","386","0.0455013996183411","0.0407560488590297","0.0502467503776525","3"
"FDP","2002","direct migration background","West Germany","18","","","","3"
"FDP","2002","direct migration background","East Germany","2","","","","3"
"FDP","2002","no migration background","East Germany","71","0.0317989977827231","0.0238012240065367","0.0397967715589095","3"
"NPD","2002","no migration background","East Germany","26","","","","6"
"NPD","2002","direct migration background","East Germany","","","","","6"
"NPD","2002","indirect migration background","West Germany","1","","","","6"
"NPD","2002","no migration background","West Germany","46","0.00716667867488438","0.00524595259953486","0.0090874047502339","6"
"NPD","2002","direct migration background","West Germany","2","","","","6"
"NPD","2002","indirect migration background","East Germany","","","","","6"
"Other","2002","no migration background","West Germany","68","0.0107860769588586","0.00843403447930014","0.0131381194384171","8"
"Other","2002","no migration background","East Germany","23","","","","8"
"Other","2002","direct migration background","West Germany","8","","","","8"
"Other","2002","direct migration background","East Germany","1","","","","8"
"Other","2002","indirect migration background","West Germany","3","","","","8"
"Other","2002","indirect migration background","East Germany","","","","","8"
"PDS/Linke","2002","direct migration background","West Germany","11","","","","5"
"PDS/Linke","2002","no migration background","East Germany","462","0.267905359072592","0.247719187980377","0.288091530164806","5"
"PDS/Linke","2002","direct migration background","East Germany","11","","","","5"
"PDS/Linke","2002","no migration background","West Germany","63","0.00925832413136585","0.00707752984671947","0.0114391184160122","5"
"PDS/Linke","2002","indirect migration background","East Germany","2","","","","5"
"PDS/Linke","2002","indirect migration background","West Germany","4","","","","5"
"SPD","2002","indirect migration background","West Germany","132","0.46737115043656","0.404509800729628","0.530232500143492","1"
"SPD","2002","indirect migration background","East Germany","2","","","","1"
"SPD","2002","no migration background","East Germany","551","0.302817583971735","0.281874366953161","0.323760800990308","1"
"SPD","2002","direct migration background","East Germany","11","","","","1"
"SPD","2002","no migration background","West Germany","3184","0.445611765924957","0.434294184685439","0.456929347164475","1"
"SPD","2002","direct migration background","West Germany","385","0.442874609734485","0.409343249554714","0.476405969914256","1"
"AfD","2003","no migration background","West Germany","","","","","7"
"AfD","2003","no migration background","East Germany","","","","","7"
"AfD","2003","direct migration background","West Germany","","","","","7"
"AfD","2003","direct migration background","East Germany","","","","","7"
"AfD","2003","indirect migration background","West Germany","","","","","7"
"AfD","2003","indirect migration background","East Germany","","","","","7"
"CDU/CSU","2003","direct migration background","East Germany","19","","","","2"
"CDU/CSU","2003","direct migration background","West Germany","405","0.488246016345998","0.453455452477641","0.523036580214355","2"
"CDU/CSU","2003","indirect migration background","West Germany","77","0.320949637012572","0.263080430968336","0.378818843056807","2"
"CDU/CSU","2003","indirect migration background","East Germany","4","","","","2"
"CDU/CSU","2003","no migration background","West Germany","3423","0.449116201254577","0.437880048187459","0.460352354321696","2"
"CDU/CSU","2003","no migration background","East Germany","728","0.357031176345677","0.335566460065199","0.378495892626156","2"
"FDP","2003","indirect migration background","East Germany","","","","","3"
"FDP","2003","indirect migration background","West Germany","5","","","","3"
"FDP","2003","no migration background","West Germany","337","0.0405378886061953","0.0360828367557158","0.0449929404566748","3"
"FDP","2003","no migration background","East Germany","69","0.0355981866928553","0.0272973843695402","0.0438989890161705","3"
"FDP","2003","direct migration background","West Germany","13","","","","3"
"FDP","2003","direct migration background","East Germany","","","","","3"
"NPD","2003","no migration background","West Germany","34","0.00563557669228808","0.00394455080247287","0.0073266025821033","6"
"NPD","2003","direct migration background","West Germany","3","","","","6"
"NPD","2003","indirect migration background","East Germany","","","","","6"
"NPD","2003","no migration background","East Germany","27","","","","6"
"NPD","2003","direct migration background","East Germany","","","","","6"
"NPD","2003","indirect migration background","West Germany","1","","","","6"
"Other","2003","no migration background","West Germany","59","0.00827152184243309","0.00622556066554348","0.0103174830193227","8"
"Other","2003","no migration background","East Germany","21","","","","8"
"Other","2003","direct migration background","West Germany","4","","","","8"
"Other","2003","direct migration background","East Germany","1","","","","8"
"Other","2003","indirect migration background","West Germany","6","","","","8"
"Other","2003","indirect migration background","East Germany","","","","","8"
"PDS/Linke","2003","no migration background","West Germany","34","0.00374390173551204","0.00236429278603823","0.00512351068498584","5"
"PDS/Linke","2003","no migration background","East Germany","333","0.187886911200898","0.170387088738728","0.205386733663068","5"
"PDS/Linke","2003","direct migration background","West Germany","6","","","","5"
"PDS/Linke","2003","direct migration background","East Germany","9","","","","5"
"PDS/Linke","2003","indirect migration background","West Germany","2","","","","5"
"PDS/Linke","2003","indirect migration background","East Germany","2","","","","5"
"SPD","2003","indirect migration background","West Germany","116","0.417451601589756","0.356322620240663","0.478580582938849","1"
"SPD","2003","indirect migration background","East Germany","4","","","","1"
"SPD","2003","no migration background","East Germany","615","0.329376743868615","0.308321373010844","0.350432114726386","1"
"SPD","2003","direct migration background","West Germany","311","0.370177418464276","0.336570741425619","0.403784095502932","1"
"SPD","2003","no migration background","West Germany","2858","0.398986242019124","0.38792434902965","0.410048135008598","1"
"SPD","2003","direct migration background","East Germany","10","","","","1"
"AfD","2004","no migration background","West Germany","","","","","7"
"AfD","2004","no migration background","East Germany","","","","","7"
"AfD","2004","direct migration background","West Germany","","","","","7"
"AfD","2004","direct migration background","East Germany","","","","","7"
"AfD","2004","indirect migration background","West Germany","","","","","7"
"AfD","2004","indirect migration background","East Germany","","","","","7"
"CDU/CSU","2004","direct migration background","East Germany","15","","","","2"
"CDU/CSU","2004","no migration background","West Germany","3003","0.464401806751698","0.452230569287601","0.476573044215795","2"
"CDU/CSU","2004","no migration background","East Germany","582","0.34994343664332","0.326455492663022","0.373431380623618","2"
