"party","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"AfD","1989","Bavaria","higher education","","","","","7"
"AfD","1989","Berlin","in school","","","","","7"
"AfD","1989","Berlin","inadequately","","","","","7"
"AfD","1989","Berlin","general elemantary","","","","","7"
"AfD","1989","Berlin","middle vocational","","","","","7"
"AfD","1989","Berlin","vocational + Abi","","","","","7"
"AfD","1989","Berlin","higher vocational","","","","","7"
"AfD","1989","Berlin","higher education","","","","","7"
"AfD","1989","Brandenburg","in school","","","","","7"
"AfD","1989","Brandenburg","inadequately","","","","","7"
"AfD","1989","Brandenburg","general elemantary","","","","","7"
"AfD","1989","Brandenburg","middle vocational","","","","","7"
"AfD","1989","Brandenburg","vocational + Abi","","","","","7"
"AfD","1989","Brandenburg","higher vocational","","","","","7"
"AfD","1989","Brandenburg","higher education","","","","","7"
"AfD","1989","Mecklenburg-Western Pomerania","in school","","","","","7"
"AfD","1989","Mecklenburg-Western Pomerania","inadequately","","","","","7"
"AfD","1989","Mecklenburg-Western Pomerania","general elemantary","","","","","7"
"AfD","1989","Hamburg","middle vocational","","","","","7"
"AfD","1989","Hamburg","vocational + Abi","","","","","7"
"AfD","1989","Hamburg","higher vocational","","","","","7"
"AfD","1989","Hamburg","higher education","","","","","7"
"AfD","1989","Lower Saxony","in school","","","","","7"
"AfD","1989","Lower Saxony","inadequately","","","","","7"
"AfD","1989","Lower Saxony","general elemantary","","","","","7"
"AfD","1989","Lower Saxony","middle vocational","","","","","7"
"AfD","1989","Lower Saxony","vocational + Abi","","","","","7"
"AfD","1989","Lower Saxony","higher vocational","","","","","7"
"AfD","1989","Lower Saxony","higher education","","","","","7"
"AfD","1989","Bremen","in school","","","","","7"
"AfD","1989","Schleswig-Holstein","in school","","","","","7"
"AfD","1989","Schleswig-Holstein","inadequately","","","","","7"
"AfD","1989","Schleswig-Holstein","general elemantary","","","","","7"
"AfD","1989","Schleswig-Holstein","middle vocational","","","","","7"
"AfD","1989","Schleswig-Holstein","vocational + Abi","","","","","7"
"AfD","1989","Schleswig-Holstein","higher vocational","","","","","7"
"AfD","1989","Schleswig-Holstein","higher education","","","","","7"
"AfD","1989","Hamburg","in school","","","","","7"
"AfD","1989","Hamburg","inadequately","","","","","7"
"AfD","1989","Hamburg","general elemantary","","","","","7"
"AfD","1989","Bremen","middle vocational","","","","","7"
"AfD","1989","Bremen","general elemantary","","","","","7"
"AfD","1989","Bremen","inadequately","","","","","7"
"CDU/CSU","1989","Saxony","higher education","","","","","2"
"CDU/CSU","1989","Saxony","vocational + Abi","","","","","2"
"CDU/CSU","1989","Saxony","in school","","","","","2"
"CDU/CSU","1989","Thuringia","middle vocational","","","","","2"
"CDU/CSU","1989","Saxony","middle vocational","","","","","2"
"CDU/CSU","1989","Saxony","higher vocational","","","","","2"
"CDU/CSU","1989","Mecklenburg-Western Pomerania","higher education","","","","","2"
"CDU/CSU","1989","Saxony","general elemantary","","","","","2"
"CDU/CSU","1989","Berlin","higher vocational","7","","","","2"
"CDU/CSU","1989","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"CDU/CSU","1989","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"CDU/CSU","1989","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"CDU/CSU","1989","Saxony","inadequately","","","","","2"
"CDU/CSU","1989","Baden-Württemberg","vocational + Abi","6","","","","2"
"CDU/CSU","1989","Thuringia","in school","","","","","2"
"CDU/CSU","1989","Berlin","higher education","7","","","","2"
"CDU/CSU","1989","Saxony-Anhalt","inadequately","","","","","2"
"CDU/CSU","1989","Saxony-Anhalt","general elemantary","","","","","2"
"CDU/CSU","1989","Thuringia","vocational + Abi","","","","","2"
"CDU/CSU","1989","North Rhine-Westphalia","higher education","51","0.411835531125621","0.329119452807237","0.494551609444005","2"
"CDU/CSU","1989","Hesse","in school","","","","","2"
"CDU/CSU","1989","Hesse","general elemantary","28","","","","2"
"CDU/CSU","1989","Hesse","middle vocational","64","0.308586349677578","0.249020213319795","0.36815248603536","2"
"CDU/CSU","1989","Berlin","vocational + Abi","","","","","2"
"CDU/CSU","1989","Saxony-Anhalt","in school","","","","","2"
"CDU/CSU","1989","Thuringia","inadequately","","","","","2"
"CDU/CSU","1989","Thuringia","general elemantary","","","","","2"
"CDU/CSU","1989","Thuringia","higher vocational","","","","","2"
"CDU/CSU","1989","Thuringia","higher education","","","","","2"
"CDU/CSU","1989","Hesse","inadequately","1","","","","2"
"CDU/CSU","1989","Brandenburg","in school","","","","","2"
"CDU/CSU","1989","Brandenburg","inadequately","","","","","2"
"CDU/CSU","1989","Brandenburg","general elemantary","","","","","2"
"CDU/CSU","1989","Brandenburg","middle vocational","","","","","2"
"CDU/CSU","1989","Brandenburg","vocational + Abi","","","","","2"
"CDU/CSU","1989","Saxony-Anhalt","middle vocational","","","","","2"
"CDU/CSU","1989","Saxony-Anhalt","vocational + Abi","","","","","2"
"CDU/CSU","1989","Saxony-Anhalt","higher vocational","","","","","2"
"CDU/CSU","1989","Saxony-Anhalt","higher education","","","","","2"
"CDU/CSU","1989","Brandenburg","higher vocational","","","","","2"
"CDU/CSU","1989","Brandenburg","higher education","","","","","2"
"CDU/CSU","1989","Mecklenburg-Western Pomerania","in school","","","","","2"
"CDU/CSU","1989","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"CDU/CSU","1989","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"CDU/CSU","1989","Bremen","vocational + Abi","2","","","","2"
"CDU/CSU","1989","Bremen","higher vocational","1","","","","2"
"CDU/CSU","1989","Bremen","higher education","","","","","2"
"CDU/CSU","1989","North Rhine-Westphalia","in school","5","","","","2"
"CDU/CSU","1989","North Rhine-Westphalia","inadequately","7","","","","2"
"CDU/CSU","1989","North Rhine-Westphalia","general elemantary","75","0.332165460422391","0.278051007734419","0.386279913110362","2"
"CDU/CSU","1989","North Rhine-Westphalia","middle vocational","274","0.365254752974899","0.332095613738164","0.398413892211633","2"
"CDU/CSU","1989","North Rhine-Westphalia","vocational + Abi","17","","","","2"
"CDU/CSU","1989","North Rhine-Westphalia","higher vocational","47","0.57562235812057","0.472357671902639","0.678887044338501","2"
"CDU/CSU","1989","Hesse","vocational + Abi","2","","","","2"
"CDU/CSU","1989","Hesse","higher vocational","10","","","","2"
"CDU/CSU","1989","Hesse","higher education","16","","","","2"
"CDU/CSU","1989","Baden-Württemberg","in school","1","","","","2"
"CDU/CSU","1989","Baden-Württemberg","inadequately","5","","","","2"
"CDU/CSU","1989","Baden-Württemberg","general elemantary","78","0.496177203255648","0.427056623382615","0.565297783128681","2"
"CDU/CSU","1989","Baden-Württemberg","middle vocational","148","0.454053996236251","0.40345927377182","0.504648718700683","2"
"CDU/CSU","1989","Berlin","in school","","","","","2"
"CDU/CSU","1989","Berlin","inadequately","1","","","","2"
"CDU/CSU","1989","Berlin","general elemantary","11","","","","2"
"CDU/CSU","1989","Berlin","middle vocational","30","0.370447355924511","0.271766376073699","0.469128335775323","2"
"CDU/CSU","1989","Rhineland-Palatinate,Saarland","in school","1","","","","2"
"CDU/CSU","1989","Rhineland-Palatinate,Saarland","inadequately","1","","","","2"
"CDU/CSU","1989","Rhineland-Palatinate,Saarland","general elemantary","37","0.41349280151751","0.319743981862011","0.507241621173009","2"
"CDU/CSU","1989","Rhineland-Palatinate,Saarland","middle vocational","51","0.284391355534616","0.217743260331225","0.351039450738007","2"
"CDU/CSU","1989","Rhineland-Palatinate,Saarland","vocational + Abi","2","","","","2"
"CDU/CSU","1989","Rhineland-Palatinate,Saarland","higher vocational","11","","","","2"
"CDU/CSU","1989","Rhineland-Palatinate,Saarland","higher education","12","","","","2"
"CDU/CSU","1989","Baden-Württemberg","higher vocational","27","","","","2"
"CDU/CSU","1989","Baden-Württemberg","higher education","26","","","","2"
"CDU/CSU","1989","Bavaria","in school","3","","","","2"
"CDU/CSU","1989","Bavaria","inadequately","4","","","","2"
"CDU/CSU","1989","Bavaria","general elemantary","87","0.569227825861706","0.495438775457895","0.643016876265516","2"
"CDU/CSU","1989","Bavaria","middle vocational","214","0.502238198950892","0.454420453160163","0.550055944741622","2"
"CDU/CSU","1989","Bavaria","vocational + Abi","11","","","","2"
"CDU/CSU","1989","Bavaria","higher vocational","27","","","","2"
"CDU/CSU","1989","Bavaria","higher education","37","0.456029331561675","0.35196763913628","0.56009102398707","2"
"CDU/CSU","1989","Schleswig-Holstein","in school","","","","","2"
"CDU/CSU","1989","Schleswig-Holstein","inadequately","","","","","2"
"CDU/CSU","1989","Schleswig-Holstein","general elemantary","6","","","","2"
"CDU/CSU","1989","Schleswig-Holstein","middle vocational","29","","","","2"
"CDU/CSU","1989","Schleswig-Holstein","vocational + Abi","1","","","","2"
"CDU/CSU","1989","Schleswig-Holstein","higher vocational","5","","","","2"
"CDU/CSU","1989","Schleswig-Holstein","higher education","3","","","","2"
"CDU/CSU","1989","Hamburg","in school","","","","","2"
"CDU/CSU","1989","Hamburg","inadequately","","","","","2"
"CDU/CSU","1989","Lower Saxony","general elemantary","55","0.457448161884702","0.374026397606818","0.540869926162586","2"
"CDU/CSU","1989","Lower Saxony","middle vocational","83","0.337263359393329","0.281181572949809","0.39334514583685","2"
"CDU/CSU","1989","Hamburg","higher education","2","","","","2"
"CDU/CSU","1989","Bremen","general elemantary","3","","","","2"
"CDU/CSU","1989","Bremen","middle vocational","12","","","","2"
"CDU/CSU","1989","Hamburg","general elemantary","3","","","","2"
"CDU/CSU","1989","Hamburg","middle vocational","18","","","","2"
"CDU/CSU","1989","Hamburg","vocational + Abi","2","","","","2"
"CDU/CSU","1989","Hamburg","higher vocational","2","","","","2"
"CDU/CSU","1989","Lower Saxony","in school","","","","","2"
"CDU/CSU","1989","Lower Saxony","inadequately","","","","","2"
"CDU/CSU","1989","Lower Saxony","vocational + Abi","2","","","","2"
"CDU/CSU","1989","Lower Saxony","higher vocational","22","","","","2"
"CDU/CSU","1989","Lower Saxony","higher education","19","","","","2"
"CDU/CSU","1989","Bremen","in school","","","","","2"
"CDU/CSU","1989","Bremen","inadequately","","","","","2"
"FDP","1989","Schleswig-Holstein","higher vocational","3","","","","3"
"FDP","1989","Schleswig-Holstein","higher education","3","","","","3"
"FDP","1989","Schleswig-Holstein","vocational + Abi","2","","","","3"
"FDP","1989","Schleswig-Holstein","in school","","","","","3"
"FDP","1989","Schleswig-Holstein","inadequately","","","","","3"
"FDP","1989","Hamburg","in school","","","","","3"
"FDP","1989","Hamburg","middle vocational","4","","","","3"
"FDP","1989","Hamburg","vocational + Abi","","","","","3"
"FDP","1989","Hamburg","higher vocational","","","","","3"
"FDP","1989","Hamburg","higher education","","","","","3"
"FDP","1989","Lower Saxony","in school","","","","","3"
"FDP","1989","Bremen","middle vocational","","","","","3"
"FDP","1989","Bremen","vocational + Abi","","","","","3"
"FDP","1989","Hamburg","inadequately","","","","","3"
"FDP","1989","Hamburg","general elemantary","","","","","3"
"FDP","1989","Schleswig-Holstein","general elemantary","1","","","","3"
"FDP","1989","Schleswig-Holstein","middle vocational","1","","","","3"
"FDP","1989","Lower Saxony","inadequately","","","","","3"
"FDP","1989","Lower Saxony","general elemantary","1","","","","3"
"FDP","1989","Bremen","inadequately","","","","","3"
"FDP","1989","Bremen","general elemantary","","","","","3"
"FDP","1989","Lower Saxony","middle vocational","9","","","","3"
"FDP","1989","Lower Saxony","vocational + Abi","3","","","","3"
"FDP","1989","Lower Saxony","higher vocational","","","","","3"
"FDP","1989","Lower Saxony","higher education","5","","","","3"
"FDP","1989","Bremen","in school","","","","","3"
"FDP","1989","Bremen","higher vocational","","","","","3"
"FDP","1989","Bremen","higher education","","","","","3"
"FDP","1989","North Rhine-Westphalia","in school","1","","","","3"
"FDP","1989","Hesse","general elemantary","","","","","3"
"FDP","1989","Hesse","middle vocational","8","","","","3"
"FDP","1989","Hesse","vocational + Abi","1","","","","3"
"FDP","1989","Hesse","higher vocational","","","","","3"
"FDP","1989","Hesse","higher education","3","","","","3"
"FDP","1989","Rhineland-Palatinate,Saarland","in school","","","","","3"
"FDP","1989","Rhineland-Palatinate,Saarland","inadequately","","","","","3"
"FDP","1989","Rhineland-Palatinate,Saarland","general elemantary","1","","","","3"
"FDP","1989","Rhineland-Palatinate,Saarland","middle vocational","4","","","","3"
"FDP","1989","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","3"
"FDP","1989","Baden-Württemberg","middle vocational","15","","","","3"
"FDP","1989","Baden-Württemberg","vocational + Abi","1","","","","3"
"FDP","1989","Baden-Württemberg","higher vocational","3","","","","3"
"FDP","1989","Baden-Württemberg","higher education","2","","","","3"
"FDP","1989","Bavaria","in school","1","","","","3"
"FDP","1989","Bavaria","inadequately","","","","","3"
"FDP","1989","Bavaria","general elemantary","3","","","","3"
"FDP","1989","Berlin","higher education","","","","","3"
"FDP","1989","Brandenburg","in school","","","","","3"
"FDP","1989","Brandenburg","inadequately","","","","","3"
"FDP","1989","Brandenburg","general elemantary","","","","","3"
"FDP","1989","North Rhine-Westphalia","inadequately","","","","","3"
"FDP","1989","North Rhine-Westphalia","general elemantary","4","","","","3"
"FDP","1989","North Rhine-Westphalia","middle vocational","17","","","","3"
"FDP","1989","North Rhine-Westphalia","vocational + Abi","2","","","","3"
"FDP","1989","North Rhine-Westphalia","higher vocational","2","","","","3"
"FDP","1989","North Rhine-Westphalia","higher education","14","","","","3"
"FDP","1989","Hesse","in school","","","","","3"
"FDP","1989","Hesse","inadequately","","","","","3"
"FDP","1989","Rhineland-Palatinate,Saarland","higher vocational","1","","","","3"
"FDP","1989","Rhineland-Palatinate,Saarland","higher education","","","","","3"
"FDP","1989","Baden-Württemberg","in school","","","","","3"
"FDP","1989","Baden-Württemberg","inadequately","1","","","","3"
"FDP","1989","Baden-Württemberg","general elemantary","","","","","3"
"FDP","1989","Bavaria","middle vocational","11","","","","3"
"FDP","1989","Bavaria","vocational + Abi","","","","","3"
"FDP","1989","Bavaria","higher vocational","1","","","","3"
"FDP","1989","Bavaria","higher education","8","","","","3"
"FDP","1989","Berlin","in school","","","","","3"
"FDP","1989","Berlin","inadequately","","","","","3"
"FDP","1989","Berlin","general elemantary","1","","","","3"
"FDP","1989","Berlin","middle vocational","1","","","","3"
"FDP","1989","Berlin","vocational + Abi","","","","","3"
"FDP","1989","Berlin","higher vocational","","","","","3"
"FDP","1989","Brandenburg","middle vocational","","","","","3"
"FDP","1989","Brandenburg","vocational + Abi","","","","","3"
"FDP","1989","Brandenburg","higher vocational","","","","","3"
"FDP","1989","Brandenburg","higher education","","","","","3"
"FDP","1989","Mecklenburg-Western Pomerania","in school","","","","","3"
"FDP","1989","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"FDP","1989","Mecklenburg-Western Pomerania","general elemantary","","","","","3"
"FDP","1989","Mecklenburg-Western Pomerania","middle vocational","","","","","3"
"FDP","1989","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"FDP","1989","Mecklenburg-Western Pomerania","higher vocational","","","","","3"
"FDP","1989","Mecklenburg-Western Pomerania","higher education","","","","","3"
"FDP","1989","Saxony","in school","","","","","3"
"FDP","1989","Saxony","inadequately","","","","","3"
"FDP","1989","Saxony","general elemantary","","","","","3"
"FDP","1989","Saxony","middle vocational","","","","","3"
"FDP","1989","Saxony","vocational + Abi","","","","","3"
"FDP","1989","Saxony","higher vocational","","","","","3"
"FDP","1989","Saxony","higher education","","","","","3"
"FDP","1989","Saxony-Anhalt","in school","","","","","3"
"FDP","1989","Saxony-Anhalt","inadequately","","","","","3"
"FDP","1989","Saxony-Anhalt","general elemantary","","","","","3"
"FDP","1989","Thuringia","middle vocational","","","","","3"
"FDP","1989","Thuringia","vocational + Abi","","","","","3"
"FDP","1989","Thuringia","higher vocational","","","","","3"
"FDP","1989","Thuringia","higher education","","","","","3"
"FDP","1989","Thuringia","inadequately","","","","","3"
"FDP","1989","Thuringia","general elemantary","","","","","3"
"FDP","1989","Saxony-Anhalt","middle vocational","","","","","3"
"FDP","1989","Saxony-Anhalt","vocational + Abi","","","","","3"
"FDP","1989","Saxony-Anhalt","higher vocational","","","","","3"
"FDP","1989","Saxony-Anhalt","higher education","","","","","3"
"FDP","1989","Thuringia","in school","","","","","3"
"NPD","1989","Mecklenburg-Western Pomerania","middle vocational","","","","","6"
"NPD","1989","Mecklenburg-Western Pomerania","vocational + Abi","","","","","6"
"NPD","1989","Mecklenburg-Western Pomerania","higher vocational","","","","","6"
"NPD","1989","Mecklenburg-Western Pomerania","higher education","","","","","6"
"NPD","1989","Saxony","in school","","","","","6"
"NPD","1989","Saxony","inadequately","","","","","6"
"NPD","1989","Saxony","general elemantary","","","","","6"
"NPD","1989","Saxony","middle vocational","","","","","6"
"NPD","1989","Saxony","vocational + Abi","","","","","6"
"NPD","1989","Saxony","higher vocational","","","","","6"
"NPD","1989","Saxony","higher education","","","","","6"
"NPD","1989","Saxony-Anhalt","in school","","","","","6"
"NPD","1989","Saxony-Anhalt","inadequately","","","","","6"
"NPD","1989","Saxony-Anhalt","general elemantary","","","","","6"
"NPD","1989","Saxony-Anhalt","middle vocational","","","","","6"
"NPD","1989","Bremen","vocational + Abi","","","","","6"
"NPD","1989","Bremen","higher vocational","","","","","6"
"NPD","1989","Bremen","higher education","","","","","6"
"NPD","1989","North Rhine-Westphalia","in school","","","","","6"
"NPD","1989","North Rhine-Westphalia","inadequately","","","","","6"
"NPD","1989","North Rhine-Westphalia","general elemantary","","","","","6"
"NPD","1989","North Rhine-Westphalia","middle vocational","","","","","6"
"NPD","1989","North Rhine-Westphalia","vocational + Abi","","","","","6"
"NPD","1989","Saxony-Anhalt","vocational + Abi","","","","","6"
"NPD","1989","Saxony-Anhalt","higher vocational","","","","","6"
"NPD","1989","Saxony-Anhalt","higher education","","","","","6"
"NPD","1989","Thuringia","in school","","","","","6"
"NPD","1989","Thuringia","inadequately","","","","","6"
"NPD","1989","Thuringia","general elemantary","","","","","6"
"NPD","1989","Thuringia","middle vocational","","","","","6"
"NPD","1989","Thuringia","vocational + Abi","","","","","6"
"NPD","1989","Thuringia","higher vocational","","","","","6"
"NPD","1989","Thuringia","higher education","","","","","6"
"NPD","1989","Hamburg","middle vocational","","","","","6"
"NPD","1989","Hamburg","vocational + Abi","","","","","6"
"NPD","1989","Hamburg","higher vocational","","","","","6"
"NPD","1989","Hamburg","higher education","","","","","6"
"NPD","1989","Lower Saxony","in school","","","","","6"
"NPD","1989","Rhineland-Palatinate,Saarland","in school","","","","","6"
"NPD","1989","Rhineland-Palatinate,Saarland","inadequately","","","","","6"
"NPD","1989","Rhineland-Palatinate,Saarland","general elemantary","","","","","6"
"NPD","1989","Rhineland-Palatinate,Saarland","middle vocational","","","","","6"
"NPD","1989","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","6"
"NPD","1989","Bavaria","inadequately","","","","","6"
"NPD","1989","Bavaria","general elemantary","","","","","6"
"NPD","1989","Bavaria","middle vocational","","","","","6"
"NPD","1989","Bavaria","vocational + Abi","","","","","6"
"NPD","1989","Brandenburg","higher education","","","","","6"
"NPD","1989","Lower Saxony","inadequately","","","","","6"
"NPD","1989","Lower Saxony","general elemantary","","","","","6"
"NPD","1989","Lower Saxony","middle vocational","","","","","6"
"NPD","1989","Lower Saxony","vocational + Abi","","","","","6"
"NPD","1989","Lower Saxony","higher vocational","","","","","6"
"NPD","1989","Lower Saxony","higher education","","","","","6"
"NPD","1989","Bremen","in school","","","","","6"
"NPD","1989","Bremen","inadequately","","","","","6"
"NPD","1989","Bremen","general elemantary","","","","","6"
"NPD","1989","Bremen","middle vocational","","","","","6"
"NPD","1989","North Rhine-Westphalia","higher vocational","","","","","6"
"NPD","1989","North Rhine-Westphalia","higher education","","","","","6"
"NPD","1989","Hesse","in school","","","","","6"
"NPD","1989","Hesse","inadequately","","","","","6"
"NPD","1989","Hesse","general elemantary","","","","","6"
"NPD","1989","Hesse","middle vocational","","","","","6"
"NPD","1989","Hesse","vocational + Abi","","","","","6"
"NPD","1989","Hesse","higher vocational","","","","","6"
"NPD","1989","Hesse","higher education","","","","","6"
"NPD","1989","Rhineland-Palatinate,Saarland","higher vocational","","","","","6"
"NPD","1989","Rhineland-Palatinate,Saarland","higher education","","","","","6"
"NPD","1989","Baden-Württemberg","in school","","","","","6"
"NPD","1989","Baden-Württemberg","inadequately","","","","","6"
"NPD","1989","Baden-Württemberg","general elemantary","","","","","6"
"NPD","1989","Baden-Württemberg","middle vocational","","","","","6"
"NPD","1989","Baden-Württemberg","vocational + Abi","","","","","6"
"NPD","1989","Baden-Württemberg","higher vocational","","","","","6"
"NPD","1989","Baden-Württemberg","higher education","","","","","6"
"NPD","1989","Bavaria","in school","","","","","6"
"NPD","1989","Bavaria","higher vocational","","","","","6"
"NPD","1989","Berlin","higher education","","","","","6"
"NPD","1989","Brandenburg","in school","","","","","6"
"NPD","1989","Brandenburg","inadequately","","","","","6"
"NPD","1989","Brandenburg","general elemantary","","","","","6"
"NPD","1989","Brandenburg","middle vocational","","","","","6"
"NPD","1989","Brandenburg","vocational + Abi","","","","","6"
"NPD","1989","Brandenburg","higher vocational","","","","","6"
"NPD","1989","Mecklenburg-Western Pomerania","in school","","","","","6"
"NPD","1989","Mecklenburg-Western Pomerania","inadequately","","","","","6"
"NPD","1989","Mecklenburg-Western Pomerania","general elemantary","","","","","6"
"NPD","1989","Schleswig-Holstein","higher education","","","","","6"
"NPD","1989","Hamburg","in school","","","","","6"
"NPD","1989","Hamburg","inadequately","","","","","6"
"NPD","1989","Berlin","inadequately","","","","","6"
"NPD","1989","Berlin","vocational + Abi","","","","","6"
"NPD","1989","Berlin","higher vocational","","","","","6"
"NPD","1989","Schleswig-Holstein","in school","","","","","6"
"NPD","1989","Schleswig-Holstein","inadequately","","","","","6"
"NPD","1989","Schleswig-Holstein","general elemantary","","","","","6"
"NPD","1989","Schleswig-Holstein","middle vocational","","","","","6"
"NPD","1989","Schleswig-Holstein","vocational + Abi","","","","","6"
"NPD","1989","Schleswig-Holstein","higher vocational","","","","","6"
"NPD","1989","Hamburg","general elemantary","","","","","6"
"NPD","1989","Bavaria","higher education","","","","","6"
"NPD","1989","Berlin","in school","","","","","6"
"NPD","1989","Berlin","general elemantary","","","","","6"
"NPD","1989","Berlin","middle vocational","","","","","6"
"Other","1989","Mecklenburg-Western Pomerania","higher education","","","","","8"
"Other","1989","Saxony","inadequately","","","","","8"
"Other","1989","Saxony","general elemantary","","","","","8"
"Other","1989","Saxony","higher education","","","","","8"
"Other","1989","Saxony","in school","","","","","8"
"Other","1989","Saxony","middle vocational","","","","","8"
"Other","1989","Saxony","vocational + Abi","","","","","8"
"Other","1989","Saxony","higher vocational","","","","","8"
"Other","1989","Mecklenburg-Western Pomerania","middle vocational","","","","","8"
"Other","1989","Mecklenburg-Western Pomerania","vocational + Abi","","","","","8"
"Other","1989","Mecklenburg-Western Pomerania","higher vocational","","","","","8"
"Other","1989","Saxony-Anhalt","in school","","","","","8"
"Other","1989","Saxony-Anhalt","inadequately","","","","","8"
"Other","1989","Saxony-Anhalt","general elemantary","","","","","8"
"Other","1989","Saxony-Anhalt","middle vocational","","","","","8"
"Other","1989","Saxony-Anhalt","vocational + Abi","","","","","8"
"Other","1989","Saxony-Anhalt","higher vocational","","","","","8"
"Other","1989","Saxony-Anhalt","higher education","","","","","8"
"Other","1989","Thuringia","in school","","","","","8"
"Other","1989","Thuringia","inadequately","","","","","8"
"Other","1989","Thuringia","general elemantary","","","","","8"
"Other","1989","Thuringia","middle vocational","","","","","8"
"Other","1989","Thuringia","vocational + Abi","","","","","8"
"Other","1989","Thuringia","higher vocational","","","","","8"
"Other","1989","Thuringia","higher education","","","","","8"
"Other","1989","Schleswig-Holstein","in school","","","","","8"
"Other","1989","Schleswig-Holstein","inadequately","","","","","8"
"Other","1989","Schleswig-Holstein","general elemantary","1","","","","8"
"Other","1989","Schleswig-Holstein","middle vocational","2","","","","8"
"Other","1989","Schleswig-Holstein","vocational + Abi","1","","","","8"
"Other","1989","Schleswig-Holstein","higher vocational","","","","","8"
"Other","1989","Schleswig-Holstein","higher education","1","","","","8"
"Other","1989","Hamburg","in school","","","","","8"
"Other","1989","Hamburg","inadequately","","","","","8"
"Other","1989","Hamburg","general elemantary","","","","","8"
"Other","1989","Hamburg","middle vocational","6","","","","8"
"Other","1989","Hamburg","vocational + Abi","","","","","8"
"Other","1989","Hamburg","higher vocational","","","","","8"
"Other","1989","Hamburg","higher education","1","","","","8"
"Other","1989","Lower Saxony","in school","","","","","8"
"Other","1989","Lower Saxony","inadequately","","","","","8"
"Other","1989","Lower Saxony","general elemantary","3","","","","8"
"Other","1989","Lower Saxony","middle vocational","9","","","","8"
"Other","1989","Lower Saxony","vocational + Abi","","","","","8"
"Other","1989","Lower Saxony","higher vocational","1","","","","8"
"Other","1989","Lower Saxony","higher education","","","","","8"
"Other","1989","Bremen","in school","","","","","8"
"Other","1989","Bremen","inadequately","","","","","8"
"Other","1989","Bremen","general elemantary","1","","","","8"
"Other","1989","Bremen","middle vocational","","","","","8"
"Other","1989","Bremen","vocational + Abi","1","","","","8"
"Other","1989","Bremen","higher vocational","","","","","8"
"Other","1989","Bremen","higher education","","","","","8"
"Other","1989","North Rhine-Westphalia","in school","2","","","","8"
"Other","1989","North Rhine-Westphalia","inadequately","1","","","","8"
"Other","1989","North Rhine-Westphalia","general elemantary","11","","","","8"
"Other","1989","North Rhine-Westphalia","middle vocational","17","","","","8"
"Other","1989","North Rhine-Westphalia","vocational + Abi","1","","","","8"
"Other","1989","North Rhine-Westphalia","higher vocational","1","","","","8"
"Other","1989","North Rhine-Westphalia","higher education","2","","","","8"
"Other","1989","Hesse","in school","1","","","","8"
"Other","1989","Hesse","inadequately","1","","","","8"
"Other","1989","Hesse","general elemantary","3","","","","8"
"Other","1989","Hesse","middle vocational","5","","","","8"
"Other","1989","Hesse","vocational + Abi","","","","","8"
"Other","1989","Hesse","higher vocational","","","","","8"
"Other","1989","Hesse","higher education","","","","","8"
"Other","1989","Rhineland-Palatinate,Saarland","in school","","","","","8"
"Other","1989","Rhineland-Palatinate,Saarland","inadequately","","","","","8"
"Other","1989","Rhineland-Palatinate,Saarland","general elemantary","5","","","","8"
"Other","1989","Rhineland-Palatinate,Saarland","middle vocational","11","","","","8"
"Other","1989","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","8"
"Other","1989","Rhineland-Palatinate,Saarland","higher vocational","","","","","8"
"Other","1989","Rhineland-Palatinate,Saarland","higher education","","","","","8"
"Other","1989","Baden-Württemberg","in school","3","","","","8"
"Other","1989","Baden-Württemberg","inadequately","1","","","","8"
"Other","1989","Baden-Württemberg","general elemantary","12","","","","8"
"Other","1989","Baden-Württemberg","middle vocational","14","","","","8"
"Other","1989","Baden-Württemberg","vocational + Abi","","","","","8"
"Other","1989","Baden-Württemberg","higher vocational","7","","","","8"
"Other","1989","Baden-Württemberg","higher education","3","","","","8"
"Other","1989","Bavaria","in school","1","","","","8"
"Other","1989","Bavaria","inadequately","1","","","","8"
"Other","1989","Bavaria","general elemantary","17","","","","8"
"Other","1989","Bavaria","middle vocational","23","","","","8"
"Other","1989","Bavaria","vocational + Abi","2","","","","8"
"Other","1989","Bavaria","higher vocational","","","","","8"
"Other","1989","Bavaria","higher education","6","","","","8"
"Other","1989","Berlin","in school","","","","","8"
"Other","1989","Berlin","inadequately","","","","","8"
"Other","1989","Berlin","general elemantary","1","","","","8"
"Other","1989","Berlin","middle vocational","3","","","","8"
"Other","1989","Berlin","vocational + Abi","","","","","8"
"Other","1989","Berlin","higher vocational","","","","","8"
"Other","1989","Berlin","higher education","","","","","8"
"Other","1989","Brandenburg","in school","","","","","8"
"Other","1989","Brandenburg","inadequately","","","","","8"
