"party","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Other","1993","indirect migration background","higher education","","","","","8"
"PDS/Linke","1993","no migration background","in school","2","","","","5"
"PDS/Linke","1993","direct migration background","vocational + Abi","","","","","5"
"PDS/Linke","1993","direct migration background","higher vocational","1","","","","5"
"PDS/Linke","1993","no migration background","general elemantary","10","","","","5"
"PDS/Linke","1993","no migration background","middle vocational","44","0.0123351703737905","0.00777545520813831","0.0168948855394427","5"
"PDS/Linke","1993","no migration background","vocational + Abi","3","","","","5"
"PDS/Linke","1993","no migration background","higher vocational","5","","","","5"
"PDS/Linke","1993","no migration background","higher education","70","0.0702044888991925","0.0515554428123476","0.0888535349860375","5"
"PDS/Linke","1993","direct migration background","higher education","5","","","","5"
"PDS/Linke","1993","indirect migration background","in school","","","","","5"
"PDS/Linke","1993","indirect migration background","inadequately","","","","","5"
"PDS/Linke","1993","indirect migration background","general elemantary","","","","","5"
"PDS/Linke","1993","no migration background","inadequately","","","","","5"
"PDS/Linke","1993","direct migration background","in school","","","","","5"
"PDS/Linke","1993","direct migration background","inadequately","","","","","5"
"PDS/Linke","1993","direct migration background","general elemantary","","","","","5"
"PDS/Linke","1993","direct migration background","middle vocational","3","","","","5"
"PDS/Linke","1993","indirect migration background","middle vocational","","","","","5"
"PDS/Linke","1993","indirect migration background","vocational + Abi","","","","","5"
"PDS/Linke","1993","indirect migration background","higher vocational","","","","","5"
"PDS/Linke","1993","indirect migration background","higher education","","","","","5"
"SPD","1993","no migration background","inadequately","8","","","","2"
"SPD","1993","no migration background","middle vocational","1001","0.44583108376443","0.425297412874882","0.466364754653978","2"
"SPD","1993","no migration background","general elemantary","279","0.472760737263257","0.43327061502054","0.512250859505973","2"
"SPD","1993","direct migration background","vocational + Abi","18","","","","2"
"SPD","1993","no migration background","in school","7","","","","2"
"SPD","1993","no migration background","vocational + Abi","49","0.350970044661964","0.271911016853018","0.430029072470911","2"
"SPD","1993","no migration background","higher vocational","118","0.331959604825723","0.28168170571379","0.382237503937656","2"
"SPD","1993","direct migration background","in school","2","","","","2"
"SPD","1993","direct migration background","higher education","18","","","","2"
"SPD","1993","direct migration background","middle vocational","168","0.519096394204169","0.45812989458185","0.580062893826487","2"
"SPD","1993","direct migration background","higher vocational","9","","","","2"
"SPD","1993","indirect migration background","in school","9","","","","2"
"SPD","1993","no migration background","higher education","251","0.3122914733505","0.278464532306638","0.346118414394363","2"
"SPD","1993","direct migration background","general elemantary","133","0.620051014176695","0.551925915987834","0.688176112365555","2"
"SPD","1993","direct migration background","inadequately","64","0.883223573636212","0.809042219103853","0.957404928168572","2"
"SPD","1993","indirect migration background","inadequately","3","","","","2"
"SPD","1993","indirect migration background","general elemantary","29","","","","2"
"SPD","1993","indirect migration background","middle vocational","20","","","","2"
"SPD","1993","indirect migration background","vocational + Abi","5","","","","2"
"SPD","1993","indirect migration background","higher vocational","","","","","2"
"SPD","1993","indirect migration background","higher education","1","","","","2"
"AfD","1994","no migration background","in school","","","","","7"
"AfD","1994","no migration background","inadequately","","","","","7"
"AfD","1994","no migration background","general elemantary","","","","","7"
"AfD","1994","no migration background","middle vocational","","","","","7"
"AfD","1994","no migration background","vocational + Abi","","","","","7"
"AfD","1994","no migration background","higher vocational","","","","","7"
"AfD","1994","no migration background","higher education","","","","","7"
"AfD","1994","direct migration background","in school","","","","","7"
"AfD","1994","direct migration background","inadequately","","","","","7"
"AfD","1994","direct migration background","general elemantary","","","","","7"
"AfD","1994","direct migration background","middle vocational","","","","","7"
"AfD","1994","direct migration background","vocational + Abi","","","","","7"
"AfD","1994","direct migration background","higher vocational","","","","","7"
"AfD","1994","direct migration background","higher education","","","","","7"
"AfD","1994","indirect migration background","in school","","","","","7"
"AfD","1994","indirect migration background","inadequately","","","","","7"
"AfD","1994","indirect migration background","general elemantary","","","","","7"
"AfD","1994","indirect migration background","middle vocational","","","","","7"
"AfD","1994","indirect migration background","vocational + Abi","","","","","7"
"AfD","1994","indirect migration background","higher vocational","","","","","7"
"AfD","1994","indirect migration background","higher education","","","","","7"
"CDU/CSU","1994","no migration background","general elemantary","248","0.392771643045458","0.355227906152764","0.430315379938151","1"
"CDU/CSU","1994","no migration background","inadequately","2","","","","1"
"CDU/CSU","1994","no migration background","middle vocational","886","0.393243318584505","0.373345266961826","0.413141370207185","1"
"CDU/CSU","1994","no migration background","in school","12","","","","1"
"CDU/CSU","1994","no migration background","higher vocational","157","0.50800066947401","0.453814479795616","0.562186859152404","1"
"CDU/CSU","1994","no migration background","higher education","218","0.316261869650811","0.283352563482063","0.349171175819559","1"
"CDU/CSU","1994","no migration background","vocational + Abi","38","0.257929969849871","0.186964838180461","0.328895101519281","1"
"CDU/CSU","1994","direct migration background","in school","","","","","1"
"CDU/CSU","1994","direct migration background","general elemantary","39","0.28860897876838","0.223315270331736","0.353902687205023","1"
"CDU/CSU","1994","direct migration background","inadequately","9","","","","1"
"CDU/CSU","1994","direct migration background","middle vocational","80","0.375971873435079","0.320319799016565","0.431623947853594","1"
"CDU/CSU","1994","direct migration background","vocational + Abi","6","","","","1"
"CDU/CSU","1994","indirect migration background","middle vocational","8","","","","1"
"CDU/CSU","1994","indirect migration background","higher vocational","1","","","","1"
"CDU/CSU","1994","direct migration background","higher vocational","15","","","","1"
"CDU/CSU","1994","direct migration background","higher education","22","","","","1"
"CDU/CSU","1994","indirect migration background","in school","1","","","","1"
"CDU/CSU","1994","indirect migration background","inadequately","1","","","","1"
"CDU/CSU","1994","indirect migration background","general elemantary","3","","","","1"
"CDU/CSU","1994","indirect migration background","vocational + Abi","","","","","1"
"CDU/CSU","1994","indirect migration background","higher education","1","","","","1"
"FDP","1994","no migration background","general elemantary","12","","","","3"
"FDP","1994","no migration background","in school","1","","","","3"
"FDP","1994","no migration background","inadequately","","","","","3"
"FDP","1994","direct migration background","vocational + Abi","2","","","","3"
"FDP","1994","indirect migration background","in school","","","","","3"
"FDP","1994","direct migration background","higher vocational","1","","","","3"
"FDP","1994","no migration background","middle vocational","51","0.0271808384419672","0.0205568422198436","0.0338048346640908","3"
"FDP","1994","no migration background","vocational + Abi","7","","","","3"
"FDP","1994","no migration background","higher vocational","10","","","","3"
"FDP","1994","no migration background","higher education","51","0.080929252158073","0.0616283484313","0.100230155884846","3"
"FDP","1994","indirect migration background","general elemantary","","","","","3"
"FDP","1994","direct migration background","in school","","","","","3"
"FDP","1994","direct migration background","inadequately","","","","","3"
"FDP","1994","direct migration background","general elemantary","2","","","","3"
"FDP","1994","direct migration background","middle vocational","4","","","","3"
"FDP","1994","direct migration background","higher education","4","","","","3"
"FDP","1994","indirect migration background","vocational + Abi","","","","","3"
"FDP","1994","indirect migration background","inadequately","","","","","3"
"FDP","1994","indirect migration background","middle vocational","2","","","","3"
"FDP","1994","indirect migration background","higher vocational","","","","","3"
"FDP","1994","indirect migration background","higher education","","","","","3"
"NPD Combination","1994","no migration background","in school","2","","","","6"
"NPD Combination","1994","no migration background","inadequately","1","","","","6"
"NPD Combination","1994","no migration background","general elemantary","17","","","","6"
"NPD Combination","1994","no migration background","middle vocational","52","0.0193202286744332","0.0137130766241174","0.0249273807247491","6"
"NPD Combination","1994","no migration background","vocational + Abi","2","","","","6"
"NPD Combination","1994","no migration background","higher vocational","6","","","","6"
"NPD Combination","1994","no migration background","higher education","5","","","","6"
"NPD Combination","1994","direct migration background","in school","","","","","6"
"NPD Combination","1994","direct migration background","inadequately","","","","","6"
"NPD Combination","1994","direct migration background","general elemantary","1","","","","6"
"NPD Combination","1994","direct migration background","vocational + Abi","","","","","6"
"NPD Combination","1994","direct migration background","higher vocational","","","","","6"
"NPD Combination","1994","indirect migration background","inadequately","","","","","6"
"NPD Combination","1994","direct migration background","higher education","1","","","","6"
"NPD Combination","1994","indirect migration background","in school","","","","","6"
"NPD Combination","1994","indirect migration background","general elemantary","1","","","","6"
"NPD Combination","1994","indirect migration background","middle vocational","1","","","","6"
"NPD Combination","1994","indirect migration background","vocational + Abi","","","","","6"
"NPD Combination","1994","direct migration background","middle vocational","1","","","","6"
"NPD Combination","1994","indirect migration background","higher vocational","","","","","6"
"NPD Combination","1994","indirect migration background","higher education","","","","","6"
"Other","1994","no migration background","in school","1","","","","8"
"Other","1994","no migration background","inadequately","","","","","8"
"Other","1994","no migration background","general elemantary","7","","","","8"
"Other","1994","no migration background","middle vocational","31","0.013215040062166","0.00856327153351572","0.0178668085908163","8"
"Other","1994","no migration background","vocational + Abi","2","","","","8"
"Other","1994","direct migration background","inadequately","4","","","","8"
"Other","1994","direct migration background","general elemantary","1","","","","8"
"Other","1994","direct migration background","middle vocational","1","","","","8"
"Other","1994","direct migration background","vocational + Abi","","","","","8"
"Other","1994","no migration background","higher vocational","5","","","","8"
"Other","1994","no migration background","higher education","8","","","","8"
"Other","1994","direct migration background","in school","","","","","8"
"Other","1994","direct migration background","higher vocational","1","","","","8"
"Other","1994","direct migration background","higher education","1","","","","8"
"Other","1994","indirect migration background","in school","","","","","8"
"Other","1994","indirect migration background","inadequately","","","","","8"
"Other","1994","indirect migration background","general elemantary","","","","","8"
"Other","1994","indirect migration background","middle vocational","1","","","","8"
"Other","1994","indirect migration background","vocational + Abi","","","","","8"
"Other","1994","indirect migration background","higher vocational","","","","","8"
"Other","1994","indirect migration background","higher education","","","","","8"
"PDS/Linke","1994","no migration background","in school","2","","","","5"
"PDS/Linke","1994","direct migration background","vocational + Abi","","","","","5"
"PDS/Linke","1994","direct migration background","higher vocational","2","","","","5"
"PDS/Linke","1994","no migration background","general elemantary","12","","","","5"
"PDS/Linke","1994","no migration background","middle vocational","70","0.0199708184798728","0.0142719316956688","0.0256697052640768","5"
"PDS/Linke","1994","no migration background","vocational + Abi","7","","","","5"
"PDS/Linke","1994","no migration background","higher vocational","8","","","","5"
"PDS/Linke","1994","no migration background","higher education","99","0.0806647227140998","0.0613926158842394","0.0999368295439601","5"
"PDS/Linke","1994","direct migration background","higher education","4","","","","5"
"PDS/Linke","1994","indirect migration background","in school","","","","","5"
"PDS/Linke","1994","indirect migration background","inadequately","","","","","5"
"PDS/Linke","1994","indirect migration background","general elemantary","","","","","5"
"PDS/Linke","1994","no migration background","inadequately","1","","","","5"
"PDS/Linke","1994","direct migration background","in school","","","","","5"
"PDS/Linke","1994","direct migration background","inadequately","","","","","5"
"PDS/Linke","1994","direct migration background","general elemantary","1","","","","5"
"PDS/Linke","1994","direct migration background","middle vocational","3","","","","5"
"PDS/Linke","1994","indirect migration background","middle vocational","","","","","5"
"PDS/Linke","1994","indirect migration background","vocational + Abi","","","","","5"
"PDS/Linke","1994","indirect migration background","higher vocational","","","","","5"
"PDS/Linke","1994","indirect migration background","higher education","","","","","5"
"SPD","1994","no migration background","inadequately","10","","","","2"
"SPD","1994","direct migration background","vocational + Abi","15","","","","2"
"SPD","1994","no migration background","general elemantary","325","0.514786308077649","0.476365063389863","0.553207552765435","2"
"SPD","1994","no migration background","middle vocational","1094","0.479046617820416","0.458696781826112","0.499396453814721","2"
"SPD","1994","no migration background","vocational + Abi","59","0.383306472615018","0.304442357504421","0.462170587725616","2"
"SPD","1994","no migration background","in school","7","","","","2"
"SPD","1994","no migration background","higher vocational","118","0.34784856151618","0.296225524731329","0.39947159830103","2"
"SPD","1994","direct migration background","in school","1","","","","2"
"SPD","1994","no migration background","higher education","267","0.336900635982265","0.303451058978414","0.370350212986116","2"
"SPD","1994","direct migration background","general elemantary","130","0.656881152282217","0.588469841035279","0.725292463529156","2"
"SPD","1994","direct migration background","middle vocational","180","0.524451940391207","0.467073115226918","0.581830765555495","2"
"SPD","1994","direct migration background","higher vocational","8","","","","2"
"SPD","1994","direct migration background","higher education","18","","","","2"
"SPD","1994","indirect migration background","in school","5","","","","2"
"SPD","1994","direct migration background","inadequately","67","0.800337724284444","0.714338665673439","0.886336782895449","2"
"SPD","1994","indirect migration background","general elemantary","36","0.653340139528838","0.51870794598745","0.787972333070226","2"
"SPD","1994","indirect migration background","vocational + Abi","5","","","","2"
"SPD","1994","indirect migration background","middle vocational","36","0.559980490318404","0.422390923458596","0.697570057178212","2"
"SPD","1994","indirect migration background","inadequately","1","","","","2"
"SPD","1994","indirect migration background","higher vocational","1","","","","2"
"SPD","1994","indirect migration background","higher education","3","","","","2"
"AfD","1995","no migration background","in school","","","","","7"
"AfD","1995","no migration background","inadequately","","","","","7"
"AfD","1995","no migration background","general elemantary","","","","","7"
"AfD","1995","no migration background","middle vocational","","","","","7"
"AfD","1995","no migration background","vocational + Abi","","","","","7"
"AfD","1995","no migration background","higher vocational","","","","","7"
"AfD","1995","no migration background","higher education","","","","","7"
"AfD","1995","direct migration background","inadequately","","","","","7"
"AfD","1995","direct migration background","general elemantary","","","","","7"
"AfD","1995","direct migration background","middle vocational","","","","","7"
"AfD","1995","direct migration background","in school","","","","","7"
"AfD","1995","direct migration background","vocational + Abi","","","","","7"
"AfD","1995","direct migration background","higher vocational","","","","","7"
"AfD","1995","direct migration background","higher education","","","","","7"
"AfD","1995","indirect migration background","in school","","","","","7"
"AfD","1995","indirect migration background","inadequately","","","","","7"
"AfD","1995","indirect migration background","general elemantary","","","","","7"
"AfD","1995","indirect migration background","middle vocational","","","","","7"
"AfD","1995","indirect migration background","vocational + Abi","","","","","7"
"AfD","1995","indirect migration background","higher vocational","","","","","7"
"AfD","1995","indirect migration background","higher education","","","","","7"
"CDU/CSU","1995","no migration background","inadequately","6","","","","1"
"CDU/CSU","1995","no migration background","general elemantary","286","0.439926335551934","0.401999404621287","0.477853266482581","1"
"CDU/CSU","1995","no migration background","middle vocational","1074","0.412071526468432","0.393235144186911","0.430907908749954","1"
"CDU/CSU","1995","no migration background","in school","13","","","","1"
"CDU/CSU","1995","no migration background","vocational + Abi","62","0.32305177449498","0.254352542436828","0.391751006553132","1"
"CDU/CSU","1995","no migration background","higher vocational","163","0.441669765019869","0.390864412713893","0.492475117325846","1"
"CDU/CSU","1995","no migration background","higher education","290","0.338914675839971","0.307729341726814","0.370100009953129","1"
"CDU/CSU","1995","direct migration background","in school","4","","","","1"
"CDU/CSU","1995","direct migration background","inadequately","11","","","","1"
"CDU/CSU","1995","direct migration background","general elemantary","76","0.397569409349138","0.333192282174317","0.46194653652396","1"
"CDU/CSU","1995","direct migration background","vocational + Abi","25","","","","1"
"CDU/CSU","1995","indirect migration background","general elemantary","2","","","","1"
"CDU/CSU","1995","indirect migration background","vocational + Abi","","","","","1"
"CDU/CSU","1995","indirect migration background","higher education","","","","","1"
"CDU/CSU","1995","direct migration background","middle vocational","154","0.491447408912222","0.440781160226551","0.542113657597894","1"
"CDU/CSU","1995","direct migration background","higher vocational","17","","","","1"
"CDU/CSU","1995","direct migration background","higher education","32","0.398544426624138","0.297394171335032","0.499694681913245","1"
"CDU/CSU","1995","indirect migration background","in school","","","","","1"
"CDU/CSU","1995","indirect migration background","inadequately","1","","","","1"
"CDU/CSU","1995","indirect migration background","middle vocational","15","","","","1"
"CDU/CSU","1995","indirect migration background","higher vocational","","","","","1"
"FDP","1995","no migration background","inadequately","","","","","3"
"FDP","1995","no migration background","general elemantary","6","","","","3"
"FDP","1995","direct migration background","higher vocational","1","","","","3"
"FDP","1995","indirect migration background","in school","","","","","3"
"FDP","1995","no migration background","in school","1","","","","3"
"FDP","1995","direct migration background","vocational + Abi","3","","","","3"
"FDP","1995","no migration background","middle vocational","62","0.0277266703498116","0.0214433096458497","0.0340100310537736","3"
"FDP","1995","no migration background","vocational + Abi","4","","","","3"
"FDP","1995","no migration background","higher vocational","12","","","","3"
"FDP","1995","no migration background","higher education","43","0.0604842075223711","0.0447787896764612","0.076189625368281","3"
"FDP","1995","indirect migration background","general elemantary","1","","","","3"
"FDP","1995","indirect migration background","vocational + Abi","","","","","3"
"FDP","1995","direct migration background","in school","","","","","3"
"FDP","1995","direct migration background","inadequately","1","","","","3"
"FDP","1995","direct migration background","general elemantary","5","","","","3"
"FDP","1995","direct migration background","middle vocational","3","","","","3"
"FDP","1995","direct migration background","higher education","2","","","","3"
"FDP","1995","indirect migration background","higher vocational","","","","","3"
"FDP","1995","indirect migration background","higher education","","","","","3"
"FDP","1995","indirect migration background","inadequately","","","","","3"
"FDP","1995","indirect migration background","middle vocational","","","","","3"
"NPD Combination","1995","no migration background","in school","","","","","6"
"NPD Combination","1995","no migration background","inadequately","1","","","","6"
"NPD Combination","1995","no migration background","middle vocational","39","0.0153694770033416","0.0106617080801418","0.0200772459265415","6"
"NPD Combination","1995","no migration background","general elemantary","5","","","","6"
"NPD Combination","1995","no migration background","vocational + Abi","","","","","6"
"NPD Combination","1995","no migration background","higher vocational","1","","","","6"
"NPD Combination","1995","no migration background","higher education","","","","","6"
"NPD Combination","1995","direct migration background","in school","","","","","6"
"NPD Combination","1995","direct migration background","inadequately","","","","","6"
"NPD Combination","1995","direct migration background","general elemantary","1","","","","6"
"NPD Combination","1995","direct migration background","middle vocational","3","","","","6"
"NPD Combination","1995","direct migration background","vocational + Abi","1","","","","6"
"NPD Combination","1995","direct migration background","higher vocational","","","","","6"
"NPD Combination","1995","direct migration background","higher education","","","","","6"
"NPD Combination","1995","indirect migration background","in school","1","","","","6"
"NPD Combination","1995","indirect migration background","inadequately","","","","","6"
"NPD Combination","1995","indirect migration background","general elemantary","2","","","","6"
"NPD Combination","1995","indirect migration background","middle vocational","","","","","6"
"NPD Combination","1995","indirect migration background","vocational + Abi","","","","","6"
"NPD Combination","1995","indirect migration background","higher vocational","","","","","6"
"NPD Combination","1995","indirect migration background","higher education","","","","","6"
"Other","1995","no migration background","in school","3","","","","8"
"Other","1995","no migration background","inadequately","","","","","8"
"Other","1995","no migration background","general elemantary","4","","","","8"
"Other","1995","no migration background","middle vocational","21","","","","8"
"Other","1995","no migration background","vocational + Abi","","","","","8"
"Other","1995","direct migration background","inadequately","3","","","","8"
"Other","1995","direct migration background","general elemantary","5","","","","8"
"Other","1995","direct migration background","middle vocational","3","","","","8"
"Other","1995","direct migration background","vocational + Abi","1","","","","8"
"Other","1995","direct migration background","higher vocational","","","","","8"
"Other","1995","direct migration background","higher education","2","","","","8"
"Other","1995","indirect migration background","vocational + Abi","","","","","8"
"Other","1995","no migration background","higher vocational","3","","","","8"
"Other","1995","no migration background","higher education","4","","","","8"
"Other","1995","direct migration background","in school","","","","","8"
"Other","1995","indirect migration background","in school","","","","","8"
"Other","1995","indirect migration background","inadequately","1","","","","8"
"Other","1995","indirect migration background","general elemantary","1","","","","8"
"Other","1995","indirect migration background","middle vocational","","","","","8"
"Other","1995","indirect migration background","higher vocational","","","","","8"
"Other","1995","indirect migration background","higher education","","","","","8"
"PDS/Linke","1995","no migration background","in school","7","","","","5"
"PDS/Linke","1995","direct migration background","middle vocational","5","","","","5"
"PDS/Linke","1995","direct migration background","vocational + Abi","","","","","5"
"PDS/Linke","1995","direct migration background","higher vocational","1","","","","5"
"PDS/Linke","1995","direct migration background","higher education","7","","","","5"
"PDS/Linke","1995","indirect migration background","in school","","","","","5"
"PDS/Linke","1995","indirect migration background","inadequately","","","","","5"
"PDS/Linke","1995","indirect migration background","general elemantary","1","","","","5"
"PDS/Linke","1995","no migration background","inadequately","","","","","5"
"PDS/Linke","1995","no migration background","general elemantary","16","","","","5"
"PDS/Linke","1995","no migration background","middle vocational","95","0.0241502160893215","0.0182753098293473","0.0300251223492956","5"
"PDS/Linke","1995","no migration background","vocational + Abi","9","","","","5"
"PDS/Linke","1995","no migration background","higher vocational","13","","","","5"
"PDS/Linke","1995","no migration background","higher education","111","0.0918683081158655","0.0728385297255916","0.110898086506139","5"
"PDS/Linke","1995","direct migration background","in school","","","","","5"
"PDS/Linke","1995","direct migration background","inadequately","","","","","5"
"PDS/Linke","1995","direct migration background","general elemantary","1","","","","5"
"PDS/Linke","1995","indirect migration background","middle vocational","2","","","","5"
"PDS/Linke","1995","indirect migration background","vocational + Abi","","","","","5"
"PDS/Linke","1995","indirect migration background","higher vocational","","","","","5"
"PDS/Linke","1995","indirect migration background","higher education","","","","","5"
"SPD","1995","no migration background","in school","14","","","","2"
"SPD","1995","no migration background","middle vocational","1164","0.454177694417188","0.435123636271659","0.473231752562717","2"
"SPD","1995","no migration background","inadequately","9","","","","2"
"SPD","1995","no migration background","general elemantary","306","0.488530581999812","0.45033695893288","0.526724205066743","2"
"SPD","1995","no migration background","vocational + Abi","62","0.355280407819138","0.284971694013111","0.425589121625165","2"
"SPD","1995","no migration background","higher vocational","143","0.396216944677243","0.346176398456391","0.446257490898095","2"
"SPD","1995","direct migration background","in school","6","","","","2"
"SPD","1995","direct migration background","general elemantary","122","0.523091314474708","0.457389407612289","0.588793221337127","2"
"SPD","1995","no migration background","higher education","275","0.305770160735723","0.275415481727496","0.336124839743949","2"
"SPD","1995","direct migration background","inadequately","61","0.618379018484788","0.51323497857689","0.723523058392685","2"
"SPD","1995","direct migration background","middle vocational","178","0.394942374231389","0.345399918991017","0.44448482947176","2"
"SPD","1995","direct migration background","vocational + Abi","23","","","","2"
"SPD","1995","direct migration background","higher vocational","12","","","","2"
"SPD","1995","direct migration background","higher education","33","0.330250799059319","0.233086912805503","0.427414685313135","2"
"SPD","1995","indirect migration background","in school","8","","","","2"
"SPD","1995","indirect migration background","inadequately","","","","","2"
"SPD","1995","indirect migration background","general elemantary","21","","","","2"
"SPD","1995","indirect migration background","vocational + Abi","1","","","","2"
"SPD","1995","indirect migration background","higher vocational","3","","","","2"
"SPD","1995","indirect migration background","middle vocational","33","0.33121635809645","0.211122500581495","0.451310215611405","2"
"SPD","1995","indirect migration background","higher education","1","","","","2"
"AfD","1996","no migration background","in school","","","","","7"
"AfD","1996","no migration background","inadequately","","","","","7"
"AfD","1996","no migration background","middle vocational","","","","","7"
"AfD","1996","direct migration background","middle vocational","","","","","7"
"AfD","1996","no migration background","general elemantary","","","","","7"
"AfD","1996","direct migration background","general elemantary","","","","","7"
"AfD","1996","no migration background","vocational + Abi","","","","","7"
"AfD","1996","no migration background","higher vocational","","","","","7"
"AfD","1996","direct migration background","in school","","","","","7"
"AfD","1996","no migration background","higher education","","","","","7"
"AfD","1996","direct migration background","inadequately","","","","","7"
"AfD","1996","direct migration background","vocational + Abi","","","","","7"
"AfD","1996","direct migration background","higher vocational","","","","","7"
"AfD","1996","direct migration background","higher education","","","","","7"
"AfD","1996","indirect migration background","in school","","","","","7"
"AfD","1996","indirect migration background","inadequately","","","","","7"
"AfD","1996","indirect migration background","general elemantary","","","","","7"
"AfD","1996","indirect migration background","middle vocational","","","","","7"
"AfD","1996","indirect migration background","vocational + Abi","","","","","7"
"AfD","1996","indirect migration background","higher vocational","","","","","7"
"AfD","1996","indirect migration background","higher education","","","","","7"
"CDU/CSU","1996","no migration background","inadequately","4","","","","1"
"CDU/CSU","1996","no migration background","general elemantary","258","0.452303978353567","0.411867661058012","0.492740295649122","1"
"CDU/CSU","1996","no migration background","middle vocational","1072","0.452216396854817","0.432411145452664","0.47202164825697","1"
"CDU/CSU","1996","no migration background","in school","19","","","","1"
"CDU/CSU","1996","no migration background","higher education","294","0.363660984243796","0.331895698405928","0.395426270081663","1"
"CDU/CSU","1996","no migration background","vocational + Abi","51","0.320084876156616","0.248247491675032","0.3919222606382","1"
"CDU/CSU","1996","no migration background","higher vocational","169","0.479686919101013","0.428364312060466","0.53100952614156","1"
"CDU/CSU","1996","direct migration background","in school","2","","","","1"
"CDU/CSU","1996","direct migration background","inadequately","19","","","","1"
"CDU/CSU","1996","direct migration background","general elemantary","74","0.379685333690342","0.312593757039638","0.446776910341046","1"
"CDU/CSU","1996","direct migration background","vocational + Abi","17","","","","1"
"CDU/CSU","1996","direct migration background","higher education","35","0.412599474185788","0.310890719503394","0.514308228868181","1"
"CDU/CSU","1996","indirect migration background","general elemantary","7","","","","1"
"CDU/CSU","1996","indirect migration background","vocational + Abi","","","","","1"
"CDU/CSU","1996","indirect migration background","higher education","","","","","1"
"CDU/CSU","1996","direct migration background","middle vocational","141","0.528193936619029","0.473583702364243","0.582804170873816","1"
"CDU/CSU","1996","direct migration background","higher vocational","14","","","","1"
"CDU/CSU","1996","indirect migration background","in school","3","","","","1"
"CDU/CSU","1996","indirect migration background","inadequately","1","","","","1"
"CDU/CSU","1996","indirect migration background","middle vocational","12","","","","1"
"CDU/CSU","1996","indirect migration background","higher vocational","","","","","1"
"FDP","1996","direct migration background","middle vocational","3","","","","3"
"FDP","1996","direct migration background","vocational + Abi","2","","","","3"
"FDP","1996","direct migration background","higher vocational","1","","","","3"
"FDP","1996","indirect migration background","general elemantary","","","","","3"
"FDP","1996","indirect migration background","in school","","","","","3"
"FDP","1996","no migration background","inadequately","","","","","3"
"FDP","1996","no migration background","general elemantary","9","","","","3"
"FDP","1996","no migration background","in school","1","","","","3"
"FDP","1996","no migration background","vocational + Abi","5","","","","3"
"FDP","1996","no migration background","higher education","36","0.0481716905276218","0.0340321469934204","0.0623112340618231","3"
"FDP","1996","direct migration background","inadequately","1","","","","3"
"FDP","1996","indirect migration background","vocational + Abi","","","","","3"
"FDP","1996","indirect migration background","higher vocational","","","","","3"
"FDP","1996","indirect migration background","higher education","","","","","3"
"FDP","1996","no migration background","middle vocational","43","0.0249800789178044","0.0187698681440846","0.0311902896915242","3"
"FDP","1996","no migration background","higher vocational","9","","","","3"
"FDP","1996","direct migration background","in school","","","","","3"
"FDP","1996","direct migration background","general elemantary","1","","","","3"
"FDP","1996","direct migration background","higher education","4","","","","3"
"FDP","1996","indirect migration background","inadequately","","","","","3"
"FDP","1996","indirect migration background","middle vocational","","","","","3"
"NPD Combination","1996","no migration background","in school","2","","","","6"
"NPD Combination","1996","no migration background","inadequately","1","","","","6"
"NPD Combination","1996","no migration background","general elemantary","14","","","","6"
"NPD Combination","1996","no migration background","middle vocational","44","0.0198856696750812","0.0143303229102174","0.025441016439945","6"
"NPD Combination","1996","no migration background","vocational + Abi","","","","","6"
"NPD Combination","1996","direct migration background","inadequately","","","","","6"
"NPD Combination","1996","no migration background","higher vocational","4","","","","6"
"NPD Combination","1996","no migration background","higher education","3","","","","6"
"NPD Combination","1996","direct migration background","in school","","","","","6"
"NPD Combination","1996","direct migration background","vocational + Abi","","","","","6"
"NPD Combination","1996","direct migration background","higher vocational","1","","","","6"
"NPD Combination","1996","direct migration background","higher education","","","","","6"
"NPD Combination","1996","indirect migration background","in school","","","","","6"
"NPD Combination","1996","indirect migration background","inadequately","","","","","6"
"NPD Combination","1996","indirect migration background","general elemantary","","","","","6"
"NPD Combination","1996","indirect migration background","middle vocational","","","","","6"
"NPD Combination","1996","indirect migration background","vocational + Abi","","","","","6"
"NPD Combination","1996","indirect migration background","higher vocational","","","","","6"
"NPD Combination","1996","indirect migration background","higher education","","","","","6"
"NPD Combination","1996","direct migration background","general elemantary","2","","","","6"
"NPD Combination","1996","direct migration background","middle vocational","3","","","","6"
"Other","1996","no migration background","in school","3","","","","8"
"Other","1996","no migration background","middle vocational","28","","","","8"
"Other","1996","direct migration background","inadequately","1","","","","8"
"Other","1996","direct migration background","general elemantary","2","","","","8"
"Other","1996","direct migration background","middle vocational","","","","","8"
"Other","1996","no migration background","inadequately","","","","","8"
"Other","1996","no migration background","general elemantary","1","","","","8"
"Other","1996","no migration background","vocational + Abi","","","","","8"
"Other","1996","no migration background","higher vocational","6","","","","8"
"Other","1996","no migration background","higher education","4","","","","8"
"Other","1996","direct migration background","in school","","","","","8"
"Other","1996","direct migration background","vocational + Abi","1","","","","8"
"Other","1996","direct migration background","higher vocational","2","","","","8"
"Other","1996","direct migration background","higher education","1","","","","8"
"Other","1996","indirect migration background","in school","","","","","8"
"Other","1996","indirect migration background","inadequately","","","","","8"
"Other","1996","indirect migration background","general elemantary","","","","","8"
"Other","1996","indirect migration background","middle vocational","","","","","8"
"Other","1996","indirect migration background","vocational + Abi","","","","","8"
