"party","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","2012","West Germany","Female","1399","0.413297011331948","0.396853530342698","0.429740492321198","2"
"CDU/CSU","2012","East Germany","Male","273","0.318327220617362","0.286540481214732","0.350113960019992","2"
"FDP","2012","East Germany","Female","11","","","","3"
"FDP","2012","East Germany","Male","23","","","","3"
"FDP","2012","West Germany","Female","65","0.0157624371651794","0.0116031861636152","0.0199216881667436","3"
"FDP","2012","West Germany","Male","129","0.0295708511606054","0.0240433523761363","0.0350983499450746","3"
"NPD","2012","West Germany","Male","35","0.0131402191082311","0.00942449162263926","0.0168559465938229","6"
"NPD","2012","West Germany","Female","10","","","","6"
"NPD","2012","East Germany","Male","28","","","","6"
"NPD","2012","East Germany","Female","14","","","","6"
"Other","2012","West Germany","Male","29","","","","8"
"Other","2012","East Germany","Male","1","","","","8"
"Other","2012","West Germany","Female","25","","","","8"
"Other","2012","East Germany","Female","2","","","","8"
"PDS/Linke","2012","West Germany","Male","85","0.0236680674445097","0.0187079155896401","0.0286282192993793","5"
"PDS/Linke","2012","East Germany","Male","219","0.285715270097555","0.254888819264936","0.316541720930174","5"
"PDS/Linke","2012","West Germany","Female","58","0.0192024717703055","0.0146197686131004","0.0237851749275105","5"
"PDS/Linke","2012","East Germany","Female","168","0.24992696156049","0.218794603531721","0.28105931958926","5"
"SPD","2012","East Germany","Female","197","0.244114724403474","0.213227519101065","0.275001929705883","1"
"SPD","2012","West Germany","Female","1176","0.356090506968482","0.340100594372836","0.372080419564128","1"
"SPD","2012","East Germany","Male","236","0.25357756421595","0.22389038924829","0.28326473918361","1"
"SPD","2012","West Germany","Male","1257","0.359730913212351","0.344071157834305","0.375390668590396","1"
"AfD","2013","West Germany","Male","","","","","7"
"AfD","2013","West Germany","Female","","","","","7"
"AfD","2013","East Germany","Male","","","","","7"
"AfD","2013","East Germany","Female","","","","","7"
"CDU/CSU","2013","West Germany","Male","1767","0.432976877285314","0.417745100990845","0.448208653579782","2"
"CDU/CSU","2013","East Germany","Female","301","0.384095993618256","0.349719519990215","0.418472467246296","2"
"CDU/CSU","2013","East Germany","Male","300","0.352274475502805","0.32008610410729","0.384462846898319","2"
"CDU/CSU","2013","West Germany","Female","1594","0.421801011933774","0.406195447896133","0.437406575971416","2"
"FDP","2013","East Germany","Female","13","","","","3"
"FDP","2013","East Germany","Male","29","","","","3"
"FDP","2013","West Germany","Female","85","0.021346798666871","0.0167794119404085","0.0259141853933334","3"
"FDP","2013","West Germany","Male","145","0.0310410480218544","0.0257096796207016","0.0363724164230073","3"
"NPD","2013","West Germany","Female","8","","","","6"
"NPD","2013","West Germany","Male","28","","","","6"
"NPD","2013","East Germany","Male","19","","","","6"
"NPD","2013","East Germany","Female","8","","","","6"
"Other","2013","East Germany","Male","4","","","","8"
"Other","2013","West Germany","Male","54","0.017350837883769","0.0133368386417024","0.0213648371258355","8"
"Other","2013","West Germany","Female","38","0.00983731915433527","0.00671858285203427","0.0129560554566363","8"
"Other","2013","East Germany","Female","4","","","","8"
"PDS/Linke","2013","West Germany","Male","103","0.0237880200228385","0.0191034576017609","0.0284725824439162","5"
"PDS/Linke","2013","East Germany","Male","198","0.238125708812525","0.209424002791634","0.266827414833416","5"
"PDS/Linke","2013","West Germany","Female","80","0.016459936449653","0.0124392787345115","0.0204805941647946","5"
"PDS/Linke","2013","East Germany","Female","158","0.219358196853889","0.190110763714518","0.248605629993261","5"
"SPD","2013","East Germany","Female","201","0.261551720881279","0.230490125838676","0.292613315923881","1"
"SPD","2013","West Germany","Female","1258","0.342363345376422","0.327369133813833","0.357357556939012","1"
"SPD","2013","East Germany","Male","242","0.257934222985289","0.228453468410232","0.287414977560347","1"
"SPD","2013","West Germany","Male","1426","0.348807360030012","0.334156423806846","0.363458296253179","1"
"AfD","2014","West Germany","Male","104","0.0182407947096888","0.014441565978805","0.0220400234405727","7"
"AfD","2014","East Germany","Female","16","","","","7"
"AfD","2014","West Germany","Female","55","0.0107579677272514","0.00785375796986595","0.0136621774846368","7"
"AfD","2014","East Germany","Male","34","0.0338081067627575","0.0229483675230197","0.0446678460024953","7"
"CDU/CSU","2014","West Germany","Male","2064","0.424723459314232","0.410690071442659","0.438756847185805","2"
"CDU/CSU","2014","East Germany","Female","393","0.372296664778669","0.343139994685973","0.401453334871365","2"
"CDU/CSU","2014","East Germany","Male","387","0.356202290400087","0.32742828342658","0.384976297373594","2"
"CDU/CSU","2014","West Germany","Female","1960","0.424043608693133","0.410130901565374","0.437956315820892","2"
"FDP","2014","East Germany","Female","20","","","","3"
"FDP","2014","East Germany","Male","36","0.0222693586334279","0.0134030928769323","0.0311356243899236","3"
"FDP","2014","West Germany","Female","90","0.0172919873631849","0.0136221545081599","0.0209618202182099","3"
"FDP","2014","West Germany","Male","156","0.0303899040664731","0.0255164789074103","0.0352633292255359","3"
"NPD","2014","West Germany","Male","38","0.00940004023222391","0.00666045332999183","0.012139627134456","6"
"NPD","2014","East Germany","Male","30","0.0406090206769439","0.0287489753044376","0.0524690660494502","6"
"NPD","2014","West Germany","Female","14","","","","6"
"NPD","2014","East Germany","Female","17","","","","6"
"Other","2014","East Germany","Male","4","","","","8"
"Other","2014","West Germany","Male","44","0.00972548341958195","0.00693933355843129","0.0125116332807326","8"
"Other","2014","West Germany","Female","52","0.00858409744590054","0.00598700839618597","0.0111811864956151","8"
"Other","2014","East Germany","Female","6","","","","8"
"PDS/Linke","2014","West Germany","Male","217","0.0425716851509643","0.0368399696408074","0.0483034006611212","5"
"PDS/Linke","2014","East Germany","Male","252","0.244352456855175","0.218533108957403","0.270171804752948","5"
"PDS/Linke","2014","West Germany","Female","180","0.0295492357070544","0.0247819469241276","0.0343165244899811","5"
"PDS/Linke","2014","East Germany","Female","265","0.276653267846398","0.24967231418447","0.303634221508326","5"
"SPD","2014","East Germany","Female","217","0.215224172457925","0.190436573329579","0.240011771586271","1"
"SPD","2014","West Germany","Female","1561","0.332998408689065","0.319730694872714","0.346266122505416","1"
"SPD","2014","West Germany","Male","1555","0.347780922959948","0.334259552910151","0.361302293009745","1"
"SPD","2014","East Germany","Male","255","0.236555033304067","0.211020246173585","0.26208982043455","1"
"AfD","2015","West Germany","Male","120","0.0303151886020458","0.0251367252855614","0.0354936519185301","7"
"AfD","2015","West Germany","Female","58","0.015633117661493","0.0118474942402525","0.0194187410827335","7"
"AfD","2015","East Germany","Female","38","0.0516363991637425","0.037250680504619","0.0660221178228659","7"
"AfD","2015","East Germany","Male","57","0.0730977838131241","0.0562870240719631","0.0899085435542851","7"
"CDU/CSU","2015","East Germany","Female","318","0.35751688476237","0.326360627052168","0.388673142472573","2"
"CDU/CSU","2015","West Germany","Male","1855","0.440994945983752","0.42599878328314","0.455991108684364","2"
"CDU/CSU","2015","West Germany","Female","1662","0.424443033101777","0.409359955103635","0.43952611109992","2"
"CDU/CSU","2015","East Germany","Male","311","0.336384800624366","0.305871118316965","0.366898482931767","2"
"FDP","2015","East Germany","Male","23","","","","3"
"FDP","2015","West Germany","Female","83","0.0190043877894067","0.0148376459945599","0.0231711295842536","3"
"FDP","2015","East Germany","Female","10","","","","3"
"FDP","2015","West Germany","Male","154","0.0323516135223764","0.0270076654231204","0.0376955616216324","3"
"NPD","2015","West Germany","Male","38","0.00835576854718357","0.00560644016120586","0.0111050969331613","6"
"NPD","2015","West Germany","Female","17","","","","6"
"NPD","2015","East Germany","Male","28","","","","6"
"NPD","2015","East Germany","Female","15","","","","6"
"Other","2015","East Germany","Male","14","","","","8"
"Other","2015","West Germany","Male","41","0.0108949338303941","0.00775956250674179","0.0140303051540464","8"
"Other","2015","West Germany","Female","37","0.0085296958551011","0.00572333998180951","0.0113360517283927","8"
"Other","2015","East Germany","Female","6","","","","8"
"PDS/Linke","2015","West Germany","Male","188","0.0360196795834751","0.0303916097589805","0.0416477494079697","5"
"PDS/Linke","2015","East Germany","Male","227","0.254302850089803","0.226178976883585","0.282426723296022","5"
"PDS/Linke","2015","West Germany","Female","169","0.0292397139398089","0.0240983461216095","0.0343810817580082","5"
"PDS/Linke","2015","East Germany","Female","238","0.28216749265513","0.252910397799489","0.311424587510771","5"
"SPD","2015","East Germany","Male","200","0.194245878192416","0.168695610781734","0.219796145603098","1"
"SPD","2015","East Germany","Female","188","0.193109279546236","0.167448190620484","0.218770368471988","1"
"SPD","2015","West Germany","Female","1277","0.32060947439465","0.306367046359203","0.334851902430096","1"
"SPD","2015","West Germany","Male","1321","0.322850025388588","0.308727956814481","0.336972093962695","1"
"AfD","2016","East Germany","Male","109","0.132633636961086","0.110069623210185","0.155197650711987","7"
"AfD","2016","East Germany","Female","82","0.133254458578712","0.1096008078315","0.156908109325923","7"
"AfD","2016","West Germany","Male","223","0.0563353858219808","0.0490720524659448","0.0635987191780167","7"
"AfD","2016","West Germany","Female","103","0.0233201732994182","0.0185185929980643","0.0281217536007721","7"
"CDU/CSU","2016","East Germany","Female","265","0.324911748082689","0.292314984705931","0.357508511459447","2"
"CDU/CSU","2016","West Germany","Female","1530","0.419272677861897","0.40357351077581","0.434971844947984","2"
"CDU/CSU","2016","East Germany","Male","281","0.313103966097922","0.282252342989623","0.34395558920622","2"
"CDU/CSU","2016","West Germany","Male","1597","0.405483209611071","0.390016248080067","0.420950171142074","2"
"FDP","2016","East Germany","Male","23","","","","3"
"FDP","2016","West Germany","Female","82","0.0224490804750832","0.0177359314320921","0.0271622295180742","3"
"FDP","2016","East Germany","Female","9","","","","3"
"FDP","2016","West Germany","Male","166","0.0401830426945507","0.0339964414588298","0.0463696439302716","3"
"NPD","2016","East Germany","Male","20","","","","6"
"NPD","2016","East Germany","Female","13","","","","6"
"NPD","2016","West Germany","Male","28","","","","6"
"NPD","2016","West Germany","Female","10","","","","6"
"Other","2016","East Germany","Male","17","","","","8"
"Other","2016","East Germany","Female","6","","","","8"
"Other","2016","West Germany","Male","41","0.0129460538532274","0.00938502367169727","0.0165070840347575","8"
"Other","2016","West Germany","Female","37","0.00755272554168053","0.00479819384521847","0.0103072572381426","8"
"PDS/Linke","2016","West Germany","Male","164","0.0413678231722054","0.0350945551836348","0.0476410911607761","5"
"PDS/Linke","2016","East Germany","Female","200","0.273945268394278","0.242904813354904","0.304985723433652","5"
"PDS/Linke","2016","East Germany","Male","192","0.219812802604296","0.192263276677167","0.247362328531425","5"
"PDS/Linke","2016","West Germany","Female","147","0.0304410854928845","0.0249752145872358","0.0359069563985331","5"
"SPD","2016","East Germany","Female","140","0.165372208844446","0.139514551159295","0.191229866529598","1"
"SPD","2016","East Germany","Male","160","0.18552335337225","0.159663453473013","0.211383253271486","1"
"SPD","2016","West Germany","Female","1066","0.295304646199296","0.280790949439003","0.30981834295959","1"
"SPD","2016","West Germany","Male","1115","0.292003348579572","0.277679951787617","0.306326745371527","1"
"AfD","2017","West Germany","Male","235","0.0629839929296524","0.05597507720276","0.0699929086565449","7"
"AfD","2017","East Germany","Male","115","0.151423649227347","0.128980832168753","0.173866466285941","7"
"AfD","2017","East Germany","Female","66","0.0761028557115214","0.0586723695752465","0.0935333418477963","7"
"AfD","2017","West Germany","Female","96","0.0222208879415485","0.0178516157903429","0.026590160092754","7"
"CDU/CSU","2017","East Germany","Female","306","0.352272463264249","0.320872239792616","0.383672686735883","2"
"CDU/CSU","2017","West Germany","Male","1926","0.390788455500484","0.376711226893776","0.404865684107191","2"
"CDU/CSU","2017","East Germany","Male","306","0.263072642502239","0.235505913524331","0.290639371480148","2"
"CDU/CSU","2017","West Germany","Female","1761","0.391399858446397","0.376932662254894","0.405867054637901","2"
"FDP","2017","East Germany","Male","41","0.0374806744891989","0.0255889871772633","0.0493723618011344","3"
"FDP","2017","East Germany","Female","21","","","","3"
"FDP","2017","West Germany","Female","132","0.0326385793156148","0.0273715223030121","0.0379056363282174","3"
"FDP","2017","West Germany","Male","235","0.0469485067619694","0.0408456761884155","0.0530513373355233","3"
"NPD","2017","West Germany","Male","37","0.00635406430383974","0.00406159319357892","0.00864653541410056","6"
"NPD","2017","West Germany","Female","19","","","","6"
"NPD","2017","East Germany","Male","21","","","","6"
"NPD","2017","East Germany","Female","10","","","","6"
"Other","2017","West Germany","Male","61","0.0144723756482232","0.0110267622088453","0.0179179890876011","8"
"Other","2017","East Germany","Male","11","","","","8"
"Other","2017","East Germany","Female","6","","","","8"
"Other","2017","West Germany","Female","41","0.00832298808727464","0.00563001028339856","0.0110159658911507","8"
"PDS/Linke","2017","West Germany","Male","213","0.0488497496705545","0.0426307866718713","0.0550687126692377","5"
"PDS/Linke","2017","West Germany","Female","194","0.0440643478846849","0.0379806727118093","0.0501480230575606","5"
"PDS/Linke","2017","East Germany","Female","202","0.230750395059584","0.203055349871274","0.258445440247894","5"
"PDS/Linke","2017","East Germany","Male","208","0.227833238449443","0.201572970906387","0.254093505992498","5"
"SPD","2017","East Germany","Female","201","0.230163911139503","0.202493541668161","0.257834280610844","1"
"SPD","2017","East Germany","Male","210","0.202594694116712","0.177430174323584","0.227759213909841","1"
"SPD","2017","West Germany","Female","1390","0.344281518069479","0.330197597035372","0.358365439103587","1"
"SPD","2017","West Germany","Male","1395","0.328598014102334","0.31504655632474","0.342149471879929","1"
"AfD","2018","West Germany","Male","313","0.0737754212312133","0.0663509180931741","0.0811999243692524","7"
"AfD","2018","East Germany","Male","155","0.20250309198165","0.177265440079316","0.227740743883984","7"
"AfD","2018","East Germany","Female","86","0.101543452249861","0.0819188033295149","0.121168101170207","7"
"AfD","2018","West Germany","Female","165","0.0350864702618345","0.0296743100534235","0.0404986304702456","7"
"CDU/CSU","2018","East Germany","Female","298","0.328668518073345","0.29814919089249","0.3591878452542","2"
"CDU/CSU","2018","West Germany","Male","1878","0.371190707987678","0.357468897441148","0.384912518534207","2"
"CDU/CSU","2018","West Germany","Female","1676","0.389112980532537","0.374772129851599","0.403453831213475","2"
"CDU/CSU","2018","East Germany","Male","291","0.248958174811625","0.221802295496117","0.276114054127132","2"
"FDP","2018","East Germany","Male","51","0.0579827685771075","0.0433054233224935","0.0726601138317214","3"
"FDP","2018","East Germany","Female","20","","","","3"
"FDP","2018","West Germany","Female","187","0.0429739583711105","0.0370088111980602","0.0489391055441607","3"
"FDP","2018","West Germany","Male","283","0.0566502576166246","0.0500844113839133","0.063216103849336","3"
"NPD","2018","West Germany","Male","9","","","","6"
"NPD","2018","West Germany","Female","7","","","","6"
"NPD","2018","East Germany","Male","9","","","","6"
"NPD","2018","East Germany","Female","5","","","","6"
"Other","2018","West Germany","Male","80","0.022568866127827","0.018350431241929","0.026787301013725","8"
"Other","2018","West Germany","Female","60","0.00884671432439798","0.00609237133766195","0.011601057311134","8"
"Other","2018","East Germany","Male","14","","","","8"
"Other","2018","East Germany","Female","12","","","","8"
"PDS/Linke","2018","West Germany","Male","272","0.0564182804904982","0.0498650856967731","0.0629714752842232","5"
"PDS/Linke","2018","West Germany","Female","252","0.0549477569383288","0.0482449069662235","0.0616506069104341","5"
"PDS/Linke","2018","East Germany","Male","218","0.217699219951254","0.19178226757556","0.243616172326949","5"
"PDS/Linke","2018","East Germany","Female","235","0.262336331509491","0.233754779191836","0.290917883827147","5"
"SPD","2018","East Germany","Female","146","0.162125000430437","0.138178502647385","0.186071498213489","1"
"SPD","2018","East Germany","Male","166","0.174191240188785","0.150372350622064","0.198010129755506","1"
"SPD","2018","West Germany","Female","1169","0.279628252345804","0.266426685895597","0.29282981879601","1"
"SPD","2018","West Germany","Male","1264","0.28997759351562","0.277090005531279","0.302865181499961","1"
"AfD","2019","West Germany","Male","310","0.0840623386794861","0.0761662967969809","0.0919583805619912","7"
"AfD","2019","West Germany","Female","150","0.0348226967236016","0.0294155480716737","0.0402298453755294","7"
"AfD","2019","East Germany","Male","188","0.206992187767105","0.18307153625905","0.23091283927516","7"
"AfD","2019","East Germany","Female","91","0.111857191001734","0.0918981949216415","0.131816187081826","7"
"CDU/CSU","2019","West Germany","Male","1730","0.340816821440437","0.327329077270215","0.354304565610659","2"
"CDU/CSU","2019","East Germany","Female","291","0.290027730742066","0.261293088672559","0.318762372811572","2"
"CDU/CSU","2019","West Germany","Female","1460","0.342844628975501","0.328845008423646","0.356844249527356","2"
"CDU/CSU","2019","East Germany","Male","317","0.235844251471721","0.210779645389851","0.260908857553591","2"
"FDP","2019","East Germany","Male","73","0.0471408915574092","0.0346276296501711","0.0596541534646472","3"
"FDP","2019","East Germany","Female","32","0.0262199660077496","0.0161015662972454","0.0363383657182538","3"
"FDP","2019","West Germany","Female","197","0.0370414714120067","0.0314711344729658","0.0426118083510476","3"
"FDP","2019","West Germany","Male","366","0.0593766238321048","0.0526516378323324","0.0661016098318771","3"
"NPD","2019","West Germany","Male","11","","","","6"
"NPD","2019","West Germany","Female","2","","","","6"
"NPD","2019","East Germany","Male","10","","","","6"
"NPD","2019","East Germany","Female","6","","","","6"
"Other","2019","West Germany","Male","118","0.0255110196250191","0.0210243083252549","0.0299977309247833","8"
"Other","2019","West Germany","Female","101","0.0183020770254325","0.0143486594912608","0.0222554945596042","8"
"Other","2019","East Germany","Male","23","","","","8"
"Other","2019","East Germany","Female","19","","","","8"
"PDS/Linke","2019","West Germany","Male","235","0.0581673151936688","0.0515068871747111","0.0648277432126266","5"
"PDS/Linke","2019","West Germany","Female","226","0.0525826430637892","0.0459996191438112","0.0591656669837673","5"
"PDS/Linke","2019","East Germany","Male","220","0.230982810507506","0.206099099541861","0.255866521473151","5"
"PDS/Linke","2019","East Germany","Female","216","0.238652587306284","0.211660290043292","0.265644884569276","5"
"SPD","2019","East Germany","Female","122","0.142908588726881","0.120746633493655","0.165070543960106","1"
"SPD","2019","East Germany","Male","143","0.137425737085018","0.117097974531596","0.157753499638441","1"
"SPD","2019","West Germany","Male","1003","0.233307872869315","0.221272738325229","0.245343007413401","1"
"SPD","2019","West Germany","Female","852","0.22288291233713","0.210608091132664","0.235157733541597","1"
